"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"36","건물위생관리업","09_30_04_P","6510000","6510000-206-2026-00004","2026-03-04","","01","영업/정상","01","영업","","","","","064 7128427","97.02","690-833","제주특별자치도 제주시 일도이동 330-8 평화아파트 2차","제주특별자치도 제주시 고마로 54, 2층 201호 (일도이동, 평화아파트 2차)","63273","동부방역","2026-03-04 09:42:26","I","2026-03-06 00:20:02","건물위생관리업","157105.334978216","1536.80575697586","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"37","건물위생관리업","09_30_04_P","5670000","5670123-206-2026-00004","2026-03-04","","01","영업/정상","01","영업","","","","","055 276 0480","36.00","641-846","경상남도 창원시 의창구 팔용동 17-11 홍천뚝배기","경상남도 창원시 의창구 차상로150번길 63, 지하1층 일부호 (팔용동)","51401","창창한환경","2026-03-04 14:14:58","I","2026-03-06 00:20:02","건물위생관리업","349157.128046171","194049.301892691","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"38","건물위생관리업","09_30_04_P","4490000","5660000-206-2016-00010","2016-11-23","","03","폐업","02","폐업","2026-03-04","","","","","52.65","331-220","충청남도 천안시 서북구 백석동 1206","충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 1층 지원116호 (백석동)","31094","사단법인두리장애인복지회두리두리사업단","2026-03-04 10:25:37","U","2026-03-06 02:40:00","건물위생관리업","209836.948532429","369163.488562318","건물위생관리업","3","1","1","0","0","0","","","","","0","0","N",
"39","건물위생관리업","09_30_04_P","6520000","6520000-206-2005-00001","2005-04-06","","03","폐업","02","폐업","2026-03-04","","","","064 7322009","15.00","697-851","제주특별자치도 서귀포시 서홍동 442-22","제주특별자치도 서귀포시 일주동로 8704 (서홍동)","63584","한국위생방역","2026-03-04 13:26:13","U","2026-03-06 02:40:00","건물위생관리업","158777.004050442","-26910.0269911468","건물위생관리업","1","0","0","0","0","0","","","","","0","0","N",
"40","건물위생관리업","09_30_04_P","5530000","5770000-206-2021-00007","2021-02-17","","01","영업/정상","01","영업","","","","","031 613 4808","25.00","","경기도 화성시 동탄구 능동 1165-1","경기도 화성시 동탄구 남여울1길 17, 1층 일부(102호)호 (능동)","18428","동민종합건걸(주)","2026-03-04 16:55:13","U","2026-03-06 02:40:00","건물위생관리업","204510.021628719","410765.956389602","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"41","건물위생관리업","09_30_04_P","5690000","5690000-206-2021-00019","2021-12-22","","03","폐업","02","폐업","2026-03-04","","","","044 864 0682","26.53","339-012","세종특별자치시 어진동 670 에비뉴힐","세종특별자치시 갈매로 353, 에비뉴힐 A동 4층 4035호 (어진동)","30121","예스케어","2026-03-04 11:24:10","U","2026-03-06 02:40:00","건물위생관리업","223438.33692034","332763.812811534","건물위생관리업","6","4","4","4","0","0","","","","","0","0","N",
"42","건물위생관리업","09_30_04_P","3780000","3790000-206-2018-00008","2018-01-09","","01","영업/정상","01","영업","","","","","031 7560449","0.00","461-210","경기도 성남시 수정구 창곡동 507 위례 보미리즌빌 상가동 B110호","경기도 성남시 수정구 위례광장로 82, 상가동 지하1층 B110호 (창곡동, 위례 보미리즌빌)","13640","(주)에이치와이피","2026-03-04 13:53:16","U","2026-03-06 02:40:00","건물위생관리업","212435.111912506","441050.367718282","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"43","건물위생관리업","09_30_04_P","4880000","4880000-206-2023-00001","2023-02-07","","03","폐업","02","폐업","2026-03-04","","","","061 835 9388","63.00","548-841","전라남도 고흥군 남양면 침교리 1057","전라남도 고흥군 남양면 침교길 5-9, 1층","59505","신흥건설 주식회사","2026-03-04 10:20:56","U","2026-03-06 02:40:00","건물위생관리업","230932.326244565","140630.93885141","건물위생관리업","1","0","0","0","0","0","","","","","0","0","N",
"44","건물위생관리업","09_30_04_P","3520000","3520000-206-2020-00005","2020-08-04","","03","폐업","02","폐업","2026-03-03","","","","","19.32","406-081","인천광역시 연수구 송도동 8-37 롯데몰 송도 캐슬파크 A723호","인천광역시 연수구 인천타워대로132번길 9, 롯데몰 송도 캐슬파크 7층 A723호 (송도동)","21998","주식회사라온주택관리","2026-03-04 13:26:00","U","2026-03-06 02:40:00","건물위생관리업","168181.681099646","431514.369067973","건물위생관리업","4","0","3","3","0","0","","","","","0","0","N",
"45","건물위생관리업","09_30_04_P","3660000","3660000-206-2025-00012","2025-05-26","","03","폐업","02","폐업","2026-03-04","","","","","30.99","302-802","대전광역시 서구 가수원동 789-6","대전광역시 서구 벌곡로1349번길 27, 1층 일부호 (가수원동)","35389","마이스(mais)","2026-03-04 11:55:08","U","2026-03-06 02:40:00","건물위생관리업","231631.215460612","311234.756665527","건물위생관리업","2","0","1","1","0","0","","","","임대","0","0","N",
"46","건물위생관리업","09_30_04_P","3860000","3871000-206-2026-00002","2026-02-23","","01","영업/정상","01","영업","","","","","","4.75","","경기도 부천시 원미구 춘의동 127 광성상가아파트 2층 제72호 일부","경기도 부천시 원미구 옥산로138번길 30, 2층 제72호 일부호 (춘의동, 광성상가아파트)","14527","디마인","2026-03-04 17:13:27","U","2026-03-06 02:40:00","건물위생관리업","180646.039198885","444837.957807423","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"47","건물위생관리업","09_30_04_P","3300000","3300000-206-2020-00011","2020-03-04","","01","영업/정상","01","영업","","","","","051 802 4140","59.53","607-842","부산광역시 동래구 온천동 1453-12","부산광역시 동래구 미남로132번길 84, 1층 (온천동)","47823","(주)탑클리닝","2026-03-04 15:03:04","U","2026-03-06 02:40:00","건물위생관리업 기타","388785.601356333","191507.469432562","건물위생관리업 기타","3","1","1","1","0","0","","","","임대","0","2","N",
"48","건물위생관리업","09_30_04_P","3420000","3420000-206-2018-00015","2018-12-21","","01","영업/정상","01","영업","","","","","","161.86","701-300","대구광역시 동구 신서동 1149-2","대구광역시 동구 이노밸리로 309, 3층 304,304-1호 (신서동)","41069","알이비파트너스(주)","2026-03-04 16:22:11","U","2026-03-06 02:40:00","건물위생관리업","356247.145224732","265638.011247463","건물위생관리업","0","0","3","3","0","0","","","","","0","0","N",
"49","건물위생관리업","09_30_04_P","3860000","3881000-206-2013-05383","2013-05-10","","01","영업/정상","01","영업","","","","","032 321 4021","16.02","","경기도 부천시 소사구 송내동 374 ,호암프라자 3층 301호일부","경기도 부천시 소사구 경인로 101, 3층 301호일부호 (송내동, 호암프라자)","14723","(주)아이에스종합관리","2026-03-04 16:22:31","U","2026-03-06 02:40:00","건물위생관리업","179302.455788221","442480.628049143","건물위생관리업","0","0","3","3","0","0","","","","","0","0","N",
"50","건물위생관리업","09_30_04_P","4050000","5630000-206-2023-00015","2023-11-29","","03","폐업","02","폐업","2026-03-04","","","","","24.18","446-908","경기도 용인시 기흥구 영덕동 975-5 리써밋타워 1119호","경기도 용인시 기흥구 흥덕중앙로 55, 리써밋타워 1119호 (영덕동)","16953","코리아클린텍","2026-03-04 10:58:22","U","2026-03-06 02:40:00","건물위생관리업","206410.820408554","419409.772519879","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"51","건물위생관리업","09_30_04_P","6510000","6510000-206-2025-00002","2025-01-14","","03","폐업","02","폐업","2026-03-04","","","","","26.65","690-836","제주특별자치도 제주시 일도일동 1111-11","제주특별자치도 제주시 동문로8길 14-27, 1층 (일도일동)","63264","만능클린","2026-03-04 15:00:14","U","2026-03-06 02:40:00","건물위생관리업","156243.473111873","1796.71300484062","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"52","건물위생관리업","09_30_04_P","3780000","3790000-206-2025-00007","2025-06-24","","01","영업/정상","01","영업","","","","","","0.00","461-801","경기도 성남시 수정구 단대동 95-3 4층 일부호","경기도 성남시 수정구 산성대로 447-1, 4층 일부호 (단대동)","13144","주식회사 경호파트너스","2026-03-05 16:35:59","I","2026-03-07 00:20:02","건물위생관리업","214044.989030603","438862.731027965","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"53","건물위생관리업","09_30_04_P","4261000","4261000-206-2026-00003","2026-03-05","","01","영업/정상","01","영업","","","","","","10.75","","강원특별자치도 횡성군 둔내면 둔방내리 593-7","강원특별자치도 횡성군 둔내면 둔내로 17, 107호","25265","횡성종합청소","2026-03-05 14:10:08","I","2026-03-07 00:20:02","건물위생관리업","307144.671592288","446240.64417373","건물위생관리업","1","0","1","0","0","0","","","","","0","1","N",
"54","건물위생관리업","09_30_04_P","3530000","3530000-206-2026-00004","2026-03-05","","01","영업/정상","01","영업","","","","","","38.07","405-220","인천광역시 남동구 구월동 산 16-22","인천광역시 남동구 호구포로810번길 66-36, 1층 102호 (구월동)","21534","주식회사 클린앤제이","2026-03-05 10:07:17","I","2026-03-07 00:20:02","건물위생관리업","175489.128796286","439112.643733734","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"55","건물위생관리업","09_30_04_P","4520000","4520000-206-2016-00011","2016-11-23","","01","영업/정상","01","영업","","","","","","106.42","336-857","충청남도 아산시 배방읍 장재리 1779 3층 303호","충청남도 아산시 배방읍 고속철대로 77, 3층 303호","31470","사단법인두리장애인복지회두리두리사업단","2026-03-05 10:52:31","I","2026-03-07 00:20:02","건물위생관리업","209519.424850514","365542.89175341","건물위생관리업","0","0","3","3","0","0","","","","","0","0","N",
"56","건물위생관리업","09_30_04_P","5340000","5340000-206-2026-00001","2026-03-05","","01","영업/정상","01","영업","","","","","","47.93","664-834","경상남도 사천시 벌리동 458-2","경상남도 사천시 문선3길 13 (벌리동)","52560","삼창그린환경","2026-03-05 11:08:18","I","2026-03-07 00:20:02","건물위생관리업","298730.184333233","160436.489854267","건물위생관리업","1","0","1","1","0","0","","","","","0","0","N",
"57","건물위생관리업","09_30_04_P","3210000","3210000-206-2026-00001","2026-03-05","","01","영업/정상","01","영업","","","","","","9.90","137-180","서울특별시 서초구 내곡동 378 내곡플라자","서울특별시 서초구 헌릉로8길 9-8, 내곡플라자 601-B20호 (내곡동)","06800","클린제이컴퍼니","2026-03-05 13:28:17","I","2026-03-07 00:20:02","건물위생관리업","205231.176713429","439394.770401846","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"58","건물위생관리업","09_30_04_P","3470000","3470000-206-2010-00006","2010-08-19","","01","영업/정상","01","영업","","","","","053 524 1231","29.64","704-935","대구광역시 달서구 용산동 898-7","대구광역시 달서구 와룡로43길 70, 지상3층 (용산동)","42632","(주)행복한세상","2026-03-05 10:14:40","U","2026-03-07 02:40:00","건물위생관리업","338428.16384201","262411.345522226","건물위생관리업","2","0","1","1","0","0","","","","임대","0","0","N",
"59","건물위생관리업","09_30_04_P","3560000","3560000-206-2019-00004","2019-03-12","","03","폐업","02","폐업","2026-03-05","","","","032 541 4123","91.20","404-310","인천광역시 서구 당하동 958-25 3층","인천광역시 서구 원당대로608번안길 9-37, 3층 (당하동)","22674","(주)아이탑이엔지","2026-03-05 14:40:37","U","2026-03-07 02:40:00","건물위생관리업","170449.876734791","454213.117637255","건물위생관리업","0","0","3","3","0","0","","","","","0","0","N",
