"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"11","수질오염원설치시설(기타)","09_30_12_P","5420000","542000025202600002","2026-03-04","","01","영업/정상","11","영업","","","","","","","","경상남도 고성군 삼산면 삼봉리 700-7","경상남도 고성군 삼산면 삼봉1길 173-24","52954","생활새우","2026-03-04 19:13:08","I","2026-03-06 00:20:02","","314048.77248173","161469.760063335","기타수질오염원관리","","","","","0","","0","5419202178",
"12","수질오염원설치시설(기타)","09_30_12_P","3910000","391000025202600001","2026-03-04","","01","영업/정상","11","영업","","","","","","","","경기도 평택시 서정동 818-36","경기도 평택시 관광특구로 19, 1층 102호 (서정동)","17774","으뜸50안경 송탄점","2026-03-04 11:06:52","I","2026-03-06 00:20:02","","205355.994223928","396167.998227949","기타수질오염원관리","","","","","0","","0","5602302493",
"13","수질오염원설치시설(기타)","09_30_12_P","3830000","383000025202600002","2026-03-04","","01","영업/정상","11","영업","","","","","","","","경기도 안양시 만안구 안양동 676-7 금상타워","경기도 안양시 만안구 안양로 307, 금상타워 201호 (안양동)","14001","으뜸플러스안경 안양중앙시장점","2026-03-04 18:14:09","I","2026-03-06 00:20:02","","","","기타수질오염원관리","","","","","0","","0","7052902142",
"14","수질오염원설치시설(기타)","09_30_12_P","5600000","560000025202600002","2026-03-04","","01","영업/정상","11","영업","","","","","","","","경기도 포천시 신북면 만세교리 261 가,다동","경기도 포천시 신북면 호국로2346번길 4","11139","한진자동차공업사","2026-03-04 15:12:32","I","2026-03-06 00:20:02","","221105.598398603","494796.889161349","기타수질오염원관리","","","","","0","","0","3582100786",
"15","수질오염원설치시설(기타)","09_30_12_P","5530000","553000025202600005","2026-03-04","","01","영업/정상","11","영업","","","","","","","","경기도 화성시 동탄구 목동 487-5 우성스타타워","경기도 화성시 동탄구 동탄신리천로 411, 우성스타타워 213호 (목동)","18484","으뜸플러스 동탄목동점","2026-03-04 16:55:45","I","2026-03-06 00:20:02","","210969.3429132","408985.606433963","기타수질오염원관리","","","","","0","","0","3362102353",
"16","수질오염원설치시설(기타)","09_30_12_P","6310000","631000007202400003","2026-03-04","","03","폐업","02","폐업","2026-03-04","","","","","","","울산광역시 남구 용연동 404-6 (주)드림엔지니어링","울산광역시 남구 처용로 790, (주)드림엔지니어링 (용연동)","44784","케이앤디이(주)-(주)드림엔지니어링1공장 현장","2026-03-04 17:30:18","U","2026-03-06 02:40:00","","414708.104370799","221413.452597066","기타수질오염원관리","","","","","0","","0","6068189777",
"17","수질오염원설치시설(기타)","09_30_12_P","3000000","300000025200700015","2007-08-21","","01","영업/정상","11","영업","","","","","02-766-3635","","","서울특별시 종로구 종로3가 37-6","서울특별시 종로구 종로 141-2, 3층 (종로3가)","03138","예림사","2026-03-04 21:33:44","U","2026-03-06 02:40:00","","199346.505164395","452053.358087526","기타수질오염원관리","","","","","0","","0","1010999283",
"18","수질오염원설치시설(기타)","09_30_12_P","5350000","535000025201400003","2014-02-25","","03","폐업","2","폐업","2026-03-04","","","","0512075459","","","","경상남도 김해시 장유로 77-72 (부곡동)","621-250","(주)한솔인텍-기득산업(주)내","2026-03-04 14:34:34","U","2026-03-06 02:40:00","","364008.243954827","192040.842282722","기타수질오염원관리","","","","","0","","0","6038165043",
"19","수질오염원설치시설(기타)","09_30_12_P","3130000","313000025202100023","2021-05-18","","01","영업/정상","11","영업","","","","","02-333-7419","","","서울특별시 마포구 망원동 477-3 한익빌딩","서울특별시 마포구 월드컵로 147, 한익빌딩 102호 (망원동)","03963","블루페퍼 안경 망원점","2026-03-04 15:58:08","U","2026-03-06 02:40:00","","191575.269184357","450948.23362786","기타수질오염원관리","","","","","0","","0","6425100392",
"20","수질오염원설치시설(기타)","09_30_12_P","3000000","300000025202000048","2020-08-03","","01","영업/정상","11","영업","","","","","","","","서울특별시 종로구 종로3가 36","서울특별시 종로구 종로 141, 305호 (종로3가)","03138","코스모스","2026-03-04 21:36:06","U","2026-03-06 02:40:00","","199335.476497181","452053.317472257","기타수질오염원관리","","","","","0","","0","1010554667",
"21","수질오염원설치시설(기타)","09_30_12_P","3000000","300000025200100247","2005-02-28","","01","영업/정상","11","영업","","","","","","","","서울특별시 종로구 종로3가 36","서울특별시 종로구 종로 141, 4층 (종로3가)","03138","플러스","2026-03-04 21:31:54","U","2026-03-06 02:40:00","","199335.476497181","452053.317472257","기타수질오염원관리","","","","","0","","0","1010246400",
"22","수질오염원설치시설(기타)","09_30_12_P","5080000","508000025201600002","2016-11-22","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-03-04","","","","","","","경상북도 구미시 선산읍 완전리 427-60","경상북도 구미시 선산읍 선황로 189","39134","대현송어","2026-03-04 11:30:41","U","2026-03-06 02:40:00","","316462.340776694","302983.408168398","기타수질오염원관리","","","","","0","","0","1019143576",
"23","수질오염원설치시설(기타)","09_30_12_P","5310000","531000025199400001","1994-08-26","","01","영업/정상","11","영업","","","","","","","","경상남도 진주시 상평동 230-5","","","대영건설기계종합정비공업사","2026-03-04 17:38:25","U","2026-03-06 02:40:00","","","","기타수질오염원관리","","","","","0","","0","",
"24","수질오염원설치시설(기타)","09_30_12_P","3000000","300000025200100486","2005-04-01","","01","영업/정상","11","영업","","","","","7423037","","","서울특별시 종로구 종로3가 36 한양타운 302호","서울특별시 종로구 종로 141 (종로3가,한양타운 302호)","","럭키체인","2026-03-04 21:38:49","U","2026-03-06 02:40:00","","199335.476497181","452053.317472257","기타수질오염원관리","","","","","0","","0","1010264349",
"25","수질오염원설치시설(기타)","09_30_12_P","3940000","394000025202600004","2026-03-05","","01","영업/정상","11","영업","","","","","0319083020","","","경기도 고양시 일산동구 장항동 734-2 풍성프라자","경기도 고양시 일산동구 무궁화로 31-2, 풍성프라자 102호 (장항동)","10364","봄안경 렌즈베리 일산라페스타점","2026-03-05 17:19:39","I","2026-03-07 00:20:02","","179449.749672525","462327.132044475","기타수질오염원관리","","","","","0","","0","7552602016",
"26","수질오염원설치시설(기타)","09_30_12_P","5540000","554000025202600004","2026-03-05","","01","영업/정상","11","영업","","","","","031-8027-8757","","","경기도 광주시 고산동 390-11","경기도 광주시 태봉로 226, 스카이타워 112호 (고산동)","12790","라운즈 광주고산점","2026-03-05 17:14:05","I","2026-03-07 00:20:02","","","","기타수질오염원관리","","","","","0","","0","6011125057",
"27","수질오염원설치시설(기타)","09_30_12_P","3450000","345000025200300179","1995-01-14","","01","영업/정상","11","영업","","","","","","","","대구광역시 북구 침산동 1025-5","대구광역시 북구 노원로40길 2 (침산동)","41545","광일모터스","2026-03-05 08:52:06","U","2026-03-07 02:40:00","","342686.33892086","267703.893348326","기타수질오염원관리","","","","","0","","0","1183901601",
"28","수질오염원설치시설(기타)","09_30_12_P","3120000","312000025202100036","2021-06-22","","01","영업/정상","11","영업","","","","","02-364-5444","","","서울특별시 서대문구 영천동 328","서울특별시 서대문구 통일로 187 (영천동)","03734","한빛안경 위드렌즈","2026-03-05 17:43:32","U","2026-03-07 02:40:00","","196580.505679597","451984.649779213","기타수질오염원관리","","","","","0","","0","1100211341",
"29","수질오염원설치시설(기타)","09_30_12_P","5350000","535000025201700011","2017-08-14","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-03-05","","","","051-207-5459","","","경상남도 김해시 한림면 용덕리 227","경상남도 김해시 한림면 명동로 87-25","50851","한솔인텍(주)-해성중공업 현장","2026-03-05 22:49:53","U","2026-03-07 02:40:00","","365010.176786928","201841.252186434","기타수질오염원관리","","","","","0","","0","6038165043",
"30","수질오염원설치시설(기타)","09_30_12_P","3240000","324000025202100011","2021-04-12","","01","영업/정상","11","영업","","","","","02-442-9009","","","서울특별시 강동구 명일동 47-5 은현빌딩","서울특별시 강동구 동남로75길 13, 은현빌딩 (명일동)","05269","안경마당","2026-03-05 13:14:59","U","2026-03-07 02:40:00","","213677.712214141","450222.729119431","기타수질오염원관리","","","","","0","","0","4942700497",
"31","수질오염원설치시설(기타)","09_30_12_P","3990000","399000025200900025","2009-11-25","","01","영업/정상","11","영업","","","","","","","","경기도 남양주시 진접읍 장현리 44-5 영훈빌딩 2층","경기도 남양주시 진접읍 금강로1573번길 9 (영훈빌딩 2층)","","장현서울의원","2026-03-05 16:43:01","U","2026-03-07 02:40:00","","217014.879718161","469986.060950564","기타수질오염원관리","","","","","0","","0","",
"32","수질오염원설치시설(기타)","09_30_12_P","5010000","501000025202100003","2021-05-25","","01","영업/정상","11","영업","","","","","061-246-7312","","","전라남도 신안군 압해읍 송공리 산 208 외 3필지","전라남도 신안군 압해읍 압해로 1832-40","58822","주식회사 다도해어업회사법인","2026-03-05 15:07:47","U","2026-03-07 02:40:00","","","","기타수질오염원관리","","","","","0","","0","4118184489",
"33","수질오염원설치시설(기타)","09_30_12_P","3230000","323000025202100099","2021-06-25","","03","폐업","2","폐업","2026-02-04","","","","","","","서울특별시 송파구 잠실동 184-4 1층 103호","서울특별시 송파구 올림픽로 120, 1층 103호 (잠실동)","05558","와와안경","2026-03-05 15:06:49","U","2026-03-07 02:40:00","","207363.396086384","445465.379464155","기타수질오염원관리","","","","","0","","0","6453400093",
"34","수질오염원설치시설(기타)","09_30_12_P","3050000","305000025202100035","2021-04-15","","01","영업/정상","11","영업","","","","","02)3707-1490","","","서울특별시 동대문구 전농동 591-53 청량리역,롯데백화점","서울특별시 동대문구 왕산로 214, 청량리역,롯데백화점 (전농동)","02555","아프리카안경원 청량리역사점","2026-03-05 12:51:36","U","2026-03-07 02:40:00","","204081.282117393","453187.395154017","기타수질오염원관리","","","","","0","","0","1321829008",
"35","수질오염원설치시설(기타)","09_30_12_P","3990000","399000025202100070","2021-07-14","","01","영업/정상","11","영업","","","","","031-575-4155","","","경기도 남양주시 별내동 852 별내아이파크2차","경기도 남양주시 덕송1로 30, 상가100동 1005호 (별내동, 별내아이파크2차)","12098","더 글라스 안경원","2026-03-05 16:22:16","U","2026-03-07 02:40:00","","210210.131389783","462431.498902738","기타수질오염원관리","","","","","0","","0","3473400092",
"36","수질오염원설치시설(기타)","09_30_12_P","3990000","399000025200900010","2009-04-23","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-03-05","","","","0315767776","","","경기도 남양주시 와부읍 덕소리 112-2","경기도 남양주시 와부읍 덕소로97번길 4","472-901","이비뇨기과의원","2026-03-05 16:37:17","U","2026-03-07 02:40:00","","218716.183504489","453717.772739388","기타수질오염원관리","","","","","0","","0","1329606416",
"37","수질오염원설치시설(기타)","09_30_12_P","5400000","540000025202500005","2025-08-13","","01","영업/정상","11","영업","","","","","0555801200","","","경상남도 함안군 법수면 윤외리 1475-19","경상남도 함안군 법수면 윤외공단길 118","637-833","(주)농협사료경남지사","2026-03-05 16:35:15","U","2026-03-07 02:40:00","","323787.188389794","202901.091271293","기타수질오염원관리","","","","","0","","0","6088518354",
