"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"11","동물용의료용구판매업","02_03_03_P","3410000","341000001320240001","2024-01-05","","03","폐업","0002","폐업","2025-12-31","","","","","","","대구광역시 중구 남산동 ***-*","대구광역시 중구 명륜로 **, 신한빌딩 *층 ***호 (남산동)","41966","제국무역","2026-02-04 15:09:00","U","2026-02-06 02:40:00","","343548.185836398","263714.998192307","동물용의료용구판매업","","000","0",
"12","동물용의료용구판매업","02_03_03_P","3830000","383000001320240001","2024-02-22","","01","영업/정상","0000","정상","","","","","","104.7","","경기도 안양시 동안구 관양동 *** 메가밸리","경기도 안양시 동안구 학의로 ***, 메가밸리 지하*층 SB*** 일부호 (관양동)","14056","주식회사 에이아이사이언티픽","2026-02-04 16:25:34","U","2026-02-06 02:40:00","","197069.82356942","433267.205928793","동물용의료용구판매업","","L00","0",
"13","동물용의료용구판매업","02_03_03_P","3700000","370000001320230001","2023-01-06","","03","폐업","0002","폐업","2026-02-03","","","","","","","울산광역시 남구 삼산동 ****-* 울산산업공구월드","울산광역시 남구 갈밭로 **, 울산산업공구월드 ***호 (삼산동)","44717","태현기업","2026-02-04 10:16:41","U","2026-02-06 02:40:00","","412441.258419848","228752.950654464","동물용의료용구판매업","","000","0",
"14","동물용의료용구판매업","02_03_03_P","3070000","307000001320250001","2025-05-20","","01","영업/정상","0000","정상","","","","","","","","서울특별시 성북구 동소문동*가 ** 한신휴아파트","서울특별시 성북구 동소문로**길 **, ***동 **층 *호 (동소문동*가, 한신휴아파트)","02830","금솔씨엔에스","2026-02-04 15:53:55","U","2026-02-06 02:40:00","","201179.910758663","454762.277088482","동물용의료용구판매업","","000","0",
"15","동물용의료용구판매업","02_03_03_P","3170000","317000001320220002","2022-05-16","","03","폐업","0002","폐업","2026-02-04","","","","02-895-2148","","","서울특별시 강서구 등촌동 ***-** 삼성홈플러스","서울특별시 금천구 시흥대로 ***, 삼성홈플러스 (시흥동)","08632","홈플러스 시흥점","2026-02-04 11:08:04","U","2026-02-06 02:40:00","","191152.432649234","438865.160717275","동물용의료용구판매업","","L00","0",
"16","동물용의료용구판매업","02_03_03_P","3940000","394000001320260001","2026-02-05","","01","영업/정상","0000","정상","","","","","02-304-0160","","","경기도 고양시 덕양구 향동동 *** 현대테라타워DMC B-****호","경기도 고양시 덕양구 향동로 ***, 현대테라타워DMC B-****호 (향동동)","10545","로커스과학","2026-02-05 14:27:20","I","2026-02-07 00:20:02","","190571.011617033","456226.711628653","동물용의료용구판매업","","000","0",
"17","동물용의료용구판매업","02_03_03_P","3940000","394000001320260002","2026-02-05","","01","영업/정상","0000","정상","","","","","","","","경기도 고양시 일산동구 장항동 ***-* 파크프라자 ***호 ***호","경기도 고양시 일산동구 정발산로 **-**, 파크프라자 ***호 ***호 (장항동)","10402","동아테크","2026-02-05 15:09:00","I","2026-02-07 00:20:02","","179849.580666893","461692.59774274","동물용의료용구판매업","","000","0",
"18","동물용의료용구판매업","02_03_03_P","5690000","569000001320260002","2026-02-03","","01","영업/정상","0000","정상","","","","","044-863-8265","","","세종특별자치시 집현동 **** 지식산업센터","세종특별자치시 집현중앙*로 *, 지식산업센터 A동 ***호,***호 (집현동)","30141","주식회사 모두사이언스","2026-02-03 13:09:56","I","2026-02-07 00:20:02","","229603.658375285","333091.54308466","동물용의료용구판매업","","L00","0",
"19","동물용의료용구판매업","02_03_03_P","5690000","569000001320260001","2026-02-02","","01","영업/정상","0000","정상","","","","","","","","세종특별자치시 다정동 *** 가온마을*단지","세종특별자치시 다정북로 ***, ***동 ***호 (다정동, 가온마을*단지)","30124","소소산","2026-02-05 09:08:37","U","2026-02-07 02:40:00","","221668.466089781","332973.820730043","동물용의료용구판매업","","000","0",
"20","동물용의료용구판매업","02_03_03_P","4490000","565000001320220002","2022-05-13","","03","폐업","0002","폐업","2026-02-01","","","","041-552-2080","","","서울특별시 강남구 압구정동 ***-* 홈플러스","충청남도 천안시 동남구 신촌*길 **, 홈플러스 *층 (신방동)","31177","홈플러스 주식회사 대표 조주연(천안신방점)","2026-02-05 09:30:07","U","2026-02-07 02:40:00","","210681.520347633","365092.813367026","동물용의료용구판매업","","000","0",
"21","동물용의료용구판매업","02_03_03_P","3310000","331000001320220001","2022-05-17","","02","휴업","0001","휴업","","2026-02-12","2036-02-12","","0516098000","","","서울특별시 강서구 등촌동 * 홈플러스감만동판매시설","부산광역시 남구 우암로 ***, 홈플러스감만동판매시설 (감만동)","48542","홈플러스 부산감만점(주)","2026-02-06 17:19:32","U","2026-02-08 02:40:00","","389751.844562041","182245.608330959","동물용의료용구판매업","","L00","0",
"22","동물용의료용구판매업","02_03_03_P","3530000","353000001320260003","2026-02-07","","01","영업/정상","0000","정상","","","","","","","","인천광역시 남동구 고잔동 ***-*","인천광역시 남동구 남동서로 *** (고잔동)","21695","주식회사 블루엘","2026-02-07 11:30:26","I","2026-02-09 00:20:02","","172190.580063065","433258.662955016","동물용의료용구판매업","","L00","0",
"23","동물용의료용구판매업","02_03_03_P","5530000","553000001320220002","2022-05-12","","01","영업/정상","0000","정상","","","","","031-8059-8722","","","서울특별시 강서구 등촌동 ***-* 홈플러스 화성향남점","경기도 화성시 만세구 향남읍 향남로 ***, 홈플러스 화성향남점","18600","홈플러스 화성향남점","2026-02-09 10:27:28","U","2026-02-11 02:40:00","","","","동물용의료용구판매업","","L00","0",
"24","동물용의료용구판매업","02_03_03_P","5530000","553000001320220003","2022-05-17","","01","영업/정상","0000","정상","","","","","031-8015-7125","","","서울특별시 강서구 등촌동 ** 메타폴리스","경기도 화성시 동탄구 동탄중앙로 ***(반송동, 메타폴리스)","18445","홈플러스(주)화성동탄점","2026-02-09 10:27:28","U","2026-02-11 02:40:00","","","","동물용의료용구판매업","","L00","0",
"25","동물용의료용구판매업","02_03_03_P","5530000","553000001320220004","2022-05-17","","01","영업/정상","0000","정상","","","","","031-201-2080","","","서울특별시 강서구 등촌동 ***-* 홈플러스 병점점","경기도 화성시 병점구 경기대로 ***, 홈플러스 병점점 (병점동)","18412","홈플러스 병점점","2026-02-09 10:27:28","U","2026-02-11 02:40:00","","","","동물용의료용구판매업","","L00","0",
"26","동물용의료용구판매업","02_03_03_P","5530000","553000001320240008","2024-12-06","","01","영업/정상","0000","정상","","","","","070-7770-1617","","","서울특별시 서초구 양재동 **-* 필프라자 ***호","경기도 화성시 동탄구 동탄중심상가*길 **, 필프라자 ***호 (반송동)","18453","주식회사 주엘","2026-02-09 10:27:28","U","2026-02-11 02:40:00","","203665.92","441952.09","동물용의료용구판매업","","000","0",
"27","동물용의료용구판매업","02_03_03_P","3930000","393000001320220003","2022-05-18","","02","휴업","0001","휴업","","2026-02-01","2029-01-31","","031-412-8027","","","서울특별시 강서구 등촌동 ***-* 홈플러스데스코(주)안산고잔점","경기도 안산시 단원구 광덕대로 ***, 홈플러스데스코(주)안산고잔점 (고잔동)","15471","홈플러스(주)안산고잔점","2026-02-09 10:25:46","U","2026-02-11 02:40:00","","186857.367325799","451042.518653478","동물용의료용구판매업","","L00","0",
"28","동물용의료용구판매업","02_03_03_P","3000000","300000001320260001","2026-02-10","","01","영업/정상","0000","정상","","","","","","","","서울특별시 종로구 효제동 ** 반도 보라 아이비 타워","서울특별시 종로구 창경궁로**길 **, 반도 보라 아이비 타워 ***호 (효제동)","03128","애플트리","2026-02-10 10:17:37","I","2026-02-12 00:20:02","","200052.175262571","452499.903107886","동물용의료용구판매업","","000","0",
"29","동물용의료용구판매업","02_03_03_P","5530000","553000001320260002","2026-02-10","","01","영업/정상","0000","정상","","","","","","","","경기도 화성시 만세구 우정읍 원안리 ***","경기도 화성시 만세구 우정읍 버들로 ***-**, *동","18562","상욱축산","2026-02-10 09:42:33","I","2026-02-12 00:20:02","","180999.838196492","399396.1754385","동물용의료용구판매업","","000","0",
"30","동물용의료용구판매업","02_03_03_P","5530000","553000001320220005","2022-05-19","","03","폐업","0002","폐업","2023-11-21","","","","031-613-7214","","","경기도 화성시 병점구 능동 ***-*","경기도 화성시 병점구 동탄숲속로 **-*(능동)","18421","(주)이마트에브리데이 능동점","2026-02-11 08:57:22","U","2026-02-13 02:40:00","","204713.083195603","411869.933072068","동물용의료용구판매업","","L00","0",
"31","동물용의료용구판매업","02_03_03_P","5530000","553000001320250001","2025-01-07","","01","영업/정상","0000","정상","","","","","","","","경기도 화성시 동탄구 능동 ****-* ***호","경기도 화성시 동탄구 동탄하나*길 **, ***호 (능동)","18423","포에버마이펫","2026-02-11 09:26:05","U","2026-02-13 02:40:00","","205111.783258681","413029.753473784","동물용의료용구판매업","","000","0",
"32","동물용의료용구판매업","02_03_03_P","3700000","370000001320220005","2022-05-12","","02","휴업","0001","휴업","","2026-02-11","2026-12-31","","052-702-8005","","","서울특별시 강서구 등촌동 ***-** 삼성테스코홈플러스 울산남구점","울산광역시 남구 수암로 ***, 삼성테스코홈플러스 울산남구점 (야음동)","44750","홈플러스(주) 울산남구점","2026-02-11 14:12:31","U","2026-02-13 02:40:00","","410624.959296763","227668.041604165","동물용의료용구판매업","","L00","0",
"33","동물용의료용구판매업","02_03_03_P","5710000","571000001320220005","2022-05-16","","03","폐업","0002","폐업","2026-01-10","","","","","13681","","서울특별시 강서구 등촌동 ***-* 그랜드플라자청주호텔","충청북도 청주시 청원구 충청대로 ***, 그랜드플라자청주호텔 지하*층 (율량동)","28320","홈플러스 동청주점","2026-02-11 14:36:02","U","2026-02-14 02:40:00","","244184.944567344","351834.595747257","동물용의료용구판매업","","L00","0",
"34","동물용의료용구판매업","02_03_03_P","3650000","365000001320220001","2022-05-18","","02","휴업","0001","휴업","","2026-02-12","2027-02-12","","042-608-8014","","","서울특별시 강서구 등촌동 *-** 홈플러스데스콤㈜문화점","대전광역시 중구 계백로 ****, 홈플러스데스콤㈜문화점 (문화동)","34956","홈플러스 문화점","2026-02-12 10:22:49","U","2026-02-14 02:40:00","","236541.282086201","313349.96682002","동물용의료용구판매업","","L00","0",
"35","동물용의료용구판매업","02_03_03_P","3030000","303000001320260001","2026-02-13","","01","영업/정상","0000","정상","","","","","024603100","","","서울특별시 성동구 성수동*가 ***-** 우영테크노센터","서울특별시 성동구 아차산로 ***, 우영테크노센터 (성수동*가)","04783","셀론텍 주식회사","2026-02-13 15:17:03","I","2026-02-15 00:20:02","","205197.247681516","448985.06747453","동물용의료용구판매업","","L00","0",
"36","동물용의료용구판매업","02_03_03_P","4470000","447000001320260001","2026-02-13","","01","영업/정상","0000","정상","","","","","070-4454-0119","","","충청북도 음성군 대소면 성본리 ***-*","충청북도 음성군 대소면 신내로 ***-**","27663","주식회사 갤럭시","2026-02-13 11:48:15","I","2026-02-15 00:20:02","","246504.987560909","384021.84077539","동물용의료용구판매업","","L00","0",
"37","동물용의료용구판매업","02_03_03_P","4641000","464100001320230004","2023-03-06","","01","영업/정상","0000","정상","","","","","","46.56","","전북특별자치도 전주시 덕진구 장동 ***-*","전북특별자치도 전주시 덕진구 원장동길 **-*, *동 (장동)","54810","위드랩","2026-02-13 09:36:40","U","2026-02-15 02:40:00","","205456.398387782","260833.382444399","동물용의료용구판매업","","000","0",
