"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","사업자등록번호",
"11","국내외여행업","03_12_02_P","3780000","CDFI2260022013000002","2013-02-18","","01","영업/정상","13","영업중","","","","","031-738-2704","","","경기도 성남시 분당구 수내동 14 롯데백화점 5층","경기도 성남시 분당구 황새울로200번길 45, 롯데백화점 5층 (수내동)","13595","엘투어(주)","2026-03-01 15:55:40","U","2026-03-04 02:40:00","","210053.033510874","430715.591035213","국내외여행업","","중심상업지역","0","","","서울보증보험(주)","","0","0","0","0","","","0","0","","0","0","","0","41.31","","0","","","","","","","60000000","20260219","20270218","","41","",
"12","국내외여행업","03_12_02_P","3780000","CDFI2260022005000012","2005-07-13","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 서현동 255-1 풍림아이원플러스, 2층 216-2호","경기도 성남시 분당구 서현로 170, 풍림아이원플러스 2층 216-2호 (서현동)","13590","노랑풍선분당","2026-03-01 15:54:23","U","2026-03-04 02:40:00","","210776.048172188","431880.785795565","국내외여행업","관광사업","","0","","","서울보증보험(주)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","150000000","20260223","20270222","","0","",
"13","국내외여행업","03_12_02_P","3780000","CDFI2260022003000021","2003-01-09","","01","영업/정상","13","영업중","","","","","757-3737","","461-813","경기도 성남시 수정구 신흥동 5459","경기도 성남시 수정구 시민로175번길 25 (신흥동)","","청기와여행사","2026-03-01 15:29:44","U","2026-03-04 02:40:00","","212318.200221073","437859.760463447","국내외여행업","관광사업","상업지역","0","기타","","서울보증보험(주)","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","64.86","","0","","","","","","","100000000","20251109","20261108","","65","",
"14","국내외여행업","03_12_02_P","3780000","CDFI2260022016000029","2016-12-22","","01","영업/정상","13","영업중","","","","","031-707-5388","","","경기도 성남시 분당구 야탑동 286-1","경기도 성남시 분당구 매화로56번길 6, 101호 (야탑동)","13504","세계로여행사","2026-03-01 15:44:06","U","2026-03-04 02:40:00","","211835.953718641","434495.524112719","국내외여행업","","","0","","","서울보증보험(주)","","0","0","0","0","","","0","0","","0","0","","0","29","","0","","","","","","","45000000","20251215","20261214","","29","",
"15","국내외여행업","03_12_02_P","5540000","CDFI2260022008000001","2008-03-14","","01","영업/정상","13","영업중","","","","","031-798-8245","","","경기도 광주시 송정동 112-15","경기도 광주시 중앙로 181 (송정동)","12744","미르항공여행사","2026-03-01 12:46:21","U","2026-03-04 02:40:00","","222654.061313573","434884.763410482","국내외여행업","관광사업","준주거지역","0","기타","","서울보증보험주식회사","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","67","","0","","","","","","","100000000","20260318","20270317","","67","",
"16","국내외여행업","03_12_02_P","3780000","CDFI2260022022000018","2016-03-30","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 수내동 21-2 현대판테온I오피스텔","경기도 성남시 분당구 황새울로200번길 9-7, 현대판테온I오피스텔 20층 2003호 (수내동)","13595","(주)정성투어앤골프","2026-03-01 15:46:42","U","2026-03-04 02:40:00","","209841.308314901","430668.318141244","국내외여행업","","","0","","","서울보증보험(주)","","0","0","0","0","JUNGSUNGTOUR&GOLF Co., Ltd.","Domestic&Overseas Travel Business","0","0","","0","0","","0","0","","0","","","","","","","60000000","20260201","20270131","","0","",
"17","국내외여행업","03_12_02_P","3780000","CDFI2260022025000006","2024-11-29","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 삼평동 698 판교테크노밸리 스타트업 캠퍼스","경기도 성남시 분당구 판교로289번길 20, 판교테크노밸리 스타트업 캠퍼스 1동 4층 (삼평동)","13488","보이스캐디엑스(주)","2026-03-01 15:31:48","U","2026-03-04 02:40:00","","209336.846877902","433614.460474667","국내외여행업","","","0","","","서울보증보험(주)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","1616749950","20251202","20261201","","0","",
"18","국내외여행업","03_12_02_P","4490000","CDFI2260022006000003","1996-05-23","","01","영업/정상","13","영업중","","","","","041-585-2222","","","충청남도 천안시 서북구 직산읍 양당리 133","충청남도 천안시 서북구 직산읍 부송로 206","31029","(합)산들여행사","2026-03-03 08:07:28","U","2026-03-05 02:40:00","","210060.363546881","375599.179166322","국내외여행업","관광사업","자연녹지지역","2","주택가주변","","관광공제회","기타","2","0","0","0","","","0","0","","0","0","","0","332.94","","0","","","","","","","150000000","20260131","20270131","","333","",
"19","국내외여행업","03_12_02_P","4490000","CDFI2260022003000006","2003-09-17","","01","영업/정상","13","영업중","","","","","041-581-1231","","331-805","충청남도 천안시 서북구 성환읍 성환리 274-10","충청남도 천안시 서북구 성환읍 성환13길 4","31015","보람해피투어(주)","2026-03-03 08:06:43","U","2026-03-05 02:40:00","","211838.296939354","379583.202943644","국내외여행업","관광사업","","0","","","관광공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20260126","20270126","","0","",
"20","국내외여행업","03_12_02_P","4840000","CDFI2260022023000003","2023-07-18","","01","영업/정상","13","영업중","","","","","","","","전라남도 광양시 중동 1680-1","전라남도 광양시 중마중앙로 49, 3층 (중동)","57795","월드크루즈","2026-03-03 11:23:50","U","2026-03-05 02:40:00","","263673.67","159749.935","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","18","","0","","","","","","","30000000","","","","18","",
"21","국내외여행업","03_12_02_P","3630000","CDFI2260022023000006","2023-07-10","","01","영업/정상","13","영업중","","","","","062-952-0550","","","광주광역시 광산구 하남동 831","광주광역시 광산구 용아로 390, 홈플러스 1층 (하남동)","62331","주식회사 모두여행센터","2026-03-03 16:30:51","U","2026-03-05 02:40:00","","182200.812320705","186547.650146985","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20250710","20260709","","0","",
"22","국내외여행업","03_12_02_P","4040000","CDFI2260022006000003","2006-10-24","","01","영업/정상","13","영업중","","","","","031-792-8123","","","경기도 하남시 망월동 1098-3","경기도 하남시 미사강변중앙로 181, 206호 (망월동)","12913","(주)해피투어","2026-03-03 17:30:19","U","2026-03-05 02:40:00","","216712.935873647","451163.071076545","국내외여행업","관광사업","근린상업지역","6","기타","","서울보증보험","근린생활시설","5","1","0","0","","","0","0","","0","0","","0","50","","0","","","","","","","100000000","20260308","20270307","","50","",
"23","국내외여행업","03_12_02_P","4040000","CDFI2260022015000002","2015-12-08","","01","영업/정상","13","영업중","","","","","","","","경기도 하남시 감이동 260-1","경기도 하남시 감이로 317 (감이동)","13006","(주)캐슬렉스서울","2026-03-03 17:12:59","U","2026-03-05 02:40:00","","214703.19357758","443994.967524499","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","65000000","20241122","20251121","","0","",
"24","국내외여행업","03_12_02_P","4050000","CDFI2260022015000006","2012-01-11","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 보정동 1261-4 601호","경기도 용인시 기흥구 죽전로 10, 6층 601호 (보정동, 장은메디칼프라자)","16897","메트로에어","2026-03-03 16:45:20","U","2026-03-05 02:40:00","","209664.333656572","424252.557051969","국내외여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20260309","20270308","","0","",
"25","국내외여행업","03_12_02_P","4050000","CDFI2260022015000002","2015-02-04","","01","영업/정상","13","영업중","","","","","070-4242-0036","","446-595","경기도 용인시 기흥구 신갈동 37 102호","경기도 용인시 기흥구 신갈로89번길 12, 102호 (신갈동)","16967","투어빌더","2026-03-03 17:45:06","U","2026-03-05 02:40:00","","209238.277406156","419243.597607885","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","70000000","20260206","20270205","","0","",
"26","국내외여행업","03_12_02_P","3370000","CDFI2260022024000004","2022-05-09","","03","폐업","03","폐업","2026-03-03","","","","","","","부산광역시 연제구 거제동 1490-2 협성프라자빌딩","부산광역시 연제구 법원로32번길 10, 협성프라자빌딩 (거제동)","47511","주식회사 트리버스","2026-03-03 13:23:41","U","2026-03-05 02:40:00","","388883.201511583","189981.488332486","국내외여행업","","자연녹지지역","5","학교정화(상대)","","서울보증보험주식회사","교육연구시설","4","1","0","0","","","0","0","","0","0","","0","59.5","","0","","","","","","","60000000","20240509","20250508","","60","",
"27","국내외여행업","03_12_02_P","3290000","CDFI2260022017000007","2017-01-26","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 범천동 839-48 누리엔","부산광역시 부산진구 자유평화로 11, 누리엔 2층 (범천동)","47366","허니문가자고","2026-03-03 16:37:20","U","2026-03-05 02:40:00","","387778.879751482","184455.754008589","국내외여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20260201","20270131","","0","",
"28","국내외여행업","03_12_02_P","3290000","CDFI2260022017000009","2017-02-20","","01","영업/정상","13","영업중","","","","","051-868-0630","","","부산광역시 부산진구 양정동 270-4","부산광역시 부산진구 연수로11번길 47, 1층 (양정동)","47216","경희관광여행사","2026-03-03 13:21:36","U","2026-03-05 02:40:00","","388859.181904662","188212.274654666","국내외여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","75500000","20260310","20270310","","0","",
"29","국내외여행업","03_12_02_P","3290000","CDFI2260022017000013","2008-08-12","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 양정동 370-3","부산광역시 부산진구 동평로 414, 1008호 (양정동, 양정삼한골든뷰)","47213","(주)여행지기","2026-03-03 15:12:14","U","2026-03-05 02:40:00","","388500.609119262","187969.350830011","국내외여행업","관광사업","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","150000000","20250511","20260510","","0","",
"30","국내외여행업","03_12_02_P","4490000","CDFI2260022022000001","2022-02-10","","01","영업/정상","13","영업중","","","","","041-575-8234","","","충청남도 천안시 동남구 원성동 468-2","충청남도 천안시 동남구 원성16길 15 (원성동)","31126","주식회사 에스디","2026-03-03 08:09:08","U","2026-03-05 02:40:00","","214223.201019943","367544.681377296","국내외여행업","","일반주거지역","1","주택가주변","","서울보증보험","근린생활시설","1","0","0","0","","","0","0","","0","0","","0","45.54","","0","","","","","","","31000000","20260210","20270209","","46","",
"31","국내외여행업","03_12_02_P","3290000","CDFI2260022024000009","2024-07-30","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 양정동 107-19","부산광역시 부산진구 연수로 26, 2층 (양정동)","47220","청춘여행사","2026-03-03 16:00:54","U","2026-03-05 02:40:00","","388883.99096079","188038.529783247","국내외여행업","","","0","","","한국관광협회중앙회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20250329","20260329","","0","",
"32","국내외여행업","03_12_02_P","3040000","CDFI2260022020000002","2020-03-03","","01","영업/정상","13","영업중","","","","","02-456-3710","","","서울특별시 광진구 광장동 334-2","서울특별시 광진구 아차산로 614, 3층 (광장동)","04969","(주)인그립코리아","2026-03-03 14:35:52","U","2026-03-05 02:40:00","","209386.519074531","449481.560891012","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","104430000","20250309","20260308","","0","",
"33","국내외여행업","03_12_02_P","3980000","CDFI2260022024000001","2017-02-21","","01","영업/정상","13","영업중","","","","","","","","경기도 구리시 인창동 383-51 살롬빌딩","경기도 구리시 건원대로99번길 59, 살롬빌딩 301호 (인창동)","11918","(주)제우스투어","2026-03-03 17:53:54","U","2026-03-05 02:40:00","","212146.952239448","456152.329638559","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20260302","20270301","","0","",
"34","국내외여행업","03_12_02_P","3590000","CDFI2260022024000004","2013-03-18","","01","영업/정상","13","영업중","","","","","070-7893-8900","","","광주광역시 동구 금남로5가 61-9","광주광역시 동구 금남로 162-4, 2층 (금남로5가)","61476","유한회사 와이지티","2026-03-03 16:36:44","U","2026-03-05 02:40:00","","191821.947286341","183737.980221729","국내외여행업","","상업지역","15","기타","","서울보증보험","사무실","13","2","0","0","","","0","0","","0","0","","0","70","","0","","","","","","","70000000","20260320","20270319","","70","",
"35","국내외여행업","03_12_02_P","3130000","CDFI2260022015000016","2011-06-21","","01","영업/정상","13","영업중","","","","","02-3141-5556","","121-210","서울특별시 마포구 서교동 392-20 631호","서울특별시 마포구 양화로 73, 631호 (서교동)","121-210","푸른꿈여행","2026-03-03 15:18:31","U","2026-03-05 02:40:00","","192510.219478049","449906.551472075","국내외여행업","","","0","","","서울보증보험(3천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","20180401","20190331","60000000","20251026","20261025","","0","",
"36","국내외여행업","03_12_02_P","3370000","CDFI2260022021000003","2021-10-25","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 거제동 홈플러스","부산광역시 연제구 종합운동장로 7, 홈플러스 (거제동)","47500","한빛투어","2026-03-03 16:52:12","U","2026-03-05 02:40:00","","387686.194940483","189911.430545728","국내외여행업","","","0","","","서울보증보험(주)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","31736946","20251101","20261031","","0","",
"37","국내외여행업","03_12_02_P","3330000","CDFI2260022023000003","2001-04-07","","01","영업/정상","13","영업중","","","","","051-731-6666","","","부산광역시 해운대구 좌동 1317 경동지플러스 209호","부산광역시 해운대구 세실로 30, 209호 (좌동, 경동지플러스)","48110","(주)한창여행사","2026-03-03 13:38:14","U","2026-03-05 02:40:00","","398491.352089522","187644.220019205","국내외여행업","관광사업","","0","","","한국관광협회중앙회 관광공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20250427","20260427","","0","",
"38","국내외여행업","03_12_02_P","4040000","CDFI2260022024000001","2014-07-28","","01","영업/정상","13","영업중","","","","","","","","경기도 하남시 망월동 1134-1 에스비비즈타워 801호","경기도 하남시 미사강변동로 72, 에스비비즈타워 801호 (망월동)","12912","엘리트골프","2026-03-03 17:18:19","U","2026-03-05 02:40:00","","217065.147006371","451054.243839073","국내외여행업","","전용주거지역","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20241215","20251214","","0","",
"39","국내외여행업","03_12_02_P","3190000","CDFI2260022010000001","2010-01-21","","01","영업/정상","13","영업중","","","","","","","156-051","서울특별시 동작구 노량진동 310-164","서울특별시 동작구 장승배기로 102 (노량진동)","","아도 여행사","2026-03-03 11:41:19","U","2026-03-05 02:40:00","","194623.506241481","444947.524960019","국내외여행업","","일반상업지역","2","주택가주변","","(사)서울시관광협회","근린생활시설","2","1","0","0","","","0","0","","0","0","","0","56","","0","","","","","","","118341000","20260225","20270224","","56","",
"40","국내외여행업","03_12_02_P","4040000","CDFI2260022020000004","2002-10-16","","01","영업/정상","13","영업중","","","","","","","","경기도 하남시 풍산동 490-1 에코큐브 지식산업센터","경기도 하남시 미사강변서로 22, 에코큐브 지식산업센터 5층 507호 (풍산동)","12918","클럽메인","2026-03-03 17:19:30","U","2026-03-05 02:40:00","","216220.883304061","450042.99362544","국내외여행업","관광사업","","0","","","서울보증보험(주)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20241108","20251107","","0","",
"41","국내외여행업","03_12_02_P","5530000","CDFI2260022026000004","2023-08-24","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 동탄구 청계동 536 동탄역시범반도유보라아이비파크4.0","경기도 화성시 동탄구 동탄대로시범길 134, 2016호 (청계동, 동탄역시범반도유보라아이비파크4.0)","18476","주식회사 토들리에","2026-03-03 16:47:35","U","2026-03-05 02:40:00","","210075.319585403","410817.645865226","국내외여행업","","","0","","","서울보증보헙","","0","0","0","0","Todley. Inc","The domestic and foregin travel industry","0","0","","0","0","","0","26.95","","0","","","","","","","30000000","20250901","20260831","","27","",
"42","국내외여행업","03_12_02_P","3370000","CDFI2260022021000002","2009-02-12","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 거제동 1490-2 협성프라자빌딩","부산광역시 연제구 법원로32번길 10, 협성프라자빌딩 204-6L호 (거제동)","47511","(주)부산파크여행","2026-03-03 17:14:25","U","2026-03-05 02:40:00","","388883.201511583","189981.488332486","국내외여행업","관광사업","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20251117","20261116","","0","",
"43","국내외여행업","03_12_02_P","4040000","CDFI2260022022000007","2022-12-13","","01","영업/정상","13","영업중","","","","","","","","경기도 하남시 망월동 1083-3 부강타워","경기도 하남시 미사강변중앙로 208, 부강타워 7층 7138호 (망월동)","12913","TCEM","2026-03-03 17:20:21","U","2026-03-05 02:40:00","","216686.582807308","451434.941198908","국내외여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","3.3","","0","","","","","","","30000000","20241215","20251214","","3","",
"44","국내외여행업","03_12_02_P","3630000","CDFI2260022010000002","2010-08-06","","01","영업/정상","13","영업중","","","","","062-673-7773","","","광주광역시 광산구 월곡동 680-1","광주광역시 광산구 사암로390번길 13-14 (월곡동)","62328","(주)지지투어","2026-03-03 16:32:54","U","2026-03-05 02:40:00","","182519.572413789","186717.012092078","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","12","","0","","","","","","","60000000","20250811","20260810","","12","",
"45","국내외여행업","03_12_02_P","3370000","CDFI2260022022000006","2022-11-09","","01","영업/정상","13","영업중","","","","","051-867-6250","","","부산광역시 연제구 연산동 703-7 동천빌딩","부산광역시 연제구 중앙대로 1066, 동천빌딩 1층 (연산동)","47596","(주)라이프온 투어","2026-03-03 16:52:32","U","2026-03-05 02:40:00","","389380.829120839","189077.938711395","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","720000000","20251101","20261031","","0","",
"46","국내외여행업","03_12_02_P","3180000","CDFI2260022022000031","2019-04-16","","03","폐업","03","폐업","2026-02-27","","","","","","","서울특별시 영등포구 영등포동7가 94-79","서울특별시 영등포구 버드나루로12가길 2, 3층 3-3호 (영등포동7가)","07248","트래블링","2026-03-03 09:30:25","U","2026-03-05 02:40:00","","191993.372325486","446973.808473034","국내외여행업","","","0","","","한국관광협회중앙회 관광공제회","","0","0","0","0","Traveling","OVERSEAS TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","30000000","20250702","20260702","","0","",
"47","국내외여행업","03_12_02_P","3980000","CDFI2260022007000003","2007-05-18","","01","영업/정상","13","영업중","","","","","","","","경기도 구리시 수택동 879 토평주공아파트","경기도 구리시 벌말로 226, 503동 1602호 (수택동, 토평주공아파트)","11944","하나여행사","2026-03-03 17:37:12","U","2026-03-05 02:40:00","","213375.09856105","454778.430410651","국내외여행업","관광사업","","0","","","서울보증보험","아파트","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","160000000","20260204","20270203","","0","1322064463",
"48","국내외여행업","03_12_02_P","3220000","CDFI2260022025000006","2025-04-24","","03","폐업","03","폐업","2026-03-03","","","","","","","서울특별시 강남구 역삼동 719-35 IS빌딩","서울특별시 강남구 테헤란로38길 10, IS빌딩 1층 3호 (역삼동)","06221","주식회사 해온투어","2026-03-03 09:49:46","U","2026-03-05 02:40:00","","203590.179986878","444338.108153633","국내외여행업","","","0","","","서울보증보험(금삼천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20250424","20280423","","0","",
"49","국내외여행업","03_12_02_P","3370000","CDFI2260022023000005","2004-03-05","","01","영업/정상","13","영업중","","","","","051-463-7500","","","부산광역시 연제구 연산동 2362 시청역 비스타 동원","부산광역시 연제구 연제로 30, 105동 8304호 (연산동, 시청역 비스타 동원)","47599","(주)클럽가이아","2026-03-03 15:51:29","U","2026-03-05 02:40:00","","389151.002297017","188618.925380987","국내외여행업","관광사업","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","150000000","20260306","20270305","","0","",
"50","국내외여행업","03_12_02_P","4040000","CDFI2260022023000008","2023-10-31","","01","영업/정상","13","영업중","","","","","","","","경기도 하남시 학암동 659 밀리토피아골프","경기도 하남시 위례대로2길 20, 밀리토피아골프 (학암동)","13012","밀리토피아투어","2026-03-03 17:22:05","U","2026-03-05 02:40:00","","213231.348375375","441978.855139983","국내외여행업","","자연녹지지역","0","학교정화(상대)","","서울보증보험주식회사","체육시설","3","1","0","0","","","0","0","","0","0","","0","57.65","","0","","","","","","","30000000","20241101","20251031","","58","",
