"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"17","자동차야영장업","03_11_05_P","3160000","CDFI2262142026000001","2026-02-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 구로동 138-26","서울특별시 구로구 구로중앙로 28, 101호 (구로동)","08304","신풍국제여행사","2026-02-06 16:43:13","U","2026-02-08 02:40:00","","190320.808260282","443377.345358551","자동차야영장업","","","0","","","서올보증보험(주)","","0","0","0","0","","","0","0","","0","0","","0","21.17","","0","","","","","","","50000000","","","","21",
"18","자동차야영장업","03_11_05_P","4271000","CDFI2262142024000001","2024-06-28","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 영월군 김삿갓면 와석리 779","강원특별자치도 영월군 김삿갓면 김삿갓로 497-35","26246","캠블리 캠핑","2026-02-08 15:29:59","U","2026-02-10 02:40:00","","342575.217734618","401132.229495234","자동차야영장업","","","0","","","NH농협손해보험","","0","0","0","0","","","0","0","","0","0","","0","3071","","0","","","","","","","100000000","","","","3071",
"19","자동차야영장업","03_11_05_P","4271000","CDFI2262142024000002","2024-07-15","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 영월군 김삿갓면 와석리 산 120","강원특별자치도 영월군 김삿갓면 두릉골길 12","26246","필리가 오토캠핑","2026-02-08 14:20:19","U","2026-02-10 02:40:00","","341452.745161158","403517.38288087","자동차야영장업","","","0","","","DB손해보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0",
"20","자동차야영장업","03_11_05_P","4271000","CDFI2262142024000003","2024-07-15","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 영월군 김삿갓면 와석리 산 120-4","강원특별자치도 영월군 김삿갓면 두릉골길 11","26246","필리가 캠핑","2026-02-08 15:30:33","U","2026-02-10 02:40:00","","341734.323684948","403419.268061876","자동차야영장업","","","0","","","DB손해보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0",
"21","자동차야영장업","03_11_05_P","4271000","CDFI2262142024000004","2024-12-27","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 영월군 영월읍 방절리 471-2","강원특별자치도 영월군 영월읍 청령포로 227","26226","캠프온 오토캠핑","2026-02-08 15:33:49","U","2026-02-10 02:40:00","","327866.010045881","410043.097495365","자동차야영장업","","","0","","","삼성화재","","0","0","0","0","","","0","0","","0","0","","0","1488","","0","","","","","","","0","","","","1488",
"22","자동차야영장업","03_11_05_P","5070000","CDFI2262142026000001","2026-01-27","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 풍천면 구호리 788","경상북도 안동시 풍천면 신평풍천길 683","36757","산들하루 오토캠핑장","2026-02-09 15:20:55","U","2026-02-11 02:40:00","","330055.303578636","335010.16701271","자동차야영장업","","관리지역","0","","","","","0","0","0","144","","","0","0","","0","0","","0","2990","","0","","","","","","","0","","","","2990",
"23","자동차야영장업","03_11_05_P","5710000","CDFI2262142024000001","2024-10-04","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 내수읍 우산리 221-1","충청북도 청주시 청원구 내수읍 신기초정로 696","28148","초정힐링캠핑장","2026-02-10 09:19:17","U","2026-02-12 02:40:00","","253214.270083407","357747.753923313","자동차야영장업","","관리지역","0","기타","","농협손해보험","","0","0","0","315","","","0","0","","0","0","","0","17863","","0","","","","","","","0","","","","17863",
"24","자동차야영장업","03_11_05_P","4090000","CDFI2262142025000001","2025-12-22","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 대곶면 약암리 464-1","경기도 김포시 대곶면 약암로 937-26","10042","코브 노마드","2026-02-11 11:20:14","U","2026-02-13 02:40:00","","","","자동차야영장업","","관리지역","0","","","","","0","0","0","250","","","0","0","","0","0","","0","0","","0","","","","","","","300000000","","","","0",
"25","자동차야영장업","03_11_05_P","5340000","CDFI2262142020000001","2020-10-28","","01","영업/정상","13","영업중","","","","","","","","경상남도 사천시 서포면 비토리 2-11","경상남도 사천시 서포면 월등도길 36","52545","월등도캠핑장","2026-02-11 11:25:15","U","2026-02-13 02:40:00","","290839.776986758","164336.956206091","자동차야영장업","","관리지역","0","기타","","농협손해보험(주)","사무실","1","0","0","117","","","0","0","","0","0","","0","117.16","","0","","","","","","","75000000","","","","117",
"26","자동차야영장업","03_11_05_P","4090000","CDFI2262142013000001","2013-08-28","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 하성면 전류리 167 영업신고 최종 필지 : 전류리 167,170-3,170-6,170-2,171,176(22.10.25.)","경기도 김포시 하성면 월하로912번길 64, 한강오토캠핑장","10013","김포한강오토캠핑장","2026-02-11 10:37:25","U","2026-02-13 02:40:00","","169457.048160509","466826.283986951","자동차야영장업","","","0","","","삼성화재재해보상","","0","0","0","382","","","0","0","","0","0","","0","0","","0","","","","","","","3004999940","","","","0",
"27","자동차야영장업","03_11_05_P","4490000","CDFI2262142026000001","2026-02-13","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 동남구 목천읍 신계리 466","충청남도 천안시 동남구 목천읍 목천안터1길 45","31233","몬드캠핑장","2026-02-13 15:59:26","I","2026-02-15 00:20:02","","","","자동차야영장업","","관리지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","160384","","0","","","","","","","0","","","","160384",
"28","자동차야영장업","03_11_05_P","5370000","CDFI2262142022000003","2022-12-21","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 남부면 탑포리 539-1 외 4","","","쌍근오토캠핑장","2026-02-13 11:40:26","U","2026-02-15 02:40:00","","344944.161222842","141744.416528418","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
