번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),환경업무구분명,업종구분명,종별명,주생산품명,배출시설조업시간,배출시설연간가동일수,방지시설조업시간,방지시설연간가동일수,사업자등록번호,Unnamed: 37,record_key
430,수질오염원설치시설(기타),09_30_12_P,5420000,542000025202600001,2026-02-10,,1,영업/정상,11,영업,,,,,,,,경상남도 고성군 삼산면 판곡리 606-2,,,한국남동발전(주) 삼천포화력본부,2026-02-09 16:34:51,U,2026-02-11 02:40:00,발전업,320143.547080038,161693.035612037,기타수질오염원관리,발전업,,,,0,,0,6128505372.0,,한국남동발전(주)삼천포화력본부_경상남도고성군삼산면판곡리606-2
417,수질오염원설치시설(기타),09_30_12_P,3990000,399000025202600002,2026-02-09,,1,영업/정상,11,영업,,,,,031-572-5769,,,경기도 남양주시 별내동 1096 102호,"경기도 남양주시 별내5로 5, 102호 (별내동)",12102,으뜸50안경별내점,2026-02-09 17:18:51,I,2026-02-11 00:20:41,,209973.251812628,460841.31249991,기타수질오염원관리,,,,,0,,0,7881502650.0,,으뜸50안경별내점_경기도남양주시별내동1096102호
416,수질오염원설치시설(기타),09_30_12_P,3070000,307000025202600001,2026-02-09,,1,영업/정상,11,영업,,,,,923-9449,,,서울특별시 성북구 안암동5가 146-18,서울특별시 성북구 고려대로 90 (안암동5가),02855,고대안경,2026-02-09 13:39:42,I,2026-02-11 00:20:41,,202510.635496492,453758.271317328,기타수질오염원관리,,,,,0,,0,2090335427.0,,고대안경_서울특별시성북구안암동5가146-18
415,수질오염원설치시설(기타),09_30_12_P,3030000,303000025202600001,2026-02-09,,1,영업/정상,11,영업,,,,,,,,서울특별시 성동구 마장동 522-6 브리티시오토 동대문서비스센터,"서울특별시 성동구 고산자로 348, 브리티시오토 동대문서비스센터 (마장동)",04748,도이치모터스(주) 성동서비스센터,2026-02-09 15:13:37,I,2026-02-11 00:20:41,,203292.861695469,452029.164444686,기타수질오염원관리,,,,,0,,0,7568502656.0,,도이치모터스(주)성동서비스센터_서울특별시성동구마장동522-6브리티시오토동대문서비스센터
407,수질오염원설치시설(기타),09_30_12_P,3000000,300000025202600002,2026-02-06,,1,영업/정상,11,영업,,,,,,,,서울특별시 종로구 종로5가 104-4,"서울특별시 종로구 대학로1길 37, 2층 202호 (종로5가)",03129,브네프주얼리,2026-02-06 14:12:42,I,2026-02-08 00:20:01,,199963.371377341,452154.62719292,기타수질오염원관리,,,,,0,,0,,,브네프주얼리_서울특별시종로구종로5가104-4
405,수질오염원설치시설(기타),09_30_12_P,5670000,567012325202600001,2026-02-06,,1,영업/정상,11,영업,,,,,0806171399,,,경상남도 창원시 의창구 팔용동 6-18,경상남도 창원시 의창구 차상로 56 (팔용동),51402,테슬라코리아 유한회사 창원의창구점,2026-02-06 11:05:07,I,2026-02-08 00:20:01,,348820.479634374,193481.60518255,기타수질오염원관리,,,,,0,,0,5248800237.0,,테슬라코리아유한회사창원의창구점_경상남도창원시의창구팔용동6-18
406,수질오염원설치시설(기타),09_30_12_P,5530000,553000025202600004,2026-02-06,,1,영업/정상,11,영업,,,,,031-357-6642,,,경기도 화성시 만세구 남양읍 무송리 129-6,경기도 화성시 만세구 남양읍 현대기아로 601,18274,(주)에이치케이피,2026-02-06 17:40:17,I,2026-02-08 00:20:01,,186775.285143385,411186.96622723,기타수질오염원관리,,,,,0,,0,3388600743.0,,(주)에이치케이피_경기도화성시만세구남양읍무송리129-6
359,수질오염원설치시설(기타),09_30_12_P,5710000,572500025202600001,2026-02-04,,1,영업/정상,11,영업,,,,,,,,충청북도 청주시 서원구 남이면 부용외천리 1010 외 2필지,,,사랑종합자동차공업사,2026-02-04 11:26:24,I,2026-02-06 00:20:02,,236745.251495476,336674.728848227,기타수질오염원관리,,,,,0,,0,5034220301.0,,사랑종합자동차공업사_충청북도청주시서원구남이면부용외천리1010외2필지
360,수질오염원설치시설(기타),09_30_12_P,3100000,310000025202600001,2026-02-04,,1,영업/정상,11,영업,,,,,080-617-1399,,,"서울특별시 노원구 상계동 963-8 , 963-9",서울특별시 노원구 수락산로 218-2 (상계동),01616,테슬라코리아 유한회사 서울노원구점,2026-02-04 09:32:08,I,2026-02-06 00:20:02,,204746.813616208,463185.030442606,기타수질오염원관리,,,,,0,,0,5248800237.0,,"테슬라코리아유한회사서울노원구점_서울특별시노원구상계동963-8,963-9"
361,수질오염원설치시설(기타),09_30_12_P,3930000,393000025202600001,2026-02-04,,1,영업/정상,11,영업,,,,,031-8032-9008,,,"경기도 안산시 단원구 원곡동 847 203, 204호","경기도 안산시 단원구 화랑로 123, 한화꿈에그린아파트 상가동 2층 203, 204호 (원곡동)",15382,으뜸50안경 안산원곡점,2026-02-04 09:24:46,I,2026-02-06 00:20:02,,182445.816577168,425005.685351653,기타수질오염원관리,,,,,0,,0,3047700637.0,,"으뜸50안경안산원곡점_경기도안산시단원구원곡동847203,204호"
364,수질오염원설치시설(기타),09_30_12_P,4830000,483000025202600001,2026-02-04,,1,영업/정상,11,영업,,,,,,,,전라남도 나주시 동강면 곡천리 570-1,전라남도 나주시 동강면 곡천로 192,58293,유강영어조합법인,2026-02-04 14:37:58,I,2026-02-06 00:20:02,,158354.287309832,158834.857800727,기타수질오염원관리,,,,,0,,0,8588103797.0,,유강영어조합법인_전라남도나주시동강면곡천리570-1
365,수질오염원설치시설(기타),09_30_12_P,3610000,361000025202600001,2026-02-04,,1,영업/정상,11,영업,,,,,0626511965,,,광주광역시 남구 진월동 258-7 수협,"광주광역시 남구 서문대로 687, 2층 203호 (진월동)",61727,으뜸플러스안경 진월점,2026-02-04 10:40:50,I,2026-02-06 00:20:02,,190671.538735917,180180.960888874,기타수질오염원관리,,,,,0,,0,,,으뜸플러스안경진월점_광주광역시남구진월동258-7수협
362,수질오염원설치시설(기타),09_30_12_P,5050000,505000025202600003,2026-02-03,,1,영업/정상,11,영업,,,,,,,,경상북도 경주시 외동읍 구어리 1411-9,경상북도 경주시 외동읍 구어2산단로 155,38205,(주)대한자동차종합정비,2026-02-03 18:00:08,I,2026-02-06 00:20:02,자동차 종합 수리업,408314.968430904,246600.458062094,기타수질오염원관리,자동차 종합 수리업,,도장용차량,,0,,0,4768603703.0,,(주)대한자동차종합정비_경상북도경주시외동읍구어리1411-9
340,수질오염원설치시설(기타),09_30_12_P,3120000,312000025202600001,2026-02-02,,1,영업/정상,11,영업,,,,,,,,서울특별시 서대문구 연희동 79-24,"서울특별시 서대문구 연희로 174, 지층 (연희동)",03723,명성스튜디오,2026-02-02 14:54:39,I,2026-02-04 00:20:02,,194239.892705809,452232.942783244,기타수질오염원관리,,,,,0,,0,6532000044.0,,명성스튜디오_서울특별시서대문구연희동79-24
339,수질오염원설치시설(기타),09_30_12_P,4781000,478100025202600002,2026-02-02,,1,영업/정상,11,영업,,,,,,,,"전북특별자치도 고창군 상하면 자룡리 248 , 278, 279, 280, 281, 283-1","전북특별자치도 고창군 상하면 고리포길 35, 풍천장어",56408,우진영어조합법인,2026-02-02 13:33:41,I,2026-02-04 00:20:02,,150004.001041988,215405.326832413,기타수질오염원관리,,,,,0,,0,4048110621.0,,"우진영어조합법인_전북특별자치도고창군상하면자룡리248,278,279,280,281,283-1"
353,수질오염원설치시설(기타),09_30_12_P,4040000,404000025202600002,2026-01-21,,1,영업/정상,11,영업,,,,,02-3496-0324,,,경기도 하남시 초이동 621,"경기도 하남시 감초로 170, 1,6층 (초이동)",12988,엘앤티토요타(주),2026-01-30 17:27:22,U,2026-02-04 11:04:37,,214513.927619298,447343.094637124,기타수질오염원관리,,,,,0,,0,2118829866.0,,엘앤티토요타(주)_경기도하남시초이동621
443,수질오염원설치시설(기타),09_30_12_P,3210000,321000025202600001,2026-01-20,,1,영업/정상,11,영업,,,,,02-543-8882,,,서울특별시 서초구 방배동 3005 인산타워,"서울특별시 서초구 동작대로 90, 인산타워 지하1층 (방배동)",06675,루벳아이웨어위드렌즈,2026-02-10 11:49:57,U,2026-02-12 02:40:00,,198380.114292953,442484.119734686,기타수질오염원관리,,,,,0,,0,2610803097.0,,루벳아이웨어위드렌즈_서울특별시서초구방배동3005인산타워
388,수질오염원설치시설(기타),09_30_12_P,5680000,568000025202500009,2025-11-14,,1,영업/정상,11,영업,,,,,0413578100,,,충청남도 당진시 신평면 도성리 37,충청남도 당진시 신평면 샛터로 118-46,31744,(주)한울모빌리티,2026-02-03 13:23:33,U,2026-02-06 02:40:00,,182963.2969483,376153.297543488,기타수질오염원관리,,,,,0,,0,4558603540.0,,(주)한울모빌리티_충청남도당진시신평면도성리37
414,수질오염원설치시설(기타),09_30_12_P,5590000,559000025202500009,2025-11-10,,1,영업/정상,11,영업,,,,,,,,경기도 양주시 남면 신산리 52-6,,,제왕에이알씨,2026-02-06 17:03:59,U,2026-02-08 02:40:00,,,,기타수질오염원관리,,,,,0,,0,,,제왕에이알씨_경기도양주시남면신산리52-6
387,수질오염원설치시설(기타),09_30_12_P,5000000,500000025202500001,2025-11-04,,1,영업/정상,11,영업,,,,,,,,"전라남도 진도군 지산면 와우리 708 , 707-2, 707-18, 711번지",,,효천수산영어조합법인,2026-02-03 09:44:34,U,2026-02-06 02:40:00,,120074.014958175,107775.005872182,기타수질오염원관리,,,,,0,,0,4158132741.0,,"효천수산영어조합법인_전라남도진도군지산면와우리708,707-2,707-18,711번지"
390,수질오염원설치시설(기타),09_30_12_P,4701000,470100025202500008,2025-09-18,,1,영업/정상,11,영업,,,,,,,,전북특별자치도 남원시 금지면 하도리 1202-16,,,서동양만장,2026-02-03 14:32:25,U,2026-02-06 02:40:00,,228321.150174449,201681.337136949,기타수질오염원관리,,,,,0,,0,8379000271.0,,서동양만장_전북특별자치도남원시금지면하도리1202-16
389,수질오염원설치시설(기타),09_30_12_P,5380000,538000025202500003,2025-08-06,,1,영업/정상,11,영업,,,,,,,,경상남도 양산시 신기동 647-20,경상남도 양산시 신기강변3길 17 (신기동),50573,거북이모터스 2호점,2026-02-04 12:27:39,U,2026-02-06 02:40:00,,385041.630424577,207926.998003275,기타수질오염원관리,,,,,0,,0,4690203762.0,,거북이모터스2호점_경상남도양산시신기동647-20
456,수질오염원설치시설(기타),09_30_12_P,4030000,403000025202500001,2025-07-25,,1,영업/정상,11,영업,,,,,031-422-2002,,,경기도 의왕시 포일동 685 인덕원 푸르지오 엘센트로 311동 106호,"경기도 의왕시 안양판교로 100 (포일동, 인덕원 푸르지오 엘센트로)",16014,리즌안경위드렌즈 의왕포일점,2026-02-11 08:55:43,U,2026-02-13 02:40:00,,198517.68060071,432469.600007536,기타수질오염원관리,,,,,0,,0,3022501403.0,,리즌안경위드렌즈의왕포일점_경기도의왕시포일동685인덕원푸르지오엘센트로311동106호
477,수질오염원설치시설(기타),09_30_12_P,3510500,351050025202500001,2025-03-27,,1,영업/정상,11,영업,,,,,,,,인천광역시 미추홀구 도화동 939-1 우일자동차정비,인천광역시 미추홀구 염전로 138 (도화동),22110,제물포자동차공업사,2026-02-13 09:54:46,U,2026-02-15 02:40:00,,169676.819482275,441925.509181971,기타수질오염원관리,,,,,0,,0,,,제물포자동차공업사_인천광역시미추홀구도화동939-1우일자동차정비
392,수질오염원설치시설(기타),09_30_12_P,5680000,568000025202500001,2025-03-04,,1,영업/정상,11,영업,,,,,,,,충청남도 당진시 송산면 매곡리 340,충청남도 당진시 송산면 송산로 224,31716,당진엔진보링,2026-02-03 13:31:32,U,2026-02-06 02:40:00,,170015.130466507,380464.236804286,기타수질오염원관리,,,,,0,,0,5057001695.0,,당진엔진보링_충청남도당진시송산면매곡리340
395,수질오염원설치시설(기타),09_30_12_P,3740000,374000025202400001,2024-09-03,,1,영업/정상,11,영업,,,,,,,,경기도 수원시 영통구 신동 361-5 세천팜,"경기도 수원시 영통구 신원로 174, 세천팜 (신동)",16679,주식회사 세천팜,2026-02-05 10:12:46,U,2026-02-07 02:40:00,,205170.094437257,416619.116707275,기타수질오염원관리,,,,,0,,0,,,주식회사세천팜_경기도수원시영통구신동361-5세천팜
348,수질오염원설치시설(기타),09_30_12_P,3240000,324000025202300002,2023-10-12,,1,영업/정상,11,영업,,,,,0260122010,,,서울특별시 강동구 고덕동 172-1,"서울특별시 강동구 상일로 161-1, 1층 (고덕동)",05222,안경진정성 고덕강일점,2026-02-02 13:59:54,U,2026-02-04 02:40:00,,214973.882389563,451035.982678561,기타수질오염원관리,,,,,0,,0,4451702140.0,,안경진정성고덕강일점_서울특별시강동구고덕동172-1
347,수질오염원설치시설(기타),09_30_12_P,4090000,409000025202300006,2023-09-26,,1,영업/정상,11,영업,,,,,0319821144,,,경기도 김포시 대곶면 율생리 375,"경기도 김포시 대곶면 율마로 31-6, 나동(일부), 다동, 라동",10039,주식회사 뉴아이닉카,2026-02-02 13:43:32,U,2026-02-04 02:40:00,,163902.962910908,461581.873447927,기타수질오염원관리,,,,,0,,0,3608703439.0,,주식회사뉴아이닉카_경기도김포시대곶면율생리375
476,수질오염원설치시설(기타),09_30_12_P,3910000,391000025202300007,2023-05-18,,1,영업/정상,11,영업,,,,,,,,경기도 평택시 포승읍 도곡리 697-35,경기도 평택시 포승읍 포승향남로 235,17952,케이지모빌리티 서평택서비스센터 주식회사,2026-02-13 16:01:34,U,2026-02-15 02:40:00,,187280.091411911,387640.846823533,기타수질오염원관리,,,,,0,,0,8458602967.0,,케이지모빌리티서평택서비스센터주식회사_경기도평택시포승읍도곡리697-35
355,수질오염원설치시설(기타),09_30_12_P,4880000,488000025202300006,2023-03-02,,1,영업/정상,11,영업,,,,,,,,전라남도 고흥군 도덕면 가야리 3260-12,,,개인(이태훈),2026-01-30 11:12:15,U,2026-02-04 11:04:37,,,,기타수질오염원관리,,,,,0,,0,,,개인(이태훈)_전라남도고흥군도덕면가야리3260-12
346,수질오염원설치시설(기타),09_30_12_P,3330000,333000025202300001,2023-02-28,,1,영업/정상,11,영업,,,,,051-745-2574,,,부산광역시 해운대구 우동 1495 신세계백화점센텀시티점,"부산광역시 해운대구 센텀남대로 35, 신세계백화점센텀시티점 지하2층 (우동)",48058,아프리카안경 신세계센텀점,2026-02-02 10:21:02,U,2026-02-04 02:40:00,,393952.264486105,187602.933160728,기타수질오염원관리,,,,,0,,0,4893201620.0,,아프리카안경신세계센텀점_부산광역시해운대구우동1495신세계백화점센텀시티점
431,수질오염원설치시설(기타),09_30_12_P,3210000,321000025202200004,2022-06-20,,4,취소/말소/만료/정지/중지,4,폐쇄,2026-02-09,,,,031-70-3278,,,서울특별시 서초구 서초동 1584-2,"서울특별시 서초구 반포대로12길 3, b1층 (서초동)",06653,위본모터스(주),2026-02-09 15:12:01,U,2026-02-11 02:40:00,,200943.601705262,442519.128472729,기타수질오염원관리,,,,,0,,0,4228500264.0,,위본모터스(주)_서울특별시서초구서초동1584-2
393,수질오염원설치시설(기타),09_30_12_P,3700000,370000025202200005,2022-05-04,,1,영업/정상,11,영업,,,,,052-273-5600,,,울산광역시 남구 삼산동 1536-4,울산광역시 남구 화합로 236 (삼산동),44709,삼산현대서비스,2026-02-03 11:48:41,U,2026-02-06 02:40:00,,412161.634560101,229846.212711015,기타수질오염원관리,,,,,0,,0,6100458670.0,,삼산현대서비스_울산광역시남구삼산동1536-4
478,수질오염원설치시설(기타),09_30_12_P,3490000,349000025202200005,2022-04-27,,4,취소/말소/만료/정지/중지,4,폐쇄,2026-02-12,,,,032-882-5344,,,인천광역시 중구 항동7가 30,인천광역시 중구 축항대로 159 (항동7가),22336,오렌지모터스,2026-02-13 09:33:53,U,2026-02-15 02:40:00,,165819.306442043,439161.75943196,기타수질오염원관리,,,,,0,,0,1211894741.0,,오렌지모터스_인천광역시중구항동7가30
394,수질오염원설치시설(기타),09_30_12_P,5530000,553000025202200001,2022-03-18,,3,폐업,2,폐업,2025-08-31,,,,,,,경기도 화성시 병점구 반월동  112-4,경기도 화성시 병점구 효행로 1338-51 (반월동)[*미고시],18382,현대동탄서비스(주),2026-02-05 19:05:21,U,2026-02-07 02:40:00,,205950.991384406,414173.933300371,기타수질오염원관리,,,,,0,,0,,,현대동탄서비스(주)_경기도화성시병점구반월동112-4
409,수질오염원설치시설(기타),09_30_12_P,5330000,533000025202200001,2022-02-28,,3,폐업,2,폐업,2023-11-27,,,,,,,경상남도 통영시 광도면 황리 1609-1 HSG성동조선 내,경상남도 통영시 광도면 춘원3로 36-27,53006,코스텍기술㈜,2026-02-06 13:29:24,U,2026-02-08 02:40:00,,329673.926204831,162814.748514051,기타수질오염원관리,,,,,0,,0,,,코스텍기술㈜_경상남도통영시광도면황리1609-1HSG성동조선내
464,수질오염원설치시설(기타),09_30_12_P,3300000,330000025202200003,2022-01-14,,1,영업/정상,11,영업,,,,,0515041112,,,부산광역시 동래구 사직동 93-6 삼정자이언츠파크,"부산광역시 동래구 사직북로 4, 삼정자이언츠파크 212호 (사직동)",47866,으뜸플러스안경 부산사직점,2026-02-12 16:58:39,U,2026-02-14 02:40:00,,387655.81972947,190506.472924428,기타수질오염원관리,,,,,0,,0,3090195041.0,,으뜸플러스안경부산사직점_부산광역시동래구사직동93-6삼정자이언츠파크
287,수질오염원설치시설(기타),09_30_12_P,3670000,367000025202200002,2022-01-04,,1,영업/정상,11,영업,,,,,042-533-6841,,,대전광역시 유성구 구암동 515-7,대전광역시 유성구 한밭대로 17 (구암동),34151,아크로공업사,2022-01-04 17:04:34,I,2026-02-03 01:35:10,,227347.71765499,317981.426763829,기타수질오염원관리,,,,,0,,0,7390501913.0,,아크로공업사_대전광역시유성구구암동515-7
354,수질오염원설치시설(기타),09_30_12_P,4080000,408000025202100037,2021-11-02,,1,영업/정상,11,영업,,,,,031-8056-3340,,,경기도 안성시 일죽면 가리 485-2,경기도 안성시 일죽면 일생로 63,17528,주식회사 도드람엘피씨,2026-01-30 10:53:45,U,2026-02-04 11:04:37,,242644.29897993,397298.704134819,기타수질오염원관리,,,,,0,,0,1258117003.0,,주식회사도드람엘피씨_경기도안성시일죽면가리485-2
444,수질오염원설치시설(기타),09_30_12_P,4090000,409000025202100063,2021-10-19,,1,영업/정상,11,영업,,,,,,,,경기도 김포시 풍무동 662-126,경기도 김포시 승가로58번길 107 (풍무동 662-126) (풍무동),10117,(주)에이엠씨카케어,2026-02-10 15:58:14,U,2026-02-12 02:40:00,,174947.869500158,456490.445370019,기타수질오염원관리,,,,,0,,0,6468703430.0,,(주)에이엠씨카케어_경기도김포시풍무동662-126
45,수질오염원설치시설(기타),09_30_12_P,3010000,301000025202100169,2021-08-18,,1,영업/정상,11,영업,,,,,02-310-1547,,,서울특별시 중구 충무로1가 54 신세계백화점 신관동,"서울특별시 중구 퇴계로 77, 신세계백화점 (신관) (충무로1가)",04530,(주)에이치와이케이엘안경 명동점,2021-08-18 10:34:22,I,2026-02-03 00:20:01,,198253.896034899,450905.28446798,기타수질오염원관리,,,,,0,,0,2338503297.0,,(주)에이치와이케이엘안경명동점_서울특별시중구충무로1가54신세계백화점신관동
424,수질오염원설치시설(기타),09_30_12_P,3170000,317000025202100044,2021-08-17,,3,폐업,2,폐업,2026-02-28,,,,,,,서울특별시 금천구 시흥동 992-47 삼성홈플러스,"서울특별시 금천구 시흥대로 201, 삼성홈플러스 4층 (시흥동)",08632,(주)바바리안모터스 홈플러스 시흥 패스트레인 센터,2026-02-09 09:41:53,U,2026-02-11 02:40:00,,191152.432649234,438865.160717275,기타수질오염원관리,,,,,0,,0,1398125991.0,,(주)바바리안모터스홈플러스시흥패스트레인센터_서울특별시금천구시흥동992-47삼성홈플러스
44,수질오염원설치시설(기타),09_30_12_P,3010000,301000025202100168,2021-08-12,,1,영업/정상,11,영업,,,,,02-313-6994,,,서울특별시 중구 봉래동2가 122-11 롯데마트 내,"서울특별시 중구 한강대로 405, 롯데마트 내 (봉래동2가)",04509,노아안경원,2021-08-12 11:06:37,I,2026-02-03 00:20:01,,197229.761422932,450418.159244379,기타수질오염원관리,,,,,0,,0,2250654577.0,,노아안경원_서울특별시중구봉래동2가122-11롯데마트내
43,수질오염원설치시설(기타),09_30_12_P,3010000,301000025202100167,2021-08-06,,1,영업/정상,11,영업,,,,,02-3393-0914,,,서울특별시 중구 을지로6가 18-185 밀리오레상가건물,"서울특별시 중구 장충단로 263, 밀리오레상가건물 (을지로6가)",04563,블루스카이안경,2021-08-06 13:38:24,I,2026-02-03 00:20:01,,200664.582936542,451781.8683954,기타수질오염원관리,,,,,0,,0,2011766243.0,,블루스카이안경_서울특별시중구을지로6가18-185밀리오레상가건물
48,수질오염원설치시설(기타),09_30_12_P,3010000,301000025202100166,2021-08-05,,1,영업/정상,11,영업,,,,,02-757-2823,,,서울특별시 중구 남대문로4가 18-3,"서울특별시 중구 남대문시장길 25-1, 2층 (남대문로4가)",04528,삼정안경,2021-08-05 07:27:03,I,2026-02-03 00:20:01,,197916.886376501,450894.596591089,기타수질오염원관리,,,,,0,,0,6033690523.0,,삼정안경_서울특별시중구남대문로4가18-3
300,수질오염원설치시설(기타),09_30_12_P,5180000,518000025202100010,2021-08-04,,1,영업/정상,11,영업,,,,,054-730-6766,,,경상북도 영덕군 영덕읍 화수리 592,경상북도 영덕군 영덕읍 영덕로 366,36423,영덕군농업기술센터,2021-08-04 21:11:15,I,2026-02-03 01:35:10,,413082.580544686,327638.340104982,기타수질오염원관리,,,,,0,,0,5078300159.0,,영덕군농업기술센터_경상북도영덕군영덕읍화수리592
147,수질오염원설치시설(기타),09_30_12_P,3010000,301000025202100165,2021-07-29,,1,영업/정상,11,영업,,,,,02-2265-2864,,,서울특별시 중구 방산동 4-10 청계5가지하쇼핑센터 1호,"서울특별시 중구 동호로 지하 384, 청계5가지하쇼핑센터 1호 (방산동)",04562,제이엔지광학,2021-09-24 17:58:17,I,2026-02-03 00:20:01,,200116.070405793,451865.344390849,기타수질오염원관리,,,,,0,,0,2034703561.0,,제이엔지광학_서울특별시중구방산동4-10청계5가지하쇼핑센터1호
