번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업소구분명,소재지,지정일자,신청일자,항목값1,Unnamed: 33,record_key
42,쓰레기종량제봉투판매업,09_30_13_P,3940000,396010014202600008,2026-03-05,,1,영업/정상,11,영업,,,,,,,,경기도 고양시 일산동구 성석동 1365,경기도 고양시 일산동구 감내길 12 (성석동),10246.0,에이할인마트,2026-03-05 15:42:20,I,2026-03-07 00:20:02,,180890.346235176,467544.444981007,지정,경기도 고양시 일산동구 성석동 1365,20260305.0,20260305,관급봉투,,에이할인마트_경기도고양시일산동구성석동1365
41,쓰레기종량제봉투판매업,09_30_13_P,3940000,396010014202600007,2026-03-05,,1,영업/정상,11,영업,,,,,,,,경기도 고양시 일산동구 장항동 906 내 매점,"경기도 고양시 일산동구 호수로 595, 내 매점 (장항동)",10400.0,호수공원 매점카페,2026-03-05 14:54:57,I,2026-03-07 00:20:02,,179063.71074291,461749.680442956,지정,경기도 고양시 일산동구 장항동 906 내 매점,20260305.0,20260305,관급봉투,,호수공원매점카페_경기도고양시일산동구장항동906내매점
40,쓰레기종량제봉투판매업,09_30_13_P,3940000,396010014202600006,2026-03-05,,1,영업/정상,11,영업,,,,,,,,경기도 고양시 일산동구 풍동 0 더샵 일산퍼스트월드 2단지 102호,"경기도 고양시 일산동구 고풍로 109, 102호 (풍동, 더샵 일산퍼스트월드 2단지)",10302.0,지에스25 일산퍼스트2단지점,2026-03-05 10:01:27,I,2026-03-07 00:20:02,,,,지정,,20260305.0,20260304,관급봉투,,지에스25일산퍼스트2단지점_경기도고양시일산동구풍동0더샵일산퍼스트월드2단지102호
18,쓰레기종량제봉투판매업,09_30_13_P,3820000,382000014202600007,2026-03-04,,1,영업/정상,11,영업,,,,,,,,경기도 의정부시 의정부동 134-9,"경기도 의정부시 태평로45번길 10, 1층 (의정부동)",11697.0,이마트24 의정부오거리점,2026-03-04 15:07:45,I,2026-03-06 00:20:02,,204392.848716105,470514.046211051,지정,경기도 의정부시 의정부동 134-9,20260304.0,20260303,관급봉투,,이마트24의정부오거리점_경기도의정부시의정부동134-9
21,쓰레기종량제봉투판매업,09_30_13_P,5530000,575000014202600004,2026-03-04,,1,영업/정상,11,영업,,,,,031-350-8034,,,경기도 화성시 효행구 비봉면 양노리 286,경기도 화성시 효행구 비봉면 비봉로 114,18284.0,서화성농업협동조합 하나로마트 비봉점,2026-03-04 15:03:54,I,2026-03-06 00:20:02,,188286.44031651,414869.174768592,지정,경기도 화성시 효행구 비봉면 양노리 286,20260304.0,20260226,관급봉투,,서화성농업협동조합하나로마트비봉점_경기도화성시효행구비봉면양노리286
20,쓰레기종량제봉투판매업,09_30_13_P,5530000,575000014202600003,2026-03-04,,1,영업/정상,11,영업,,,,,031-350-8034,,,경기도 화성시 효행구 매송면 어천리 429-5 매송농업협동조합본점,"경기도 화성시 효행구 매송면 화성로2239번길 5, 매송농업협동조합본점",18287.0,서화성농업협동조합 하나로마트 매송점,2026-03-04 15:01:28,I,2026-03-06 00:20:02,,191992.047594019,416454.265807286,지정,경기도 화성시 효행구 매송면 어천리 429-5 매송농업협동조합본점,20260304.0,20260226,관급봉투,,서화성농업협동조합하나로마트매송점_경기도화성시효행구매송면어천리429-5매송농업협동조합본점
19,쓰레기종량제봉투판매업,09_30_13_P,3820000,382000014202600008,2026-03-04,,1,영업/정상,11,영업,,,,,,,,경기도 의정부시 가능동 636,경기도 의정부시 신촌로75번길 75 (가능동),11677.0,세진슈퍼,2026-03-04 15:21:25,I,2026-03-06 00:20:02,,203498.684916107,472288.188350007,지정,경기도 의정부시 가능동 636,20260304.0,20260303,관급봉투,,세진슈퍼_경기도의정부시가능동636
16,쓰레기종량제봉투판매업,09_30_13_P,3940000,395000014202600007,2026-03-04,,1,영업/정상,11,영업,,,,,,,,경기도 고양시 덕양구 행신동 1079-3,경기도 고양시 덕양구 서정마을1로 14 (행신동),10486.0,올리브마트,2026-03-04 10:18:14,I,2026-03-06 00:20:02,,186351.625,457389.76,지정,경기도 고양시 덕양구 행신동 1079-3,20260304.0,20260303,관급봉투,,올리브마트_경기도고양시덕양구행신동1079-3
17,쓰레기종량제봉투판매업,09_30_13_P,5230000,523000014202600003,2026-03-04,,1,영업/정상,11,영업,,,,,0546540711,,,경상북도 예천군 예천읍 남본리 88-7 세븐일레븐,"경상북도 예천군 예천읍 양궁로 42, 세븐일레븐 1층",36829.0,세븐일레븐 예천양궁로점,2026-03-04 10:33:08,I,2026-03-06 00:20:02,,330498.748940111,350712.304904559,지정,경상북도 예천군 예천읍 남본리 88-7 세븐일레븐,20260304.0,20260304,관급봉투,,세븐일레븐예천양궁로점_경상북도예천군예천읍남본리88-7세븐일레븐
24,쓰레기종량제봉투판매업,09_30_13_P,5010000,501000014202600001,2026-03-04,,1,영업/정상,11,영업,,,,,,,,전라남도 신안군 비금면 덕산리 119-40,전라남도 신안군 비금면 읍동길 18,58846.0,씨유 비금점,2026-03-04 13:33:43,I,2026-03-06 00:20:02,,101630.644150998,140025.396188747,지정,전라남도 신안군 비금면 덕산리 119-40,20260304.0,20260303,관급봉투,,씨유비금점_전라남도신안군비금면덕산리119-40
23,쓰레기종량제봉투판매업,09_30_13_P,4201000,420100014202600006,2026-03-04,,1,영업/정상,11,영업,,,,,,,,강원특별자치도 강릉시 병산동 22 공군제18전투비행단 동성회관 내 양품점,,,핀컬렉트,2026-03-04 09:16:16,I,2026-03-06 00:20:02,,371695.932661266,474084.818814513,지정,강원특별자치도 강릉시 병산동 22 공군제18전투비행단 동성회관 내 양품점,20260304.0,20260303,관급봉투,,핀컬렉트_강원특별자치도강릉시병산동22공군제18전투비행단동성회관내양품점
22,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202600009,2026-03-04,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 신동 718 동탄 아테라 파밀리에,"경기도 화성시 동탄구 동탄신리천로3길 59, 상가동 109호, 110호 (신동, 동탄 아테라 파밀리에)",18491.0,지에스25 나눔동탄아테라점,2026-03-04 09:42:48,I,2026-03-06 00:20:02,,,,지정,,20260304.0,20260227,관급봉투,,지에스25나눔동탄아테라점_경기도화성시동탄구신동718동탄아테라파밀리에
1,쓰레기종량제봉투판매업,09_30_13_P,4520000,452000014202600015,2026-03-03,,1,영업/정상,11,영업,,,,,,,,충청남도 아산시 배방읍 세교리 587-1,충청남도 아산시 배방읍 세교안길 6,31475.0,케이씨엠,2026-03-03 08:55:38,I,2026-03-05 00:20:02,,208435.762481361,363497.240494228,지정,충청남도 아산시 배방읍 세교리 587-1,20260303.0,20260326,관급봉투,,케이씨엠_충청남도아산시배방읍세교리587-1
2,쓰레기종량제봉투판매업,09_30_13_P,3450000,345000014202600004,2026-03-03,,1,영업/정상,11,영업,,,,,,,,대구광역시 북구 읍내동 1449 학정역 효성해링턴 플레이스,"대구광역시 북구 관음로 295, 상가 202동 114, 115호 (읍내동, 학정역 효성해링턴 플레이스)",41400.0,지에스(GS)25 대구북구해링턴점,2026-03-03 10:20:55,I,2026-03-05 00:20:02,,339981.429305624,273810.780783503,지정,대구광역시 북구 읍내동 1449 학정역 효성해링턴 플레이스,20260303.0,20260220,관급봉투,,지에스(GS)25대구북구해링턴점_대구광역시북구읍내동1449학정역효성해링턴플레이스
7,쓰레기종량제봉투판매업,09_30_13_P,4090000,409000014202600006,2026-03-03,,1,영업/정상,11,영업,,,,,,,,경기도 김포시 풍무동 784 김포 풍무 꿈에그린 더 포레듀 5단지,"경기도 김포시 풍무로68번길 78, 근린생활시설동 1층 102호 (풍무동, 김포 풍무 꿈에그린 더 포레듀 5단지)",10120.0,아이스크림이 대박싸(풍무점),2026-03-03 10:33:09,I,2026-03-05 00:20:02,,176098.621879025,455372.172645469,지정,경기도 김포시 풍무동 784 김포 풍무 꿈에그린 더 포레듀 5단지 근린생활시설동 1층 102호,20260303.0,20260224,관급봉투,,아이스크림이대박싸(풍무점)_경기도김포시풍무동784김포풍무꿈에그린더포레듀5단지
6,쓰레기종량제봉투판매업,09_30_13_P,3130000,313000014202600005,2026-03-03,,1,영업/정상,11,영업,,,,,0507-1415-7071,,,서울특별시 마포구 망원동 413-38,"서울특별시 마포구 포은로 72, 101호 (망원동)",4014.0,주술사,2026-03-03 14:19:36,I,2026-03-05 00:20:02,,191630.902513622,450174.729028875,지정,서울특별시 마포구 망원동 413-38,20260303.0,20260227,관급봉투,,주술사_서울특별시마포구망원동413-38
5,쓰레기종량제봉투판매업,09_30_13_P,3130000,313000014202600004,2026-03-03,,1,영업/정상,11,영업,,,,,,,,서울특별시 마포구 서교동 395-68,"서울특별시 마포구 독막로3길 33, 1층 (서교동)",4044.0,지에스25 합정아지트,2026-03-03 14:14:18,I,2026-03-05 00:20:02,,192613.832364343,449723.835430368,지정,서울특별시 마포구 서교동 395-68,20260303.0,20260225,관급봉투,,지에스25합정아지트_서울특별시마포구서교동395-68
4,쓰레기종량제봉투판매업,09_30_13_P,4641000,464100014202600019,2026-03-03,,1,영업/정상,11,영업,,,,,,,,전북특별자치도 전주시 덕진구 송천동2가 1519 전주 에코시티 데시앙 15BL 상가 상가동 112호,"전북특별자치도 전주시 덕진구 백석남로 131, 전주 에코시티 데시앙 15BL 상가 상가동 112, 113호 (송천동2가)",55145.0,씨유 전주에코백석점,2026-03-03 18:05:22,I,2026-03-05 00:20:02,,,,지정,전북특별자치도 전주시 덕진구 송천동2가 1519 전주 에코시티 데시앙 15BL 상가 상가동 112호,20260303.0,20260202,관급봉투,,씨유전주에코백석점_전북특별자치도전주시덕진구송천동2가1519전주에코시티데시앙15BL상가상가동112호
3,쓰레기종량제봉투판매업,09_30_13_P,3940000,396010014202600005,2026-03-03,,1,영업/정상,11,영업,,,,,,,,경기도 고양시 일산동구 설문동 703 1층 101호,"경기도 고양시 일산동구 고봉로 795, 1층 101호 (설문동)",10245.0,지에스25고봉로드스타점,2026-03-03 17:24:31,I,2026-03-05 00:20:02,,181869.908262046,469300.860046272,지정,경기도 고양시 일산동구 설문동 703 1층 101호,20260303.0,20260303,관급봉투,,지에스25고봉로드스타점_경기도고양시일산동구설문동7031층101호
32,쓰레기종량제봉투판매업,09_30_13_P,4610000,461000014202600001,2026-02-06,,1,영업/정상,11,영업,,,,,,,,충청남도 예산군 예산읍 산성리 813,"충청남도 예산군 예산읍 역전로140번길 2, 1층",32429.0,씨유 예산산성서오점,2026-03-04 10:18:04,U,2026-03-06 02:40:00,,184764.404867831,354480.168468012,지정,충청남도 예산군 예산읍 산성리 813,20260206.0,20260206,관급봉투,,씨유예산산성서오점_충청남도예산군예산읍산성리813
31,쓰레기종량제봉투판매업,09_30_13_P,4610000,461000014202500013,2025-11-03,,1,영업/정상,11,영업,,,,,,,,충청남도 예산군 예산읍 관작리 330-1,충청남도 예산군 예산읍 신례원로 24,32423.0,씨스페이스 명지병원점,2026-03-04 10:18:31,U,2026-03-06 02:40:00,,185071.014504279,356973.745644227,지정,충청남도 예산군 예산읍 관작리 330-1,20251103.0,20251103,관급봉투,,씨스페이스명지병원점_충청남도예산군예산읍관작리330-1
33,쓰레기종량제봉투판매업,09_30_13_P,4610000,461000014202500012,2025-08-12,,1,영업/정상,11,영업,,,,,,,,충청남도 예산군 예산읍 신례원리 303-12,"충청남도 예산군 예산읍 신례원로 194-1, 1층",32421.0,만득이네마트,2026-03-04 10:16:33,U,2026-03-06 02:40:00,,186035.714817119,358319.767612058,지정,충청남도 예산군 예산읍 신례원리 303-12,20250812.0,20250812,관급봉투,,만득이네마트_충청남도예산군예산읍신례원리303-12
34,쓰레기종량제봉투판매업,09_30_13_P,4610000,461000014202500011,2025-07-24,,1,영업/정상,11,영업,,,,,,,,충청남도 예산군 덕산면 사동리 88-2,"충청남도 예산군 덕산면 온천단지3로 40, 1층",32406.0,씨유(CU)예산덕산스파점,2026-03-04 10:17:12,U,2026-03-06 02:40:00,,169276.344993108,354909.964678308,지정,충청남도 예산군 덕산면 사동리 88-2,20250724.0,20250724,관급봉투,,씨유(CU)예산덕산스파점_충청남도예산군덕산면사동리88-2
37,쓰레기종량제봉투판매업,09_30_13_P,4610000,461000014202500010,2025-07-17,,1,영업/정상,11,영업,,,,,,,,충청남도 예산군 삽교읍 목리 737 시현마을LH 1단지,"충청남도 예산군 삽교읍 충예로 258, S001동 1,2호 (시현마을LH 1단지)",32416.0,세븐일레븐 예산시현마을점,2026-03-04 10:16:54,U,2026-03-06 02:40:00,,171690.314377838,352515.184727432,지정,충청남도 예산군 삽교읍 목리 737 시현마을LH 1단지,20250717.0,20250717,관급봉투,,세븐일레븐예산시현마을점_충청남도예산군삽교읍목리737시현마을LH1단지
36,쓰레기종량제봉투판매업,09_30_13_P,4610000,461000014202500006,2025-05-16,,1,영업/정상,11,영업,,,,,,,,충청남도 예산군 광시면 하장대리 18-14,충청남도 예산군 광시면 예당로 146,32457.0,씨유 뉴예산광시점,2026-03-04 10:16:15,U,2026-03-06 02:40:00,,179817.648288986,338513.678574627,지정,충청남도 예산군 광시면 하장대리 18-14,20250516.0,20250516,관급봉투,,씨유뉴예산광시점_충청남도예산군광시면하장대리18-14
35,쓰레기종량제봉투판매업,09_30_13_P,4610000,461000014202500005,2025-05-07,,1,영업/정상,11,영업,,,,,,,,충청남도 예산군 예산읍 주교리 213-9,"충청남도 예산군 예산읍 아리랑로 10, 1층 102호",32431.0,예산홈 식자재마트,2026-03-04 10:15:48,U,2026-03-06 02:40:00,,184776.655166541,353871.202610213,지정,충청남도 예산군 예산읍 주교리 213-9,20250507.0,20250507,관급봉투,,예산홈식자재마트_충청남도예산군예산읍주교리213-9
9,쓰레기종량제봉투판매업,09_30_13_P,4641000,464100014202400063,2024-05-14,,3,폐업,2,폐업,2026-03-03,,,,,,,전북특별자치도 전주시 덕진구 송천동2가 1293-35 전주 에코시티 데시앙 15BL 상가,"전북특별자치도 전주시 덕진구 백석남로 131, 전주 에코시티 데시앙 15BL 상가 상가동 112호 (송천동2가)",55145.0,씨유 전주에코백석점,2026-03-03 17:00:00,U,2026-03-05 02:40:00,,211328.960638746,264497.419061997,종료,전북특별자치도 전주시 덕진구 송천동2가 1293-35 전주 에코시티 데시앙 15BL 상가,20240514.0,20240514,관급봉투,,씨유전주에코백석점_전북특별자치도전주시덕진구송천동2가1293-35전주에코시티데시앙15BL상가
10,쓰레기종량제봉투판매업,09_30_13_P,3130000,313000014202400001,2024-01-17,,3,폐업,2,폐업,2026-02-26,,,,,,,서울특별시 마포구 망원동 464-12 라비앙로즈,"서울특별시 마포구 방울내로9안길 104, 1층 (망원동, 라비앙로즈)",3955.0,지에스25망원라비앙점,2026-03-03 14:16:47,U,2026-03-05 02:40:00,,190901.774895161,450838.213703916,지정,서울특별시 마포구 망원동 464-12 라비앙로즈,20240117.0,20231220,관급봉투,,지에스25망원라비앙점_서울특별시마포구망원동464-12라비앙로즈
25,쓰레기종량제봉투판매업,09_30_13_P,4610000,461000014202300013,2023-08-18,,1,영업/정상,0,,,,,,,,,충청남도 예산군 삽교읍 목리 894-1 이지더원아파트,"충청남도 예산군 삽교읍 수암천로 11, 117동 B103,B104호 (이지더원아파트)",32416.0,지에스(GS)25 내포이지더원점,2026-03-04 10:17:40,U,2026-03-06 02:40:00,,170480.669069699,351364.336253667,지정,충청남도 예산군 삽교읍 목리 894-1 이지더원아파트,20230818.0,20230817,관급봉투,,지에스(GS)25내포이지더원점_충청남도예산군삽교읍목리894-1이지더원아파트
29,쓰레기종량제봉투판매업,09_30_13_P,4201000,420100014202200056,2022-10-13,,3,폐업,2,폐업,2026-03-04,,,,,,,강원특별자치도 강릉시 포남동 1169-4,강원특별자치도 강릉시 성덕포남로 168 (포남동),25571.0,CU 성덕포남로점,2026-03-04 09:38:25,U,2026-03-06 02:40:00,,368239.891350821,475575.304755873,종료,강원특별자치도 강릉시 포남동 1169-4,,20221007,관급봉투,,CU성덕포남로점_강원특별자치도강릉시포남동1169-4
39,쓰레기종량제봉투판매업,09_30_13_P,4830000,483000014202200019,2022-09-01,,1,영업/정상,11,영업,,,,,,,,전라남도 나주시 대호동 1029-1,"전라남도 나주시 대호길 91, 1층 (대호동)",58244.0,세븐일레븐 나주동신대점,2026-03-04 16:49:10,U,2026-03-06 02:40:00,,174038.036412147,171579.658699481,지정,전라남도 나주시 대호동 1029-1,20220901.0,20220830,관급봉투,,세븐일레븐나주동신대점_전라남도나주시대호동1029-1
8,쓰레기종량제봉투판매업,09_30_13_P,4191000,419100014202200025,2022-03-10,,1,영업/정상,11,영업,,,,,,,,강원특별자치도 원주시 단계동 146-1,강원특별자치도 원주시 원문로 116 (단계동),26408.0,씨유단계사거리점,2026-03-03 16:47:29,U,2026-03-05 02:40:00,,282740.062164869,428726.079730145,지정,강원특별자치도 원주시 단계동 146-1,20220310.0,20220310,관급봉투,,씨유단계사거리점_강원특별자치도원주시단계동146-1
55,쓰레기종량제봉투판매업,09_30_13_P,4490000,565000014202100099,2021-12-24,,1,영업/정상,11,영업,,,,,,,,"충청남도 천안시 동남구 신방동 1557 신방한성필하우스아파트 상가동 106,1호","충청남도 천안시 동남구 통정3로 68, 상가동 1층 106,107호 (신방동, 신방한성필하우스아파트)",31204.0,씨유천안신방한성필점,2026-03-05 13:07:19,U,2026-03-07 02:40:00,,211790.641127472,363888.103361847,지정,"충청남도 천안시 동남구 신방동 1557 신방한성필하우스아파트 상가동 106,107호",20211224.0,20211224,관급봉투,,"씨유천안신방한성필점_충청남도천안시동남구신방동1557신방한성필하우스아파트상가동106,1호"
57,쓰레기종량제봉투판매업,09_30_13_P,5230000,523000014202100005,2021-09-03,,1,영업/정상,11,영업,,,,,,,,경상북도 예천군 은풍면 은산리 81-3 은산슈퍼,"경상북도 예천군 은풍면 은풍로 387, 은산슈퍼",36804.0,마니 상회,2026-03-05 13:56:05,U,2026-03-07 02:40:00,,329590.648073761,364056.008930443,지정,경상북도 예천군 은풍면 은산리 81-3 은산슈퍼,20210903.0,20210902,관급봉투,,마니상회_경상북도예천군은풍면은산리81-3은산슈퍼
58,쓰레기종량제봉투판매업,09_30_13_P,3610000,361000014202100005,2021-03-23,,3,폐업,2,폐업,2026-03-05,,,,,,,광주광역시 남구 봉선동 490-1 금호타운 상가동 101호,"광주광역시 남구 봉선로 138, 금호타운 상가동 1층 101호 (봉선동)",61703.0,씨유 봉선금호2차점,2026-03-05 13:38:23,U,2026-03-07 02:40:00,,191665.578627197,180383.113623226,지정,광주광역시 남구 봉선동 490-1 금호타운 상가동 101호,20210323.0,20210323,관급봉투,,씨유봉선금호2차점_광주광역시남구봉선동490-1금호타운상가동101호
28,쓰레기종량제봉투판매업,09_30_13_P,4201000,420100014202100002,2021-01-17,,1,영업/정상,11,영업,,,,,,,,강원특별자치도 강릉시 포남동 1179-5,"강원특별자치도 강릉시 성덕포남로168번길 16, 1층 (포남동)",25571.0,씨유(CU)강릉포남로점,2026-03-04 18:38:35,U,2026-03-06 02:40:00,,368360.256105586,475652.731558538,지정,강원특별자치도 강릉시 포남동 1179-5,20210117.0,20210114,관급봉투,,씨유(CU)강릉포남로점_강원특별자치도강릉시포남동1179-5
15,쓰레기종량제봉투판매업,09_30_13_P,3940000,395000014202000091,2020-12-29,,1,영업/정상,11,영업,,,,,,,,경기도 고양시 덕양구 원흥동 727 휴로스센트럴302,"경기도 고양시 덕양구 서오릉로 644, 휴로스센트럴302 1층 106호 (원흥동)",10550.0,지에스25 고양삼송로점,2026-03-03 13:33:41,U,2026-03-05 02:40:00,,188652.402,459325.75,지정,경기도 고양시 덕양구 원흥동 727 휴로스센트럴302,20201229.0,20201229,관급봉투,,지에스25고양삼송로점_경기도고양시덕양구원흥동727휴로스센트럴302
12,쓰레기종량제봉투판매업,09_30_13_P,5470000,547000014202000017,2020-11-05,,1,영업/정상,11,영업,,,,,,,,경상남도 거창군 가조면 마상리 325-3 황금마트,"경상남도 거창군 가조면 가조가야로 1104, 황금마트",50118.0,GS25 거창가조점,2026-03-03 12:45:59,U,2026-03-05 02:40:00,,291823.97431915,246048.578897008,지정,경상남도 거창군 가조면 석강3길 181,20241029.0,20241029,관급봉투,,GS25거창가조점_경상남도거창군가조면마상리325-3황금마트
11,쓰레기종량제봉투판매업,09_30_13_P,5230000,523000014202000019,2020-08-24,,3,폐업,2,폐업,2026-02-27,,,,,,,경상북도 예천군 예천읍 남본리 88-7 현대전기,"경상북도 예천군 예천읍 양궁로 42, 1층",36829.0,세븐일레븐 예천양궁로점,2026-03-03 13:07:46,U,2026-03-05 02:40:00,,330498.748940111,350712.304904559,지정,경상북도 예천군 예천읍 남본리 88-7,20200824.0,20200824,관급봉투,,세븐일레븐예천양궁로점_경상북도예천군예천읍남본리88-7현대전기
27,쓰레기종량제봉투판매업,09_30_13_P,3990000,399000014202000061,2020-08-24,,1,영업/정상,11,영업,,,,,,,,경기도 남양주시 진접읍 장현리 677-3 주공아파트 에이동 130호,"경기도 남양주시 진접읍 봉현로 2, 주공아파트 에이동 103호",12016.0,씨유 뉴장현주공점,2026-03-04 16:46:46,U,2026-03-06 02:40:00,,215997.419464764,468055.991113349,지정,경기도 남양주시 진접읍 장현리 677-3 주공아파트 에이동 130호,20200824.0,20260304,관급봉투,,씨유뉴장현주공점_경기도남양주시진접읍장현리677-3주공아파트에이동130호
