"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","테마파크업(기타)","03_07_08_P","4550000","CDFI5272002015000001","2015-07-30","","03","폐업","03","폐업","2023-07-01","","","","","","312-944","충청남도 금산군 추부면 성당리 2-2","충청남도 금산군 추부면 성당로 247","32710","서대산드림테마파크(","2026-01-30 18:17:49","U","2026-02-04 11:04:37","","247966.691891675","303872.351387465","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"12","테마파크업(기타)","03_07_08_P","4090000","CDFI5272002019000004","2019-05-08","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 구래동 6882-6","경기도 김포시 김포한강9로 95, 센터프라자 309-312호 (구래동)","10071","아이존팝 김포구래점","2026-01-30 13:37:39","U","2026-02-04 11:04:37","","166886.209371857","460375.302752138","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"13","테마파크업(기타)","03_07_08_P","4701000","CDFI5272002017000002","2017-02-27","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 남원시 조산동 24","전북특별자치도 남원시 조산길 21-1 (조산동)","55766","키즈카페 오드리베베","2026-01-30 16:54:01","U","2026-02-04 11:04:37","","233784.977627917","211158.290908567","신고테마파크업","","일반주거지역","2","주택가주변","","","근린생활시설","2","0","0","0","","","0","0","","0","0","","0","269.3","","1","","","","","","","0","","","","269",
"14","테마파크업(기타)","03_07_08_P","3990000","CDFI5272002023000005","2023-06-05","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 별내동 1008-2","경기도 남양주시 별내2로 74, JS 타워 7층 703-704호 (별내동)","12113","점핑몬스터 별내점","2026-01-30 10:18:43","U","2026-02-04 11:04:37","","211009.086231663","460510.854970838","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"15","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002025000003","2025-10-17","","01","영업/정상","13","영업중","","","","","032-320-7806","","","경기도 부천시 원미구 중동 1140 LOTTE백화점","경기도 부천시 원미구 길주로 300, LOTTE백화점 10층 (중동)","14548","메타시티 롯데중동점","2026-01-30 11:41:27","U","2026-02-04 11:04:37","","180053.344972882","444507.865626959","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"16","테마파크업(기타)","03_07_08_P","3990000","CDFI5272002020000002","2020-11-05","","01","영업/정상","13","영업중","","","","","031-554-0150","","","경기도 남양주시 다산동 6141 현대프리미엄아울렛","경기도 남양주시 다산순환로 50, 현대프리미엄아울렛 3층 (다산동)","12248","(주)바운스 트램폴린파크 남양주현대아울렛센터","2026-01-30 10:38:48","U","2026-02-04 11:04:37","","213414.26557821","457095.530042213","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","477.02","","0","","","","","","","0","","","","477",
"17","테마파크업(기타)","03_07_08_P","3230000","CDFI5272002022000002","2022-09-26","","03","폐업","03","폐업","2025-01-28","","","","","","","서울특별시 송파구 방이동 89-11 올림픽프라자","서울특별시 송파구 양재대로 1222, 올림픽프라자 1층 (방이동)","05648","올림픽팡팡","2026-01-30 10:15:48","U","2026-02-04 11:04:37","","211619.368009793","445963.384875409","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","500","확인검사 대상 1종(유기기구명 미니에어바운스)/ 야외시설","0","","","","","","","0","","","","500",
"18","테마파크업(기타)","03_07_08_P","3700000","CDFI5272002025000001","2025-04-10","","01","영업/정상","13","영업중","","","","","052-229-4711","","","울산광역시 남구 신정동 1888 박물관","울산광역시 남구 두왕로 277, 박물관 1층 (신정동)","44668","울산박물관 울산 라이징 포트","2026-01-30 08:56:11","U","2026-02-04 11:04:37","","409364.551875279","227726.599479594","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"19","테마파크업(기타)","03_07_08_P","5590000","CDFI5272002023000011","2023-12-06","","01","영업/정상","13","영업중","","","","","","","","경기도 양주시 삼숭동 202-35 양주프라자3","경기도 양주시 삼숭로38번길 102, 양주프라자3 5006, 5007, 5008호 (삼숭동)","11487","애들아놀자","2026-01-30 13:43:18","U","2026-02-04 11:04:37","","209320.193797008","477044.749621061","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","트램폴린(유아), 트램폴린(어린이)","0","","","","","","","0","","","","0",
"20","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002016000009","2016-06-07","","01","영업/정상","13","영업중","","","","","032-624-8051,","","","경기도 부천시 원미구 상동 539-1 4층호","경기도 부천시 원미구 송내대로 239, 4층 (상동, 부천터미널소풍)","14545","(주)이키즈랜드 코코몽키즈랜드 부천점","2026-01-30 13:52:39","U","2026-02-04 11:04:37","","178411.442079953","444684.405331659","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","1221","붕붕뜀틀 1대(12.2㎡), 코인라이더 2대, 망치치기 1대, 미니농구 1대, 공쏘기 1대, 플레이스페이스 1대","7","","","","","","","0","","","","1221",
"21","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002017000002","2017-03-17","","01","영업/정상","13","영업중","","","","","032-320-7683","","","경기도 부천시 원미구 중동 1140 롯데백화점중동점 8층","경기도 부천시 원미구 길주로 300, 8층 (중동, 롯데백화점중동점)","14548","타요키즈카페 롯데백화점중동점","2026-01-30 13:46:41","U","2026-02-04 11:04:37","","180053.344972882","444507.865626959","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","390","미니모험놀이1,붕붕뜀틀2,배터리카","3","","","","","","","0","","","","390",
"22","테마파크업(기타)","03_07_08_P","3160000","CDFI5272002023000004","2023-12-29","","01","영업/정상","13","영업중","","","","","02-2688-3330","","","서울특별시 구로구 고척동 73-3 일이삼전자타운","서울특별시 구로구 경인로 393-7, 일이삼전자타운 2동 지하1층 B1~125호 (고척동)","08227","라온아띠 유한회사 (월드킹키즈카페)구로점","2026-01-30 08:39:38","U","2026-02-04 11:04:37","","187826.698183821","443925.52468616","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"23","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002018000006","2018-08-13","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 상동 538-4 상록그린힐빌딩","경기도 부천시 원미구 길주로 137, 상록그린힐빌딩 201 일부, 205호 (상동)","14542","아띠앙쥬 부천상동점","2026-01-30 13:28:23","U","2026-02-04 11:04:37","","178504.051740812","444903.471908214","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","456","어린이용 붕붕뜀틀1, 유아용 붕붕뜀틀1, 미니기차1","3","","","","","","","0","","","","456",
"24","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002018000009","2018-12-22","","01","영업/정상","13","영업중","","","","","02-333-8334","","","경기도 부천시 원미구 심곡동 383-1 시네마존","경기도 부천시 원미구 부일로 460, 시네마존 106, 202, 203호 (심곡동)","14637","짱오락실","2026-01-30 13:44:40","U","2026-02-04 11:04:37","","180574.451082211","442653.495599673","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","487","코코짱15개,미니크레인6개","0","","","","","","","0","","","","487",
"25","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002019000002","2019-01-30","","01","영업/정상","13","영업중","","","","","032-310-8141","","","경기도 부천시 원미구 상동 572-1 부천체육문화센터","경기도 부천시 원미구 조마루로 2, 부천체육문화센터 (상동)","14592","웅진플레이도시 게임존","2026-01-30 13:55:00","U","2026-02-04 11:04:37","","177375.852950927","444220.013600334","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","116.45","","0","","","","","","","0","","","","116",
"26","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002019000005","2019-06-17","","01","영업/정상","13","영업중","","","","","032-328-0020","","","경기도 부천시 원미구 상동 572-1 부천체육문화센터","경기도 부천시 원미구 조마루로 2, 부천체육문화센터 1층 (상동)","14592","웅진씽크빅 키즈빌리지","2026-01-30 13:29:08","U","2026-02-04 11:04:37","","177375.852950927","444220.013600334","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","1308.76","미니에어바운스","1","","","","","","","0","","","","1309",
"27","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002019000007","2019-07-18","","01","영업/정상","13","영업중","","","","","032-322-7760","","","경기도 부천시 원미구 상동 572-1 웅진플레이도시","경기도 부천시 원미구 조마루로 2, 웅진플레이도시 2층 (상동)","14592","볼베어파크","2026-01-30 13:31:54","U","2026-02-04 11:04:37","","177375.852950927","444220.013600334","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","10703","에어바운스 1개, 영상모험관 7대, 미니기차 1대, 비트앤덩크, 스피드하키, 미니라이더 2대,회전목마","0","","","","","","","0","","","","10703",
"28","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002019000008","2019-07-18","","01","영업/정상","13","영업중","","","","","032-325-2878","","","경기도 부천시 원미구 상동 572-1 부천체육문화센터","경기도 부천시 원미구 조마루로 2, 부천체육문화센터 (상동)","14592","러쉬","2026-01-30 13:33:46","U","2026-02-04 11:04:37","","177375.852950927","444220.013600334","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","661","트램폴린1(281㎡),트램폴린2(178㎡),트램폴린3(33㎡),트램폴린4(24㎡),망치치기,오토바이,회전형라이더","7","","","","","","","0","","","","661",
"29","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002019000016","2019-11-22","","01","영업/정상","13","영업중","","","","","070-8880-1230","","","경기도 부천시 원미구 상동 544-4 가나베스트타운 쓰리 B04호","경기도 부천시 원미구 상동로 87, 가나베스트타운 쓰리 지하1층 B04호 (상동)","14544","점핑몬스터 부천점","2026-01-30 13:34:48","U","2026-02-04 11:04:37","","178038.654941912","444806.206937757","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","1188","붕붕뜀틀, 미니농구1대, 오토바이타기1대, 뮤직댄스1대, 건슈팅1대, 에어하키1대","0","","","","","","","0","","","","1188",
"30","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002019000017","2019-11-26","","01","영업/정상","13","영업중","","","","","031-791-6817","","","경기도 부천시 원미구 상동 540-1 삼성홈플러스상동점","경기도 부천시 원미구 길주로 118, 삼성홈플러스상동점 1~3층 (상동)","14545","(주)키즈맥스 (상동점)","2026-01-30 13:35:24","U","2026-02-04 11:04:37","","178267.428293028","444706.144749999","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","15","코인라이더 6대(1층5m₂,2층5m₂,3층5m₂)","0","","","","","","","0","","","","15",
"31","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002020000003","2020-10-29","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 역곡동 35","경기도 부천시 원미구 지봉로 46, 백호빌딩 3층 (역곡동)","14672","대산(키즈카페 놀자)","2026-01-30 13:55:38","U","2026-02-04 11:04:37","","182683.752637833","442643.983702026","신고테마파크업","","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","247.95","트램폴린2대","0","","","","","","","0","","","","248",
"32","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002021000002","2021-04-18","","01","영업/정상","13","영업중","","","","","032-716-6442","","","경기도 부천시 원미구 약대동 193 부천 테크노파크","경기도 부천시 원미구 평천로 655, 부천 테크노파크 401동 2층 일부호 (약대동)","14502","부천로보파크","2026-01-30 13:32:34","U","2026-02-04 11:04:37","","179079.528992073","446094.040175903","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","39441","","0","Y","","","","","","0","","","","39441",
"33","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002022000002","2022-05-23","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 중동 1166 현대프라자","경기도 부천시 원미구 석천로183번길 43, 현대프라자 101~103호 (중동)","14546","보물찾기(중동점)","2026-01-30 13:36:09","U","2026-02-04 11:04:37","","178732.317087377","444674.229005299","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","82","망치치기 1대, 미니농구 2대, 에어하키 1대, 공차기 1대, 펀치 1대, 펀치 1대","6","","","","","","","0","","","","82",
"34","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002022000004","2022-10-11","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 중동 1133-13 금강5차프라자","경기도 부천시 원미구 소향로 248, 금강5차프라자 105, 110호 (중동)","14580","보물찾기(신중동점)","2026-01-30 13:36:33","U","2026-02-04 11:04:37","","180085.977158059","444246.715697738","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","69","노래하는두더지, 비트앤덩크2대,캐논슈터,드래곤펀치,데스페라도,스피드하키","7","","","","","","","0","","","","69",
"35","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002023000002","2023-01-20","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 중동 1112 위브더스테이트","경기도 부천시 원미구 신흥로 150-1, 위브더스테이트 지하1호 (중동)","14574","플레이월드 부천키즈카페","2026-01-30 11:42:37","U","2026-02-04 11:04:37","","180380.045289997","443940.983134738","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","2772","붕붕뜀틀, 범퍼카, 코인라이더2대, 회전놀이기구, 팜트리2대","7","","","","","","","0","","","","2772",
"36","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002023000003","2023-06-29","","01","영업/정상","13","영업중","","","","","0323251333","","","경기도 부천시 원미구 상동 535-5 드림모아","경기도 부천시 원미구 길주로 105, 드림모아 4층 (상동)","14542","월드킹부천점","2026-01-30 13:43:08","U","2026-02-04 11:04:37","","178164.089422238","444938.813535045","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","254.12","","0","","","","","","","0","","","","254",
"37","테마파크업(기타)","03_07_08_P","5380000","CDFI5272002024000011","2024-12-03","","03","폐업","03","폐업","2026-01-29","","","","","","","경상남도 양산시 소주동 1169-9","경상남도 양산시 백동길 128 (소주동)","50517","(주)백동소풍가는길","2026-01-29 10:58:56","U","2026-02-04 11:04:37","","394713.801781313","213765.091119029","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"38","테마파크업(기타)","03_07_08_P","4540000","CDFI5272002026000001","2026-02-03","","01","영업/정상","13","영업중","","","","","041-735-0953","","","충청남도 논산시 반월동 66-1 논산타워","충청남도 논산시 중앙로 464, 논산타워 지하 1층 103호 (반월동)","32969","(주)논산NS멀티스포츠존","2026-02-03 14:58:35","I","2026-02-06 00:20:02","","207616.421564919","300437.62989623","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","2","","","","","","","0","","","","0",
"39","테마파크업(기타)","03_07_08_P","3820000","CDFI5272002026000002","2026-02-04","","01","영업/정상","13","영업중","","","","","02-333-8334","","","경기도 의정부시 의정부동 196-1","경기도 의정부시 호국로1298번길 72 (의정부동)","11695","짱오락실 의정부점","2026-02-04 17:37:17","I","2026-02-06 00:20:02","","204184.590014759","470871.13951162","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"40","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000019","2022-04-21","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 설운동 538-29","경기도 포천시 해룡로 50-109 (설운동)","11160","세븐블럭 트램펄린","2026-02-04 18:45:04","U","2026-02-06 02:40:00","","212014.748240441","484226.92463442","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"41","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002023000005","2023-07-10","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 이동면 도평리 281-20","경기도 포천시 이동면 화동로 2316","11110","도마치캠핑장 붕붕뜀틀","2026-02-04 18:29:13","U","2026-02-06 02:40:00","","233599.954880221","505264.440448321","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"42","테마파크업(기타)","03_07_08_P","5530000","CDFI5272002023000007","2023-07-19","","03","폐업","03","폐업","2026-01-30","","","","","","","경기도 화성시 효행구 정남면 보통리 765-1","경기도 화성시 효행구 정남면 보통내길253번길 110","18516","프라이빗 감성캠핑 스튜디오","2026-02-03 10:54:32","U","2026-02-06 02:40:00","","196086.054466717","410372.986447853","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"43","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002023000006","2023-07-24","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 영중면 성동리 339-1","경기도 포천시 영중면 호국로3296번길 31-46","11127","레이크문캠핑장 미니워터에어바운스","2026-02-04 18:32:29","U","2026-02-06 02:40:00","","223248.637556276","503461.851526315","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"44","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002023000002","2023-06-14","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 일동면 화대리 94-2","경기도 포천시 일동면 무리울길 40","11118","하솜캠프 붕붕뜀틀","2026-02-04 18:46:42","U","2026-02-06 02:40:00","","229463.548591163","495006.650195231","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"45","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002023000003","2023-06-23","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 화현면 명덕리 364-1","경기도 포천시 화현면 봉화로 447","11125","꿈드림관광농원 붕붕뜀틀","2026-02-04 18:28:21","U","2026-02-06 02:40:00","","224414.945740287","487292.060704643","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"46","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002023000004","2023-06-23","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 화현면 명덕리 10-17","경기도 포천시 화현면 봉화로 400-150","11125","캠핑플래닛 붕붕뜀틀","2026-02-04 18:47:16","U","2026-02-06 02:40:00","","225062.446521456","487270.487372893","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"47","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000018","2022-03-24","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 군내면 직두리 217","경기도 포천시 군내면 청군로2985번길 50-29","11155","수원산 오토캠핑장 트램펄린","2026-02-04 18:37:06","U","2026-02-06 02:40:00","","221010.266477472","484473.699838625","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"48","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002008000001","2008-06-25","","01","영업/정상","13","영업중","","","","","","","487-821","경기도 포천시 소흘읍 무림리 42","경기도 포천시 소흘읍 광릉수목원로 967","","아프리카랜드","2026-02-04 18:22:29","U","2026-02-06 02:40:00","","212272.05839325","474793.009730547","신고테마파크업","테마파크업","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","390","","0","","","","","","","0","","","","390",
"49","테마파크업(기타)","03_07_08_P","5570000","CDFI5272002019000001","2019-06-24","","01","영업/정상","13","영업중","","","","","043-835-4580","","","충청북도 증평군 증평읍 율리 산 61-33","충청북도 증평군 증평읍 솟점말길 104, 1층","27912","가상증강현실 종합전시체험장","2026-02-03 14:29:16","U","2026-02-06 02:40:00","","258054.90152908","356272.334314417","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"50","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002019000001","2019-09-04","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 소흘읍 이곡리 479-8","경기도 포천시 소흘읍 광릉수목원로874번길 5","11187","해오름캠핑장","2026-02-04 18:39:03","U","2026-02-06 02:40:00","","212818.326796592","475034.75366921","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"51","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000003","2022-02-17","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 영북면 대회산리 120","경기도 포천시 영북면 대회산길 79-89","11108","대회산캠핑장","2026-02-04 18:49:36","U","2026-02-06 02:40:00","","220980.868716898","507193.226234652","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
