"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업종구분명","관리업구분명","자본금","자산","보수범위","유지관리책임인력수","실무기술인력수","설계책임기술인력수","제조책임기술인력수","임원수","총직원수","기술직직원수","기능직직원수","사무직직원수","기타직원수","회사구분명","사업자등록번호",
"11","승강기유지관리업체","11_48_01_P","6310000","631000000022","2009-11-10","","01","영업/정상","1","인허가","","","","","0522611588","","","울산광역시 남구 삼산동 1602-1 은산빌딩 303호","울산광역시 남구 화합로120번길 8, 은산빌딩 303호 (삼산동)","44717","(주)효성엘리베이터","2026-04-02 10:44:46","U","2026-04-04 02:40:00","","412384.751493114","228704.475518456","유지관리","중저속승강기","100000000","","720","1","","","","","8","","","","","본점","6208134813",
"12","승강기유지관리업체","11_48_01_P","6110000","611000000036","1993-01-19","","01","영업/정상","1","인허가","","","","","029332354","","","서울특별시 도봉구 방학동 705번지 17호 퍼스티안 206호","서울특별시 도봉구 도봉로150가길 27, 2층 206호 (방학동,퍼스티안)","01333","한양엘리베이터(주)","2026-04-02 09:55:51","U","2026-04-04 02:40:00","","203802.902569945","462787.189725519","유지관리","중저속승강기","100000000","","3,000","3","0","","","","0","","","","","본점","2178114116",
"13","승강기유지관리업체","11_48_01_P","6460000","480000000004","2014-08-18","","01","영업/정상","1","인허가","","","","","0612427372","","58737","","전라남도 목포시 삼학로231번길 22 (산정동)","58737","(유)한성엘시티엘리베이터","2026-04-02 00:00:00","U","2026-04-04 02:40:00","","","","유지관리","중저속승강기","300","","1600","2","","","","","","","","","","본점","4118164538",
"14","승강기유지관리업체","11_48_01_P","6460000","480000000001","2014-05-20","","01","영업/정상","1","인허가","","","","","0612846504","","530-826","전라남도 목포시 상동 908번지 6호","전라남도 목포시 백년대로273번길 11-1 (상동)","530-826","(유)청호엘리베이터","2026-04-02 00:00:00","U","2026-04-04 02:40:00","","","","유지관리","중저속승강기","105","105","1000","1","0","","","","","","","","","본점","4118130703",
"15","승강기유지관리업체","11_48_01_P","6500000","651000000015","2021-04-27","","01","영업/정상","1","인허가","","","","","","","63206","제주특별자치도 제주시 이도이동 1020-13","제주특별자치도 제주시 연삼로 377, 3층 (이도이동)","63206","(주)유디","2026-04-02 00:00:00","U","2026-04-04 02:40:00","","","","유지관리","고속승강기,중저속승강기","200","","1400","4","","","","","","","","","","본점","6768102328",
"16","승강기유지관리업체","11_48_01_P","6410000","553023200001","2007-08-10","","01","영업/정상","1","인허가","","","","","031 366 1537","","","경기도 화성시 만세구 향남읍 구문천리 929번지 19호","경기도 화성시 만세구 향남읍 발안공단로 167","","(주)신일승강기","2026-04-02 00:00:00","U","2026-04-04 02:40:00","","","","유지관리","중저속승강기","100","","2600","2","3","","","","","","","","","본점","1248657900",
"17","승강기유지관리업체","11_48_01_P","6410000","394000000007","2014-08-13","","01","영업/정상","1","인허가","","","","","0319174796","","10437","경기도 고양시 덕양구 토당동 672번지 10호","경기도 고양시 덕양구 호수로71번길 70 (토당동)","10437","신한엘리베이터 주식회사","2026-04-02 00:00:00","U","2026-04-04 02:40:00","","","","유지관리","중저속승강기","300","","1890","1","","","","","","","","","","본점","1178124600",
"18","승강기유지관리업체","11_48_01_P","6410000","394000000005","1998-10-20","","01","영업/정상","1","인허가","","","","","0319056870","","","경기도 고양시 일산동구 백석동 1141번지 1호","경기도 고양시 일산동구 일산로 138, 공장동 910호 (백석동)","","경기엘리베이터(주)","2026-04-02 00:00:00","U","2026-04-04 02:40:00","","","","유지관리","중저속승강기","500","0","3300","4","0","","","","","","","","","본점","1288139194",
"19","승강기유지관리업체","11_48_01_P","6110000","611000000514","2020-12-30","","01","영업/정상","1","인허가","","","","","0216616112","","","서울특별시 강동구 성내동 551-1 삼원타워 0호","서울특별시 강동구 성내로6길 11, 삼원타워 2층(성내동)","05399","오티스서비스엑스퍼트 유한회사","2026-04-02 14:04:27","U","2026-04-04 02:40:00","","210820.576958193","447428.794609384","유지관리","고속승강기,중저속승강기","500000000","","0","25","","","","","0","","","","","본점","8358701968",
"20","승강기유지관리업체","11_48_01_P","6410000","394000000006","2014-08-13","","01","영업/정상","1","인허가","","","","","031 932 1755","","","경기도 고양시 일산서구 덕이동 1047번지 1호 백송프라자 210,1호","경기도 고양시 일산서구 덕이로 212, 백송프라자 2층 210,211호 (덕이동)","","동성엘리베이터","2026-04-02 00:00:00","U","2026-04-04 02:40:00","","","","유지관리","중저속승강기","152","0","1700","2","","","","","","","","","","본점","1280983995",
"21","승강기유지관리업체","11_48_01_P","6410000","394000000015","2021-01-25","","01","영업/정상","1","인허가","","","","","031 7788417","","10550","경기도 고양시 덕양구 원흥동 705 고양 원흥 한일윈스타 지식산업센터 205호","경기도 고양시 덕양구 삼원로 73, 고양 원흥 한일윈스타 지식산업센터 2층 205호 (원흥동)","10550","주식회사 한승이엘","2026-04-02 00:00:00","U","2026-04-04 02:40:00","","","","유지관리","중저속승강기","100","","1530","2","","","","","","","","","","본점","5248101988",
"22","승강기유지관리업체","11_48_01_P","6440000","644000000012","1999-01-12","","01","영업/정상","1","인허가","","","","","0415752137","","","충청남도 천안시 동남구 신방동 1062번지","충청남도 천안시 동남구 통정1로 48-7, 2층 (신방동)","31204","동양승강기(주)","2026-04-03 14:58:24","U","2026-04-05 02:40:00","","211582.792791595","364092.440859298","유지관리","중저속승강기","200000000","462000000","1,260","2","0","","","","14","24","","4","","본점","3128132331",
"23","승강기유지관리업체","11_48_01_P","6410000","554000000004","2022-02-07","","01","영업/정상","1","인허가","","","","","0317979116","","","경기도 광주시 초월읍 대쌍령리 496 쌍용 더 플래티넘 광주","경기도 광주시 초월읍 경충대로1284번길 36, 쌍용 더 플래티넘 광주 상가동 118호호","","주식회사 대현엘리베이터","2026-04-03 00:00:00","U","2026-04-05 02:40:00","","","","유지관리","중저속승강기","100","","800","1","","","","","","","","","","본점","6918702275",
"24","승강기유지관리업체","11_48_01_P","6310000","631000000024","2014-10-10","","01","영업/정상","1","인허가","","","","","0522498004","","","울산광역시 남구 무거동 1444-14","울산광역시 남구 삼호로 33 (무거동)","44635","동양텍엘리베이터주식회사","2026-04-03 10:21:42","U","2026-04-05 02:40:00","","405592.642688959","230155.440438186","유지관리","중저속승강기","200000000","","1,300","2","","","","","13","","","","","본점","6208154876",
"25","승강기유지관리업체","11_48_01_P","6410000","386000000011","2014-08-21","","01","영업/정상","1","인허가","","","","","032 663 9411","","420-021","경기도 부천시 원미구 중동 775번지 21호","경기도 부천시 원미구 장말로 241, 4층 (중동)","420-021","세원엘리베이터(주)","2026-04-03 00:00:00","U","2026-04-05 02:40:00","","","","유지관리","중저속승강기","200","","900","1","0","","","","","","","","","본점","1308155635",
"26","승강기유지관리업체","11_48_01_P","6260000","626000000069","1997-11-11","","01","영업/정상","1","인허가","","","","","0513043204","","","부산광역시 남구 용당동 568-30 101호","부산광역시 남구 유엔평화로143번길 10-15, 101호(용당동)","48531","삼보엘리베이터(주)","2026-04-03 16:01:09","U","2026-04-05 02:40:00","","391163.937242877","182506.651757674","유지관리","중저속승강기","210000000","200000000","800","1","0","","","","8","","10","3","","본점","6068116217",
"27","승강기유지관리업체","11_48_01_P","6260000","626000000121","2005-07-28","","01","영업/정상","1","인허가","","","","","0517470306","","","부산광역시 부산진구 가야동 60-55","부산광역시 부산진구 가야대로557번길 12, 2층 (가야동)","47271","신한엘리베이터(주)","2026-04-03 11:07:30","U","2026-04-05 02:40:00","","385173.011612703","185860.620571963","유지관리","중저속승강기","100000000","130000000","1,100","1","0","","","","8","4","3","1","","본점","6178156785",
"28","승강기유지관리업체","11_48_01_P","6280000","628000000140","2023-12-27","","01","영업/정상","1","인허가","","","","","0325834119","","22829","인천광역시 서구 가좌동 541-3","인천광역시 서구 가재울로 45, 10동 (가좌동)","22829","성원엘리베이터(주)","2026-04-03 16:46:25","U","2026-04-05 02:40:00","","171572.902811695","442055.563286344","유지관리","중저속승강기","500000000","","450","2","","","","","5","","","","","본점","1718100668",
"29","승강기유지관리업체","11_48_01_P","5690000","2021569027633500001","2021-01-06","","01","영업/정상","01","영업중","","","","","044-866-0635","","","세종특별자치시 소담동 572 아이콤스타시티타워","세종특별자치시 소담로 93, 아이콤스타시티타워 1동 6층 605호 (소담동)","30150","주식회사 우리엘리베이터","2026-04-05 21:33:34","U","2026-04-07 02:40:00","","226939.32750729","331677.529919566","유지관리","중저속승강기","100","","720","1","7","","","","","","","","","본점","7088101951",
