"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자본금","거래처",
"11","석유판매업","09_28_08_P","5600000","2018560013401500002","2018-08-01","","01","영업/정상","06","휴지사업재개","","2019-10-01","2020-03-13","2020-03-13","031 542 5182","1500","","경기도 포천시 가산면 정교리 12-8","경기도 포천시 가산면 부흥로 656","11167","(주)오일파워","2026-02-02 17:51:41","U","2026-02-04 02:40:00","주유소","216176.746096057","478467.168191389","","",
"12","석유판매업","09_28_08_P","5540000","2005554006301500002","2005-01-12","","01","영업/정상","01","신규등록","","","","","031-797-9260","1078","","경기도 광주시 도척면 진우리 384-1","경기도 광주시 도척면 도척로 373","","(주)하이테크산업 신정주유소","2026-02-02 13:08:08","U","2026-02-04 02:40:00","주유소","229748.720933831","424223.517528032","","",
"13","석유판매업","09_28_08_P","4641000","1994464009401500108","1994-12-29","","01","영업/정상","01","신규등록","","","","","063 283 4171","766","","전북특별자치도 전주시 완산구 중노송동 253-54 외2필지","전북특별자치도 전주시 완산구 아중로 55 (중노송동)","","(주)도시공간개발 노송주유소(지점)","2026-02-02 14:56:05","U","2026-02-04 02:40:00","주유소","214064.095124513","258143.360012467","","",
"14","석유판매업","09_28_08_P","5400000","1992540000901500024","1992-04-18","","02","휴업","05","사업휴지","","2025-02-06","2026-06-30","","","1159","","경상남도 함안군 칠원읍 용산리 878-1","경상남도 함안군 칠원읍 원서로 218","","미연주유소","2026-02-02 17:52:14","U","2026-02-04 02:40:00","주유소","336452.761663975","201070.611602072","","",
"15","석유판매업","09_28_08_P","5450000","1994545000901500002","1994-09-12","","01","영업/정상","01","신규등록","","","","","055 9728200","355","","경상남도 산청군 삼장면 평촌리 61-1","경상남도 산청군 삼장면 평촌유평로 4","","대원주유소","2026-02-02 17:40:24","U","2026-02-04 02:40:00","주유소","276203.682411252","204990.563236896","","",
"16","석유판매업","09_28_08_P","4430000","1999443003601500001","1999-03-12","","01","영업/정상","06","휴지사업재개","","","","2021-12-16","043 0000000","2519","","충청북도 옥천군 옥천읍 매화리 248-1","충청북도 옥천군 옥천읍 서대구일로 265-19","","주식회사 나이스디앤에스 옥천(부산방향)주유소","2026-02-02 14:49:38","U","2026-02-04 02:40:00","주유소","253358.242413562","310949.121454792","","",
"17","석유판매업","09_28_08_P","4430000","1976443003601500004","1976-05-07","","01","영업/정상","01","신규등록","","","","","043 7312233","","","충청북도 옥천군 동이면 조령리 568-3","충청북도 옥천군 동이면 금강로 596","","(주)나이스디앤에스 금강(부산방향)주유소","2026-02-02 14:48:46","U","2026-02-04 02:40:00","주유소","260313.778615609","308899.168318192","","",
"18","석유판매업","09_28_08_P","5600000","2007560004501500018","2007-10-30","","01","영업/정상","06","휴지사업재개","","","","2025-01-30","031 534 5151","989","","경기도 포천시 신읍동 424-3","경기도 포천시 왕방로 60 (신읍동)","","포천제일주유소","2026-02-02 17:52:16","U","2026-02-04 02:40:00","주유소","216606.754042359","487459.454618259","","",
"19","석유판매업","09_28_08_P","4540000","2007454012501500002","2007-06-01","","01","영업/정상","07","영업개시","","","","","041 7337774","482","","충청남도 논산시 부창동 143-1","충청남도 논산시 계백로 896 (부창동)","","명품셀프주유소","2026-01-30 11:37:12","U","2026-02-04 11:04:37","주유소","207143.57378155","299557.853328832","","",
"20","석유판매업","09_28_08_P","4500000","1990450016101500001","1990-09-18","","03","폐업","03","폐지","2026-01-30","","","","041 852 3094","1400","","충청남도 공주시 의당면 송학리 66-1","충청남도 공주시 의당면 의당전의로 677","","송학주유소","2026-01-30 10:03:42","U","2026-02-04 11:04:37","주유소","","","","",
"21","석유판매업","09_28_08_P","4490000","1991449013101500068","2007-06-27","","01","영업/정상","07","영업개시","","","","","041-552-6294","1420","","충청남도 천안시 동남구 수신면 해정리 152-1","충청남도 천안시 동남구 수신면 수신로 290","","수신주유소","2026-01-30 16:33:08","U","2026-02-04 11:04:37","주유소","224709.707164003","357514.009860786","","",
"22","석유판매업","09_28_08_P","4490000","2008565000501500001","2008-07-03","","01","영업/정상","07","영업개시","","","","","041-622-5159","","","충청남도 천안시 동남구 목천읍 신계리 88-37","충청남도 천안시 동남구 목천읍 남부대로 950","","EM톨게이트주유소","2026-01-30 16:29:49","U","2026-02-04 11:04:37","주유소","219607.386501319","363619.769312449","","",
"23","석유판매업","09_28_08_P","4490000","1985449013101500049","1985-10-19","","01","영업/정상","07","영업개시","","","","","041-522-2051","1487","","충청남도 천안시 동남구 북면 연춘리 174-10","충청남도 천안시 동남구 북면 충절로 1284","","(주)우리나라주유소","2026-01-30 16:30:22","U","2026-02-04 11:04:37","주유소","222213.043767205","363214.086251872","","",
"24","석유판매업","09_28_08_P","4060000","2015406029201500001","2015-02-06","","01","영업/정상","07","영업개시","","","","","031 9415181","4229","","경기도 파주시 동패동 20-1","경기도 파주시 미래로 292 (동패동)","","삼미상사(주) 미래로SELF주유소","2026-01-30 13:21:20","U","2026-02-04 11:04:37","주유소","177590.519184902","466918.747986097","","",
"25","석유판매업","09_28_08_P","5600000","2016560013401500002","2016-09-02","","01","영업/정상","07","영업개시","","","","","","1326","","경기도 포천시 내촌면 음현리 521-5","경기도 포천시 내촌면 금강로 2022","","삼미상사㈜내촌IC셀프주유소","2026-01-30 10:53:32","U","2026-02-04 11:04:37","주유소","219519.587514647","473094.630610784","","",
"26","석유판매업","09_28_08_P","3450000","1999345001201500081","1999-06-12","","01","영업/정상","01","신규등록","","","","","053 325 3131","1179","","대구광역시 북구 학정동 451-1","대구광역시 북구 호국로 814 (학정동)","","리더스셀프주유소","2026-01-30 09:46:19","U","2026-02-04 11:04:37","주유소","341223.747186949","274231.062511999","","",
"27","석유판매업","09_28_08_P","4070000","1999407001701500005","1999-12-09","","01","영업/정상","01","신규등록","","","","","031 6420055","1397","","경기도 이천시 설성면 제요리 597-3","경기도 이천시 설성면 서동대로 8219","","(주)하이테크산업 이천주유소","2026-01-30 16:39:39","U","2026-02-04 11:04:37","주유소","248915.789868142","401242.131475089","","",
"28","석유판매업","09_28_08_P","3630000","2004363004101500001","2004-01-19","","03","폐업","03","폐지","2026-01-30","","","","062 9545181","790","","광주광역시 광산구 도천동 516-4","광주광역시 광산구 임곡로 795 (도천동)","","만선주유소","2026-01-30 17:16:57","U","2026-02-04 11:04:37","주유소","183250.94470997","191081.126880618","","",
"29","석유판매업","09_28_08_P","5350000","2024535037401200001","2024-10-09","","01","영업/정상","07","영업개시","","","","","","129","","경상남도 김해시 어방동 722-7","경상남도 김해시 활천로208번길 75 (어방동)","50840","대성에너지","2026-01-30 13:19:14","U","2026-02-04 11:04:37","일반판매소","372740.8521335","194681.603158298","","",
"30","석유판매업","09_28_08_P","4830000","1995483001301500052","1995-11-25","","01","영업/정상","01","신규등록","","","","","061-336-3800","1749","","전라남도 나주시 다시면 월태리 788","전라남도 나주시 다시면 영산로 4469","","월광주유소","2026-01-30 17:48:50","U","2026-02-04 11:04:37","주유소","166585.43835374","169408.247185994","","",
"31","석유판매업","09_28_08_P","3530000","1982353001201500007","1982-10-15","","01","영업/정상","06","휴지사업재개","","","","","032 4672277","598.4","","인천광역시 남동구 만수동 387-7","인천광역시 남동구 백범로 85 (만수동)","21541","주식회사 무진에너지플러스 만수스카이주유소","2026-01-30 15:30:10","U","2026-02-04 11:04:37","주유소","176612.723670473","438956.222096459","","",
"32","석유판매업","09_28_08_P","4781000","2025478106201500001","2025-11-19","","01","영업/정상","07","영업개시","","","","","063-563-6100","","","전북특별자치도 고창군 상하면 자룡리 969-2","전북특별자치도 고창군 상하면 구시포해변길 51-113","56408","고창군수산업협동조합 주유소","2026-01-30 16:58:08","U","2026-02-04 11:04:37","주유소","147895.730378634","216852.206043862","","",
"33","석유판매업","09_28_08_P","3920000","1997392001101500023","2004-03-26","","01","영업/정상","06","휴지사업재개","","","","2022-10-28","031 8685166","1393","","경기도 동두천시 동두천동 403 403-5","경기도 동두천시 강변로 858 (동두천동)","","(주)하이테크산업 가나안주유소","2026-01-30 14:41:55","U","2026-02-04 11:04:37","주유소","204798.424231557","493199.380007606","","",
"34","석유판매업","09_28_08_P","5020000","1997502007101500142","1997-04-29","","02","휴업","05","사업휴지","","2026-01-13","2026-06-30","","054 2323324","997","","경상북도 포항시 북구 청하면 미남리 132","경상북도 포항시 북구 청하면 동해대로 2400","","포항청하주유소","2026-01-30 14:37:20","U","2026-02-04 11:04:37","주유소","410669.931987909","300559.495286169","","",
"35","석유판매업","09_28_08_P","4291000","2025429102001500001","2025-10-02","","01","영업/정상","07","영업개시","","","","","033-563-4001","3151","","강원특별자치도 정선군 북평면 나전리 144-3","강원특별자치도 정선군 북평면 서동로 1838","26100","여량농업협동조합(여량농협북평주유소)","2026-01-30 11:30:28","U","2026-02-04 11:04:37","주유소","345735.654068189","438371.653971832","","",
"36","석유판매업","09_28_08_P","4830000","2025483019501500001","2025-08-06","","01","영업/정상","07","영업개시","","","","","0613355182","1957","","전라남도 나주시 동강면 월양리 421-4","전라남도 나주시 동강면 남악동강로 1432","58292","동강농협주유소","2026-01-30 13:32:07","U","2026-02-04 11:04:37","주유소","160423.011140366","159063.35547099","","",
"37","석유판매업","09_28_08_P","3530000","2023353017901500001","2023-01-10","","01","영업/정상","07","영업개시","","","","","","","","인천광역시 남동구 도림동 494-1","인천광역시 남동구 비류대로 811, 도림주유소 (도림동)","21620","삼미상사(주)남촌도림셀프주유소","2026-01-30 09:38:29","U","2026-02-04 11:04:37","주유소","175611.868039776","435574.064534831","","",
"38","석유판매업","09_28_08_P","4641000","2004464016201500008","2004-06-09","","01","영업/정상","01","신규등록","","","","","063-243-1572","1490","","전북특별자치도 전주시 덕진구 송천동2가 41-33","전북특별자치도 전주시 덕진구 동부대로 985 (송천동2가)","","기쁨가득주유소","2026-01-30 13:45:19","U","2026-02-04 11:04:37","주유소","212559.479980204","263212.67491437","","",
"39","석유판매업","09_28_08_P","4641000","1995464009401500123","1995-11-25","","01","영업/정상","06","휴지사업재개","","2012-03-20","2012-09-28","2013-09-22","063 2134848","975","","전북특별자치도 전주시 덕진구 여의동 1017-8,-12","전북특별자치도 전주시 덕진구 온고을로 541 (여의동)","","VIP셀프주유소","2026-01-30 14:56:50","U","2026-02-04 11:04:37","주유소","206336.434867472","261610.153590775","","",
"40","석유판매업","09_28_08_P","3530000","2021353017901500001","2021-03-17","","01","영업/정상","07","영업개시","","","","","0269491776","1071","","인천광역시 남동구 서창동 741","인천광역시 남동구 서창방산로 165 (서창동)","21611","삼미상사(주)서창셀프주유소","2026-01-30 09:37:13","U","2026-02-04 11:04:37","주유소","178720.84306034","436242.001103637","","",
"41","석유판매업","09_28_08_P","3670000","1995367007501500105","1995-11-16","","01","영업/정상","01","신규등록","","","","","042 5435151","1320","","대전광역시 유성구 원내동 402-7 8","대전광역시 유성구 계백로 899 (원내동,8)","","삼미상사(주) 진잠셀프주유소","2026-01-30 13:15:43","U","2026-02-04 11:04:37","주유소","229030.432076565","311024.038453586","","",
"42","석유판매업","09_28_08_P","3420000","1994342005801500061","1994-03-18","","01","영업/정상","01","신규등록","","","","","053 9638310","660.7","","대구광역시 동구 대림동 560","대구광역시 동구 안심로 586 (대림동)","","대림주유소","2026-01-30 11:23:13","U","2026-02-04 11:04:37","주유소","357737.102963676","264943.911081142","","",
"43","석유판매업","09_28_08_P","3150000","2024315020401500002","2024-12-16","","03","폐업","03","폐지","2026-01-05","","","","0236611126","","","서울특별시 강서구 등촌동 633-24 등촌동 Y HAUS 오피스텔","서울특별시 강서구 공항대로59다길 39, 등촌동 Y HAUS 오피스텔 102동 208호 (등촌동)","07553","상신네트웍스(주)","2026-01-30 14:37:07","U","2026-02-04 11:04:37","용제판매소","188077.70127619","450129.586145968","","",
"44","석유판매업","09_28_08_P","3420000","2012342011101200002","2012-12-31","","01","영업/정상","06","휴지사업재개","","","","2026-02-04","","","","","대구광역시 동구 안심로102길 41 (괴전동)","","준에너지","2026-02-04 10:22:21","U","2026-02-06 02:40:00","일반판매소","357162.216671786","264762.096368925","","",
"45","석유판매업","09_28_08_P","5680000","2007463006601500009","2007-06-21","","01","영업/정상","07","영업개시","","","","","000000000000","1484","","충청남도 당진시 송악읍 부곡리 133-6","충청남도 당진시 송악읍 북부산업로 827 (제철공단주유소)","","삼미상사(주) 송악톨게이트주유소","2026-02-03 13:08:05","U","2026-02-06 02:40:00","주유소","180313.043309484","383038.26772023","","",
"46","석유판매업","09_28_08_P","4540000","1993454001201500002","1993-05-03","","01","영업/정상","06","휴지사업재개","","","","2023-08-14","041 7329581","990","","충청남도 논산시 부적면 반송리 225-5","충청남도 논산시 부적면 계백로 1508","","부적농협1호주유소","2026-02-04 09:46:24","U","2026-02-06 02:40:00","주유소","212645.112312436","301365.00550101","","",
"47","석유판매업","09_28_08_P","3820000","1990382007901500013","1990-06-23","","01","영업/정상","06","휴지사업재개","","","","2024-09-12","031  8465151","1236","","경기도 의정부시 신곡동 107-4 외 2필지 (107-5, 29)","경기도 의정부시 금신로 300 (신곡동)","","포스타주유소","2026-02-04 14:49:22","U","2026-02-06 02:40:00","주유소","205605.298132365","471338.58524843","","",
"48","석유판매업","09_28_08_P","4010000","2018401031801500001","2018-12-26","","01","영업/정상","07","영업개시","","","","","031 495 9511","680","","경기도 시흥시 월곶동 645-1 GS칼텍스월곶주유소","경기도 시흥시 서해안로 804-1, GS칼텍스월곶주유소 (월곶동)","15005","시흥버스터미널(주)월곶점","2026-02-04 15:20:13","U","2026-02-06 02:40:00","주유소","177584.388317196","431872.735933833","","",
"49","석유판매업","09_28_08_P","5060000","1994506001201500002","1994-03-26","","02","휴업","05","사업휴지","","2026-02-02","2026-03-31","","054 431 1329","909","","경상북도 김천시 개령면 신룡리 758-2","경상북도 김천시 개령면 감문로 241","","모광주유소","2026-02-04 17:18:04","U","2026-02-06 02:40:00","주유소","303451.808607976","295442.535704199","","",
"50","석유판매업","09_28_08_P","6510000","2001549007501500008","2001-08-20","","01","영업/정상","01","신규등록","","","","","064 711 9111","1496","","제주특별자치도 제주시 용담이동 2777","제주특별자치도 제주시 서광로 67 (용담이동)","","우리주유소","2026-02-03 16:48:50","U","2026-02-06 02:40:00","주유소","153789.324600857","495.93849114721","","",
"51","석유판매업","09_28_08_P","4940000","1999494001201500002","1999-06-25","","02","휴업","05","사업휴지","","2024-02-28","2028-02-28","","061 4725005","1999","","전라남도 영암군 영암읍 학송리 156-7 청풍원주유소","전라남도 영암군 영암읍 예향로 1192, 청풍원주유소","58422","청풍원주유소","2026-02-04 18:05:57","U","2026-02-06 02:40:00","주유소","175800.48597228","143240.242913319","","",
"52","석유판매업","09_28_08_P","5240000","1990524000801500011","1990-11-27","","01","영업/정상","01","신규등록","","","","","054 673 6886","1382","","경상북도 봉화군 명호면 도천리 298-3","경상북도 봉화군 명호면 청량로 1245","","명호주유소","2026-02-03 09:22:45","U","2026-02-06 02:40:00","주유소","368706.325696133","374625.993302241","","",
"53","석유판매업","09_28_08_P","3090000","1995309008701500001","1995-02-09","","01","영업/정상","07","영업개시","","","","","02 9025544","887.4","","서울특별시 도봉구 창동 650-65","서울특별시 도봉구 도봉로 434 (창동)","","삼미상사(주)북부2셀프주유소","2026-02-03 09:40:31","U","2026-02-06 02:40:00","주유소","202820.760546167","460249.237919641","","",
"54","석유판매업","09_28_08_P","3090000","1970309008701500001","1970-06-22","","01","영업/정상","01","신규등록","","","","","00029925561","2244","","서울특별시 도봉구 쌍문동 103-7","서울특별시 도봉구 도봉로 437 (쌍문동)","","삼미상사(주)북부주유소","2026-02-03 09:35:16","U","2026-02-06 02:40:00","주유소","202764.770881504","460298.901545302","","",
"55","석유판매업","09_28_08_P","3120000","1993312016001500004","1993-06-16","","01","영업/정상","01","신규등록","","","","","02  337 8220","482.3","","서울특별시 서대문구 연희동 76-11","서울특별시 서대문구 연희로 184 (연희동)","03720","코리아상사 연세주유소","2026-02-04 16:18:15","U","2026-02-06 02:40:00","주유소","194269.509640921","452354.26420996","","",
"56","석유판매업","09_28_08_P","3390000","1994339001501500004","1994-03-02","","03","폐업","03","폐지","2026-02-02","","","2021-12-01","051 3240105","786.6","","부산광역시 사상구 감전동 117-10","부산광역시 사상구 사상로 105 (감전동)","","(주)조은나라","2026-02-03 10:34:52","U","2026-02-06 02:40:00","주유소","381271.019321786","185930.417768106","","",
"57","석유판매업","09_28_08_P","5420000","2005542000801500001","2005-01-17","","02","휴업","05","사업휴지","","2026-02-04","2027-02-04","","055  6746228","1302","","경상남도 고성군 고성읍 이당리 294-1","경상남도 고성군 고성읍 상정대로 560","","(주)유엘고성지점동백주유소","2026-02-04 15:09:47","U","2026-02-06 02:40:00","주유소","317280.565013713","165276.943027411","","",
"58","석유판매업","09_28_08_P","4681000","1989468002001500004","1989-05-19","","02","휴업","05","사업휴지","","2026-01-26","2027-01-25","","","1179","","전북특별자치도 익산시 춘포면 용연리 661-4","전북특별자치도 익산시 춘포면 춘포로 472","","판문주유소","2026-02-04 14:26:20","U","2026-02-06 02:40:00","주유소","201622.691995932","266872.252397068","","",
"59","석유판매업","09_28_08_P","4781000","1990478000001500020","1990-11-27","","01","영업/정상","01","신규등록","","","","","","989","","전북특별자치도 고창군 흥덕면 후포리 36-15 26통","전북특별자치도 고창군 흥덕면 부안로 261","","대농주유소","2026-02-04 11:19:18","U","2026-02-06 02:40:00","주유소","172474.661289176","227048.739255546","","",
"60","석유판매업","09_28_08_P","4671000","1989467011201500066","1989-03-02","","02","휴업","05","사업휴지","","2026-02-03","2026-07-31","","0632775151","1488","","전북특별자치도 군산시 개정면 아동리 685-6","전북특별자치도 군산시 개정면 구암로 252","","오일필드 서부지점","2026-02-03 17:48:34","U","2026-02-06 02:40:00","주유소","178870.57064531","276172.952572708","","",
"61","석유판매업","09_28_08_P","3250000","2005325001401209401","2005-09-06","","01","영업/정상","01","신규등록","","","","","051463 8123","","","부산광역시 중구 영주동 286-1","부산광역시 중구 동영로 53 (영주동)","","영신이엔지","2026-02-04 16:05:51","U","2026-02-06 02:40:00","일반판매소","385253.418613976","180981.980793828","","",
"62","석유판매업","09_28_08_P","3440000","1991344001401500002","1991-12-05","","01","영업/정상","01","신규등록","","","","","053-651-1123","1692.6","","대구광역시 남구 대명동 1577-3","대구광역시 남구 앞산순환로 323 (대명동)","","엘지주유소","2026-02-03 09:40:55","U","2026-02-06 02:40:00","주유소","341094.255469681","259926.884849961","","",
"63","석유판매업","09_28_08_P","3440000","1976344001401500002","1976-05-08","","01","영업/정상","06","휴지사업재개","","2011-08-17","2012-05-31","2012-04-29","053-624-6601","1342.5","","대구광역시 남구 대명동 1823-2","대구광역시 남구 명덕로 154 (대명동)","","도원주유소","2026-02-03 09:59:34","U","2026-02-06 02:40:00","주유소","343292.774164599","262965.322462802","","",
"64","석유판매업","09_28_08_P","4520000","1990452001801500001","1990-03-15","","01","영업/정상","01","신규등록","","","","","041 5449514","1118","","충청남도 아산시 염치읍 서원리 32-100","충청남도 아산시 염치읍 서원길 14","","아산주유소","2026-02-04 13:58:51","U","2026-02-06 02:40:00","주유소","196880.035758933","370782.509558719","","",
"65","석유판매업","09_28_08_P","4520000","1991452001801500006","1991-06-22","","01","영업/정상","01","신규등록","","","","","0418 5468675","1027","","충청남도 아산시 음봉면 쌍암리 267-7","충청남도 아산시 음봉면 연암율금로 555","","쌍암주유소","2026-02-04 13:58:22","U","2026-02-06 02:40:00","주유소","206951.871665676","375759.451643242","","",
"66","석유판매업","09_28_08_P","5060000","2008506010201500005","2008-06-02","","01","영업/정상","07","영업개시","","","","","054 435 7760","614","","경상북도 김천시 아포읍 송천리 1035-1","경상북도 김천시 아포읍 아포대로 1295","","이비티에스주유소7","2026-02-05 17:03:15","U","2026-02-07 02:40:00","주유소","314096.403369348","295841.614422326","","",
"67","석유판매업","09_28_08_P","6510000","2005549012301500009","2005-07-26","","01","영업/정상","01","신규등록","","","","","064 7454077","1156","","제주특별자치도 제주시 해안동 2392","제주특별자치도 제주시 노형로 26 (해안동)","","빛나는주유소","2026-02-05 09:02:48","U","2026-02-07 02:40:00","주유소","148842.986063629","-3675.83918486469","","",
"68","석유판매업","09_28_08_P","4940000","2005494001201500006","2005-12-08","","01","영업/정상","01","신규등록","","","","","061 4628877","600","","전라남도 영암군 삼호읍 산호리 588-9 유토피아주유소","전라남도 영암군 삼호읍 녹색로 991, 유토피아주유소","58447","유토피아주유소","2026-02-05 09:38:42","U","2026-02-07 02:40:00","주유소","151818.751312383","139409.031489342","","",
"69","석유판매업","09_28_08_P","4960000","1995496004501500022","1995-11-28","","02","휴업","05","사업휴지","","2026-02-05","2027-02-05","","061 323 9442","1646.5","","전라남도 함평군 월야면 영월리 343-3","전라남도 함평군 월야면 밀재로 1708","","영월주유소","2026-02-05 13:45:56","U","2026-02-07 02:40:00","주유소","167774.461164863","186207.972037431","","",
"70","석유판매업","09_28_08_P","4281000","1996428000501500003","1996-04-16","","01","영업/정상","06","휴지사업재개","","","","2022-12-14","033 3343030","1362","","강원특별자치도 평창군 봉평면 면온리 907-3","강원특별자치도 평창군 봉평면 태기로 280","","태기주유소","2026-02-05 09:05:37","U","2026-02-07 02:40:00","주유소","318047.566496443","453727.053366845","","",
"71","석유판매업","09_28_08_P","4830000","1982483001301500007","1982-04-29","","02","휴업","05","사업휴지","","2025-02-12","2026-02-11","","006103354501","1554","","전라남도 나주시 다시면 월태리 587-75","전라남도 나주시 다시면 영산로 4520","","복암주유소","2026-02-05 16:08:19","U","2026-02-07 02:40:00","주유소","166995.839287197","169099.314337927","","",
"72","석유판매업","09_28_08_P","5050000","1996505010001500011","2004-01-29","","03","폐업","03","폐지","2026-02-05","","","","054 773 2600","748","","경상북도 경주시 사정동 112-8","경상북도 경주시 금성로 183 (사정동)","","대화주유소","2026-02-05 09:27:23","U","2026-02-07 02:40:00","주유소","399342.928590441","261540.200296435","","",
"73","석유판매업","09_28_08_P","3900000","1994390000001500076","1994-02-23","","02","휴업","05","사업휴지","","2025-02-10","2027-03-18","","028990054","655","","경기도 광명시 소하동 298-5","경기도 광명시 오리로 460 (소하동)","","갑종주유소","2026-02-05 14:31:56","U","2026-02-07 02:40:00","주유소","189322.691795043","437897.195468969","","",
"74","석유판매업","09_28_08_P","5350000","2026535037401500049","2026-01-15","","01","영업/정상","07","영업개시","","","","","","","","경상남도 김해시 대동면 월촌리 1269-5","경상남도 김해시 대동면 대동산단8로 11, 2층","51026","주식회사 해밀에너지","2026-02-05 17:40:34","U","2026-02-07 02:40:00","주유소","","","","",
"75","석유판매업","09_28_08_P","3060000","2002306007501200019","2007-04-18","","01","영업/정상","01","신규등록","","","","","","","","서울특별시 중랑구 중화동 322-1","서울특별시 중랑구 중랑천로20길 20 (중화동)","","깨끗한에너지","2026-02-05 17:54:07","U","2026-02-07 02:40:00","일반판매소","206377.995331013","454925.007646142","","",
"76","석유판매업","09_28_08_P","4160000","2003416000701500001","2003-07-14","","01","영업/정상","07","영업개시","","","","","031 5840055","1267","","경기도 가평군 청평면 청평리 619-14","경기도 가평군 청평면 구청평로 89","","삼미상사(주)청평주유소","2026-02-05 16:21:31","U","2026-02-07 02:40:00","주유소","236481.076543095","470391.155334755","","",
