번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총직원수,주사육업종,Unnamed: 34,record_key
436,가축사육업,02_04_01_P,4580000,458000003320260005,2026-02-05,,1,영업/정상,0,정상,,,,,,,,충청남도 서천군 마서면 덕암리 ***-*,충청남도 서천군 마서면 장서로 ***-**,33655,대치농장,2026-02-05 13:19:20,I,2026-02-07 00:20:02,,173557.131005717,281819.434862308,가축사육업,,795,000,0,염소,,대치농장_충청남도서천군마서면덕암리***-*
437,가축사육업,02_04_01_P,4540000,454000003320260001,2026-02-05,,1,영업/정상,0,정상,,,,,,,,"충청남도 논산시 부적면 감곡리 **-* 외 *필지(**-**,**-*)",,,행복놀이터 논산농장,2026-02-05 17:42:59,I,2026-02-07 00:20:02,,215411.016005134,300062.366570952,가축사육업,,1829,000,0,종계/산란계,,"행복놀이터논산농장_충청남도논산시부적면감곡리**-*외*필지(**-**,**-*)"
438,가축사육업,02_04_01_P,4950000,495000003320260005,2026-02-05,,1,영업/정상,0,정상,,,,,,,,전라남도 무안군 몽탄면 구산리 ***-*,,,고고한우,2026-02-05 14:58:32,I,2026-02-07 00:20:02,,154750.227963837,160433.152153557,가축사육업,,2772,000,0,육우,,고고한우_전라남도무안군몽탄면구산리***-*
442,가축사육업,02_04_01_P,4970000,497000003320260003,2026-02-05,,1,영업/정상,0,정상,,,,,,,,"전라남도 영광군 법성면 신장리 *** , ***-*, 산***-**",전라남도 영광군 법성면 신장길*길 **-*,57021,정상주 흑염소,2026-02-05 14:53:31,I,2026-02-07 00:20:02,,152613.190900324,203890.116289618,가축사육업,,1615,000,0,염소,,"정상주흑염소_전라남도영광군법성면신장리***,***-*,산***-**"
439,가축사육업,02_04_01_P,4570000,457000003320260005,2026-02-05,,1,영업/정상,0,정상,,,,,,,,충청남도 부여군 남면 마정리 ***,,,마정염소농장,2026-02-05 11:17:19,I,2026-02-07 00:20:02,,186520.739366501,302011.433809708,가축사육업,,2390,000,0,염소,,마정염소농장_충청남도부여군남면마정리***
440,가축사육업,02_04_01_P,5150000,515000003320260003,2026-02-05,,1,영업/정상,0,정상,,,,,,,,경상북도 의성군 금성면 도경리 ** 외 *필지(**),,,수성농장,2026-02-05 16:07:48,I,2026-02-07 00:20:02,,349983.45922601,304319.12083075,가축사육업,,1826,000,0,한우,,수성농장_경상북도의성군금성면도경리**외*필지(**)
443,가축사육업,02_04_01_P,5070000,507000003320260006,2026-02-05,,1,영업/정상,0,정상,,,,,,,,"경상북도 안동시 와룡면 주하리 **-* ,**-*번지",경상북도 안동시 와룡면 웃두루길 **-**,36610,주하농장,2026-02-05 15:05:35,I,2026-02-07 00:20:02,,356688.201534409,352602.371494443,가축사육업,,2345,000,0,한우,,"주하농장_경상북도안동시와룡면주하리**-*,**-*번지"
360,가축사육업,02_04_01_P,4170000,417000003320260002,2026-02-04,,1,영업/정상,0,정상,,,,,,,,"경기도 양평군 개군면 자연리 ***-* , -*, -*",,,도헌농장,2026-02-04 09:02:57,I,2026-02-06 00:20:02,,249170.837395116,436377.736709749,가축사육업,,1235,000,0,육우,,"도헌농장_경기도양평군개군면자연리***-*,-*,-*"
352,가축사육업,02_04_01_P,4681000,468100003320260001,2026-02-04,,1,영업/정상,0,정상,,,,,,,,전북특별자치도 익산시 황등면 용산리 ****-*,전북특별자치도 익산시 황등면 간지평길 **-**,54529,민솔4농장,2026-02-04 17:45:18,I,2026-02-06 00:20:02,,194780.264955737,284386.126513155,가축사육업,,2368,000,0,한우,,민솔4농장_전북특별자치도익산시황등면용산리****-*
361,가축사육업,02_04_01_P,4751000,475100003320260001,2026-02-04,,1,영업/정상,0,정상,,,,,,,,전북특별자치도 장수군 계남면 가곡리 *** 축사(우사),"전북특별자치도 장수군 계남면 가곡길 **-**, 축사(우사)",55626,현농장2,2026-02-04 16:38:31,I,2026-02-06 00:20:02,,252764.057539925,242436.418737545,가축사육업,,2847,000,0,한우,,현농장2_전북특별자치도장수군계남면가곡리***축사(우사)
357,가축사육업,02_04_01_P,4480000,448000003320260001,2026-02-04,,1,영업/정상,0,정상,,,,,,,,충청북도 단양군 매포읍 삼곡리 ***-*,,,성환농장,2026-02-04 16:46:09,I,2026-02-06 00:20:02,,312700.625875651,396772.685540739,가축사육업,,304,000,0,염소,,성환농장_충청북도단양군매포읍삼곡리***-*
354,가축사육업,02_04_01_P,4251000,425100003320260006,2026-02-03,,1,영업/정상,0,정상,,,,,,,,강원특별자치도 홍천군 화촌면 주음치리 ***,강원특별자치도 홍천군 화촌면 주음치로***번길 **,25157,주음치한우농장2,2026-02-03 11:02:29,I,2026-02-06 00:20:02,,291166.766756926,474660.737855887,가축사육업,,2040,000,0,한우,,주음치한우농장2_강원특별자치도홍천군화촌면주음치리***
355,가축사육업,02_04_01_P,5160000,516000003320260001,2026-02-03,,1,영업/정상,0,정상,,,,,,,,"경상북도 청송군 현서면 화목리 **-* 외 *필지(**, **, **-*, **-*)",경상북도 청송군 현서면 금성현서로 ****-**,37459,제일염소농장,2026-02-03 11:18:17,I,2026-02-06 00:20:02,,369366.139971146,309606.090392795,가축사육업,,555,000,0,염소,,"제일염소농장_경상북도청송군현서면화목리**-*외*필지(**,**,**-*,**-*)"
359,가축사육업,02_04_01_P,4600000,460000003320260001,2026-02-03,,1,영업/정상,0,정상,,,,,,,,충청남도 홍성군 서부면 이호리 ***-**,충청남도 홍성군 서부면 지산로 ***,32204,서부중기농장,2026-02-04 14:57:25,I,2026-02-06 00:20:02,,155298.019495704,342342.301403167,가축사육업,,4335,000,0,한우,,서부중기농장_충청남도홍성군서부면이호리***-**
358,가축사육업,02_04_01_P,3910000,391000003320260001,2026-02-03,,1,영업/정상,0,정상,,,,,,,,경기도 평택시 청북읍 고잔리 ***-**,경기도 평택시 청북읍 고잔*길 **,17800,고잔목장,2026-02-03 17:16:38,I,2026-02-06 00:20:02,,,,가축사육업,,1332,000,0,한우,,고잔목장_경기도평택시청북읍고잔리***-**
441,가축사육업,02_04_01_P,5050000,505000003320260002,2026-02-03,,1,영업/정상,0,정상,,,,,,,,경상북도 경주시 서면 도계리 ***-*,,,천년골 한우 농장,2026-02-03 17:08:17,I,2026-02-07 00:20:02,,386172.295182239,266801.24996401,가축사육업,,5911,000,0,한우,,천년골한우농장_경상북도경주시서면도계리***-*
356,가축사육업,02_04_01_P,4520000,452000003320260003,2026-02-03,,1,영업/정상,0,정상,,,,,,,,충청남도 아산시 신창면 남성리 ***,충청남도 아산시 신창면 수장로 ***-***,31534,우남사슴농장,2026-02-03 15:11:18,I,2026-02-06 00:20:02,,195753.035368853,367026.37859705,가축사육업,,1541,000,0,사슴,,우남사슴농장_충청남도아산시신창면남성리***
435,가축사육업,02_04_01_P,4010000,401000003320260004,2026-02-03,,1,영업/정상,0,정상,,,,,,,,경기도 시흥시 안현동 ***-**,,,권우농장,2026-02-03 11:22:06,I,2026-02-07 00:20:02,,,,가축사육업,,378,F00,0,육계,,권우농장_경기도시흥시안현동***-**
362,가축사육업,02_04_01_P,4090000,409000003320260002,2026-02-03,,1,영업/정상,0,정상,,,,,,,,경기도 김포시 고촌읍 풍곡리 ***-*,경기도 김포시 고촌읍 풍곡로 **,10123,풍곡농장,2026-02-03 15:37:29,I,2026-02-06 00:20:02,,178338.544063851,456493.617899987,가축사육업,,799,000,0,염소,,풍곡농장_경기도김포시고촌읍풍곡리***-*
353,가축사육업,02_04_01_P,4251000,425100003320260005,2026-02-03,,1,영업/정상,0,정상,,,,,,,,강원특별자치도 홍천군 화촌면 주음치리 ***,강원특별자치도 홍천군 화촌면 주음치로***번길 **,25157,희용농장,2026-02-03 10:33:06,I,2026-02-06 00:20:02,,291159.048375708,474713.30037856,가축사육업,,2039,000,0,한우,,희용농장_강원특별자치도홍천군화촌면주음치리***
13,가축사육업,02_04_01_P,4620000,462000003320260001,2026-02-02,,1,영업/정상,0,정상,,,,,,,,충청남도 태안군 안면읍 정당리 ***-*,,,이경남농장,2026-02-02 14:33:06,I,2026-02-04 00:20:02,,141273.325769156,337034.251706075,가축사육업,,846,000,0,산양,,이경남농장_충청남도태안군안면읍정당리***-*
14,가축사육업,02_04_01_P,4580000,458000003320260004,2026-02-02,,1,영업/정상,0,정상,,,,,,,,충청남도 서천군 마서면 당선리 ***-*,충청남도 서천군 마서면 장산로 ***-**,33657,금복농장,2026-02-02 09:41:02,I,2026-02-04 00:20:02,,175983.496534959,278773.594271602,가축사육업,,794,000,0,염소,,금복농장_충청남도서천군마서면당선리***-*
12,가축사육업,02_04_01_P,5480000,548000003320260004,2026-02-02,,1,영업/정상,0,정상,,,,,,,,경상남도 합천군 봉산면 압곡리 ***,,,조철현,2026-02-02 09:22:18,I,2026-02-04 00:20:02,,295083.228520916,238325.444654131,가축사육업,,2833,000,0,염소,,조철현_경상남도합천군봉산면압곡리***
11,가축사육업,02_04_01_P,5480000,548000003320260003,2026-02-02,,1,영업/정상,0,정상,,,,,,,,경상남도 합천군 합천읍 장계리 ***,경상남도 합천군 합천읍 인덕로 ****-*,50228,장겸,2026-02-02 09:20:22,I,2026-02-04 00:20:02,,301692.352446824,235520.762361579,가축사육업,,2832,000,0,염소,,장겸_경상남도합천군합천읍장계리***
10,가축사육업,02_04_01_P,5480000,548000003320260002,2026-02-02,,1,영업/정상,0,정상,,,,,,,,경상남도 합천군 합천읍 장계리 ***,,,백암농장,2026-02-02 09:18:01,I,2026-02-04 00:20:02,,301939.002874202,235798.180437753,가축사육업,,2831,000,0,염소,,백암농장_경상남도합천군합천읍장계리***
9,가축사육업,02_04_01_P,5090000,509000003320260002,2026-02-02,,1,영업/정상,0,정상,,,,,,,,"경상북도 영주시 이산면 원리 ***-*, ***-*번지",,,없음,2026-02-02 13:12:30,I,2026-02-04 00:20:02,,,,가축사육업,,2461,000,0,한우,,"없음_경상북도영주시이산면원리***-*,***-*번지"
8,가축사육업,02_04_01_P,4920000,492000003320260003,2026-02-02,,1,영업/정상,0,정상,,,,,,,,전라남도 강진군 옴천면 황막리 ***-*,전라남도 강진군 옴천면 옴천로 ***,59208,우람농장,2026-02-02 10:37:19,I,2026-02-04 00:20:02,,180857.351651142,140258.798439034,가축사육업,,2319,000,0,한우,,우람농장_전라남도강진군옴천면황막리***-*
7,가축사육업,02_04_01_P,4251000,425100003320260004,2026-02-02,,1,영업/정상,0,정상,,,,,,,,강원특별자치도 홍천군 영귀미면 후동리 ***,강원특별자치도 홍천군 영귀미면 후동길 **,25153,푸른목장2,2026-02-02 15:30:34,I,2026-02-04 00:20:02,,282113.00484585,461856.393987022,가축사육업,,2038,000,0,한우,,푸른목장2_강원특별자치도홍천군영귀미면후동리***
1,가축사육업,02_04_01_P,5480000,548000003320260001,2026-02-01,,1,영업/정상,0,정상,,,,,,,,경상남도 합천군 가야면 성기리 *-*,,,지우농장,2026-02-01 14:15:33,I,2026-02-03 00:20:01,,300193.880443394,247679.316883661,가축사육업,,2830,000,0,한우,,지우농장_경상남도합천군가야면성기리*-*
2,가축사육업,02_04_01_P,4090000,409000003320260001,2026-02-01,,1,영업/정상,0,정상,,,,,,,,경기도 김포시 대곶면 약암리 ****,,,종철농장,2026-02-01 15:49:24,I,2026-02-03 00:20:01,,160864.757650685,457527.180676025,가축사육업,,798,000,0,한우,,종철농장_경기도김포시대곶면약암리****
3,가축사육업,02_04_01_P,4430000,443000003320260002,2026-02-01,,1,영업/정상,0,정상,,,,,,,,충청북도 옥천군 안내면 오덕리 ***-*,,,오덕염소농장,2026-02-01 14:30:46,I,2026-02-03 00:20:01,,262606.03752216,321866.466055467,가축사육업,,1068,000,0,염소,,오덕염소농장_충청북도옥천군안내면오덕리***-*
53,가축사육업,02_04_01_P,5530000,553000003320260001,2026-01-28,,1,영업/정상,0,정상,,,,,,,,"경기도 화성시 만세구 송산면 육일리 *** , ***-*",경기도 화성시 만세구 송산면 화성로 ***-*,18552,유진목장,2026-01-28 16:44:00,I,2026-02-04 01:35:23,,175394.837798376,410992.705725947,가축사육업,,2758,000,0,한우,,"유진목장_경기도화성시만세구송산면육일리***,***-*"
295,가축사육업,02_04_01_P,5100000,510000003320260005,2026-01-27,,1,영업/정상,0,정상,,,,,,,,경상북도 영천시 청통면 송천리 **,경상북도 영천시 청통면 송천길 **-*,38869,부방농장,2026-01-30 16:47:47,U,2026-02-04 11:04:37,,364193.410369921,275625.730521833,가축사육업,,1906,000,0,한우,,부방농장_경상북도영천시청통면송천리**
300,가축사육업,02_04_01_P,4791000,479100003320250010,2025-12-23,,1,영업/정상,0,정상,,,,,,,,"전북특별자치도 부안군 상서면 통정리 ***-* , 주*동","전북특별자치도 부안군 상서면 성암길 **, 주*동",56333,대영팜,2026-01-30 10:50:35,U,2026-02-04 11:04:37,,170001.9263486,245570.713971769,가축사육업,,1651,000,0,한우,,"대영팜_전북특별자치도부안군상서면통정리***-*,주*동"
849,가축사육업,02_04_01_P,4691000,469100003320250022,2025-12-19,,1,영업/정상,0,정상,,,,,,,,전북특별자치도 정읍시 정우면 장순리 **-*,,,수지농장,2026-02-12 16:32:49,U,2026-02-14 02:40:00,,190972.083396766,237628.136886536,가축사육업,,4270,000,0,한우,,수지농장_전북특별자치도정읍시정우면장순리**-*
299,가축사육업,02_04_01_P,4910000,491000003320250022,2025-12-18,,1,영업/정상,0,정상,,,,,,,,전라남도 장흥군 장흥읍 삼산리 산 **-** (가동),,,사자산 1농장,2026-01-30 16:12:15,U,2026-02-04 11:04:37,,195039.722660681,131756.144239179,가축사육업,,2187,000,0,한우,,사자산1농장_전라남도장흥군장흥읍삼산리산**-**(가동)
638,가축사육업,02_04_01_P,5210000,521000003320250006,2025-12-15,,1,영업/정상,0,정상,,,,,,,,경상북도 성주군 금수강산면 광산리 ***,경상북도 성주군 금수강산면 광산*길 **-**,40059,양지농장,2026-02-09 13:53:04,U,2026-02-11 02:40:00,,305816.26029881,269190.399973375,가축사육업,,973,000,0,한우,,양지농장_경상북도성주군금수강산면광산리***
