번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총직원수,Unnamed: 33,record_key
2479,축산판매업,07_22_04_P,5670000,567000000920260007,2026-02-10,,1,영업/정상,0,정상,,,,,,50.0,,경상남도 창원시 마산합포구 진동면 진동리 246-2,"경상남도 창원시 마산합포구 진동면 진동시장길 50-30, 1층 1호",51792,삼현푸드,2026-02-10 09:07:29,I,2026-02-12 00:20:02,식육판매업,335500.987880916,180456.57315131,축산물판매업,식육판매업,0,000,0,,삼현푸드_경상남도창원시마산합포구진동면진동리246-2
2480,축산판매업,07_22_04_P,5540000,554000000920260006,2026-02-10,,1,영업/정상,0,정상,,,,,,46.0,,경기도 광주시 퇴촌면 도수리 339-2,"경기도 광주시 퇴촌면 천진암로 427, 101호",12711,싱싱팜,2026-02-10 17:07:08,I,2026-02-12 00:20:02,축산물유통전문판매업,228032.140588178,440775.597775775,축산물판매업,축산물유통전문판매업,0,L00,0,,싱싱팜_경기도광주시퇴촌면도수리339-2
2482,축산판매업,07_22_04_P,3940000,394000000920260006,2026-02-10,,1,영업/정상,0,정상,,,,,,30.78,,경기도 고양시 일산동구 풍동 655-3,"경기도 고양시 일산동구 애니골길43번길 43, 1층 일부 (풍동)",10301,소담,2026-02-10 17:54:45,I,2026-02-12 00:20:02,식육판매업,181309.923908659,463399.026581454,축산물판매업,식육판매업,0,000,0,,소담_경기도고양시일산동구풍동655-3
2483,축산판매업,07_22_04_P,3210000,321000000920260010,2026-02-10,,1,영업/정상,0,정상,,,,,02-488-9185,25.0,,서울특별시 서초구 서초동 1701-1 서울고등법원.서울중앙지방법원.회생법원,"서울특별시 서초구 서초중앙로 157, 서울법원종합청사 동관 제1종합민원실 외부 (서초동)",06594,서울경기양돈축산업협동조합,2026-02-10 12:28:53,I,2026-02-12 00:20:02,식육판매업,200939.262819649,443867.172593905,축산물판매업,식육판매업,0,L00,0,,서울경기양돈축산업협동조합_서울특별시서초구서초동1701-1서울고등법원.서울중앙지방법원.회생법원
2496,축산판매업,07_22_04_P,3650000,365000000920020031,2026-02-10,,2,휴업,1,휴업,,2026-02-12,2027-02-11,,042-226-2080,151.68,,대전광역시 중구 문화동 1-17,대전광역시 중구 계백로 1690 (문화동),34956,홈플러스(주) 문화점,2026-02-10 14:45:58,U,2026-02-12 02:40:00,식육판매업,236541.282086201,313349.96682002,축산물판매업,식육판매업,0,L00,0,,홈플러스(주)문화점_대전광역시중구문화동1-17
2476,축산판매업,07_22_04_P,5530000,576000000920260004,2026-02-10,,1,영업/정상,0,정상,,,,,,3.3,,경기도 화성시 병점구 병점동  844-5 리더스프라자,"경기도 화성시 병점구 효행로 1068, 리더스프라자 603동 6층 D75호 (병점동)",18405,와이앤와이컴퍼니,2026-02-10 18:13:52,I,2026-02-12 00:20:02,축산물유통전문판매업,203811.08404256,412529.901991526,축산물판매업,축산물유통전문판매업,0,000,0,,와이앤와이컴퍼니_경기도화성시병점구병점동844-5리더스프라자
2475,축산판매업,07_22_04_P,3990000,399000000920260011,2026-02-10,,1,영업/정상,0,정상,,,,,0315922756,40.19,,경기도 남양주시 금곡동 685-18,"경기도 남양주시 경춘로885번길 10-1, 1층 (금곡동)",12235,아카시아 정육점,2026-02-10 16:05:32,I,2026-02-12 00:20:02,식육판매업,217632.577476284,459004.938737271,축산물판매업,식육판매업,0,000,0,,아카시아정육점_경기도남양주시금곡동685-18
2468,축산판매업,07_22_04_P,3740000,374000000920260009,2026-02-10,,1,영업/정상,0,정상,,,,,031-255-8977,23.63,,경기도 수원시 팔달구 팔달로2가 84-3,"경기도 수원시 팔달구 정조로 787-2, 104호 (팔달로2가)",16261,천복유통,2026-02-10 16:40:55,I,2026-02-12 00:20:02,식육판매업,201395.321230002,419609.943717103,축산물판매업,식육판매업,0,000,0,,천복유통_경기도수원시팔달구팔달로2가84-3
2477,축산판매업,07_22_04_P,3350000,335000000920260002,2026-02-10,,1,영업/정상,0,정상,,,,,,99.0,,부산광역시 금정구 노포동 164-15,"부산광역시 금정구 중앙대로 2235, 1층 (노포동)",46203,(주)제이유통,2026-02-10 18:54:36,I,2026-02-12 00:20:02,축산물유통전문판매업,390457.837511199,200299.711803977,축산물판매업,축산물유통전문판매업,0,L00,0,,(주)제이유통_부산광역시금정구노포동164-15
2467,축산판매업,07_22_04_P,5220000,522000000920260003,2026-02-10,,1,영업/정상,0,정상,,,,,,63.4,,경상북도 칠곡군 왜관읍 삼청리 410-1,경상북도 칠곡군 왜관읍 삼청1길 13,39907,투썸미트,2026-02-10 09:28:27,I,2026-02-12 00:20:02,식육판매업,328168.872526929,276803.671046128,축산물판매업,식육판매업,0,000,0,,투썸미트_경상북도칠곡군왜관읍삼청리410-1
2469,축산판매업,07_22_04_P,3740000,374000000920260010,2026-02-10,,1,영업/정상,0,정상,,,,,,9.0,,경기도 수원시 장안구 조원동 888 장안구청,"경기도 수원시 장안구 송원로 101, 장안구청 앞 광장 (조원동)",16295,농업회사법인주식회사 신라에프앤씨,2026-02-10 16:54:19,I,2026-02-12 00:20:02,식육판매업,200824.150998501,422418.628362656,축산물판매업,식육판매업,0,L00,0,,농업회사법인주식회사신라에프앤씨_경기도수원시장안구조원동888장안구청
2471,축산판매업,07_22_04_P,3220000,322000000920260010,2026-02-10,,1,영업/정상,0,정상,,,,,,9.0,,서울특별시 강남구 개포동 12 대치아파트,"서울특별시 강남구 개포로109길 5, 108동 주차장호 (개포동, 대치아파트)",06335,서부농업협동조합,2026-02-10 07:51:20,I,2026-02-12 00:20:02,식육판매업,206581.787067095,443555.991242524,축산물판매업,식육판매업,0,L00,0,,서부농업협동조합_서울특별시강남구개포동12대치아파트
2257,축산판매업,07_22_04_P,3010000,301000000920260004,2026-02-09,,1,영업/정상,0,정상,,,,,02-3298-6844,161.38,,서울특별시 중구 신당동 370-48 해브빌딩,"서울특별시 중구 다산로21길 8, 해브빌딩 2층 (신당동)",04608,(주)노호,2026-02-09 09:54:43,I,2026-02-11 00:20:41,축산물유통전문판매업,200982.682398852,450646.310644317,축산물판매업,축산물유통전문판매업,0,L00,0,,(주)노호_서울특별시중구신당동370-48해브빌딩
2282,축산판매업,07_22_04_P,3740000,374000000920250050,2026-02-09,,1,영업/정상,0,정상,,,,,0312154242,11.22,,경기도 수원시 영통구 매탄동 153-120,"경기도 수원시 영통구 중부대로246번길 10, 1층 7호 (매탄동)",16530,김사장 육포차(매탄본점),2026-02-09 13:26:35,U,2026-02-11 02:40:00,식육판매업,203684.840776905,419191.31259345,축산물판매업,식육판매업,0,000,0,,김사장육포차(매탄본점)_경기도수원시영통구매탄동153-120
2484,축산판매업,07_22_04_P,3470000,347000000920260002,2026-02-09,,1,영업/정상,0,정상,,,,,,95.3,,대구광역시 달서구 본리동 306-4,"대구광역시 달서구 구마로 125, 1층 (본리동)",42683,청도축산농협 한우프라자 본리점,2026-02-10 14:12:28,I,2026-02-12 00:20:02,식육판매업,339218.939353307,260821.585218679,축산물판매업,식육판매업,0,L00,0,,청도축산농협한우프라자본리점_대구광역시달서구본리동306-4
2255,축산판매업,07_22_04_P,3910000,391000000920260005,2026-02-09,,1,영업/정상,0,정상,,,,,,29.7,,경기도 평택시 서정동 598-8,"경기도 평택시 서정로 47, 103호 (서정동)",17769,행담,2026-02-09 15:51:02,I,2026-02-11 00:20:41,축산물유통전문판매업,203706.230524676,396995.246546578,축산물판매업,축산물유통전문판매업,0,000,0,,행담_경기도평택시서정동598-8
2256,축산판매업,07_22_04_P,4810000,481000000920260004,2026-02-09,,1,영업/정상,0,정상,,,,,,61.24,,전라남도 여수시 여서동 383-2,전라남도 여수시 여서동3길 24-1 (여서동),59711,해담온,2026-02-09 14:13:27,I,2026-02-11 00:20:41,식육판매업,264796.238723193,139425.449633257,축산물판매업,식육판매업,0,000,0,,해담온_전라남도여수시여서동383-2
2253,축산판매업,07_22_04_P,5100000,510000000920260001,2026-02-09,,1,영업/정상,0,정상,,,,,,61.41,,경상북도 영천시 도동 232-9,경상북도 영천시 천문로 110 (도동),38896,영천흑염소정육점,2026-02-09 15:58:34,I,2026-02-11 00:20:41,식육판매업,374046.282521996,273722.131723801,축산물판매업,식육판매업,0,000,0,,영천흑염소정육점_경상북도영천시도동232-9
2254,축산판매업,07_22_04_P,3560000,356000000920260009,2026-02-09,,1,영업/정상,0,정상,,,,,,36.0,,인천광역시 서구 청라동 202-3 247호,"인천광역시 서구 중봉대로 490, 2층 247호 (청라동)",22770,주식회사 금수푸드테크,2026-02-09 14:57:05,I,2026-02-11 00:20:41,축산물유통전문판매업,169032.208178376,446794.716345407,축산물판매업,축산물유통전문판매업,0,L00,0,,주식회사금수푸드테크_인천광역시서구청라동202-3247호
2248,축산판매업,07_22_04_P,4390000,439000000920260002,2026-02-09,,1,영업/정상,0,정상,,,,,,11.4,,충청북도 충주시 수안보면 온천리 779-7,충청북도 충주시 수안보면 주정산로 61,27497,수안보솥뚜껑삼겹살,2026-02-09 14:18:45,I,2026-02-11 00:20:41,식육판매업,287909.927864468,372038.246960283,축산물판매업,식육판매업,0,000,0,,수안보솥뚜껑삼겹살_충청북도충주시수안보면온천리779-7
2252,축산판매업,07_22_04_P,3400000,340000000920260005,2026-02-09,,1,영업/정상,0,정상,,,,,,27.88,,부산광역시 기장군 기장읍 동부리 374-15 서울삼성내과의원,부산광역시 기장군 기장읍 차성동로116번길 5,46063,기장상회,2026-02-09 17:22:28,I,2026-02-11 00:20:41,식용란수집판매업,401783.615315482,196579.266670982,축산물판매업,식용란수집판매업,0,000,0,,기장상회_부산광역시기장군기장읍동부리374-15서울삼성내과의원
