"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명","기타내역2",
"11","인터넷컴퓨터게임시설제공업","03_05_05_P","4751000","CDFF2241022019000001","2019-05-28","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 장수군 장수읍 장수리 514-2","전북특별자치도 장수군 장수읍 장천로 162-1","55633","장수PC","2026-04-01 10:41:04","U","2026-04-03 02:40:00","","246870.71676169","238664.231848239","인터넷컴퓨터게임시설제공업","유통관련업","0","기타","적토마블랙, 방탄, 망치","24.1","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","일반상업지역","성인PC방",
"12","인터넷컴퓨터게임시설제공업","03_05_05_P","5350000","CDFF2241022024000026","2024-09-13","","01","영업/정상","13","영업중","","","","","","","","경상남도 김해시 부원동 170-18 부원아파트 102호","경상남도 김해시 활천로 11, 102호 (부원동, 부원아파트)","50924","천지PC","2026-04-01 13:17:40","U","2026-04-03 02:40:00","","372323.306417573","193800.216526464","인터넷컴퓨터게임시설제공업","유통관련업","0","","","115.7","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","성인PC방",
"13","인터넷컴퓨터게임시설제공업","03_05_05_P","3520000","CDFF2241022017000010","2017-04-28","","03","폐업","03","폐업","2026-03-31","","","","","","","인천광역시 연수구 동춘동 933-5","인천광역시 연수구 앵고개로264번길 30-3, 5층 (동춘동, 영창빌딩)","21972","BOB CAFE","2026-04-01 15:24:46","U","2026-04-03 02:40:00","","170847.151951653","433893.373458388","인터넷컴퓨터게임시설제공업","유통관련업","0","","","321.03","0","0","","0","0","0","0","","","","","","","","","","","","115","","","","","","주거지역","",
"14","인터넷컴퓨터게임시설제공업","03_05_05_P","4010000","CDFF2241022019000042","2019-11-26","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 배곧동 226-3 다인 로얄팰리스 배곧7차 120호","경기도 시흥시 서울대학로264번길 26-11, 다인 로얄팰리스 배곧7차 120호 (배곧동)","15011","로얄PC","2026-04-01 15:14:11","U","2026-04-03 02:40:00","","175712.038151033","429481.726923186","인터넷컴퓨터게임시설제공업","유통관련업","0","","","59.76","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","성인PC방",
"15","인터넷컴퓨터게임시설제공업","03_05_05_P","4390000","CDFF2241022026000002","2026-02-13","","03","폐업","03","폐업","2026-03-30","","","","","","","충청북도 충주시 칠금동 609","충청북도 충주시 칠금11길 26, 1층 (칠금동)","27354","현대PC게임랜드","2026-04-01 11:31:18","U","2026-04-03 02:40:00","","281952.247541024","387611.287472447","인터넷컴퓨터게임시설제공업","유통관련업","0","","","234.12","0","0","","0","0","0","0","","","","","","","","","","","","100","","청소년이용불가","","","","","",
"16","인터넷컴퓨터게임시설제공업","03_05_05_P","5050000","CDFF2241022022000011","2022-03-29","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 감포읍 감포리 484-1","경상북도 경주시 감포읍 감포로6길 21-2","38125","항구PC","2026-04-01 10:39:22","U","2026-04-03 02:40:00","","426163.370804558","258908.120175828","인터넷컴퓨터게임시설제공업","유통관련업","3","기타","","41.92","3","0","근린생활시설","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","일반상업지역","성인PC방",
"17","인터넷컴퓨터게임시설제공업","03_05_05_P","3710000","CDFF2241022026000008","2026-03-30","","01","영업/정상","13","영업중","","","","","","","","울산광역시 동구 방어동 128-4 한샘아파트","울산광역시 동구 동진로 22, 1층 101호 (방어동, 한샘아파트)","44111","돼지PC","2026-04-01 11:14:01","U","2026-04-03 02:40:00","","420237.429094628","223452.527103678","인터넷컴퓨터게임시설제공업","유통관련업","0","","","58.9","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","","성인PC방",
"18","인터넷컴퓨터게임시설제공업","03_05_05_P","5540000","CDFF2241022023000010","2023-06-07","","01","영업/정상","13","영업중","","","","","","","","경기도 광주시 매산동 614-18","경기도 광주시 양벌로 379-1, 103호 (매산동)","12798","황금PC","2026-04-01 09:31:08","U","2026-04-03 02:40:00","","","","인터넷컴퓨터게임시설제공업","유통관련업","0","","","39","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","성인PC방",
"19","인터넷컴퓨터게임시설제공업","03_05_05_P","3940000","CDFF2241022024000016","2024-06-28","","03","폐업","03","폐업","2026-04-01","","","","","","","경기도 고양시 일산동구 장항동 735 엔담프라자,1층 101호","경기도 고양시 일산동구 무궁화로 31-17, 엔담프라자 1층 101호 (장항동)","10364","메가PC","2026-04-01 17:34:35","U","2026-04-03 02:40:00","","179367.615547694","462342.42246612","인터넷컴퓨터게임시설제공업","유통관련업","0","","","26.4","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","성인PC방",
"20","인터넷컴퓨터게임시설제공업","03_05_05_P","3530000","CDFF2241022024000009","2024-06-07","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 서창동 704-1 대홍프라자","인천광역시 남동구 서창남순환로216번길 30, 대홍프라자 102호 (서창동)","21617","맥스 PC","2026-04-01 11:39:25","U","2026-04-03 02:40:00","","177717.967093233","435668.727770087","인터넷컴퓨터게임시설제공업","유통관련업","0","","","61.74","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"21","인터넷컴퓨터게임시설제공업","03_05_05_P","4470000","CDFF2241022026000002","2026-02-13","","01","영업/정상","13","영업중","","","","","","","","충청북도 음성군 대소읍 오산리 114-32","충청북도 음성군 대소읍 오태로 74, 2층","27668","오태로PC장","2026-04-01 11:31:45","U","2026-04-03 02:40:00","","242974.470141461","385328.14971129","인터넷컴퓨터게임시설제공업","유통관련업","0","","","116.8","0","0","","0","0","0","0","","","","","","","","","","","","40","","","","","","","",
"22","인터넷컴퓨터게임시설제공업","03_05_05_P","5090000","CDFF2241022020000001","2020-01-15","","01","영업/정상","13","영업중","","","","","","","","경상북도 영주시 영주동 415-1","경상북도 영주시 중앙로63번길 17 (영주동)","36098","놀이터PC","2026-04-01 09:32:26","U","2026-04-03 02:40:00","","344698.444766722","370201.470729011","인터넷컴퓨터게임시설제공업","유통관련업","0","","","69","0","0","","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","","성인PC",
"23","인터넷컴퓨터게임시설제공업","03_05_05_P","4010000","CDFF2241022020000006","2020-01-22","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 정왕동 2319-1","경기도 시흥시 오동마을로 6, 101호 (정왕동)","15049","맥스PC","2026-04-01 15:13:33","U","2026-04-03 02:40:00","","177106.614636675","427909.646470966","인터넷컴퓨터게임시설제공업","유통관련업","0","","","129.85","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","성인PC방",
"24","인터넷컴퓨터게임시설제공업","03_05_05_P","5710000","CDFF2241022026000004","2026-01-28","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 오창읍 양청리 798-1","충청북도 청주시 청원구 오창읍 중심상업2로 9-26, 102호","28119","슈퍼PC","2026-04-01 10:17:29","U","2026-04-03 02:40:00","","238402.171447937","357067.638344692","인터넷컴퓨터게임시설제공업","유통관련업","1","기타","청소년이용불가 게임물","43.01","0","0","기타","0","0","0","0","","","","","","","","","","","","8","","청소년이용불가","","","","중심상업지역","",
"25","인터넷컴퓨터게임시설제공업","03_05_05_P","4040000","CDFF2241022023000004","2023-05-09","","01","영업/정상","13","영업중","","","","","","","","경기도 하남시 신장동 430-98","경기도 하남시 하남대로787번길 63, 102호 (신장동)","12959","고래PC","2026-04-01 14:23:32","U","2026-04-03 02:40:00","","218306.060196171","448392.040870614","인터넷컴퓨터게임시설제공업","유통관련업","0","","","25.65","0","0","","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","","성인PC방",
"26","인터넷컴퓨터게임시설제공업","03_05_05_P","4520000","CDFF2241022024000012","2024-03-21","","03","폐업","03","폐업","2026-03-30","","","","","","","충청남도 아산시 신창면 읍내리 471-1","충청남도 아산시 신창면 온천대로 820, 4호","31537","더성인PC","2026-04-01 09:15:26","U","2026-04-03 02:40:00","","194023.591515495","363849.326792924","인터넷컴퓨터게임시설제공업","유통관련업","0","","","50.55","1","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"27","인터넷컴퓨터게임시설제공업","03_05_05_P","3540000","CDFF2241022024000009","2024-05-09","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 부평동 222-3 H.B엘림캐슬","인천광역시 부평구 시장로 65, 1층 104호 (부평동, H.B엘림캐슬)","21391","로또PC","2026-04-01 16:22:24","U","2026-04-03 02:40:00","","175876.228255416","443824.872033336","인터넷컴퓨터게임시설제공업","유통관련업","0","","","36.51","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","성인PC방",
"28","인터넷컴퓨터게임시설제공업","03_05_05_P","4490000","CDFF2241022021000071","2021-11-09","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 동남구 목천읍 신계리 166-21 시온빌딩","충청남도 천안시 동남구 목천읍 충절로 921, 1층","31233","곰돌이PC","2026-04-01 17:28:01","U","2026-04-03 02:40:00","","218854.713916739","363763.102417124","인터넷컴퓨터게임시설제공업","유통관련업","0","","","52.1","0","0","","0","0","0","0","","","","","","","","","","","","10","","","","","","","성인pc방",
"29","인터넷컴퓨터게임시설제공업","03_05_05_P","4810000","CDFF2241022025000017","2025-11-07","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 화장동 793-8","전라남도 여수시 무선중앙로 21, 1층 (화장동)","59639","공원PC(인-508호)","2026-04-01 10:30:31","U","2026-04-03 02:40:00","","259226.576992026","142036.794808404","인터넷컴퓨터게임시설제공업","유통관련업","1","기타","","66.6","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","5","","전체이용가","","","","일반상업지역","",
"30","인터넷컴퓨터게임시설제공업","03_05_05_P","3670000","CDFF2241022025000016","2025-12-15","","01","영업/정상","13","영업중","","","","","","","","대전광역시 유성구 봉명동 565-2","대전광역시 유성구 계룡로 36, 101호 (봉명동)","34177","크라운PC","2026-04-01 10:30:40","U","2026-04-03 02:40:00","","229992.262935895","317219.818956794","인터넷컴퓨터게임시설제공업","유통관련업","0","","","30.8","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","",
"31","인터넷컴퓨터게임시설제공업","03_05_05_P","3740000","CDFF2241022019000005","2019-01-23","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 영통구 매탄동 1267-2 매탄프라자 301,3호","경기도 수원시 영통구 효원로 383, 매탄프라자 301, 303호 (매탄동)","16545","제너스PC 수원영통점","2026-04-01 08:51:44","U","2026-04-03 02:40:00","","203798.551651344","417482.821700407","인터넷컴퓨터게임시설제공업","유통관련업","0","","","334.38","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","128","","전체이용가","","","","","",
"32","인터넷컴퓨터게임시설제공업","03_05_05_P","3910000","CDFF2241022025000070","2025-09-22","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 고덕동 2204-8","경기도 평택시 고덕여염6길 50, 1층 (고덕동)","18018","돈벼락PC","2026-04-01 13:52:20","U","2026-04-03 02:40:00","","204054.38787478","393156.83385039","인터넷컴퓨터게임시설제공업","유통관련업","0","","","99","0","0","","0","0","0","0","","","","","","","","","","","","9","","청소년이용불가","","","","","성인PC방",
"33","인터넷컴퓨터게임시설제공업","03_05_05_P","4000000","CDFF2241022025000020","2025-09-02","","01","영업/정상","13","영업중","","","","","","","","경기도 오산시 오산동 70-14","경기도 오산시 성호대로93번길 70, 1층 (오산동)","18135","춘자pc","2026-04-01 10:46:45","U","2026-04-03 02:40:00","","206310.634209861","405907.258234437","인터넷컴퓨터게임시설제공업","유통관련업","0","","","64.39","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","",
"34","인터넷컴퓨터게임시설제공업","03_05_05_P","4721000","CDFF2241022025000002","2025-07-30","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 완주군 이서면 갈산리 664-2","전북특별자치도 완주군 이서면 기지로 50, 109호","55365","행운PC","2026-04-01 14:45:27","U","2026-04-03 02:40:00","","205123.811294001","259774.240127488","인터넷컴퓨터게임시설제공업","유통관련업","0","","맞고, 바둑이 등","53.2","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","",
"35","인터넷컴퓨터게임시설제공업","03_05_05_P","3200000","CDFF2241022022000012","2022-12-19","","03","폐업","03","폐업","2026-04-01","","","","","","","서울특별시 관악구 신림동 1433-74","서울특별시 관악구 남부순환로 1597-15, 3층 (신림동)","08759","꼬마PC","2026-04-01 14:54:50","U","2026-04-03 02:40:00","","193518.873874035","442503.970273472","인터넷컴퓨터게임시설제공업","유통관련업","0","","","129.87","0","0","","0","0","0","0","","","","","","","","","","","","70","","","","","","","성인pc방",
"36","인터넷컴퓨터게임시설제공업","03_05_05_P","3510500","CDFF2241022022000025","2022-12-14","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 용현동 622-154","인천광역시 미추홀구 토금중로 31-1, 4층 (용현동)","22186","해바라기PC","2026-04-01 15:42:01","U","2026-04-03 02:40:00","","167814.816248446","439063.757384912","인터넷컴퓨터게임시설제공업","유통관련업","0","","","133.95","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","",
"37","인터넷컴퓨터게임시설제공업","03_05_05_P","3170000","CDFF2241022025000003","2025-05-13","","03","폐업","03","폐업","2026-03-31","","","","","","","서울특별시 금천구 가산동 141-2","서울특별시 금천구 남부순환로 1266, 1층 (가산동)","08527","드러와PC방","2026-04-01 09:00:37","U","2026-04-03 02:40:00","","190302.576827532","441861.779595513","인터넷컴퓨터게임시설제공업","유통관련업","0","","","48.96","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","",
"38","인터넷컴퓨터게임시설제공업","03_05_05_P","3940000","CDFF2241022025000009","2025-05-19","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 일산동 579-17 102호","경기도 고양시 일산서구 일중로 77, 102호 (일산동)","10341","리턴게임","2026-04-01 15:57:20","U","2026-04-03 02:40:00","","180082.020997116","464917.119783744","인터넷컴퓨터게임시설제공업","유통관련업","0","","","46","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","성인PC방",
"39","인터넷컴퓨터게임시설제공업","03_05_05_P","5680000","CDFF2241022025000012","2025-05-12","","01","영업/정상","13","영업중","","","","","","","","충청남도 당진시 송산면 유곡리 230","충청남도 당진시 송산면 송산로 785, 1층","31711","진로PC","2026-04-01 12:12:42","U","2026-04-03 02:40:00","","172684.429427446","384044.975058337","인터넷컴퓨터게임시설제공업","유통관련업","0","","","72.96","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","성인PC",
"40","인터넷컴퓨터게임시설제공업","03_05_05_P","3470000","CDFF2241022025000012","2025-06-24","","01","영업/정상","13","영업중","","","","","","","","대구광역시 달서구 이곡동 1213-2","대구광역시 달서구 달구벌대로251길 11, 1층 104호 (이곡동)","42612","위너PC","2026-04-01 13:49:06","U","2026-04-03 02:40:00","","335829.274636933","262497.696702524","인터넷컴퓨터게임시설제공업","유통관련업","8","","","80.1","7","1","","0","0","0","0","","","","","","","","","","","","5","","","","","","","성인PC",
"41","인터넷컴퓨터게임시설제공업","03_05_05_P","4641000","CDFF2241022015000005","2015-01-21","","03","폐업","03","폐업","2026-03-09","","","","","","","전북특별자치도 전주시 완산구 효자동2가 1313-6","전북특별자치도 전주시 완산구 호암로 21, 3층 (효자동2가)","55063","화이트PC","2026-04-01 13:18:51","U","2026-04-03 02:40:00","","208694.47544534","256581.077957794","인터넷컴퓨터게임시설제공업","유통관련업","0","","","264.64","3","0","","0","0","0","0","","","","","","","","","","","","115","","","","","","","",
"42","인터넷컴퓨터게임시설제공업","03_05_05_P","3930000","CDFF2241022021000010","2021-03-09","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 선부동 1088-14 1층","경기도 안산시 단원구 화정천서로2길 4, 1층 (선부동)","15217","수PC게임장","2026-04-01 15:43:58","U","2026-04-03 02:40:00","","183737.611639799","426737.236627721","인터넷컴퓨터게임시설제공업","유통관련업","0","","PC","20","0","0","","0","0","0","0","","","","","","","","","","","","4","","전체이용가","","","","","성인PC방",
"43","인터넷컴퓨터게임시설제공업","03_05_05_P","4470000","CDFF2241022025000010","2025-03-28","","03","폐업","03","폐업","2026-04-01","","","","","","","충청북도 음성군 대소읍 오산리 98-5","충청북도 음성군 대소읍 오태로 76-13","27668","현대PC","2026-04-01 17:20:37","U","2026-04-03 02:40:00","","242895.988208646","385263.855422985","인터넷컴퓨터게임시설제공업","유통관련업","0","","","149.37","0","0","","0","0","0","0","","","","","","","","","","","","50","","","","","","","",
"44","인터넷컴퓨터게임시설제공업","03_05_05_P","3140000","CDFF2241022008000016","2008-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 목동 749-5 지층","서울특별시 양천구 목동중앙본로 42, 지층 (목동)","07975","더존플러스 pc방","2026-04-01 09:09:36","U","2026-04-03 02:40:00","","188340.491697208","448626.650818559","인터넷컴퓨터게임시설제공업","유통관련업","0","","","259.15","0","0","","0","0","0","0","","","","","","","","","","","","70","","","","","","","",
"45","인터넷컴퓨터게임시설제공업","03_05_05_P","3120000","CDFF2241022010000003","2010-02-11","","03","폐업","03","폐업","2026-04-01","","","","","","","서울특별시 서대문구 충정로3가 128-10 지층","서울특별시 서대문구 경기대로 36 (충정로3가,지층)","","돌탱이 PC방","2026-04-01 17:56:17","U","2026-04-03 02:40:00","","196578.410812324","451152.160773091","인터넷컴퓨터게임시설제공업","유통관련업","0","","","126","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","",
"46","인터넷컴퓨터게임시설제공업","03_05_05_P","3940000","CDFF2241022017000035","2017-07-03","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 일산동 576-20 일산 MEGA CITY 202,3호","경기도 고양시 일산서구 원일로 117, 202,203호 (일산동, MEGACITY)","10341","POW PC","2026-04-01 15:59:37","U","2026-04-03 02:40:00","","180100.187178004","464805.035196145","인터넷컴퓨터게임시설제공업","유통관련업","20","","","434.41","15","5","","","","","","","","","","","","","","","","","209","","","","","","일반상업지역","",
"47","인터넷컴퓨터게임시설제공업","03_05_05_P","5710000","CDFF2241022023000061","2023-09-20","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 흥덕구 오송읍 봉산리 1366 1층","충청북도 청주시 흥덕구 오송읍 봉산1길 34-2, 1층","28222","에이스 라운지","2026-04-01 19:17:50","U","2026-04-03 02:40:00","","228820.645982894","346639.906635081","인터넷컴퓨터게임시설제공업","유통관련업","0","","","88.14","1","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","성인PC방",
"48","인터넷컴퓨터게임시설제공업","03_05_05_P","3930000","CDFF2241022026000036","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 상록구 일동 666-4","경기도 안산시 상록구 매화로 62, 1층 (일동)","15517","666PC","2026-04-02 16:51:26","I","2026-04-04 00:20:02","","188042.057807974","422560.595843308","인터넷컴퓨터게임시설제공업","유통관련업","0","","","44.22","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","",
"49","인터넷컴퓨터게임시설제공업","03_05_05_P","5220000","CDFF2241022026000003","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 석적읍 중리 140-3 다동 202호","경상북도 칠곡군 석적읍 북중리4길 47, 다동 1층 202호","39836","병아리 PC","2026-04-02 14:04:15","I","2026-04-04 00:20:02","","327077.14122977","287386.646924011","인터넷컴퓨터게임시설제공업","유통관련업","0","","PC 6대","23.4","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","","",
"50","인터넷컴퓨터게임시설제공업","03_05_05_P","4201000","CDFF2241022026000012","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 교동 156-28 2층","강원특별자치도 강릉시 강릉대로 265, 2층 (교동)","25491","역전PC","2026-04-02 14:05:09","I","2026-04-04 00:20:02","","367205.568724546","474899.568461911","인터넷컴퓨터게임시설제공업","유통관련업","0","","","88.36","0","0","","0","0","0","0","","","","","","","","","","","","5","","","","","","","",
"51","인터넷컴퓨터게임시설제공업","03_05_05_P","4191000","CDFF2241022026000015","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단구동 1532-22","강원특별자치도 원주시 천매봉길 114, 1층 (단구동)","26483","사또PC","2026-04-02 14:48:28","I","2026-04-04 00:20:02","","283514.480518147","425293.732368873","인터넷컴퓨터게임시설제공업","유통관련업","0","","","74.8","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","",
