"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"41","식육포장처리업","07_22_06_P","5020000","502000010420260001","2026-02-05","","01","영업/정상","0000","정상","","","","","","0","","경상북도 포항시 남구 해도동 420-31","경상북도 포항시 남구 중앙로122번길 25 (해도동)","37791","다드림FnB","2026-02-05 16:44:22","I","2026-02-07 00:20:02","","413672.68489842","283058.741131177","식육포장처리업","식육포장처리업","0","000","0",
"42","식육포장처리업","07_22_06_P","4080000","408000010420260001","2026-02-04","","01","영업/정상","0000","정상","","","","","031-520-2151","2307.9","","경기도 안성시 서운면 신능리 221-2","경기도 안성시 서운면 제3공단3길 9","17605","유한회사 좋은에프앤비","2026-02-05 16:42:28","I","2026-02-07 00:20:02","","223926.488728343","386009.238461057","식육포장처리업","식육포장처리업","0","L00","0",
"43","식육포장처리업","07_22_06_P","3990000","399000010420230016","2023-09-11","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 화도읍 녹촌리 331","경기도 남양주시 화도읍 마치로284번길 120, 1층","12187","비에프 에프앤비","2026-02-05 16:55:46","U","2026-02-07 02:40:00","","225007.139521253","460295.967736404","식육포장처리업","식육포장처리업","0","L00","0",
"44","식육포장처리업","07_22_06_P","4160000","416000010420230002","2023-07-05","","03","폐업","0002","폐업","2026-02-03","","","","","0","","경기도 가평군 가평읍 대곡리 195-3 101호","경기도 가평군 가평읍 가화로 43, 101호","12420","주식회사 육프로","2026-02-05 14:15:36","U","2026-02-07 02:40:00","","245310.048392254","480251.128582677","식육포장처리업","식육포장처리업","0","L00","0",
"45","식육포장처리업","07_22_06_P","4400000","440000010420190003","2019-04-22","","03","폐업","0002","폐업","2026-02-05","","","","043-648-1515","0","","충청북도 제천시 왕암동 587-4","충청북도 제천시 한방엑스포로 18 (왕암동)","27116","시골이야기","2026-02-05 16:08:30","U","2026-02-07 02:40:00","","302929.537855317","405455.954403072","식육포장처리업","식육포장처리업","0","000","0",
"46","식육포장처리업","07_22_06_P","6510000","651000000420000001","2000-12-04","","03","폐업","0002","폐업","2026-02-04","2024-11-11","","","759-7702","2011","","제주특별자치도 제주시 오등동 640","제주특별자치도 제주시 오등14길 35-1 (오등동)","63240","(주)제주인증","2026-02-05 09:01:20","U","2026-02-07 02:40:00","","156459.980937645","-2573.84826634551","식육포장처리업","식육포장처리업","0","L00","0",
"47","식육포장처리업","07_22_06_P","3990000","399000010420200004","2020-02-18","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 별내면 광전리 624","경기도 남양주시 별내면 송산로넉바위길 11","12090","(주)미래푸드시스템","2026-02-05 11:44:22","U","2026-02-07 02:40:00","","211524.135765489","463847.526531791","식육포장처리업","식육포장처리업","0","L00","0",
"48","식육포장처리업","07_22_06_P","4460000","446000010420210003","2021-12-22","","01","영업/정상","0000","정상","","","","","0437607201","0","","충청북도 괴산군 괴산읍 능촌리 1089","충청북도 괴산군 괴산읍 자연식품2길 8","28023","건강한한우 미토리 2공방","2026-02-05 16:06:26","U","2026-02-07 02:40:00","","273139.317295097","371152.093556705","식육포장처리업","식육포장처리업","0","L00","0",
"49","식육포장처리업","07_22_06_P","5120000","512000010420220001","2022-01-06","","03","폐업","0002","폐업","2026-01-19","","","","","0","","경상북도 문경시 마성면 외어리 1219","경상북도 문경시 마성면 안늘목2길 83-2, 1층","36921","까망천초","2026-02-05 17:02:04","U","2026-02-07 02:40:00","","302419.629174115","355581.760738603","식육포장처리업","식육포장처리업","0","L00","0",
"50","식육포장처리업","07_22_06_P","3990000","399000010420210016","2021-09-30","","01","영업/정상","0000","정상","","","","","","3066.4","","경기도 남양주시 진접읍 금곡리 2053-1","경기도 남양주시 진접읍 경복대로바람골길 42-171, 2층","12070","코코스 주식회사","2026-02-05 11:00:14","U","2026-02-07 02:40:00","","218594.178053108","467435.354188576","식육포장처리업","식육포장처리업","0","L00","0",
"51","식육포장처리업","07_22_06_P","5200000","520000010420230002","2023-02-14","","01","영업/정상","0000","정상","","","","","","2954","","경상북도 고령군 개진면 옥산리 225","경상북도 고령군 개진면 옥도길 6-1","40149","농업회사법인주식회사천하제일한우","2026-02-05 09:35:50","U","2026-02-07 02:40:00","","326442.533065855","245869.392108594","식육포장처리업","식육포장처리업","0","L00","0",
"52","식육포장처리업","07_22_06_P","3990000","399000010420180014","2018-07-25","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 진건읍 송능리 237-1","경기도 남양주시 진건읍 진건오남로390번길 50-3","12129","주식회사 참조은한우","2026-02-05 11:25:58","U","2026-02-07 02:40:00","","217961.812751194","463027.518788951","식육포장처리업","식육포장처리업","0","L00","0",
"53","식육포장처리업","07_22_06_P","3090000","309000010420220001","2011-11-16","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 도봉구 방학동 632-38 1층","서울특별시 도봉구 도당로13길 29-8, 1층 (방학동)","01357","(주) 엠티엠코리아","2026-02-05 17:06:34","U","2026-02-07 02:40:00","","202965.140259028","462601.382384114","식육포장처리업","식육포장처리업","0","L00","0",
"54","식육포장처리업","07_22_06_P","4731000","473100010420170001","2017-05-23","","03","폐업","0002","폐업","2026-01-29","","","","0634333999","887","","","전북특별자치도 진안군 진안읍 중앙로 73 (축협)","55428","무진장축산업협동조합","2026-02-05 15:43:15","U","2026-02-07 02:40:00","","238395.833070861","254722.610104511","식육포장처리업","식육포장처리업","0","L00","0",
"55","식육포장처리업","07_22_06_P","4520000","452000010420210002","2021-02-22","","03","폐업","0002","폐업","2026-01-06","","","","041-425-0032","0","","충청남도 아산시 신창면 읍내리 80-16","충청남도 아산시 신창면 서부남로790번길 52","31536","주식회사 왕건 아산공장","2026-02-05 15:28:07","U","2026-02-07 02:40:00","","193643.092506593","364771.458670504","식육포장처리업","식육포장처리업","0","L00","0",
"56","식육포장처리업","07_22_06_P","3350000","335000010420210001","2021-01-27","","03","폐업","0002","폐업","2026-02-05","","","","","0","","부산광역시 금정구 회동동 556-8 대영아크릴","부산광역시 금정구 개좌로 266-23, 대영아크릴 (회동동)","46257","더건강한푸드","2026-02-05 11:43:43","U","2026-02-07 02:40:00","","393606.465288858","194445.900738225","식육포장처리업","식육포장처리업","0","000","0",
"57","식육포장처리업","07_22_06_P","3330000","333000010420260002","2026-02-06","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 해운대구 반송동 275-131 현우재활용센타","부산광역시 해운대구 아랫반송로21번길 140, 1층 A호 (반송동)","48014","나루식품","2026-02-06 09:18:54","I","2026-02-08 00:20:01","","395555.799676308","194315.869424991","식육포장처리업","식육포장처리업","0","000","0",
"58","식육포장처리업","07_22_06_P","3560000","356000010420260001","2026-02-06","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 서구 오류동 417-11","인천광역시 서구 원당대로205번길 2-53 (오류동)","22662","정육감","2026-02-06 15:22:19","I","2026-02-08 00:20:01","","166948.284031504","454445.30821977","식육포장처리업","식육포장처리업","0","000","0",
"59","식육포장처리업","07_22_06_P","5540000","554000010420260003","2026-02-06","","01","영업/정상","0000","정상","","","","","","0","","경기도 광주시 장지동 608","경기도 광주시 절골길 56, 1층 (장지동)","12775","주식회사 바람","2026-02-06 09:56:30","I","2026-02-08 00:20:01","","220525.957684998","433648.848464784","식육포장처리업","식육포장처리업","0","L00","0",
"60","식육포장처리업","07_22_06_P","5080000","508000010420260001","2026-02-06","","01","영업/정상","0000","정상","","","","","070-8670-2269","0","","경상북도 구미시 선기동 248","경상북도 구미시 송선로 460-8 (선기동)","39215","(주)축산물네트워크","2026-02-06 17:35:35","I","2026-02-08 00:20:01","","318528.402285887","293456.398890058","식육포장처리업","식육포장처리업","0","L00","0",
"61","식육포장처리업","07_22_06_P","4540000","454000010420260001","2026-02-06","","01","영업/정상","0000","정상","","","","","","0","","충청남도 논산시 성동면 정지리 289-3","충청남도 논산시 성동면 성동로559번길 75-9, 1동","32926","(주)산지한우육가공","2026-02-06 13:59:16","I","2026-02-08 00:20:01","","","","식육포장처리업","식육포장처리업","0","L00","0",
"62","식육포장처리업","07_22_06_P","3730000","373000010420260001","2026-02-06","","01","영업/정상","0000","정상","","","","","","0","","울산광역시 울주군 청량읍 상남리 875-10","울산광역시 울주군 청량읍 상남2길 6-18, 1층","44985","(주)에스앤미트","2026-02-06 10:15:04","I","2026-02-08 00:20:01","","409292.900980685","222980.75283131","식육포장처리업","식육포장처리업","0","L00","0",
"63","식육포장처리업","07_22_06_P","5350000","535000010420170012","2017-07-07","","01","영업/정상","0000","정상","","","","","","0","","경상남도 김해시 주촌면 내삼리 1193-5","경상남도 김해시 주촌면 서부로1409번길 68","50877","올담축산","2026-02-06 19:52:34","U","2026-02-08 02:40:00","","365279.99342041","193673.830120957","식육포장처리업","식육포장처리업","0","000","0",
"64","식육포장처리업","07_22_06_P","5220000","522000000420060001","2006-09-29","","01","영업/정상","0000","정상","","","","","","397","","경상북도 칠곡군 북삼읍 숭오리 17-1","경상북도 칠곡군 북삼읍 북삼로 159","39807","장수돈우본가","2026-02-06 09:40:31","U","2026-02-08 02:40:00","","320113.778334482","286011.717022624","식육포장처리업","식육포장처리업","0","000","0",
"65","식육포장처리업","07_22_06_P","3170000","317000010420190001","2019-03-04","","01","영업/정상","0000","정상","","","","","02-837-9146","0","","서울특별시 금천구 독산동 144-9 1층 일부, 2층","서울특별시 금천구 시흥대로141길 73, 1층 일부, 2층 (독산동)","08531","(주)신화미트","2026-02-06 13:53:04","U","2026-02-08 02:40:00","","190864.679347013","441558.425706998","식육포장처리업","식육포장처리업","0","L00","0",
"66","식육포장처리업","07_22_06_P","4470000","447000010420190001","2019-03-07","","01","영업/정상","0000","정상","","","","","043-882-6133","0","","충청북도 음성군 금왕읍 용계리 산 29-1","충청북도 음성군 금왕읍 덕금로 943","27681","(주)건화","2026-02-06 09:33:57","U","2026-02-08 02:40:00","","251965.717471743","385660.87837273","식육포장처리업","식육포장처리업","0","L00","0",
"67","식육포장처리업","07_22_06_P","5220000","522000010420240016","2024-09-30","","01","영업/정상","0000","정상","","","","","","0","","경상북도 칠곡군 가산면 학하리 419-1","경상북도 칠곡군 가산면 학하4길 10","39849","이룸푸드","2026-02-06 10:09:14","U","2026-02-08 02:40:00","","333677.574602906","289613.557560279","식육포장처리업","식육포장처리업","0","000","0",
"68","식육포장처리업","07_22_06_P","3730000","373000000420020001","2002-09-06","","01","영업/정상","0000","정상","","","","","264-8050","6923","","울산광역시 울주군 언양읍 반곡리 산 50-1 (주)가천린포크 육가공 공장","울산광역시 울주군 언양읍 언동3길 2-7, (주)가천린포크 육가공 공장 지하1층","44935","(주)가천린포크","2026-02-06 15:49:42","U","2026-02-08 02:40:00","","","","식육포장처리업","식육포장처리업","0","L00","0",
"69","식육포장처리업","07_22_06_P","3700000","370000010420100003","2010-09-17","","03","폐업","0002","폐업","2026-02-06","","","","272-1543","0","","울산광역시 남구 신정동 1656-1 상가 1층","울산광역시 남구 대공원로 198 (신정동,상가 1층)","","진한우포크","2026-02-06 11:27:26","U","2026-02-08 02:40:00","","408721.214989317","228027.597319827","식육포장처리업","식육포장처리업","0","000","0",
"70","식육포장처리업","07_22_06_P","3170000","317000010420240002","2024-04-23","","01","영업/정상","0000","정상","","","","","02-808-8077","0","","서울특별시 금천구 시흥동 907-29 101,102호","서울특별시 금천구 은행나무로 22, 101,102호 (시흥동)","08631","(주)서울미트팜","2026-02-06 13:52:09","U","2026-02-08 02:40:00","","191522.888647173","438704.249146072","식육포장처리업","식육포장처리업","0","L00","0",
