번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,의자수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,침대수,다중이용업소여부,Unnamed: 44,record_key
474,이용업,05_19_01_P,4490000,5650000-203-2026-00001,2026-02-25,,1,영업/정상,1,영업,,,,,,36.96,330-940,충청남도 천안시 동남구 신방동 1548 1층,"충청남도 천안시 동남구 통정4로 32, 1층 (신방동)",31204.0,큐사랑,2026-02-25 15:04:23,I,2026-02-27 00:20:02,일반이용업,211830.493403971,363807.187998082,일반이용업,0.0,0.0,1.0,1.0,0.0,0.0,2,,,,,0.0,0.0,0.0,N,,큐사랑_충청남도천안시동남구신방동15481층
461,이용업,05_19_01_P,5710000,5730000-203-2026-00001,2026-02-24,,1,영업/정상,1,영업,,,,,,0.0,361-812,충청북도 청주시 흥덕구 복대동 1366 송진 1층,"충청북도 청주시 흥덕구 신율로145번길 2, 송진 1층 (복대동)",28602.0,와이바버샵,2026-02-24 15:56:44,I,2026-02-26 00:20:08,일반이용업,239911.069233369,347802.349016913,일반이용업,0.0,0.0,1.0,1.0,0.0,0.0,2,,,,,0.0,0.0,0.0,N,,와이바버샵_충청북도청주시흥덕구복대동1366송진1층
460,이용업,05_19_01_P,3740000,3760000-203-2026-00001,2026-02-24,,1,영업/정상,1,영업,,,,,,0.0,441-754,경기도 수원시 권선구 세류동 1147 미영아파트,"경기도 수원시 권선구 정조로 432, 지1층 일부호 (세류동, 미영아파트)",16658.0,봉황이용원,2026-02-24 13:06:02,I,2026-02-26 00:20:08,일반이용업,201212.518651025,416252.338655876,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,0.0,0.0,0.0,N,,봉황이용원_경기도수원시권선구세류동1147미영아파트
441,이용업,05_19_01_P,3020000,3020000-203-2026-00001,2026-02-23,,1,영업/정상,1,영업,,,,,,47.52,140-847,서울특별시 용산구 원효로2가 80-18,"서울특별시 용산구 원효로 177-6, 2층 (원효로2가)",4364.0,리옵 하우스(REOP HAUS),2026-02-23 17:16:00,I,2026-02-25 00:20:01,일반이용업,196591.776536701,448200.538351022,일반이용업,0.0,0.0,2.0,0.0,0.0,0.0,2,,,,임대,0.0,0.0,0.0,N,,리옵하우스(REOPHAUS)_서울특별시용산구원효로2가80-18
439,이용업,05_19_01_P,3130000,3130000-203-2026-00001,2026-02-23,,1,영업/정상,1,영업,,,,,,0.0,121-818,서울특별시 마포구 동교동 176-17,서울특별시 마포구 신촌로2안길 12 (동교동),4056.0,무드먼트 홍대점,2026-02-23 11:06:50,I,2026-02-25 00:20:01,일반이용업,193548.772733936,450569.194130951,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,N,,무드먼트홍대점_서울특별시마포구동교동176-17
438,이용업,05_19_01_P,3470000,3470000-203-2026-00002,2026-02-23,,1,영업/정상,1,영업,,,,,,0.0,704-932,대구광역시 달서구 죽전동 263-1,"대구광역시 달서구 와룡로43길 45, 1층 (죽전동)",42633.0,로우키 바버샵,2026-02-23 10:49:57,I,2026-02-25 00:20:01,일반이용업,338549.358708999,262389.135290884,일반이용업,4.0,0.0,1.0,1.0,0.0,0.0,1,,,,,0.0,1.0,1.0,N,,로우키바버샵_대구광역시달서구죽전동263-1
423,이용업,05_19_01_P,3460000,3460000-203-2026-00005,2026-02-20,,1,영업/정상,1,영업,,,,,,0.0,706-827,대구광역시 수성구 상동 56-12 1층,"대구광역시 수성구 수성로32길 113-12, 1층 (상동)",42161.0,솔찌네헤어,2026-02-20 14:54:00,I,2026-02-22 00:20:02,일반이용업,345775.434643374,260764.358726594,일반이용업,0.0,0.0,1.0,1.0,0.0,0.0,0,,,,,0.0,0.0,0.0,N,,솔찌네헤어_대구광역시수성구상동56-121층
422,이용업,05_19_01_P,3400000,3400000-203-2026-00001,2026-02-20,,1,영업/정상,1,영업,,,,,,30.0,619-903,부산광역시 기장군 기장읍 대라리 140-11 영월슈퍼,"부산광역시 기장군 기장읍 차성로242번길 9, 1층",46070.0,미스터유헤어컷,2026-02-20 14:11:13,I,2026-02-22 00:20:02,일반이용업,401463.670886139,195549.126181043,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,4,,,,,0.0,0.0,0.0,N,,미스터유헤어컷_부산광역시기장군기장읍대라리140-11영월슈퍼
424,이용업,05_19_01_P,5130000,5130000-203-2026-00002,2026-02-20,,1,영업/정상,1,영업,,,,,,42.25,712-835,경상북도 경산시 진량읍 봉회리 71-1,"경상북도 경산시 진량읍 봉황길 29, 경산1차 삼주봉황타운 106동 116호",38450.0,큐(Q)사랑 진량점,2026-02-20 16:51:36,I,2026-02-22 00:20:02,일반이용업,364490.88406221,266546.481950727,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,3,,,,,0.0,0.0,0.0,N,,큐(Q)사랑진량점_경상북도경산시진량읍봉회리71-1
470,이용업,05_19_01_P,5060000,5060000-203-2026-00001,2026-02-20,,1,영업/정상,1,영업,,,,,,48.64,740-220,경상북도 김천시 율곡동 1123 더스퀘어,"경상북도 김천시 혁신2로 15, 더스퀘어 115호 (율곡동)",39660.0,Daddy's Barber(대디즈바버),2026-02-24 16:48:22,U,2026-02-26 02:40:00,일반이용업,306479.064526885,291131.588890058,일반이용업,0.0,0.0,1.0,0.0,0.0,0.0,2,,,,,0.0,0.0,0.0,N,,Daddy'sBarber(대디즈바버)_경상북도김천시율곡동1123더스퀘어
413,이용업,05_19_01_P,3290000,3290000-203-2026-00002,2026-02-19,,1,영업/정상,1,영업,,,,,,33.01,614-844,부산광역시 부산진구 부전동 262-14,"부산광역시 부산진구 새싹로14번길 14, 1층 106호 (부전동)",47254.0,ONE 신신 남성컷트 전문점,2026-02-19 15:56:05,I,2026-02-21 00:20:05,일반이용업,387502.193407594,186419.186053557,일반이용업,11.0,0.0,1.0,1.0,0.0,0.0,5,,,,,0.0,0.0,0.0,N,,ONE신신남성컷트전문점_부산광역시부산진구부전동262-14
412,이용업,05_19_01_P,3780000,3790000-203-2026-00001,2026-02-19,,1,영업/정상,1,영업,,,,,,0.0,461-824,경기도 성남시 수정구 태평동 6157-2 1층 일부호,"경기도 성남시 수정구 성남대로1250번길 15-1, 1층 일부호 (태평동)",13311.0,컷트클럽,2026-02-19 16:40:23,I,2026-02-21 00:20:05,일반이용업,211368.081068367,437769.976028487,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,N,,컷트클럽_경기도성남시수정구태평동6157-21층일부호
407,이용업,05_19_01_P,5310000,5310000-203-2026-00003,2026-02-13,,1,영업/정상,1,영업,,,,,,33.3,660-031,경상남도 진주시 충무공동 275 혁신도시중흥에스-클래스더퍼스트,"경상남도 진주시 충의로 146, 상가2동 114호 (충무공동, 혁신도시중흥에스-클래스더퍼스트)",52853.0,레오멘즈헤어(LEO man's hair),2026-02-13 16:10:32,I,2026-02-15 00:20:02,일반이용업,304721.375379815,186932.153856487,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,0.0,0.0,1.0,N,,레오멘즈헤어(LEOman'shair)_경상남도진주시충무공동275혁신도시중흥에스-클래스더퍼스트
406,이용업,05_19_01_P,5380000,5380000-203-2026-00001,2026-02-13,,1,영업/정상,1,영업,,,,,,19.6,626-848,경상남도 양산시 평산동 568-43 평산종합시장,"경상남도 양산시 신명로 66, 평산종합시장 103호 (평산동)",50545.0,맨남성컷트,2026-02-13 17:05:33,I,2026-02-15 00:20:02,일반이용업,394912.538755419,211740.3140466,일반이용업,0.0,0.0,1.0,0.0,0.0,0.0,2,,,,,0.0,1.0,0.0,N,,맨남성컷트_경상남도양산시평산동568-43평산종합시장
405,이용업,05_19_01_P,3450000,3450000-203-2026-00006,2026-02-13,,1,영업/정상,1,영업,,,,,,30.0,702-808,대구광역시 북구 구암동 670-9,"대구광역시 북구 태암남로 31, 1층 (구암동)",41465.0,복있는 이용원,2026-02-13 13:59:05,I,2026-02-15 00:20:02,일반이용업,339905.526056004,270570.183615747,일반이용업,0.0,0.0,1.0,1.0,0.0,0.0,2,,,,,0.0,0.0,0.0,N,,복있는이용원_대구광역시북구구암동670-9
404,이용업,05_19_01_P,3940000,3960100-203-2026-00001,2026-02-13,,1,영업/정상,1,영업,,,,,,31.4,410-812,경기도 고양시 일산동구 마두동 879 1층 일부호,"경기도 고양시 일산동구 산두로 57, 1층 일부호 (마두동)",10412.0,프라임 맨즈헤어 바버샵,2026-02-13 11:16:56,I,2026-02-15 00:20:02,일반이용업,181284.524615002,462351.360889207,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,0.0,0.0,0.0,N,,프라임맨즈헤어바버샵_경기도고양시일산동구마두동8791층일부호
403,이용업,05_19_01_P,3330000,3330000-203-2026-00002,2026-02-13,,1,영업/정상,1,영업,,,,,,34.15,612-813,부산광역시 해운대구 반여동 1291-508 삼화철물,"부산광역시 해운대구 재반로226번길 6, 삼화철물 1층 일부호 (반여동)",48027.0,J 남성컷트,2026-02-13 15:03:54,I,2026-02-15 00:20:02,일반이용업,394044.091248395,190753.890785468,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,3,,,,,0.0,0.0,0.0,N,,J남성컷트_부산광역시해운대구반여동1291-508삼화철물
397,이용업,05_19_01_P,4681000,4681000-203-2026-00002,2026-02-12,,1,영업/정상,1,영업,,,,,,14.0,,전북특별자치도 익산시 신동 786-11,"전북특별자치도 익산시 동서로19길 78-1, 1층 (신동)",54646.0,139 헤어,2026-02-12 10:01:00,I,2026-02-14 00:20:02,일반이용업,196152.029906285,273417.156875761,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,0.0,0.0,0.0,N,,139헤어_전북특별자치도익산시신동786-11
396,이용업,05_19_01_P,5100000,5100000-203-2026-00001,2026-02-12,,1,영업/정상,1,영업,,,,,,22.13,770-050,경상북도 영천시 교촌동 242-1,"경상북도 영천시 포교당뒷길 1, 전면 우측호 (교촌동)",38843.0,모찬인생,2026-02-12 11:41:05,I,2026-02-14 00:20:02,일반이용업,373693.43688792,275625.608659266,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,0.0,0.0,0.0,N,,모찬인생_경상북도영천시교촌동242-1
395,이용업,05_19_01_P,3240000,3240000-203-2026-00001,2026-02-12,,1,영업/정상,1,영업,,,,,,25.21,134-864,서울특별시 강동구 천호동 167-25,"서울특별시 강동구 성안로27길 37, 1층 101호 (천호동)",5337.0,오퍼스 맨즈 바버샵,2026-02-12 11:32:16,I,2026-02-14 00:20:02,일반이용업,211779.529724685,448599.583935198,일반이용업,1.0,0.0,0.0,0.0,0.0,0.0,1,,,,,0.0,0.0,0.0,N,,오퍼스맨즈바버샵_서울특별시강동구천호동167-25
394,이용업,05_19_01_P,3340000,3340000-203-2026-00001,2026-02-12,,1,영업/정상,1,영업,,,,,,29.7,604-847,부산광역시 사하구 장림동 506-5 장림현대타워아파트,"부산광역시 사하구 다대로 365, 107호 (장림동, 장림현대타워아파트)",49511.0,이발소 후,2026-02-12 14:18:56,I,2026-02-14 00:20:02,일반이용업,380354.593114506,176323.72085246,일반이용업,0.0,0.0,1.0,1.0,0.0,0.0,2,,,,,0.0,0.0,0.0,N,,이발소후_부산광역시사하구장림동506-5장림현대타워아파트
389,이용업,05_19_01_P,5310000,5310000-203-2026-00002,2026-02-11,,1,영업/정상,1,영업,,,,,,33.0,660-310,경상남도 진주시 호탄동 976-2,"경상남도 진주시 가호로 33, 1층 일부 (호탄동)",52817.0,브로맨즈헤어,2026-02-11 14:07:04,I,2026-02-13 00:20:38,일반이용업,301048.421317681,185512.445200634,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,0.0,0.0,0.0,N,,브로맨즈헤어_경상남도진주시호탄동976-2
381,이용업,05_19_01_P,3100000,3100000-203-2026-00001,2026-02-10,,1,영업/정상,1,영업,,,,,,14.08,139-957,서울특별시 노원구 월계동 929 현대아파트,"서울특별시 노원구 석계로 49, 상가동 111호 (월계동, 현대아파트)",1901.0,철수네 이발관,2026-02-10 13:59:46,I,2026-02-12 00:20:02,일반이용업,205455.618698896,457358.731978332,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,임대,0.0,0.0,0.0,N,,철수네이발관_서울특별시노원구월계동929현대아파트
365,이용업,05_19_01_P,3070000,3070000-203-2026-00001,2026-02-09,,1,영업/정상,1,영업,,,,,,66.84,136-817,서울특별시 성북구 석관동 131-44 2층,"서울특별시 성북구 한천로78길 46, 2층 (석관동)",2781.0,수컷,2026-02-09 16:50:48,I,2026-02-11 00:20:41,일반이용업,205646.10849479,456693.201708002,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,0.0,0.0,0.0,N,,수컷_서울특별시성북구석관동131-442층
369,이용업,05_19_01_P,3540000,3540000-203-2026-00003,2026-02-09,,1,영업/정상,1,영업,,,,,,46.75,403-829,인천광역시 부평구 부평동 676-29 1층,"인천광역시 부평구 동수로 11, 1층 (부평동)",21424.0,첸코 바버샵 (CHENKO BARBERSHOP),2026-02-09 15:46:35,I,2026-02-11 00:20:41,일반이용업,175149.362552176,442598.2274448,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,0.0,0.0,0.0,N,,첸코바버샵(CHENKOBARBERSHOP)_인천광역시부평구부평동676-291층
368,이용업,05_19_01_P,3200000,3200000-203-2026-00002,2026-02-09,,1,영업/정상,1,영업,,,,,,50.0,151-872,서울특별시 관악구 신림동 490-1,"서울특별시 관악구 남부순환로161길 61, 1층 102호 (신림동)",8762.0,종로이발,2026-02-09 17:06:28,I,2026-02-11 00:20:41,일반이용업,192774.268742812,442528.570579407,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,3,,,,,0.0,0.0,0.0,N,,종로이발_서울특별시관악구신림동490-1
367,이용업,05_19_01_P,3120000,3120000-203-2026-00002,2026-02-09,,1,영업/정상,1,영업,,,,,,29.6,120-060,서울특별시 서대문구 옥천동 113-2,"서울특별시 서대문구 독립문로 23-1, 1층 좌측호 (옥천동)",3734.0,창희 이용원,2026-02-09 17:35:15,I,2026-02-11 00:20:41,일반이용업,196477.036368681,451971.954485463,일반이용업,1.0,0.0,0.0,0.0,0.0,0.0,2,,,,,0.0,0.0,0.0,N,,창희이용원_서울특별시서대문구옥천동113-2
364,이용업,05_19_01_P,3220000,3220000-203-2026-00001,2026-02-09,,1,영업/정상,1,영업,,,,,,33.1,135-894,서울특별시 강남구 신사동 606-17,"서울특별시 강남구 압구정로34길 43, 1층 101호 (신사동)",6023.0,엔투라지바버샵 압구정점,2026-02-09 14:37:23,I,2026-02-11 00:20:41,일반이용업,202642.147963746,446997.520598589,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,0.0,0.0,0.0,N,,엔투라지바버샵압구정점_서울특별시강남구신사동606-17
366,이용업,05_19_01_P,3710000,3710000-203-2026-00001,2026-02-09,,1,영업/정상,1,영업,,,,,,0.0,682-800,울산광역시 동구 동부동 327-24,"울산광역시 동구 동해안로 61, 1층 102호 (동부동)",44006.0,포맨,2026-02-09 10:13:31,I,2026-02-11 00:20:41,일반이용업,420278.394634044,229701.241308373,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,N,,포맨_울산광역시동구동부동327-24
448,이용업,05_19_01_P,3460000,3460000-203-2026-00004,2026-02-06,,1,영업/정상,1,영업,,,,,,59.13,706-829,대구광역시 수성구 상동 388-7 1층,"대구광역시 수성구 수성로12길 16, 1층 (상동)",42167.0,젠톤맨즈헤어,2026-02-23 13:44:22,U,2026-02-25 02:40:00,일반이용업,345584.119346489,260133.479511509,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,N,,젠톤맨즈헤어_대구광역시수성구상동388-71층
355,이용업,05_19_01_P,3160000,3160000-203-2026-00001,2026-02-06,,1,영업/정상,1,영업,,,,,,60.0,152-816,서울특별시 구로구 개봉동 403-91 삼전빌딩,"서울특별시 구로구 개봉로 19, 삼전빌딩 202호 (개봉동)",8352.0,라헬,2026-02-06 17:26:01,I,2026-02-08 00:20:01,일반이용업,187200.215293117,442816.193859028,일반이용업,0.0,0.0,2.0,2.0,0.0,0.0,2,,,,,0.0,0.0,1.0,N,,라헬_서울특별시구로구개봉동403-91삼전빌딩
356,이용업,05_19_01_P,5130000,5130000-203-2026-00001,2026-02-06,,1,영업/정상,1,영업,,,,,,0.0,712-150,경상북도 경산시 임당동 526-2,"경상북도 경산시 둥지로 113-1, 1층 (임당동)",38520.0,국도 이용소,2026-02-06 13:28:52,I,2026-02-08 00:20:01,일반이용업,357674.279900895,261731.113085686,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,0.0,0.0,0.0,N,,국도이용소_경상북도경산시임당동526-2
349,이용업,05_19_01_P,4671000,4671000-203-2026-00002,2026-02-05,,1,영업/정상,1,영업,,,,,,11.0,,전북특별자치도 군산시 소룡동 737,"전북특별자치도 군산시 해망로 631, 3층 (소룡동)",54009.0,군산더해수온천이용원,2026-02-05 14:42:17,I,2026-02-07 00:20:02,일반이용업,170546.588502932,275504.377348236,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,0.0,0.0,0.0,N,,군산더해수온천이용원_전북특별자치도군산시소룡동737
348,이용업,05_19_01_P,4400000,4400000-203-2026-00001,2026-02-05,,1,영업/정상,1,영업,,,,,,18.72,390-030,충청북도 제천시 의림동 50-1 제천스파빌딩 3층 남탕 이발소,"충청북도 제천시 풍양로9길 5, 제천스파빌딩 3층 (의림동)",27169.0,킹스파헤어,2026-02-05 15:53:26,I,2026-02-07 00:20:02,일반이용업,307317.59325192,404766.534699677,일반이용업,3.0,0.0,3.0,3.0,0.0,0.0,2,,,,임대,0.0,1.0,0.0,N,,킹스파헤어_충청북도제천시의림동50-1제천스파빌딩3층남탕이발소
330,이용업,05_19_01_P,3090000,3090000-203-2026-00002,2026-02-04,,1,영업/정상,1,영업,,,,,,34.0,132-850,서울특별시 도봉구 방학동 689 방학 동부센트레빌,"서울특별시 도봉구 도봉로145길 65, 방학 동부센트레빌 나동 1층 102호 (방학동)",1344.0,평창이용원,2026-02-04 10:35:14,I,2026-02-06 00:20:02,일반이용업,203418.621869881,462323.273453412,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,0.0,0.0,0.0,N,,평창이용원_서울특별시도봉구방학동689방학동부센트레빌
331,이용업,05_19_01_P,3230000,3230000-203-2026-00002,2026-02-04,,1,영업/정상,1,영업,,,,,,62.76,138-827,서울특별시 송파구 방이동 42 잠실역 웰리지 더테라스,"서울특별시 송파구 올림픽로34길 5-14, 잠실역 웰리지 더테라스 303호 (방이동)",5544.0,리첸모,2026-02-04 12:28:33,I,2026-02-06 00:20:02,일반이용업,209773.41179469,445995.411613587,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,N,,리첸모_서울특별시송파구방이동42잠실역웰리지더테라스
387,이용업,05_19_01_P,3650000,3650000-203-2026-00001,2026-02-03,,1,영업/정상,1,영업,,,,,,32.87,301-817,대전광역시 중구 산성동 104-5 1층,"대전광역시 중구 문화로 90, 1층 (산성동)",34993.0,젠틀맨,2026-02-10 16:14:56,U,2026-02-12 02:40:00,일반이용업,235471.46815138,312389.32498461,일반이용업,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,N,,젠틀맨_대전광역시중구산성동104-51층
333,이용업,05_19_01_P,4520000,4520000-203-2026-00001,2026-02-03,,1,영업/정상,1,영업,,,,,,30.26,336-863,충청남도 아산시 음봉면 산동리 1068 해링턴플레이스 스마트밸리 C동 121호,"충청남도 아산시 음봉면 산동희망로 17, C동 1층 121호 (해링턴플레이스 스마트밸리)",31418.0,헤어반값,2026-02-03 11:29:18,I,2026-02-06 00:20:02,일반이용업,,,일반이용업,0.0,0.0,1.0,1.0,0.0,0.0,3,,,,,0.0,0.0,0.0,N,,헤어반값_충청남도아산시음봉면산동리1068해링턴플레이스스마트밸리C동121호
332,이용업,05_19_01_P,3290000,3290000-203-2026-00001,2026-02-03,,1,영업/정상,1,영업,,,,,,3.3,614-842,부산광역시 부산진구 부전동 39-1,"부산광역시 부산진구 부전로 193-1, 3층 일부호 (부전동)",47248.0,수정탕 구내 이용원,2026-02-03 11:01:11,I,2026-02-06 00:20:02,일반이용업,387767.420859425,186950.054402186,일반이용업,5.0,1.0,3.0,3.0,0.0,0.0,1,,,,,0.0,0.0,0.0,N,,수정탕구내이용원_부산광역시부산진구부전동39-1
3,이용업,05_19_01_P,3970000,3970000-203-2026-00001,2026-02-02,,1,영업/정상,1,영업,,,,,,38.42,427-100,경기도 과천시 갈현동 813-5,"경기도 과천시 과천대로7라길 25, 1층 102호 (갈현동)",13840.0,스트럭트 바버샵,2026-02-02 10:55:12,I,2026-02-04 00:20:02,일반이용업,,,일반이용업,1.0,0.0,0.0,0.0,0.0,0.0,1,,,,임대,0.0,0.0,0.0,N,,스트럭트바버샵_경기도과천시갈현동813-5
