"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"16","식육포장처리업","07_22_06_P","3730000","373000010420230001","2023-02-24","","01","영업/정상","0000","정상","","","","2024-06-20","052-263-6551","0","","울산광역시 울주군 두동면 봉계리 49","울산광역시 울주군 두동면 구미월평로 700-17","44914","㈜푸드윈","2026-04-01 14:09:10","U","2026-04-03 02:40:00","","400053.448671156","246650.282963022","식육포장처리업","식육포장처리업","0","L00","0",
"17","식육포장처리업","07_22_06_P","3450000","345000010420170008","2017-05-23","","01","영업/정상","0000","정상","","","","","053-311-7750","0","","대구광역시 북구 학정동 947-7","대구광역시 북구 학남로3길 5 (학정동)","41416","성경고기나라","2026-04-01 16:20:40","U","2026-04-03 02:40:00","","341287.501141817","273216.743399992","식육포장처리업","식육포장처리업","0","000","0",
"18","식육포장처리업","07_22_06_P","4080000","408000010420150005","2015-12-16","","01","영업/정상","0000","정상","","","","","031-8046-8169","22307.4","","경기도 안성시 일죽면 금산리 598 주식회사도드람엘피씨","경기도 안성시 일죽면 일생로 185-11, 주식회사도드람엘피씨 A동 2,3층","17533","안성축산농협 유통사업본부","2026-04-01 09:13:35","U","2026-04-03 02:40:00","","243931.910375933","397040.883736591","식육포장처리업","식육포장처리업","0","L00","0",
"19","식육포장처리업","07_22_06_P","3990000","399000010420130008","2013-07-08","","01","영업/정상","0000","정상","","","","","","998","","경기도 남양주시 오남읍 양지리 592-2","경기도 남양주시 오남읍 양지로281번길 60","12047","SG푸드","2026-04-01 09:34:48","U","2026-04-03 02:40:00","","216737.050476946","465891.623118534","식육포장처리업","식육포장처리업","0","000","0",
"20","식육포장처리업","07_22_06_P","3990000","399000010420180024","2018-12-06","","01","영업/정상","0000","정상","","","","2020-11-20","","0","","경기도 남양주시 와부읍 월문리 115-1","경기도 남양주시 와부읍 수레로 687","12202","주식회사 양지농축산","2026-04-01 16:11:46","U","2026-04-03 02:40:00","","224217.891196368","457379.97049667","식육포장처리업","식육포장처리업","0","L00","0",
"21","식육포장처리업","07_22_06_P","4470000","447000010420260003","2026-04-02","","01","영업/정상","0000","정상","","","","","","0","","충청북도 음성군 삼성면 상곡리 602 나동 1층  B-2호","충청북도 음성군 삼성면 청용로 182, 나동 1층  B-2호","27650","맛있어서 어떡하누","2026-04-02 10:03:51","I","2026-04-04 00:20:02","","240522.974268909","389782.076004657","식육포장처리업","식육포장처리업","0","000","0",
"22","식육포장처리업","07_22_06_P","3050000","305000010420260001","2026-04-02","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 동대문구 답십리동 530-27","서울특별시 동대문구 천호대로 327, 5층 (답십리동)","02622","꿈꾸는이상 주식회사","2026-04-02 09:32:35","I","2026-04-04 00:20:02","","204916.477929551","451365.419162086","식육포장처리업","식육포장처리업","0","L00","0",
"23","식육포장처리업","07_22_06_P","3030000","303000010420100023","2010-11-22","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 성동구 마장동 474-7 지하1층, 1층, 2층","서울특별시 성동구 마장로29길 50 (마장동,지하1층, 1층, 2층)","","(주)공주식품","2026-04-02 09:11:50","U","2026-04-04 02:40:00","","203205.149139362","452013.085277254","식육포장처리업","식육포장처리업","0","L00","0",
"24","식육포장처리업","07_22_06_P","3620000","362000010420190002","2019-01-14","","01","영업/정상","0000","정상","","","","","062-574-4980","1750","","광주광역시 북구 용전동 1145","광주광역시 북구 삼소로 452-21, 1, 3층 (용전동)","61001","유한회사 빛고을비앤에프","2026-04-02 14:16:09","U","2026-04-04 02:40:00","","189293.959759999","193831.487654369","식육포장처리업","식육포장처리업","0","L00","0",
"25","식육포장처리업","07_22_06_P","6510000","651000000420030001","2003-09-19","","03","폐업","0002","폐업","2026-04-02","","","","713-8933","134.9","","제주특별자치도 제주시 외도일동 637-7","제주특별자치도 제주시 우령2길 40 (외도일동)","63070","돈나라","2026-04-02 18:01:18","U","2026-04-04 02:40:00","","147075.06308066","-1043.64020115945","식육포장처리업","식육포장처리업","0","000","0",
"26","식육포장처리업","07_22_06_P","5600000","560000010420160008","2016-12-20","","03","폐업","0002","폐업","2026-03-25","","","","031-533-6498","0","","경기도 포천시 신북면 심곡리 430","경기도 포천시 신북면 포천로 1984","11136","농업회사법인 한결엠에스(주)","2026-04-02 10:17:52","U","2026-04-04 02:40:00","","216398.474594217","491682.609944846","식육포장처리업","식육포장처리업","0","L00","0",
"27","식육포장처리업","07_22_06_P","4050000","405000010420190023","2019-12-28","","01","영업/정상","0000","정상","","","","","","1992","","경기도 용인시 처인구 백암면 백봉리 1370-9","경기도 용인시 처인구 백암면 죽양대로801번길 37","17180","주식회사 구본미트","2026-04-02 08:07:44","U","2026-04-04 02:40:00","","235076.564028042","403767.813569459","식육포장처리업","식육포장처리업","0","L00","0",
"28","식육포장처리업","07_22_06_P","4741000","474100010420240001","2024-06-24","","03","폐업","0002","폐업","2026-04-02","","","","","0","","전북특별자치도 무주군 무주읍 당산리 1235-9","전북특별자치도 무주군 무주읍 당산강변로 190, 1층","55515","무주 육대표","2026-04-02 16:29:17","U","2026-04-04 02:40:00","","259609.810043173","278464.027222058","식육포장처리업","식육포장처리업","0","000","0",
"29","식육포장처리업","07_22_06_P","3620000","362000010420160007","2016-08-19","","01","영업/정상","0000","정상","","","","","062-574-4980","1750","","광주광역시 북구 용전동 1145","광주광역시 북구 삼소로 452-21, 1, 3층 (용전동)","61001","빛고을푸드","2026-04-02 14:09:56","U","2026-04-04 02:40:00","","189293.959759999","193831.487654369","식육포장처리업","식육포장처리업","0","000","0",
"30","식육포장처리업","07_22_06_P","5070000","507000010420180004","2018-07-26","","03","폐업","0002","폐업","2026-04-02","","","","","0","","경상북도 안동시 서후면 명리 400-10","경상북도 안동시 서후면 명리옹기마길 11-1","36616","비엔비푸드시스템","2026-04-02 11:27:30","U","2026-04-04 02:40:00","","347645.737498227","344547.347715547","식육포장처리업","식육포장처리업","0","000","0",
"31","식육포장처리업","07_22_06_P","3990000","399000010420210012","2021-07-30","","01","영업/정상","0000","정상","","","","","","347","","경기도 남양주시 진접읍 내각리 107-1","경기도 남양주시 진접읍 금강로1281번길 46","12072","다나푸드","2026-04-02 10:26:57","U","2026-04-04 02:40:00","","215037.821865422","467766.743544755","식육포장처리업","식육포장처리업","0","000","0",
"32","식육포장처리업","07_22_06_P","3530000","353000010420260003","2026-04-03","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 남동구 고잔동 643-5","인천광역시 남동구 남동동로 195, B1층 (고잔동)","21643","노아푸드","2026-04-03 16:09:04","I","2026-04-05 00:20:22","","173519.634066857","433348.217596965","식육포장처리업","식육포장처리업","0","000","0",
"33","식육포장처리업","07_22_06_P","3650000","365000010420260002","2026-04-03","","01","영업/정상","0000","정상","","","","","0426276292","0","","대전광역시 중구 용두동 124-1","대전광역시 중구 동서대로1327번길 53 (용두동)","34827","(주)마블러스푸드","2026-04-03 09:29:30","I","2026-04-05 00:20:22","","236289.353046792","314557.392936083","식육포장처리업","식육포장처리업","0","L00","0",
"34","식육포장처리업","07_22_06_P","5350000","535000010420200005","2020-02-27","","01","영업/정상","0000","정상","","","","","","0","","경상남도 김해시 주촌면 내삼리 842-2","경상남도 김해시 주촌면 서부로1409번길 30","50877","농업회사법인 주식회사 네이처스하이","2026-04-03 17:09:55","U","2026-04-05 02:40:00","","365480.277415023","193418.931550438","식육포장처리업","식육포장처리업","0","L00","0",
"35","식육포장처리업","07_22_06_P","3910000","391000010420200001","2020-03-02","","01","영업/정상","0000","정상","","","","","031-691-3435","0","","경기도 평택시 팽성읍 신대리 351","경기도 평택시 팽성읍 팽성남로 385","17979","(주)코빅푸드","2026-04-03 16:38:48","U","2026-04-05 02:40:00","","199740.020092609","383111.271282059","식육포장처리업","식육포장처리업","0","L00","0",
"36","식육포장처리업","07_22_06_P","3230000","323000010420230001","2023-04-19","","01","영업/정상","0000","정상","","","","","02-404-2999","0","","서울특별시 송파구 마천동 50-2","서울특별시 송파구 성내천로 185, 지하1층 (마천동)","05745","주식회사 선우프레시","2026-04-03 15:38:03","U","2026-04-05 02:40:00","","213104.069281965","444399.140963302","식육포장처리업","식육포장처리업","0","L00","0",
"37","식육포장처리업","07_22_06_P","3990000","399000010420200018","2020-11-11","","01","영업/정상","0000","정상","","","","","","1246","","경기도 남양주시 진접읍 연평리 174-3","경기도 남양주시 진접읍 양진로926번길 72","12073","영은푸드","2026-04-03 15:17:39","U","2026-04-05 02:40:00","","216165.777709124","467174.106998881","식육포장처리업","식육포장처리업","0","000","0",
"38","식육포장처리업","07_22_06_P","4671000","467100010420180001","2018-01-15","","03","폐업","0002","폐업","2026-04-03","","","","","227","","전북특별자치도 군산시 서수면 서수리 795-39","전북특별자치도 군산시 서수면 항쟁로 228","54055","무성축산","2026-04-03 13:14:19","U","2026-04-05 02:40:00","","189021.541102454","275706.59893999","식육포장처리업","식육포장처리업","0","000","0",
"39","식육포장처리업","07_22_06_P","4641000","464100010420110012","2011-12-27","","01","영업/정상","0000","정상","","","","2026-03-27","","1197.96","","전북특별자치도 전주시 덕진구 우아동3가 292-4","전북특별자치도 전주시 덕진구 반암3길 7 (우아동3가)","54817","현대식품","2026-04-03 15:56:33","U","2026-04-05 02:40:00","","214856.149880283","260455.438656034","식육포장처리업","식육포장처리업","0","000","0",
"40","식육포장처리업","07_22_06_P","3920000","392000010420220001","2004-08-20","","01","영업/정상","0000","정상","","","","","","0","","경기도 동두천시 하봉암동 68-1","경기도 동두천시 평화로 3113(하봉암동)","11306","(주)자연푸드","2026-04-03 09:12:58","U","2026-04-05 02:40:00","","205720.214767969","495731.645415449","식육포장처리업","식육포장처리업","0","L00","0",
"41","식육포장처리업","07_22_06_P","4040000","404000010420210001","2021-01-07","","01","영업/정상","0000","정상","","","","","0317903083","0","","경기도 하남시 덕풍동 762 아이테코","경기도 하남시 조정대로 150, 아이테코 지하1층 RB 101호 (덕풍동)","12930","(주)어반에프앤비","2026-04-03 11:11:59","U","2026-04-05 02:40:00","","217137.519410187","450158.241480494","식육포장처리업","식육포장처리업","0","L00","0",
"42","식육포장처리업","07_22_06_P","3990000","399000010420230018","2023-09-19","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 진접읍 팔야리 178-1","경기도 남양주시 진접읍 팔야산단로3번길 2-37","12017","(주)혜성미트코리아","2026-04-03 16:16:56","U","2026-04-05 02:40:00","","220407.086820618","472108.099677065","식육포장처리업","식육포장처리업","0","L00","0",
"43","식육포장처리업","07_22_06_P","4060000","406000010420230007","2023-10-18","","01","영업/정상","0000","정상","","","","","","0","","경기도 파주시 조리읍 오산리 127-11","경기도 파주시 조리읍 등원로 345","10949","(주)제이에스지","2026-04-03 13:34:44","U","2026-04-05 02:40:00","","185021.312380294","474559.495182745","식육포장처리업","식육포장처리업","0","L00","0",
