"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"11","부속의료기관","01_01_03_P","3740000","PHMA320133740106041300001","2013-06-28","","01","영업/정상","13","영업중","","","","","031-200-1318","","443-742","경기도 수원시 영통구 매탄동 416번지 2,3층","경기도 수원시 영통구 삼성로 129, 2,3층 (매탄동)","16677","삼성전자수원부속의원","2026-02-05 22:13:52","U","2026-02-07 02:40:00","","204466.046131577","417102.66211722","부속의원","30","0","0","1408","101 104 105 113 122 124 103","내과, 정신건강의학과, 외과, 정형외과, 이비인후과, 가정의학과, 직업환경의학과","","","","0","0","","","0","",
"12","부속의료기관","01_01_03_P","3240000","PHMA320183240033041300001","2016-04-07","","01","영업/정상","13","영업중","","","","","02-2145-7070","","","","서울특별시 강동구 상일로6길 26, 글로벌엔지니어링센터 B1층 (상일동)","05288","삼성물산(주)부속의원","2026-02-05 23:43:20","U","2026-02-07 02:40:00","","215423.76462869","449636.964226068","부속의원","3","0","0","134.04","101 112 113 114 122","내과, 안과, 이비인후과, 피부과, 가정의학과","","","","0","0","","","0","",
"13","부속의료기관","01_01_03_P","3500000","PHMA320123500020041300001","2012-03-30","","01","영업/정상","13","영업중","","","","","0322111383","","","인천광역시 동구 화수동 7-11","인천광역시 동구 인중로 489(화수동)","22502","에이치디건설기계(주)부속의원","2026-02-06 02:13:13","U","2026-02-08 02:40:00","","167026.3164495","442927.500637717","부속의원","4","0","0","127.27","104","외과","","","","0","0","","","0","",
"14","부속의료기관","01_01_03_P","3350000","PHMA320253350024041300001","2025-12-15","","01","영업/정상","13","영업중","","","","","051-510-1278","","","부산광역시 금정구 장전동 40 부산대학교","부산광역시 금정구 부산대학로63번길 2, 부산대학교 문창회관 지하1층 (장전동)","46241","부산대학교 부속의원","2026-02-06 04:43:12","U","2026-02-08 02:40:00","","389314.662086382","194669.898821674","부속의원","2","0","0","164.06","122 103","정신건강의학과, 가정의학과","","","","0","0","","","0","",
"15","부속의료기관","01_01_03_P","3740000","PHMA320143740106041300002","2014-11-21","","01","영업/정상","13","영업중","","","","","","","","","경기도 수원시 영통구 삼성로 130, 삼성미래기술캠퍼스 (매탄동)","16678","삼성전자(주)SAIT부속의원","2026-02-06 09:13:41","U","2026-02-08 02:40:00","","204875.754450729","416736.841570505","부속의원","4","0","0","134.2","101 103 104 105 113 122","내과, 정신건강의학과, 외과, 정형외과, 이비인후과, 가정의학과","","","","0","0","","","0","",
"16","부속의료기관","01_01_03_P","5690000","PHMA320124560018041300001","2012-01-11","","01","영업/정상","13","영업중","","","","","0448611348","","","","세종특별자치시 연동면 삼성길 25, 4동 1층","30067","삼성전기(주) 부속의원","2026-02-06 06:13:17","U","2026-02-08 02:40:00","","229731.766596321","337763.664287012","부속의원","3","0","0","345","122 101 104 114 112 115 113 105 110 103","내과, 정신건강의학과, 외과, 정형외과, 산부인과, 안과, 이비인후과, 피부과, 비뇨의학과, 가정의학과","","","","0","0","","","0","",
"17","부속의료기관","01_01_03_P","4450000","PHMA320124450014041300001","2012-06-13","","01","영업/정상","13","영업중","","","","","043-531-0072","","","","충청북도 진천군 광혜원면 선수촌로 105","27809","대한체육회 국가대표선수촌 부속의원","2026-02-06 07:21:39","U","2026-02-08 02:40:00","","237678.623044808","386083.250489432","부속의원","6","0","0","401.4","105 120 122","정형외과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"18","부속의료기관","01_01_03_P","4080000","PHMA320234080023041300003","2023-11-24","","01","영업/정상","13","영업중","","","","","031-670-9414","","","경기도 안성시 석정동 266-11","경기도 안성시 아양로 12, 안성우체국, 사서함 18호 (석정동)","17578","하나원 부속 치과의원","2026-02-06 03:13:35","U","2026-02-08 02:40:00","","223327.798136986","389702.610214131","부속의원","1","0","0","114.91","403","치과보철과","","","","0","0","","","0","",
"19","부속의료기관","01_01_03_P","4520000","PHMA320114520031041300001","2011-07-05","","01","영업/정상","13","영업중","","","","","041-623-9372","","","","충청남도 아산시 탕정면 탕정로 380-2","31454","삼성디스플레이(주) 아산2 부속의원","2026-02-12 22:43:23","U","2026-02-14 02:40:00","","205572.745307463","368619.108181335","부속의원","10","0","0","304.88","101 103 104 105 112 114 122","내과, 정신건강의학과, 외과, 정형외과, 안과, 피부과, 가정의학과","","","","0","0","","","0","",
"20","부속의료기관","01_01_03_P","4520000","PHMA320134520031041300001","2013-10-18","","01","영업/정상","13","영업중","","","","","041-535-2357","","","","충청남도 아산시 탕정면 삼성로 181","31454","삼성디스플레이(주) 아산1 부속의원","2026-02-12 23:43:29","U","2026-02-14 02:40:00","","205626.079105033","368076.885738105","부속의원","9","0","0","424.04","101 103 104 105 112 114 122","내과, 정신건강의학과, 외과, 정형외과, 안과, 피부과, 가정의학과","","","","0","0","","","0","",
"21","부속의료기관","01_01_03_P","3210000","PHMA320083210034041300001","2008-11-21","","01","영업/정상","13","영업중","","","","","02-772-6154","","","서울특별시 서초구 서초동 1320번지 10호 삼성전자빌딩","서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 지하2,2층 (서초동)","06620","서초삼성부속의원","2026-02-13 03:13:29","U","2026-02-15 02:40:00","","202305.084677949","443831.909375165","부속의원","8","0","0","327.12","103 122","정신건강의학과, 가정의학과","","","","0","0","","","0","",
"22","부속의료기관","01_01_03_P","3210000","PHMA320153210034041300001","2015-11-06","","01","영업/정상","13","영업중","","","","","02-6147-3690","","","","서울특별시 서초구 성촌길 34, F동 지1층 (우면동, (주)삼성전자 우면R&D 쎈터)","06765","삼성전자 서울알앤디(R&D) 부속의원","2026-02-13 03:13:26","U","2026-02-15 02:40:00","","202070.429402224","440438.965829416","부속의원","9","0","0","963.95","103 122","정신건강의학과, 가정의학과","","","","0","0","","","0","",
"23","부속의료기관","01_01_03_P","3210000","PHMA320183210034041300001","2018-06-25","","01","영업/정상","13","영업중","","","","","02-2107-1119","","","서울특별시 서초구 방배동 2724 (주)CJ ENM","서울특별시 서초구 과천대로 870-13, (주)CJ ENM (방배동)","06761","씨제이이엔엠(CJ ENM)부속의원","2026-02-13 03:43:19","U","2026-02-15 02:40:00","","198836.324746887","440753.993971457","부속의원","2","0","0","215.98","101 105 122","내과, 정형외과, 가정의학과","","","","0","0","","","0","",
"24","부속의료기관","01_01_03_P","3520000","PHMA320163520019041300001","2016-04-25","","01","영업/정상","13","영업중","","","","","032-455-3778","","","인천광역시 연수구 송도동 201-2 삼성바이오로직스","인천광역시 연수구 송도바이오대로 300, 삼성바이오로직스 바이오프라자동 3층 일부호 (송도동)","21987","삼성바이오부속의원","2026-02-13 04:43:22","U","2026-02-15 02:40:00","","169819.301442588","429468.485971288","부속의원","6","0","0","200.38","122 105","정형외과, 가정의학과","","","","0","0","","","0","",
"25","부속의료기관","01_01_03_P","3910000","PHMA320253910165041300001","2025-12-30","","01","영업/정상","13","영업중","","","","","031-6191-6278","","","경기도 평택시 고덕동 1695 삼성전자(주) 평택캠퍼스","경기도 평택시 삼성로 114, 삼성전자(주) 평택캠퍼스 3동 6층 (고덕동)","17786","삼성전자(주)평택사무3동부속의원","2026-02-13 04:13:35","U","2026-02-15 02:40:00","","205276.542163998","392561.65560657","부속의원","2","0","0","696.4","122 101","내과, 가정의학과","","","","0","0","","","0","",
"26","부속의료기관","01_01_03_P","3780000","PHMA320183780064041300001","2018-08-13","","01","영업/정상","13","영업중","","","","","031-784-4119","","","경기도 성남시 분당구 정자동 178-4 1784","경기도 성남시 분당구 정자일로 95, 5층 일부호 (정자동)","13561","네이버부속의원","2026-02-13 02:14:07","U","2026-02-15 02:40:00","","209247.067526","428537.936079393","부속의원","10","0","0","918.02","122 120 116 115 114 113 112 111 110 101","내과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"27","부속의료기관","01_01_03_P","3210000","PHMA320213210034041300001","2021-11-10","","01","영업/정상","13","영업중","","","","","02-526-5031","","","서울특별시 서초구 우면동 17 한국통신연구개발본부","서울특별시 서초구 태봉로 151, 한국통신연구개발본부 1층 (우면동)","06763","케이티(KT)우면부속의원","2026-02-13 00:43:18","U","2026-02-15 02:40:00","","202497.519150037","441019.955686197","부속의원","1","0","0","122.6","122","가정의학과","","","","0","0","","","0","",
"28","부속의료기관","01_01_03_P","3360000","PHMA320143360024041300001","2014-08-27","","01","영업/정상","13","영업중","","","","","051979-9089","","","","부산광역시 강서구 르노삼성대로 61 (신호동)","46758","르노코리아부속의원","2026-02-13 04:43:24","U","2026-02-15 02:40:00","","371070.269343302","178844.95719133","부속의원","3","0","0","580","101 104 105","내과, 외과, 정형외과","","","","0","0","","","0","",
"29","부속의료기관","01_01_03_P","3740000","PHMA320143740106041300001","2014-04-30","","01","영업/정상","13","영업중","","","","","031-210-5874","","","경기도 수원시 영통구 매탄동 310 삼성전기","경기도 수원시 영통구 매영로 150, 삼성전기 5동 2층 (매탄동)","16674","삼성전기 부속의원","2026-02-13 02:43:41","U","2026-02-15 02:40:00","","205011.647923585","418078.816794824","부속의원","4","0","0","196.2","101 104 114 122","내과, 외과, 피부과, 가정의학과","","","","0","0","","","0","",
"30","부속의료기관","01_01_03_P","3780000","PHMA320223780062041300001","2022-04-21","","01","영업/정상","13","영업중","","","","","031-5178-0130","","","경기도 성남시 수정구 시흥동 288-2","경기도 성남시 수정구 창업로 17, E동 201호 (시흥동)","13449","삼성에스디에스 주식회사 판교 부속의원","2026-02-13 02:44:07","U","2026-02-15 02:40:00","","208613.865984257","434443.112052722","부속의원","1","0","0","118.42","122","가정의학과","","","","0","0","","","0","",
