번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업무구분명,상세업무구분명,권리주체일련번호,총직원수,Unnamed: 32,record_key
94,동물생산업,02_03_06_P,5670000,567000003720230003,2023-12-18,,3,폐업,2,폐업,2026-02-25,,,,,0.0,,경상남도 창원시 마산회원구 회성동 ***-**,경상남도 창원시 마산회원구 회성남*길 ** (회성동),51311,낭만 캣,2026-02-25 13:45:50,U,2026-02-27 02:40:00,,341511.771888303,193820.933182195,동물생산업,동물생산업,000,0,,낭만캣_경상남도창원시마산회원구회성동***-**
80,동물생산업,02_03_06_P,4390000,439000003720230003,2023-12-05,,3,폐업,2,폐업,2026-02-12,,,,,0.0,,충청북도 충주시 금릉동 ***,"충청북도 충주시 금제**길 *, *층 (금릉동)",27339,단봄,2026-02-13 13:44:31,U,2026-02-15 02:40:00,,282174.175327978,388006.126673233,동물생산업,동물생산업,000,0,,단봄_충청북도충주시금릉동***
16,동물생산업,02_03_06_P,4060000,406000003720230004,2023-12-04,,3,폐업,2,폐업,2026-02-03,,,,,0.0,,경기도 파주시 산남동 ***,경기도 파주시 산남로***번길 **-** (산남동),10882,본시바,2026-02-03 18:01:39,U,2026-02-06 02:40:00,,173091.922873637,466239.352100076,동물생산업,동물생산업,000,0,,본시바_경기도파주시산남동***
82,동물생산업,02_03_06_P,4490000,565000003720230001,2023-11-03,,1,영업/정상,0,정상,,,,,,0.0,,충청남도 천안시 동남구 목천읍 동리 **-*,충청남도 천안시 동남구 목천읍 동리*길 ***-*,31230,쁘띠캣(소규모),2026-02-20 09:11:56,U,2026-02-22 02:40:00,,221800.45120998,365903.298329511,동물생산업,동물생산업,000,0,,쁘띠캣(소규모)_충청남도천안시동남구목천읍동리**-*
11,동물생산업,02_03_06_P,4170000,417000003720230005,2023-07-04,,1,영업/정상,0,정상,,,,,,0.0,,경기도 양평군 개군면 계전리 ***,경기도 양평군 개군면 해랭이골길 ***,12570,글로리아 켄넬,2026-02-04 15:34:06,U,2026-02-06 02:40:00,,251670.885904551,435443.562902921,동물생산업,동물생산업,000,0,,글로리아켄넬_경기도양평군개군면계전리***
3,동물생산업,02_03_06_P,4080000,408000003720230001,2023-04-26,,4,취소/말소/만료/정지/중지,4,말소,2026-02-02,,,,,0.0,,경기도 안성시 보개면 상삼리 ***,,,퍼스트 골든,2026-02-02 12:18:25,U,2026-02-04 02:40:00,,228961.78219764,392308.28955537,동물생산업,동물생산업,000,0,,퍼스트골든_경기도안성시보개면상삼리***
28,동물생산업,02_03_06_P,5530000,553000003720220054,2022-07-07,,2,휴업,1,휴업,,2026-02-06,2027-02-06,,,0.0,,경기도 화성시 만세구 서신면 용두리 ***-**,경기도 화성시 만세구 서신면 궁평항로 ****-**,18556,너랑나랑,2026-02-09 15:44:37,U,2026-02-11 02:40:00,,173579.410987172,405890.869478927,동물생산업,동물생산업,000,0,,너랑나랑_경기도화성시만세구서신면용두리***-**
66,동물생산업,02_03_06_P,5530000,553000003720220028,2022-03-30,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,,0.0,,경기도 화성시 동탄구 능동 ****-*,"경기도 화성시 동탄구 여울로*길 *, ***호 (능동)",18427,살롱아르르,2026-02-11 09:25:59,U,2026-02-13 02:40:00,,204595.998464258,410914.771096634,동물생산업,미용(일반),000,0,,살롱아르르_경기도화성시동탄구능동****-*
41,동물생산업,02_03_06_P,5530000,553000003720220019,2022-03-16,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,,0.0,,경기도 화성시 동탄구 능동 ****-**,"경기도 화성시 동탄구 여울로*길 **, *층 (능동)",18422,오랑개,2026-02-11 09:26:01,U,2026-02-13 02:40:00,,204881.559510833,412692.980829139,동물생산업,위탁관리,000,0,,오랑개_경기도화성시동탄구능동****-**
88,동물생산업,02_03_06_P,4761000,476100003720220001,2022-02-22,,3,폐업,2,폐업,2026-01-01,,,,,0.0,,전북특별자치도 임실군 신덕면 신덕리 ***-* 불재참숯공장,"전북특별자치도 임실군 신덕면 불재로 ***, 불재참숯공장",55903,너와묘해,2026-02-24 16:47:59,U,2026-02-26 02:40:00,,213019.222688422,246766.13190333,동물생산업,동물생산업,000,0,,너와묘해_전북특별자치도임실군신덕면신덕리***-*불재참숯공장
6,동물생산업,02_03_06_P,4681000,468100003720210011,2021-11-26,,1,영업/정상,0,정상,,,,,,0.0,,전북특별자치도 익산시 함열읍 다송리 ***-*,전북특별자치도 익산시 함열읍 와야*길 **,54525,송이캣,2026-01-30 14:55:27,U,2026-02-04 11:04:37,,195315.989727032,282512.268380147,동물생산업,동물생산업,000,0,,송이캣_전북특별자치도익산시함열읍다송리***-*
19,동물생산업,02_03_06_P,5530000,553000003720210090,2021-10-28,,1,영업/정상,0,정상,,,,,,0.0,,경기도 화성시 만세구 서신면 백미리 *-*,"경기도 화성시 만세구 서신면 궁평항로 ****, 제*동",18556,지니 나비,2026-02-06 11:26:26,U,2026-02-08 02:40:00,,173570.132154153,404363.653673892,동물생산업,동물생산업,000,0,,지니나비_경기도화성시만세구서신면백미리*-*
34,동물생산업,02_03_06_P,4390000,439000003720210004,2021-07-29,,1,영업/정상,0,정상,,,,,,0.0,,충청북도 충주시 엄정면 논강리 ***-*,충청북도 충주시 엄정면 논동옥성길 ***,27313,루미가든,2026-02-09 17:48:46,U,2026-02-11 02:40:00,,280401.387733896,401309.84345269,동물생산업,동물생산업,000,0,,루미가든_충청북도충주시엄정면논강리***-*
92,동물생산업,02_03_06_P,5000000,500000003720210002,2021-05-06,,2,휴업,1,휴업,,2024-10-30,2025-10-27,,,0.0,,전라남도 진도군 진도읍 동외리 ***,전라남도 진도군 진도읍 동외*길 ***-**,58918,진도애견훈련소,2026-02-25 09:31:25,U,2026-02-27 02:40:00,,133863.917226241,110343.590838934,동물생산업,동물생산업,000,0,,진도애견훈련소_전라남도진도군진도읍동외리***
93,동물생산업,02_03_06_P,4090000,409000003720210020,2021-04-14,,3,폐업,2,폐업,2026-02-23,,,,,0.0,,경기도 김포시 하성면 마곡리 ***,경기도 김포시 하성면 마곡로***번길 ***,10012,한강켄넬,2026-02-25 08:57:29,U,2026-02-27 02:40:00,,168492.903648774,468500.239461879,동물생산업,동물생산업,000,0,,한강켄넬_경기도김포시하성면마곡리***
56,동물생산업,02_03_06_P,5530000,553000003720210032,2021-04-08,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,,0.0,,경기도 화성시 동탄구 능동 ****-* 제이스프라자 ***호,"경기도 화성시 동탄구 동탄지성로 ***, 제이스프라자 ***호 (능동)",18433,어썸멍스쿨,2026-02-11 09:26:02,U,2026-02-13 02:40:00,,205219.582216232,412029.245131686,동물생산업,위탁관리,000,0,,어썸멍스쿨_경기도화성시동탄구능동****-*제이스프라자***호
61,동물생산업,02_03_06_P,5530000,553000003720210021,2021-03-10,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,031-613-7509,0.0,,경기도 화성시 동탄구 능동 ****-** *층,"경기도 화성시 동탄구 여울로*길 **, *층층 (능동)",18422,나래동물의료센터,2026-02-11 09:25:59,U,2026-02-13 02:40:00,,204885.888440523,412714.333613102,동물생산업,미용(일반),000,0,,나래동물의료센터_경기도화성시동탄구능동****-***층
79,동물생산업,02_03_06_P,5700000,570000003720210003,2021-02-24,,3,폐업,2,폐업,2026-02-13,,,,,0.0,,경기도 여주시 천송동 ***-**,경기도 여주시 소지개길 **-*** (천송동),12613,아리아 돌스 (aria-dolls),2026-02-13 17:00:26,U,2026-02-15 02:40:00,,259128.349438047,423679.448910374,동물생산업,동물생산업,000,0,,아리아돌스(aria-dolls)_경기도여주시천송동***-**
37,동물생산업,02_03_06_P,5530000,553000003720200086,2020-11-23,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,,0.0,,경기도 화성시 동탄구 능동 ****-* 에이앤비프라자 *층,"경기도 화성시 동탄구 동탄지성로 ***, 에이앤비프라자 *층 (능동)",18433,리츠펫 능동점,2026-02-11 09:25:58,U,2026-02-13 02:40:00,,205267.544585034,412002.737714778,동물생산업,미용(일반),000,0,,리츠펫능동점_경기도화성시동탄구능동****-*에이앤비프라자*층
74,동물생산업,02_03_06_P,5530000,553000003720200051,2020-07-21,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,,0.0,,경기도 화성시 동탄구 능동 ****-*,경기도 화성시 동탄구 남여울*길 ** (능동),18428,미묘,2026-02-11 09:25:58,U,2026-02-13 02:40:00,,204524.0183343,410625.232252074,동물생산업,전시,000,0,,미묘_경기도화성시동탄구능동****-*
18,동물생산업,02_03_06_P,4070000,407000003720200017,2020-05-19,,1,영업/정상,0,정상,,,,,,0.0,,경기도 이천시 대월면 구시리 ***-**,경기도 이천시 대월면 대월로 ***-*,17402,셀리네,2026-02-06 16:58:36,U,2026-02-08 02:40:00,,244295.360154421,410714.962273606,동물생산업,동물생산업,000,0,,셀리네_경기도이천시대월면구시리***-**
4,동물생산업,02_03_06_P,4090000,409000003720200026,2020-05-13,,1,영업/정상,0,정상,,,,,,0.0,,경기도 김포시 북변동 ***-*,경기도 김포시 중봉로***번길 ** (북변동),10100,솔빈 마루,2026-02-02 15:05:55,U,2026-02-04 02:40:00,,173484.858039575,458619.576586598,동물생산업,동물생산업,000,0,,솔빈마루_경기도김포시북변동***-*
29,동물생산업,02_03_06_P,5530000,553000003720200031,2020-04-21,,3,폐업,2,폐업,2020-04-21,,,,,0.0,,경기도 화성시 만세구 송산면 삼존리 ***-*,경기도 화성시 만세구 송산면 송산동로 **,18549,야꿍이네 앤드 셀리,2026-02-09 10:27:28,U,2026-02-11 02:40:00,,176544.197383374,413049.834198002,동물생산업,동물생산업,000,0,,야꿍이네앤드셀리_경기도화성시만세구송산면삼존리***-*
84,동물생산업,02_03_06_P,5600000,560000003720200008,2020-04-08,,1,영업/정상,0,정상,,,,,,0.0,,경기도 포천시 창수면 주원리 ***-*,경기도 포천시 창수면 옥수로***번길 ***,11134,인수네,2026-02-23 15:22:03,U,2026-02-25 02:40:00,,215675.228010297,499886.09238405,동물생산업,동물생산업,000,0,,인수네_경기도포천시창수면주원리***-*
7,동물생산업,02_03_06_P,4090000,409000003720200014,2020-03-23,,3,폐업,2,폐업,2026-01-29,,,,,0.0,,경기도 김포시 통진읍 도사리 ***-*,경기도 김포시 통진읍 도이곶로**번길 **,10017,고냥이네,2026-01-30 16:28:00,U,2026-02-04 11:04:37,,165945.540100346,465197.240901975,동물생산업,동물생산업,000,0,,고냥이네_경기도김포시통진읍도사리***-*
87,동물생산업,02_03_06_P,5680000,568000003720200006,2020-03-23,,1,영업/정상,0,정상,,,,,,0.0,,충청남도 당진시 채운동 ***-*,충청남도 당진시 어리로 **-*** (채운동),31779,엘리네,2026-02-24 14:26:15,U,2026-02-26 02:40:00,,166286.464863882,377840.267285276,동물생산업,동물생산업,000,0,,엘리네_충청남도당진시채운동***-*
17,동물생산업,02_03_06_P,4940000,494000003720200001,2020-01-13,,2,휴업,1,휴업,,2026-02-06,2026-08-06,,,0.0,,전라남도 영암군 삼호읍 용당리 ***-**,전라남도 영암군 삼호읍 용당*길 **-**,58450,에덴돌즈,2026-02-06 15:05:59,U,2026-02-08 02:40:00,,144691.188570058,140821.12105503,동물생산업,동물생산업,000,0,,에덴돌즈_전라남도영암군삼호읍용당리***-**
35,동물생산업,02_03_06_P,5530000,553000003720190075,2019-12-09,,3,폐업,2,폐업,2026-02-10,,,,,0.0,,경기도 화성시 효행구 비봉면 삼화리 ****,경기도 화성시 효행구 비봉면 삼화길 ***,18283,전원애견,2026-02-10 16:49:24,U,2026-02-12 02:40:00,,187135.636097897,416654.846751792,동물생산업,동물생산업,000,0,,전원애견_경기도화성시효행구비봉면삼화리****
13,동물생산업,02_03_06_P,4090000,409000003720190094,2019-09-28,,3,폐업,2,폐업,2026-02-02,,,,,0.0,,경기도 김포시 통진읍 도사리 ***-**,경기도 김포시 통진읍 흥신로 ***-*,10035,더 불리하우스,2026-02-03 09:31:10,U,2026-02-06 02:40:00,,165420.57432604,464627.54978127,동물생산업,동물생산업,000,0,,더불리하우스_경기도김포시통진읍도사리***-**
2,동물생산업,02_03_06_P,4090000,409000003720190074,2019-07-15,,1,영업/정상,0,정상,,,,,,0.0,,경기도 김포시 하성면 석탄리 ***-*,경기도 김포시 하성면 석평로***번길 **,10012,한강켄넬2,2026-02-02 14:58:11,U,2026-02-04 02:40:00,,169057.485275576,469133.091592641,동물생산업,동물생산업,000,0,,한강켄넬2_경기도김포시하성면석탄리***-*
12,동물생산업,02_03_06_P,4160000,416000003720190005,2019-06-07,,1,영업/정상,0,정상,,,,,,0.0,,경기도 가평군 청평면 상천리 ***-**,경기도 가평군 청평면 수리재길 ***,12449,티에스켄넬,2026-02-03 10:50:52,U,2026-02-06 02:40:00,,238567.521784145,474920.707648546,동물생산업,동물생산업,000,0,,티에스켄넬_경기도가평군청평면상천리***-**
81,동물생산업,02_03_06_P,4540000,454000003720190006,2019-03-19,,1,영업/정상,0,정상,,,,,,0.0,,충청남도 논산시 벌곡면 조령리 ***,충청남도 논산시 벌곡면 대둔로****번길 **-**,33027,논산 냥이네,2026-02-20 16:48:51,U,2026-02-22 02:40:00,,224783.076874406,303914.57971254,동물생산업,동물생산업,000,0,,논산냥이네_충청남도논산시벌곡면조령리***
55,동물생산업,02_03_06_P,5530000,553000003720180144,2018-11-05,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,031-8050-3250,0.0,,경기도 화성시 동탄구 능동 ****-*,경기도 화성시 동탄구 여울로 *** (능동),18422,펫아일랜드-동탄점,2026-02-11 09:25:58,U,2026-02-13 02:40:00,,205049.565523793,412724.794742584,동물생산업,미용(일반),000,0,,펫아일랜드-동탄점_경기도화성시동탄구능동****-*
10,동물생산업,02_03_06_P,4440000,444000003720180006,2018-11-02,,3,폐업,2,폐업,2026-02-04,,,,,0.0,,충청북도 영동군 영동읍 임계리 ***-*,,,킴스펫 하우스,2026-02-04 12:15:14,U,2026-02-06 02:40:00,,274962.063818113,296993.104897495,동물생산업,동물생산업,000,0,,킴스펫하우스_충청북도영동군영동읍임계리***-*
52,동물생산업,02_03_06_P,5530000,553000003720180139,2018-10-22,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,031-831-3531,0.0,,경기도 화성시 동탄구 반송동  **-* 동탄하이페리온 ***호,"경기도 화성시 동탄구 동탄반석로 ***, ***호 (반송동, 동탄하이페리온)",18454,24시 동탄윌 동물의료센터,2026-02-11 10:15:34,U,2026-02-13 02:40:00,,206282.047890313,411164.141856201,동물생산업,미용(일반),000,0,,24시동탄윌동물의료센터_경기도화성시동탄구반송동**-*동탄하이페리온***호
43,동물생산업,02_03_06_P,5530000,553000003720180124,2018-10-15,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,,0.0,,경기도 화성시 동탄구 능동 ****-* ***호,"경기도 화성시 동탄구 남여울*길 **-*, ***호 (능동)",18428,플레이독,2026-02-11 08:57:20,U,2026-02-13 02:40:00,,204668.178867518,410720.910255164,동물생산업,미용(일반),000,0,,플레이독_경기도화성시동탄구능동****-****호
46,동물생산업,02_03_06_P,5530000,553000003720180115,2018-10-15,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,,0.0,,경기도 화성시 동탄구 능동 ****-* 에버스타 ***-*호,"경기도 화성시 동탄구 동탄지성로 ***, 에버스타 ***-***호 (능동)",18431,멍화만사성,2026-02-11 09:25:57,U,2026-02-13 02:40:00,,205220.245172602,411961.663399221,동물생산업,전시,000,0,,멍화만사성_경기도화성시동탄구능동****-*에버스타***-*호
48,동물생산업,02_03_06_P,5530000,553000003720180098,2018-10-12,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,031-8003-8831,0.0,,경기도 화성시 동탄구 능동 ****-* 덕천프라자 ***호,"경기도 화성시 동탄구 동탄지성로 ***, 덕천프라자 ***호 (능동)",18431,동탄동물병원,2026-02-11 09:25:57,U,2026-02-13 02:40:00,,205320.428735062,411916.049063473,동물생산업,미용(일반),000,0,,동탄동물병원_경기도화성시동탄구능동****-*덕천프라자***호
62,동물생산업,02_03_06_P,5530000,553000003720180089,2018-10-12,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,031-8003-9611,0.0,,경기도 화성시 동탄구 능동 ****-*,"경기도 화성시 동탄구 동탄원천로 ***-**, 동탄퍼스트빌스타  A동 ***호호 (능동)",18423,해솔동물병원,2026-02-11 08:57:20,U,2026-02-13 02:40:00,,205070.445058171,412989.591433811,동물생산업,위탁관리,000,0,,해솔동물병원_경기도화성시동탄구능동****-*
57,동물생산업,02_03_06_P,5530000,553000003720180082,2018-10-04,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,0316139708,0.0,,경기도 화성시 동탄구 능동 ****-* 아이비타워 ***호,"경기도 화성시 동탄구 동탄지성로 ***, 아이비타워 ***호 (능동)",18433,몽글몽글 펫,2026-02-11 09:25:57,U,2026-02-13 02:40:00,,205243.702547802,412014.907976033,동물생산업,위탁관리,000,0,,몽글몽글펫_경기도화성시동탄구능동****-*아이비타워***호
64,동물생산업,02_03_06_P,5530000,553000003720180041,2018-06-15,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,,0.0,,경기도 화성시 동탄구 능동 ****-** ***호,"경기도 화성시 동탄구 여울로*길 **, ***호 (능동)",18422,도담펫,2026-02-11 09:25:57,U,2026-02-13 02:40:00,,204701.891988844,412560.215820371,동물생산업,판매(일반),000,0,,도담펫_경기도화성시동탄구능동****-*****호
38,동물생산업,02_03_06_P,5530000,553000003720180032,2018-05-24,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,,0.0,,경기도 화성시 병점구 능동 **** 송골마을 우남퍼스트빌 아파트 상가*층 ***호,"경기도 화성시 병점구 **용사로 ***, 송골마을 우남퍼스트빌 아파트 상가 *층 ***호 (능동)",18418,이리오시개,2026-02-11 09:25:58,U,2026-02-13 02:40:00,,204357.547334606,410828.572867978,동물생산업,미용(일반),000,0,,이리오시개_경기도화성시병점구능동****송골마을우남퍼스트빌아파트상가*층***호
50,동물생산업,02_03_06_P,5530000,553000003720180031,2018-05-18,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,031-613-2647,0.0,,경기도 화성시 동탄구 능동 ****-* ***호,"경기도 화성시 동탄구 여울로*길 **, ***호 (능동)",18427,푸른펫살롱,2026-02-11 09:25:58,U,2026-02-13 02:40:00,,204600.328018618,411407.004552953,동물생산업,미용(일반),000,0,,푸른펫살롱_경기도화성시동탄구능동****-****호
14,동물생산업,02_03_06_P,4940000,494000003720180001,2018-04-26,,1,영업/정상,0,정상,,,,,,0.0,,전라남도 영암군 군서면 해창리 산 **-*,전라남도 영암군 군서면 온천로 *-**,58432,지지농장,2026-02-03 09:23:05,U,2026-02-06 02:40:00,,168030.146900708,146594.858223346,동물생산업,동물생산업,000,0,,지지농장_전라남도영암군군서면해창리산**-*
91,동물생산업,02_03_06_P,5080000,508000003720180008,2018-04-20,,3,폐업,2,폐업,2026-02-25,,,,,0.0,,경상북도 구미시 장천면 신장리 ***-**,경상북도 구미시 장천면 신장*길 ***-**,39457,레드메인,2026-02-25 13:26:37,U,2026-02-27 02:40:00,,332877.277263578,291977.54032324,동물생산업,동물생산업,000,0,,레드메인_경상북도구미시장천면신장리***-**
86,동물생산업,02_03_06_P,3820000,382000003720180010,2018-04-12,,3,폐업,2,폐업,2026-02-23,,,,,0.0,,경기도 의정부시 자일동 ***,경기도 의정부시 호국로****번길 ** (자일동),11766,영 켄넬,2026-02-24 15:59:38,U,2026-02-26 02:40:00,,208243.503593572,474227.14249648,동물생산업,동물생산업,000,0,,영켄넬_경기도의정부시자일동***
77,동물생산업,02_03_06_P,4600000,460000003720180005,2018-04-04,,2,휴업,1,휴업,,2026-02-12,2036-02-12,,,0.0,,충청남도 홍성군 홍동면 수란리 ***-*,충청남도 홍성군 홍동면 광금북로***번길 ***-**,32283,수지농장,2026-02-12 15:20:31,U,2026-02-14 02:40:00,,176419.267604856,342655.253720748,동물생산업,동물생산업,000,0,,수지농장_충청남도홍성군홍동면수란리***-*
15,동물생산업,02_03_06_P,4090000,409000003720180005,2018-03-27,,3,폐업,2,폐업,2026-02-03,,,,,0.0,,경기도 김포시 월곶면 조강리 ***,경기도 김포시 월곶면 용강로***번길 **-*,10002,맘스캣(MOMSCAT),2026-02-04 15:57:59,U,2026-02-06 02:40:00,,161519.835384491,471071.77773618,동물생산업,동물생산업,000,0,,맘스캣(MOMSCAT)_경기도김포시월곶면조강리***
5,동물생산업,02_03_06_P,4390000,439000003720180017,2017-12-27,,3,폐업,2,폐업,2025-04-30,,,,,0.0,,충청북도 충주시 중앙탑면 루암리 ***,충청북도 충주시 중앙탑면 새마을길 **-*,27449,클라라 애견,2026-02-02 13:02:13,U,2026-02-04 02:40:00,,277305.429550281,388850.981340131,동물생산업,동물생산업,000,0,,클라라애견_충청북도충주시중앙탑면루암리***
20,동물생산업,02_03_06_P,5530000,553000003720210098,2017-08-31,,1,영업/정상,0,정상,,,,,,0.0,,경기도 화성시 만세구 송산면 삼존리 ***-*,경기도 화성시 만세구 송산면 송산동로 **,18549,레옹 앤드 사라용,2026-02-09 10:27:28,U,2026-02-11 02:40:00,,176544.197383374,413049.834198002,동물생산업,동물생산업,000,0,,레옹앤드사라용_경기도화성시만세구송산면삼존리***-*
21,동물생산업,02_03_06_P,5530000,553000003720170007,2017-08-01,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,,0.0,,경기도 화성시 동탄면 방교리 ***-*,"경기도 화성시 동탄구 동탄면 동탄기흥로***번가길 **-*, *층 ***호",18487,MJ 컴퍼니,2026-02-09 10:27:28,U,2026-02-11 02:40:00,,,,동물생산업,수입 판매(일반),000,0,,MJ컴퍼니_경기도화성시동탄면방교리***-*
33,동물생산업,02_03_06_P,5530000,553000003720170003,2017-05-12,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,031-355-8557,0.0,,,"경기도 화성시 만세구 남양읍 역골로**번길 **, *층",18271,아담스펫 화성점,2026-02-09 10:27:28,U,2026-02-11 02:40:00,,,,동물생산업,판매(일반),000,0,,아담스펫화성점_
32,동물생산업,02_03_06_P,5530000,553000003720170002,2017-04-17,,4,취소/말소/만료/정지/중지,4,말소,2022-04-28,,,,,0.0,,,"경기도 화성시 동탄구 동탄공원로*길 **-*, ***호 (반송동)",18436,도그랑땡,2026-02-09 10:27:28,U,2026-02-11 02:40:00,,205260.587018602,411144.720781206,동물생산업,판매(일반),000,0,,도그랑땡_
