"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"11","이용업","05_19_01_P","3470000","3470000-203-1997-00020","1997-12-30","","03","폐업","02","폐업","2026-04-02","","","","053 5851385","30.08","704-941","대구광역시 달서구 이곡동 1300-1 화성2차A상가(1층)","대구광역시 달서구 성서동로 355-20 (이곡동,화성2차A상가(1층))","42620","송이용소","2026-04-02 13:06:25","U","2026-04-04 02:40:00","일반이용업","336629.917259556","262497.009613955","일반이용업","2","0","1","1","0","0","4","","","","","0","0","0","N",
"12","이용업","05_19_01_P","3390000","3390000-203-1995-00866","1988-12-01","","01","영업/정상","01","영업","","","","","","35.00","617-836","부산광역시 사상구 주례동 308-9","부산광역시 사상구 양지로30번길 10, 지하 1층 일부 (주례동)","46994","대현 이용원","2026-04-02 16:25:59","U","2026-04-04 02:40:00","일반이용업","382507.682674773","185737.789302914","일반이용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"13","이용업","05_19_01_P","3470000","3470000-203-2026-00003","2026-03-06","","03","폐업","02","폐업","2026-04-02","","","","","0.00","704-934","대구광역시 달서구 용산동 577-1","대구광역시 달서구 새방로 14, 2층 (용산동)","42607","그레이스샵","2026-04-02 13:02:46","U","2026-04-04 02:40:00","일반이용업","337346.823064376","263265.506877296","일반이용업","4","0","2","2","0","0","4","","","","","1","0","1","N",
"14","이용업","05_19_01_P","3860000","3881000-203-2026-00003","2026-03-09","","01","영업/정상","01","영업","","","","","","21.29","","경기도 부천시 소사구 심곡본동 594-2","경기도 부천시 소사구 자유로 63, 1층 일부호 (심곡본동)","14710","착한 남성컷트","2026-04-02 15:10:04","U","2026-04-04 02:40:00","일반이용업","180754.486995086","442402.897275346","일반이용업","0","0","1","1","0","0","4","","","","","0","0","0","N",
"15","이용업","05_19_01_P","4211000","4211000-203-1986-00003","1986-08-04","","03","폐업","02","폐업","2026-02-19","","","","033 5336292","49.14","","강원특별자치도 동해시 천곡동 963-12","강원특별자치도 동해시 감추1길 7 (천곡동)","25777","현대이용소","2026-04-02 09:13:01","U","2026-04-04 02:40:00","일반이용업","387172.220815725","448250.142440578","일반이용업","0","0","0","0","0","0","3","","","","임대","0","0","0","N",
"16","이용업","05_19_01_P","4211000","4211000-203-1986-00005","1986-11-04","","01","영업/정상","01","영업","","","","","033 5329854","27.03","","강원특별자치도 동해시 천곡동 1077-1 삼성상가 105호","강원특별자치도 동해시 대학로 31, 105호 (천곡동, 삼성상가)","25760","태양이용소","2026-04-02 09:10:05","U","2026-04-04 02:40:00","일반이용업","386671.753706762","448820.824659876","일반이용업","2","1","0","0","0","0","0","","","","자가","0","0","0","N",
"17","이용업","05_19_01_P","4211000","4211000-203-1988-00001","1988-12-26","","01","영업/정상","01","영업","","","","","033 5337755","30.26","","강원특별자치도 동해시 발한동 15-11","강원특별자치도 동해시 일출로 9-1, 1층 (발한동)","25720","보람이용소","2026-04-02 09:11:42","U","2026-04-04 02:40:00","일반이용업","386333.789936119","451868.58367361","일반이용업","3","0","1","1","0","0","2","","","","임대","0","0","0","N",
"18","이용업","05_19_01_P","4211000","4211000-203-2003-00004","2003-05-06","","01","영업/정상","01","영업","","","","","033 5326326","33.67","","강원특별자치도 동해시 천곡동 802-5","강원특별자치도 동해시 천곡2길 4 (천곡동)","25759","천곡이용원","2026-04-02 09:11:24","U","2026-04-04 02:40:00","일반이용업","386685.890040374","448972.246392824","일반이용업","0","0","0","0","0","0","0","","","","임대","0","0","0","N",
"19","이용업","05_19_01_P","4211000","4211000-203-1970-00002","1970-09-21","","01","영업/정상","01","영업","","","","","033 5330478","38.80","","강원특별자치도 동해시 발한동 302-1","강원특별자치도 동해시 중앙시장길 18 (발한동)","25715","대성이용소","2026-04-02 09:19:50","U","2026-04-04 02:40:00","일반이용업","386225.801267889","451995.930010207","일반이용업","0","0","0","0","0","0","3","","","","임대","0","0","0","N",
"20","이용업","05_19_01_P","4211000","4211000-203-2002-00006","2002-02-06","","01","영업/정상","01","영업","","","","","033 5321820","0.00","","강원특별자치도 동해시 천곡동 511-1","강원특별자치도 동해시 항골길 52 (천곡동)","25750","항골이용원","2026-04-02 09:13:19","U","2026-04-04 02:40:00","일반이용업","385774.13624952","448996.948892418","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"21","이용업","05_19_01_P","4211000","4211000-203-1994-00003","1994-11-25","","01","영업/정상","01","영업","","","","","033 5353595","35.70","","강원특별자치도 동해시 천곡동 1040-15","강원특별자치도 동해시 동굴로 61-16 (천곡동)","25771","신세계이용소","2026-04-02 09:18:58","U","2026-04-04 02:40:00","일반이용업","386558.554587329","448429.471114493","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"22","이용업","05_19_01_P","4211000","4211000-203-1995-00001","1995-03-07","","01","영업/정상","01","영업","","","","","033 5313909","35.60","","강원특별자치도 동해시 묵호진동 17-1","강원특별자치도 동해시 논골길 4 (묵호진동)","25717","신일이용소","2026-04-02 09:09:43","U","2026-04-04 02:40:00","일반이용업","386970.483686723","452149.195265275","일반이용업","0","0","0","0","0","0","3","","","","임대","0","0","0","N",
"23","이용업","05_19_01_P","4211000","4211000-203-2007-00001","2007-04-03","","01","영업/정상","01","영업","","","","","033 5222112","35.60","","강원특별자치도 동해시 쇄운동 82-3 , 105호","강원특별자치도 동해시 청운로 71, 105호 (쇄운동)","25805","부부이용원","2026-04-02 09:11:09","U","2026-04-04 02:40:00","일반이용업","385899.743681933","444766.374375863","일반이용업","0","0","1","1","0","0","2","","","","임대","0","0","0","N",
"24","이용업","05_19_01_P","4211000","4211000-203-2009-00002","2009-06-12","","01","영업/정상","01","영업","","","","","033 5210234","27.00","","강원특별자치도 동해시 동회동 442 , 대동아파트 상가동 3011-2호","강원특별자치도 동해시 청운로 78, 상가동 3011-2호 (동회동, 대동아파트)","25807","대동이용소","2026-04-02 09:18:40","U","2026-04-04 02:40:00","일반이용업","386177.814049483","444870.370953969","일반이용업","0","0","3","3","0","0","3","","","","자가","0","0","0","N",
"25","이용업","05_19_01_P","4211000","4211000-203-1999-00002","1999-05-19","","01","영업/정상","01","영업","","","","","033 5351173","26.42","","강원특별자치도 동해시 천곡동 1051-13","강원특별자치도 동해시 샘실3길 13 (천곡동)","25766","신궁전이용실","2026-04-02 09:09:25","U","2026-04-04 02:40:00","일반이용업","386116.536417429","448543.798802715","일반이용업","0","0","0","0","0","0","3","","","","임대","0","0","0","N",
"26","이용업","05_19_01_P","4211000","4211000-203-2001-00006","2001-12-21","","01","영업/정상","01","영업","","","","","033 5217527","0.00","","강원특별자치도 동해시 쇄운동 8-8 , 부영상가 106호","강원특별자치도 동해시 청운1길 46, 106호 (쇄운동, 부영상가)","25809","부영이용원","2026-04-02 09:18:24","U","2026-04-04 02:40:00","일반이용업","386385.621303147","444712.223376123","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"27","이용업","05_19_01_P","4211000","4211000-203-1970-00003","1970-05-28","","03","폐업","02","폐업","2023-12-19","","","","033 5215176","26.03","","강원특별자치도 동해시 송정동 955-25","강원특별자치도 동해시 동해역길 60-4 (송정동)","25789","신농이용소","2026-04-02 09:19:32","U","2026-04-04 02:40:00","일반이용업","387737.833183026","445996.382229324","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"28","이용업","05_19_01_P","4211000","4211000-203-1973-00003","1973-05-29","","03","폐업","02","폐업","2021-06-18","","","","033 5330614","30.00","","강원특별자치도 동해시 천곡동 1040-5","강원특별자치도 동해시 한섬로 68 (천곡동)","25771","서울이용소","2026-04-02 09:10:54","U","2026-04-04 02:40:00","일반이용업","386589.610607328","448498.307793379","일반이용업","0","0","0","0","0","0","3","","","","임대","0","0","0","N",
"29","이용업","05_19_01_P","4211000","4211000-203-1970-00004","1970-05-28","","01","영업/정상","01","영업","","","","","033 5215681","35.61","","강원특별자치도 동해시 구미동 524-16","강원특별자치도 동해시 대동로 92 (구미동)","25792","창영이용소","2026-04-02 09:12:01","U","2026-04-04 02:40:00","일반이용업","388226.026194421","444178.964871939","일반이용업","0","0","0","0","0","0","3","","","","임대","0","0","0","N",
"30","이용업","05_19_01_P","4211000","4211000-203-1980-00001","1980-12-23","","01","영업/정상","01","영업","","","","","033 5323829","0.00","","강원특별자치도 동해시 발한동 299-9 7통2반","강원특별자치도 동해시 발한로 248-2 (발한동)","25720","권이용소","2026-04-02 09:10:24","U","2026-04-04 02:40:00","일반이용업","386119.270215345","451959.582863277","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"31","이용업","05_19_01_P","4211000","4211000-203-1989-00001","1989-01-17","","01","영업/정상","01","영업","","","","","033 5223797","35.43","","강원특별자치도 동해시 효가동 237","강원특별자치도 동해시 효가로 4 (효가동)","25801","효성이용소","2026-04-02 09:12:40","U","2026-04-04 02:40:00","일반이용업","386542.688276007","445822.894083775","일반이용업","0","0","0","0","0","0","3","","","","임대","0","0","0","N",
"32","이용업","05_19_01_P","4211000","4211000-203-2013-00002","2013-07-17","","01","영업/정상","01","영업","","","","","07088187052","77.55","","강원특별자치도 동해시 송정동 1680-12","강원특별자치도 동해시 대동로 430, 복지관 4층 (송정동)","25779","체인지이용원","2026-04-02 09:19:11","U","2026-04-04 02:40:00","일반이용업","388376.823117455","446738.159702458","일반이용업","0","0","0","0","0","0","3","","","","임대","0","0","0","N",
"33","이용업","05_19_01_P","4890000","4890000-203-2000-00001","2000-04-24","","01","영업/정상","01","영업","","","","","061 8529524","21.00","546-802","전라남도 보성군 보성읍 보성리 846-33","전라남도 보성군 보성읍 신흥길 24","59457","보성","2026-04-02 09:37:44","U","2026-04-04 02:40:00","일반이용업","207242.28659754","141176.618202232","일반이용업","1","0","1","","0","","2","","","","","","","","N",
"34","이용업","05_19_01_P","3730000","3730000-203-2026-00001","2026-03-30","","01","영업/정상","01","영업","","","","","","46.00","689-806","울산광역시 울주군 언양읍 서부리 198-2","울산광역시 울주군 언양읍 읍성로 38, 1층 101-2호","44942","구피샵 울산언양점","2026-04-02 16:35:47","U","2026-04-04 02:40:00","일반이용업","391947.538601321","231774.053750158","일반이용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"35","이용업","05_19_01_P","5220000","5220000-203-2023-00002","2023-04-21","","03","폐업","02","폐업","2026-04-02","","","","","84.00","718-833","경상북도 칠곡군 석적읍 중리 203-4","경상북도 칠곡군 석적읍 유학로 46, JB2동 101호","39836","큐사랑염색.두피케어.남성컷","2026-04-02 13:10:14","U","2026-04-04 02:40:00","일반이용업","327315.396987329","287259.233871656","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"36","이용업","05_19_01_P","5370000","5370000-203-1977-00003","1977-12-30","","01","영업/정상","01","영업","","","","","055 6363227","50.00","656-812","경상남도 거제시 연초면 죽토리 1101-32","경상남도 거제시 연초면 죽토2길 13, 1층","53212","성심이용원","2026-04-02 14:39:04","U","2026-04-04 02:40:00","일반이용업","351139.901094456","158563.078397505","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"37","이용업","05_19_01_P","3940000","3960100-203-2021-00003","2021-05-03","","01","영업/정상","01","영업","","","","","","47.12","410-821","경기도 고양시 일산동구 식사동 1588 동국타워 103호","경기도 고양시 일산동구 위시티로 18, 동국타워 103호 (식사동)","10324","비비 바버샵","2026-04-02 13:52:29","U","2026-04-04 02:40:00","일반이용업","182952.408473266","463589.642342925","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"38","이용업","05_19_01_P","3470000","3470000-203-1996-00012","1996-12-24","","03","폐업","02","폐업","2026-04-01","","","","053 6325047","0.00","704-817","대구광역시 달서구 상인동 307-11","대구광역시 달서구 상원로 74 (상인동)","42787","대구이용소","2026-04-02 17:25:53","U","2026-04-04 02:40:00","일반이용업","338560.554618437","258376.791912915","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"39","이용업","05_19_01_P","3050000","3050000-203-2025-00001","2025-01-03","","03","폐업","02","폐업","2026-04-02","","","","","0.00","130-817","서울특별시 동대문구 용두동 39-575","서울특별시 동대문구 천호대로37길 49, 1층 103호 (용두동)","02562","Like 이발소","2026-04-02 16:42:31","U","2026-04-04 02:40:00","일반이용업","203662.657632532","452563.637864286","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"40","이용업","05_19_01_P","5410000","5410000-203-2026-00001","2026-04-03","","01","영업/정상","01","영업","","","","","","5.76","635-813","경상남도 창녕군 창녕읍 말흘리 404-5 3층","경상남도 창녕군 창녕읍 화왕산로 157-7, 목욕탕","50334","킹이용원","2026-04-03 11:14:25","I","2026-04-05 00:20:22","일반이용업","336494.626716888","226859.178171693","일반이용업","0","0","0","0","0","0","1","","","","임대","0","1","0","N",
"41","이용업","05_19_01_P","3230000","3230000-203-2026-00004","2026-04-03","","01","영업/정상","01","영업","","","","","","34.49","138-888","서울특별시 송파구 문정동 642-3 문정역SKV1","서울특별시 송파구 법원로 128, 문정역SKV1 지하1층 BG130호 (문정동)","05854","이로바버샵","2026-04-03 11:55:26","I","2026-04-05 00:20:22","일반이용업","","","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"42","이용업","05_19_01_P","3080000","3080000-203-2026-00003","2026-04-03","","01","영업/정상","01","영업","","","","","","33.00","142-860","서울특별시 강북구 번동 148-40","서울특별시 강북구 오현로 174, 2층 201호 (번동)","01223","고은결염색","2026-04-03 10:08:03","I","2026-04-05 00:20:22","일반이용업","203285.566080621","458336.173639881","일반이용업","2","0","0","0","0","0","3","","","","","0","0","0","N",
"43","이용업","05_19_01_P","3340000","3340000-203-2026-00002","2026-04-03","","01","영업/정상","01","영업","","","","","","15.00","604-843","부산광역시 사하구 장림동 187-10","부산광역시 사하구 다대로227번길 48, 3층 (장림동)","49458","이용업","2026-04-03 11:33:34","I","2026-04-05 00:20:22","일반이용업","380347.203261078","177490.847327763","일반이용업","4","1","3","3","0","0","2","","","","","0","0","0","N",
"44","이용업","05_19_01_P","3420000","3420000-203-2026-00002","2026-04-03","","01","영업/정상","01","영업","","","","","","17.00","701-839","대구광역시 동구 지묘동 330-2","대구광역시 동구 팔공로101길 67, 3층 (지묘동)","41005","팔공이발소","2026-04-03 09:50:17","I","2026-04-05 00:20:22","일반이용업","347949.037437822","272399.844929722","일반이용업","0","0","3","3","0","0","2","","","","","0","1","0","N",
"45","이용업","05_19_01_P","3340000","3340000-203-2004-00021","2004-11-26","","03","폐업","02","폐업","2026-04-03","","","","","15.00","604-843","부산광역시 사하구 장림동 187-10","부산광역시 사하구 다대로227번길 48 (장림동)","49458","천지연이용원","2026-04-03 09:46:29","U","2026-04-05 02:40:00","일반이용업","380347.203261078","177490.847327763","일반이용업","4","1","3","3","0","0","2","","","","임대","0","0","0","N",
"46","이용업","05_19_01_P","3480000","3480000-203-2026-00002","2026-03-12","","01","영업/정상","01","영업","","","","","","40.50","711-812","대구광역시 달성군 다사읍 매곡리 1538 대실역청아람 2단지 231동 104호","대구광역시 달성군 다사읍 대실역북로 26, 231동 104호 (대실역청아람 2단지)","42913","창녕이용소","2026-04-03 10:01:16","U","2026-04-05 02:40:00","일반이용업","332618.867871513","263059.224419145","일반이용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"47","이용업","05_19_01_P","4231000","4231000-203-2003-00006","1965-06-25","","01","영업/정상","01","영업","","","","","033 6315473","47.00","","강원특별자치도 속초시 교동 627-291","강원특별자치도 속초시 번영로43번길 22, 가동 1층 103호 (교동)","24842","화신이용원","2026-04-03 13:40:03","U","2026-04-05 02:40:00","일반이용업","338450.033458243","523727.233605853","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"48","이용업","05_19_01_P","3160000","3160000-203-1986-00382","1986-02-14","","01","영업/정상","01","영업","","","","","0226158427","23.31","152-814","서울특별시 구로구 개봉동 329-33","서울특별시 구로구 개봉로15길 18 (개봉동)","08347","천안","2026-04-03 15:22:13","U","2026-04-05 02:40:00","일반이용업","187103.242385892","443102.098646284","일반이용업","3","0","1","1","0","0","5","","","","","0","0","0","N",
"49","이용업","05_19_01_P","3550000","3550000-203-1992-00004","1992-10-16","","03","폐업","02","폐업","2026-04-03","","","","032 5444986","27.72","407-814","인천광역시 계양구 임학동 34-21","인천광역시 계양구 임학안로 37 (임학동)","21032","청춘이발관","2026-04-03 09:12:23","U","2026-04-05 02:40:00","일반이용업","176473.674904456","449445.045760877","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
