번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),환경업무구분명,폐기물처리업구분명,폐기물처리업별처리구분명,폐기물구분명,허용보관량,허용보관량내용,Unnamed: 34,record_key
160,건설폐기물처리업,09_30_05_P,4530000,453000092202500003,2026-02-10,,1,영업/정상,BBBB,영업,,,,,0416643628,,,충청남도 서산시 부석면 송시리 204-2,충청남도 서산시 부석면 강경벌로 276-8,32018,바다자원,2026-02-10 09:52:28,I,2026-02-12 00:20:02,,144888.452440023,359753.885586743,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,바다자원_충청남도서산시부석면송시리204-2
145,건설폐기물처리업,09_30_05_P,3030000,303000092200600004,2026-02-09,,1,영업/정상,BBBB,영업,,,,,2217-0006,,133-170,서울특별시 성동구 용답동 235-4,"서울특별시 성동구 천호대로 438 (용답동, 유선빌딩 7층)",133-170,만강건설(주),2026-02-09 17:08:36,U,2026-02-11 02:40:00,,205895.022955723,450936.729727466,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,만강건설(주)_서울특별시성동구용답동235-4
153,건설폐기물처리업,09_30_05_P,4711000,471100092202000001,2026-02-09,,1,영업/정상,BBBB,영업,,,,,063-546-2799,,,전북특별자치도 김제시 교동 234-6,전북특별자치도 김제시 월죽로 1013 (교동),54371,유한회사 참조은조합환경,2026-02-09 16:00:50,U,2026-02-11 02:40:00,,188629.563132696,255489.058123525,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,유한회사참조은조합환경_전북특별자치도김제시교동234-6
148,건설폐기물처리업,09_30_05_P,3660000,366000092202500001,2026-02-09,,1,영업/정상,BBBB,영업,,,,,042-587-0900,,,대전광역시 서구 괴곡동 757-1,대전광역시 서구 벌곡로 1099 (괴곡동),35422,(주)주안건설,2026-02-09 08:23:51,U,2026-02-11 02:40:00,,231718.810225128,309002.314046107,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)주안건설_대전광역시서구괴곡동757-1
126,건설폐기물처리업,09_30_05_P,4020000,402000092202600001,2026-02-09,,1,영업/정상,BBBB,영업,,,,,0314370493,,,경기도 군포시 대야미동 657-1 대성프라자,"경기도 군포시 대야1로 8, 대성프라자 303호 (대야미동)",15887,주식회사 군포환경,2026-02-09 15:33:45,I,2026-02-11 00:20:41,,192704.644198113,425003.943878465,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,주식회사군포환경_경기도군포시대야미동657-1대성프라자
100,건설폐기물처리업,09_30_05_P,3170000,317000092202600001,2026-02-06,,1,영업/정상,BBBB,영업,,,,,07078136589,,,서울특별시 금천구 시흥동 984 시흥유통상가,"서울특별시 금천구 시흥대로 97, 시흥유통상가 29동 217호 (시흥동)",08639,다우 주식회사,2026-02-06 16:27:24,I,2026-02-08 00:20:01,,191226.287379467,437914.06299827,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,다우주식회사_서울특별시금천구시흥동984시흥유통상가
114,건설폐기물처리업,09_30_05_P,3560000,356000092201100009,2026-02-06,,1,영업/정상,BBBB,영업,,,,,032-565-1300,,,인천광역시 서구 오류동 1612-15,인천광역시 서구 가람로 25 (오류동),22665,케이와이PC(주),2026-02-06 17:31:05,U,2026-02-08 02:40:00,,164634.500098891,454013.701065977,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,케이와이PC(주)_인천광역시서구오류동1612-15
99,건설폐기물처리업,09_30_05_P,3560000,356000092202600001,2026-02-06,,1,영업/정상,BBBB,영업,,,,,032-562-1658,,,인천광역시 서구 오류동 1610-2,인천광역시 서구 가람로 24 (오류동),22665,장형골재,2026-02-06 17:42:35,I,2026-02-08 00:20:01,,164543.445950237,453921.664218236,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,20970.0,,,장형골재_인천광역시서구오류동1610-2
164,건설폐기물처리업,09_30_05_P,5141000,514100092201400001,2026-02-06,,1,영업/정상,BBBB,영업,,,,,383-2333,,,,대구광역시 군위군 군위읍 군청로 140,716-804,(주)군위건설기계,2026-02-10 10:49:24,U,2026-02-12 02:40:00,,341361.144147339,305015.350939823,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)군위건설기계_
220,건설폐기물처리업,09_30_05_P,3550000,355000092201300003,2026-02-05,,1,영업/정상,BBBB,영업,,,,,0325439936,,,인천광역시 계양구 서운동 147-23,인천광역시 계양구 아나지로 583 (서운동),21076,파트너환경(주),2026-02-12 09:41:53,U,2026-02-14 02:40:00,,178498.767861982,447105.832889061,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,파트너환경(주)_인천광역시계양구서운동147-23
73,건설폐기물처리업,09_30_05_P,5350000,535000092200500005,2026-02-05,,1,영업/정상,BBBB,영업,,,,,0553437755,,621-872,"경상남도 김해시 한림면 안하리 226-6 ,-4",경상남도 김해시 한림면 안하로 156,50852,(주)중앙환경,2026-02-05 10:35:43,U,2026-02-07 02:40:00,,365797.97318741,203046.623979422,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,"(주)중앙환경_경상남도김해시한림면안하리226-6,-4"
85,건설폐기물처리업,09_30_05_P,3560000,356000092201100001,2026-02-05,,1,영업/정상,BBBB,영업,,,,,5633-114,,,인천광역시 서구 오류동 1536 1536-1,"인천광역시 서구 검단천로 151 (오류동,1536-1)",22665,(주)아이케이,2026-02-05 17:47:29,U,2026-02-07 02:40:00,,164218.33199322,453775.399579853,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)아이케이_인천광역시서구오류동15361536-1
38,건설폐기물처리업,09_30_05_P,4490000,449000092202600001,2026-02-04,,1,영업/정상,BBBB,영업,,,,,041-551-2836,,,충청남도 천안시 동남구 동면 장송리 570-5,충청남도 천안시 동남구 동면 장송3길 2,31261,주식회사 광덕건업,2026-02-04 15:53:11,I,2026-02-06 00:20:02,,233435.063963816,364888.098666989,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,주식회사광덕건업_충청남도천안시동남구동면장송리570-5
53,건설폐기물처리업,09_30_05_P,3560000,356000092201000009,2026-02-04,,1,영업/정상,BBBB,영업,,,,,0325621400,,,인천광역시 서구 오류동 434-141,인천광역시 서구 두루물로 72 (오류동),22669,(주)삼덕,2026-02-04 17:20:58,U,2026-02-06 02:40:00,,167130.823909597,453590.813507107,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,(주)삼덕_인천광역시서구오류동434-141
57,건설폐기물처리업,09_30_05_P,5400000,540000092200000020,2026-02-04,,1,영업/정상,BBBB,영업,,,,,0555877080,,,경상남도 함안군 칠원읍 유원리 929 함안군청,"경상남도 함안군 칠원읍 오곡로 401-1, 함안군청",52019,(주)오곡산업,2026-02-04 11:30:14,U,2026-02-06 02:40:00,,335909.382195775,200363.057692249,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,16638.8,,,(주)오곡산업_경상남도함안군칠원읍유원리929함안군청
39,건설폐기물처리업,09_30_05_P,5380000,538000092202600001,2026-02-03,,1,영업/정상,BBBB,영업,,,,,,,,경상남도 양산시 동면 석산리 1457-3 The Plus,"경상남도 양산시 동면 금오로 247, The Plus 5층 506호",50650,주식회사 푸른환경,2026-02-03 16:26:24,I,2026-02-06 00:20:02,,384195.049305213,203737.997428431,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,주식회사푸른환경_경상남도양산시동면석산리1457-3ThePlus
15,건설폐기물처리업,09_30_05_P,4681000,468100092202000003,2026-02-02,,1,영업/정상,BBBB,영업,,,,,0638563155,,,전북특별자치도 익산시 황등면 황등리 45 (유)보미,전북특별자치도 익산시 황등면 화강암로 142-11 (유)보미,54532,(유)보미,2026-02-02 17:13:14,U,2026-02-04 02:40:00,,195575.019722533,277781.12384951,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,6612.9,,,(유)보미_전북특별자치도익산시황등면황등리45(유)보미
215,건설폐기물처리업,09_30_05_P,3670000,367000092202600001,2026-02-02,,1,영업/정상,BBBB,영업,,,,,042-936-5060,,,대전광역시 유성구 봉산동 651-1,대전광역시 유성구 봉산북로11번길 91 (봉산동),34003,건우산업(주),2026-02-12 15:19:40,U,2026-02-14 02:40:00,,234040.947091061,327581.613386965,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,건우산업(주)_대전광역시유성구봉산동651-1
216,건설폐기물처리업,09_30_05_P,5710000,572500092200000001,2026-01-28,,1,영업/정상,BBBB,영업,,,,,0432693885,,,충청북도 청주시 서원구 남이면 사동리 100-4,충청북도 청주시 서원구 남이면 저산척북로 542,28183,두제산업개발(주),2026-02-12 10:26:06,U,2026-02-14 02:40:00,,237014.485989973,340698.623278224,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,두제산업개발(주)_충청북도청주시서원구남이면사동리100-4
221,건설폐기물처리업,09_30_05_P,5350000,535000092200500006,2026-01-06,,1,영업/정상,BBBB,영업,,,,,,,,경상남도 김해시 한림면 안곡리 729-3,경상남도 김해시 한림면 안곡로333번길 82,50852,(주)티지알 김해지점,2026-02-12 18:11:15,U,2026-02-14 02:40:00,,367444.098355167,199964.948016471,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,(주)티지알김해지점_경상남도김해시한림면안곡리729-3
136,건설폐기물처리업,09_30_05_P,4930000,493000092202300001,2025-12-31,,1,영업/정상,BBBB,영업,,,,,061-535-6111,,,전라남도 해남군 해남읍 복평리 976-8,전라남도 해남군 해남읍 응달길 175-170,59045,거산환경개발 유한회사,2026-02-09 11:46:42,U,2026-02-11 02:40:00,,157205.899253951,117498.033526377,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,10136.0,,,거산환경개발유한회사_전라남도해남군해남읍복평리976-8
218,건설폐기물처리업,09_30_05_P,3670000,367000092201500001,2025-12-30,,1,영업/정상,BBBB,영업,,,,,042-633-9300,,,대전광역시 유성구 봉산동 709-1 유진공영,"대전광역시 유성구 봉산북로 18, 유진공영 (봉산동)",34003,거산철거환경,2026-02-12 15:19:17,U,2026-02-14 02:40:00,,234293.162925543,327366.195318669,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,거산철거환경_대전광역시유성구봉산동709-1유진공영
247,건설폐기물처리업,09_30_05_P,4390000,439000092200600005,2025-12-16,,1,영업/정상,BBBB,영업,,,,,0438560050,,380-874,충청북도 충주시 대소원면 탄용리 120,충청북도 충주시 대소원면 창현로 911,380-870,탄용환경개발(주),2026-02-13 14:03:57,U,2026-02-15 02:40:00,,276082.955285484,381411.475984951,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,탄용환경개발(주)_충청북도충주시대소원면탄용리120
152,건설폐기물처리업,09_30_05_P,4711000,471100092200600006,2025-12-08,,1,영업/정상,BBBB,영업,,,,,0635432007,,576-952,전북특별자치도 김제시 봉남면 대송리 157,전북특별자치도 김제시 봉남면 대송로 174,,(유)전주환경,2026-02-09 10:29:13,U,2026-02-11 02:40:00,,197933.55151385,251389.654883631,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,27216.0,,,(유)전주환경_전북특별자치도김제시봉남면대송리157
34,건설폐기물처리업,09_30_05_P,4711000,471100092200500003,2025-12-02,,1,영업/정상,BBBB,영업,,,,,063-543-7204,,,전북특별자치도 김제시 용지면 신정리 580-8,"전북특별자치도 김제시 용지면 석정로 633 (본점:전주시 완산구 서신로 19, 3층 302호(서신동, 태송빌딩)",54335,그린이엔티(주),2026-01-30 14:40:51,U,2026-02-04 11:04:37,,196977.920237219,259458.307476592,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,31200.0,,,그린이엔티(주)_전북특별자치도김제시용지면신정리580-8
240,건설폐기물처리업,09_30_05_P,4681000,468100092202300001,2025-10-27,,1,영업/정상,BBBB,영업,,,,,0638624106,,,전북특별자치도 익산시 낭산면 용기리 60,전북특별자치도 익산시 낭산면 용기들길 69,54526,(주)유현테크,2026-02-13 14:55:20,U,2026-02-15 02:40:00,,199022.113409202,285023.882031558,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)유현테크_전북특별자치도익산시낭산면용기리60
107,건설폐기물처리업,09_30_05_P,4321000,432100092200900002,2025-10-21,,1,영업/정상,BBBB,영업,,,,,0334828259,,,강원특별자치도 양구군 동면 임당리 32-2,강원특별자치도 양구군 동면 원당길 114-43,24507,대암환경(주),2026-02-06 10:33:56,U,2026-02-08 02:40:00,,,,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,16918.0,,,대암환경(주)_강원특별자치도양구군동면임당리32-2
184,건설폐기물처리업,09_30_05_P,4181000,418100092200800001,2025-10-20,,1,영업/정상,BBBB,영업,,,,,0332611234,,,강원특별자치도 춘천시 신동면 혈동리 607-1,강원특별자치도 춘천시 신동면 한치로 495,24411,주식회사 강토개발,2026-02-11 09:29:39,U,2026-02-13 02:40:00,,259809.044603012,475857.84367573,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,19900.0,,,주식회사강토개발_강원특별자치도춘천시신동면혈동리607-1
35,건설폐기물처리업,09_30_05_P,4390000,439000092200800002,2025-10-20,,1,영업/정상,BBBB,영업,,,,,8460369,,380-956,충청북도 충주시 안림동 477-2,충청북도 충주시 안림로 26 (안림동),380-110,(주)문화환경개발,2026-01-30 09:16:33,U,2026-02-04 11:04:37,,284513.473942106,385737.254767187,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)문화환경개발_충청북도충주시안림동477-2
237,건설폐기물처리업,09_30_05_P,4810000,481000092202000002,2025-10-10,,1,영업/정상,BBBB,영업,,,,,0616847066,,,"전라남도 여수시 소라면 대포리 809-1 , 801, 803",,,(주)바나,2026-02-13 14:18:36,U,2026-02-15 02:40:00,,256355.424731247,145229.807627791,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,"(주)바나_전라남도여수시소라면대포리809-1,801,803"
193,건설폐기물처리업,09_30_05_P,3560000,356000092202500006,2025-10-02,,1,영업/정상,BBBB,영업,,,,,,,,인천광역시 서구 왕길동 638-4 제이원검단메디컬프라자,"인천광역시 서구 완정로 179, 제이원검단메디컬프라자 6층 601-362호 (왕길동)",22616,폐기물철거 끝판왕,2026-02-11 16:18:21,U,2026-02-13 02:40:00,,169589.976023258,455611.117427815,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,폐기물철거끝판왕_인천광역시서구왕길동638-4제이원검단메디컬프라자
147,건설폐기물처리업,09_30_05_P,3670000,367000092202500001,2025-09-25,,1,영업/정상,BBBB,영업,,,,,042-5542-5684,,,대전광역시 유성구 학하동 753-10,"대전광역시 유성구 학하남로99번길 14-19, 1층 102호 (학하동)",34213,하영토건(주),2026-02-09 09:01:43,U,2026-02-11 02:40:00,,227789.41178112,315183.550447572,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,하영토건(주)_대전광역시유성구학하동753-10
181,건설폐기물처리업,09_30_05_P,5070000,507000092200900003,2025-09-25,,1,영업/정상,BBBB,영업,,,,,0548588550,,760-863,경상북도 안동시 남선면 현내리 6-2-1,경상북도 안동시 남선면 충효로 4147-19,760-863,(주)대흥환경산업,2026-02-11 09:22:06,U,2026-02-13 02:40:00,,,,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)대흥환경산업_경상북도안동시남선면현내리6-2-1
213,건설폐기물처리업,09_30_05_P,6520000,652000092202500001,2025-08-21,,1,영업/정상,BBBB,영업,,,,,064-733-9503,,,제주특별자치도 서귀포시 토평동 3213,제주특별자치도 서귀포시 인정오름로86번길 63 (토평동),63580,한라환경산업(주),2026-02-12 10:29:15,U,2026-02-14 02:40:00,,160435.700939587,-22600.0468683088,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,한라환경산업(주)_제주특별자치도서귀포시토평동3213
235,건설폐기물처리업,09_30_05_P,3560000,356000092201200002,2025-08-19,,1,영업/정상,BBBB,영업,,,,,0325629973,,404-290,"인천광역시 서구 왕길동 63-2 , 63-35",인천광역시 서구 거월로 51 (왕길동),22672,한밭미래자원(주),2026-02-13 17:24:41,U,2026-02-15 02:40:00,,168721.695793492,453253.397526604,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,"한밭미래자원(주)_인천광역시서구왕길동63-2,63-35"
203,건설폐기물처리업,09_30_05_P,4840000,484000092201900003,2025-07-28,,1,영업/정상,BBBB,영업,,,,,0617639882,,,전라남도 광양시 광양읍 죽림리 535-7,전라남도 광양시 광양읍 직동2길 6-14,57731,(주)금강,2026-02-12 18:39:06,U,2026-02-14 02:40:00,,,,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,8400.0,,,(주)금강_전라남도광양시광양읍죽림리535-7
243,건설폐기물처리업,09_30_05_P,3530000,353000092202500003,2025-07-13,,1,영업/정상,BBBB,영업,,,,,0324239823,,,인천광역시 남동구 서창동 704-1 대홍프라자,"인천광역시 남동구 서창남순환로216번길 30, 대홍프라자 112호 (서창동)",21617,청한산업개발(주),2026-02-13 14:00:15,U,2026-02-15 02:40:00,,177717.967093233,435668.727770087,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,청한산업개발(주)_인천광역시남동구서창동704-1대홍프라자
44,건설폐기물처리업,09_30_05_P,4910000,491000092201900001,2025-06-25,,1,영업/정상,BBBB,영업,,,,,061 864 0036,,529-833,전라남도 장흥군 장동면 배산리 18-1,전라남도 장흥군 장동면 흥성로 1782,529-830,오광개발(주),2026-02-03 10:59:50,U,2026-02-06 02:40:00,,201221.768487588,140121.283321276,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,오광개발(주)_전라남도장흥군장동면배산리18-1
19,건설폐기물처리업,09_30_05_P,3400000,340000092202500001,2025-06-21,,3,폐업,2,폐업,2026-01-26,,,,,,,부산광역시 기장군 장안읍 좌천리 183,부산광역시 기장군 장안읍 좌천5길 9,46033,주식회사 울산환경,2026-02-02 14:37:42,U,2026-02-04 02:40:00,,403919.601440584,203735.28776198,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,주식회사울산환경_부산광역시기장군장안읍좌천리183
204,건설폐기물처리업,09_30_05_P,5530000,553000092202200007,2025-06-11,,1,영업/정상,BBBB,영업,,,,,031-373-9002,,,경기도 화성시 동탄구 오산동  967-62 동탄역 예미지 시그너스,"경기도 화성시 동탄구 동탄역로 196 (오산동, 동탄역 예미지 시그너스)",18478,㈜성호산업,2026-02-12 11:13:56,U,2026-02-14 02:40:00,,208530.109639187,411371.990063519,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,㈜성호산업_경기도화성시동탄구오산동967-62동탄역예미지시그너스
175,건설폐기물처리업,09_30_05_P,3910000,391000092202500003,2025-05-29,,1,영업/정상,BBBB,영업,,,,,,,,경기도 평택시 포승읍 방림리 645-3,경기도 평택시 포승읍 도대1로 70,17965,주식회사 지구하다,2026-02-10 09:30:39,U,2026-02-12 02:40:00,,190531.351632612,384432.116534732,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,주식회사지구하다_경기도평택시포승읍방림리645-3
169,건설폐기물처리업,09_30_05_P,5530000,553000092199400002,2025-04-30,,1,영업/정상,BBBB,영업,,,,,031-355-4122,,,"경기도 화성시 만세구 마도면 쌍송리 141-47 , -49, -53",경기도 화성시 만세구 마도면 마도공단로 181-10,18541,청한공영(주),2026-02-10 09:57:55,U,2026-02-12 02:40:00,,181492.96474882,409571.291434186,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,"청한공영(주)_경기도화성시만세구마도면쌍송리141-47,-49,-53"
37,건설폐기물처리업,09_30_05_P,4390000,439000092202100001,2025-04-24,,1,영업/정상,BBBB,영업,,,,,,,,충청북도 충주시 봉방동 9-15,충청북도 충주시 무학2길 9 (봉방동),27405,(주)밀물과썰물,2026-01-30 09:12:30,U,2026-02-04 11:04:37,,282445.454549009,386391.504692983,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)밀물과썰물_충청북도충주시봉방동9-15
172,건설폐기물처리업,09_30_05_P,5710000,571000092202100007,2025-04-04,,1,영업/정상,BBBB,영업,,,,,0432864499,,,충청북도 청주시 서원구 남이면 구암리 208-10,충청북도 청주시 서원구 남이면 사동구암로 335,28178,(주)거목이엔씨,2026-02-10 17:53:10,U,2026-02-12 02:40:00,,,,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)거목이엔씨_충청북도청주시서원구남이면구암리208-10
45,건설폐기물처리업,09_30_05_P,4281000,428100092200400001,2025-03-25,,1,영업/정상,BBBB,영업,,,,,0333324455,,,강원특별자치도 평창군 용평면 이목정리 497,강원특별자치도 평창군 용평면 경강로 2284-9,25314,(주)이화산업,2026-02-03 17:44:34,U,2026-02-06 02:40:00,,329435.2431875,457228.092153141,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,(주)이화산업_강원특별자치도평창군용평면이목정리497
150,건설폐기물처리업,09_30_05_P,4520000,452000092202300001,2025-02-24,,1,영업/정상,BBBB,영업,,,,,0415412140,,,충청남도 아산시 선장면 가산리 410,충청남도 아산시 선장면 삽교천로 2-35,31541,(주)이한산업,2026-02-09 14:48:56,U,2026-02-11 02:40:00,,187890.830340137,367308.586449823,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)이한산업_충청남도아산시선장면가산리410
