"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자산규모","부채총액","자본금","판매방식명",
"19","방문판매업","08_26_02_P","5090000","2003509007923200010","2003-12-17","","01","영업/정상","01","정상영업","","","","","054 631 4640","","","경상북도 영주시 영주동 ***-*","경상북도 영주시 광복로 * (영주동)","36078","윤선생영어교실 영주센터","2026-02-02 18:52:37","U","2026-02-04 02:40:00","","344388.611399479","370776.772232798","0","0","0","",
"20","방문판매업","08_26_02_P","3900000","2017390019623200013","2017-08-22","","01","영업/정상","01","정상영업","","","","","","","","경기도 광명시 일직동 *-*","경기도 광명시 자경로 **, *층 ***호 (일직동)","14354","이룸","2026-02-02 15:35:20","U","2026-02-04 02:40:00","","190475.661881638","436218.59611709","0","0","0","",
"21","방문판매업","08_26_02_P","3990000","2007399015423200008","2007-08-14","","01","영업/정상","01","정상영업","","","","","031-846-0477","","","경기도 남양주시 별내면 청학리 ***-* 스파빌 ***호","경기도 남양주시 별내면 청학로 **, 스파빌 ***호","12084","삼삼물산","2026-02-02 13:09:27","U","2026-02-04 02:40:00","","210389.923359462","467269.120496548","0","0","0","",
"22","방문판매업","08_26_02_P","3010000","2020301016523200011","2020-06-02","","01","영업/정상","01","정상영업","","","","","02-3449-6705","","","서울특별시 중구 남창동 **-*","서울특별시 중구 소월로 *, **층 (남창동)","04528","주식회사 에티버스이피에이","2026-02-02 19:23:12","U","2026-02-04 02:40:00","","197831.002724157","450794.31483169","16814134300","12044882900","1400000000","",
"23","방문판매업","08_26_02_P","3470000","2023347018123200008","2023-03-08","","03","폐업","03","폐업처리","2026-02-02","","","","053-522-8887","","","대구광역시 달서구 본리동 ***-*","대구광역시 달서구 구마로**길 **(본리동)","42693","S&K 댄스스포츠","2026-02-02 11:21:01","U","2026-02-04 02:40:00","","338541.189915317","261222.522189856","0","0","0","",
"24","방문판매업","08_26_02_P","4090000","2021409039923200011","2021-09-27","","03","폐업","03","폐업처리","2026-01-31","","","","031-997-0997","","","경기도 김포시 운양동 ****-* 한강신도시 반도유보라 *차","경기도 김포시 모담공원로 **, **호 (운양동, 한강신도시 반도유보라 *차)","10078","종근당건강 헬스벨스토리 김포운양점","2026-02-02 11:00:45","U","2026-02-04 02:40:00","","172042.582186792","461133.654561835","0","0","0","",
"25","방문판매업","08_26_02_P","3170000","2025317025723200017","2025-06-10","","03","폐업","03","폐업처리","2026-01-29","","","","070-8677-7981","","","서울특별시 금천구 가산동 ***-* 대성디폴리스지식산업센터","서울특별시 금천구 서부샛길 ***, 대성디폴리스지식산업센터 비동 ***호 (가산동)","08504","주식회사 파크엘즈","2026-02-02 15:20:44","U","2026-02-04 02:40:00","","189055.138252216","441958.334400683","3843538940","1593927680","200000000","",
"26","방문판매업","08_26_02_P","4060000","2025406050723200005","2023-10-24","","03","폐업","03","폐업처리","2026-01-31","","","","031-762-9255","","","경기도 파주시 동패동 ****","경기도 파주시 미래로 ***-**, 지하*층 일부(***,***) (동패동)","10905","솔고","2026-02-02 19:01:08","U","2026-02-04 02:40:00","","177457.972114297","467729.723396849","0","0","0","",
"27","방문판매업","08_26_02_P","3140000","2022314016723200004","2022-05-24","","03","폐업","03","폐업처리","2026-02-02","","","","","","","서울특별시 양천구 목동 ***-* 현대**타워","서울특별시 양천구 목동동로 ***, 현대**타워 **동 ****호 (목동)","07997","(주)월드펍탑스","2026-02-02 12:49:45","U","2026-02-04 02:40:00","","188953.066831076","447333.569187997","562763520","324241344","200000000","",
"28","방문판매업","08_26_02_P","3170000","2022317023523200013","2022-04-26","","03","폐업","03","폐업처리","2026-02-03","","","","","","","서울특별시 금천구 가산동 ***-** 코오롱디지털타워애스턴","서울특별시 금천구 가산디지털*로 ***, 코오롱디지털타워애스턴 ****-***호 (가산동)","08502","하원","2026-02-02 15:16:45","U","2026-02-04 02:40:00","","189353.050637528","442493.020182986","0","0","0","",
"29","방문판매업","08_26_02_P","3230000","2025323029123200003","2025-02-04","","03","폐업","03","폐업처리","2026-01-30","","","","","","","서울특별시 송파구 석촌동 ***-** ***호","서울특별시 송파구 송파대로**길 **, *층 ***호 (석촌동)","05697","로뎀 체형 교정원","2026-02-02 12:43:11","U","2026-02-04 02:40:00","","209651.977288507","444313.85474878","0","0","0","",
"30","방문판매업","08_26_02_P","3220000","2026322024923200003","2026-01-24","","01","영업/정상","01","정상영업","","","","","02-595-1972","","","서울특별시 강남구 논현동 ***-* 에스케이 허브블루","서울특별시 강남구 학동로 ***, *층 ***호  에스케이 허브블루 (논현동)","06099","에버리치월드(주)","2026-01-30 12:35:20","U","2026-02-04 11:04:37","","203518.763332969","446051.579831786","4976209400","1781820540","100000000","",
"31","방문판매업","08_26_02_P","3470000","2024347020123200006","2024-05-21","","03","폐업","03","폐업처리","2026-01-30","","","","053-631-4283","","","대구광역시 달서구 상인동 ***-*","대구광역시 달서구 월배로**길 ** (상인동)","42788","위즈 엔터프라이즈","2026-01-30 10:53:56","U","2026-02-04 11:04:37","","338455.144690177","258395.721260161","0","0","0","",
"32","방문판매업","08_26_02_P","4040000","2026404032123200001","2025-10-23","","01","영업/정상","01","정상영업","","","","","031-8028-1081","","","경기도 하남시 덕풍동 ***-**","경기도 하남시 신장로 ***, 준빌딩 *층 (덕풍동)","12969","한솔라이프","2026-02-03 17:00:49","I","2026-02-06 00:20:02","","217811.008498396","448586.910554927","0","0","0","",
"33","방문판매업","08_26_02_P","3180000","2026318025423200002","2026-02-04","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 영등포구 당산동*가 ***-* 영등포 하이퍼타워","서울특별시 영등포구 양산로 **, 영등포 하이퍼타워 *층 ***호 (당산동*가)","07261","퀀텀웰니스랩","2026-02-04 14:50:45","I","2026-02-06 00:20:02","","190438.263611375","446974.624152631","0","0","0","",
"34","방문판매업","08_26_02_P","3170000","2026317025723200006","2026-02-03","","01","영업/정상","01","정상영업","","","","","02-6925-2459","","","서울특별시 금천구 가산동 **-** SJ테크노빌","서울특별시 금천구 벚꽃로 ***, SJ테크노빌 ****호, ****호 (가산동)","08511","㈜솔라플레이(서울지점)","2026-02-03 10:04:19","I","2026-02-06 00:20:02","","189722.178532426","441920.972770099","20319825900","10718400500","650000000","",
"35","방문판매업","08_26_02_P","3450000","2026345018923200001","2026-02-03","","01","영업/정상","01","정상영업","","","","","053-381-8182","","","대구광역시 북구 복현동 ***-*** 복현서한타운","대구광역시 북구 검단로 **, ***동 ***호 (복현동, 복현서한타운)","41523","캐리어롯데","2026-02-03 16:49:11","I","2026-02-06 00:20:02","","345948.61957319","268094.048405815","0","0","0","",
"36","방문판매업","08_26_02_P","3040000","2026304019023200002","2021-10-06","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 광진구 구의동 ***-* 테크노-마트**","서울특별시 광진구 광나루로**길 **, 테크노-마트** 판매동 *층 D-***호 (구의동)","05116","새생명상업","2026-02-03 10:36:47","I","2026-02-06 00:20:02","","208394.416382167","448165.279999905","0","0","0","",
"37","방문판매업","08_26_02_P","3640000","2026364018123200002","2026-02-03","","01","영업/정상","01","정상영업","","","","","","","","대전광역시 동구 낭월동 ***","대전광역시 동구 산내로****번길 **, *층 ***호 (낭월동)","34703","용총포무역","2026-02-03 14:33:12","I","2026-02-06 00:20:02","","241892.976406609","309263.705233523","0","0","0","",
"38","방문판매업","08_26_02_P","3370000","2026337015023200003","2026-02-03","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 연제구 연산동 ***-* 디오빌","부산광역시 연제구 중앙대로 ****, 디오빌 ****호 (연산동)","47596","주식회사 시드플랫폼","2026-02-03 14:07:35","I","2026-02-06 00:20:02","","389446.843863774","189203.472244163","30000000","0","1000000","",
"39","방문판매업","08_26_02_P","3220000","2026322024923200006","2026-02-04","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 강남구 역삼동 ***-*","서울특별시 강남구 테헤란로**길 **, *층 ***호 (역삼동)","06245","바른먹거리 강남오피스","2026-02-04 09:36:01","I","2026-02-06 00:20:02","","203047.485470542","443756.811881479","0","0","0","",
"40","방문판매업","08_26_02_P","3170000","2023317025723200022","2023-08-24","","03","폐업","03","폐업처리","2026-02-04","","","","","","","서울특별시 금천구 가산동 ***-*** 가산 더블유센터","서울특별시 금천구 가산디지털*로 ***, 가산 더블유센터 ***호 (가산동)","08503","원하다서울센타","2026-02-04 09:37:36","U","2026-02-06 02:40:00","","189350.592434703","442143.206055455","0","0","0","",
"41","방문판매업","08_26_02_P","3160000","2019316015923200053","2019-08-02","","03","폐업","03","폐업처리","2026-02-03","","","","02-2637-6634","","","서울특별시 구로구 구로동 ***-** 구로유통상가","서울특별시 구로구 경인로**길 *, 구로유통상가 G동 ***호 (구로동)","08278","수플리어","2026-02-03 11:22:34","U","2026-02-06 02:40:00","","189134.15447044","444274.729874348","0","0","0","",
"42","방문판매업","08_26_02_P","3070000","2018307021623200005","2018-02-19","","03","폐업","03","폐업처리","2026-01-30","","","","","","","서울특별시 성북구 하월곡동 **번지 **호","서울특별시 성북구 오패산로*길 ** (하월곡동)","02737","건국우유 송천대리점","2026-02-03 09:02:36","U","2026-02-06 02:40:00","","202948.097913093","456130.134951426","0","0","0","",
"43","방문판매업","08_26_02_P","3060000","2007306009523200029","2007-08-29","","01","영업/정상","01","정상영업","","","","","972-5617","","131-140","서울특별시 중랑구 묵동 ***번지 **호","서울특별시 중랑구 중랑역로 *** (묵동)","","두란정수산업","2026-02-04 14:37:36","U","2026-02-06 02:40:00","","206627.779100178","456463.904537804","0","0","0","",
"44","방문판매업","08_26_02_P","3060000","2016306014523200017","2016-07-27","","01","영업/정상","01","정상영업","","","","","02-972-9988","","","서울특별시 중랑구 묵동 ***번지 **호","서울특별시 중랑구 동일로 ***, ***호 (묵동, 위더스빌)","02033","주식회사 원진정보통신","2026-02-04 14:28:58","U","2026-02-06 02:40:00","","206741.298813322","456917.283812043","6023669200","3845066240","300000000","",
"45","방문판매업","08_26_02_P","3060000","2002306009523200054","2002-11-12","","03","폐업","03","폐업처리","2026-01-31","","","","02 974 4249","","","서울특별시 중랑구 묵동 ***-**","서울특별시 중랑구 숙선옹주로 **(묵동)","02035","기아자동차묵동대리점","2026-02-03 15:14:56","U","2026-02-06 02:40:00","","206970.083435281","456891.430609643","0","0","0","",
"46","방문판매업","08_26_02_P","3060000","2009306009523200022","2009-07-01","","01","영업/정상","01","정상영업","","","","","2208-1419","","131-816","서울특별시 중랑구 면목동 ***번지 **호 **통 *반","서울특별시 중랑구 면목로**길 ** (면목동)","","테크노메디칼","2026-02-04 14:33:47","U","2026-02-06 02:40:00","","207505.932218928","454032.419082528","0","0","0","",
"47","방문판매업","08_26_02_P","3040000","2020304019023200012","2020-03-09","","01","영업/정상","01","정상영업","","","","","02-452-1825","","","서울특별시 광진구 자양동 ***-**","서울특별시 광진구 자양로**길 **, *층 (자양동)","05061","마임 구의지사","2026-02-03 13:15:20","U","2026-02-06 02:40:00","","207304.829538777","448600.903406221","0","0","0","",
"48","방문판매업","08_26_02_P","3700000","2023370016023200006","2023-05-08","","03","폐업","03","폐업처리","2026-02-04","","","","","","","울산광역시 남구 달동 ****-* 삼산선경아파트","울산광역시 남구 돋질로 ***, *동 ****호 (달동, 삼산선경아파트)","44704","브리스퀸","2026-02-04 14:33:33","U","2026-02-06 02:40:00","","411629.867769704","229562.444059761","0","0","0","",
"49","방문판매업","08_26_02_P","3640000","2020364013723200018","2019-04-15","","03","폐업","03","폐업처리","2026-02-03","","","","042-628-0007","","","대전광역시 동구 낭월동 ***번지","대전광역시 동구 산내로****번길 **, *층 ***호 (낭월동)","34703","용총포, 루카스오일","2026-02-03 14:16:12","U","2026-02-06 02:40:00","","241892.976406609","309263.705233523","0","0","0","",
"50","방문판매업","08_26_02_P","3200000","2025320022523200007","2025-07-28","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 관악구 신림동 ***-**","서울특별시 관악구 난곡로 ***, ***호 (신림동)","08855","그라만코리아","2026-02-03 18:54:28","U","2026-02-06 02:40:00","","192445.202292694","441832.999473902","0","0","0","",
"51","방문판매업","08_26_02_P","3990000","2026399051223200001","2023-09-26","","01","영업/정상","01","정상영업","","","","","","","","경기도 남양주시 진건읍 용정리 ***-*","경기도 남양주시 진건읍 진건오남로 **","12138","(주)썬 바이오","2026-02-04 09:08:23","U","2026-02-06 02:40:00","","215717.274434909","461541.197493285","0","0","0","",
"52","방문판매업","08_26_02_P","4010000","2025401031723200009","2023-08-17","","01","영업/정상","01","정상영업","","","","","","","","경기도 시흥시 대야동 ***-* 더베스트프라자","경기도 시흥시 비둘기공원*길 **, 더베스트프라자 *층 ***호 (대야동)","14912","하2리","2026-02-03 14:47:11","U","2026-02-06 02:40:00","","176505.067909969","427110.087035623","0","0","0","",
"53","방문판매업","08_26_02_P","6520000","2022652017823200008","2022-09-13","","03","폐업","03","폐업처리","2026-02-04","","","","","","","제주특별자치도 서귀포시 토평동 ****-*","제주특별자치도 서귀포시 토평로**번길 **, ***호 (토평동)","63604","코웨이 제주월드 대리점","2026-02-04 13:05:49","U","2026-02-06 02:40:00","","","","0","0","0","",
"54","방문판매업","08_26_02_P","3830000","2024384003323200001","2024-01-02","","03","폐업","03","폐업처리","2026-02-04","","","","031-471-5557","","","경기도 안양시 만안구 석수동 ***-**","경기도 안양시 만안구 안양로 ***-*, *층 (석수동)","13962","원컴퍼니","2026-02-03 16:34:49","U","2026-02-06 02:40:00","","","","0","0","0","",
"55","방문판매업","08_26_02_P","3220000","2009322012723200099","2009-05-18","","01","영업/정상","01","정상영업","","","","","6006-0618","","","서울특별시 강남구 대치동 ***번지 *호 성진빌딩","서울특별시 강남구 역삼로 ***, 성진빌딩 *층 (대치동)","06198","(주) 에이플러스라이프","2026-02-03 07:21:20","U","2026-02-06 02:40:00","","204557.335","444359.27","119613563000","61275824000","25500000300","",
"56","방문판매업","08_26_02_P","4181000","2025418108123200004","2025-04-17","","03","폐업","03","폐업처리","2026-02-03","","","","033-261-4808","","","강원특별자치도 춘천시 후평동 **-**","강원특별자치도 춘천시 후석로***번길 **, *층 (후평동)","24298","하늘태양광발전소","2026-02-03 17:52:48","U","2026-02-06 02:40:00","","266013.475887332","486915.220283435","0","0","0","",
"57","방문판매업","08_26_02_P","5710000","2022571023623200013","2022-07-25","","03","폐업","03","폐업처리","2026-01-31","","","","043- 294- 4349","","","충청북도 청주시 서원구 분평동 ***-*","충청북도 청주시 서원구 매봉로*번길 **, ***호 (분평동)","28699","바디닥터","2026-02-04 16:09:12","U","2026-02-06 02:40:00","","242726.550260428","345602.687405966","0","0","0","",
"58","방문판매업","08_26_02_P","3370000","2021337010623200004","2013-10-30","","03","폐업","03","폐업처리","2026-02-04","","","","","","","부산광역시 연제구 거제동 ****-** 벧엘아파트","부산광역시 연제구 거제천로***번길 **, 벧엘아파트 ***호 (거제동, 벧엘아파트)","47516","리본","2026-02-04 16:29:14","U","2026-02-06 02:40:00","","389795.251965377","190333.018730548","0","0","0","",
"59","방문판매업","08_26_02_P","4520000","2023452038323200013","2020-04-03","","03","폐업","03","폐업처리","2026-02-03","","","","","","","충청남도 아산시 둔포면 석곡리 ****","충청남도 아산시 둔포면 산업밸리길 *-*, (***호 공유)","31408","이든네이처 아산둔포지사","2026-02-03 09:47:19","U","2026-02-06 02:40:00","","205369.110190245","378219.630957026","0","0","0","",
"60","방문판매업","08_26_02_P","3740000","2023561001823200008","2023-10-30","","03","폐업","03","폐업처리","2026-02-02","","","","","","","경기도 수원시 영통구 매탄동 ***-**","경기도 수원시 영통구 매원로**번길 *-** (매탄동)","16540","남문 선불폰","2026-02-04 17:09:30","U","2026-02-06 02:40:00","","204178.909050149","418347.159178883","0","0","0","",
"61","방문판매업","08_26_02_P","4510000","2026451023123200002","2026-02-05","","01","영업/정상","01","정상영업","","","","","0419346300","","","충청남도 보령시 내항동 ***-* 베스트빌딩","충청남도 보령시 대해로 ***, 베스트빌딩 (내항동)","33492","현대보령서해판매대리점","2026-02-05 16:04:17","I","2026-02-07 00:20:02","","162793.60465226","315576.028827726","0","0","0","",
"62","방문판매업","08_26_02_P","4191000","2026419100623200002","2026-02-04","","04","취소/말소/만료/정지/중지","04","직권취소","","","","","","","","강원특별자치도 원주시 단계동 ****-* 성우프라자","강원특별자치도 원주시 천사로 **, 성우프라자 *층 ***-B호 (단계동)","26437","주식회사 휴먼생활건강","2026-02-05 09:15:31","I","2026-02-07 00:20:02","","282056.56954552","427706.667298414","10000000","0","10000000","",
"63","방문판매업","08_26_02_P","3680000","2026368022223200001","2025-11-24","","01","영업/정상","01","정상영업","","","","","","","","대전광역시 대덕구 중리동 ***-**","대전광역시 대덕구 중리북로 **, 지하층 (중리동)","34389","웰빙생활건강","2026-02-05 14:43:10","I","2026-02-07 00:20:02","","238161.088735093","318478.98445853","0","0","0","",
"64","방문판매업","08_26_02_P","3060000","2026306021523200007","2026-02-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 중랑구 중화동 ***-** *층","서울특별시 중랑구 봉화산로 **-*, *층 (중화동)","02051","유앤아이,스토리(you and i, Story)","2026-02-05 10:33:52","I","2026-02-07 00:20:02","","207040.268431306","455496.915987203","0","0","0","",
"65","방문판매업","08_26_02_P","3640000","2026364018123200003","2010-05-27","","01","영업/정상","01","정상영업","","","","","","","","대전광역시 동구 대동 ***-**","대전광역시 동구 동대전로***번길 *, *층 (대동)","34648","퓨처라이프","2026-02-05 16:43:53","I","2026-02-07 00:20:02","","239868.995341974","314666.561664161","0","0","0","",
"66","방문판매업","08_26_02_P","4050000","2016562002723200002","2016-05-13","","03","폐업","03","폐업처리","2026-02-06","","","","031-762-9201","","","","경기도 용인시 처인구 이동면 백옥대로 *** (외 *필지 *층 ***호)","17128","미래통신","2026-02-05 14:51:40","U","2026-02-07 02:40:00","","218250.316221038","409885.186138196","0","0","0","",
"67","방문판매업","08_26_02_P","3590000","2019359016423200009","2019-08-02","","03","폐업","03","폐업처리","2026-02-04","","","","","","","광주광역시 동구 용산동 ***번지","광주광역시 동구 용산*로 **, 조은프라자 *층 ***호 (용산동)","61508","윤선생영어교실 용산센터","2026-02-05 09:52:31","U","2026-02-07 02:40:00","","193015.590778732","179924.718682863","0","0","0","",
"68","방문판매업","08_26_02_P","3040000","2024304019023200004","1999-05-31","","01","영업/정상","01","정상영업","","","","1999-05-31","02-2244-7125","","","서울특별시 광진구 자양동 ***-** 한승빌딩","서울특별시 광진구 아차산로 ***, 한승빌딩 *층 ***호 (자양동)","05051","고시포코","2026-02-05 14:37:48","U","2026-02-07 02:40:00","","207428.020928635","448255.352027526","0","0","0","",
"69","방문판매업","08_26_02_P","3200000","2006320010623200795","2006-01-02","","03","폐업","03","폐업처리","2026-02-05","","","","02  873 0047","","151-843","서울특별시 관악구 봉천동 ***번지 **호","서울특별시 관악구 남부순환로 **** (봉천동)","151-843","기아자동차서울대대리점","2026-02-05 10:00:38","U","2026-02-07 02:40:00","","194355.561055459","442515.047409001","0","0","0","",
"70","방문판매업","08_26_02_P","3330000","2013333010323200024","2013-10-07","","03","폐업","03","폐업처리","2026-02-05","","","","","","","","부산광역시 해운대구 해운대로 ***, ***동 ****호 (우동, 센텀센시빌)","612-769","라인퀸","2026-02-05 18:07:07","U","2026-02-07 02:40:00","","393967.197052812","188310.416723807","0","0","0","",
"71","방문판매업","08_26_02_P","4010000","1998401011323200006","1998-11-01","","03","폐업","03","폐업처리","2026-02-05","","","","031 499 4300","","429-858","경기도 시흥시 정왕동 ****번지 *호 굿모닝빌 ***호","경기도 시흥시 정왕대로 ***, ***호 (정왕동,굿모닝빌)","","현대동시화판매대리점","2026-02-05 16:14:50","U","2026-02-07 02:40:00","","177653.065","426325.516","0","0","0","",
"72","방문판매업","08_26_02_P","5710000","2022571023623200054","2020-08-14","","01","영업/정상","01","정상영업","","","","","","","","충청북도 청주시 청원구 우암동 ***-** 송화빌","충청북도 청주시 청원구 사북로***번길 **, ***호 (우암동)","28538","제이씨 월드","2026-02-05 09:44:27","U","2026-02-07 02:40:00","","243459.13763708","349627.881914098","0","0","0","",
