"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","사업자등록번호",
"11","종합여행업","03_12_03_P","3270000","CDFI2260042026000001","2026-01-26","","01","영업/정상","13","영업중","","","","","070-8057-6700","","","부산광역시 동구 초량동 1169-3 강남빌딩","부산광역시 동구 중앙대로 270, 강남빌딩 1051호 (초량동)","48731","주식회사 플랜제이","2026-02-02 17:55:35","U","2026-02-04 02:40:00","","386177.958994368","182089.626704726","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260202","20270201","","0","",
"12","종합여행업","03_12_03_P","3150000","CDFI2260042026000006","2026-01-20","","01","영업/정상","13","영업중","","","","","02-3456-2790","","","서울특별시 강서구 등촌동 628-7 501호","서울특별시 강서구 화곡로68길 15, 501호 (등촌동)","07548","(주)스튜디오엠앤씨","2026-02-02 17:15:29","U","2026-02-04 02:40:00","","187142.520159168","450809.366186016","종합여행업","","","0","","","서울보증보험(50,000,000원)","","0","0","0","0","","","0","0","","0","0","","0","85.14","","0","","","","","","","0","20260120","20290119","","85","",
"13","종합여행업","03_12_03_P","3370000","CDFI2260042026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","051-507-8535","","","부산광역시 연제구 거제동 121-14 화신빌딩","부산광역시 연제구 중앙대로 1229, 화신빌딩 103호 (거제동)","47505","주식회사 구영애여행","2026-02-02 17:27:54","U","2026-02-04 02:40:00","","389285.021844097","190624.483213086","종합여행업","","","0","","","한국관광협회중앙회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","150000000","20260130","20270130","","0","",
"14","종합여행업","03_12_03_P","3130000","CDFI2260042026000008","2024-08-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 성산동 275-56","서울특별시 마포구 성산로 144, 2층 203호 (성산동)","03966","벤쳐이노베이션파트너스(주)","2026-02-02 11:23:59","U","2026-02-04 02:40:00","","191921.189275441","451339.294211842","종합여행업","","","0","","","서울보증보험","","0","0","0","0","Venture Innovation Partners Co., Ltd.","General Travel Business","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260126","20270126","","0","",
"15","종합여행업","03_12_03_P","3220000","CDFI2260042021000049","2021-02-03","","01","영업/정상","13","영업중","","","","","02-3470-4574","","","서울특별시 강남구 삼성동 52-1","서울특별시 강남구 삼성로 648 (삼성동)","06084","(주)미래아이앤지","2026-02-02 09:19:33","U","2026-02-04 02:40:00","","204437.7","446211.640000001","종합여행업","","","0","","","서울보증보험(5천만원)","","0","0","0","0","MiraeING. Co., Ltd","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","0","20260203","20270202","","0","",
"16","종합여행업","03_12_03_P","3220000","CDFI2260042025000105","2025-10-29","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 141-7 세일빌딩","서울특별시 강남구 학동로2길 19, 세일빌딩 2층 2539호 (논현동)","06110","㈜인사이트네트웍스","2026-02-02 16:51:21","U","2026-02-04 02:40:00","","201956.561428209","445325.198366946","종합여행업","","","0","","","서울보증보험(5천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20251023","20261022","","0","",
"17","종합여행업","03_12_03_P","3740000","CDFI2260042025000020","2025-12-18","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 영통구 매탄동 153-108","경기도 수원시 영통구 매여울로57번길 39, 3층 (매탄동)","16531","골든스토리","2026-02-02 08:58:58","U","2026-02-04 02:40:00","","203667.836484992","419064.095898653","종합여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260108","20270107","","0","",
"18","종합여행업","03_12_03_P","3240000","CDFI2260042025000018","2025-12-08","","01","영업/정상","13","영업중","","","","","070-8226-7428","","","서울특별시 강동구 성내동 556-2 청일 베르네","서울특별시 강동구 성내로6길 20, 3층 311호 (성내동, 청일 베르네)","05398","주식회사 케이엠에스엔터프라이즈","2026-02-02 11:18:39","U","2026-02-04 02:40:00","","210744.81545375","447427.034954557","종합여행업","","","0","","","SGI서울보증","","0","0","0","0","KMS ENTERPRISE CO.,LTD","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260201","20270131","","0","",
"19","종합여행업","03_12_03_P","3230000","CDFI2260042025000032","2025-12-09","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 방이동 48-5 현대주상복합빌딩","서울특별시 송파구 오금로11길 55, 214-268호 (방이동, 현대주상복합빌딩)","05545","투어코드","2026-02-02 09:01:55","U","2026-02-04 02:40:00","","209930.508954029","445922.323908115","종합여행업","","","0","","","서울보증보험(오천만원)","","0","0","0","0","TOUR CODE","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","3","","0","","","","","","","50000000","20251217","20261216","","3","",
"20","종합여행업","03_12_03_P","3220000","CDFI2260042024000013","2024-01-30","","01","영업/정상","13","영업중","","","","","02-6672-4488","","","서울특별시 강남구 역삼동 825-1","서울특별시 강남구 테헤란로2길 8, 4층 5호 (역삼동)","06232","주식회사 제이스아카데미","2026-02-02 13:05:13","U","2026-02-04 02:40:00","","202470.1","443933.005000001","종합여행업","","","0","","","서울보증보험(5천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260301","20270228","","0","",
"21","종합여행업","03_12_03_P","3650000","CDFI2260042024000001","2024-01-23","","03","폐업","03","폐업","2025-12-29","","","","042-864-4500","","","대전광역시 중구 선화동 226","대전광역시 중구 중앙로 119, 대전테크노파크 디스테이션 9층 901호 (선화동)","34839","(주)제이어스","2026-02-02 13:21:51","U","2026-02-04 02:40:00","","237894.335978682","314214.577489996","종합여행업","","","0","","","서울보증보험","","0","0","0","0","J!US","General travel business","0","0","","0","0","","0","0","","0","","","","","","","100000000","20240123","20250122","","0","",
"22","종합여행업","03_12_03_P","3150000","CDFI2260042018000007","2017-03-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 공항동 49-2 이스카이오피스텔 1201- 172호","서울특별시 강서구 공항대로 18-1, 1201-172호 (공항동, 이스카이오피스텔)","07622","(주)케이더블유트래블","2026-02-02 09:20:41","U","2026-02-04 02:40:00","","183068.55405978","450983.319831035","종합여행업","","","0","","","서울보증보험(50,000,000)","","0","0","0","0","KW TRAVEL","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","0","20250306","20260305","","0","",
"23","종합여행업","03_12_03_P","3130000","CDFI2260042023000008","2023-01-30","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 476-25","서울특별시 마포구 월드컵로10길 9, 5층 (서교동)","04004","주식회사 메이커피앤에스","2026-02-02 11:18:53","U","2026-02-04 02:40:00","","192174.176189488","450274.948123139","종합여행업","","","0","","","서울보증(2025 0563 2966)","근린생활시설","2","0","0","0","Maker P&S Co., Ltd.","General Travel Business","0","0","","0","0","","0","0","","0","","","","","","","50000000","20250306","20260305","","0","",
"24","종합여행업","03_12_03_P","3220000","CDFI2260042024000003","2024-01-03","","01","영업/정상","13","영업중","","","","","02-6007-2220","","","서울특별시 강남구 삼성동 159-1 트레이드타워","서울특별시 강남구 영동대로 511, 트레이드타워 30층 3014호 (삼성동)","06164","서울브릿지컴퍼니","2026-02-02 16:54:35","U","2026-02-04 02:40:00","","205340.631121567","445354.571117445","종합여행업","","","0","","","서울보증보험(5천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260107","20270106","","0","",
"25","종합여행업","03_12_03_P","3010000","CDFI2260042025000042","2025-05-28","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 소공동 28 태양빌딩","서울특별시 중구 남대문로7길 11, 태양빌딩 602호 (소공동)","04532","주식회사 한락국제상무","2026-02-02 13:12:51","U","2026-02-04 02:40:00","","198274.209368138","451268.05553169","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0","",
"26","종합여행업","03_12_03_P","4840000","CDFI2260042025000001","2025-04-22","","01","영업/정상","13","영업중","","","","","","","","전라남도 광양시 광영동 717-1","전라남도 광양시 새미골1길 8, 3층층 331호 (광영동)","57715","(유)에스와이에듀","2026-02-02 08:47:11","U","2026-02-04 02:40:00","","266039.024156001","162847.910105881","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","150000000","","","","0","",
"27","종합여행업","03_12_03_P","3150000","CDFI2260042025000012","2013-07-24","","01","영업/정상","13","영업중","","","","","02-325-1715","","","서울특별시 강서구 마곡동 783 마곡 아이파크 디어반","서울특별시 강서구 마곡중앙8로7길 57, 마곡 아이파크 디어반 비동 417호 (마곡동)","07792","(주)피오디 커뮤니케이션즈","2026-02-02 17:13:36","U","2026-02-04 02:40:00","","185708.10793962","451589.014703966","종합여행업","","","0","","","한국관광협회중앙회 여행공제회","","0","0","0","0","P.O.D Communications Co., Ltd.","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","250000000","20250328","20270328","","0","",
"28","종합여행업","03_12_03_P","3370000","CDFI2260042023000010","2023-12-18","","03","폐업","03","폐업","2026-02-02","","","","","","","부산광역시 연제구 거제동 46-4","부산광역시 연제구 거제대로 295, 504호 (거제동)","47512","주식회사 대한글로벌투어","2026-02-02 17:28:51","U","2026-02-04 02:40:00","","389200.806587619","190119.772747657","종합여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","150000000","20251218","20261217","","0","",
"29","종합여행업","03_12_03_P","3120000","CDFI2260042013000003","2013-01-24","","01","영업/정상","13","영업중","","","","","0232741788","","120-802","서울특별시 서대문구 남가좌동 105-1 창덕에버빌 203호","서울특별시 서대문구 모래내로 143, 203호 (남가좌동, 창덕에버빌)","03712","여유달인","2026-02-02 16:43:26","U","2026-02-04 02:40:00","","192616.804543873","451914.670305267","종합여행업","","","0","","","한국관광협회중앙회 여행공제회","","0","0","0","0","MASTER TRAVEL","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","200000000","20260221","20270221","","0","",
"30","종합여행업","03_12_03_P","3210000","CDFI2260042022000023","2018-02-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 잠원동 22-15 CHOI & KIM","서울특별시 서초구 강남대로99길 23-9, CHOI & KIM 4층 (잠원동)","06526","(주)창투어글로벌","2026-02-02 09:52:39","U","2026-02-04 02:40:00","","201565.038789889","445832.437856813","종합여행업","","","0","","","서울보증보험(65,000,000)","","0","0","0","0","CHANG TOUR GLOBAL Co.,Ltd.","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","46.74","","0","","","","","","","100000000","20210213","20270202","","47","",
"31","종합여행업","03_12_03_P","3150000","CDFI2260042025000005","2019-03-14","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 등촌동 648 우현빌딩","서울특별시 강서구 공항대로59길 8, 우현빌딩 4041호 (등촌동)","07563","주식회사 와이지씨코리아 트래블","2026-02-02 17:12:46","U","2026-02-04 02:40:00","","187917.439597431","449984.307330522","종합여행업","","","0","","","관광공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20250327","20270327","","0","",
"32","종합여행업","03_12_03_P","3300000","CDFI2260042024000007","2024-09-10","","03","폐업","03","폐업","2026-01-30","","","","051-521-5002","","","부산광역시 동래구 안락동 751-7","부산광역시 동래구 충렬대로 354, 1층 (안락동)","47889","밝은여행사","2026-01-30 13:46:03","U","2026-02-04 11:04:37","","390931.354527831","190727.563333392","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","52126352","20241001","20250930","","0","",
"33","종합여행업","03_12_03_P","3130000","CDFI2260042024000090","2023-12-21","","01","영업/정상","13","영업중","","","","","02-2662-2221","","","서울특별시 마포구 서교동 448-24 서교빌딩","서울특별시 마포구 월드컵북로5가길 12, 서교빌딩 4층 (서교동)","04001","더현대 주식회사","2026-01-30 13:45:51","U","2026-02-04 11:04:37","","192722.382787372","450510.99121378","종합여행업","","","0","","","서울보증보험(1억5천만원)","","0","0","0","0","THE HYUNDAI Co., Ltd","General Travel Business","0","0","","0","0","","0","104.37","","0","","","","","","","0","20260102","20270101","","104","",
"34","종합여행업","03_12_03_P","3860000","CDFI2260042024000020","2024-11-05","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 심곡동 130-12","경기도 부천시 원미구 부일로 523, 3층 2207호 (심곡동)","14642","주식회사 솔루션민","2026-01-30 18:04:35","U","2026-02-04 11:04:37","","181211.099449316","442585.105821411","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","3.3","","0","","","","","","","50000000","20251115","20261114","","3","",
"35","종합여행업","03_12_03_P","3860000","CDFI2260042024000016","2022-12-02","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 중동 1143-4 부천시 공영노외 주차장(4호)","경기도 부천시 원미구 중동로254번길 90, 부천시 공영노외 주차장(4호) 6층 6196호 (중동)","14548","한유국제","2026-01-30 18:00:29","U","2026-02-04 11:04:37","","179920.4500577","444390.925630768","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","20251206","20261205","51398912","20251202","20261201","","0","",
"36","종합여행업","03_12_03_P","3450000","CDFI2260042019000003","2019-11-15","","01","영업/정상","13","영업중","","","","","","","","대구광역시 북구 태전동 271-1 201호","대구광역시 북구 태전로13길 12-2, 201호 (태전동)","41454","메디엠","2026-01-30 22:06:53","U","2026-02-04 11:04:37","","339093.675085325","270521.203395069","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20260128","20270127","","0","7940901257",
"37","종합여행업","03_12_03_P","3220000","CDFI2260042022000010","1999-12-14","","01","영업/정상","13","영업중","","","","","02-536-4200","","","서울특별시 강남구 논현동 57-13 건일빌딩","서울특별시 강남구 학동로 161, 건일빌딩 3,4층 315호 (논현동)","06045","가야여행사(주)","2026-01-30 11:28:33","U","2026-02-04 11:04:37","","202433.730457138","445706.600731686","종합여행업","","","0","","","서울보증보험(5천만원)","사무실","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","350000000","20260207","20270206","","0","",
"38","종합여행업","03_12_03_P","3600000","CDFI2260042022000002","2006-10-30","","01","영업/정상","13","영업중","","","","","","","","광주광역시 서구 치평동 1177-3 골든사우나 509호","광주광역시 서구 치평로 18, 골든사우나 509호 (치평동)","61962","럭키관광(주)","2026-01-30 12:59:55","U","2026-02-04 11:04:37","","186056.467193451","183296.072042536","종합여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","LUCKY TRAVEL","General Travel Service","0","0","","0","0","","0","0","","0","","","","","","","0","20260201","20270131","","0","",
"39","종합여행업","03_12_03_P","3860000","CDFI2260042017000012","2017-12-06","","01","영업/정상","13","영업중","","","","","1544-4425","","","경기도 부천시 원미구 약대동 177","경기도 부천시 원미구 정주로 53, 304호 (약대동)","14531","(주)퍼스트산업개발","2026-01-30 18:03:12","U","2026-02-04 11:04:37","","180154.188695562","445238.643957804","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","200000000","20251207","20261206","","0","",
"40","종합여행업","03_12_03_P","3220000","CDFI2260042020000001","2020-01-09","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 837-11 유니온센터오피스텔","서울특별시 강남구 강남대로 310, 유니온센터오피스텔 1305호 (역삼동)","06253","주식회사 인엔터프라이즈","2026-01-30 09:10:51","U","2026-02-04 11:04:37","","202725.962072631","443203.561575728","종합여행업","","","0","","","서울보증보험(5천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260114","20270113","","0","",
"41","종합여행업","03_12_03_P","5670000","CDFI2260042022000001","2022-01-21","","01","영업/정상","13","영업중","","","","","055-294-5502","","","경상남도 창원시 성산구 상남동 69-1 덕산베스트텔 지하 101호","경상남도 창원시 성산구 상남로 37, 덕산베스트텔 지하층 101호 (상남동)","51505","엠에스투어","2026-01-30 17:24:35","U","2026-02-04 11:04:37","","352655.550075488","192264.607537998","종합여행업","","","0","","","한국관광협회중앙회 관광공제회","","0","0","0","0","","","0","0","","0","0","","0","50","","0","","","","","","","50000000","20260125","20270125","","50","",
"42","종합여행업","03_12_03_P","3690000","CDFI2260042026000002","2026-01-22","","01","영업/정상","13","영업중","","","","","","","","울산광역시 중구 남외동 506-8","울산광역시 중구 남외1길 23, 303호 (남외동)","44496","더제이에이전시(The J)","2026-01-30 14:28:43","U","2026-02-04 11:04:37","","413002.124894769","231908.757914384","종합여행업","","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"43","종합여행업","03_12_03_P","3230000","CDFI2260042025000029","2025-11-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 오금동 42-2","서울특별시 송파구 마천로8길 1, 온잇공유오피스 3층 318호 (오금동)","05659","주식회사 바다야트래블","2026-01-30 14:01:52","U","2026-02-04 11:04:37","","211235.247671888","445039.81195026","종합여행업","","","0","","","서울보증보험(오천만원)","","0","0","0","0","Badaya Travel Co., Ltd.","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","3.9","","0","","","","","","","50000000","20251112","20261111","","4","",
"44","종합여행업","03_12_03_P","3220000","CDFI2260042025000124","2025-12-17","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 158-23 삼성동 K-TOWER","서울특별시 강남구 테헤란로 513, 삼성동 K-TOWER 1502호 (삼성동)","06169","써니유코리아","2026-01-30 13:02:35","U","2026-02-04 11:04:37","","205137.628005987","445092.131908699","종합여행업","","","0","","","서울보증보험(5천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20251219","20261218","","0","",
"45","종합여행업","03_12_03_P","4050000","CDFI2260042025000011","2023-08-14","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 상갈동 482-1 주공프라자","경기도 용인시 기흥구 금화로 3, 주공프라자 202-디22호 (상갈동)","17073","주식회사 라드인터내셔날","2026-01-30 11:15:50","U","2026-02-04 11:04:37","","209227.182152539","417758.557429302","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20260101","20261231","","0","",
"46","종합여행업","03_12_03_P","3220000","CDFI2260042023000026","2019-10-28","","01","영업/정상","13","영업중","","","","","02-2039-5190","","","서울특별시 강남구 역삼동 642-6 성지하이츠3차빌딩","서울특별시 강남구 논현로 507, 성지하이츠3차빌딩 809호 (역삼동)","06132","주식회사 헬로우트립","2026-01-30 13:18:26","U","2026-02-04 11:04:37","","203111.505626639","444387.529455918","종합여행업","","","0","","","관광공제회(6천5백만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20260115","20270115","","0","",
"47","종합여행업","03_12_03_P","3220000","CDFI2260042023000018","2023-03-10","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 36-9 4층","서울특별시 강남구 논현로133길 8, 4층 (논현동)","06046","스테이엔조이(주)","2026-01-30 10:17:58","U","2026-02-04 11:04:37","","202530.782730095","445885.11800478","종합여행업","","","0","","","서울보증보험(5천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","300000000","20250315","20260314","","0","",
"48","종합여행업","03_12_03_P","3220000","CDFI2260042007000009","2007-10-10","","01","영업/정상","13","영업중","","","","","02-2183-3375","","","서울특별시 강남구 역삼동 707-34 한신인터밸리24빌딩","서울특별시 강남구 테헤란로 322, 한신인터밸리24빌딩 동관801호 (역삼동)","06211","(주)트레블카페","2026-01-30 13:56:55","U","2026-02-04 11:04:37","","204044.789948927","444529.84042741","종합여행업","","","0","","","관광공제회(6천5백만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20260201","20270201","","0","",
"49","종합여행업","03_12_03_P","3220000","CDFI2260042017000064","2017-07-18","","03","폐업","03","폐업","2026-01-30","","","","02-426-1480","","","서울특별시 강남구 논현동 65-24","서울특별시 강남구 언주로147길 42, 2층 2002호 (논현동)","06049","(주)유피피코리아","2026-01-30 10:04:16","U","2026-02-04 11:04:37","","202668.065422549","446332.171860773","종합여행업","","","0","","","서울보증보험(5천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20250719","20260718","","0","",
"50","종합여행업","03_12_03_P","4020000","CDFI2260042021000002","2021-07-13","","01","영업/정상","13","영업중","","","","","","","","경기도 군포시 산본동 1141-1 청진빌딩","경기도 군포시 산본로323번길 21, 청진빌딩 805호 (산본동)","15865","(주)백씬투어","2026-01-30 17:05:59","U","2026-02-04 11:04:37","","193887.128992344","428504.181460091","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20250923","20260922","","0","",
