"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"55","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000015","2026-02-25","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 서신동 830-11","전북특별자치도 전주시 완산구 서신천변6길 13, 202호 (서신동)","54952","누림","2026-03-04 11:13:44","U","2026-03-06 02:40:00","","210315.204146516","258698.239775685","외국인관광 도시민박업","","","0","","","","단독주택","0","0","1","0","","","0","0","","0","0","","0","64.59","","0","","","","","","","0","","","","65",
"56","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000013","2026-02-25","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 교동 56-5","전북특별자치도 전주시 완산구 오목대길 28, 1층 (교동)","55045","토스티 스테이(Toasty Stay)","2026-03-04 11:12:47","U","2026-03-06 02:40:00","","213910.615453691","257020.820624823","외국인관광 도시민박업","","","0","","","","단독주택","0","0","1","0","","","0","0","","0","0","","0","48.57","","0","","","","","","","0","","","","49",
"57","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000011","2026-02-10","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 덕진구 인후동1가 894-6","전북특별자치도 전주시 덕진구 가재미로 34, 301호 (인후동1가)","55024","오늘의 전주","2026-03-04 11:11:36","U","2026-03-06 02:40:00","","214655.114418898","258651.303814809","외국인관광 도시민박업","","","0","","","","단독주택","0","0","2","0","","","0","0","","0","0","","0","65","","0","","","","","","","0","","","","65",
"58","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212025000026","2025-05-26","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 415-19","부산광역시 부산진구 부전로111번길 25, 1층 안쪽집호 (부전동)","47258","스테이스윗 2","2026-03-04 16:16:34","U","2026-03-06 02:40:00","","387025.932535073","186434.764037777","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"59","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212025000024","2025-06-04","","03","폐업","03","폐업","2026-03-04","","","","","","","전북특별자치도 전주시 완산구 남노송동 146-10","전북특별자치도 전주시 완산구 마당재2길 17-9, 2층 (남노송동)","55035","노송맨숀(NOSONG MANSION)","2026-03-04 09:05:11","U","2026-03-06 02:40:00","","214441.077660038","257842.913751587","외국인관광 도시민박업","","","0","","","","","0","0","2","0","","","0","0","","0","0","","0","82.25","","0","","","","","","","0","","","","82",
"60","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000012","2026-02-23","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 효자동3가 1482-1 서곡주공아파트","전북특별자치도 전주시 완산구 서곡로 8, 108동 1201호 (효자동3가, 서곡주공아파트)","54957","전주로컬스테이","2026-03-04 11:12:15","U","2026-03-06 02:40:00","","208617.808343861","259029.347411213","외국인관광 도시민박업","","","0","","","","아파트","0","0","1","0","","","0","0","","0","0","","0","59.89","","0","","","","","","","0","","","","60",
"61","외국인관광도시민박업","03_11_04_P","3140000","CDFI2262212013000001","2013-08-28","","03","폐업","03","폐업","2017-01-24","","","","","","158-832","서울특별시 양천구 신월동 416-1 보람아파트 102동 701호","서울특별시 양천구 남부순환로67길 15, 102동 7층 701호 (신월동, 보람아파트)","","꿈을 이루는 집","2026-03-04 09:55:04","U","2026-03-06 02:40:00","","185593.193534589","446956.511435001","외국인관광 도시민박업","","","0","","","","","7","0","0","0","","","0","0","","0","0","","0","83.37","","0","","","","","","","0","","","","83",
"62","외국인관광도시민박업","03_11_04_P","3030000","CDFI2262212023000004","2023-10-30","","03","폐업","03","폐업","2026-03-04","","","","","","","서울특별시 성동구 성수동2가 400 강변현대아파트","서울특별시 성동구 둘레11길 1, 101동 105호 (성수동2가, 강변현대아파트)","04775","리즈 오로라","2026-03-04 18:01:30","U","2026-03-06 02:40:00","","204437.322514398","448241.50093862","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","84.95","","0","","","","","","","0","","","","85",
"63","외국인관광도시민박업","03_11_04_P","3240000","CDFI2262212026000014","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강동구 길동 373-10","서울특별시 강동구 양재대로115길 62, 2층 201호 (길동)","05341","희 스테이","2026-03-05 16:46:03","I","2026-03-07 00:20:02","","212031.013856248","448618.068050549","외국인관광 도시민박업","","","0","","","","","0","0","1","0","Happy Stay","Urban Homestay For Foreign Tourist","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"64","외국인관광도시민박업","03_11_04_P","3180000","CDFI2262212026000015","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 당산동4가 60","서울특별시 영등포구 당산로35길 4-15, 2층 (당산동4가)","07219","성심행","2026-03-05 09:53:31","I","2026-03-07 00:20:02","","190883.72556089","447466.338198614","외국인관광 도시민박업","","","3","","","","다가구용 주택(공동주택적용)","3","1","0","0","","","0","0","","0","0","","0","49.47","","0","","","","","","","30000000","","","","49",
"65","외국인관광도시민박업","03_11_04_P","4800000","CDFI2262212026000003","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","전라남도 목포시 대안동 4-10","전라남도 목포시 호남로68번길 12, 햇살마을아파트 801호 (대안동)","58723","크림치즈바게트","2026-03-05 09:29:52","I","2026-03-07 00:20:02","","143698.934490683","144016.765399183","외국인관광 도시민박업","","일반상업지역","10","","","","아파트","8","0","0","0","","","0","0","","0","0","","0","157.9","","0","","","","","","","10000000","","","","158",
"66","외국인관광도시민박업","03_11_04_P","3010000","CDFI2262212026000020","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 신당동 52-170 2층","서울특별시 중구 다산로42나길 27-5, 2층 (신당동)","04585","서울 나침반","2026-03-05 10:07:51","I","2026-03-07 00:20:02","","201548.895301583","451209.588689524","외국인관광 도시민박업","","","0","","","","다가구용 주택(공동주택적용)","0","0","1","0","Seoul Compass","City home-stay services for foreign tourists","0","0","","0","0","","0","59.17","","0","","","","","","","0","","","","59",
"67","외국인관광도시민박업","03_11_04_P","3010000","CDFI2262212026000021","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 신당동 484 한성빌딩 502호","서울특별시 중구 왕십리로39길 7, 한성빌딩 502호 (신당동)","04580","연 스테이","2026-03-05 10:13:45","I","2026-03-07 00:20:02","","202215.563754519","451379.806696034","외국인관광 도시민박업","","","0","","","","다가구용 주택(공동주택적용)","0","0","1","0","Yeon Stay","City home-stay services for foreign tourists","0","0","","0","0","","0","42.7","","0","","","","","","","0","","","","43",
"68","외국인관광도시민박업","03_11_04_P","3200000","CDFI2262212026000054","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 신림동 1439-20","서울특별시 관악구 관천로16길 62 (신림동)","08707","롯지 하우스(Lodge House)","2026-03-05 09:09:04","I","2026-03-07 00:20:02","","193456.408323664","442825.798069635","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
