"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","수리대상 의료기기의 유형","다른 겸업 여부","총규모","영업규모",
"11","의료기기수리업","01_02_02_P","3230000","PHMG320253230034047400002","2025-01-08","","01","영업/정상","13","영업중","","","","","02-3432-8555","","","서울특별시 송파구 문정동 642 송파 테라타워2","서울특별시 송파구 송파대로 201, 송파 테라타워2 2층 B-209호 (문정동)","05854","(주)진엑스","2026-02-05 10:09:35","U","2026-02-07 02:40:00","","","","","","","",
"12","의료기기수리업","01_02_02_P","4020000","PHMG320184020028047400001","2018-04-09","","01","영업/정상","13","영업중","","","","","031-399-1275","","","경기도 군포시 금정동 845-1","경기도 군포시 청백리길 13, 지하 1층 (금정동)","15829","(사)한국지체장애인협회경기도협회군포시지회","2026-02-06 17:55:17","U","2026-02-08 02:40:00","","193996.037956732","428827.332030966","","","","",
"13","의료기기수리업","01_02_02_P","5530000","PHMG320255530506047400003","2025-09-24","","01","영업/정상","13","영업중","","","","","031-266-0107","","","경기도 화성시 동탄구 영천동 652-5","경기도 화성시 동탄구 동탄대로21길 10, 제지하1층 제비104호 (영천동)","18471","케어닉스(carenix)","2026-02-06 16:49:37","U","2026-02-08 02:40:00","","208609.77242468","411784.124303502","","","","",
"14","의료기기수리업","01_02_02_P","3350000","PHMG320223350024047400001","2022-03-28","","01","영업/정상","13","영업중","","","","","","","","부산광역시 금정구 두구동 1058-3","부산광역시 금정구 체육공원로 675 (두구동)","46206","(주)한결랩","2026-02-10 08:58:51","U","2026-02-12 02:40:00","","392033.038312073","202201.645506735","","","","",
"15","의료기기수리업","01_02_02_P","3600000","PHMG320153600020047400002","2026-02-10","","01","영업/정상","13","영업중","","","","","062-529-3329","","","광주광역시 서구 동천동 619번지","광주광역시 서구 하남대로680번길 1, 4층 (동천동)","61903","광주광역시지체장애인협회","2026-02-10 18:08:29","U","2026-02-12 02:40:00","","187831.284830981","185818.723068422","","","","",
"16","의료기기수리업","01_02_02_P","3620000","PHMG320053620020047400005","2005-05-04","","01","영업/정상","13","영업중","","","","","062-521-6227","","500-828","광주광역시 북구 신안동 125번지 1호 부강오피스텔(1층,6층 611호)","광주광역시 북구 자미로10번길 33, 6층 (신안동, 부강오피스텔)","61229","(주)호남메디칼","2026-02-10 13:49:44","U","2026-02-12 02:40:00","","191226.927364722","185281.920540901","","","","",
"17","의료기기수리업","01_02_02_P","3550000","PHMG320263550020047400001","2019-01-30","","01","영업/정상","13","영업중","","","","","","","","인천광역시 계양구 용종동 210-2 레드몰1차","인천광역시 계양구 계산새로87번길 5, 레드몰1차 A동 204-2호 (용종동)","21065","미르테크놀로지","2026-02-11 11:05:18","I","2026-02-13 00:20:38","","176737.188860293","448498.786895427","","","","",
"18","의료기기수리업","01_02_02_P","3660000","PHMG320263660023047400001","2026-02-06","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 도마동 91-23","대전광역시 서구 도마6길 65, 1층 (도마동)","35331","렌탈스토리","2026-02-11 17:21:23","I","2026-02-13 00:20:38","","234109.208043229","313060.01866871","","","","",
"19","의료기기수리업","01_02_02_P","3780000","PHMG320263780063047400001","2026-02-11","","01","영업/정상","13","영업중","","","","","","","","","경기도 성남시 중원구 둔촌대로80번길 3-10, 성남 아리스타 119호 (성남동)","13383","스마일보조기구센터","2026-02-11 13:19:43","I","2026-02-13 00:20:38","","211295.288709461","436367.591449225","","","","",
"20","의료기기수리업","01_02_02_P","3780000","PHMG320263780064047400001","2026-02-06","","01","영업/정상","13","영업중","","","","","031-709-0853","","","경기도 성남시 분당구 야탑동 297-13","경기도 성남시 분당구 매화로38번길 7, 102호 (야탑동)","13504","드림보조기구센터","2026-02-11 14:12:33","I","2026-02-13 00:20:38","","211847.827409523","434324.959067278","","","","",
"21","의료기기수리업","01_02_02_P","4050000","PHMG320204050148047400004","2026-02-11","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 중동 760-4","경기도 용인시 기흥구 어정로 134-14 (중동)","16995","주식회사 배터리파크","2026-02-11 17:35:45","U","2026-02-13 02:40:00","","212856.628357193","419165.184598183","","","","",
"22","의료기기수리업","01_02_02_P","3030000","PHMG320093030033047400003","2009-10-09","","01","영업/정상","13","영업중","","","","","02-2290-3140","","","서울특별시 성동구 마장동 527번지 2호","서울특별시 성동구 청계천로 506 (마장동, 성동종합사회복지관)","04704","성동장애인종합복지관","2026-02-11 15:59:13","U","2026-02-13 02:40:00","","202904.368442576","452010.908223981","","","","",
"23","의료기기수리업","01_02_02_P","5020000","PHMG320265020055047400001","2026-02-11","","01","영업/정상","13","영업중","","","","","","","","","경상북도 포항시 남구 중앙로 136 (해도동)","37789","동행전동보조기기","2026-02-12 13:52:38","I","2026-02-14 00:20:02","","413412.811439187","283136.151951976","","","","",
"24","의료기기수리업","01_02_02_P","3730000","PHMG320263730017047400001","2023-04-17","","01","영업/정상","13","영업중","","","","","","","","울산광역시 울주군 청량읍 상남리 879-5","울산광역시 울주군 청량읍 상남길 7, 1층","44985","위니아에이드 울산서비스","2026-02-13 10:05:28","I","2026-02-15 00:20:02","","409322.069543725","222901.02161813","","","","",
"25","의료기기수리업","01_02_02_P","3070000","PHMG320183070034047400004","2018-07-27","","03","폐업","03","폐업","2026-02-13","","","","02-943-4416","","","서울특별시 성북구 정릉동 142번지 1호","서울특별시 성북구 정릉로26가길 8 (정릉동)","02814","엔티바이오","2026-02-13 17:39:00","U","2026-02-15 02:40:00","","201048.060161314","455604.450856387","","","","",
"26","의료기기수리업","01_02_02_P","3470000","PHMG320203470022047400003","2021-10-01","","01","영업/정상","13","영업중","","","","","","","","대구광역시 달서구 월성동 1800 더 하이브","대구광역시 달서구 월곡로 495, 더 하이브 4층 412호 (월성동)","42723","필코리아","2026-02-13 09:33:27","U","2026-02-15 02:40:00","","337454.096025233","260376.619013943","","","","",
