"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"11","수질오염원설치시설(기타)","09_30_12_P","3620000","362000025202200002","2022-03-18","","01","영업/정상","11","영업","","","","","062-575-6683","","","광주광역시 북구 용전동 1152-13","광주광역시 북구 삼소로 452-47 (용전동)","61001","(주)그린자동차정비","2026-04-01 16:35:08","U","2026-04-03 02:40:00","","189354.072462346","193776.507930169","기타수질오염원관리","","","","","0","","0","4518802766",
"12","수질오염원설치시설(기타)","09_30_12_P","3000000","300000025202600003","2026-03-16","","01","영업/정상","11","영업","","","","","","","","서울특별시 종로구 원남동 194 창곡빌딩","서울특별시 종로구 창경궁로21길 17-6, 창곡빌딩 303,305~307,309,516호 (원남동)","","오파츠","2026-04-01 11:27:42","U","2026-04-03 02:40:00","","199605.49511328","452588.063130721","기타수질오염원관리","","","","","0","","0","1580803262",
"13","수질오염원설치시설(기타)","09_30_12_P","5350000","535000025201500007","2015-10-20","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-04-01","","","","","","","경상남도 김해시 풍유동 68-4","경상남도 김해시 전하로 13 (풍유동)","50965","지성액자","2026-04-01 11:30:45","U","2026-04-03 02:40:00","","368333.863601384","192892.856141135","기타수질오염원관리","","","","","0","","0","6051901863",
"14","수질오염원설치시설(기타)","09_30_12_P","3910000","391000025201400013","2014-10-15","","01","영업/정상","11","영업","","","","","","","","경기도 평택시 청북읍 고잔리 1269-2","경기도 평택시 청북면 청북중앙로 599-43, 1층","17794","비전폐차장 주식회사","2026-04-01 10:52:40","U","2026-04-03 02:40:00","","190014.980118447","395699.955124003","기타수질오염원관리","","","","","0","","0","8018103729",
"15","수질오염원설치시설(기타)","09_30_12_P","5340000","534000025202100012","2021-06-22","","01","영업/정상","11","영업","","","","","055-852-7436","","","경상남도 사천시 사천읍 수석리 282-11","경상남도 사천시 사천읍 진삼로 1447","52519","다비치안경 사천점","2026-04-01 09:49:54","U","2026-04-03 02:40:00","","298988.847840652","176256.630106026","기타수질오염원관리","","","","","0","","0","1727200597",
"16","수질오염원설치시설(기타)","09_30_12_P","3560000","356000025201700021","2017-09-29","","01","영업/정상","11","영업","","","","","","","","인천광역시 서구 가좌동 173-632","인천광역시 서구 보도진로 82-10 (가좌동)","22844","메르카바 종합정비","2026-04-01 15:50:38","U","2026-04-03 02:40:00","","169588.983558732","443673.471762248","기타수질오염원관리","","","","","0","","0","",
"17","수질오염원설치시설(기타)","09_30_12_P","3560000","356000025200600020","2006-09-21","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-04-01","","","","032 5644782","","","인천광역시 서구 당하동 875","","","(주)후지유통 검단점","2026-04-01 11:13:25","U","2026-04-03 02:40:00","","","","기타수질오염원관리","","","","","0","","0","1378522171",
"18","수질오염원설치시설(기타)","09_30_12_P","3370000","337000025202100028","2021-06-25","","01","영업/정상","11","영업","","","","","","","","부산광역시 연제구 연산동 699-3 웰메이드홈","부산광역시 연제구 월드컵대로 64, 102호호 (연산동, 웰메이드홈)","47581","안경나라","2026-04-01 13:33:44","U","2026-04-03 02:40:00","","389816.793345643","188794.310632682","기타수질오염원관리","","","","","0","","0","6076010598",
"19","수질오염원설치시설(기타)","09_30_12_P","3650000","365000025202600002","2026-04-02","","01","영업/정상","11","영업","","","","","","","","대전광역시 중구 대흥동 630 지하상가 A동 가열 55호","대전광역시 중구 중앙로 지하 145, 지하상가 A동 가열 55호 (대흥동)","34838","렌즈타운","2026-04-02 16:34:22","I","2026-04-04 00:20:02","","238052.621185042","313872.33206626","기타수질오염원관리","","","","","0","","0","6462600451",
"20","수질오염원설치시설(기타)","09_30_12_P","3650000","365000025202600003","2026-04-02","","01","영업/정상","11","영업","","","","","042-223-3845","","","대전광역시 중구 문화동 1-13","대전광역시 중구 계백로1716번길 18 (문화동)","34956","맑은빛 안경콘택트","2026-04-02 16:17:59","I","2026-04-04 00:20:02","","236728.137784731","313443.505831575","기타수질오염원관리","","","","","0","","0","8082401641",
"21","수질오염원설치시설(기타)","09_30_12_P","3650000","365000025202600004","2026-04-02","","01","영업/정상","11","영업","","","","","042-221-2667","","","대전광역시 중구 용두동 114-1 추원재 1층","대전광역시 중구 동서대로 1326, 추원재 1층 (용두동)","34856","눈이넷안경원 오룡역점","2026-04-02 16:25:05","I","2026-04-04 00:20:02","","236442.470127169","314303.81746317","기타수질오염원관리","","","","","0","","0","2281502478",
"22","수질오염원설치시설(기타)","09_30_12_P","5670000","567012325200800005","2008-05-14","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-04-02","","","","2520839","","","경상남도 창원시 의창구 동읍 용잠리 420-5 덕산빌딩 203호","경상남도 창원시 의창구 동읍 동읍로 5 (덕산빌딩 203호)","","동화의원","2026-04-02 15:16:24","U","2026-04-04 02:40:00","","353177.219176719","198908.803654544","기타수질오염원관리","","","","","0","","0","6219603807",
"23","수질오염원설치시설(기타)","09_30_12_P","3460000","346000025202100047","2021-06-08","","01","영업/정상","11","영업","","","","","053-768-2004","","","대구광역시 수성구 중동 359-5 잘보는안과","대구광역시 수성구 수성로 197, 잘보는안과 (중동)","42153","아이안경원","2026-04-02 15:27:25","U","2026-04-04 02:40:00","","345578.756846074","261533.314693636","기타수질오염원관리","","","","","0","","0","3141471807",
"24","수질오염원설치시설(기타)","09_30_12_P","3650000","365000025202100030","2021-06-14","","01","영업/정상","11","영업","","","","","","","","대전광역시 중구 유천동 273-29","대전광역시 중구 문화로 103 (유천동)","34984","마이러브안경","2026-04-02 19:24:11","U","2026-04-04 02:40:00","안경 및 렌즈 소매업","235589.3905974","312474.815559301","기타수질오염원관리","안경 및 렌즈 소매업","","","","0","","0","3053334311",
"25","수질오염원설치시설(기타)","09_30_12_P","3650000","365000025202100009","2021-06-09","","01","영업/정상","11","영업","","","","","042-223-1001","","","대전광역시 중구 목동 8-13","대전광역시 중구 목중로 15 (목동)","34815","아이세이버 안경원 대전목동점","2026-04-02 19:06:47","U","2026-04-04 02:40:00","안경 및 렌즈 소매업","236895.827769983","315051.35924923","기타수질오염원관리","안경 및 렌즈 소매업","","","","0","","0","3052558981",
"26","수질오염원설치시설(기타)","09_30_12_P","3650000","365000025202100025","2021-06-14","","01","영업/정상","11","영업","","","","","346-5248","","","대전광역시 중구 태평동 327-20","대전광역시 중구 유천로132번길 49 (태평동)","34893","눈이넷안경원","2026-04-02 19:20:06","U","2026-04-04 02:40:00","","235668.877035272","313866.234556867","기타수질오염원관리","","","","","0","","0","5053715907",
"27","수질오염원설치시설(기타)","09_30_12_P","3650000","365000025202100012","2021-06-09","","01","영업/정상","11","영업","","","","","042-581-2323","","","대전광역시 중구 목동 24 목양마을아파트","대전광역시 중구 목동로 37, 112호 (목동, 목양마을아파트)","34818","글라스데이안경원","2026-04-02 19:13:41","U","2026-04-04 02:40:00","안경 및 렌즈 소매업","236345.769185526","314953.407629806","기타수질오염원관리","안경 및 렌즈 소매업","","","","0","","0","7670500205",
"28","수질오염원설치시설(기타)","09_30_12_P","3650000","365000025202100006","2021-05-13","","01","영업/정상","11","영업","","","","","042-271-7348","","","대전광역시 중구 석교동 12-2","대전광역시 중구 대종로 226 (석교동)","35035","안경매니져 석교점","2026-04-02 19:00:22","U","2026-04-04 02:40:00","","239685.951673416","312180.253761722","기타수질오염원관리","","","","","0","","0","2751101007",
"29","수질오염원설치시설(기타)","09_30_12_P","3910000","391000025201500002","2015-03-03","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-04-02","","","","0316839005","","","경기도 평택시 청북읍 고렴리 957","경기도 평택시 청북면 서해로 1884","451-831","(주)삼익리프트","2026-04-02 13:22:55","U","2026-04-04 02:40:00","","193427.624624492","395046.434753646","기타수질오염원관리","","","","","0","","0","3128644337",
"30","수질오염원설치시설(기타)","09_30_12_P","3200000","320000025202100057","2021-06-23","","01","영업/정상","11","영업","","","","","028396002","","","서울특별시 관악구 신림동 1569-1","서울특별시 관악구 난곡로 310, 2층 (신림동)","08772","으뜸플러스안경콘택트(난곡점)","2026-04-02 10:06:47","U","2026-04-04 02:40:00","","192391.681539949","442153.354443884","기타수질오염원관리","","","","","0","","0","1531302976",
"31","수질오염원설치시설(기타)","09_30_12_P","4140000","414000025201100002","2011-07-06","","01","영업/정상","11","영업","","","","","","","","경기도 연천군 군남면 왕림리 310","경기도 연천군 군남면 황지로 341","","신성영농조합법인","2026-04-02 17:09:49","U","2026-04-04 02:40:00","","204196.441441917","505764.938772145","기타수질오염원관리","","","","","0","","0","1278190257",
"32","수질오염원설치시설(기타)","09_30_12_P","3650000","365000025200100001","2001-07-11","","01","영업/정상","11","영업","","","","","0422224972","","","대전광역시 중구 중촌동 224-5","대전광역시 중구 대종로 754 (중촌동)","301-840","이수모터스","2026-04-02 18:32:45","U","2026-04-04 02:40:00","자동차 종합 수리업","236288.211329267","316072.909708796","기타수질오염원관리","자동차 종합 수리업","","","","0","","0","3053238775",
"33","수질오염원설치시설(기타)","09_30_12_P","3650000","365000025200100002","2001-10-05","","01","영업/정상","11","영업","","","","","042-583-3313","","","대전광역시 중구 안영동 243-11","대전광역시 중구 대둔산로 127 (안영동)","","(주)새생명공업사","2026-04-02 17:38:27","U","2026-04-04 02:40:00","","233632.76968799","309186.835358922","기타수질오염원관리","","","","","0","","0","3328803616",
"34","수질오염원설치시설(기타)","09_30_12_P","3000000","300000025200100442","2005-04-04","","01","영업/정상","11","영업","","","","","0002 7430208","","","서울특별시 종로구 봉익동 102 4층 401호","서울특별시 종로구 돈화문로6나길 14-1 (봉익동,4층 401호)","","삼영사","2026-04-02 08:52:15","U","2026-04-04 02:40:00","","199338.499121939","452137.14476959","기타수질오염원관리","","","","","0","","0","1014082029",
"35","수질오염원설치시설(기타)","09_30_12_P","3940000","394000025202100111","2021-04-30","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-04-01","","","","031-908-3020","","","경기도 고양시 일산동구 장항동 755 홈플러스 일산점","경기도 고양시 일산동구 중앙로1275번길 64, 홈플러스 일산점 (장항동)","10401","아이피아안경 일산점","2026-04-02 09:04:22","U","2026-04-04 02:40:00","","179536.212704008","461876.531597015","기타수질오염원관리","","","","","0","","0","6841601375",
"36","수질오염원설치시설(기타)","09_30_12_P","6510000","651000025201900005","2019-04-15","","01","영업/정상","11","영업","","","","","0647131100","","","제주특별자치도 제주시 오등동 1301","제주특별자치도 제주시 아연로 334 (오등동)","63240","남제주서비스기아오토큐(주)","2026-04-02 10:52:21","U","2026-04-04 02:40:00","","155558.742229968","-3060.96952218996","기타수질오염원관리","","","","","0","","0","6168148720",
"37","수질오염원설치시설(기타)","09_30_12_P","3040000","304000025202100060","2021-06-24","","01","영업/정상","11","영업","","","","","4535002","","","서울특별시 광진구 중곡동 157-4 영창빌딩","서울특별시 광진구 천호대로 561 (중곡동)","04929","휴 안경콘택트","2026-04-02 10:39:04","U","2026-04-04 02:40:00","","207055.507996434","450542.187939719","기타수질오염원관리","","","","","0","","0","2170891653",
"38","수질오염원설치시설(기타)","09_30_12_P","4490000","449000025202300003","2023-04-14","","01","영업/정상","11","영업","","","","","","","","충청남도 천안시 서북구 입장면 호당리 354-1","충청남도 천안시 서북구 입장면 위례산길 75","31058","주식회사 한솔정공","2026-04-02 09:47:00","U","2026-04-04 02:40:00","","220227.362468214","377908.019563996","기타수질오염원관리","","","","","0","","0","7288802405",
"39","수질오염원설치시설(기타)","09_30_12_P","3940000","394000025200500038","2005-08-19","","01","영업/정상","11","영업","","","","","","","","경기도 고양시 일산동구 설문동 494-11","경기도 고양시 일산동구 은마길 75 (설문동)","","(주)양지자동차서비스","2026-04-02 09:03:01","U","2026-04-04 02:40:00","","182939.591152235","468075.691050821","기타수질오염원관리","","","","","0","","0","",
"40","수질오염원설치시설(기타)","09_30_12_P","3000000","300000025200900020","2009-07-24","","01","영업/정상","11","영업","","","","","02-741-8583","","","서울특별시 종로구 봉익동 118-1 금정빌딩 별관 402호","서울특별시 종로구 돈화문로6나길 28-5 (봉익동,금정빌딩 별관 402호)","","소야주얼리","2026-04-02 08:54:28","U","2026-04-04 02:40:00","","199293.450042176","452212.104968954","기타수질오염원관리","","","","","0","","0","7901801766",
"41","수질오염원설치시설(기타)","09_30_12_P","3030000","303000025202600002","2026-04-03","","01","영업/정상","11","영업","","","","","","","","서울특별시 성동구 용답동 233-9","서울특별시 성동구 자동차시장1길 67 (용답동)","04808","유니카","2026-04-03 15:38:00","I","2026-04-05 00:20:22","","205683.41925566","450945.290963847","기타수질오염원관리","","","","","0","","0","5964600469",
"42","수질오염원설치시설(기타)","09_30_12_P","4050000","563000025202600002","2026-04-03","","01","영업/정상","11","영업","","","","","","","","경기도 용인시 기흥구 신갈동 710 스카이프라자","경기도 용인시 기흥구 새천년로 18, 스카이프라자 301호 (신갈동)","16959","우리들가정의학과","2026-04-03 11:28:12","I","2026-04-05 00:20:22","","209790.599333579","420795.6975197","기타수질오염원관리","","","","","0","","0","1420893454",
"43","수질오염원설치시설(기타)","09_30_12_P","5110000","511000025202600002","2026-04-03","","01","영업/정상","11","영업","","","","","","","","경상북도 상주시 함창읍 대조리 727","","","영강자동차검사정비","2026-04-03 11:05:43","I","2026-04-05 00:20:22","자동차 종합 수리업","304986.456972193","342114.525177983","기타수질오염원관리","자동차 종합 수리업","","","","0","","0","",
"44","수질오염원설치시설(기타)","09_30_12_P","3000000","300000025202400006","2024-08-19","","03","폐업","2","폐업","2026-03-31","","","","","","","서울특별시 종로구 소격동 153","서울특별시 종로구 율곡로3길 71, 1층(일부), 2층 (소격동)","03062","알로안경 북촌점","2026-04-03 11:15:33","U","2026-04-05 02:40:00","","198342.156491745","452939.521265312","기타수질오염원관리","","","","","0","","0","4083368385",
"45","수질오염원설치시설(기타)","09_30_12_P","3860000","386000025200500181","2005-01-28","","01","영업/정상","11","영업","","","","","032-668-7768","","","경기도 부천시 원미구 원미동 4-4 (C동)","경기도 부천시 원미구 원미로 193 (원미동,(C동))","","주식회사 에이원모터스","2026-04-03 11:18:06","U","2026-04-05 02:40:00","","181591.843962223","444187.554084449","기타수질오염원관리","","","","","0","","0","1218803753",
"46","수질오염원설치시설(기타)","09_30_12_P","3990000","399000025201100002","2011-03-15","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-04-03","","","","0315947917","","","경기도 남양주시 평내동 579-3 M2프라자 10층","경기도 남양주시 평내로29번길 49 (평내동,M2프라자 10층)","","온세병원","2026-04-03 16:49:22","U","2026-04-05 02:40:00","","220727.00788657","460412.806742584","기타수질오염원관리","","","","","0","","0","1299177187",
"47","수질오염원설치시설(기타)","09_30_12_P","3000000","300000025202000055","2020-09-25","","01","영업/정상","11","영업","","","","","02-2821-3587","","","서울특별시 종로구 돈의동 105","서울특별시 종로구 돈화문로9길 8, 4층 (돈의동)","","금정쥬얼리","2026-04-03 11:32:41","U","2026-04-05 02:40:00","","199152.399819184","452192.588078521","기타수질오염원관리","","","","","0","","0","7924900170",
"48","수질오염원설치시설(기타)","09_30_12_P","3990000","399000025201100011","2011-06-29","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-04-03","","","","","","","경기도 남양주시 호평동 638-1 늘봄스카이타워 403호","경기도 남양주시 늘을1로16번길 29 (호평동,늘봄스카이타워 403호)","","서울프라임치과","2026-04-03 16:57:35","U","2026-04-05 02:40:00","","221404.003862789","461328.144929993","기타수질오염원관리","","","","","0","","0","1329214811",
"49","수질오염원설치시설(기타)","09_30_12_P","3110000","311000025202100050","2021-06-16","","03","폐업","2","폐업","2026-03-31","","","","304-7030","","","서울특별시 은평구 수색동 75 수색이마트 2층","서울특별시 은평구 수색로 217 (수색동, 디엠씨 자이1단지(DMC 자이1))","03504","수색이마트안경","2026-04-03 10:41:40","U","2026-04-05 02:40:00","","190977.850603548","453037.787995874","기타수질오염원관리","","","","","0","","0","3150352814",
"50","수질오염원설치시설(기타)","09_30_12_P","3990000","399000025200900015","2009-06-26","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-04-03","","","","0315278275","","","경기도 남양주시 진접읍 부평리 613-3","경기도 남양주시 진접읍 광릉내로 17-1","","참편한 가정의원","2026-04-03 17:01:49","U","2026-04-05 02:40:00","","217378.581522394","471078.562482169","기타수질오염원관리","","","","","0","","0","1329179893",
"51","수질오염원설치시설(기타)","09_30_12_P","4400000","440000025201200004","2012-08-20","","01","영업/정상","11","영업","","","","","","","","","충청북도 제천시 원강저로 23 (강제동)","390-160","모딜 주식회사","2026-04-03 17:31:58","U","2026-04-05 02:40:00","","","","기타수질오염원관리","","","","","0","","0","5688501410",
"52","수질오염원설치시설(기타)","09_30_12_P","5190000","519000025200100025","2001-04-14","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-04-02","","","","054 3737511","","","경상북도 청도군 청도읍 고수리 798","","","정내과의원","2026-04-03 10:44:18","U","2026-04-05 02:40:00","","","","기타수질오염원관리","","","","","0","","0","5159027972",
"53","수질오염원설치시설(기타)","09_30_12_P","3230000","323000025202100083","2021-06-23","","01","영업/정상","11","영업","","","","","02-420-7907","","","서울특별시 송파구 잠실동 19-9 잠실파인애플상가","서울특별시 송파구 올림픽로 119, 잠실파인애플상가 2A58,A59호 (잠실동)","05501","잠실알루카안경원","2026-04-03 15:20:05","U","2026-04-05 02:40:00","","207373.50021477","445545.656024061","기타수질오염원관리","","","","","0","","0","2152449450",
"54","수질오염원설치시설(기타)","09_30_12_P","3900000","390000025200800003","2008-03-06","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-04-03","","","","26149111","","","경기도 광명시 철산동 56-12","경기도 광명시 광복로 64 (철산동)","","임내과의원","2026-04-03 10:33:23","U","2026-04-05 02:40:00","","188039.140377806","443063.545498044","기타수질오염원관리","","","","","0","","0","1319006842",
"55","수질오염원설치시설(기타)","09_30_12_P","4920000","492000025202500002","2025-12-26","","01","영업/정상","11","영업","","","","","","","","전라남도 강진군 성전면 송학리 809-4 , 809-5, 809-6","","","아름수산(주)어업회사법인","2026-04-03 10:18:46","U","2026-04-05 02:40:00","","176817.504254281","130153.296879603","기타수질오염원관리","","","","","0","","0","7678803729",
"56","수질오염원설치시설(기타)","09_30_12_P","3990000","399000025202500003","2025-11-27","","01","영업/정상","11","영업","","","","","031-575-9773","","","경기도 남양주시 오남읍 오남리 500","경기도 남양주시 오남읍 양지로 1","12048","안경본데이","2026-04-03 17:13:38","U","2026-04-05 02:40:00","","218264.464685185","464158.922270796","기타수질오염원관리","","","","","0","","0","5600300686",
"57","수질오염원설치시설(기타)","09_30_12_P","4920000","492000025202500001","2025-12-15","","01","영업/정상","11","영업","","","","","","","","전라남도 강진군 성전면 송학리 809-1 , 809-2, 809-3","","","송학수산(주)어업회사법인","2026-04-03 10:22:28","U","2026-04-05 02:40:00","","176722.200776368","130154.414351035","기타수질오염원관리","","","","","0","","0","4188703927",
"58","수질오염원설치시설(기타)","09_30_12_P","5380000","538000025202400003","2024-07-03","","01","영업/정상","11","영업","","","","","055-374-9920","","","경상남도 양산시 상북면 소토리 551-7","경상남도 양산시 상북면 양산대로 1245-16","50565","(주)포유1급종합정비","2026-04-03 16:43:43","U","2026-04-05 02:40:00","자동차 수리업","386115.645611437","210979.602302711","기타수질오염원관리","자동차 수리업","","","","0","","0","6218191350",
