"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"11","미용업","05_18_01_P","3990000","3990000-212-2026-00012","2026-04-01","","01","영업/정상","01","영업","","","","","","10.00","472-861","경기도 남양주시 진접읍 금곡리 1096 으뜸빌딩 603호 일부","경기도 남양주시 진접읍 해밀예당3로 52, 으뜸빌딩 603호 일부","12069","체온건강 맑은피부","2026-04-01 14:54:22","I","2026-04-03 00:20:02","피부미용업","217436.126846305","468031.136377049","피부미용업","0","0","0","0","0","0","0","","","","임대","0","0","1","N",
"12","미용업","05_18_01_P","4000000","4000000-212-2026-00003","2026-04-01","","01","영업/정상","01","영업","","","","","","38.56","447-801","경기도 오산시 오산동 863-2 강남빌리지 101호","경기도 오산시 오산로272번길 30, 1층 101호 (오산동, 강남빌리지)","18135","페오니아","2026-04-01 14:58:02","I","2026-04-03 00:20:02","피부미용업","206310.228723808","405465.802908081","피부미용업","5","0","1","1","0","0","0","","","","임대","0","0","2","N",
"13","미용업","05_18_01_P","3720000","3720000-213-2026-00010","2026-04-01","","01","영업/정상","01","영업","","","","","","35.90","683-300","울산광역시 북구 화봉동 1494-2 센트로M","울산광역시 북구 화산6길 2, 센트로M 지상2층 201호 (화봉동)","44236","온유결","2026-04-01 09:53:06","I","2026-04-03 00:20:02","피부미용업","414491.984233672","235611.787537183","종합미용업","0","0","0","0","0","0","0","","","","","0","0","1","N",
"14","미용업","05_18_01_P","3110000","3110000-213-2026-00008","2026-04-01","","01","영업/정상","01","영업","","","","","","19.00","122-839","서울특별시 은평구 대조동 62-1","서울특별시 은평구 서오릉로8길 13, 1층 (대조동)","03392","미니빈네일","2026-04-01 10:27:41","I","2026-04-03 00:20:02","네일아트업","193120.784460028","456238.65857545","종합미용업","0","0","1","1","0","0","2","","","","","0","0","0","N",
"15","미용업","05_18_01_P","3110000","3110000-213-2026-00009","2026-04-01","","01","영업/정상","01","영업","","","","","","67.74","122-814","서울특별시 은평구 갈현동 495-5","서울특별시 은평구 연서로21길 36, 제2층 제202호 (갈현동)","03334","루체라왁싱(Lucera waxing)","2026-04-01 11:30:05","I","2026-04-03 00:20:02","피부미용업","192342.560460866","457061.920539686","종합미용업","0","0","2","2","0","0","3","","","","","0","0","3","N",
"16","미용업","05_18_01_P","3110000","3110000-213-2026-00010","2026-04-01","","01","영업/정상","01","영업","","","","","","67.11","122-860","서울특별시 은평구 불광동 314-3","서울특별시 은평구 연서로 269, 2층 (불광동)","03342","구삼뷰티","2026-04-01 15:18:23","I","2026-04-03 00:20:02","메이크업업","193261.364505901","457593.490295485","종합미용업","0","0","2","2","0","0","1","","","","","0","0","1","N",
"17","미용업","05_18_01_P","3830000","3850000-222-2026-00001","2026-04-01","","01","영업/정상","01","영업","","","","","","0.00","431-828","경기도 안양시 동안구 평촌동 897 평촌칼라힐주차빌딩","경기도 안양시 동안구 시민대로 312, 평촌칼라힐주차빌딩 1층 134 일부호 (평촌동)","14065","네일미유","2026-04-01 14:39:32","I","2026-04-03 00:20:02","네일아트업","196822.119978806","432554.706986554","네일미용업, 화장ㆍ분장 미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"18","미용업","05_18_01_P","4170000","4170000-211-2026-00004","2026-04-01","","01","영업/정상","01","영업","","","","","","34.83","476-841","경기도 양평군 용문면 다문리 1107","경기도 양평군 용문면 두담길 10, 113동 103호","12519","헤이즈헤어(Hays hair)","2026-04-01 10:25:54","I","2026-04-03 00:20:02","일반미용업","","","일반미용업","0","0","11","0","0","0","2","","","","","0","0","0","N",
"19","미용업","05_18_01_P","3470000","3470000-212-2026-00010","2026-04-01","","01","영업/정상","01","영업","","","","","","0.00","704-902","대구광역시 달서구 감삼동 47-5","대구광역시 달서구 달구벌대로323길 16, 1층 (감삼동)","42640","시소(SISO)","2026-04-01 16:20:19","I","2026-04-03 00:20:02","피부미용업","339262.997132093","262551.803406788","피부미용업","3","0","1","1","0","0","0","","","","","0","0","1","N",
"20","미용업","05_18_01_P","3080000","3080000-211-2026-00015","2026-04-01","","01","영업/정상","01","영업","","","","","","82.00","142-868","서울특별시 강북구 번동 463-41","서울특별시 강북구 도봉로 380, 2층 우측호 (번동)","01056","머리생각","2026-04-01 14:49:12","I","2026-04-03 00:20:02","일반미용업","202482.993591593","459809.531427565","일반미용업","0","0","0","0","0","0","10","","","","","0","0","0","N",
"21","미용업","05_18_01_P","4671000","4671000-211-2026-00011","2026-04-01","","01","영업/정상","01","영업","","","","","","61.86","","전북특별자치도 군산시 수송동 924","전북특별자치도 군산시 축동안2길 49, 1층 (수송동)","54089","조이헤어","2026-04-01 11:28:19","I","2026-04-03 00:20:02","일반미용업","173884.449825091","274287.710404639","일반미용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"22","미용업","05_18_01_P","4671000","4671000-212-2026-00002","2026-04-01","","01","영업/정상","01","영업","","","","","","62.38","","전북특별자치도 군산시 수송동 820-4 502호","전북특별자치도 군산시 월명로 215, 5층 502호 (수송동)","54101","두온","2026-04-01 10:52:32","I","2026-04-03 00:20:02","피부미용업","174236.226529068","273708.673217065","피부미용업","0","0","0","0","0","0","4","","","","","0","0","1","N",
"23","미용업","05_18_01_P","4040000","4040000-213-2026-00012","2026-04-01","","01","영업/정상","01","영업","","","","","","27.89","465-150","경기도 하남시 망월동 1100 힐스테이트 미사역 그랑파사쥬(12-1BL)","경기도 하남시 미사강변동로 95, 힐스테이트 미사역 그랑파사쥬(12-1BL) 3층 3053호 (망월동)","12913","위위룸(ouiouiroom)","2026-04-01 15:53:21","I","2026-04-03 00:20:02","메이크업업","216873.670459282","451296.310681802","종합미용업","0","0","0","0","0","0","1","","","","","0","0","1","N",
"24","미용업","05_18_01_P","5380000","5380000-211-2026-00011","2026-04-01","","01","영업/정상","01","영업","","","","","","98.00","626-842","경상남도 양산시 덕계동 1195-2","경상남도 양산시 덕계서로 177-1, 2층 201호 (덕계동)","50554","엘샤론","2026-04-01 16:45:32","I","2026-04-03 00:20:02","일반미용업","394977.00175284","210055.794803531","일반미용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"25","미용업","05_18_01_P","5530000","5750000-211-2026-00026","2026-04-01","","01","영업/정상","01","영업","","","","","031 2981215","36.36","","경기도 화성시 효행구 봉담읍 상리 631-5 1층 일부호","경기도 화성시 효행구 봉담읍 장등2길 5-7, 1층 일부호","18314","헤어담이","2026-04-01 10:40:52","I","2026-04-03 00:20:02","일반미용업","195096.321275682","413216.107642918","일반미용업","0","0","1","1","0","0","3","","","","","0","0","0","N",
"26","미용업","05_18_01_P","5530000","5770000-215-2026-00009","2026-04-01","","01","영업/정상","01","영업","","","","","","68.90","","경기도 화성시 동탄구 여울동 978 동탄역 유림노르웨이숲","경기도 화성시 동탄구 동탄감배산로 143, 203동(근린생활시설) 2층 210호 (여울동, 동탄역 유림노르웨이숲)","18479","르뮤아","2026-04-01 16:13:45","I","2026-04-03 00:20:02","네일아트업","207822.739588256","410789.35102542","네일미용업","0","0","2","2","0","0","0","","","","","0","0","0","N",
"27","미용업","05_18_01_P","5530000","5770000-221-2025-00013","2025-07-11","","01","영업/정상","01","영업","","","","","","46.80","","경기도 화성시 동탄구 영천동 837 동탄센트럴에이스타워","경기도 화성시 동탄구 동탄기흥로 590, 동탄센트럴에이스타워 2층 213호 (영천동)","18469","유이르","2026-04-01 16:11:28","I","2026-04-03 00:20:02","메이크업업","208287.379532243","412327.600339293","피부미용업, 화장ㆍ분장 미용업","0","0","2","2","0","0","0","","","","","0","0","0","N",
"28","미용업","05_18_01_P","3150000","3150000-211-2026-00013","2026-04-01","","01","영업/정상","01","영업","","","","","","15.90","157-846","서울특별시 강서구 방화동 247-34 프로웨이","서울특별시 강서구 초원로 75-12, 프로웨이 1층 (방화동)","07606","주리 남자머리 커트샵","2026-04-01 10:40:16","I","2026-04-03 00:20:02","일반미용업","183538.220121404","451749.266599942","일반미용업","1","0","0","0","0","0","2","","","","","0","0","0","N",
"29","미용업","05_18_01_P","3150000","3150000-213-2026-00025","2026-04-01","","01","영업/정상","01","영업","","","","","","35.70","157-210","서울특별시 강서구 마곡동 798-9 메가타워","서울특별시 강서구 마곡중앙로 59-9, 메가타워 2층 211호 (마곡동)","07807","플로네일","2026-04-01 13:13:07","I","2026-04-03 00:20:02","네일아트업","184522.602722702","450743.436174078","종합미용업","2","0","0","0","0","0","8","","","","","0","0","1","N",
"30","미용업","05_18_01_P","3150000","3150000-219-2022-00027","2022-05-04","","01","영업/정상","01","영업","","","","","","27.38","157-210","서울특별시 강서구 마곡동 771-4 이너매스마곡Ⅰ","서울특별시 강서구 마곡중앙6로 21, 이너매스마곡Ⅰ 8층 801호 (마곡동)","07801","블룸메이크업&퍼스널컬러","2026-04-01 09:39:42","I","2026-04-03 00:20:02","메이크업업","184876.792845641","450969.017546763","화장ㆍ분장 미용업","0","0","0","0","0","0","0","","","","","0","0","1","N",
"31","미용업","05_18_01_P","3600000","3600000-212-2026-00009","2026-04-01","","01","영업/정상","01","영업","","","","","","33.00","502-859","광주광역시 서구 쌍촌동 1294-11 1층","광주광역시 서구 상무오월로3번길 14-17, 1층 (쌍촌동)","61966","루에아 뷰티","2026-04-01 10:11:32","I","2026-04-03 00:20:02","피부미용업","187235.55","184209.345","피부미용업","4","0","1","0","0","0","0","","","","","0","0","2","N",
"32","미용업","05_18_01_P","3600000","3600000-215-2026-00008","2026-04-01","","01","영업/정상","01","영업","","","","","","33.20","502-812","광주광역시 서구 농성동 640-13 1층","광주광역시 서구 대남대로450번길 10-4, 1층 (농성동)","61927","온가든 네일","2026-04-01 15:46:04","I","2026-04-03 00:20:02","네일아트업","189711.086158125","183526.64315686","네일미용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"33","미용업","05_18_01_P","3550000","3550000-211-2026-00010","2026-04-01","","01","영업/정상","01","영업","","","","","","33.23","407-340","인천광역시 계양구 동양동 641-2","인천광역시 계양구 당미1길 28, 1층 103호 (동양동)","21012","Only you 오롯이 당신만을 위한 시간","2026-04-01 14:05:17","I","2026-04-03 00:20:02","일반미용업","178635.015447003","450830.433616305","일반미용업","5","0","1","1","0","0","2","","","","임대","0","0","0","N",
"34","미용업","05_18_01_P","3420000","3420000-211-2026-00011","2026-04-01","","01","영업/정상","01","영업","","","","","","62.83","701-030","대구광역시 동구 효목동 1322 동대구2차비스타동원","대구광역시 동구 화랑로25길 60, 301동 102호 (효목동, 동대구2차비스타동원)","41240","아노크 헤어(ANOKE HAIR)","2026-04-01 14:15:37","I","2026-04-03 00:20:02","일반미용업","","","일반미용업","3","0","1","1","0","0","3","","","","임대","1","0","0","N",
"35","미용업","05_18_01_P","3420000","3420000-211-2026-00012","2026-04-01","","01","영업/정상","01","영업","","","","","","51.56","701-804","대구광역시 동구 방촌동 1089-2 방촌동우체국","대구광역시 동구 동촌로 242, 다산빌딩 1층 109호 (방촌동)","41162","본이헤어(BONI HAIR)","2026-04-01 14:50:29","I","2026-04-03 00:20:02","일반미용업","350388.110707429","265799.254173437","일반미용업","7","1","1","1","0","0","3","","","","임대","1","0","1","N",
"36","미용업","05_18_01_P","3560000","3560000-211-2026-00034","2026-04-01","","01","영업/정상","01","영업","","","","","","29.13","404-230","인천광역시 서구 가정동 709 루원시티2차 SK Leaders' VIEW 301동 B102호","인천광역시 서구 봉오대로 270, 301동 지1층 B102호 (가정동, 루원시티2차 SK Leaders' VIEW)","22776","헤어디엠","2026-04-01 11:41:54","I","2026-04-03 00:20:02","일반미용업","","","일반미용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"37","미용업","05_18_01_P","3560000","3560000-215-2026-00013","2026-04-01","","01","영업/정상","01","영업","","","","","","35.32","","인천광역시 서구 청라동 97-3 청라 큐브시그니처 3차 오피스텔 406호","인천광역시 서구 청라한내로72번길 17, 청라 큐브시그니처 3차 오피스텔 4층 406호 (청라동)","22758","이롭네일(IROB NAIL)","2026-04-01 15:42:24","I","2026-04-03 00:20:02","네일아트업","167180.814619521","447818.769550971","네일미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"38","미용업","05_18_01_P","3560000","3560000-215-2026-00014","2026-04-01","","01","영업/정상","01","영업","","","","","","28.03","404-842","인천광역시 서구 검암동 535-2 검암4차신명스카이뷰골드 상가동 105호","인천광역시 서구 검암로10번길 36, 상가동 105호 (검암동, 검암4차신명스카이뷰골드)","22703","네일데이","2026-04-01 15:51:03","I","2026-04-03 00:20:02","네일아트업","172106.343086047","451525.889230957","네일미용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"39","미용업","05_18_01_P","3630000","3630000-211-2026-00026","2026-04-01","","01","영업/정상","01","영업","","","","","","69.99","506-824","광주광역시 광산구 월계동 888-6 첨단트레비엔 H-CITY 210호","광주광역시 광산구 첨단중앙로106번길 25, 첨단트레비엔 H-CITY 2층 210호 (월계동)","62276","온솔테라피&헤드스파","2026-04-01 10:44:56","I","2026-04-03 00:20:02","일반미용업","185741.407397487","190685.396001054","일반미용업","0","0","2","2","0","0","0","","","","","0","0","0","N",
"40","미용업","05_18_01_P","3630000","3630000-211-2026-00027","2026-04-01","","01","영업/정상","01","영업","","","","","062 9545444","162.00","506-304","광주광역시 광산구 수완동 136-6 1층","광주광역시 광산구 왕버들로 217, 1층 (수완동)","62245","시월애헤어수완1호점","2026-04-01 11:40:20","I","2026-04-03 00:20:02","일반미용업","184880.558693285","188912.678460544","일반미용업","0","0","1","1","0","0","10","","","","","0","0","0","N",
"41","미용업","05_18_01_P","4820000","4820000-212-2025-00018","2025-05-12","","01","영업/정상","01","영업","","","","","","12.20","540-970","전라남도 순천시 풍덕동 243-16 2층","전라남도 순천시 하풍1길 18-8, 2층 (풍덕동)","57993","말랑블랑뷰티","2026-04-01 13:52:37","I","2026-04-03 00:20:02","피부미용업","246177.993072258","160238.778323874","피부미용업","6","2","5","5","0","0","1","","","","임대","0","0","1","N",
"42","미용업","05_18_01_P","3420000","3420000-213-2018-00005","2018-03-30","","01","영업/정상","01","영업","","","","","053 2693897","81.68","701-835","대구광역시 동구 용계동 755-20","대구광역시 동구 반야월로2길 21-2, 2층 (용계동)","41129","화장수리","2026-04-01 14:01:48","I","2026-04-03 00:20:02","네일아트업","352674.004065589","264976.287742408","종합미용업","4","0","2","2","0","0","2","","","","자가","1","0","2","N",
"43","미용업","05_18_01_P","5540000","5540000-213-2026-00011","2026-04-01","","01","영업/정상","01","영업","","","","","","44.01","464-100","경기도 광주시 탄벌동 37-6 1층","경기도 광주시 벌원길 75-1, 1층 (탄벌동)","12750","가체헤어샵","2026-04-01 10:50:04","I","2026-04-03 00:20:02","일반미용업","221972.420556806","434905.678820666","종합미용업","3","1","1","1","0","0","2","","","","임대","0","0","0","N",
"44","미용업","05_18_01_P","5540000","5540000-213-2026-00012","2026-04-01","","01","영업/정상","01","영업","","","","","","42.00","","경기도 광주시 신현동 731-1","경기도 광주시 상태길 42, 1동 지1층 104호 (신현동)","12771","샵미장원","2026-04-01 13:31:07","I","2026-04-03 00:20:02","일반미용업","","","종합미용업","0","0","0","0","1","1","4","","","","임대","0","0","0","Y",
"45","미용업","05_18_01_P","5540000","5540000-215-2026-00004","2026-04-01","","01","영업/정상","01","영업","","","","","","67.00","464-050","경기도 광주시 송정동 678-6","경기도 광주시 송정1길 46, 3층 303호 (송정동)","12739","네일화","2026-04-01 15:34:15","I","2026-04-03 00:20:02","네일아트업","222740.156805749","435712.930449351","네일미용업","0","0","3","3","0","0","1","","","","임대","0","0","0","N",
"46","미용업","05_18_01_P","3820000","3820000-213-2026-00017","2026-04-01","","01","영업/정상","01","영업","","","","","","36.04","480-060","경기도 의정부시 고산동 945 고산 디에트르 에듀파크 아파트","경기도 의정부시 서광로 210, 121동 B209호 (고산동, 고산 디에트르 에듀파크 아파트)","11819","아린느(ALINNE)","2026-04-01 13:24:57","I","2026-04-03 00:20:02","일반미용업","209952.334517339","470285.685176406","종합미용업","0","0","0","0","0","0","3","","","","","0","0","1","N",
"47","미용업","05_18_01_P","3820000","3820000-213-2026-00018","2026-04-01","","01","영업/정상","01","영업","","","","","","70.67","480-818","경기도 의정부시 금오동 450-16","경기도 의정부시 금오로72번길 35, 2층 (금오동)","11754","벨루나헤어","2026-04-01 15:23:32","I","2026-04-03 00:20:02","일반미용업","206445.069043969","472464.886716658","종합미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"48","미용업","05_18_01_P","3820000","3820000-215-2026-00009","2026-04-01","","01","영업/정상","01","영업","","","","","","21.17","480-833","경기도 의정부시 신곡동 480","경기도 의정부시 능곡로 28, 1층 (신곡동)","11746","네일로와","2026-04-01 09:56:23","I","2026-04-03 00:20:02","네일아트업","205223.014651879","470878.049165385","네일미용업","0","0","0","0","0","0","3","","","","","0","0","1","N",
"49","미용업","05_18_01_P","3820000","3820000-216-2026-00001","2026-04-01","","01","영업/정상","01","영업","","","","","","36.00","480-856","경기도 의정부시 호원동 454-8","경기도 의정부시 평화로 229-1, 1층 102호 (호원동)","11711","소연헤어","2026-04-01 14:49:13","I","2026-04-03 00:20:02","일반미용업","204090.674116844","467774.873762835","일반미용업, 피부미용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"50","미용업","05_18_01_P","3620000","3620000-211-2026-00016","2026-04-01","","01","영업/정상","01","영업","","","","","","45.00","500-856","광주광역시 북구 운암동 252 운암자이포레나 퍼스티체 1층 상가1동 104호","광주광역시 북구 북문대로98번길 50, 운암자이포레나 퍼스티체 상가1동 1층 104호 (운암동)","61101","르메르헤어","2026-04-01 11:48:52","I","2026-04-03 00:20:02","일반미용업","188694.059906421","186992.467966955","일반미용업","0","0","1","1","0","0","3","","","","","0","0","0","N",
"51","미용업","05_18_01_P","5020000","5040000-211-2026-00010","2026-04-01","","01","영업/정상","01","영업","","","","","","32.00","791-180","경상북도 포항시 북구 학산동 6-2 우방청운타운 107동(상가동) 1층 109호","경상북도 포항시 북구 학전로 37, 우방청운타운 107동(상가동) 1층 109호 (학산동)","37713","써니샵","2026-04-01 11:54:46","I","2026-04-03 00:20:02","일반미용업","413802.886033815","286551.712674105","일반미용업","2","0","1","1","0","0","2","","","","임대","0","0","0","N",
"52","미용업","05_18_01_P","4060000","4060000-215-2026-00013","2026-04-01","","01","영업/정상","01","영업","","","","","","14.00","413-200","경기도 파주시 야당동 1074 207호 일부","경기도 파주시 경의로 1108, 207호 일부 (야당동)","10908","아라네일","2026-04-01 15:59:18","I","2026-04-03 00:20:02","네일아트업","178789.285831218","468219.267968005","네일미용업","10","3","2","2","0","0","2","","","","","0","0","0","N",
"53","미용업","05_18_01_P","4060000","4060000-218-2026-00003","2026-04-01","","01","영업/정상","01","영업","","","","","","6.60","413-200","경기도 파주시 야당동 1083 유은타워7차","경기도 파주시 소리천로 25, 유은타워7차 411호 일부 (야당동)","10908","네일바이슬(nail by seul)","2026-04-01 15:40:16","I","2026-04-03 00:20:02","네일아트업","178916.502502141","468114.926544937","피부미용업, 네일미용업","0","0","4","4","0","0","2","","","","","0","0","0","N",
"54","미용업","05_18_01_P","4800000","4800000-212-2026-00004","2026-04-01","","01","영업/정상","01","영업","","","","","","25.00","530-840","전라남도 목포시 용해동 228-52","전라남도 목포시 영산로 379-1, 1층 (용해동)","58645","PICLO에스테틱","2026-04-01 14:40:43","I","2026-04-03 00:20:02","피부미용업","145677.453962687","145486.074236831","피부미용업","1","0","0","0","0","0","1","","","","","0","0","1","N",
"55","미용업","05_18_01_P","3780000","3800000-211-2026-00004","2026-04-01","","01","영업/정상","01","영업","","","","","","0.00","462-800","경기도 성남시 중원구 금광동 359 3층","경기도 성남시 중원구 광명로 322, 3층 (금광동)","13181","살롱에이 단대오거리점","2026-04-01 16:25:27","I","2026-04-03 00:20:02","일반미용업","214240.55577995","438105.628294011","일반미용업","0","0","0","0","0","0","9","","","","","0","0","0","N",
"56","미용업","05_18_01_P","3460000","3460000-212-2026-00022","2026-04-01","","01","영업/정상","01","영업","","","","","","0.00","706-831","대구광역시 수성구 수성동1가 105-5 1층 102동 103호","대구광역시 수성구 달구벌대로456길 43, 102동 1층 103호 (수성동1가, 수성영남타운)","42128","온리수","2026-04-01 13:13:43","I","2026-04-03 00:20:02","피부미용업","345510.770914903","263145.776666404","피부미용업","0","0","1","1","0","0","0","","","","","0","0","0","N",
"57","미용업","05_18_01_P","4070000","4070000-212-2026-00007","2026-04-01","","01","영업/정상","01","영업","","","","","","32.30","467-040","경기도 이천시 송정동 454 증포지구 대원칸타빌 2차 더테라스","경기도 이천시 아리역로76번길 14, 401동 2층 205호 (송정동, 증포지구 대원칸타빌 2차 더테라스)","17353","오프왁(OFF WAX)","2026-04-01 10:43:00","I","2026-04-03 00:20:02","피부미용업","239432.288431532","421075.208188577","피부미용업","0","0","2","2","0","0","4","","","","","0","0","2","N",
"58","미용업","05_18_01_P","3060000","3060000-212-2025-00015","2025-05-29","","01","영업/정상","01","영업","","","","","","39.58","131-830","서울특별시 중랑구 면목동 376-43","서울특별시 중랑구 답십리로77길 65, 101호 (면목동)","02243","이조은 바디앤스킨","2026-04-01 14:08:36","I","2026-04-03 00:20:02","피부미용업","207120.151571984","452472.726293592","피부미용업","0","0","0","0","1","1","1","","","","","0","0","1","N",
"59","미용업","05_18_01_P","3060000","3060000-212-2026-00007","2026-04-01","","01","영업/정상","01","영업","","","","","02  34221664","35.10","131-872","서울특별시 중랑구 신내동 646 금강리빙스텔","서울특별시 중랑구 신내로 211, 금강리빙스텔 318호 (신내동)","02024","강수현 피부연구소","2026-04-01 15:59:48","I","2026-04-03 00:20:02","피부미용업","208112.860200669","457113.638411288","피부미용업","0","0","0","0","0","0","2","","","","","0","0","2","N",
"60","미용업","05_18_01_P","5570000","5570000-219-2026-00001","2026-03-31","","01","영업/정상","01","영업","","","","","","65.00","368-901","충청북도 증평군 증평읍 장동리 198","충청북도 증평군 증평읍 윗장뜰길 97","27925","SUDAM","2026-04-01 17:38:11","I","2026-04-03 00:20:02","메이크업업","252234.687648627","365275.51111676","화장ㆍ분장 미용업","0","0","0","0","0","0","0","","","","","0","0","2","N",
