번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,의자수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,침대수,다중이용업소여부,Unnamed: 44,record_key
8525,미용업,05_18_01_P,5380000,5380000-216-2026-00003,2026-02-26,,1,영업/정상,1,영업,,,,,,41.0,626-811,경상남도 양산시 물금읍 가촌리 1292 라피에스타,"경상남도 양산시 물금읍 증산역로 177, 라피에스타 3층 3-094호",50653.0,나를새롭게만들다,2026-02-26 16:06:05,I,2026-02-28 00:20:02,피부미용업,382680.011475879,203015.651868728,"일반미용업, 피부미용업",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,2.0,N,,나를새롭게만들다_경상남도양산시물금읍가촌리1292라피에스타
8516,미용업,05_18_01_P,5540000,5540000-213-2026-00003,2026-02-26,,1,영업/정상,1,영업,,,,,,46.2,464-902,경기도 광주시 송정동 112-12 1층,"경기도 광주시 중앙로 183, 1층 (송정동)",12744.0,숨결,2026-02-26 14:20:55,I,2026-02-28 00:20:02,일반미용업,222653.789613322,434901.594356767,종합미용업,3.0,1.0,1.0,1.0,0.0,0.0,4.0,,,,임대,0.0,0.0,0.0,N,,숨결_경기도광주시송정동112-121층
8517,미용업,05_18_01_P,4050000,5620000-215-2026-00001,2026-02-26,,1,영업/정상,1,영업,,,,,,66.19,449-933,경기도 용인시 처인구 역북동 745,"경기도 용인시 처인구 명지로 24, 용인역북 더럭스나인 1층 143,144호 (역북동)",17055.0,샤네일,2026-02-26 14:37:59,I,2026-02-28 00:20:02,네일아트업,216613.18786445,414688.912604499,네일미용업,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,샤네일_경기도용인시처인구역북동745
8518,미용업,05_18_01_P,4600000,4600000-211-2026-00001,2026-02-26,,1,영업/정상,1,영업,,,,,,58.05,,충청남도 홍성군 홍북읍 신경리 1180 내포씨에스빌딩,"충청남도 홍성군 홍북읍 청사로 42, 내포씨에스빌딩 106호",32265.0,르봄헤어,2026-02-26 15:50:25,I,2026-02-28 00:20:02,일반미용업,170865.687778709,349735.934064635,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,0.0,0.0,0.0,N,,르봄헤어_충청남도홍성군홍북읍신경리1180내포씨에스빌딩
8519,미용업,05_18_01_P,3110000,3110000-215-2026-00005,2026-02-26,,1,영업/정상,1,영업,,,,,,30.0,122-904,서울특별시 은평구 역촌동 219-8,"서울특별시 은평구 갈현로7길 36, 1층 102호 (역촌동)",3433.0,네일이다,2026-02-26 11:46:38,I,2026-02-28 00:20:02,네일아트업,191704.296404265,455832.121049195,네일미용업,0.0,0.0,1.0,1.0,0.0,0.0,4.0,,,,,0.0,0.0,0.0,N,,네일이다_서울특별시은평구역촌동219-8
8521,미용업,05_18_01_P,3470000,3470000-219-2026-00004,2026-02-26,,1,영업/정상,1,영업,,,,,,0.0,704-809,대구광역시 달서구 상인동 1413-5,"대구광역시 달서구 월곡로51길 50, 1층 (상인동)",42787.0,바이희얼(by heere),2026-02-26 16:17:49,I,2026-02-28 00:20:02,메이크업업,338854.809961329,258389.470167785,화장ㆍ분장 미용업,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,N,,바이희얼(byheere)_대구광역시달서구상인동1413-5
8522,미용업,05_18_01_P,3470000,3470000-219-2026-00005,2026-02-26,,1,영업/정상,1,영업,,,,,,0.0,704-160,대구광역시 달서구 죽전동 645 죽전역 에일린의뜰,"대구광역시 달서구 와룡로 254, 303동 지하1층 302호 (죽전동, 죽전역 에일린의뜰)",42638.0,모어린래쉬,2026-02-26 17:00:24,I,2026-02-28 00:20:02,메이크업업,,,화장ㆍ분장 미용업,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,,1.0,0.0,1.0,N,,모어린래쉬_대구광역시달서구죽전동645죽전역에일린의뜰
8523,미용업,05_18_01_P,4600000,4600000-216-2026-00001,2026-02-26,,1,영업/정상,1,영업,,,,,,155.0,350-902,충청남도 홍성군 광천읍 광천리 185-22,충청남도 홍성군 광천읍 광천로329번길 11,32295.0,하얀뷰티샵,2026-02-26 10:18:17,I,2026-02-28 00:20:02,일반미용업,166335.357153389,333583.685084453,"일반미용업, 피부미용업",0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,N,,하얀뷰티샵_충청남도홍성군광천읍광천리185-22
8503,미용업,05_18_01_P,3340000,3340000-211-2026-00004,2026-02-26,,1,영업/정상,1,영업,,,,,,30.81,604-851,부산광역시 사하구 하단동 1157-10,"부산광역시 사하구 하신번영로 407, 108호 (하단동)",49301.0,굿맨,2026-02-26 13:35:38,I,2026-02-28 00:20:02,일반미용업,378644.397589143,181572.854733243,일반미용업,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,굿맨_부산광역시사하구하단동1157-10
8716,미용업,05_18_01_P,3180000,3180000-215-2026-00002,2026-02-26,,1,영업/정상,1,영업,,,,,,9.9,150-037,서울특별시 영등포구 영등포동7가 203 아크로타워 스퀘어,"서울특별시 영등포구 국회대로54길 10, 상가13동 310호 (영등포동7가, 아크로타워 스퀘어)",7246.0,제리네일,2026-02-26 15:29:21,U,2026-02-28 02:40:00,네일아트업,191687.492947271,446910.540802457,네일미용업,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,제리네일_서울특별시영등포구영등포동7가203아크로타워스퀘어
8502,미용업,05_18_01_P,4020000,4020000-219-2026-00002,2026-02-26,,1,영업/정상,1,영업,,,,,,0.0,435-804,경기도 군포시 산본동 1128-1 동아프라자빌딩 7층 702-1호,"경기도 군포시 산본로323번길 7-1, 동아프라자빌딩 7층 702-1호 (산본동)",15865.0,뷰티나나,2026-02-26 14:13:07,I,2026-02-28 00:20:02,메이크업업,193989.849765502,428572.987967799,화장ㆍ분장 미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,뷰티나나_경기도군포시산본동1128-1동아프라자빌딩7층702-1호
8501,미용업,05_18_01_P,3830000,3850000-212-2026-00004,2026-02-26,,1,영업/정상,1,영업,,,,,,0.0,431-815,경기도 안양시 동안구 관양동 1591-6 평촌푸르지오센트럴파크,"경기도 안양시 동안구 시민대로 252, 평촌푸르지오센트럴파크 2층 225호 (관양동)",14067.0,키코왁싱,2026-02-26 13:41:55,I,2026-02-28 00:20:02,피부미용업,196280.187606302,432339.606263829,피부미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,키코왁싱_경기도안양시동안구관양동1591-6평촌푸르지오센트럴파크
8479,미용업,05_18_01_P,3030000,3030000-221-2026-00001,2026-02-26,,1,영업/정상,1,영업,,,,,,34.17,133-712,서울특별시 성동구 성수동2가 277-50 동성빌딩,"서울특별시 성동구 아차산로11길 11, 동성빌딩 2층 204호 (성수동2가)",4797.0,수아이,2026-02-26 14:05:25,I,2026-02-28 00:20:02,피부미용업,205170.446243953,449170.608973189,"피부미용업, 화장ㆍ분장 미용업",0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,수아이_서울특별시성동구성수동2가277-50동성빌딩
8482,미용업,05_18_01_P,3000000,3000000-213-2026-00004,2026-02-26,,1,영업/정상,1,영업,,,,,,0.0,120-855,서울특별시 종로구 창신동 687-26,"서울특별시 종로구 창신길 11, 2층 (창신동)",3101.0,수연헤어,2026-02-26 17:28:56,I,2026-02-28 00:20:02,일반미용업,200856.552725308,452215.161208068,종합미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,수연헤어_서울특별시종로구창신동687-26
8484,미용업,05_18_01_P,3060000,3060000-212-2026-00005,2026-02-26,,1,영업/정상,1,영업,,,,,,14.31,131-860,서울특별시 중랑구 상봉동 120-52,"서울특별시 중랑구 동일로114길 9, 1층 103호 (상봉동)",2136.0,미앤모(Mi&Mo),2026-02-26 12:15:54,I,2026-02-28 00:20:02,피부미용업,207077.043806892,454570.08630498,피부미용업,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,1.0,N,,미앤모(Mi&Mo)_서울특별시중랑구상봉동120-52
8485,미용업,05_18_01_P,3060000,3060000-213-2026-00006,2026-02-26,,1,영업/정상,1,영업,,,,,,27.0,131-877,서울특별시 중랑구 중화동 295-1,"서울특별시 중랑구 동일로126길 42, 1층 101호 (중화동)",2094.0,남성컷트&가발전문,2026-02-26 17:30:22,I,2026-02-28 00:20:02,일반미용업,207211.919898836,455155.555421464,종합미용업,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,남성컷트&가발전문_서울특별시중랑구중화동295-1
8486,미용업,05_18_01_P,3530000,3530000-213-2026-00003,2026-02-26,,1,영업/정상,1,영업,,,,,,10.0,405-220,인천광역시 남동구 구월동 1519 커뮤니티프라자,"인천광역시 남동구 인하로 616, 커뮤니티프라자 2층 209호일부호 (구월동)",21586.0,한유브로우 눈썹&속눈썹,2026-02-26 17:32:41,I,2026-02-28 00:20:02,메이크업업,174726.713988922,437857.079918845,종합미용업,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,1.0,N,,한유브로우눈썹&속눈썹_인천광역시남동구구월동1519커뮤니티프라자
8487,미용업,05_18_01_P,3220000,3220000-215-2026-00009,2026-02-26,,1,영업/정상,1,영업,,,,,,21.63,135-768,서울특별시 강남구 역삼동 837-26 삼일프라자오피스텔,"서울특별시 강남구 도곡로1길 14, 삼일프라자오피스텔 1층 104호 (역삼동)",6253.0,샤네일,2026-02-26 12:34:31,I,2026-02-28 00:20:02,네일아트업,202803.137561335,443189.823482655,네일미용업,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,샤네일_서울특별시강남구역삼동837-26삼일프라자오피스텔
8488,미용업,05_18_01_P,3220000,3220000-215-2026-00010,2026-02-26,,1,영업/정상,1,영업,,,,,,30.06,135-953,서울특별시 강남구 청담동 62-12 율민빌딩,"서울특별시 강남구 삼성로146길 4-1, 율민빌딩 지상4층 (청담동)",6070.0,네일 아지트,2026-02-26 14:18:18,I,2026-02-28 00:20:02,네일아트업,204237.648283222,446732.958615158,네일미용업,0.0,0.0,4.0,4.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,네일아지트_서울특별시강남구청담동62-12율민빌딩
8489,미용업,05_18_01_P,3220000,3220000-219-2026-00005,2026-02-26,,1,영업/정상,1,영업,,,,,,85.56,135-513,서울특별시 강남구 역삼동 704-53,"서울특별시 강남구 선릉로93길 30, 3층 (역삼동)",6148.0,라벨라 스튜디오,2026-02-26 11:30:35,I,2026-02-28 00:20:02,메이크업업,204012.99973747,444726.401869166,화장ㆍ분장 미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,3.0,N,,라벨라스튜디오_서울특별시강남구역삼동704-53
8490,미용업,05_18_01_P,3330000,3330000-213-2026-00004,2026-02-26,,1,영업/정상,1,영업,,,,,,19.8,612-850,부산광역시 해운대구 중동 1510-4,"부산광역시 해운대구 달맞이길65번길 60, 3층 일부호 (중동)",48117.0,끌림,2026-02-26 17:21:21,I,2026-02-28 00:20:02,메이크업업,398092.073439339,186659.005587915,종합미용업,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,1.0,N,,끌림_부산광역시해운대구중동1510-4
8492,미용업,05_18_01_P,5530000,5760000-212-2026-00004,2026-02-26,,1,영업/정상,1,영업,,,,,,23.76,,경기도 화성시 병점구 병점동 887-10 골든스퀘어1차 805호,"경기도 화성시 병점구 병점노을4로 19, 골든스퀘어1차 805호 (병점동)",18371.0,해나왁싱와이존테라피,2026-02-26 10:55:15,I,2026-02-28 00:20:02,피부미용업,202671.366371684,411514.015472486,피부미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,해나왁싱와이존테라피_경기도화성시병점구병점동887-10골든스퀘어1차805호
8494,미용업,05_18_01_P,4390000,4390000-211-2026-00002,2026-02-26,,1,영업/정상,1,영업,,,,,,43.32,380-130,충청북도 충주시 호암동 1167 아트빌,"충청북도 충주시 호암토성7길 1, 아트빌 102호 (호암동)",27480.0,여백,2026-02-26 09:24:49,I,2026-02-28 00:20:02,일반미용업,283027.298973481,383946.461666421,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,여백_충청북도충주시호암동1167아트빌
8495,미용업,05_18_01_P,4191000,4191000-211-2026-00005,2026-02-26,,1,영업/정상,1,영업,,,,,,103.09,,강원특별자치도 원주시 일산동 228-3,"강원특별자치도 원주시 동진골2길 34, 1층 (일산동)",26417.0,비엠헤어다이스,2026-02-26 11:00:48,I,2026-02-28 00:20:02,일반미용업,283371.058495656,427921.373624155,일반미용업,4.0,0.0,1.0,1.0,0.0,0.0,6.0,,,,임대,0.0,0.0,0.0,N,,비엠헤어다이스_강원특별자치도원주시일산동228-3
8496,미용업,05_18_01_P,4191000,4191000-216-2026-00001,2026-02-26,,1,영업/정상,1,영업,,,,,,10.0,,강원특별자치도 원주시 개운동 446-4,"강원특별자치도 원주시 송림길 48-24, 1층 (개운동)",26448.0,수뷰티앤탈모케어,2026-02-26 10:10:01,I,2026-02-28 00:20:02,피부미용업,284281.762553341,425888.235172288,"일반미용업, 피부미용업",2.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,임대,0.0,0.0,1.0,N,,수뷰티앤탈모케어_강원특별자치도원주시개운동446-4
8497,미용업,05_18_01_P,4191000,4191000-219-2026-00005,2026-02-26,,1,영업/정상,1,영업,,,,,,53.1,,강원특별자치도 원주시 일산동 247-105,"강원특별자치도 원주시 남산로149번길 1-8, 1층 (일산동)",26418.0,아델린,2026-02-26 11:30:57,I,2026-02-28 00:20:02,메이크업업,283069.585526267,427908.339868214,화장ㆍ분장 미용업,4.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,임대,0.0,0.0,2.0,N,,아델린_강원특별자치도원주시일산동247-105
8500,미용업,05_18_01_P,3860000,3871000-222-2026-00001,2026-02-26,,1,영업/정상,1,영업,,,,,,0.0,,경기도 부천시 원미구 중동 1059 신중동역 랜드마크 푸르지오 시티 101동 817호,"경기도 부천시 원미구 신흥로 223, 신중동역 랜드마크 푸르지오 시티 101동 817호 (중동)",14539.0,쀼뷰티앤네일,2026-02-26 11:53:06,I,2026-02-28 00:20:02,네일아트업,180055.338981845,444675.457254185,"네일미용업, 화장ㆍ분장 미용업",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,쀼뷰티앤네일_경기도부천시원미구중동1059신중동역랜드마크푸르지오시티101동817호
8524,미용업,05_18_01_P,3180000,3180000-224-2026-00001,2026-02-26,,1,영업/정상,1,영업,,,,,,61.56,150-899,서울특별시 영등포구 영등포동 618-607 제이엠빌딩,"서울특별시 영등포구 영신로19길 24-1, 제이엠빌딩 3층 301호 (영등포동)",7366.0,스테이션 SMP&Dot,2026-02-26 13:29:48,I,2026-02-28 00:20:02,메이크업업,191555.847810456,445729.762463146,"일반미용업, 피부미용업, 화장ㆍ분장 미용업",0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,임대,0.0,0.0,1.0,N,,스테이션SMP&Dot_서울특별시영등포구영등포동618-607제이엠빌딩
8526,미용업,05_18_01_P,3650000,3650000-215-2026-00001,2026-02-26,,1,영업/정상,1,영업,,,,,,0.0,301-822,대전광역시 중구 선화동 22-5 1층,"대전광역시 중구 대종로521번길 19, 1층 (선화동)",34837.0,포브네일,2026-02-26 13:54:48,I,2026-02-28 00:20:02,네일아트업,237877.440815503,314386.737787568,네일미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,포브네일_대전광역시중구선화동22-51층
8574,미용업,05_18_01_P,6520000,6520000-213-2026-00003,2026-02-26,,1,영업/정상,1,영업,,,,,,95.39,699-901,제주특별자치도 서귀포시 성산읍 고성리 317-8,"제주특별자치도 서귀포시 성산읍 고성오조로 58, 2층",63640.0,블루밍 토탈뷰티샵(Blooming Total Beauty Shop),2026-02-26 11:24:09,I,2026-02-28 00:20:02,기타,192033.616622105,-5273.25409148321,종합미용업,3.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,임대,0.0,0.0,0.0,N,,블루밍토탈뷰티샵(BloomingTotalBeautyShop)_제주특별자치도서귀포시성산읍고성리317-8
8562,미용업,05_18_01_P,3350000,3350000-215-2026-00004,2026-02-26,,1,영업/정상,1,영업,,,,,,15.0,609-817,부산광역시 금정구 부곡동 65-91,"부산광역시 금정구 수림로20번길 41, 1층 (부곡동)",46275.0,눅스네일,2026-02-26 17:45:12,I,2026-02-28 00:20:02,네일아트업,390172.819667435,195578.885884821,네일미용업,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,N,,눅스네일_부산광역시금정구부곡동65-91
8553,미용업,05_18_01_P,3420000,3420000-211-2026-00006,2026-02-26,,1,영업/정상,1,영업,,,,,,105.0,701-823,대구광역시 동구 신천동 70-2,"대구광역시 동구 동부로 117, 1층 (신천동)",41228.0,유위크 동대구점(UWEEK),2026-02-26 17:26:01,I,2026-02-28 00:20:02,일반미용업,346691.541558081,265262.696141844,일반미용업,0.0,0.0,1.0,1.0,0.0,0.0,8.0,,,,,1.0,0.0,3.0,N,,유위크동대구점(UWEEK)_대구광역시동구신천동70-2
8554,미용업,05_18_01_P,3380000,3380000-211-2026-00005,2026-02-26,,1,영업/정상,1,영업,,,,,,59.89,613-809,부산광역시 수영구 광안동 751-2,"부산광역시 수영구 호암로14번길 16, 2층 201호 (광안동)",48260.0,에이디유 헤어,2026-02-26 13:37:39,I,2026-02-28 00:20:02,일반미용업,392338.642536239,186263.00934046,일반미용업,0.0,0.0,2.0,2.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,N,,에이디유헤어_부산광역시수영구광안동751-2
8556,미용업,05_18_01_P,4060000,4060000-213-2026-00003,2026-02-26,,1,영업/정상,1,영업,,,,,,25.0,413-190,경기도 파주시 와동동 1423-2,"경기도 파주시 경의로 1204, 월드타워10차 511호 일부 (와동동)",10896.0,담다뷰티,2026-02-26 15:14:48,I,2026-02-28 00:20:02,네일아트업,178905.857514556,469196.076302023,종합미용업,12.0,4.0,5.0,5.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,N,,담다뷰티_경기도파주시와동동1423-2
8557,미용업,05_18_01_P,4060000,4060000-215-2026-00008,2026-02-26,,1,영업/정상,1,영업,,,,,,26.78,413-100,경기도 파주시 동패동 2077-6,"경기도 파주시 초롱꽃로 117-10, 104호 (동패동)",10956.0,라 무드 네일(La Mood Nail),2026-02-26 14:40:04,I,2026-02-28 00:20:02,네일아트업,,,네일미용업,7.0,2.0,1.0,1.0,0.0,0.0,4.0,,,,,0.0,0.0,0.0,N,,라무드네일(LaMoodNail)_경기도파주시동패동2077-6
8558,미용업,05_18_01_P,4060000,4060000-218-2026-00002,2026-02-26,,1,영업/정상,1,영업,,,,,,45.32,413-190,경기도 파주시 와동동 1553-2,"경기도 파주시 가람로 55, 1층 101-2호 (와동동)",10870.0,네일할결심,2026-02-26 11:25:08,I,2026-02-28 00:20:02,네일아트업,178447.882039631,470278.144923722,"피부미용업, 네일미용업",3.0,0.0,1.0,1.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,N,,네일할결심_경기도파주시와동동1553-2
8559,미용업,05_18_01_P,3910000,3910000-215-2026-00003,2026-02-26,,1,영업/정상,1,영업,,,,,,4.91,450-100,경기도 평택시 세교동 625-2,"경기도 평택시 세교4로 17, 1층 (세교동)",17842.0,수럽트 네일,2026-02-26 13:45:06,I,2026-02-28 00:20:02,네일아트업,207566.53432792,389389.419155519,네일미용업,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,수럽트네일_경기도평택시세교동625-2
8560,미용업,05_18_01_P,3910000,3910029-215-2026-00004,2026-02-26,,1,영업/정상,1,영업,,,,,,64.8,,경기도 평택시 고덕동 1886-4,"경기도 평택시 고덕갈평5길 26, 312호 (고덕동)",18008.0,네일삼구,2026-02-26 15:12:21,I,2026-02-28 00:20:02,네일아트업,204254.740564786,394984.772749997,네일미용업,8.0,3.0,0.0,0.0,0.0,0.0,4.0,,,,,0.0,0.0,0.0,N,,네일삼구_경기도평택시고덕동1886-4
