번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),목재생산업구분코드명,목재생산업종류명,취급목재제품,인력보유현황,년간생산량,자본금,상태구분명,Unnamed: 35,record_key
28,원목생산업,09_27_02_P,4570000,457000090201300019,2013-12-03,,1,영업/정상,1,정상,,,,,,,,,충청남도 부여군 외산면 성충로 81-5724,,백야수목,2026-03-04 13:29:31,U,2026-03-06 02:40:00,,,,원목생산업,2종,펄프원목 등,,5000,10,영업,,백야수목_
30,원목생산업,09_27_02_P,4570000,457000090201300021,2013-12-03,,1,영업/정상,1,정상,,,,,,,,충청남도 부여군 부여읍 가탑리 169-7,충청남도 부여군 부여읍 왕릉로 15-28,33160,신용산림개발,2026-03-04 13:06:20,U,2026-03-06 02:40:00,,194299.681127079,308535.776740599,원목생산업,2종,펄프원목 등,,5000,10,영업,,신용산림개발_충청남도부여군부여읍가탑리169-7
29,원목생산업,09_27_02_P,4570000,457000090201300020,2013-12-03,,1,영업/정상,1,정상,,,,,,,,충청남도 부여군 남면 송암리 221 13통,충청남도 부여군 남면 송암로 49-4,323-852,***,2026-03-04 13:04:32,U,2026-03-06 02:40:00,,184254.116226327,301810.532717569,원목생산업,2종,"펄프원목,표고목 등",,5000,10,영업,,***_충청남도부여군남면송암리22113통
33,원목생산업,09_27_02_P,4570000,457000090201300013,2013-11-22,,3,폐업,3,폐업,,,,,,,,충청남도 부여군 규암면 반산리 335-5,,,대한산림공사,2026-03-04 12:56:41,U,2026-03-06 02:40:00,,187803.444934039,308429.006612828,원목생산업,2종,"펄프원목, 표고목 등",,5000,11,폐업,,대한산림공사_충청남도부여군규암면반산리335-5
21,원목생산업,09_27_02_P,4570000,457000090201300010,2013-11-22,,1,영업/정상,1,정상,,,,,,,,충청남도 부여군 부여읍 쌍북리 6통,충청남도 부여군 부여읍 성왕로273번길 35-8,323-808,***,2026-03-04 12:52:44,U,2026-03-06 02:40:00,,192821.879764418,309284.181199065,원목생산업,2종,"펄프원목,표고목 등",,5000,10,영업,,***_충청남도부여군부여읍쌍북리6통
26,원목생산업,09_27_02_P,4570000,457000090201300016,2013-11-22,,1,영업/정상,1,정상,,,,,,,,충청남도 부여군 은산면 나령리 134,충청남도 부여군 은산면 조령동로 95,33106,미림산업,2026-03-04 13:28:33,U,2026-03-06 02:40:00,,181108.718700754,313732.731913004,원목생산업,2종,"펄프원목,표고목 등",,5000,10,영업,,미림산업_충청남도부여군은산면나령리134
25,원목생산업,09_27_02_P,4570000,457000090201300015,2013-11-22,,1,영업/정상,1,정상,,,,,,,,충청남도 부여군 규암면 모리 287,충청남도 부여군 규암면 충절로2631번길 60-2,33117,갈릴리농장,2026-03-04 13:28:06,U,2026-03-06 02:40:00,,187572.204872744,310744.772584682,원목생산업,2종,"펄프원목,특수목,표고목 등",,5000,10,영업,,갈릴리농장_충청남도부여군규암면모리287
24,원목생산업,09_27_02_P,4570000,457000090201300014,2013-11-22,,1,영업/정상,1,정상,,,,,,,,충청남도 부여군 내산면 운치리 537-1,충청남도 부여군 내산면 성충로 1006-52,33195,내산원목,2026-03-04 13:27:35,U,2026-03-06 02:40:00,,180257.894647313,307982.398108012,원목생산업,2종,"펄프원목,특수목,표고목 등",,5000,10,영업,,내산원목_충청남도부여군내산면운치리537-1
23,원목생산업,09_27_02_P,4570000,457000090201300012,2013-11-22,,1,영업/정상,1,정상,,,,,,,,충청남도 부여군 규암면 반산리 335-4,충청남도 부여군 규암면 흥수로785번길 55,33121,세승임업,2026-03-04 13:26:33,U,2026-03-06 02:40:00,,187795.652664021,308440.581144438,원목생산업,2종,"펄프원목, 표고목 등",,5000,14,영업,,세승임업_충청남도부여군규암면반산리335-4
22,원목생산업,09_27_02_P,4570000,457000090201300011,2013-11-22,,1,영업/정상,1,정상,,,,,,,,충청남도 부여군 양화면 입포리 산 1-54 1통,충청남도 부여군 양화면 입포로53번길 22,323-933,***,2026-03-04 12:54:09,U,2026-03-06 02:40:00,,189111.976474808,292925.63956937,원목생산업,2종,"펄프원목, 표고목 등",,5000,10,영업,,***_충청남도부여군양화면입포리산1-541통
20,원목생산업,09_27_02_P,4570000,457000090201300009,2013-11-11,,1,영업/정상,1,정상,,,,,,,,충청남도 부여군 장암면 지토리 224-1,,323-913,나연임업,2026-03-04 12:52:21,U,2026-03-06 02:40:00,,192748.82275942,300217.593131406,원목생산업,2종,"펄프,표고목,특수목",,5000,10,영업,,나연임업_충청남도부여군장암면지토리224-1
19,원목생산업,09_27_02_P,4570000,457000090201300008,2013-11-11,,1,영업/정상,1,정상,,,,,,,,충청남도 부여군 은산면 홍산리 262,충청남도 부여군 은산면 충절로홍산3길 13,323-823,은산임업,2026-03-04 12:51:25,U,2026-03-06 02:40:00,,185185.424044271,313657.191794151,원목생산업,2종,"펄프,표고목,특수목",,5000,19,영업,,은산임업_충청남도부여군은산면홍산리262
13,원목생산업,09_27_02_P,5700000,570000090201300006,2013-11-04,,3,폐업,3,폐업,,,,,,,,경기도 여주시 대신면 율촌리 363-1,경기도 여주시 대신면 여양로 1488,469-844,대승임업,2026-03-03 21:03:20,U,2026-03-05 02:40:00,,251580.21452403,430278.772810008,원목생산업,2종,원목,1,5000,10,폐업,,대승임업_경기도여주시대신면율촌리363-1
18,원목생산업,09_27_02_P,4570000,457000090201300004,2013-10-01,,1,영업/정상,1,정상,,,,,835-0779,,,,충청남도 부여군 외산면 외산로 69-1,323-892,외산원목,2026-03-04 12:47:50,U,2026-03-06 02:40:00,,173254.45164181,311147.434916318,원목생산업,2종,펄프용원목,,5000,11,영업,,외산원목_
17,원목생산업,09_27_02_P,4570000,457000090201300003,2013-10-01,,1,영업/정상,1,정상,,,,,832-4818,,,충청남도 부여군 초촌면 소사리 672 19통,충청남도 부여군 초촌면 국사로93번길 96,323-961,***,2026-03-04 12:46:42,U,2026-03-06 02:40:00,,203252.792928362,307863.187016017,원목생산업,2종,"표고목,펄프용원목",,5000,10,영업,,***_충청남도부여군초촌면소사리67219통
16,원목생산업,09_27_02_P,4570000,457000090201300002,2013-10-01,,1,영업/정상,1,정상,,,,,836-5187,,,,충청남도 부여군 외산면 외산로 65-15,323-892,(주)부여보령원목조경,2026-03-04 12:45:41,U,2026-03-06 02:40:00,,173156.913204418,311142.992851511,원목생산업,2종,펄프용원목,,5000,67,영업,,(주)부여보령원목조경_
15,원목생산업,09_27_02_P,4570000,457000090201300001,2013-10-01,,3,폐업,3,폐업,,,,,834-3168,,,충청남도 부여군 외산면 비암리 22-30,충청남도 부여군 외산면 만수로887번길 9,323-893,외산원목,2026-03-04 12:46:11,U,2026-03-06 02:40:00,,175589.33493121,316900.69933959,원목생산업,2종,펄프용원목,,5000,67,폐업,,외산원목_충청남도부여군외산면비암리22-30
