번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),수리대상 의료기기의 유형,다른 겸업 여부,총규모,영업규모,Unnamed: 32,record_key
248,의료기기판매(임대)업,01_02_03_P,4040000,PHMG120264040023047000015,2026-03-05,,1,영업/정상,13,영업중,,,,,,,,경기도 하남시 감이동 ***-* 현대 테라타워 감일,"경기도 하남시 신우실로 ***, 현대 테라타워 감일 ***호 (감이동)",12995,주식회사 프리즘디엑스(PRISM Dx),2026-03-05 17:50:33,I,2026-03-07 00:20:02,,,,,,46.74,,,주식회사프리즘디엑스(PRISMDx)_경기도하남시감이동***-*현대테라타워감일
223,의료기기판매(임대)업,01_02_03_P,4430000,PHMG120264430014047000002,2026-03-05,,1,영업/정상,13,영업중,,,,,,,,충청북도 옥천군 옥천읍 마암리 ***-*,충청북도 옥천군 옥천읍 대천길 **-**,29051,대승메디칼,2026-03-05 09:25:22,I,2026-03-07 00:20:02,,250788.84587423,310136.475440946,,,23.01,,,대승메디칼_충청북도옥천군옥천읍마암리***-*
237,의료기기판매(임대)업,01_02_03_P,3660000,PHMG120263660023047000023,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,대전광역시 서구 둔산동 **** 국제빌딩,"대전광역시 서구 대덕대로***번길 **, 국제빌딩 ***호 엔 ****호 (둔산동)",35229,숨앤슬립케어 유한회사,2026-03-05 15:33:29,I,2026-03-07 00:20:02,,233840.253864344,317059.212540581,,,,,,숨앤슬립케어유한회사_대전광역시서구둔산동****국제빌딩
241,의료기기판매(임대)업,01_02_03_P,3410000,PHMG120263410023047000021,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,대구광역시 중구 동인동*가 **-*,"대구광역시 중구 경상감영길 ***, *층 (동인동*가)",41914,지에스(GS)25대구시청점,2026-03-04 16:05:38,I,2026-03-07 00:20:02,,344624.544435817,264600.893719996,,,,,,지에스(GS)25대구시청점_대구광역시중구동인동*가**-*
151,의료기기판매(임대)업,01_02_03_P,3600000,PHMG120183600020047000051,2026-03-04,,1,영업/정상,13,영업중,,,,,062-682-7766,,,,광주광역시 서구 풍암중앙로 ** (풍암동),62058,풍암약국,2026-03-04 17:51:50,U,2026-03-06 02:40:00,,188883.942876344,180687.55995255,,,3.3,,,풍암약국_
230,의료기기판매(임대)업,01_02_03_P,4261000,PHMG120264261024047000003,2026-03-04,,1,영업/정상,13,영업중,,,,,033-345-2031,,,강원특별자치도 횡성군 둔내면 자포곡리 ***-**,강원특별자치도 횡성군 둔내면 둔내로 **-*,25264,글로벌인스 주식회사,2026-03-04 13:45:24,I,2026-03-07 00:20:02,,307463.505350058,446255.193749697,,,,,,글로벌인스주식회사_강원특별자치도횡성군둔내면자포곡리***-**
229,의료기기판매(임대)업,01_02_03_P,4490000,PHMG120264490261047000014,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,,"충청남도 천안시 서북구 두정고*길 **, ***호 (두정동)",31089,하늘건축사 사무소,2026-03-05 11:36:19,I,2026-03-07 00:20:02,,211800.089050811,370479.294495326,,,,,,하늘건축사사무소_
228,의료기기판매(임대)업,01_02_03_P,3700000,PHMG120263700018047000013,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,울산광역시 남구 신정동 **-**,"울산광역시 남구 월평로***번길 *, *층 (신정동)",44686,고려온누리약국,2026-03-05 15:02:54,I,2026-03-07 00:20:02,,410622.910959255,229836.531658909,,,,,,고려온누리약국_울산광역시남구신정동**-**
226,의료기기판매(임대)업,01_02_03_P,3830000,PHMG120263830263047000023,2026-03-04,,1,영업/정상,13,영업중,,,,,031-347-0343,,,경기도 안양시 동안구 비산동 **** 신안메트로칸,"경기도 안양시 동안구 평촌대로 ***, 신안메트로칸 *층 ***호 (비산동)",14047,주식회사 정연,2026-03-05 14:47:12,I,2026-03-07 00:20:02,,195868.795852099,432281.79457267,,,,,,주식회사정연_경기도안양시동안구비산동****신안메트로칸
197,의료기기판매(임대)업,01_02_03_P,3600000,PHMG120263600020047000015,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,광주광역시 서구 쌍촌동 ****-* 광명 중흥아파트,"광주광역시 서구 화정로 **-*, 상가동 *층 ***호 (쌍촌동, 광명 중흥아파트)",62024,우리 헬스케어 복지용구,2026-03-05 10:46:18,I,2026-03-07 00:20:02,,187884.656554333,182831.404169074,,,21.17,,,우리헬스케어복지용구_광주광역시서구쌍촌동****-*광명중흥아파트
134,의료기기판매(임대)업,01_02_03_P,3830000,PHMG120263830263047000021,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,경기도 안양시 동안구 관양동 ****-**,"경기도 안양시 동안구 흥안대로 ***, *층 ***호 (관양동)",13943,연바이오힐링센터,2026-03-04 18:50:38,I,2026-03-06 00:20:02,,197926.5178533,433156.02575808,,,,,,연바이오힐링센터_경기도안양시동안구관양동****-**
295,의료기기판매(임대)업,01_02_03_P,3830000,PHMG120223830262047000169,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,경기도 안양시 만안구 안양동 ***-**,"경기도 안양시 만안구 양화로**번길 *, 일부호 (안양동)",14007,에이치엔팜,2026-03-05 16:42:25,U,2026-03-07 02:40:00,,192367.0609989,432721.054242484,,,,,,에이치엔팜_경기도안양시만안구안양동***-**
247,의료기기판매(임대)업,01_02_03_P,5710000,PHMG120265710109047000009,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,충청북도 청주시 청원구 사천동 ***-*,"충청북도 청주시 청원구 무심동로***번길 **, *층 (사천동)",28342,해솔메디온,2026-03-05 17:44:24,I,2026-03-07 00:20:02,,242312.192271432,351183.696015663,,,87.3,,,해솔메디온_충청북도청주시청원구사천동***-*
202,의료기기판매(임대)업,01_02_03_P,3520000,PHMG120263520019047000024,2026-03-04,,1,영업/정상,13,영업중,,,,,02-3471-8197,,,인천광역시 연수구 송도동 ***-* 송도 AIT센터,"인천광역시 연수구 송도과학로 **, 송도 AIT센터 ***동 ****호 (송도동)",21984,STM(에스티엠),2026-03-05 09:53:01,I,2026-03-07 00:20:02,,170342.186126029,430896.346287851,,,,,,STM(에스티엠)_인천광역시연수구송도동***-*송도AIT센터
203,의료기기판매(임대)업,01_02_03_P,3520000,PHMG120263520019047000025,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,인천광역시 연수구 동춘동 ***-* 동경프라자,"인천광역시 연수구 앵고개로 ***, 동경프라자 ***호 (동춘동)",21972,주식회사 티엠에스쿱,2026-03-05 09:56:16,I,2026-03-07 00:20:02,,170941.577438462,433982.762836432,,,,,,주식회사티엠에스쿱_인천광역시연수구동춘동***-*동경프라자
246,의료기기판매(임대)업,01_02_03_P,5710000,PHMG120265710108047000010,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,충청북도 청주시 흥덕구 오송읍 봉산리 ****,"충청북도 청주시 흥덕구 오송읍 오송생명**로 ***, 근린생활시설*동 ***호",28221,다이클로 오송역그랜드센텀점,2026-03-04 17:39:31,I,2026-03-07 00:20:02,,228247.815323036,346099.954694734,,,51.45,,,다이클로오송역그랜드센텀점_충청북도청주시흥덕구오송읍봉산리****
149,의료기기판매(임대)업,01_02_03_P,3940000,PHMG120263940139047000017,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 일산동구 장항동 ***-* 일호골든타워,"경기도 고양시 일산동구 정발산로 **, 일호골든타워 ***호 (장항동)",10402,테라픽스,2026-03-04 19:23:45,I,2026-03-06 00:20:02,,179650.952445261,461600.790850072,,,6.6,,,테라픽스_경기도고양시일산동구장항동***-*일호골든타워
183,의료기기판매(임대)업,01_02_03_P,4191000,PHMG120244191050047000005,2026-03-04,,3,폐업,3,폐업,2026-03-04,,,,,,,강원특별자치도 원주시 반곡동 ****-* 힐데스하임아파트,"강원특별자치도 원주시 혁신로 **, ***동 ***호 (반곡동, 힐데스하임아파트)",26464,봉꾸아쥬,2026-03-04 17:46:26,U,2026-03-06 02:40:00,,287206.371420202,425012.128193181,,,,,,봉꾸아쥬_강원특별자치도원주시반곡동****-*힐데스하임아파트
147,의료기기판매(임대)업,01_02_03_P,3820000,PHMG120263820050047000015,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,경기도 의정부시 민락동 *** 예스타워 포시즌,"경기도 의정부시 오목로***번길 *, 예스타워 포시즌 *층 ***호 (민락동)",11813,청춘곳간,2026-03-04 13:14:45,I,2026-03-06 00:20:02,,208575.947869593,471353.082423969,,,49.59,,,청춘곳간_경기도의정부시민락동***예스타워포시즌
123,의료기기판매(임대)업,01_02_03_P,3630000,PHMG120263630020047000011,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,광주광역시 광산구 우산동 ****-*,"광주광역시 광산구 사암로**번길 **, *층 (우산동)",62373,숲에서,2026-03-04 16:10:38,I,2026-03-06 00:20:02,,182643.55737081,183707.840757708,,,,,,숲에서_광주광역시광산구우산동****-*
132,의료기기판매(임대)업,01_02_03_P,3300000,PHMG120263300024047000013,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,부산광역시 동래구 명장동 **-**,"부산광역시 동래구 반송로 ***-*, ***호 (명장동)",47772,휴즈스튜디오,2026-03-04 15:27:40,I,2026-03-06 00:20:02,,391388.316552457,191628.378393395,,,,,,휴즈스튜디오_부산광역시동래구명장동**-**
131,의료기기판매(임대)업,01_02_03_P,3430000,PHMG120263430019047000004,2026-03-04,,1,영업/정상,13,영업중,,,,,053-720-0369,,,,"대구광역시 서구 국채보상로**길 *, *층 (비산동)",41799,주식회사 삼록,2026-03-04 17:58:44,I,2026-03-06 00:20:02,,341913.52079213,264759.514629555,,,72.17,,,주식회사삼록_
129,의료기기판매(임대)업,01_02_03_P,3370000,PHMG120263370022047000015,2026-03-04,,1,영업/정상,13,영업중,,,,,051-945-0031,,,부산광역시 연제구 거제동 ****-*,"부산광역시 연제구 월드컵대로 ***, *층 (거제동)",47525,(주)올케어플러스,2026-03-04 17:02:52,I,2026-03-06 00:20:02,,388711.770735135,189698.203311792,,,161.82,,,(주)올케어플러스_부산광역시연제구거제동****-*
127,의료기기판매(임대)업,01_02_03_P,4170000,PHMG120264170019047000005,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,경기도 양평군 강상면 교평리 ***-* 안동본가국밥,경기도 양평군 강상면 강남로 ****,12572,GS25 양평강남로점,2026-03-04 12:47:34,I,2026-03-06 00:20:02,,242976.615448983,441846.997745672,,,3.3,,,GS25양평강남로점_경기도양평군강상면교평리***-*안동본가국밥
126,의료기기판매(임대)업,01_02_03_P,3230000,PHMG120263230034047000057,2026-03-04,,1,영업/정상,13,영업중,,,,,070-8058-8608,,,서울특별시 송파구 신천동 ** 파크리오,"서울특별시 송파구 올림픽로 ***, ***동 ****호 (신천동, 파크리오)",05507,하나로샵,2026-03-04 15:07:39,I,2026-03-06 00:20:02,,209314.259995755,446483.316079239,,,,,,하나로샵_서울특별시송파구신천동**파크리오
125,의료기기판매(임대)업,01_02_03_P,3860000,PHMG120263860384047000022,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,경기도 부천시 원미구 중동 ****-* 프리머스 부천타워,"경기도 부천시 원미구 길주로 ***, 프리머스 부천타워 *층 ***호 (중동)",14548,두리케미칼,2026-03-04 15:53:35,I,2026-03-06 00:20:02,,179874.934962615,444538.559283364,,,,,,두리케미칼_경기도부천시원미구중동****-*프리머스부천타워
121,의료기기판매(임대)업,01_02_03_P,5350000,PHMG120265350356047000004,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,경상남도 김해시 율하동 ****-*,"경상남도 김해시 율하*로 **, ***호 (율하동)",51019,전영민,2026-03-04 11:27:01,I,2026-03-06 00:20:02,,365041.078306809,187222.273836802,,,,,,전영민_경상남도김해시율하동****-*
179,의료기기판매(임대)업,01_02_03_P,5020000,PHMG120225020056047000209,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,경상북도 포항시 북구 죽도동 ***-**,경상북도 포항시 북구 중흥로***번길 *(죽도동),37767,GS25 포항쌍용점,2026-03-04 14:33:35,U,2026-03-06 02:40:00,,412089.38540757,282028.124030595,,,,,,GS25포항쌍용점_경상북도포항시북구죽도동***-**
136,의료기기판매(임대)업,01_02_03_P,4191000,PHMG120264191050047000017,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 원주시 무실동 ****-* 원주무실코아루허브***,"강원특별자치도 원주시 시청로 **-**, 원주무실코아루허브*** ***,***호 (무실동)",26383,GS25무실코아루점,2026-03-04 18:10:07,I,2026-03-06 00:20:02,,282357.914873857,426586.033048556,,,88.15,,,GS25무실코아루점_강원특별자치도원주시무실동****-*원주무실코아루허브***
117,의료기기판매(임대)업,01_02_03_P,3170000,PHMG120263170035047000018,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,서울특별시 금천구 가산동 ***-** 한라시그마밸리,"서울특별시 금천구 가산디지털*로 **, 한라시그마밸리 ****호 일부 (가산동)",08588,지우메디컬,2026-03-04 16:59:21,I,2026-03-06 00:20:02,,189419.091886816,441207.655086501,,,,,,지우메디컬_서울특별시금천구가산동***-**한라시그마밸리
137,의료기기판매(임대)업,01_02_03_P,4050000,PHMG120264050148047000014,2026-03-04,,1,영업/정상,13,영업중,,,,,,,17086,,"경기도 용인시 기흥구 신고매로 **, 리빙파워센터 지하*층 ***-*호 (고매동)",17086,세라젬 리빙파워센터 기흥점,2026-03-04 17:40:45,I,2026-03-06 00:20:02,,210124.077461246,413542.129882444,,,,,,세라젬리빙파워센터기흥점_
250,의료기기판매(임대)업,01_02_03_P,3510500,PHMG120263510513047000018,2026-03-04,,1,영업/정상,13,영업중,,,,,032-864-5591,,,인천광역시 미추홀구 도화동 *** 부국철강공업,"인천광역시 미추홀구 염전로***번길 **, 부국철강공업 *층 (도화동)",22112,부국철강공업(주),2026-03-04 13:17:59,I,2026-03-07 00:20:02,,171037.016480235,441345.530843076,,,161.0,,,부국철강공업(주)_인천광역시미추홀구도화동***부국철강공업
141,의료기기판매(임대)업,01_02_03_P,5530000,PHMG120265530659047000002,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 효행구 봉담읍 상리 **-*,"경기도 화성시 효행구 봉담읍 샘마을*길 **, ***호",18316,케어플랜,2026-03-04 19:35:13,I,2026-03-06 00:20:02,,195548.970306942,412907.075488639,,,36.36,,,케어플랜_경기도화성시효행구봉담읍상리**-*
146,의료기기판매(임대)업,01_02_03_P,3740000,PHMG120263740106047000026,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,경기도 수원시 영통구 매탄동 ***-**,"경기도 수원시 영통구 중부대로 ***-*, 전면부 상가*층 (매탄동)",16531,슈올즈 동수원점,2026-03-04 15:35:08,I,2026-03-06 00:20:02,,203883.70357107,419140.122633618,,,,,,슈올즈동수원점_경기도수원시영통구매탄동***-**
120,의료기기판매(임대)업,01_02_03_P,5350000,PHMG120265350351047000012,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,경상남도 김해시 외동 ****-* 삼우빌딩,"경상남도 김해시 함박로***번길 **, 삼우빌딩 ***호 (외동)",50948,지에스(GS)25 김해외동시장점,2026-03-04 15:44:04,I,2026-03-06 00:20:02,,369777.966796705,194364.187706334,,,,,,지에스(GS)25김해외동시장점_경상남도김해시외동****-*삼우빌딩
243,의료기기판매(임대)업,01_02_03_P,3220000,PHMG120263220033047000063,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 논현동 **-**,"서울특별시 강남구 도산대로**길 **, *층 (논현동)",06040,주식회사 비비셀랩,2026-03-05 09:02:24,I,2026-03-07 00:20:02,,202273.822006663,446168.173813749,,,124.0,,,주식회사비비셀랩_서울특별시강남구논현동**-**
213,의료기기판매(임대)업,01_02_03_P,3910000,PHMG120263910168047000006,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,경기도 평택시 팽성읍 안정리 **-*,"경기도 평택시 팽성읍 안정쇼핑로 **, *동 *층",17982,주식회사 지에스컨설팅,2026-03-04 14:36:23,I,2026-03-07 00:20:02,,204032.965578066,384398.266690013,,,176.98,,,주식회사지에스컨설팅_경기도평택시팽성읍안정리**-*
214,의료기기판매(임대)업,01_02_03_P,3340000,PHMG120263340025047000003,2026-03-04,,1,영업/정상,13,영업중,,,,,02-405-0800,,,부산광역시 사하구 다대동 ****-*,"부산광역시 사하구 다송로**번길 **, *층 일부호 (다대동)",49521,(주)아성다이소 부산다대2호점,2026-03-05 15:54:09,I,2026-03-07 00:20:02,,380686.229741104,175329.250649121,,,1070.39,,,(주)아성다이소부산다대2호점_부산광역시사하구다대동****-*
218,의료기기판매(임대)업,01_02_03_P,3080000,PHMG120263080033047000014,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 수유동 ***-** 흥부네빌딩,"서울특별시 강북구 한천로 ****, 흥부네빌딩 *층 ****호 (수유동)",01053,3H지압침대수유센터,2026-03-05 17:30:44,I,2026-03-07 00:20:02,,202120.335799448,459933.08487416,,,,,,3H지압침대수유센터_서울특별시강북구수유동***-**흥부네빌딩
208,의료기기판매(임대)업,01_02_03_P,3740000,PHMG120263740032047000011,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,,"경기도 수원시 권선구 수인로***번길 **, B동 *층 (구운동)",16412,해독센터 알글로우,2026-03-05 16:40:40,I,2026-03-07 00:20:02,,197412.436484183,420244.611590131,,,,,,해독센터알글로우_
209,의료기기판매(임대)업,01_02_03_P,3120000,PHMG120263120033047000006,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,서울특별시 서대문구 홍은동 ***-**,"서울특별시 서대문구 연희로 ***, 지하*층 (홍은동)",03658,그라만&베르마스타,2026-03-05 13:01:17,I,2026-03-07 00:20:02,,194257.693128485,453215.522072057,,,198.3,,,그라만&베르마스타_서울특별시서대문구홍은동***-**
222,의료기기판매(임대)업,01_02_03_P,3230000,PHMG120263230034047000058,2026-03-04,,1,영업/정상,13,영업중,,,,,,,,서울특별시 송파구 신천동 **-*,"서울특별시 송파구 올림픽로 ***, 잠실르엘단지내상가 ***호, ***호 (신천동)",05509,지에스25 잠실르엘점,2026-03-05 13:29:28,I,2026-03-07 00:20:02,,209393.076054654,446147.977949052,,,,,,지에스25잠실르엘점_서울특별시송파구신천동**-*
231,의료기기판매(임대)업,01_02_03_P,5380000,PHMG120265380356047000009,2026-03-03,,1,영업/정상,13,영업중,,,,,,,,경상남도 양산시 하북면 초산리 ***,경상남도 양산시 하북면 초산*길 *,50504,주연의료기,2026-03-05 10:54:58,I,2026-03-07 00:20:02,,389334.505078311,222503.614504711,,,47.69,,,주연의료기_경상남도양산시하북면초산리***
20,의료기기판매(임대)업,01_02_03_P,4080000,PHMG120264080023047000002,2026-03-03,,1,영업/정상,13,영업중,,,,,,,,경기도 안성시 당왕동 *** 안성 당왕지구 삼정 그린코아 더베스트,"경기도 안성시 고수*로 **, ***동 ***호 (당왕동, 안성 당왕지구 삼정 그린코아 더베스트)",17568,다이클로 안성삼정그린점,2026-03-03 15:18:25,I,2026-03-05 00:20:02,,223238.892329876,390764.370324808,,,32.5,,,다이클로안성삼정그린점_경기도안성시당왕동***안성당왕지구삼정그린코아더베스트
128,의료기기판매(임대)업,01_02_03_P,5670000,PHMG120265670554047000010,2026-03-03,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 의창구 명서동 ** 두산위브아파트,"경상남도 창원시 의창구 도계로 ***, ***-*호 (명서동, 두산위브아파트)",51170,세명 의료기 상사,2026-03-04 14:49:12,I,2026-03-06 00:20:02,,349592.74182334,196068.969651688,,,,,,세명의료기상사_경상남도창원시의창구명서동**두산위브아파트
