번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),목재생산업구분코드명,목재생산업종류명,취급목재제품,인력보유현황,년간생산량,자본금,상태구분명,Unnamed: 35,record_key
147,원목생산업,09_27_02_P,4160000,416000090202400003,2025-07-07,,1,영업/정상,1,정상,,,,,,,,경기도 가평군 가평읍 읍내리 460,"경기도 가평군 가평읍 연인2길 12, 순영빌라 207호",12418,***,2026-02-06 17:18:36,U,2026-02-08 02:40:00,,245022.798082033,480967.478779119,원목생산업,2종,"원목, 펄프재",1명,0,10,영업,,***_경기도가평군가평읍읍내리460
94,원목생산업,09_27_02_P,5420000,542000090202500002,2025-06-27,,1,영업/정상,1,정상,,,,,,,,경상남도 고성군 고성읍 죽계리 202-11,경상남도 고성군 고성읍 우산4길 6,52930,주식회사 푸른솔,2026-02-04 13:17:44,U,2026-02-06 02:40:00,,322106.997472966,168146.250998988,원목생산업,2종,"편백, 삼나무, 소나무 등",2명,0,300,영업,,주식회사푸른솔_경상남도고성군고성읍죽계리202-11
91,원목생산업,09_27_02_P,5420000,542000090202000003,2025-06-23,,1,영업/정상,1,정상,,,,,,,,경상남도 고성군 동해면 내산리 535-1,경상남도 고성군 동해면 조선특구로 1863,52918,***,2026-02-04 13:15:21,U,2026-02-06 02:40:00,,333116.302351867,173201.581332751,원목생산업,2종,"편백, 소나무류, 참나무류, 기타 활엽수",,0,0,영업,,***_경상남도고성군동해면내산리535-1
314,원목생산업,09_27_02_P,3680000,368000090202500001,2025-04-22,,1,영업/정상,1,정상,,,,,,,,대전광역시 대덕구 오정동 449-12,"대전광역시 대덕구 한남로 115, 2층 (오정동)",34435,태산임업,2026-02-11 11:24:00,U,2026-02-13 02:40:00,,237357.006616173,316538.174899033,원목생산업,2종,"원목, 미이용 산림바이오매스",1,0,10,영업,,태산임업_대전광역시대덕구오정동449-12
315,원목생산업,09_27_02_P,5710000,571000090202500002,2025-03-31,,2,휴업,2,휴업,,,,,,,,충청북도 청주시 흥덕구 가경동 1554 태경빌딩,"충청북도 청주시 흥덕구 가경로 8-1, 태경빌딩 5층 5464호 (가경동)",28409,***,2026-02-11 11:00:21,U,2026-02-13 02:40:00,,239656.578868217,346277.541044043,원목생산업,2종,,원목생산업과정 교육수료(전시균),0,10,휴업,,***_충청북도청주시흥덕구가경동1554태경빌딩
138,원목생산업,09_27_02_P,5360000,536000090202500002,2025-03-07,,1,영업/정상,1,정상,,,,,,,,경상남도 밀양시 부북면 춘화리 419-1,경상남도 밀양시 부북면 춘화로 348,50402,(주)케이포레스트리,2026-02-05 14:32:37,U,2026-02-07 02:40:00,,356632.940084252,226565.460967895,원목생산업,2종,원목 생산,박성희,5000,10,영업,,(주)케이포레스트리_경상남도밀양시부북면춘화리419-1
202,원목생산업,09_27_02_P,5360000,536000090202500001,2025-02-18,,1,영업/정상,1,정상,,,,,055-356-3738,,,경상남도 밀양시 교동 861-2,"경상남도 밀양시 밀양대로 2124, 주식회사 숲아리랑 (교동)",50421,주식회사 케이우드,2026-02-09 09:12:12,U,2026-02-11 02:40:00,,359199.064679482,224107.059688766,원목생산업,1종,원목 생산,,0,0,영업,,주식회사케이우드_경상남도밀양시교동861-2
95,원목생산업,09_27_02_P,5110000,511000090202500001,2025-01-31,,1,영업/정상,1,정상,,,,,,,,경상북도 상주시 서곡동 70-1,경상북도 상주시 식산로 119 (서곡동),37243,***,2026-02-03 15:22:00,U,2026-02-06 02:40:00,,305896.420027865,323549.361358229,원목생산업,2종,원목,원목생산산업과정 이수(강형수),0,10,영업,,***_경상북도상주시서곡동70-1
259,원목생산업,09_27_02_P,5080000,508000090202500001,2025-01-10,,3,폐업,3,폐업,,,,,,,,경상북도 구미시 송정동 447-2,"경상북도 구미시 구미중앙로42길 5-66, 송정동 3층 33호 (송정동)",39271,주식회사 태성임업,2026-02-10 14:22:35,U,2026-02-12 02:40:00,,321756.407245933,291848.485397961,원목생산업,1종,,,0,0,폐업,,주식회사태성임업_경상북도구미시송정동447-2
152,원목생산업,09_27_02_P,5310000,531000090202400001,2024-12-11,,1,영업/정상,1,정상,,,,,055-755-7474,,,경상남도 진주시 상대동 288-11,"경상남도 진주시 솔밭로 141, 2층 (상대동)",52788,주식회사 서평임산,2026-02-08 17:45:03,U,2026-02-10 02:40:00,,300727.054393613,187512.202831313,원목생산업,1종,"활엽수, 소나무",산림경영기술자 기술초급 2인,5000,93,영업,,주식회사서평임산_경상남도진주시상대동288-11
96,원목생산업,09_27_02_P,4850000,485000090202400006,2024-12-10,,1,영업/정상,1,정상,,,,,070-7864-1025,,,전라남도 담양군 창평면 창평리 189,전라남도 담양군 창평면 시동길 14,57389,유한회사 초록산림,2026-02-03 14:01:46,U,2026-02-06 02:40:00,,201308.420452212,193081.795037705,원목생산업,1종,일반제재용,,30000,150,영업,,유한회사초록산림_전라남도담양군창평면창평리189
97,원목생산업,09_27_02_P,4820000,482000090202400001,2024-11-21,,1,영업/정상,1,정상,,,,,,,,전라남도 순천시 인제동 370-2,"전라남도 순천시 장평6길 17, 101호 (인제동)",57959,주식회사 산청임업,2026-02-04 15:30:22,U,2026-02-06 02:40:00,,244933.392415098,160883.311173027,원목생산업,2종,,,0,10,영업,,주식회사산청임업_전라남도순천시인제동370-2
32,원목생산업,09_27_02_P,4460000,446000090202400002,2024-09-20,,2,휴업,2,휴업,,,,,,,,충청북도 괴산군 문광면 송평리 605,충청북도 괴산군 문광면 괴산로 3419-9,28057,벌목우죽뿌리,2026-02-04 10:59:49,U,2026-02-06 02:40:00,,269434.664263794,365689.570148594,원목생산업,2종,원목,,0,0,휴업,,벌목우죽뿌리_충청북도괴산군문광면송평리605
31,원목생산업,09_27_02_P,4460000,446000090202400001,2024-09-10,,1,영업/정상,1,정상,,,,,,,,충청북도 괴산군 사리면 화산리 671,충청북도 괴산군 사리면 화산재로2길 63-11,28047,문화임산,2026-02-04 10:58:04,U,2026-02-06 02:40:00,,264931.267370643,367772.975094367,원목생산업,2종,원목,,0,0,영업,,문화임산_충청북도괴산군사리면화산리671
149,원목생산업,09_27_02_P,5700000,570000090202400003,2024-08-27,,1,영업/정상,1,정상,,,,,,,,경기도 여주시 대신면 계림리 345-2,경기도 여주시 대신면 대신2로 407,12609,가람임업(김명순),2026-02-08 17:13:13,U,2026-02-10 02:40:00,,252312.438450227,434336.479509379,원목생산업,2종,벌채,김명순,5000,10,영업,,가람임업(김명순)_경기도여주시대신면계림리345-2
337,원목생산업,09_27_02_P,5690000,569000090202400002,2024-05-28,,1,영업/정상,1,정상,,,,,,,,세종특별자치시 연서면 성제리 206-2,세종특별자치시 연서면 도신고복로 1218-39,30043,아름다운조경,2026-02-12 13:55:11,U,2026-02-14 02:40:00,,223101.051196128,343683.080760093,원목생산업,2종,,,0,0,영업,,아름다운조경_세종특별자치시연서면성제리206-2
81,원목생산업,09_27_02_P,5210000,521000090202400001,2024-03-27,,1,영업/정상,1,정상,,,,,,,,경상북도 성주군 용암면 대봉리 487,경상북도 성주군 용암면 대송로 92,40049,케이씨바이오칩주식회사성주사업소,2026-02-03 20:41:04,U,2026-02-06 02:40:00,,316499.424599161,260740.496516055,원목생산업,2종,원목,,0,0,영업,,케이씨바이오칩주식회사성주사업소_경상북도성주군용암면대봉리487
71,원목생산업,09_27_02_P,4671000,467100090202400001,2024-01-23,,1,영업/정상,1,정상,,,,,,,,전북특별자치도 군산시 소룡동 98 공단주유소,"전북특별자치도 군산시 외항6길 6, 공단주유소 (소룡동)",54008,대송임업,2026-02-04 13:27:33,U,2026-02-06 02:40:00,,167472.84538667,274519.670741026,원목생산업,2종,원목,,0,0,영업,,대송임업_전북특별자치도군산시소룡동98공단주유소
187,원목생산업,09_27_02_P,5670000,567000090202400001,2024-01-19,,1,영업/정상,1,정상,,,,,,,,경상남도 창원시 진해구 안골동 351-8 씨티빌,"경상남도 창원시 진해구 안청남로6번길 10-1, 씨티빌 (안골동)",51609,창원임업,2026-02-09 16:21:07,U,2026-02-11 02:40:00,,364364.552354943,179411.910271335,원목생산업,1종,원목,"정명서, 정용권",0,50,영업,,창원임업_경상남도창원시진해구안골동351-8씨티빌
141,원목생산업,09_27_02_P,4160000,416000090202300005,2023-12-11,,1,영업/정상,1,정상,,,,,,,,경기도 가평군 가평읍 읍내리 95,경기도 가평군 가평읍 잎너비길 17-74,12411,***,2026-02-06 17:10:08,U,2026-02-08 02:40:00,,244777.782335992,483169.085116235,원목생산업,2종,"국산목재, 펄프목",,0,0,영업,,***_경기도가평군가평읍읍내리95
142,원목생산업,09_27_02_P,4160000,416000090202300006,2023-12-11,,1,영업/정상,1,정상,,,,,,,,경기도 가평군 가평읍 대곡리 402-1 가평선힐아파트,"경기도 가평군 가평읍 문화로 63, 102동 602호 (가평선힐아파트)",12416,***,2026-02-06 17:13:28,U,2026-02-08 02:40:00,,244863.2919226,479689.491314225,원목생산업,2종,"원목, 펄프목",,0,0,영업,,***_경기도가평군가평읍대곡리402-1가평선힐아파트
140,원목생산업,09_27_02_P,4160000,416000090202300003,2023-12-11,,3,폐업,3,폐업,,,,,,,,경기도 가평군 설악면 엄소리 80-1,"경기도 가평군 설악면 묵안로 219-15, 101호",12470,***,2026-02-06 16:58:08,U,2026-02-08 02:40:00,,244092.158584851,460698.139195132,원목생산업,1종,"소나무류, 활엽수류",,0,0,폐업,,***_경기도가평군설악면엄소리80-1
304,원목생산업,09_27_02_P,5470000,547000090202300001,2023-11-29,,1,영업/정상,1,정상,,,,,,,,경상남도 거창군 거창읍 대평리 1055-5,"경상남도 거창군 거창읍 대평3길 51, 백두빌 202호",50145,행복목재,2026-02-11 17:11:10,U,2026-02-13 02:40:00,,283275.53828174,243162.0438421,원목생산업,2종,원목,,5000,10,영업,,행복목재_경상남도거창군거창읍대평리1055-5
249,원목생산업,09_27_02_P,5100000,510000090202300004,2023-10-12,,1,영업/정상,1,정상,,,,,,,,경상북도 영천시 청통면 우천리 1012-5,경상북도 영천시 청통면 청통로 296,38872,***,2026-02-10 10:05:04,U,2026-02-12 02:40:00,,367671.688779635,278153.894337463,원목생산업,2종,제재목,강창규,0,0,영업,,***_경상북도영천시청통면우천리1012-5
257,원목생산업,09_27_02_P,5100000,510000090202300003,2023-09-26,,1,영업/정상,1,정상,,,,,,,,경상북도 영천시 야사동 178-29,경상북도 영천시 호국로 54-1 (야사동),38860,영남임업,2026-02-10 09:45:57,U,2026-02-12 02:40:00,,375272.358115428,276510.386301202,원목생산업,2종,일반제재,김정훈,0,0,영업,,영남임업_경상북도영천시야사동178-29
195,원목생산업,09_27_02_P,5670000,567000090202300004,2023-08-24,,1,영업/정상,1,정상,,,,,055-339-4460,,,경상남도 창원시 마산회원구 내서읍 삼계리 254-1 청남우노프라자,"경상남도 창원시 마산회원구 내서읍 광려로 41, 청남우노프라자 3층 303호",51240,금호그린바이오창원주식회사,2026-02-09 16:18:26,U,2026-02-11 02:40:00,,336753.489657903,192540.098729095,원목생산업,2종,원목,이장섭,5000,300,영업,,금호그린바이오창원주식회사_경상남도창원시마산회원구내서읍삼계리254-1청남우노프라자
78,원목생산업,09_27_02_P,4920000,492000090202300001,2023-08-18,,1,영업/정상,1,정상,,,,,,,,전라남도 강진군 작천면 이남리 488-1,전라남도 강진군 작천면 효동2길 5,59216,수인산업,2026-02-04 21:42:19,U,2026-02-06 02:40:00,,182240.706858562,133608.879672175,원목생산업,2종,,,5000,10,영업,,수인산업_전라남도강진군작천면이남리488-1
238,원목생산업,09_27_02_P,5100000,510000090202300001,2023-08-14,,1,영업/정상,1,정상,,,,,,,,경상북도 영천시 북안면 내포리 289-1,경상북도 영천시 북안면 대경로 2639,38907,주식회사 지승,2026-02-10 09:43:42,U,2026-02-12 02:40:00,,381916.751154136,271147.144722237,원목생산업,2종,,,0,0,영업,,주식회사지승_경상북도영천시북안면내포리289-1
80,원목생산업,09_27_02_P,4820000,482000090202300001,2023-06-30,,1,영업/정상,1,정상,,,,,,,,전라남도 순천시 주암면 창촌리 280-1,전라남도 순천시 주암면 동주로 2485,57911,대남원목,2026-02-04 15:27:22,U,2026-02-06 02:40:00,,225137.11195918,173487.264158859,원목생산업,2종,"소나무류, 활엽수류, 특수목 등",,5000,10,영업,,대남원목_전라남도순천시주암면창촌리280-1
20,원목생산업,09_27_02_P,5440000,544000090202300001,2023-06-29,,3,폐업,3,폐업,,,,,,,,경상남도 하동군 금성면 갈사리 628 하동해양파크빌,"경상남도 하동군 금성면 산업로 485, 105동 408호 (하동해양파크빌)",52355,주식회사 신일산림입업,2026-02-02 10:36:25,U,2026-02-04 02:40:00,,270646.259117096,162546.248409546,원목생산업,2종,원목(국산재),,0,0,폐업,,주식회사신일산림입업_경상남도하동군금성면갈사리628하동해양파크빌
89,원목생산업,09_27_02_P,4890000,489000090202300003,2023-04-14,,1,영업/정상,1,정상,,,,,,,,전라남도 보성군 문덕면 운곡리 421-4,전라남도 보성군 문덕면 송재로 2512,59400,대설원목,2026-02-03 11:30:16,U,2026-02-06 02:40:00,,216352.3403442,159770.751556476,원목생산업,2종,"소나무,잡목(펄프)",,0,0,영업,,대설원목_전라남도보성군문덕면운곡리421-4
193,원목생산업,09_27_02_P,3820000,382000090202200001,2022-12-23,,1,영업/정상,1,정상,,,,,,,,경기도 의정부시 가능동 227-1,"경기도 의정부시 호국로 1168-1, 2층 (가능동)",11660,수빈임업,2026-02-09 16:01:35,U,2026-02-11 02:40:00,,202902.179621462,471169.202697602,원목생산업,2종,"리기다소나무, 낙엽송 등",,5301,0,영업,,수빈임업_경기도의정부시가능동227-1
347,원목생산업,09_27_02_P,5690000,569000090202200004,2022-12-20,,1,영업/정상,1,정상,,,,,,,,세종특별자치시 조치원읍 남리 423-1,세종특별자치시 조치원읍 장안길 113,30035,서진임업,2026-02-13 09:11:31,U,2026-02-15 02:40:00,,226869.736009806,343856.896134162,원목생산업,2종,"화목,펄프",교육이수,5000,11,영업,,서진임업_세종특별자치시조치원읍남리423-1
29,원목생산업,09_27_02_P,4890000,489000090202200001,2022-11-29,,1,영업/정상,1,정상,,,,,,,,전라남도 보성군 미력면 반룡리 24,전라남도 보성군 미력면 소룡길 104,59443,푸른소룡,2026-02-03 11:21:37,U,2026-02-06 02:40:00,,210241.750173867,142799.450939837,원목생산업,2종,"소나무,참나무,오리나무류",,0,0,영업,,푸른소룡_전라남도보성군미력면반룡리24
241,원목생산업,09_27_02_P,5310000,531000090202200005,2022-11-22,,1,영업/정상,1,정상,,,,,,,,경상남도 진주시 충무공동 287-6,"경상남도 진주시 에나로 146, 1401호 (충무공동)",52856,에프엔이 주식회사,2026-02-10 10:00:10,U,2026-02-12 02:40:00,,304189.722820889,186983.743346729,원목생산업,2종,원목,,0,0,영업,,에프엔이주식회사_경상남도진주시충무공동287-6
311,원목생산업,09_27_02_P,5690000,569000090202200003,2022-11-09,,1,영업/정상,1,정상,,,,,,,,세종특별자치시 종촌동 640 가재마을4단지,"세종특별자치시 도움3로 160, 407동 23층 3호 (종촌동, 가재마을4단지)",30064,세종임업,2026-02-11 17:19:22,U,2026-02-13 02:40:00,,221718.165889086,333998.543373303,원목생산업,2종,"펄프, 화목",교육이수,10000000,10,영업,,세종임업_세종특별자치시종촌동640가재마을4단지
73,원목생산업,09_27_02_P,4820000,482000090202200002,2022-11-04,,1,영업/정상,1,정상,,,,,0617451878,,,전라남도 순천시 가곡동 1037-3,전라남도 순천시 고지5길 11 (가곡동),57924,주식회사 다솔임업,2026-02-04 15:28:56,U,2026-02-06 02:40:00,,244152.476648589,165105.991814553,원목생산업,1종,,"산림경영기술 기술중급, 기술초급, 산림경영기술 기능1급",0,50,영업,,주식회사다솔임업_전라남도순천시가곡동1037-3
70,원목생산업,09_27_02_P,4460000,446000090202200002,2022-10-05,,1,영업/정상,1,정상,,,,,,,,충청북도 괴산군 칠성면 쌍곡리 187-4,충청북도 괴산군 칠성면 쌍곡로4길 29,28021,농업회사법인시원,2026-02-04 10:56:08,U,2026-02-06 02:40:00,,281313.152478081,359115.144880124,원목생산업,2종,원목,,0,0,영업,,농업회사법인시원_충청북도괴산군칠성면쌍곡리187-4
256,원목생산업,09_27_02_P,5310000,531000090202200001,2022-07-26,,3,폐업,3,폐업,,,,,,,,경상남도 진주시 충무공동 289-4 토원빌딩,"경상남도 진주시 에나로128번길 26, 토원빌딩 803호 (충무공동)",52856,바이오에너지웍스 주식회사,2026-02-10 10:00:46,U,2026-02-12 02:40:00,,304172.681102501,186882.813409717,원목생산업,2종,폐업,,0,0,폐업,,바이오에너지웍스주식회사_경상남도진주시충무공동289-4토원빌딩
77,원목생산업,09_27_02_P,4460000,446000090202200001,2022-07-12,,1,영업/정상,1,정상,,,,,,,,충청북도 괴산군 장연면 오가리 581-2,충청북도 괴산군 장연면 미선로당아재길 43,28009,***,2026-02-04 10:55:51,U,2026-02-06 02:40:00,,284889.20162871,368648.043212508,원목생산업,2종,원목,,0,0,영업,,***_충청북도괴산군장연면오가리581-2
151,원목생산업,09_27_02_P,5700000,570000090202200001,2022-02-22,,1,영업/정상,1,정상,,,,,,,,경기도 여주시 연양동 380-14,경기도 여주시 연양길 159-20 (연양동),12634,송림임업(정신수),2026-02-08 16:56:16,U,2026-02-10 02:40:00,,258742.578147058,421034.303989137,원목생산업,2종,잡목 등,산림기능사 1급,0,10,영업,,송림임업(정신수)_경기도여주시연양동380-14
