"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자산규모","부채총액","자본금","판매방식명",
"45","전화권유판매업","08_26_03_P","3940000","2026410012524200003","2021-07-19","","03","폐업","03","폐업처리","2026-02-10","","","","02-318-2540","","","경기도 고양시 일산서구 대화동 **** 킨텍스 꿈에그린","경기도 고양시 일산서구 킨텍스로 ***, ****호 *호 (대화동)","10391","프로이데아홀딩스 주식회사","2026-02-10 16:55:59","I","2026-02-12 00:20:02","","177925.172169511","462673.381313058","97966875000","66329162000","31637712900","",
"46","전화권유판매업","08_26_03_P","3220000","2026322024924200004","2023-12-21","","01","영업/정상","01","정상영업","","","","","02-761-8886","","","서울특별시 강남구 역삼동 ***-**","서울특별시 강남구 테헤란로**길 **, *층 (역삼동)","06148","주식회사 시우씨앤아이건설","2026-02-10 14:16:34","U","2026-02-12 02:40:00","","204012.648415938","444754.375313877","339699840","544928830","20000000","",
"47","전화권유판매업","08_26_03_P","3220000","2022322024924200030","2022-12-23","","01","영업/정상","01","정상영업","","","","","02-562-0694","","","서울특별시 강남구 역삼동 ***-* KT영동지사, 신라 스테이호텔","서울특별시 강남구 언주로 ***, 케이티강남아이디씨 지하*층 (역삼동)","06139","(주)콘텐츠브릿지","2026-02-10 07:30:21","U","2026-02-12 02:40:00","","203578.799034139","444715.394917107","11884050400","1506776060","150000000","",
"48","전화권유판매업","08_26_03_P","3170000","2020317023524200033","2020-12-14","","01","영업/정상","01","정상영업","","","","","070-7336-7921","","","서울특별시 금천구 독산동 ***-* 엘지유플러스 독산사옥","서울특별시 금천구 시흥대로 ***, 엘지유플러스 독산사옥 **층 (독산동)","08531","주식회사  씨브이파트너스","2026-02-10 10:38:54","U","2026-02-12 02:40:00","","190917.029334959","441578.336428922","3000000000","0","3000000000","",
"49","전화권유판매업","08_26_03_P","3160000","2019316015924200014","2019-05-13","","01","영업/정상","01","정상영업","","","","","02-865-0100","","","서울특별시 구로구 구로동 ***-* 대륭포스트타워*차","서울특별시 구로구 디지털로 ***, 대륭포스트타워*차 **층 ****호 (구로동)","08390","(주)프리미어플랜","2026-02-11 15:17:31","U","2026-02-13 02:40:00","","190680.536850936","442392.645303533","246236656","138914784","50000000","",
"50","전화권유판매업","08_26_03_P","3540000","2026354016124200002","2026-01-26","","01","영업/정상","01","정상영업","","","","","","","","인천광역시 부평구 부평동 ***-**","인천광역시 부평구 부흥로***번길 *, *층 (부평동)","21379","다쏜다 넘버원정보통신점","2026-02-11 14:13:26","U","2026-02-13 02:40:00","","175309.162522472","444128.006782153","0","0","0","",
"51","전화권유판매업","08_26_03_P","3520000","2026352023324200001","2023-01-16","","01","영업/정상","01","정상영업","","","","","1644-2863","","","인천광역시 연수구 송도동 **-* 송도 센트로드","인천광역시 연수구 인천타워대로 ***, 송도 센트로드 에이동 **층 아이***호 (송도동)","22007","주식회사 웨이디","2026-02-11 14:39:38","U","2026-02-13 02:40:00","","167146.853558482","433106.400418521","1000000","0","1000000","",
"52","전화권유판매업","08_26_03_P","6510000","2026651024424200001","2026-01-12","","01","영업/정상","01","정상영업","","","","","","","","제주특별자치도 제주시 용담이동 ***-** 한양아트빌딩","제주특별자치도 제주시 용문로**길 *, 한양아트빌딩 *층B층 ***-*호 (용담이동)","63160","포스삼촌","2026-02-11 16:04:13","U","2026-02-13 02:40:00","","154260.074631949","1357.29118872854","0","0","0","",
"53","전화권유판매업","08_26_03_P","3660000","2026366021524200003","2026-02-12","","01","영업/정상","01","정상영업","","","","","","","","대전광역시 서구 가장동 ** 삼성 래미안아파트","대전광역시 서구 가장로 ***, ***동 ****호 (가장동, 삼성 래미안아파트)","35297","주식회사 태평양컴퍼니","2026-02-12 14:21:40","I","2026-02-14 00:20:02","","234402.930182388","314817.476955104","1000000","0","1000000","",
"54","전화권유판매업","08_26_03_P","3030000","2026303010324200003","2026-02-12","","01","영업/정상","01","정상영업","","","","","1644-7839","","","서울특별시 성동구 성수동*가 ***-** 더리브 세종타워","서울특별시 성동구 아차산로 ***, 더리브 세종타워 **층 ****, ****, ****, ****, ****호 (성수동*가)","04783","디오너스골프멤버십(주)","2026-02-12 15:56:32","I","2026-02-14 00:20:02","","205076.420527132","449018.135624378","946991810","1052794050","5000000","",
"55","전화권유판매업","08_26_03_P","3150000","2026315020024200002","2026-02-12","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 강서구 마곡동 ***-* 보타닉파크타워*","서울특별시 강서구 공항대로 ***, 보타닉파크타워* *동 *층 ***, ***호 (마곡동)","07802","애드 플러스","2026-02-12 19:22:56","I","2026-02-14 00:20:02","","185032.421148111","450836.071292455","0","0","0","",
"56","전화권유판매업","08_26_03_P","3860000","2026388100624200001","2026-02-12","","01","영업/정상","01","정상영업","","","","","032-655-0604","","","경기도 부천시 소사구 심곡본동 ***-**","경기도 부천시 소사구 경인로***번길 **, *층 (심곡본동)","14716","주식회사 한결이엔씨","2026-02-12 10:43:32","I","2026-02-14 00:20:02","","180359.863635148","441982.80154184","873308610","499748160","373560480","",
"57","전화권유판매업","08_26_03_P","3700000","2019370014624200003","2019-06-28","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","052-947-0100","","","울산광역시 남구 삼산동 ****번지 **호","울산광역시 남구 삼산로***번길 **, *층 (삼산동)","44719","주식회사 명일부동산","2026-02-12 21:59:24","U","2026-02-14 02:40:00","","411931.999067014","228965.932334418","0","0","10000000","",
"58","전화권유판매업","08_26_03_P","3500000","2022350013224200001","2022-04-11","","03","폐업","03","폐업처리","2026-02-15","","","","","","","인천광역시 동구 송림동 *** 인천산업용품유통단지","인천광역시 동구 방축로**번길 **, 인천산업용품유통단지 *동 ***호 (송림동)","22530","파워솔루션","2026-02-12 16:24:44","U","2026-02-14 02:40:00","","169424.109924844","442692.722669138","0","0","0","",
"59","전화권유판매업","08_26_03_P","3210000","2007321012124200007","2007-08-22","","01","영업/정상","01","정상영업","","","","","025842430","","","서울특별시 서초구 서초동 ****-* G*센트럴프라자","서울특별시 서초구 서초중앙로**길 **, G*센트럴프라자 *층 ***호 (서초동)","06601","(주)파인스태프","2026-02-12 11:22:19","U","2026-02-14 02:40:00","","201386.338220173","443689.075119969","580462910","380036320","150000000","",
"60","전화권유판매업","08_26_03_P","3160000","2026316015924200001","2026-02-13","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 구로구 구로동 ***-* 제이앤케이디지털타워","서울특별시 구로구 디지털로**길 ***, 제이앤케이디지털타워 *동 *층 ***호 (구로동)","08390","디벨라이즈 주식회사","2026-02-13 14:06:45","I","2026-02-15 00:20:02","","190822.851419439","442253.132895893","28000000","0","28000000","",
"61","전화권유판매업","08_26_03_P","3980000","2026398012924200002","2026-02-13","","01","영업/정상","01","정상영업","","","","","","","","경기도 구리시 수택동 ***-*","경기도 구리시 검배로 *, *층 ***호 (수택동)","11929","온라인키워드센타","2026-02-13 16:49:49","I","2026-02-15 00:20:02","","212477.064671374","455359.058651405","5000000","0","5000000","",
"62","전화권유판매업","08_26_03_P","3540000","2026354016124200005","2026-02-13","","01","영업/정상","01","정상영업","","","","","1544-7376","","","인천광역시 부평구 십정동 ***-**","인천광역시 부평구 아트센터로**번길 *, *층 비***호 (십정동)","21437","주식회사 세이프컨설팅","2026-02-13 16:07:52","I","2026-02-15 00:20:02","","173697.821148632","441125.497252916","1000000","0","1000000","",
"63","전화권유판매업","08_26_03_P","3540000","2026354016124200004","2026-02-13","","01","영업/정상","01","정상영업","","","","","1544-7376","","","인천광역시 부평구 십정동 ***-**","인천광역시 부평구 아트센터로**번길 *, *층 B***호 (십정동)","21437","세이프컨설팅","2026-02-13 14:24:58","I","2026-02-15 00:20:02","","173697.821148632","441125.497252916","0","0","0","",
"64","전화권유판매업","08_26_03_P","3910000","2024391041824200002","2024-10-14","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","경기도 평택시 비전동 *** 시대한우리아파트","경기도 평택시 문화촌로 **, ***동 ****호 (비전동, 시대한우리아파트)","17871","이온시너지","2026-02-13 09:53:32","U","2026-02-15 02:40:00","","210225.9716222","388465.381033077","0","0","0","",
"65","전화권유판매업","08_26_03_P","3910000","2020391035824200001","2020-08-13","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","경기도 평택시 비전동 *** 엘지덕동아파트","경기도 평택시 평택*로 ***, 상가동 ***호 (비전동, 엘지덕동아파트)","17883","해든 통신","2026-02-13 09:53:11","U","2026-02-15 02:40:00","","209257.423291679","388528.125695778","0","0","0","",
"66","전화권유판매업","08_26_03_P","3130000","2026313027824200001","2026-02-10","","01","영업/정상","01","정상영업","","","","","027944574","","","서울특별시 마포구 상암동 **** DMC첨단산업센터","서울특별시 마포구 성암로 ***, DMC첨단산업센터 C동 *층 ***,***,***호 (상암동)","03920","주식회사 서경산업","2026-02-12 09:39:48","U","2026-02-15 02:40:00","","189855.433985731","453614.583448105","9142762500","4752170500","300000000","",
"67","전화권유판매업","08_26_03_P","3910000","2021391039724200003","2021-03-16","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","070-5033-7376","","","경기도 평택시 용이동 ***-*","경기도 평택시 현촌*길 *-**, 신성빌딩 제A동 *층 (용이동)","17869","(CL)컴퍼니","2026-02-13 09:55:38","U","2026-02-15 02:40:00","","211846.816331383","388743.44834969","0","0","0","",
"68","전화권유판매업","08_26_03_P","3910000","2021391039724200001","2021-01-25","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","031-656-8888","","","경기도 평택시 비전동 ***","경기도 평택시 평택*로 **, *층 (비전동)","17899","주식회사 평택행정고시학원","2026-02-13 09:52:47","U","2026-02-15 02:40:00","","208943.262983541","387872.539942823","223964672","207374928","10000000","",
