번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),실험실면적,사업장구분명,영업소면적,위탁업체명,실험실지역코드,실험실우편번호,실험실산,실험실번지,실험실호,실험실통,실험실반,실험실특수주소,실험실특수주소동,실험실특수주소호,실험실도로명주소시군구코드,실험실도로명주소읍면동코드,실험실도로명주소읍면동구분,실험실도로명주소코드,실험실도로명특수주소,실험실도로명주소건물층구분,실험실도로명주소건물본번호,실험실도로명주소건물부번호,실험실도로명주소우편번호,Unnamed: 51,record_key
18,환경측정대행업,09_30_17_P,6440000,644000008202400006,2026-03-03,,1,영업/정상,N,신규,,,,,,,32827,충청남도 계룡시 금암동 72-4 반석빌딩,"충청남도 계룡시 계룡대로 245, 반석빌딩 3층 (금암동)",32827,중부환경기술 주식회사,2026-03-03 15:08:00,U,2026-03-05 02:40:00,,223241.298303936,307571.224960624,0.0,측정대행업,0,,4425010100.0,32827.0,0.0,72.0,4.0,,,반석빌딩,,,44250.0,4425010100.0,1.0,3015015.0,반석빌딩,0.0,245.0,0.0,32827.0,,중부환경기술주식회사_충청남도계룡시금암동72-4반석빌딩
16,환경측정대행업,09_30_17_P,6460000,646000008202300070,2026-03-03,,1,영업/정상,N,신규,,,,,,,57814,전라남도 광양시 태인동 125-53,"전라남도 광양시 용지길 27, 2,3층(태인동)",57814,(주)에어릭스클린엔텍,2026-03-03 16:20:54,U,2026-03-05 02:40:00,,269047.069714421,160692.652054496,0.0,측정대행업,0,,4623010900.0,57814.0,0.0,125.0,53.0,,,,,,46230.0,4623010900.0,1.0,4655375.0,,0.0,27.0,0.0,57814.0,,(주)에어릭스클린엔텍_전라남도광양시태인동125-53
15,환경측정대행업,09_30_17_P,6460000,646000008202200013,2026-03-03,,1,영업/정상,N,신규,,,,,,,59626,전라남도 여수시 둔덕동 산 96-1 전남대학교여수캠퍼스 산학연구동 507호,"전라남도 여수시 대학로 50, 전남대학교여수캠퍼스 산학연구동 507호(둔덕동)",59626,정하주식회사,2026-03-03 16:21:40,U,2026-03-05 02:40:00,,263800.131034361,142023.721010352,0.0,측정대행업,0,,4613012300.0,59626.0,1.0,96.0,1.0,,,전남대학교여수캠퍼스,산학연구,508,46130.0,4613012300.0,1.0,3282014.0,전남대학교여수캠퍼스,0.0,50.0,0.0,59626.0,,정하주식회사_전라남도여수시둔덕동산96-1전남대학교여수캠퍼스산학연구동507호
11,환경측정대행업,09_30_17_P,6440000,644000008202100003,2026-03-03,,1,영업/정상,N,신규,,,,,,,31709,충청남도 당진시 송산면 가곡리 386-38 1동,"충청남도 당진시 송산면 참샘물길 50, 1동",31709,(주)선진환경연구원,2026-03-03 15:09:55,U,2026-03-05 02:40:00,,171329.790728902,385807.528933249,0.0,측정대행업,0,,4427039033.0,31709.0,0.0,386.0,38.0,,,,1,,44270.0,4427039033.0,0.0,4595612.0,,0.0,50.0,0.0,31709.0,,(주)선진환경연구원_충청남도당진시송산면가곡리386-381동
8,환경측정대행업,09_30_17_P,6300000,630000008202200001,2026-03-03,,1,영업/정상,N,신규,,,,,,,34574,대전광역시 동구 가양동 429-7,"대전광역시 동구 동대전로 309, 1.6층 (가양동)",34574,(주)케미,2026-03-03 18:22:26,U,2026-03-05 02:40:00,,239738.615994589,316465.057620824,0.0,측정대행업,0,,3011011400.0,34574.0,0.0,429.0,7.0,,,,,,30110.0,3011011400.0,1.0,3164009.0,,0.0,309.0,0.0,34574.0,,(주)케미_대전광역시동구가양동429-7
7,환경측정대행업,09_30_17_P,6300000,630000008202200005,2026-03-03,,1,영업/정상,N,신규,,,,,,,34705,대전광역시 동구 낭월동 612번지,"대전광역시 동구 산내로1287번길 5, 5층 (낭월동)",34705,(주)새롬환경,2026-03-03 18:25:41,U,2026-03-05 02:40:00,,242033.364681059,308727.411078562,0.0,측정대행업,0,,3011013600.0,34705.0,0.0,612.0,0.0,,,,,,30110.0,3011013600.0,1.0,4292278.0,,0.0,5.0,0.0,34705.0,,(주)새롬환경_대전광역시동구낭월동612번지
5,환경측정대행업,09_30_17_P,6540000,654000008202400026,2026-03-03,,1,영업/정상,N,신규,,,,,,,,전북특별자치도 군산시 소룡동 1659번지 전북인력개발원,"전북특별자치도 군산시 동장산로 119, 전북인력개발원(소룡동)",,케이에스환경(주),2026-03-03 17:47:02,U,2026-03-05 02:40:00,,,,0.0,측정대행업,0,,,,,,,,,,,,,,,,,,,,,,케이에스환경(주)_전북특별자치도군산시소룡동1659번지전북인력개발원
3,환경측정대행업,09_30_17_P,6500000,650000008200800002,2026-03-03,,1,영업/정상,N,신규,,,,,,,,,제주시 연삼로 366,63222,제주환경개발(주),2026-03-03 16:17:08,U,2026-03-05 02:40:00,,156409.778910443,-284.535056692642,126.7,측정대행업,0,,,,,,,,,,,,50110.0,5011012900.0,1.0,3349137.0,,0.0,366.0,,63222.0,,제주환경개발(주)_
1,환경측정대행업,09_30_17_P,6300000,630000008202600001,2026-03-02,,1,영업/정상,N,신규,,,,,,,34574,대전광역시 동구 가양동 429-7,대전광역시 동구 동대전로 309 (가양동),34574,(주)비앤지,2026-03-02 19:27:34,U,2026-03-04 02:40:00,,239738.615994589,316465.057620824,0.0,측정대행업,0,,3011011400.0,34574.0,0.0,429.0,7.0,,,,,,30110.0,3011011400.0,1.0,3164009.0,,0.0,309.0,0.0,34574.0,,(주)비앤지_대전광역시동구가양동429-7
12,환경측정대행업,09_30_17_P,3780000,378000066202500002,2025-09-21,,1,영업/정상,BBBB,영업,,,,,031-742-0502,,,경기도 성남시 중원구 상대원동 311-3 성남우림라이온스밸리1차 713호,"경기도 성남시 중원구 둔촌대로457번길 27, 성남우림라이온스밸리1차 713호 (상대원동)",13219,(주)환경측정분석센터,2026-03-03 13:07:11,U,2026-03-05 02:40:00,,214988.077761293,436875.364849249,60.0,측정대행업,0,,4113310500.0,,1.0,311.0,3.0,,,성남우림라이온스밸리1차,,713,41133.0,4113310500.0,1.0,4337153.0,성남우림라이온스밸리 1차 713호 (상대원동),0.0,27.0,,13219.0,,(주)환경측정분석센터_경기도성남시중원구상대원동311-3성남우림라이온스밸리1차713호
44,환경측정대행업,09_30_17_P,4050000,405000066202500002,2025-09-16,,1,영업/정상,BBBB,영업,,,,,031-630-5440,,,경기도 용인시 기흥구 영덕동 1315 힉스유타워 A동 237호,"경기도 용인시 기흥구 중부대로 184, 힉스유타워 A동 237호 (영덕동)",17095,(주)엔이엔씨,2026-03-04 08:31:58,U,2026-03-06 02:40:00,환경 관련 엔지니어링 서비스업,207954.10748572,418552.765838324,0.0,측정대행업,0,,4146311100.0,,1.0,1315.0,,,,힉스유타워,A,237,41463.0,4146311100.0,1.0,2012012.0,힉스유타워 A동 237호 (영덕동),0.0,184.0,,17095.0,,(주)엔이엔씨_경기도용인시기흥구영덕동1315힉스유타워A동237호
51,환경측정대행업,09_30_17_P,3860000,386000066202500001,2025-03-14,,1,영업/정상,BBBB,영업,,,,,032-715-4901,,,경기도 부천시 원미구 도당동 95-2 y-제니스 파크,"경기도 부천시 원미구 부천로 323, y-제니스 파크 306호 (도당동)",14521,주식회사 채움환경,2026-03-04 16:43:47,U,2026-03-06 02:40:00,,180852.941227373,445654.85041024,0.0,측정대행업,0,,4119210400.0,,1.0,95.0,2.0,,,y-제니스 파크,,306,41192.0,4119210400.0,1.0,3184003.0,y-제니스 파크 306호 (도당동),0.0,323.0,,14521.0,,주식회사채움환경_경기도부천시원미구도당동95-2y-제니스파크
56,환경측정대행업,09_30_17_P,5690000,569000066202500001,2025-02-06,,1,영업/정상,BBBB,영업,,,,,044-867-0661,,,충청남도 논산시 내동 26,"충청남도 논산시 대학로 121, 바이오센터 402호 (내동)",32992,주식회사 세종환경기술개발,2026-03-04 10:54:06,U,2026-03-06 02:40:00,,209705.470459115,297954.784139529,82.0,측정대행업,0,,3611011800.0,,1.0,1163.0,,,,지식산업센터,,,36110.0,3611011800.0,1.0,3352332.0,지식산업센터 B동 1105호 (집현동),0.0,6.0,,30141.0,,주식회사세종환경기술개발_충청남도논산시내동26
60,환경측정대행업,09_30_17_P,5530000,553000066202400001,2024-12-02,,1,영업/정상,BBBB,영업,,,,,031-378-3383,,,경기도 화성시 동탄구 영천동 844-1,"경기도 화성시 동탄구 동탄영천로 150, 현대실리콘앨리동탄 A동 919, 920호 (영천동)",18462,정명,2026-03-05 15:59:42,U,2026-03-07 02:40:00,,,,0.0,측정대행업,0,,4159710600.0,,1.0,844.0,1.0,,,,,,41597.0,4159710600.0,1.0,3350553.0,현대실리콘앨리동탄 920호 (영천동),0.0,150.0,,18462.0,,정명_경기도화성시동탄구영천동844-1
66,환경측정대행업,09_30_17_P,5710000,571000066202400001,2024-02-29,,1,영업/정상,BBBB,영업,,,,,,,,충청북도 청주시 상당구 남일면 효촌리 151-2,"충청북도 청주시 상당구 남일면 신송효촌길 120, 1동 2층 202호",28187,(주)한국보건환경시험원,2026-03-05 21:06:11,U,2026-03-07 02:40:00,,245248.359606469,342772.407612756,0.0,측정대행업,0,,4311134022.0,,1.0,151.0,2.0,,,,,,43111.0,4311134022.0,0.0,4520412.0,1동 2층 202호,0.0,120.0,,28187.0,,(주)한국보건환경시험원_충청북도청주시상당구남일면효촌리151-2
10,환경측정대행업,09_30_17_P,5670000,567012366202400001,2024-01-24,,3,폐업,2,폐업,2026-03-03,,,,055-714-7553,,,경상남도 창원시 의창구 팔용동 210-1 경남테크노파크,"경상남도 창원시 의창구 창원대로18번길 22, 경남테크노파크 벤처동 107호 (팔용동)",51395,(주)한빛환경연구원,2026-03-03 14:32:33,U,2026-03-05 02:40:00,,345939.215255309,195898.177334333,126.0,측정대행업,0,,4812112900.0,,1.0,210.0,1.0,,,경남테크노파크,,,48121.0,4812112900.0,1.0,4781644.0,경남테크노파크 벤처동 105호 (팔용동),0.0,22.0,,51395.0,,(주)한빛환경연구원_경상남도창원시의창구팔용동210-1경남테크노파크
68,환경측정대행업,09_30_17_P,3830000,383000066202200009,2022-09-01,,1,영업/정상,BBBB,영업,,,,,031-360-6707,,,경기도 안양시 만안구 안양동 1432 안양아이에스BIZ타워센트럴,"경기도 안양시 만안구 덕천로152번길 25, 안양아이에스BIZ타워센트럴 (안양동)",14084,(주)대동환경에너지,2026-03-05 17:42:08,U,2026-03-07 02:40:00,,,,27.0,측정대행업,0,,4117110100.0,,1.0,1432.0,,,,안양아이에스BIZ타워센트럴,,,41171.0,4117110100.0,1.0,4346052.0,안양아이에스BIZ타워센트럴 (안양동),0.0,25.0,,14084.0,,(주)대동환경에너지_경기도안양시만안구안양동1432안양아이에스BIZ타워센트럴
2,환경측정대행업,09_30_17_P,4010000,401000066202200002,2022-04-21,,1,영업/정상,BBBB,영업,,,,,031-498-3390,,,경기도 시흥시 정왕동 2089-13 (주)원일화학&환경,경기도 시흥시 군자천로31번길 70 (주)원일화학&환경 (정왕동),15101,㈜원일화학엔환경,2026-03-03 09:20:56,U,2026-03-05 02:40:00,,174019.153317441,425242.106575428,0.0,측정대행업,0,,4139013200.0,,1.0,2089.0,13.0,,,(주)원일화학&환경,,,41390.0,4139013200.0,1.0,4397089.0,(주)원일화학&환경 (정왕동),0.0,70.0,,15101.0,,㈜원일화학엔환경_경기도시흥시정왕동2089-13(주)원일화학&환경
4,환경측정대행업,09_30_17_P,3780000,378000066202200001,2022-02-24,,1,영업/정상,BBBB,영업,,,,,031-742-1650,,,경기도 성남시 중원구 상대원동 252-1,"경기도 성남시 중원구 갈마치로 245, 성남아이파크디어반 1604호 (상대원동)",13210,주식회사 덕영엔지니어링,2026-03-03 13:07:20,U,2026-03-05 02:40:00,,215260.144932285,437097.813851576,0.0,측정대행업,0,,4113310500.0,,1.0,146.0,8.0,,,성남 우림 라이온스밸리,A,2002,41133.0,4113310500.0,1.0,4337205.0,성남 우림 라이온스밸리 A동 2002호 (상대원동),0.0,14.0,,13209.0,,주식회사덕영엔지니어링_경기도성남시중원구상대원동252-1
49,환경측정대행업,09_30_17_P,3830000,383000066202100003,2021-04-09,,1,영업/정상,BBBB,영업,,,,,1577-4822,,,경기도 안양시 동안구 호계동 555-37,"경기도 안양시 동안구 엘에스로 142, 금정역 SKV1센터 716~721호 (호계동)",14118,(주)신화환경연구원,2026-03-04 11:19:08,U,2026-03-06 02:40:00,,195226.736723834,430247.433545406,0.0,측정대행업,0,,4117310400.0,,1.0,555.0,37.0,,,,,,41173.0,4117310400.0,1.0,3182030.0,금정역 SKV1센터 716~721호 (호계동),0.0,142.0,,14118.0,,(주)신화환경연구원_경기도안양시동안구호계동555-37
38,환경측정대행업,09_30_17_P,4490000,449000066202100002,2021-01-11,,1,영업/정상,BBBB,영업,,,,,417-1204,,,충청남도 천안시 서북구 두정동 1423,"충청남도 천안시 서북구 두정상가6길 9, 올양빌딩 402호 (두정동)",31105,㈜세원환경기술,2026-03-04 16:01:28,U,2026-03-06 02:40:00,,212778.299990569,369917.825977052,351.0,측정대행업,0,,4413310400.0,,1.0,1423.0,,,,,,,44133.0,4413310400.0,1.0,4550128.0,(두정동),0.0,9.0,,31105.0,,㈜세원환경기술_충청남도천안시서북구두정동1423
47,환경측정대행업,09_30_17_P,3930000,393000066202000006,2020-11-16,,1,영업/정상,BBBB,영업,,,,,031-410-2312,,,경기도 안산시 단원구 고잔동 724-4 부원프라자,"경기도 안산시 단원구 광덕4로 180, 부원프라자 202,203호 (고잔동)",15462,(주)에스텍코리아,2026-03-04 18:01:16,U,2026-03-06 02:40:00,,185094.720697762,423639.954558559,98.0,측정대행업,0,,4127310100.0,,1.0,724.0,4.0,,,부원프라자,,,41273.0,4127310100.0,1.0,3190012.0,부원프라자 203호 (고잔동),0.0,180.0,,15462.0,,(주)에스텍코리아_경기도안산시단원구고잔동724-4부원프라자
14,환경측정대행업,09_30_17_P,4641000,464100066202000003,2020-09-09,,1,영업/정상,BBBB,영업,,,,,063-225-9143,,,전북특별자치도 전주시 덕진구 만성동 1167-4 502호,"전북특별자치도 전주시 덕진구 오공로 144, 502호 (만성동)",54873,주식회사혜원,2026-03-03 16:53:45,U,2026-03-05 02:40:00,,206343.937231436,259417.635105779,84.0,측정대행업,0,,5211313100.0,,1.0,1167.0,4.0,,,,,503,52113.0,5211313100.0,1.0,3016077.0,503호 (만성동),0.0,144.0,,54873.0,,주식회사혜원_전북특별자치도전주시덕진구만성동1167-4502호
39,환경측정대행업,09_30_17_P,3990000,399000066202000007,2020-05-26,,1,영업/정상,BBBB,영업,,,,,0318226666,,,경기도 남양주시 다산동 6060-1,"경기도 남양주시 다산중앙로123번길 22-16, 샤르망프라자 7층 704호 (다산동)",12248,에코환경,2026-03-04 12:36:35,U,2026-03-06 02:40:00,,213287.69508987,458013.931086065,0.0,측정대행업,0,,4136011200.0,,1.0,6060.0,1.0,,,,,,41360.0,4136011200.0,1.0,3351600.0,7층 704호 (다산동),0.0,22.0,16.0,12248.0,,에코환경_경기도남양주시다산동6060-1
