"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수","주사육업종",
"1","가축사육업","02_04_01_P","3480000","348000003320260005","2026-04-01","","01","영업/정상","0000","정상","","","","","","","","대구광역시 달성군 가창면 단산리 **","","","단산농장","2026-04-01 09:06:24","I","2026-04-03 00:20:02","","350821.25712442","252530.854221357","가축사육업","","658","000","0","육계",
"2","가축사육업","02_04_01_P","4610000","461000003320260003","2026-04-01","","01","영업/정상","0000","정상","","","","","","","","충청남도 예산군 고덕면 호음리 **-**","충청남도 예산군 고덕면 예덕로 ****-**","32401","승원","2026-04-01 08:55:15","I","2026-04-03 00:20:02","","176259.826340343","364980.594012155","가축사육업","","2767","000","0","육우",
"3","가축사육업","02_04_01_P","5180000","518000003320260001","2026-04-01","","01","영업/정상","0000","정상","","","","","","","","경상북도 영덕군 병곡면 원황리 ***","","","새길농장","2026-04-01 10:05:11","I","2026-04-03 00:20:02","","413599.014696092","344125.81412699","가축사육업","","622","000","0","한우",
"4","가축사육업","02_04_01_P","4351000","435100003320260002","2026-04-01","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 양양군 양양읍 청곡리 ***-*","","","성원농장2","2026-04-01 15:36:44","I","2026-04-03 00:20:02","","342231.074754778","510605.541491791","가축사육업","","583","000","0","한우",
"5","가축사육업","02_04_01_P","5670000","567000003320260001","2026-04-01","","01","영업/정상","0000","정상","","","","","","","","경상남도 창원시 마산합포구 진전면 봉곡리 ***-*","","","도산농장 2농장","2026-04-01 16:41:26","I","2026-04-03 00:20:02","","329524.534492302","179552.791621605","가축사육업","","600","000","0","한우",
"6","가축사육업","02_04_01_P","5710000","573000003320260002","2026-04-01","","01","영업/정상","0000","정상","","","","","","","","충청북도 청주시 흥덕구 강내면 사곡리 ***-*","","","준농장","2026-04-01 13:09:01","I","2026-04-03 00:20:02","","229240.803263557","342550.665706418","가축사육업","","2632","000","0","염소",
"7","가축사육업","02_04_01_P","4530000","453000003320150023","2015-06-24","","01","영업/정상","0000","정상","","","","","662-7634","","356-851","충청남도 서산시 성연면 오사리 ***-*","","","생동목장","2026-04-01 09:53:11","U","2026-04-03 02:40:00","","149100.409214194","370700.823821865","가축사육업","","1365","000","0","한우",
"8","가축사육업","02_04_01_P","4430000","443000003320160010","2016-08-24","","01","영업/정상","0000","정상","","","","","","","","충청북도 옥천군 동이면 평산리 **","충청북도 옥천군 동이면 옥천동이로 ***","29024","진순농장","2026-04-01 16:22:24","U","2026-04-03 02:40:00","","255618.58934493","309732.189573848","가축사육업","","651","000","0","한우",
"9","가축사육업","02_04_01_P","4430000","443000003320070043","2007-09-28","","01","영업/정상","0000","정상","","","","","","0","373-813","충청북도 옥천군 안내면 오덕리 ***-*","충청북도 옥천군 안내면 안내삼승로 ***-**","29008","옥천농장","2026-04-01 14:13:48","U","2026-04-03 02:40:00","","263518.352384267","321753.016766508","가축사육업","","249","000","0","종계/산란계",
"10","가축사육업","02_04_01_P","5680000","463000003320080292","2008-09-05","","03","폐업","0002","폐업","2026-04-01","","","","","0","343-892","충청남도 당진시 순성면 아찬리 ***","충청남도 당진시 순성면 아찬*로 ***-**","","이태성농장","2026-04-01 10:29:34","U","2026-04-03 02:40:00","","176417.333722266","372436.950402585","가축사육업","","1202","000","0","한우",
"11","가축사육업","02_04_01_P","4500000","450000003320140173","2014-02-17","","01","영업/정상","0000","정상","","","","","","","314-851","충청남도 공주시 탄천면 남산리 *** ***,***","충청남도 공주시 탄천면 안골길 **-** (***,***)","","안골농장","2026-04-01 15:43:30","U","2026-04-03 02:40:00","","202689.45465607","309240.886322274","가축사육업","","2206","000","0","돼지",
"12","가축사육업","02_04_01_P","4600000","460000003320070238","2007-12-21","","03","폐업","0002","폐업","2026-03-31","","","","","0","350-851","충청남도 홍성군 갈산면 동산리 ***","","",".","2026-04-01 13:05:22","U","2026-04-03 02:40:00","","162639.202392716","344187.811475252","가축사육업","","1704","000","0","한우",
"13","가축사육업","02_04_01_P","4530000","453000003320040242","2004-11-28","","01","영업/정상","0000","정상","","","","","","0","356-812","충청남도 서산시 고북면 남정리 ***-** 외 *필지(***-*)","충청남도 서산시 고북면 남정기포길 **-*","32026","간재축산","2026-04-01 12:56:05","U","2026-04-03 02:40:00","","157568.062145015","352716.667578609","가축사육업","","255","000","0","한우",
"14","가축사육업","02_04_01_P","4600000","460000003320140243","2014-06-22","","01","영업/정상","0000","정상","","","","","","","350-881","충청남도 홍성군 은하면 유송리 ***-*","충청남도 홍성군 은하면 은하로***번길 **","32210","이엘그린팜","2026-04-01 14:06:55","U","2026-04-03 02:40:00","","163976.254833121","338180.885949581","가축사육업","","3660","000","0","종계/산란계",
"15","가축사육업","02_04_01_P","4600000","460000003320050763","2005-11-28","","02","휴업","0001","휴업","","2026-03-25","2028-12-21","","","0","350-842","충청남도 홍성군 구항면 황곡리 ***-*","","",".","2026-04-01 13:05:06","U","2026-04-03 02:40:00","","166367.948022622","343416.073098554","가축사육업","","1080","000","0","한우",
"16","가축사육업","02_04_01_P","4530000","453000003320050008","2005-02-24","","01","영업/정상","0000","정상","","","","","661-4600","0","356-831","충청남도 서산시 운산면 거성리 산 **-*","","","농협경제지주(주)한우개량사업소","2026-04-01 17:22:48","U","2026-04-03 02:40:00","","","","가축사육업","","313","L00","0","한우",
"17","가축사육업","02_04_01_P","4530000","453000003320040128","2004-10-29","","01","영업/정상","0000","정상","","","","","","0","356-863","충청남도 서산시 지곡면 연화리 ***-*","","","한라목장","2026-04-01 10:31:42","U","2026-04-03 02:40:00","","145958.094354422","372920.140915043","가축사육업","","141","000","0","한우",
"18","가축사육업","02_04_01_P","4540000","454000003320130032","2013-04-25","","01","영업/정상","0000","정상","","","","","","","320-823","충청남도 논산시 은진면 시묘리 ***-*","","","자연담은 들녘 자연양계장","2026-04-01 13:37:36","U","2026-04-03 02:40:00","","211401.170610583","293944.303036676","가축사육업","","1028","000","0","종계/산란계",
"19","가축사육업","02_04_01_P","4490000","449000003320050482","2005-11-14","","01","영업/정상","0000","정상","","","","","","0","330-893","충청남도 천안시 동남구 성남면 봉양리 ***-* 외*필지(***-*)","충청남도 천안시 동남구 성남면 봉양*길 ***-** (외*필지(***-*))","","늘푸른농장","2026-04-01 10:20:43","U","2026-04-03 02:40:00","","222892.928864643","355655.781803683","가축사육업","","587","000","0","돼지",
"20","가축사육업","02_04_01_P","4600000","460000003320130061","2013-07-05","","01","영업/정상","0000","정상","","","","","","","350-894","충청남도 홍성군 장곡면 행정리 ***-* ,***","충청남도 홍성군 장곡면 장곡동길***번길 *-**","32299","행복놀이터 홍성농장","2026-04-01 14:07:54","U","2026-04-03 02:40:00","","175508.718522276","334874.017616684","가축사육업","","3381","L00","0","종계/산란계",
"21","가축사육업","02_04_01_P","5680000","568000003320130110","2013-09-16","","03","폐업","0002","폐업","2026-04-01","","","","355-7043","","343-821","충청남도 당진시 송악읍 본당리 산 *-*","충청남도 당진시 송악읍 종달길 **-**","31736","구본돈농장","2026-04-01 10:23:45","U","2026-04-03 02:40:00","","","","가축사육업","","1670","000","0","한우",
"22","가축사육업","02_04_01_P","4600000","460000003320140105","2014-05-14","","01","영업/정상","0000","정상","","","","","","","350-841","충청남도 홍성군 구항면 공리 ***","","","우리농장","2026-04-01 10:35:38","U","2026-04-03 02:40:00","","163829.871947801","344717.964157507","가축사육업","","3522","000","0","염소",
"23","가축사육업","02_04_01_P","4600000","460000003320140012","2014-01-21","","01","영업/정상","0000","정상","","","","","041-641-8104","","350-851","충청남도 홍성군 갈산면 갈오리 ***-*","충청남도 홍성군 갈산면 갈오*길 **-**","32213","(주)농업회사법인 삼화원종","2026-04-01 09:19:52","U","2026-04-03 02:40:00","","165495.570091442","346791.259034443","가축사육업","","3426","L00","0","육계",
"24","가축사육업","02_04_01_P","4600000","460000003320040038","2004-05-28","","01","영업/정상","0000","정상","","","","","","0","350-861","충청남도 홍성군 서부면 거차리 ***-*","","","샬롬농장","2026-04-01 13:31:49","U","2026-04-03 02:40:00","","153411.233019864","341079.538355922","가축사육업","","39","000","0","종계/산란계",
"25","가축사육업","02_04_01_P","4520000","452000003320050204","2005-03-16","","02","휴업","0001","휴업","","2016-02-26","2019-02-26","","","0","336-911","충청남도 아산시 도고면 석당리 **-*","","","석당목장","2026-04-01 09:05:04","U","2026-04-03 02:40:00","","193273.555336708","361364.294991078","가축사육업","","401","000","0","젖소",
"26","가축사육업","02_04_01_P","5680000","463000003320090061","2009-01-28","","03","폐업","0002","폐업","2026-04-01","","","","","0","343-840","충청남도 당진시 고대면 대촌리 ***","","","영빈농장","2026-04-01 10:31:32","U","2026-04-03 02:40:00","","164391.976699867","382385.389671261","가축사육업","","1275","000","0","한우",
"27","가축사육업","02_04_01_P","4530000","453000003320130034","2013-04-30","","03","폐업","0002","폐업","2026-04-01","","","","663-3518","","356-831","충청남도 서산시 운산면 소중리 **","","","만주농장","2026-04-01 10:23:17","U","2026-04-03 02:40:00","","160722.592814679","364437.855114285","가축사육업","","1231","000","0","한우",
"28","가축사육업","02_04_01_P","4530000","453000003320130041","2013-06-17","","03","폐업","0002","폐업","2026-04-01","","","","","","356-815","충청남도 서산시 고북면 신송리 ***-*","","","영일농장","2026-04-01 10:21:42","U","2026-04-03 02:40:00","","158194.406936296","350514.18934566","가축사육업","","1238","000","0","한우",
"29","가축사육업","02_04_01_P","5680000","568000003320130253","2013-09-30","","03","폐업","0002","폐업","2026-04-01","","","","352-5906","","343-080","충청남도 당진시 우두동 ***","충청남도 당진시 어리로 ***-** (우두동)","31779","박유배농장","2026-04-01 10:27:29","U","2026-04-03 02:40:00","","166784.023696361","379395.394438767","가축사육업","","1813","000","0","한우",
"30","가축사육업","02_04_01_P","4520000","452000003320040161","2004-12-30","","01","영업/정상","0000","정상","","","","","","0","336-822","충청남도 아산시 영인면 창용리 ***-*","충청남도 아산시 영인면 토정로***번길 **","","아산농장","2026-04-01 17:51:26","U","2026-04-03 02:40:00","","198140.81060246","378394.893023588","가축사육업","","186","000","0","종계/산란계",
"31","가축사육업","02_04_01_P","4500000","450000003320080056","2008-04-02","","03","폐업","0002","폐업","2026-03-31","","","","","0","314-861","충청남도 공주시 우성면 귀산리 ***-*","충청남도 공주시 우성면 엄나무길 **","","귀산농장","2026-04-01 13:25:59","U","2026-04-03 02:40:00","","210566.721389031","332868.190899052","가축사육업","","1128","000","0","한우",
"32","가축사육업","02_04_01_P","4550000","455000003320070011","2007-07-24","","01","영업/정상","0000","정상","","","","","","0","312-894","충청남도 금산군 남이면 석동리 *** *필","충청남도 금산군 남이면 보석사로 ***-* (*필)","","백봉농산(주)","2026-04-01 17:41:12","U","2026-04-03 02:40:00","","242393.273266631","283022.490185761","가축사육업","","215","L00","0","종계/산란계",
"33","가축사육업","02_04_01_P","4070000","407000003320090018","2009-08-24","","01","영업/정상","0000","정상","","","","","","0","467-821","경기도 이천시 호법면 주미리 **-*","","","주바구니목장","2026-04-01 10:06:10","U","2026-04-03 02:40:00","","238318.017207503","412439.3870431","가축사육업","","1144","000","0","젖소",
"34","가축사육업","02_04_01_P","4060000","406000003320060009","2006-01-12","","01","영업/정상","0000","정상","","","","","031-959-9648","0","413-914","경기도 파주시 적성면 장현리 ***-* (장현리 ***-*,***)","경기도 파주시 적성면 장뜰길 *** (장현리 ***-*,***)","10804","대종목장","2026-04-01 11:37:53","U","2026-04-03 02:40:00","","197729.730209539","496711.836336834","가축사육업","","862","000","0","젖소",
"35","가축사육업","02_04_01_P","5130000","513000003320140019","2014-03-20","","01","영업/정상","0000","정상","","","","","","","","경상북도 경산시 용성면 곡신리 ***","경상북도 경산시 용성면 오산길 **-**","38569","벧엘농장","2026-04-01 08:54:54","U","2026-04-03 02:40:00","","368766.193332724","255800.13786072","가축사육업","","1401","000","0","한우",
"36","가축사육업","02_04_01_P","5130000","513000003320050139","2005-05-03","","01","영업/정상","0000","정상","","","","","","0","712-844","경상북도 경산시 와촌면 소월리 ***","경상북도 경산시 와촌면 박사강변로 ***","","신영와촌","2026-04-01 14:56:57","U","2026-04-03 02:40:00","","364448.400237878","275023.194499793","가축사육업","","171","000","0","종계/산란계",
"37","가축사육업","02_04_01_P","5050000","505000003320080338","2008-07-03","","01","영업/정상","0000","정상","","","","","","0","","경상북도 경주시 외동읍 개곡리 ***","","","이무락","2026-04-01 11:54:04","U","2026-04-03 02:40:00","","410964.362428407","250731.083356936","가축사육업","","1873","000","0","한우",
"38","가축사육업","02_04_01_P","3570000","357000003320050348","2005-11-28","","01","영업/정상","0000","정상","","","","","","0","417-830","인천광역시 강화군 불은면 삼성리 ***-*","인천광역시 강화군 불은면 중앙로***번길 **","","방글농장","2026-04-01 13:07:06","U","2026-04-03 02:40:00","","150497.369011996","466623.067075402","가축사육업","","351","000","0","종계/산란계",
"39","가축사육업","02_04_01_P","3570000","357000003320070015","2007-04-11","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 강화군 불은면 신현리 *-*","","","경인농장","2026-04-01 11:28:28","U","2026-04-03 02:40:00","","155385.531217708","462779.064703964","가축사육업","","414","000","0","종계/산란계",
"40","가축사육업","02_04_01_P","3570000","357000003320050342","2005-11-28","","01","영업/정상","0000","정상","","","","","","0","140-823","인천광역시 강화군 하점면 삼거리 ***-* 외 *필지","","","부흥팜","2026-04-01 13:37:43","U","2026-04-03 02:40:00","","148372.021924069","472848.683569499","가축사육업","","345","000","0","종계/산란계",
"41","가축사육업","02_04_01_P","3570000","357000003320050251","2005-09-01","","01","영업/정상","0000","정상","","","","","032)937-5519","0","","인천광역시 강화군 불은면 신현리 *,**-*","","","인천농장","2026-04-01 11:29:16","U","2026-04-03 02:40:00","","","","가축사육업","","254","000","0","종계/산란계",
"42","가축사육업","02_04_01_P","4140000","414000003320160029","2016-11-16","","01","영업/정상","0000","정상","","","","","","","","경기도 연천군 미산면 백석리 ***-*","","","화이트목장","2026-04-01 16:08:57","U","2026-04-03 02:40:00","","197044.500125255","505239.043672796","가축사육업","","1074","000","0","젖소",
"43","가축사육업","02_04_01_P","6520000","652000003320190003","2019-07-22","","03","폐업","0002","폐업","2026-04-01","","","","","","","제주특별자치도 서귀포시 성산읍 수산리 ****번지, ****번지","","63630","눈터술 염소 협동조합","2026-04-01 11:32:46","U","2026-04-03 02:40:00","","","","가축사육업","","589","000","0","염소",
"44","가축사육업","02_04_01_P","4681000","468100003320090077","2009-02-16","","01","영업/정상","0000","정상","","","","","","0","570-932","전북특별자치도 익산시 여산면 제남리 ****","","","남복농장","2026-04-01 15:56:05","U","2026-04-03 02:40:00","","207266.581552629","283115.226836011","가축사육업","","1624","000","0","한우",
"45","가축사육업","02_04_01_P","4681000","468100003320090174","2009-12-09","","01","영업/정상","0000","정상","","","","","","0","570-942","전북특별자치도 익산시 왕궁면 구덕리 ****","전북특별자치도 익산시 왕궁면 앵금*길 **","","춘화농장","2026-04-01 13:32:47","U","2026-04-03 02:40:00","","206380.567625836","271881.035778453","가축사육업","","1724","000","0","한우",
"46","가축사육업","02_04_01_P","4751000","475100003320220040","2022-11-29","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 장수군 계남면 신전리 ****-*","","","영순농장","2026-04-01 11:02:09","U","2026-04-03 02:40:00","","250593.375126883","242543.905609979","가축사육업","","2789","000","0","한우",
"47","가축사육업","02_04_01_P","4701000","470100003320050567","2005-09-01","","01","영업/정상","0000","정상","","","","","","0","590-831","전북특별자치도 남원시 운봉읍 준향리 ***","전북특별자치도 남원시 운봉읍 준향길 **-**","","준향리목장","2026-04-01 11:37:03","U","2026-04-03 02:40:00","","246702.873906001","215119.300604004","가축사육업","","593","000","0","한우",
"48","가축사육업","02_04_01_P","4331000","433000003320080006","2008-03-25","","01","영업/정상","0000","정상","","","","","","0","252-822","강원특별자치도 인제군 북면 용대리 ****-**","강원특별자치도 인제군 북면 미시령로 ***-**","","형제농장","2026-04-01 15:10:51","U","2026-04-03 02:40:00","","312371.75362561","520328.521295889","가축사육업","","149","000","0","한우",
"49","가축사육업","02_04_01_P","4331000","433000003320050029","2005-02-05","","01","영업/정상","0000","정상","","","","","033-461-1527","0","252-812","강원특별자치도 인제군 남면 신월리 ***","","","설산농장2","2026-04-01 14:40:57","U","2026-04-03 02:40:00","","294024.548399471","504150.885530646","가축사육업","","48","000","0","한우",
"50","가축사육업","02_04_01_P","4331000","433000003320050036","2005-02-21","","01","영업/정상","0000","정상","","","","2021-06-01","","0","252-815","강원특별자치도 인제군 남면 신풍리 ***-* 외***-*,*,*번지","강원특별자치도 인제군 남면 설악로 ***-**  (외***-*,*,*번지)","","덕암농장","2026-04-01 15:02:42","U","2026-04-03 02:40:00","","293733.641957562","494196.302479199","가축사육업","","55","000","0","한우",
"51","가축사육업","02_04_01_P","4331000","433000003320050046","2005-03-03","","01","영업/정상","0000","정상","","","","","","0","252-846","강원특별자치도 인제군 기린면 현리 ****-* , ****-*번지","","","용포농장","2026-04-01 15:13:49","U","2026-04-03 02:40:00","","313986.899094862","493608.480186339","가축사육업","","65","000","0","한우",
"52","가축사육업","02_04_01_P","5180000","518000003320100016","2010-11-29","","01","영업/정상","0000","정상","","","","","","0","766-814","경상북도 영덕군 영해면 벌영리 ***-*","경상북도 영덕군 영해면 벌영길 ***-***","36408","솔고대 유정란","2026-04-01 17:11:28","U","2026-04-03 02:40:00","","413596.929956931","339288.970328549","가축사육업","","221","000","0","종계/산란계",
"53","가축사육업","02_04_01_P","5090000","509000003320080027","2008-04-02","","01","영업/정상","0000","정상","","","","","","0","","경상북도 영주시 장수면 두전리 ***-*","","","없음","2026-04-01 15:40:33","U","2026-04-03 02:40:00","","340932.778411807","367645.926547123","가축사육업","","844","000","0","한우",
"54","가축사육업","02_04_01_P","5090000","509000003320050504","2005-12-21","","01","영업/정상","0000","정상","","","","","","0","750-841","경상북도 영주시 이산면 용상리 ***","경상북도 영주시 이산면 영봉로***번길 **-**","36170","한우리농장","2026-04-01 16:27:23","U","2026-04-03 02:40:00","","349877.442490424","368497.255203921","가축사육업","","612","000","0","한우",
"55","가축사육업","02_04_01_P","5210000","521000003320050095","2005-06-28","","01","영업/정상","0000","정상","","","","","","0","719-841","경상북도 성주군 용암면 마월리 ***","경상북도 성주군 용암면 마월*길 *","40049","이강영농장","2026-04-01 17:51:08","U","2026-04-03 02:40:00","","315828.201832414","263561.220736812","가축사육업","","182","000","0","한우",
"56","가축사육업","02_04_01_P","5090000","509000003320050019","2005-02-05","","01","영업/정상","0000","정상","","","","","633-3865","0","750-821","경상북도 영주시 부석면 상석리 *** ,***,***,***-*,***-*번지","","","수사농장","2026-04-01 15:58:37","U","2026-04-03 02:40:00","","347332.71816783","384941.300686721","가축사육업","","126","000","0","한우",
"57","가축사육업","02_04_01_P","5230000","523000003320080055","2008-06-20","","03","폐업","0002","폐업","2026-03-31","","","","","0","757-883","경상북도 예천군 호명읍 직산리 ***","","","거산농장","2026-04-01 17:30:20","U","2026-04-03 02:40:00","","","","가축사육업","","460","000","0","한우",
"58","가축사육업","02_04_01_P","4691000","469100003320090055","2009-01-20","","01","영업/정상","0000","정상","","","","","","0","580-230","전북특별자치도 정읍시 용계동 ***-* 외 *필지","전북특별자치도 정읍시 영원로 *** (용계동)","56153","대성축산","2026-04-01 17:11:09","U","2026-04-03 02:40:00","","182147.492849577","231952.520126006","가축사육업","","2780","000","0","종계/산란계",
"59","가축사육업","02_04_01_P","4691000","469100003320100056","2010-04-20","","01","영업/정상","0000","정상","","","","","","0","580-230","전북특별자치도 정읍시 용계동 ***-*","","","대정축산","2026-04-01 17:10:31","U","2026-04-03 02:40:00","","182193.600822025","232020.503609258","가축사육업","","3077","000","0","종계/산란계",
"60","가축사육업","02_04_01_P","4691000","469100003320210004","2021-01-28","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 정읍시 영원면 장재리 ***-**","","","주훈농장","2026-04-01 17:12:14","U","2026-04-03 02:40:00","","178999.565167061","240479.125724044","가축사육업","","4077","000","0","종계/산란계",
"61","가축사육업","02_04_01_P","4691000","469100003320050743","2005-10-04","","01","영업/정상","0000","정상","","","","","","0","580-844","전북특별자치도 정읍시 이평면 창동리 ***-*","","","조안농장","2026-04-01 09:08:19","U","2026-04-03 02:40:00","","182114.574966209","239496.353117582","가축사육업","","789","000","0","종계/산란계",
"62","가축사육업","02_04_01_P","4691000","469100003320050467","2005-07-13","","01","영업/정상","0000","정상","","","","","","0","580-861","전북특별자치도 정읍시 고부면 관청리 ***","","580-861","까치농장","2026-04-01 17:11:34","U","2026-04-03 02:40:00","","","","가축사육업","","513","000","0","종계/산란계",
"63","가축사육업","02_04_01_P","4470000","447000003320220003","2022-02-18","","01","영업/정상","0000","정상","","","","","","","","충청북도 음성군 원남면 상노리 ***-* 외 *(***-*, ***, ***)","충청북도 음성군 원남면 상노길***번길 **","27721","해성농장","2026-04-01 11:03:58","U","2026-04-03 02:40:00","","261575.000335574","376180.768585128","가축사육업","","1013","000","0","한우",
"64","가축사육업","02_04_01_P","4681000","468100003320050752","2005-12-02","","01","영업/정상","0000","정상","","","","","","0","570-940","전북특별자치도 익산시 왕궁면 구덕리 **** , -*, -*,  ****-*, ****-*, ****-*","전북특별자치도 익산시 왕궁면 앵금*길 **-**","54577","금화 농장","2026-04-01 13:33:17","U","2026-04-03 02:40:00","","206333.877541519","271826.852597863","가축사육업","","825","000","0","돼지",
"65","가축사육업","02_04_01_P","4830000","483000003320260006","2026-03-30","","01","영업/정상","0000","정상","","","","","","","","전라남도 나주시 노안면 오정리 ***-* 외 *필지(***-*,***-*,**,***-*,-*,-*)","","","노안농장","2026-04-01 18:58:35","U","2026-04-03 02:40:00","","171906.498278458","177666.624838895","가축사육업","","3800","000","0","육용오리",
"66","가축사육업","02_04_01_P","4351000","435000003320210012","2021-09-29","","03","폐업","0002","폐업","2026-04-01","","","","","","","강원특별자치도 양양군 강현면 정암리 ***-**","","","미래농장","2026-04-01 15:43:33","U","2026-04-03 02:40:00","","340148.774446375","517409.158759976","가축사육업","","563","000","0","한우",
"67","가축사육업","02_04_01_P","4351000","435000003320080140","2008-07-11","","01","영업/정상","0000","정상","","","","","","0","215-851","강원특별자치도 양양군 강현면 정암리 ***-**","강원특별자치도 양양군 강현면 진미로**번길 **","25001","미래농장","2026-04-01 15:41:43","U","2026-04-03 02:40:00","","340119.338110718","517331.946204193","가축사육업","","219","000","0","한우",
"68","가축사육업","02_04_01_P","4351000","435000003320180012","2018-10-29","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 양양군 강현면 장산리 ***-*","강원특별자치도 양양군 강현면 진미로 ***-***","25002","미래농장 2.0","2026-04-01 15:39:37","U","2026-04-03 02:40:00","","340028.25129882","516026.026147182","가축사육업","","529","000","0","한우",
"69","가축사육업","02_04_01_P","4351000","435000003320190009","2019-11-15","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 양양군 양양읍 청곡리 ***","강원특별자치도 양양군 양양읍 관덕정길 **-**","25018","성원농장","2026-04-01 15:30:53","U","2026-04-03 02:40:00","","342264.521306788","510622.78134497","가축사육업","","538","000","0","한우",
"70","가축사육업","02_04_01_P","4880000","488000003320040085","2004-09-07","","01","영업/정상","0000","정상","","","","","","0","548-862","전라남도 고흥군 대서면 송강리 ****-*","전라남도 고흥군 대서면 송림로 ***-**","","서강농장","2026-04-01 14:57:52","U","2026-04-03 02:40:00","","226982.614879248","139555.305388682","가축사육업","","85","L00","0","한우",
"71","가축사육업","02_04_01_P","4910000","491000003320050008","2005-01-13","","01","영업/정상","0000","정상","","","","","","0","","전라남도 장흥군 용산면 모산리 *** , ***-*, ***-*, ***-*, ***","전라남도 장흥군 용산면 모산포곡로 ***","59342","포곡농장","2026-04-01 13:14:33","U","2026-04-03 02:40:00","","192902.087981966","127560.799789902","가축사육업","","91","000","0","오리",
"72","가축사육업","02_04_01_P","4880000","488000003320080754","2026-04-01","","01","영업/정상","0000","정상","","","","","","0","548-884","전라남도 고흥군 포두면 오취리 ***","전라남도 고흥군 포두면 오취길 ***-**","","정현수","2026-04-01 15:01:47","U","2026-04-03 02:40:00","","237791.384704396","118997.911091751","가축사육업","","2042","000","0","한우",
"73","가축사육업","02_04_01_P","4820000","482000003320050106","2005-05-02","","01","영업/정상","0000","정상","","","","","","0","540-911","전라남도 순천시 낙안면 창녕리 ***, ***-*, ***-*, ***-*","","","영동목장","2026-04-01 13:46:53","U","2026-04-03 02:40:00","","","","가축사육업","","120","000","0","젖소",
"74","가축사육업","02_04_01_P","4910000","491000003320140057","2014-12-24","","01","영업/정상","0000","정상","","","","","","","529-901","전라남도 장흥군 대덕읍 연지리 ***","","","영식농장","2026-04-01 10:56:17","U","2026-04-03 02:40:00","","191698.050901049","111769.536269295","가축사육업","","1577","000","0","한우",
"75","가축사육업","02_04_01_P","4930000","493000003320130075","2013-08-23","","03","폐업","0002","폐업","2026-04-01","","","","","","536-811","전라남도 해남군 삼산면 평활리 ***","전라남도 해남군 삼산면 신기큰길 **","59047","신기농장","2026-04-01 11:06:49","U","2026-04-03 02:40:00","","164334.182612487","113478.253715255","가축사육업","","1267","000","0","한우",
"76","가축사육업","02_04_01_P","4830000","483000003320080033","2008-04-02","","01","영업/정상","0000","정상","","","","","","0","520-290","전라남도 나주시 관정동 ***-**","전라남도 나주시 금영로 *** (관정동)","","유성농장","2026-04-01 16:11:17","U","2026-04-03 02:40:00","","176816.08462738","165457.945213306","가축사육업","","1376","000","0","한우",
"77","가축사육업","02_04_01_P","4940000","494000003320080193","2008-08-08","","01","영업/정상","0000","정상","","","","","","0","526-802","전라남도 영암군 영암읍 교동리 ***-*","전라남도 영암군 영암읍 월출로 **-**","","박종복농장","2026-04-01 15:09:14","U","2026-04-03 02:40:00","","171417.821727378","144705.422495395","가축사육업","","860","000","0","한우",
"78","가축사육업","02_04_01_P","4681000","468100003320050449","2005-10-19","","01","영업/정상","0000","정상","","","","","","0","570-870","전북특별자치도 익산시 용동면 대조리 ***-**","전북특별자치도 익산시 용동면 용동로 ***","","미래농장","2026-04-01 09:49:33","U","2026-04-03 02:40:00","","200547.274885888","289166.819221016","가축사육업","","520","000","0","종계/산란계",
"79","가축사육업","02_04_01_P","4311000","431100003320260001","2026-01-20","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 화천군 상서면 노동리 **** ****-*, ****-*, ****-*","강원특별자치도 화천군 상서면 노신로 ***","24107","무안농장2","2026-04-01 09:11:30","U","2026-04-03 02:40:00","","258099.546672887","517025.849073721","가축사육업","","491","000","0","염소",
"80","가축사육업","02_04_01_P","5330000","533000003320170022","2017-03-30","","01","영업/정상","0000","정상","","","","","","","","경상남도 통영시 광도면 안정리 ****","경상남도 통영시 광도면 안정*길 ***","53008","장영돌","2026-04-01 14:31:02","U","2026-04-03 02:40:00","","327673.757897162","161554.208112208","가축사육업","","104","000","0","종계/산란계",
"81","가축사육업","02_04_01_P","5330000","533000003320170041","2017-08-03","","01","영업/정상","0000","정상","","","","","","","","경상남도 통영시 산양읍 신전리 ****-*","경상남도 통영시 산양읍 산양중앙로 *** (늘푸른농원)","53086","늘푸른농원","2026-04-01 14:31:36","U","2026-04-03 02:40:00","","328414.320886886","145713.368749225","가축사육업","","123","000","0","종계/산란계",
