"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"19","축산가공업","07_22_05_P","6300000","630000000420240009","2024-12-23","","03","폐업","0002","폐업","2026-03-04","","","","","26.84","","대전광역시 중구 사정동  511번지 5호","대전광역시 중구 산서로62번길 71 (사정동)","","대한한우","2026-03-04 16:31:36","U","2026-03-06 02:40:00","식육가공업","234498.434668456","310540.004362437","축산물가공업","식육가공업","0","L00","3",
"20","축산가공업","07_22_05_P","6410000","641000000420240124","2024-12-03","","01","영업/정상","0000","정상","","","","","03180466000","1468.68","","경기도 안성시 서운면 신능리 222번지 0호","경기도 안성시 서운면 제3공단1길 68-13","","에쓰푸드(주)","2026-03-04 14:02:13","U","2026-03-06 02:40:00","유가공업","223930.252135112","385744.861091716","축산물가공업","유가공업","0","L00","163",
"21","축산가공업","07_22_05_P","6410000","641000000420260015","2026-03-04","","01","영업/정상","0000","정상","","","","","","282.28","","경기도 양평군 서종면 수능리 85번지 1호 주1동","경기도 양평군 서종면 서능로 16-5, 주1동","","주식회사 세스크멘슬","2026-03-05 11:19:53","I","2026-03-07 00:20:02","식육가공업","","","축산물가공업","식육가공업","0","L00","10",
"22","축산가공업","07_22_05_P","6270000","627000000420220007","2022-03-04","","02","휴업","0001","휴업","","2026-03-05","","","","120.16","","대구광역시 동구 동호동  380번지 3호","대구광역시 동구 동호로2길 3-2, 1층(동호동)","","부국미트","2026-03-05 17:54:51","U","2026-03-07 02:40:00","식육가공업","355513.721108473","264131.344994354","축산물가공업","식육가공업","0","000","2",
"23","축산가공업","07_22_05_P","6280000","628000000420210044","2021-12-14","","01","영업/정상","0000","정상","","","","","0325771208","537","","인천광역시 서구 원창동  21번지 29호 태광특수배선 3층호","인천광역시 서구 봉수대로501번길 40, 태광특수배선 3층 (원창동)","","주식회사 건우에프앤비","2026-03-05 13:27:40","U","2026-03-07 02:40:00","식육가공업","169668.700735453","446579.668729463","축산물가공업","식육가공업","0","L00","4",
"24","축산가공업","07_22_05_P","6440000","644000000420230005","2023-05-09","","01","영업/정상","0000","정상","","","","","0415630099","0","","충청남도 천안시 동남구 성남면 신사리 23번지 8호","충청남도 천안시 동남구 성남면 세성로 21-15","","제이에이식품","2026-03-05 20:08:01","U","2026-03-07 02:40:00","식육가공업","","","축산물가공업","식육가공업","0","L00","0",
"25","축산가공업","07_22_05_P","6260000","626000000420240008","2024-04-03","","03","폐업","0002","폐업","2026-03-03","","","","","364.56","","부산광역시 강서구 강동동  87번지 1호","부산광역시 강서구 제도로1041번길 540 (강동동)","","(주)대진축산","2026-03-05 10:50:25","U","2026-03-07 02:40:00","식육가공업","375862.963262571","192739.010677282","축산물가공업","식육가공업","0","L00","7",
"26","축산가공업","07_22_05_P","6270000","627000000420210005","2021-05-10","","01","영업/정상","0000","정상","","","","","","98.91","","대구광역시 서구 비산동  946번지 12호","대구광역시 서구 달서천로 289 (비산동)","","비엣햄","2026-03-05 20:00:47","U","2026-03-07 02:40:00","식육가공업","341279.651406889","266073.974304734","축산물가공업","식육가공업","0","000","0",
"27","축산가공업","07_22_05_P","6260000","626000000420210020","2021-06-18","","02","휴업","0001","휴업","","2026-03-05","2100-12-31","","","165","","부산광역시 사상구 삼락동  73번지 8호","부산광역시 사상구 낙동대로1488번길 7 (삼락동)","","또바기푸드","2026-03-05 10:27:23","U","2026-03-07 02:40:00","식육가공업","380482.238648285","189839.472779245","축산물가공업","식육가공업","0","000","0",
"28","축산가공업","07_22_05_P","6260000","626000000420130004","2013-02-20","","02","휴업","0001","휴업","","2026-03-04","2100-12-31","","0518529926","377.91","","부산광역시 사하구 장림동  842번지 1호","부산광역시 사하구 하신중앙로3번길 10-2 (장림동)","604-842","(주)청정유통","2026-03-05 10:08:27","U","2026-03-07 02:40:00","식육가공업","378985.082812443","177359.785271745","축산물가공업","식육가공업","0","L00","0",
"29","축산가공업","07_22_05_P","6410000","641000000420180086","2018-08-06","","02","휴업","0001","휴업","","2026-03-05","2028-03-05","","0315297059","1141.67","","경기도 남양주시 진접읍 금곡리 2051번지 0호","경기도 남양주시 진접읍 경복대로바람골길 42-193","","바라던(주)","2026-03-05 11:14:59","U","2026-03-07 02:40:00","식육가공업","218562.780472869","467569.20575809","축산물가공업","식육가공업","0","L00","22",
"30","축산가공업","07_22_05_P","6440000","644000000420140006","2014-02-13","","01","영업/정상","0000","정상","","","","","0419422911","9890.21","","충청남도 청양군 운곡면 신대리 793번지","충청남도 청양군 운곡면 신대길 14-5","325-906","(주)우양(청양공장)","2026-03-05 17:23:13","U","2026-03-07 02:40:00","유가공업","186451.821547199","336446.502827535","축산물가공업","유가공업","0","L00","0",
"31","축산가공업","07_22_05_P","6410000","641000000420230141","2023-11-23","","02","휴업","0001","휴업","","2026-03-06","2028-03-05","","028629993","1011.4","","경기도 화성시 효행구 정남면 발산리 573번지 0호","경기도 화성시 효행구 정남면 발산5길 37, 가동 1,2층","","(주)동북푸드","2026-03-05 17:39:17","U","2026-03-07 02:40:00","식육가공업","198661.839289778","406056.744232457","축산물가공업","식육가공업","0","L00","11",
