번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),비상시설위치,시설구분명,시설명건물명,해제일자,Unnamed: 32,record_key
199,민방위급수시설,11_46_01_P,5530000,5750000-E202500004,2025-07-09,,1,영업/정상,18,사용중,,,,,,85.0,,경기도 화성시 효행구 봉담읍 분천리 239-14,경기도 화성시 효행구 봉담읍 동산재길 65,18329,(신규)주식회사 엠제이테크,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,196316.343250128,411003.935396766,경기도 화성시 효행구 봉담읍 분천리 239-14,공공용시설,(신규)주식회사 엠제이테크,,,(신규)주식회사엠제이테크_경기도화성시효행구봉담읍분천리239-14
204,민방위급수시설,11_46_01_P,5530000,5750000-E202500001,2025-07-07,,1,영업/정상,18,사용중,,,,,,64.0,,경기도 화성시 효행구 정남면 고지리 166-72,경기도 화성시 효행구 정남면 고지3길 27-37,18512,(신규)비상급수시설 기대영님,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,200638.350667479,407263.453597222,경기도 화성시 효행구 정남면 고지리 166-72,공공용시설,(신규)비상급수시설 기대영님,,,(신규)비상급수시설기대영님_경기도화성시효행구정남면고지리166-72
197,민방위급수시설,11_46_01_P,5530000,5740000-E202500002,2025-07-07,,1,영업/정상,18,사용중,,,,,,84.0,,경기도 화성시 만세구 서신면 궁평리 311-11,경기도 화성시 만세구 서신면 궁평항로 1286-21,18556,(신규)주식회사 현대이엔지,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,173072.747440675,403441.501733927,경기도 화성시 만세구 서신면 궁평리 311-11,공공용시설,(신규)주식회사 현대이엔지,,,(신규)주식회사현대이엔지_경기도화성시만세구서신면궁평리311-11
478,민방위급수시설,11_46_01_P,4671000,4671000-E202500008,2025-06-30,2026-02-19,4,취소/말소/만료/정지/중지,19,사용중지,2026-02-19,,,,,100.0,,전북특별자치도 군산시 문화동 785-10 군산남중학교,"전북특별자치도 군산시 대학로 222, 군산남중학교 (문화동)",54112,군산남중학교,2026-02-19 14:43:13,U,2026-02-21 02:40:00,,172801.026497334,274799.975865018,전북특별자치도 군산시 문화동 785-10 군산남중학교,공공용시설,군산남중학교,20260219.0,,군산남중학교_전북특별자치도군산시문화동785-10군산남중학교
117,민방위급수시설,11_46_01_P,5530000,5740000-E200400002,2025-06-25,,1,영업/정상,18,사용중,,,,,,100.0,,경기도 화성시 만세구 남양읍 북양리 416-19 태흥코아,"경기도 화성시 만세구 남양읍 주석로80번길 49, 태흥코아",18255,(신규) 태흥코어,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,185903.757442818,412434.426552575,경기도 화성시 만세구 남양읍 북양리 416-19 태흥코아,공공용시설,(신규) 태흥코어,,,(신규)태흥코어_경기도화성시만세구남양읍북양리416-19태흥코아
482,민방위급수시설,11_46_01_P,4671000,4671000-E202500001,2025-06-24,2026-02-19,4,취소/말소/만료/정지/중지,19,사용중지,2026-02-19,,,,,90.0,,전북특별자치도 군산시 나운동 155-4 군산동원중학교,"전북특별자치도 군산시 의료원로 146, 군산동원중학교 (나운동)",54144,군산동원중학교,2026-02-19 14:36:20,U,2026-02-21 02:40:00,,172899.081326068,273224.143584798,전북특별자치도 군산시 나운동 155-4 군산동원중학교,공공용시설,군산동원중학교,20260219.0,,군산동원중학교_전북특별자치도군산시나운동155-4군산동원중학교
481,민방위급수시설,11_46_01_P,4671000,4671000-E202500006,2025-06-23,2026-02-19,4,취소/말소/만료/정지/중지,19,사용중지,2026-02-19,,,,,90.0,,전북특별자치도 군산시 수송동 813 푸른솔초등학교,"전북특별자치도 군산시 축동로 20, 푸른솔초등학교 (수송동)",54101,군산푸른솔초등학교,2026-02-19 14:37:29,U,2026-02-21 02:40:00,,173887.871612878,273474.911449551,전북특별자치도 군산시 수송동 813 푸른솔초등학교,공공용시설,군산푸른솔초등학교,20260219.0,,군산푸른솔초등학교_전북특별자치도군산시수송동813푸른솔초등학교
483,민방위급수시설,11_46_01_P,4671000,4671000-E202500003,2025-06-23,2026-02-19,4,취소/말소/만료/정지/중지,19,사용중지,2026-02-19,,,,,90.0,,전북특별자치도 군산시 미룡동 898-8 용문초등학교,"전북특별자치도 군산시 미룡로 32-8, 용문초등학교 (미룡동)",54154,군산용문초등학교,2026-02-19 14:36:53,U,2026-02-21 02:40:00,,171830.263229542,271355.783826234,전북특별자치도 군산시 미룡동 898-8 용문초등학교,공공용시설,군산용문초등학교,20260219.0,,군산용문초등학교_전북특별자치도군산시미룡동898-8용문초등학교
479,민방위급수시설,11_46_01_P,4671000,4671000-E202500002,2025-06-20,2026-02-19,4,취소/말소/만료/정지/중지,19,사용중지,2026-02-19,,,,,95.0,,전북특별자치도 군산시 산북동 3580 산북초등학교,"전북특별자치도 군산시 원산북2길 29, 산북초등학교 (산북동)",54165,군산산북초등학교,2026-02-19 14:36:37,U,2026-02-21 02:40:00,,171152.859470421,273791.55999501,전북특별자치도 군산시 산북동 3580 산북초등학교,공공용시설,군산산북초등학교,20260219.0,,군산산북초등학교_전북특별자치도군산시산북동3580산북초등학교
480,민방위급수시설,11_46_01_P,4671000,4671000-E202500004,2025-06-20,2026-02-19,4,취소/말소/만료/정지/중지,19,사용중지,2026-02-19,,,,,80.0,,전북특별자치도 군산시 나운동 1522 진포초등학교,"전북특별자치도 군산시 나운안길 54, 진포초등학교 (나운동)",54138,군산진포초등학교,2026-02-19 14:37:13,U,2026-02-21 02:40:00,,173323.051123401,273954.152655079,전북특별자치도 군산시 나운동 1522 진포초등학교,공공용시설,군산진포초등학교,20260219.0,,군산진포초등학교_전북특별자치도군산시나운동1522진포초등학교
484,민방위급수시설,11_46_01_P,4671000,4671000-E202500007,2025-06-20,2026-02-19,4,취소/말소/만료/정지/중지,19,사용중지,2026-02-19,,,,,90.0,,전북특별자치도 군산시 송풍동 925-8 군산중학교,"전북특별자치도 군산시 군중길 18, 군산중학교 (송풍동)",54112,군산중학교,2026-02-19 14:37:45,U,2026-02-21 02:40:00,,173043.20084409,275279.09126334,전북특별자치도 군산시 송풍동 925-8 군산중학교,공공용시설,군산중학교,20260219.0,,군산중학교_전북특별자치도군산시송풍동925-8군산중학교
350,민방위급수시설,11_46_01_P,5710000,5730000-E202500007,2025-06-16,,1,영업/정상,18,사용중,,,,,,308.0,,충청북도 청주시 흥덕구 강내면 월곡리 301-3 충청대학 E동,"충청북도 청주시 흥덕구 강내면 월곡길 38, 충청대학 E동",28171,충청대학교 E동,2026-02-04 16:55:40,U,2026-02-06 02:40:00,,232815.865250661,346700.215313014,충청북도 청주시 흥덕구 강내면 월곡리 301-3 충청대학 E동,공공용시설,충청대학교 E동,,,충청대학교E동_충청북도청주시흥덕구강내면월곡리301-3충청대학E동
352,민방위급수시설,11_46_01_P,3380000,3380000-E202500037,2025-06-16,,1,영업/정상,18,사용중,,,,,,33.0,,부산광역시 수영구 망미동 452-1 금산빌라,"부산광역시 수영구 과정로61번길 31 (망미동, 금산빌라)",48205,금산빌라,2026-02-04 09:42:46,U,2026-02-06 02:40:00,,391691.243509124,188406.079235719,부산광역시 수영구 망미동 452-1 금산빌라,공공용시설,금산빌라,,,금산빌라_부산광역시수영구망미동452-1금산빌라
351,민방위급수시설,11_46_01_P,3380000,3380000-E202500035,2025-05-19,,1,영업/정상,18,사용중,,,,,,30.0,,부산광역시 수영구 망미동 807-3 동방빌딩,"부산광역시 수영구 망미로30번길 32, 동방빌딩 (망미동)",48235,신금련산온천,2026-02-04 09:43:05,U,2026-02-06 02:40:00,,391494.545160198,187701.736607213,부산광역시 수영구 망미동 807-3 동방빌딩,공공용시설,신금련산온천,,,신금련산온천_부산광역시수영구망미동807-3동방빌딩
443,민방위급수시설,11_46_01_P,3240000,3240000-E202500001,2025-04-03,,1,영업/정상,18,사용중,,,,,,131.0,,서울특별시 강동구 길동 160 강동 헤리티지 자이,"서울특별시 강동구 천중로 264 (길동, 강동 헤리티지 자이)",05346,강동헤리티지자이,2026-02-09 17:12:40,U,2026-02-11 02:40:00,,213070.495037105,448552.7479101,서울특별시 강동구 길동 160 강동 헤리티지 자이,지자체시설,강동헤리티지자이,,,강동헤리티지자이_서울특별시강동구길동160강동헤리티지자이
444,민방위급수시설,11_46_01_P,3240000,3240000-E202500002,2025-04-03,,1,영업/정상,18,사용중,,,,,,50.0,,서울특별시 강동구 둔촌동 170-1,서울특별시 강동구 양재대로 1342 (둔촌동),05409,올림픽파크포레온,2026-02-09 17:12:58,U,2026-02-11 02:40:00,,212195.109947109,447197.273286818,서울특별시 강동구 둔촌동 170-1,지자체시설,올림픽파크포레온,,,올림픽파크포레온_서울특별시강동구둔촌동170-1
299,민방위급수시설,11_46_01_P,3380000,3380000-E202500002,2025-01-07,,1,영업/정상,18,사용중,,,,,,62.0,,부산광역시 수영구 광안동 127-19,부산광역시 수영구 감포로 23 (광안동),48292,경희백동진한의원,2026-01-30 13:52:20,U,2026-02-04 11:04:37,,393097.230831747,186660.489390572,부산광역시 수영구 광안동 127-19,공공용시설,경희백동진한의원,,,경희백동진한의원_부산광역시수영구광안동127-19
434,민방위급수시설,11_46_01_P,3780000,3800000-E202400004,2024-12-31,,1,영업/정상,18,사용중,,,,,,45.0,,경기도 성남시 중원구 성남동 4839,경기도 성남시 중원구 여수대로 199 (성남동),13384,시민농원(스마트팜),2026-02-06 09:25:39,U,2026-02-08 02:40:00,,211101.724448524,435846.938388709,경기도 성남시 중원구 성남동 4839,공공용시설,시민농원(스마트팜),,,시민농원(스마트팜)_경기도성남시중원구성남동4839
269,민방위급수시설,11_46_01_P,3780000,3800000-E202400003,2024-12-11,,1,영업/정상,18,사용중,,,,,,25.0,,경기도 성남시 중원구 여수동 99-2,경기도 성남시 중원구 여수대로 200 (여수동),13437,여수동 농업용관수(성남시농업기술센터),2026-02-02 18:07:48,U,2026-02-04 02:40:00,,211168.278033399,435565.449533735,경기도 성남시 중원구 여수동 99-2,공공용시설,여수동 농업용관수(성남시농업기술센터),,,여수동농업용관수(성남시농업기술센터)_경기도성남시중원구여수동99-2
433,민방위급수시설,11_46_01_P,3780000,3800000-E202400002,2024-12-04,,1,영업/정상,18,사용중,,,,,,40.0,,경기도 성남시 중원구 성남동 4651,경기도 성남시 중원구 둔촌대로 10 (성남동),13378,이은순,2026-02-06 09:23:49,U,2026-02-08 02:40:00,,210737.847428883,436347.925982436,경기도 성남시 중원구 성남동 4651,공공용시설,이은순,,,이은순_경기도성남시중원구성남동4651
