"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"17","이용업","05_19_01_P","5020000","5030000-203-2026-00001","2026-03-04","","01","영업/정상","01","영업","","","","","","40.15","790-836","경상북도 포항시 남구 청림동 90-1 충전관 2층","경상북도 포항시 남구 동해안로 6001, 충전관 2층 (청림동)","37896","해군남성컷트실","2026-03-04 14:58:19","I","2026-03-06 00:20:02","일반이용업","417100.58013283","279816.178622187","일반이용업","0","0","0","0","0","0","5","","","","","0","0","0","N",
"18","이용업","05_19_01_P","3190000","3190000-203-2026-00001","2026-03-04","","01","영업/정상","01","영업","","","","","","23.00","156-824","서울특별시 동작구 사당동 1012-1 대성빌딩","서울특별시 동작구 사당로22길 15, 대성빌딩 106호 (사당동)","07012","테오 바버샵","2026-03-04 13:33:49","I","2026-03-06 00:20:02","일반이용업","197891.763935322","442287.915036513","일반이용업","0","0","0","0","0","0","2","","","","","0","1","0","N",
"19","이용업","05_19_01_P","3480000","3480000-203-2026-00001","2026-03-04","","01","영업/정상","01","영업","","","","","","0.00","","대구광역시 달성군 현풍읍 원교리 12-5 현풍백년도깨비시장, 2층 302호","대구광역시 달성군 현풍읍 현풍로6길 5, 현풍백년도깨비시장 2층 302호","43003","낭만이발소","2026-03-04 16:51:05","I","2026-03-06 00:20:02","일반이용업","330334.73953953","244842.293386005","일반이용업","2","1","2","2","0","0","0","","","","","0","0","0","N",
"20","이용업","05_19_01_P","3300000","3300000-203-2026-00002","2026-03-04","","01","영업/정상","01","영업","","","","","","7.49","607-814","부산광역시 동래구 사직동 50-19 사직레포츠","부산광역시 동래구 석사로17번길 6, 사직레포츠 4층 일부호 (사직동)","47856","사직레포츠이용원","2026-03-04 10:52:42","I","2026-03-06 00:20:02","일반이용업","387702.137488091","190796.587271809","일반이용업","0","0","4","4","0","0","2","","","","","0","1","0","N",
"21","이용업","05_19_01_P","3180000","3180000-203-2026-00003","2026-03-04","","01","영업/정상","01","영업","","","","","","26.40","150-842","서울특별시 영등포구 신길동 619-1","서울특별시 영등포구 신풍로25가길 11, 1층 일부호 (신길동)","07392","체스트넛 바버샵","2026-03-04 15:29:23","I","2026-03-06 00:20:02","일반이용업","192746.087310148","444289.871625745","일반이용업","0","0","1","0","0","0","2","","","","임대","0","0","0","N",
"22","이용업","05_19_01_P","4030000","4030000-203-2026-00001","2026-03-03","","03","폐업","02","폐업","2026-03-04","","","","","19.25","437-813","경기도 의왕시 삼동 146-72","경기도 의왕시 부곡시장4길 15, 102호 (삼동)","16094","삼동 이발관","2026-03-04 14:08:10","I","2026-03-06 00:20:02","일반이용업","195702.794643004","423953.424723922","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"23","이용업","05_19_01_P","3230000","3230000-203-2003-00168","2003-10-24","","01","영업/정상","01","영업","","","","","","8.00","138-855","서울특별시 송파구 오금동 1-1","서울특별시 송파구 양재대로 1164 (오금동)","05652","선수촌목욕탕","2026-03-04 10:02:40","U","2026-03-06 02:40:00","일반이용업","211260.577517119","445431.648789715","일반이용업","7","1","0","0","1","1","2","","","","임대","0","0","0","N",
"24","이용업","05_19_01_P","3000000","3000000-203-1999-01423","1999-10-26","","03","폐업","02","폐업","2026-03-04","","","","02 7626887","15.00","110-850","서울특별시 종로구 효제동 69-7","서울특별시 종로구 대학로 32 (효제동)","03122","컷트의 집","2026-03-04 10:05:07","U","2026-03-06 02:40:00","일반이용업","200127.260254318","452410.597426608","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"25","이용업","05_19_01_P","3730000","3730000-203-2024-00003","2024-08-13","","01","영업/정상","01","영업","","","","","","24.84","","울산광역시 울주군 삼남읍 상천리 859-2","울산광역시 울주군 삼남읍 강당로 67, 1층","44953","스마일 이용원","2026-03-04 13:30:54","U","2026-03-06 02:40:00","일반이용업","390016.232687291","226710.171863711","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"26","이용업","05_19_01_P","3480000","3480000-203-2024-00001","2024-01-10","","03","폐업","02","폐업","2026-03-04","","","","","35.72","711-852","대구광역시 달성군 논공읍 북리 803-15","대구광역시 달성군 논공읍 논공로15길 22, 1층 5,15호","42979","맨즈샾","2026-03-04 15:07:55","U","2026-03-06 02:40:00","일반이용업","330252.411799743","248775.268711132","일반이용업","1","0","1","1","0","0","2","","","","","1","0","0","N",
"27","이용업","05_19_01_P","3740000","3760000-203-2019-00003","2019-08-12","","03","폐업","02","폐업","2026-03-04","","","","031 80023992","32.00","441-872","경기도 수원시 권선구 세류동 580-28","경기도 수원시 권선구 정조로 471, 1층 (세류동)","16655","오땡큐","2026-03-04 14:56:42","U","2026-03-06 02:40:00","일반이용업","200957.927440172","416590.604531333","일반이용업","0","0","1","1","0","0","2","영주증 유효기간","20190812","20281022","","0","0","0","N",
"28","이용업","05_19_01_P","3860000","3881000-203-2026-00001","2026-01-07","","01","영업/정상","01","영업","","","","","","29.20","","경기도 부천시 소사구 소사본동 78 세영타워메카 3-1호","경기도 부천시 소사구 소사로247번길 19, 3층 3-1 일부호 (소사본동, 세영타워메카)","14705","봉이이용원","2026-03-04 10:30:53","U","2026-03-06 02:40:00","일반이용업","181738.861613817","442029.608124581","일반이용업","0","0","3","3","0","0","3","","","","","0","0","0","N",
"29","이용업","05_19_01_P","5100000","5100000-203-2019-00002","2019-12-10","","03","폐업","02","폐업","2026-03-03","","","","","64.00","770-110","경상북도 영천시 망정동 518-6","경상북도 영천시 창신길 31, 2호 (망정동)","38824","보보스클럽","2026-03-05 13:43:45","U","2026-03-07 02:40:00","일반이용업","375981.173332082","278252.735565208","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"30","이용업","05_19_01_P","3640000","3640000-203-2019-00005","2019-12-06","","03","폐업","02","폐업","2026-03-05","","","","","33.00","300-821","대전광역시 동구 용운동 378-10","대전광역시 동구 동부로73번길 92, 1층 (용운동)","34662","옻안타는 천연염색 동대전점","2026-03-05 11:43:28","U","2026-03-07 02:40:00","일반이용업","241092.349941294","313984.193237084","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"31","이용업","05_19_01_P","5370000","5370000-203-1983-00002","1983-07-07","","03","폐업","02","폐업","2026-03-05","","","","055 6876611","118.27","656-904","경상남도 거제시 옥포동 381-1 (2층)","경상남도 거제시 옥포성안로 39 (옥포동,(2층))","53229","궁전이용원","2026-03-05 10:04:13","U","2026-03-07 02:40:00","일반이용업","354780.198342004","155893.848154357","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"32","이용업","05_19_01_P","3150000","3150000-203-2024-00001","2024-02-23","","03","폐업","02","폐업","2026-03-05","","","","","40.00","157-883","서울특별시 강서구 화곡동 355-3","서울특별시 강서구 곰달래로15길 31, 1층 우측호 (화곡동)","07766","아르떼 살롱 이루다 365","2026-03-05 14:53:36","U","2026-03-07 02:40:00","일반이용업","185742.463858422","447715.259069436","일반이용업","0","0","0","0","0","0","1","","","","","0","0","0","N",
"33","이용업","05_19_01_P","3050000","3050000-203-2008-00006","2008-08-18","","03","폐업","02","폐업","2026-03-05","","","","02 9663248","20.00","130-868","서울특별시 동대문구 청량리동 205-358 1층","서울특별시 동대문구 제기로17길 14, 1층 (청량리동)","02470","준호이발관","2026-03-05 09:31:55","U","2026-03-07 02:40:00","일반이용업","203584.016873625","453902.029017372","일반이용업","2","0","1","1","0","0","3","","","","","0","0","0","N",
"34","이용업","05_19_01_P","5100000","5100000-203-1997-00002","1997-01-10","","03","폐업","02","폐업","2026-03-03","","","","054 337 3355","30.46","770-080","경상북도 영천시 화룡동 182-8","경상북도 영천시 상아탑길 7-9, 1층 (화룡동)","38839","영화이용원","2026-03-05 13:36:19","U","2026-03-07 02:40:00","일반이용업","373211.576584273","275559.794971189","일반이용업","4","0","2","2","0","0","2","","","","","0","0","0","N",
