번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총직원수,주사육업종,Unnamed: 34,record_key
1052,가축사육업,02_04_01_P,4430000,443000003320260003,2026-02-23,,1,영업/정상,0,정상,,,,,,,,충청북도 옥천군 청성면 조천리 ***-*,충청북도 옥천군 청성면 조천길 ***,29018,지너니 농장,2026-02-23 17:39:30,I,2026-02-25 00:20:01,,268209.517011765,309534.357892037,가축사육업,,1069,000,0,염소,,지너니농장_충청북도옥천군청성면조천리***-*
1051,가축사육업,02_04_01_P,5210000,521000003320260001,2026-02-23,,1,영업/정상,0,정상,,,,,,,,"경상북도 성주군 성주읍 대황리 ****-* ,****",,719-804,김남숙농장,2026-02-23 20:04:59,I,2026-02-25 00:20:01,,313534.741888612,267592.59805163,가축사육업,,974,000,0,염소,,"김남숙농장_경상북도성주군성주읍대황리****-*,****"
1050,가축사육업,02_04_01_P,5470000,547000003320260010,2026-02-23,,1,영업/정상,0,정상,,,,,,,,경상남도 거창군 남하면 무릉리 *** (***),,,없음,2026-02-23 10:16:06,I,2026-02-25 00:20:01,,286441.205996484,239559.935771541,가축사육업,,2384,000,0,한우,,없음_경상남도거창군남하면무릉리***(***)
1049,가축사육업,02_04_01_P,5100000,510000003320260006,2026-02-23,,1,영업/정상,0,정상,,,,,,,,경상북도 영천시 대창면 오길리 ***,경상북도 영천시 대창면 용두길 **,38913,길재농장,2026-02-23 16:51:49,I,2026-02-25 00:20:01,,373965.256533739,264339.903366351,가축사육업,,1907,000,0,염소,,길재농장_경상북도영천시대창면오길리***
976,가축사육업,02_04_01_P,5340000,534000003320260007,2026-02-20,,1,영업/정상,0,정상,,,,,,,,경상남도 사천시 곤양면 송전리 ***-*,,,부영농장,2026-02-20 16:07:43,I,2026-02-22 00:20:02,,287896.436212175,176213.873597262,가축사육업,,1161,000,0,염소,,부영농장_경상남도사천시곤양면송전리***-*
977,가축사육업,02_04_01_P,5570000,557000003320260001,2026-02-20,,1,영업/정상,0,정상,,,,,,,,충청북도 증평군 도안면 도당리 ***-*,충청북도 증평군 도안면 모래재로 **-**,27906,에바다 염소 농장,2026-02-20 15:46:50,I,2026-02-22 00:20:02,,255235.444380207,367653.003617732,가축사육업,,461,000,0,염소,,에바다염소농장_충청북도증평군도안면도당리***-*
979,가축사육업,02_04_01_P,5470000,547000003320260009,2026-02-20,,1,영업/정상,0,정상,,,,,,,,경상남도 거창군 가조면 도리 ***-*,경상남도 거창군 가조면 도리*길 ***-***,50119,없음,2026-02-20 10:51:38,I,2026-02-22 00:20:02,,296231.004162786,244730.057642735,가축사육업,,2383,000,0,염소,,없음_경상남도거창군가조면도리***-*
1240,가축사육업,02_04_01_P,5340000,534000003320260006,2026-02-20,,1,영업/정상,0,정상,,,,,,,,경상남도 사천시 사남면 사촌리 ***,경상남도 사천시 사남면 대산길 **-**,52536,에벤에셀 농장,2026-02-25 11:26:05,U,2026-02-27 02:40:00,,305991.429028063,166197.211122318,가축사육업,,1160,000,0,염소,,에벤에셀농장_경상남도사천시사남면사촌리***
975,가축사육업,02_04_01_P,5340000,534000003320260005,2026-02-20,,1,영업/정상,0,정상,,,,,,,,경상남도 사천시 사천읍 장전리 ***,,,정현 농장,2026-02-20 15:31:36,I,2026-02-22 00:20:02,,303778.569634408,177565.302193163,가축사육업,,1159,000,0,염소,,정현농장_경상남도사천시사천읍장전리***
912,가축사육업,02_04_01_P,4920000,492000003320260004,2026-02-19,,1,영업/정상,0,정상,,,,,,,,전라남도 강진군 도암면 만덕리 ***-*,전라남도 강진군 도암면 다산로 ***-***,59248,다산농장,2026-02-19 10:00:18,I,2026-02-21 00:20:05,,175891.694950429,119699.79827007,가축사육업,,2320,000,0,한우,,다산농장_전라남도강진군도암면만덕리***-*
911,가축사육업,02_04_01_P,5460000,546000003320260001,2026-02-19,,1,영업/정상,0,정상,,,,,,,,경상남도 함양군 안의면 귀곡리 ***,경상남도 함양군 안의면 두평길 **-***,50006,김덕근,2026-02-19 17:12:23,I,2026-02-21 00:20:05,,274960.382647764,239127.2169529,가축사육업,,981,000,0,염소,,김덕근_경상남도함양군안의면귀곡리***
910,가축사육업,02_04_01_P,4440000,444000003320260004,2026-02-19,,1,영업/정상,0,정상,,,,,,,,충청북도 영동군 용산면 천작리 ***-* ***번지,,,우금자 농장,2026-02-19 17:55:53,I,2026-02-21 00:20:05,,273061.42327037,308328.699620631,가축사육업,,644,000,0,염소,,우금자농장_충청북도영동군용산면천작리***-****번지
909,가축사육업,02_04_01_P,5470000,547000003320260008,2026-02-19,,1,영업/정상,0,정상,,,,,,,,경상남도 거창군 가조면 기리 **,,,미녀봉흑염소농장,2026-02-19 09:34:25,I,2026-02-21 00:20:05,,293217.562979295,241847.701785936,가축사육업,,2382,000,0,염소,,미녀봉흑염소농장_경상남도거창군가조면기리**
908,가축사육업,02_04_01_P,5470000,547000003320260007,2026-02-19,,1,영업/정상,0,정상,,,,,,,,경상남도 거창군 가조면 도리 **,,,없음,2026-02-19 09:22:15,I,2026-02-21 00:20:05,,296324.27079971,244538.724907575,가축사육업,,2381,000,0,염소,,없음_경상남도거창군가조면도리**
907,가축사육업,02_04_01_P,4870000,487000003320260002,2026-02-19,,1,영업/정상,0,정상,,,,,,,,"전라남도 구례군 마산면 갑산리 ***-** , ***-**",,,성광농장,2026-02-19 16:40:58,I,2026-02-21 00:20:05,,243696.452192145,192429.319299377,가축사육업,,505,000,0,염소,,"성광농장_전라남도구례군마산면갑산리***-**,***-**"
906,가축사육업,02_04_01_P,4870000,487000003320260001,2026-02-19,,1,영업/정상,0,정상,,,,,,,,전라남도 구례군 산동면 신학리 ***,,,하신염소농장,2026-02-19 16:39:34,I,2026-02-21 00:20:05,,238330.016063079,200841.285832849,가축사육업,,504,000,0,염소,,하신염소농장_전라남도구례군산동면신학리***
905,가축사육업,02_04_01_P,4590000,459000003320260013,2026-02-19,,1,영업/정상,0,정상,,,,,,,,충청남도 청양군 화성면 농암리 ***,,,초원,2026-02-19 15:59:36,I,2026-02-21 00:20:05,,173967.752510927,326107.260683332,가축사육업,,1904,000,0,염소,,초원_충청남도청양군화성면농암리***
1126,가축사육업,02_04_01_P,4460000,446000003320260002,2026-02-19,,1,영업/정상,0,정상,,,,,,,,충청북도 괴산군 장연면 방곡리 ***-*,충청북도 괴산군 장연면 충민로방곡*길 *-*,28008,천지농장2,2026-02-23 11:19:55,U,2026-02-25 02:40:00,,282193.62277633,373294.106816745,가축사육업,,1300,000,0,한우,,천지농장2_충청북도괴산군장연면방곡리***-*
904,가축사육업,02_04_01_P,4950000,495000003320260006,2026-02-19,,1,영업/정상,0,정상,,,,,,,,전라남도 무안군 일로읍 감돈리 ***-*,전라남도 무안군 일로읍 국사로 ***-**,58569,송배2농장,2026-02-19 16:19:47,I,2026-02-21 00:20:05,,152068.171130602,151322.814847122,가축사육업,,2773,000,0,한우,,송배2농장_전라남도무안군일로읍감돈리***-*
903,가축사육업,02_04_01_P,4970000,497000003320260005,2026-02-19,,1,영업/정상,0,정상,,,,,,,,"전라남도 영광군 군남면 도장리 *** ***,***",,,대성농장,2026-02-19 09:09:40,I,2026-02-21 00:20:05,,152054.060202098,192007.763430637,가축사육업,,1617,000,0,한우,,"대성농장_전라남도영광군군남면도장리******,***"
978,가축사육업,02_04_01_P,5450000,545000003320260003,2026-02-19,,1,영업/정상,0,정상,,,,,,,,경상남도 산청군 신안면 신기리 **-*,,,에덴농원,2026-02-20 13:49:14,I,2026-02-22 00:20:02,,291488.476368708,200860.587329674,가축사육업,,591,000,0,염소,,에덴농원_경상남도산청군신안면신기리**-*
848,가축사육업,02_04_01_P,4580000,458000003320260006,2026-02-13,,1,영업/정상,0,정상,,,,,,,,충청남도 서천군 문산면 지원리 ***,,,서천나래농장,2026-02-13 10:23:06,I,2026-02-15 00:20:02,,177575.093547003,295054.73267807,가축사육업,,796,000,0,염소,,서천나래농장_충청남도서천군문산면지원리***
846,가축사육업,02_04_01_P,5480000,548000003320260006,2026-02-13,,1,영업/정상,0,정상,,,,,,,,경상남도 합천군 적중면 죽고리 ****,경상남도 합천군 적중면 죽고길 ***-**,50247,죽고축산4,2026-02-13 15:32:14,I,2026-02-15 00:20:02,,318404.533987946,230736.01075983,가축사육업,,2836,000,0,한우,,죽고축산4_경상남도합천군적중면죽고리****
847,가축사육업,02_04_01_P,4470000,447000003320260002,2026-02-13,,1,영업/정상,0,정상,,,,,,,,충청북도 음성군 생극면 임곡리 ***-*,충청북도 음성군 생극면 임곡길***번길 **,,태양사슴농장,2026-02-13 19:47:10,I,2026-02-15 00:20:02,,251267.613235277,395625.681849548,가축사육업,,1049,000,0,사슴,,태양사슴농장_충청북도음성군생극면임곡리***-*
777,가축사육업,02_04_01_P,4520000,452000003320260004,2026-02-12,,1,영업/정상,0,정상,,,,,,,,충청남도 아산시 염치읍 중방리 **-**,,,남용농장,2026-02-12 09:19:08,I,2026-02-14 00:20:02,,195590.165762875,368178.319658415,가축사육업,,1542,000,0,육계,,남용농장_충청남도아산시염치읍중방리**-**
778,가축사육업,02_04_01_P,5480000,548000003320260005,2026-02-12,,1,영업/정상,0,정상,,,,,,,,경상남도 합천군 덕곡면 학리 ***-*,경상남도 합천군 덕곡면 율지포두길 ***-**,50248,서병근,2026-02-12 21:29:14,I,2026-02-14 00:20:02,,323046.442300975,237499.306782945,가축사육업,,2835,000,0,한우,,서병근_경상남도합천군덕곡면학리***-*
776,가축사육업,02_04_01_P,5530000,553000003320260002,2026-02-12,,1,영업/정상,0,정상,,,,,,,,경기도 화성시 만세구 마도면 금당리 ***-*,,,마도축산,2026-02-12 17:02:50,I,2026-02-14 00:20:02,,177085.26503643,409231.619089737,가축사육업,,2759,000,0,염소,,마도축산_경기도화성시만세구마도면금당리***-*
775,가축사육업,02_04_01_P,4590000,459000003320260012,2026-02-12,,1,영업/정상,0,정상,,,,,,,,충청남도 청양군 청양읍 적누리 ***-*,,,예담농장,2026-02-12 17:38:37,I,2026-02-14 00:20:02,,182148.331538569,324836.343836454,가축사육업,,1903,000,0,염소,,예담농장_충청남도청양군청양읍적누리***-*
774,가축사육업,02_04_01_P,5080000,508000003320260002,2026-02-12,,1,영업/정상,0,정상,,,,,,,,경상북도 구미시 해평면 문량리 **** ****,,,가람농장,2026-02-12 09:50:18,I,2026-02-14 00:20:02,,326033.824448028,297656.763439526,가축사육업,,2236,000,0,한우,,가람농장_경상북도구미시해평면문량리********
723,가축사육업,02_04_01_P,4010000,401000003320260006,2026-02-11,,1,영업/정상,0,정상,,,,,,,,경기도 시흥시 군자동 ***,,,우정농원,2026-02-11 09:54:37,I,2026-02-13 00:20:38,,181113.402147363,429409.30860927,가축사육업,,380,000,0,염소,,우정농원_경기도시흥시군자동***
722,가축사육업,02_04_01_P,4010000,401000003320260005,2026-02-11,,1,영업/정상,0,정상,,,,,,,,경기도 시흥시 안현동 산 **,,,고려농장,2026-02-11 09:53:19,I,2026-02-13 00:20:38,,183507.328216349,436357.709096862,가축사육업,,379,000,0,염소,,고려농장_경기도시흥시안현동산**
721,가축사육업,02_04_01_P,4181000,418100003320260002,2026-02-11,,1,영업/정상,0,정상,,,,,,,,강원특별자치도 춘천시 북산면 추곡리 ***,,,건사모농장,2026-02-11 14:43:24,I,2026-02-13 00:20:38,,276095.952437329,504575.660855484,가축사육업,,1060,000,0,염소,,건사모농장_강원특별자치도춘천시북산면추곡리***
718,가축사육업,02_04_01_P,4590000,459000003320260010,2026-02-11,,1,영업/정상,0,정상,,,,,,,,충청남도 청양군 남양면 용두리 **-*,충청남도 청양군 남양면 구용길 **-**,33306,최창학농장,2026-02-11 10:54:03,I,2026-02-13 00:20:38,,181826.430496074,322551.502729395,가축사육업,,1901,000,0,염소,,최창학농장_충청남도청양군남양면용두리**-*
717,가축사육업,02_04_01_P,4590000,459000003320260009,2026-02-11,,1,영업/정상,0,정상,,,,,,,,충청남도 청양군 남양면 대봉리 ***-*,충청남도 청양군 남양면 만수로 ****-*,33306,형제농장,2026-02-11 10:51:12,I,2026-02-13 00:20:38,,179835.920978468,321830.877170593,가축사육업,,1900,000,0,염소,,형제농장_충청남도청양군남양면대봉리***-*
716,가축사육업,02_04_01_P,4590000,459000003320260008,2026-02-11,,1,영업/정상,0,정상,,,,,,,,충청남도 청양군 남양면 신왕리 ***,,,임창선농장,2026-02-11 10:48:18,I,2026-02-13 00:20:38,,175636.709682263,322213.425904078,가축사육업,,1899,000,0,염소,,임창선농장_충청남도청양군남양면신왕리***
719,가축사육업,02_04_01_P,4590000,459000003320260011,2026-02-11,,1,영업/정상,0,정상,,,,,,,,충청남도 청양군 남양면 온직리 **-*,,,이동한농장,2026-02-11 11:01:55,I,2026-02-13 00:20:38,,183225.113740984,320422.074620024,가축사육업,,1902,000,0,염소,,이동한농장_충청남도청양군남양면온직리**-*
715,가축사육업,02_04_01_P,4590000,459000003320260007,2026-02-11,,1,영업/정상,0,정상,,,,,,,,충청남도 청양군 화성면 매산리 ***,,,가족농장,2026-02-11 10:44:33,I,2026-02-13 00:20:38,,175595.325816654,327403.317543901,가축사육업,,1898,000,0,염소,,가족농장_충청남도청양군화성면매산리***
720,가축사육업,02_04_01_P,4830000,483000003320260003,2026-02-11,,1,영업/정상,0,정상,,,,,,,,"전라남도 나주시 세지면 성산리 ***-* 외 *필지(***-*, ***-*)",,,건강나라 한우농장,2026-02-11 09:57:07,I,2026-02-13 00:20:38,,176936.732216768,155650.460892353,가축사육업,,3796,000,0,한우,,"건강나라한우농장_전라남도나주시세지면성산리***-*외*필지(***-*,***-*)"
653,가축사육업,02_04_01_P,5310000,531000003320260002,2026-02-10,,1,영업/정상,0,정상,,,,,,,,경상남도 진주시 문산읍 갈곡리 **-*,,,이순우농장,2026-02-10 16:12:31,I,2026-02-12 00:20:02,,312199.532512838,182523.614662777,가축사육업,,966,000,0,염소,,이순우농장_경상남도진주시문산읍갈곡리**-*
652,가축사육업,02_04_01_P,5160000,516000003320260003,2026-02-10,,1,영업/정상,0,정상,,,,,,,,경상북도 청송군 안덕면 복리 **,경상북도 청송군 안덕면 원복길 **-**,37454,에덴축산2,2026-02-10 17:04:02,I,2026-02-12 00:20:02,,376237.743790697,311168.47663867,가축사육업,,557,000,0,한우,,에덴축산2_경상북도청송군안덕면복리**
655,가축사육업,02_04_01_P,4970000,497000003320260004,2026-02-10,,1,영업/정상,0,정상,,,,,,,,전라남도 영광군 백수읍 상사리 ****-*,,,광농장,2026-02-10 11:24:42,I,2026-02-12 00:20:02,,143929.615101003,196630.67867769,가축사육업,,1616,000,0,한우,,광농장_전라남도영광군백수읍상사리****-*
646,가축사육업,02_04_01_P,5070000,507000003320260008,2026-02-10,,1,영업/정상,0,정상,,,,,,,,경상북도 안동시 풍산읍 하리리 **,,,이준업농장,2026-02-10 15:54:20,I,2026-02-12 00:20:02,,341560.094995594,342288.137078193,가축사육업,,2347,000,0,염소,,이준업농장_경상북도안동시풍산읍하리리**
647,가축사육업,02_04_01_P,5080000,508000003320260001,2026-02-10,,1,영업/정상,0,정상,,,,,,,,경상북도 구미시 해평면 문량리 ****,,39155,우정호농장,2026-02-10 21:26:21,I,2026-02-12 00:20:02,,326031.863319114,297218.684186029,가축사육업,,2235,000,0,한우,,우정호농장_경상북도구미시해평면문량리****
648,가축사육업,02_04_01_P,5230000,523000003320260004,2026-02-10,,1,영업/정상,0,정상,,,,,,,,경상북도 예천군 보문면 신월리 ***,,,점우2농장,2026-02-10 16:28:22,I,2026-02-12 00:20:02,,334274.639890579,353410.771662464,가축사육업,,2928,000,0,한우,,점우2농장_경상북도예천군보문면신월리***
654,가축사육업,02_04_01_P,4390000,439000003320260003,2026-02-10,,1,영업/정상,0,정상,,,,,,,,충청북도 충주시 금가면 잠병리 ***,,,준농장,2026-02-10 15:44:31,I,2026-02-12 00:20:02,,280478.341617941,396603.238345868,가축사육업,,1680,000,0,염소,,준농장_충청북도충주시금가면잠병리***
650,가축사육업,02_04_01_P,5190000,519000003320260002,2026-02-10,,1,영업/정상,0,정상,,,,,,,,경상북도 청도군 화양읍 유등리 ****-**,경상북도 청도군 화양읍 오부실길 **-**,38326,신광농장,2026-02-10 09:12:41,I,2026-02-12 00:20:02,,354121.574794934,241793.193988281,가축사육업,,1271,000,0,기타,,신광농장_경상북도청도군화양읍유등리****-**
651,가축사육업,02_04_01_P,4751000,475100003320260002,2026-02-10,,1,영업/정상,0,정상,,,,,,,,"전북특별자치도 장수군 계남면 궁양리 **** ****, ****-*","전북특별자치도 장수군 계남면 궁평*길 ** (****, ****-*)",,혜경농장,2026-02-10 09:43:59,I,2026-02-12 00:20:02,,253611.738820342,241362.696004477,가축사육업,,2848,000,0,한우,,"혜경농장_전북특별자치도장수군계남면궁양리********,****-*"
649,가축사육업,02_04_01_P,5160000,516000003320260002,2026-02-10,,1,영업/정상,0,정상,,,,,,,,경상북도 청송군 안덕면 성재리 **,경상북도 청송군 안덕면 직동길 **-**,,성규염소농장,2026-02-10 17:01:16,I,2026-02-12 00:20:02,,376878.024949575,307200.200600664,가축사육업,,556,000,0,염소,,성규염소농장_경상북도청송군안덕면성재리**
