번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),수리대상 의료기기의 유형,다른 겸업 여부,총규모,영업규모,Unnamed: 32,record_key
1701,의료기기판매(임대)업,01_02_03_P,3160000,PHMG120263160034047000025,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,서울특별시 구로구 고척동 ***-** 고척 헤리츠,"서울특별시 구로구 고척로**길 *, 지층 *-* **호 (고척동, 고척 헤리츠)",08241,피티헬스케어,2026-02-26 10:55:10,I,2026-02-28 00:20:02,,187084.92680467,444741.625096912,,,,,,피티헬스케어_서울특별시구로구고척동***-**고척헤리츠
1703,의료기기판매(임대)업,01_02_03_P,4641000,PHMG120264641050047000012,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 중화산동*가 ***-*,"전북특별자치도 전주시 완산구 화산천변*길 *-*, *층 (중화산동*가)",54974,와이제이,2026-02-26 17:41:43,I,2026-02-28 00:20:02,,210362.223847393,257875.073840326,,,49.45,,,와이제이_전북특별자치도전주시완산구중화산동*가***-*
1688,의료기기판매(임대)업,01_02_03_P,3350000,PHMG120263350024047000010,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,부산광역시 금정구 구서동 ***-*,부산광역시 금정구 중앙대로****번길 ** (구서동),46233,부산눈썹 그린날뷰티,2026-02-26 10:36:45,I,2026-02-28 00:20:02,,390198.214339412,196890.872797093,,,39.84,,,부산눈썹그린날뷰티_부산광역시금정구구서동***-*
1655,의료기기판매(임대)업,01_02_03_P,4820000,PHMG120264820026047000003,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 오천동 ***-*,전라남도 순천시 지현길 *** (오천동),58026,타파웨어 순천오천점,2026-02-26 16:59:26,I,2026-02-28 00:20:02,,244876.267494177,158878.285940255,,,55.15,,,타파웨어순천오천점_전라남도순천시오천동***-*
1734,의료기기판매(임대)업,01_02_03_P,4450000,PHMG120224450014047000005,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,충청북도 진천군 덕산읍 두촌리 ****,"충청북도 진천군 덕산읍 연미로 **-*, *층 ***,***호",27876,GS25혁신옥동점,2026-02-26 18:35:30,U,2026-02-28 02:40:00,,246951.817337809,378224.15766659,,,80.0,,,GS25혁신옥동점_충청북도진천군덕산읍두촌리****
1735,의료기기판매(임대)업,01_02_03_P,4020000,PHMG120224020028047000013,2026-02-26,,3,폐업,3,폐업,2026-02-26,,,,,,,경기도 군포시 도마교동 *** 군포 송정 풍산 리치안,"경기도 군포시 송부로**번길 **, 군포 송정 풍산 리치안 A동 ***호 (도마교동)",15885,CU송정리치안점,2026-02-26 12:58:51,U,2026-02-28 02:40:00,,193182.580781349,423740.621946567,,,,,,CU송정리치안점_경기도군포시도마교동***군포송정풍산리치안
1739,의료기기판매(임대)업,01_02_03_P,3600000,PHMG120213600020047000108,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,광주광역시 서구 치평동 ***-*,"광주광역시 서구 천변좌하로 ***, *층 (치평동)",61953,주식회사 뉴로메드,2026-02-26 16:17:41,U,2026-02-28 02:40:00,,185081.082991482,184011.803970266,,,23.0,,,주식회사뉴로메드_광주광역시서구치평동***-*
1741,의료기기판매(임대)업,01_02_03_P,4420000,PHMG120264420014047000001,2026-02-26,,3,폐업,3,폐업,2026-02-26,,,,,,,충청북도 보은군 보은읍 삼산리 **-* 소매점,"충청북도 보은군 보은읍 삼산로*길 *, 소매점 *층",28949,비티진,2026-02-26 14:45:04,U,2026-02-28 02:40:00,,264516.290351412,331731.419849068,,,242.73,,,비티진_충청북도보은군보은읍삼산리**-*소매점
1680,의료기기판매(임대)업,01_02_03_P,3200000,PHMG120263200033047000008,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,서울특별시 관악구 봉천동 ***-** *층,"서울특별시 관악구 장군봉*길 **, *층 (봉천동)",08784,온누리헬스케어,2026-02-26 17:30:24,I,2026-02-28 00:20:02,,194852.491171009,442175.859953905,,,,,,온누리헬스케어_서울특별시관악구봉천동***-***층
1641,의료기기판매(임대)업,01_02_03_P,3560000,PHMG120263560021047000024,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,인천광역시 서구 청라동 ***-** 지젤엠청라,"인천광역시 서구 청라에메랄드로 **, 지젤엠청라 B동 B*층 **호 (청라동)",22738,다아컴퍼니,2026-02-26 14:43:38,I,2026-02-28 00:20:02,,169500.0,447993.88,,,,,,다아컴퍼니_인천광역시서구청라동***-**지젤엠청라
1793,의료기기판매(임대)업,01_02_03_P,5110000,PHMG120225110034047000031,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,경상북도 상주시 복룡동 ***-*,"경상북도 상주시 왕산로 ***, *층 (복룡동)",37178,세븐일레븐 상주스타점,2026-02-26 18:09:22,U,2026-02-28 02:40:00,,304217.713745198,324903.681833026,,,137.43,,,세븐일레븐상주스타점_경상북도상주시복룡동***-*
1674,의료기기판매(임대)업,01_02_03_P,3220000,PHMG120263220033047000054,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 대치동 ***-**,"서울특별시 강남구 테헤란로**길 **, ***호 (대치동)",06178,화이트체리 주식회사,2026-02-26 17:27:28,I,2026-02-28 00:20:02,,205079.418138107,444869.834721154,,,3.3,,,화이트체리주식회사_서울특별시강남구대치동***-**
1577,의료기기판매(임대)업,01_02_03_P,3520000,PHMG120263520019047000020,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,인천광역시 연수구 송도동 *-** 갯벌타워,"인천광역시 연수구 갯벌로 **, 갯벌타워 ****.****호 (송도동)",21999,(주)덴토플렉스,2026-02-25 15:33:29,I,2026-02-27 00:20:02,,169347.622511638,431201.100992673,,,,,,(주)덴토플렉스_인천광역시연수구송도동*-**갯벌타워
1689,의료기기판매(임대)업,01_02_03_P,5020000,PHMG120265020055047000010,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,,경상북도 포항시 남구 상공로 *** (대도동),37782,효성의료기,2026-02-26 10:40:02,I,2026-02-28 00:20:02,,412778.270424799,282387.278081232,,,,,,효성의료기_
1686,의료기기판매(임대)업,01_02_03_P,5070000,PHMG120265070014047000006,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경상북도 안동시 안기동 ***-*,"경상북도 안동시 안기*길 **, *층 (안기동)",36629,정다운 의료기,2026-02-26 13:06:10,I,2026-02-28 00:20:02,,353676.937206071,342802.080094578,,,,,,정다운의료기_경상북도안동시안기동***-*
1579,의료기기판매(임대)업,01_02_03_P,3130000,PHMG120263130033047000023,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 서교동 ***-** 서교제일빌딩,"서울특별시 마포구 양화로 **, 서교제일빌딩 *층 (서교동)",04045,(주)비주얼브랜드,2026-02-25 16:15:09,I,2026-02-27 00:20:02,,192488.985144597,449787.214169203,,,,,,(주)비주얼브랜드_서울특별시마포구서교동***-**서교제일빌딩
1691,의료기기판매(임대)업,01_02_03_P,4540000,PHMG120264540026047000001,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,충청남도 논산시 연무읍 안심리 *-***,"충청남도 논산시 연무읍 안심로 ***, *층",33008,힐스템 연무지점,2026-02-26 14:17:59,I,2026-02-28 00:20:02,,208874.2584525,292510.999522715,,,134.0,,,힐스템연무지점_충청남도논산시연무읍안심리*-***
1575,의료기기판매(임대)업,01_02_03_P,3520000,PHMG120263520019047000018,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,인천광역시 연수구 연수동 ***-* 아시스타워,"인천광역시 연수구 용담로 ***, 아시스타워 *층 ****호 (연수동)",21927,아이비메디케어,2026-02-25 15:32:22,I,2026-02-27 00:20:02,,171381.655890851,434849.984979024,,,,,,아이비메디케어_인천광역시연수구연수동***-*아시스타워
1692,의료기기판매(임대)업,01_02_03_P,3230000,PHMG120263230034047000053,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 송파구 가락동 **-*,"서울특별시 송파구 중대로*길 **, *층 s**호 (가락동)",05711,에스앤지유통,2026-02-25 13:33:58,I,2026-02-28 00:20:02,,210391.461980814,443796.02703891,,,,,,에스앤지유통_서울특별시송파구가락동**-*
1693,의료기기판매(임대)업,01_02_03_P,3230000,PHMG120263230034047000054,2026-02-25,,1,영업/정상,13,영업중,,,,,02-851-2346,,,,"서울특별시 송파구 오금로 **, 잠실리시온 ***호 (방이동)",05542,주식회사 에스앤엠메디칼(서울지점),2026-02-25 16:44:46,I,2026-02-28 00:20:02,,209427.410217251,445829.725943441,,,55.99,,,주식회사에스앤엠메디칼(서울지점)_
1695,의료기기판매(임대)업,01_02_03_P,3000000,PHMG120263000034047000008,2026-02-25,,1,영업/정상,13,영업중,,,,,070-8682-8658,,,서울특별시 종로구 연건동 **-*,"서울특별시 종로구 대학로*길 **-*, *층 (연건동)",03082,주연의료기,2026-02-25 13:45:21,I,2026-02-28 00:20:02,,200062.127995968,452976.496869592,,,35.0,,,주연의료기_서울특별시종로구연건동**-*
1696,의료기기판매(임대)업,01_02_03_P,4000000,PHMG120264000018047000005,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경기도 오산시 원동 ***-** 건정프라자,"경기도 오산시 오산로***번길 *-*, 건정프라자 *층 **-*호 (원동)",18143,피와이엔씨,2026-02-26 09:29:10,I,2026-02-28 00:20:02,,206112.873034463,404434.268889818,,,,,,피와이엔씨_경기도오산시원동***-**건정프라자
1576,의료기기판매(임대)업,01_02_03_P,3520000,PHMG120263520019047000019,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,인천광역시 연수구 송도동 *-** 갯벌타워,"인천광역시 연수구 갯벌로 **, 갯벌타워 ****호 (송도동)",21999,(주)클리어모프랩,2026-02-25 15:33:09,I,2026-02-27 00:20:02,,169347.622511638,431201.100992673,,,,,,(주)클리어모프랩_인천광역시연수구송도동*-**갯벌타워
1705,의료기기판매(임대)업,01_02_03_P,3560000,PHMG120263560021047000023,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,인천광역시 서구 청라동 ***-** 현대썬앤빌 더 테라스,"인천광역시 서구 청라커낼로***번길 **, 현대썬앤빌 더 테라스 ***동 ***호 (청라동)",22762,브로우진 인천청라 눈썹&속눈썹,2026-02-25 17:33:53,I,2026-02-28 00:20:02,,168769.990920297,447993.766869008,,,,,,브로우진인천청라눈썹&속눈썹_인천광역시서구청라동***-**현대썬앤빌더테라스
1742,의료기기판매(임대)업,01_02_03_P,3830000,PHMG120263830262047000001,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경기도 안양시 만안구 안양동 ***-** 안양어반포레자연앤이편한세상 *단지,"경기도 안양시 만안구 냉천로 ***, ***동 ***호 (안양동, 안양어반포레자연앤이편한세상 *단지)",14029,범털 SMP,2026-02-26 11:15:39,U,2026-02-28 02:40:00,,,,,,,,,범털SMP_경기도안양시만안구안양동***-**안양어반포레자연앤이편한세상*단지
1574,의료기기판매(임대)업,01_02_03_P,5020000,PHMG120265020055047000009,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,,경상북도 포항시 남구 대해로 *** (대도동),37812,보성전기안전,2026-02-25 16:47:22,I,2026-02-27 00:20:02,,413086.193234458,282668.9790485,,,133.22,,,보성전기안전_
1685,의료기기판매(임대)업,01_02_03_P,5070000,PHMG120265070014047000005,2026-02-25,,1,영업/정상,13,영업중,,,,,054-843-3666,,,경상북도 안동시 송현동 ***-**,"경상북도 안동시 송현길 ***, *층 (송현동)",36633,코웨이 송현대리점,2026-02-26 11:50:19,I,2026-02-28 00:20:02,,351336.452878976,342854.839138962,,,51.0,,,코웨이송현대리점_경상북도안동시송현동***-**
1677,의료기기판매(임대)업,01_02_03_P,4191000,PHMG120264191050047000016,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 원주시 명륜동 ***-**,"강원특별자치도 원주시 향교길 **, *층 (명륜동)",26441,(주)코리아세븐 원주대성현대점,2026-02-26 09:08:07,I,2026-02-28 00:20:02,,284226.654411236,426816.092832465,,,181.0,,,(주)코리아세븐원주대성현대점_강원특별자치도원주시명륜동***-**
1583,의료기기판매(임대)업,01_02_03_P,3530000,PHMG120263530019047000017,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,인천광역시 남동구 구월동 **** 이토타워,"인천광역시 남동구 예술로 ***, 이토타워 ***호 (구월동)",21573,가온플러스,2026-02-25 16:07:47,I,2026-02-27 00:20:02,,173473.832260562,438272.102552924,,,,,,가온플러스_인천광역시남동구구월동****이토타워
1659,의료기기판매(임대)업,01_02_03_P,4800000,PHMG120264800026047000009,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 산정동 ****,"전라남도 목포시 원산중앙로 **, **호 (산정동)",58637,닥터88플러스,2026-02-26 09:29:35,I,2026-02-28 00:20:02,,142947.201623355,145866.441312587,,,,,,닥터88플러스_전라남도목포시산정동****
1643,의료기기판매(임대)업,01_02_03_P,3600000,PHMG120263600020047000013,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,광주광역시 서구 화정동 ***-** 추선회관빌딩,"광주광역시 서구 상무대로 ****, 추선회관빌딩 *층 ***호 (화정동)",61979,한스,2026-02-25 16:51:44,I,2026-02-28 00:20:02,,188960.070805575,183753.860534664,,,9.9,,,한스_광주광역시서구화정동***-**추선회관빌딩
1646,의료기기판매(임대)업,01_02_03_P,3040000,PHMG120263040033047000016,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 자양동 *** 래미안프리미어팰리스,"서울특별시 광진구 아차산로 ***, ***동 ***호 (자양동, 래미안프리미어팰리스)",05026,와이브로우 뷰티아카데미,2026-02-26 17:22:13,I,2026-02-28 00:20:02,,207135.958384677,448386.668907366,,,,,,와이브로우뷰티아카데미_서울특별시광진구자양동***래미안프리미어팰리스
1648,의료기기판매(임대)업,01_02_03_P,3260000,PHMG120263260022047000002,2026-02-25,,1,영업/정상,13,영업중,,,,,051-913-3122,,,부산광역시 서구 서대신동*가 **-*,부산광역시 서구 대영로**번길 ** (서대신동*가),49234,온누리 헬스케어,2026-02-26 14:44:46,I,2026-02-28 00:20:02,,383745.608647792,180882.783076162,,,202.26,,,온누리헬스케어_부산광역시서구서대신동*가**-*
1649,의료기기판매(임대)업,01_02_03_P,3480000,PHMG120263480012047000010,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,,"대구광역시 달성군 화원읍 화암로 **, 명곡미래빌*단지 상가동 ***호",42959,주식회사 청설,2026-02-25 16:46:58,I,2026-02-28 00:20:02,,335371.838542107,256357.152972424,,,,,,주식회사청설_
1650,의료기기판매(임대)업,01_02_03_P,3470000,PHMG120263470022047000014,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,대구광역시 달서구 본리동 ****-*,"대구광역시 달서구 용산로 **, *층 (본리동)",42691,(주)대경환경,2026-02-25 15:06:51,I,2026-02-28 00:20:02,,338199.220647648,260942.548521704,,,,,,(주)대경환경_대구광역시달서구본리동****-*
1651,의료기기판매(임대)업,01_02_03_P,3470000,PHMG120263470022047000015,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,대구광역시 달서구 본동 ****,"대구광역시 달서구 구마로**안길 **, 지하 *층 (본동)",42733,(주)태영종합관리,2026-02-25 15:57:44,I,2026-02-28 00:20:02,,338905.246251485,260571.563074356,,,,,,(주)태영종합관리_대구광역시달서구본동****
1599,의료기기판매(임대)업,01_02_03_P,3830000,PHMG120263830262047000003,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경기도 안양시 만안구 안양동 ***-***,"경기도 안양시 만안구 안양로***번길 *, *층 (안양동)",14001,누가의료기,2026-02-25 14:41:52,I,2026-02-27 00:20:02,,,,,,,,,누가의료기_경기도안양시만안구안양동***-***
1598,의료기기판매(임대)업,01_02_03_P,3730000,PHMG120263730017047000005,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,,"울산광역시 울주군 언양읍 동문길 **, B*층",44942,에스이홀딩스,2026-02-25 17:52:49,I,2026-02-27 00:20:02,,392551.00090515,231661.198288403,,,953.2,,,에스이홀딩스_
1658,의료기기판매(임대)업,01_02_03_P,3030000,PHMG120263030033047000012,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성동구 성수동*가 ***-** 성수아카데미타워 ****호,"서울특별시 성동구 성수이로 ***, 성수아카데미타워 ****호 (성수동*가)",04797,글로벌카라반(GLOBAL CARAVAN),2026-02-25 15:34:54,I,2026-02-28 00:20:02,,205039.907145725,449216.223655036,,,,,,글로벌카라반(GLOBALCARAVAN)_서울특별시성동구성수동*가***-**성수아카데미타워****호
1596,의료기기판매(임대)업,01_02_03_P,4010000,PHMG120264010281047000012,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경기도 시흥시 정왕동 ****-** 대성빌딩,"경기도 시흥시 중심상가*길 **, 대성빌딩 (정왕동)",15066,코스모스(주)정왕지점,2026-02-25 16:16:23,I,2026-02-27 00:20:02,,176521.917179588,426884.796575614,,,,,,코스모스(주)정왕지점_경기도시흥시정왕동****-**대성빌딩
1595,의료기기판매(임대)업,01_02_03_P,4010000,PHMG120264010281047000011,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경기도 시흥시 배곧동 ***-* 배곧 시그니처타워,"경기도 시흥시 서울대학로 **-**, 배곧 시그니처타워 ***호 (배곧동)",15012,에이치씨아이 주식회사,2026-02-25 16:15:18,I,2026-02-27 00:20:02,,174208.551166427,428594.934528168,,,,,,에이치씨아이주식회사_경기도시흥시배곧동***-*배곧시그니처타워
1660,의료기기판매(임대)업,01_02_03_P,4050000,PHMG120264050148047000013,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 기흥구 신갈동 **-*,"경기도 용인시 기흥구 신갈로**번길 **-*, ***호 (신갈동)",16969,포레스트뷰티 용인기흥점,2026-02-25 11:03:48,I,2026-02-28 00:20:02,,209446.816225373,418978.226749161,,,,,,포레스트뷰티용인기흥점_경기도용인시기흥구신갈동**-*
1584,의료기기판매(임대)업,01_02_03_P,3940000,PHMG120263940138047000019,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 덕양구 원흥동 *** KB중앙타워,"경기도 고양시 덕양구 원흥*로 **, KB중앙타워 ***(일부)호 (원흥동)",10564,우인헬스케어,2026-02-25 16:27:47,I,2026-02-27 00:20:02,,188884.098561575,460769.671245045,,,3.3,,,우인헬스케어_경기도고양시덕양구원흥동***KB중앙타워
1664,의료기기판매(임대)업,01_02_03_P,5360000,PHMG120265360021047000001,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경상남도 밀양시 무안면 무안리 ***-**,경상남도 밀양시 무안면 사명로 ***-*,50408,시그니아 독일보청기·의료기 무안센터,2026-02-25 13:56:53,I,2026-02-28 00:20:02,,349875.796532397,220190.748998795,,,103.0,,,시그니아독일보청기·의료기무안센터_경상남도밀양시무안면무안리***-**
1669,의료기기판매(임대)업,01_02_03_P,3520000,PHMG120263520019047000021,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,인천광역시 연수구 송도동 ***-** 힐스테이트 레이크 송도,"인천광역시 연수구 아카데미로***번길 ***, ***동 ****호 (송도동, 힐스테이트 레이크 송도)",22022,서일팜,2026-02-26 13:02:31,I,2026-02-28 00:20:02,,166375.36860469,433186.370528615,,,,,,서일팜_인천광역시연수구송도동***-**힐스테이트레이크송도
1670,의료기기판매(임대)업,01_02_03_P,3520000,PHMG120263520019047000022,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,인천광역시 연수구 옥련동 ***-** 럭키빌딩,"인천광역시 연수구 독배로 **, 럭키빌딩 ***,***,***호 (옥련동)",21957,글라스팩토리,2026-02-26 13:05:20,I,2026-02-28 00:20:02,,168447.29523241,435943.685775458,,,,,,글라스팩토리_인천광역시연수구옥련동***-**럭키빌딩
1671,의료기기판매(임대)업,01_02_03_P,3670000,PHMG120263670022047000008,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,대전광역시 유성구 죽동 ***-*,"대전광역시 유성구 죽동로***번길 **-*, 지상 *층 (죽동)",34127,(주)메디코스바이오텍,2026-02-26 08:50:47,I,2026-02-28 00:20:02,,230309.224369234,318760.420748577,,,,,,(주)메디코스바이오텍_대전광역시유성구죽동***-*
1672,의료기기판매(임대)업,01_02_03_P,3220000,PHMG120263220033047000052,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 논현동 ***-* 필스빌딩,"서울특별시 강남구 강남대로***길 **, 필스빌딩 ***호 (논현동)",06120,주식회사 안승의료기,2026-02-25 15:14:18,I,2026-02-28 00:20:02,,202203.971844754,444853.761457955,,,16.0,,,주식회사안승의료기_서울특별시강남구논현동***-*필스빌딩
1673,의료기기판매(임대)업,01_02_03_P,3220000,PHMG120263220033047000053,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 청담동 ***-**,"서울특별시 강남구 도산대로**길 **, *층 (청담동)",06010,주식회사 엘피지오 웰니스,2026-02-26 13:18:46,I,2026-02-28 00:20:02,,204034.550647422,447222.927334699,,,133.82,,,주식회사엘피지오웰니스_서울특별시강남구청담동***-**
1591,의료기기판매(임대)업,01_02_03_P,5450000,PHMG120265450011047000002,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경상남도 산청군 신안면 하정리 ***-*,"경상남도 산청군 신안면 원지로*번길 **, *층",52249,세븐일레븐산청신안원지점,2026-02-25 14:13:37,I,2026-02-27 00:20:02,,288546.17767413,200690.873284412,,,3.3,,,세븐일레븐산청신안원지점_경상남도산청군신안면하정리***-*
1589,의료기기판매(임대)업,01_02_03_P,3180000,PHMG120263180034047000020,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 여의도동 **-*,"서울특별시 영등포구 국회대로**길 *, ****호 (여의도동)",07236,쓰리제이(3j),2026-02-25 10:12:42,I,2026-02-27 00:20:02,,192538.090993034,447271.881673217,,,,,,쓰리제이(3j)_서울특별시영등포구여의도동**-*
1571,의료기기판매(임대)업,01_02_03_P,3780000,PHMG120263780062047000013,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 수정구 창곡동 ***-* 아롬타워,"경기도 성남시 수정구 위례광장로 *-**, 아롬타워 ***호 (창곡동)",13646,(주)에이엔바이오,2026-02-25 14:39:59,I,2026-02-27 00:20:02,,212372.779072346,440311.729351911,,,72.16,,,(주)에이엔바이오_경기도성남시수정구창곡동***-*아롬타워
