"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업종구분명","관리업구분명","자본금","자산","보수범위","유지관리책임인력수","실무기술인력수","설계책임기술인력수","제조책임기술인력수","임원수","총직원수","기술직직원수","기능직직원수","사무직직원수","기타직원수","회사구분명","사업자등록번호",
"11","승강기유지관리업체","11_48_01_P","6530000","429000000001","2020-03-06","","01","영업/정상","1","인허가","","","","","033  5929398","","26154","강원특별자치도 정선군 사북읍 사북리 424번지 강원랜드","강원특별자치도 정선군 사북읍 하이원길 265, 강원랜드","26154","하이원파트너스","2026-03-04 00:00:00","U","2026-03-06 02:40:00","","","","유지관리","중저속승강기","569","","800","1","","","","","","","","","","본점","8888701550",
"12","승강기유지관리업체","11_48_01_P","6310000","631000000020","2005-03-18","","01","영업/정상","1","인허가","","","","","0522722022","","","울산광역시 울주군 청량읍 상남리 333번지","울산광역시 울주군 청량읍 화창1길 4-20","44986","다인엘리베이터 주식회사","2026-03-04 14:57:27","U","2026-03-06 02:40:00","","409682.553853362","223064.030896354","유지관리","중저속승강기","200000000","0","2,880","3","","","","","32","8","","1","","본점","6108175442",
"13","승강기유지관리업체","11_48_01_P","6110000","611000000543","2026-01-08","","01","영업/정상","1","인허가","","","","","0226107777","","","서울특별시 마포구 상암동 1596번지 상암DMC푸르지오시티,S-City","서울특별시 마포구 월드컵북로54길 25, 상암DMC푸르지오시티,S-City(상암동)","03924","티케이엘리베이터코리아(주) 강서지사","2026-03-04 14:02:43","U","2026-03-06 02:40:00","","190144.892942247","453302.04990022","유지관리","고속승강기,중저속승강기","100000000","","8,300","10","","","","","86","","","","","지점","1098540285",
"14","승강기유지관리업체","11_48_01_P","6110000","611000000223","1997-08-14","","01","영업/정상","1","인허가","","","","","0226484141","","158-885","서울특별시 양천구 신정6동  319번지 20호","서울특별시 양천구 목동서로 301-5 (신정동)","158-885","삼정엘리베이터(주)","2026-03-04 13:15:04","U","2026-03-06 02:40:00","","188388.652747683","446446.200138375","유지관리","고속승강기,중저속승강기","500000000","","2,100","3","0","","","","0","","","","","본점","1058188159",
"15","승강기유지관리업체","11_48_01_P","6260000","626000000175","2025-11-27","","01","영업/정상","1","인허가","","","","","05115445031","","49273","부산광역시 서구 암남동 721번지 사조씨푸드(주)물류센타 1201호","부산광역시 서구 원양로 71, 사조씨푸드(주)물류센타 1201호 (암남동)","49273","(주)동남엘리베이터 서비스","2026-03-04 09:18:40","U","2026-03-06 02:40:00","","383218.187027936","175520.65058518","유지관리","중저속승강기","450000000","","3,700","2","","","","","17","","","","","본점","6068640968",
"16","승강기유지관리업체","11_48_01_P","6110000","611000000025","1993-01-19","","01","영업/정상","1","인허가","","","","","0226107777","","","서울특별시 마포구 상암동 1596번지 상암DMC푸르지오시티,S-City","서울특별시 마포구 월드컵북로54길 25, 상암DMC푸르지오시티,S-City(상암동)","03924","티케이엘리베이터코리아(주)","2026-03-04 14:02:30","U","2026-03-06 02:40:00","","190144.892942247","453302.04990022","유지관리","고속승강기,중저속승강기","104000000","","0","26","0","","","","","","","","","본점","1338123748",
"17","승강기유지관리업체","11_48_01_P","6430000","643000000041","2017-12-08","","01","영업/정상","1","인허가","","","","","0438550288","","","충청북도 충주시 안림동 201번지","충청북도 충주시 약막길 6, 3층 (안림동)","27486","주식회사 현인승강기","2026-03-04 14:45:40","U","2026-03-06 02:40:00","","285594.1448126","386067.887143178","유지관리","중저속승강기","200000000","","1,200","1","","","","","12","","","","","본점","3248800826",
"18","승강기유지관리업체","11_48_01_P","6410000","391000000007","2000-10-28","","01","영업/정상","1","인허가","","","","","00316572924","","17724","경기도 평택시 도일동 100","경기도 평택시 도일로 246, 송화빌딩 301호 (도일동)","17724","(주)대성기전","2026-03-04 00:00:00","U","2026-03-06 02:40:00","","","","유지관리","중저속승강기","100","","1000","1","","","","","","","","","","본점","1258195275",
"19","승강기유지관리업체","11_48_01_P","6410000","570000000003","2023-08-02","","01","영업/정상","1","인허가","","","","","0318869121","","12647","경기도 여주시 세종대왕면 매류리 315-8","경기도 여주시 세종대왕면 능여로 74","12647","(주)위드엘리베이터","2026-03-05 00:00:00","U","2026-03-07 02:40:00","","","","유지관리","중저속승강기","250","","700","2","","","","","","","","","","본점","1258632917",
"20","승강기유지관리업체","11_48_01_P","6300000","630000000007","1992-12-29","","01","영업/정상","1","인허가","","","","","0424808840","","35209","대전광역시 서구 둔산동 929번지 사학연금회관","대전광역시 서구 한밭대로 809, 사학연금회관 7층 (둔산동)","35209","오티스엘리베이터(유)","2026-03-05 13:29:37","U","2026-03-07 02:40:00","","234835.189646761","317566.264726302","유지관리","중저속승강기","33400000000","","5,580","8","","","","","62","","","","","본점","3148511489",
"21","승강기유지관리업체","11_48_01_P","6300000","630000000009","1992-12-29","","01","영업/정상","1","인허가","","","","","0425361045","","34379","대전광역시 대덕구 오정동 62-1 우성빌딩","대전광역시 대덕구 한밭대로 1027, 우성빌딩 6층 (오정동)","34379","현대엘리베이터(주)대전지사","2026-03-05 21:40:12","U","2026-03-07 02:40:00","","236964.035464558","317641.120686496","유지관리","고속승강기,중저속승강기","212235955000","","8,460","20","0","","","","94","","","","","본점","3068504823",
"22","승강기유지관리업체","11_48_01_P","6300000","630000000076","2011-06-16","","01","영업/정상","1","인허가","","","","","0428261213","","","경기도 화성시 만세구 남양읍 온석리 388-11","경기도 화성시 만세구 남양읍 현대기아로183번길 11-14","18279","오티스이앤엠코리아 주식회사 대전지점","2026-03-05 21:39:30","U","2026-03-07 02:40:00","","186158.256295215","407211.286859364","유지관리","고속승강기,중저속승강기","6200000000","","2,340","2","0","","","","25","","","","","본점","3058536865",
"23","승강기유지관리업체","11_48_01_P","6110000","611000000523","2022-02-18","","01","영업/정상","1","인허가","","","","","0222487717","","","서울특별시 성동구 용답동 85-4 0호","서울특별시 성동구 용답중앙길 43, 2층 (용답동)","04804","(주)성신엘리베이터","2026-03-05 13:32:27","U","2026-03-07 02:40:00","","204461.479144857","451427.084469751","유지관리","중저속승강기","100000000","","700","1","7","","","","8","","","","","본점","5838701733",
"24","승강기유지관리업체","11_48_01_P","6110000","611000000352","2003-11-11","","01","영업/정상","1","인허가","","","","","0232963918","","139-807","서울특별시 노원구 공릉1동  573번지 22호 재진빌딩 3층","서울특별시 노원구 동일로173가길 65, 3층 (공릉동,재진빌딩)","139-807","우신프라임(주)","2026-03-05 09:12:53","U","2026-03-07 02:40:00","","206341.384030182","457650.394800878","유지관리","고속승강기,중저속승강기","5000000000","","1,900","2","0","","","","","","","","","본점","2108126173",
"25","승강기유지관리업체","11_48_01_P","6290000","629000000070","2014-12-01","","01","영업/정상","1","인허가","","","","","0629718850","","61020","광주광역시 북구 본촌동 2910-1","광주광역시 북구 용두택지로 61 (본촌동)","61020","대연엘리베이터 주식회사","2026-03-05 14:43:58","U","2026-03-07 02:40:00","","188852.29979254","190795.060848123","유지관리","고속승강기,중저속승강기","300000000","","630","1","","","","","7","","","","","본점","5018125876",
"26","승강기유지관리업체","11_48_01_P","6430000","643000000003","1993-05-01","","01","영업/정상","1","인허가","","","","","0438515553","","","충청북도 충주시 금릉동 672번지","충청북도 충주시 금제1길 31 (금릉동)","27339","시대산업(주)","2026-03-05 08:49:56","U","2026-03-07 02:40:00","","282268.373034309","388029.778838796","유지관리","중저속승강기","200000000","","2,200","2","0","","","","22","","","","","본점","3038119727",
"27","승강기유지관리업체","11_48_01_P","6110000","611000000508","2020-03-13","","01","영업/정상","1","인허가","","","","","0236704370","","","서울특별시 종로구 연지동 1-1","서울특별시 종로구 율곡로 190 (연지동)","03127","현대엘리베이터서비스 주식회사","2026-03-05 10:22:40","U","2026-03-07 02:40:00","","199886.047854765","452569.474718211","유지관리","고속승강기,중저속승강기","5000000000","","0","52","","","","","0","","","","","본점","2768801701",
"28","승강기유지관리업체","11_48_01_P","6110000","611000000510","2020-05-19","","01","영업/정상","1","인허가","","","","","07076220118","","","서울특별시 강동구 길동 339-1 동서울오네뜨 201호","서울특별시 강동구 양재대로124길 32, 1동 201호 (길동, 동서울오네뜨)","05303","대한엘리베이터 주식회사","2026-03-05 16:04:51","U","2026-03-07 02:40:00","","212624.891449347","448937.811380947","유지관리","중저속승강기","100000000","","900","1","","","","","0","","","","","본점","4398601540",
"29","승강기유지관리업체","11_48_01_P","6540000","464000000015","2005-03-02","","01","영업/정상","1","인허가","","","","","0632836020","","55043","전북특별자치도 전주시 완산구 중앙동4가 31-18 성원오피스텔","전북특별자치도 전주시 완산구 풍남문4길 25-26, 성원오피스텔 1210호 (중앙동4가)","55043","정우이엔지(주)","2026-03-05 00:00:00","U","2026-03-07 02:40:00","","","","유지관리","중저속승강기","200","","800","1","","","","","","","","","","본점","4188112822",
"30","승강기유지관리업체","11_48_01_P","6410000","378000000003","2001-12-07","","01","영업/정상","1","인허가","","","","","","","","","경기도 성남시 분당구 매화로 49, 402호 (야탑동, 시흥종합상가)","","(주)경기엘리베이터","2026-03-05 00:00:00","U","2026-03-07 02:40:00","","","","유지관리","중저속승강기","100","737","1000","2","0","","","","","","","","","본점","1448108368",
"31","승강기유지관리업체","11_48_01_P","6270000","627000000071","2009-02-25","","01","영업/정상","1","인허가","","","","","0535849938","","704-806","대구광역시 달서구 본동 607번지 4호","대구광역시 달서구 학산로7길 93-8 (본동)","704-806","(주)고려승강기","2026-03-05 09:00:28","U","2026-03-07 02:40:00","","338184.323760294","260689.440160162","유지관리","중저속승강기","300000000","","1,800","2","0","","","","20","","","","","본점","5038183213",
"32","승강기유지관리업체","11_48_01_P","6270000","627000000068","2007-09-14","","01","영업/정상","1","인허가","","","","","0532918297","","","대구광역시 달서구 진천동 716-1","대구광역시 달서구 상화로7길 40 (진천동)","42776","(주) 대원엘리베이터","2026-03-05 09:01:52","U","2026-03-07 02:40:00","","337359.816959712","257593.02194168","유지관리","중저속승강기","200000000","","1,800","4","0","","","","20","","","","","본점","5148162595",
"33","승강기유지관리업체","11_48_01_P","6260000","626000000166","2022-05-04","","01","영업/정상","1","인허가","","","","","0518081642","","","부산광역시 사상구 괘법동 584-18","부산광역시 사상구 사상로161번길 40, 1층 (괘법동)","46974","현진엘리베이터(주)","2026-03-05 14:16:33","U","2026-03-07 02:40:00","","380881.499351926","186152.685625867","유지관리","중저속승강기","300000000","","1,000","1","","","","","13","","","","","본점","7538602538",
