번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업종구분명,자본금의규모,사업자등록번호,Unnamed: 31,record_key
11,후원방문판매업체,08_26_05_P,6410000,20236410000301100273,2023-05-16,,3,폐업,4,폐업,2026-02-04,,,,,,15031,경기도 시흥시 정왕동  ****번지 *호 주공*단지아파트 ***동 ***호,"경기도 시흥시 정왕대로***번길 **, ***동 ***호 (정왕동, 주공*단지아파트)",,"보테,쏠",2026-02-06 00:00:00,U,2026-02-08 02:40:00,,175994.849358014,428113.24188333,후원방문판매업,0,3310302693.0,,"보테,쏠_경기도시흥시정왕동****번지*호주공*단지아파트***동***호"
2,후원방문판매업체,08_26_05_P,6410000,20236410000301100252,2023-04-19,,3,폐업,4,폐업,2026-01-28,,,,,,14434,경기도 부천시 오정동  ***번지 *호 세종아파트 ***동 ***호,"경기도 부천시 오정로***번길 **, ***동 ***호 (오정동, 세종아파트)",,주영광,2026-02-02 00:00:00,U,2026-02-04 02:40:00,,,,후원방문판매업,0,3862601693.0,,주영광_경기도부천시오정동***번지*호세종아파트***동***호
4,후원방문판매업체,08_26_05_P,6410000,20236410000301100192,2023-02-22,,3,폐업,4,폐업,2026-01-30,,,,,,10556,경기도 고양시 덕양구 삼송동  **번지 *호 ***호,"경기도 고양시 덕양구 세솔로*길 **-*, *층 ***호(삼송동)",,인셀덤 명품 수정,2026-02-02 00:00:00,U,2026-02-04 02:40:00,,190115.793353195,461373.300967228,후원방문판매업,0,7270102449.0,,인셀덤명품수정_경기도고양시덕양구삼송동**번지*호***호
13,후원방문판매업체,08_26_05_P,6410000,20236410000301100182,2023-02-17,,3,폐업,4,폐업,2026-02-06,,,,,,10310,경기도 고양시 일산동구 중산동  ****번지 *호 일산*차아이파크 ***동 ****호,"경기도 고양시 일산동구 중산로 **, ***동 ****호(중산동, 일산*차아이파크)",,인셀덤 미사랑,2026-02-06 00:00:00,U,2026-02-08 02:40:00,,180834.479364862,463954.599858406,후원방문판매업,0,3677500328.0,,인셀덤미사랑_경기도고양시일산동구중산동****번지*호일산*차아이파크***동****호
115,후원방문판매업체,08_26_05_P,6460000,20236460000301000013,2023-02-10,,1,영업/정상,2,영업,,,,,,,59222,전라남도 강진군 강진읍 교촌리 ***번지 *호,전라남도 강진군 강진읍 향교로 **,,주식회사 오휘강진,2026-02-26 00:00:00,U,2026-02-28 02:40:00,,179160.854030545,127663.485452833,후원방문판매업,0,1278662756.0,,주식회사오휘강진_전라남도강진군강진읍교촌리***번지*호
116,후원방문판매업체,08_26_05_P,6270000,20236270000301000009,2023-01-25,,3,폐업,4,폐업,2026-01-31,,,,,,,대구광역시 달서구 신당동  ****번지 **호,"대구광역시 달서구 계대동문로 **, *층(신당동)",,주식회사 럭셔리뷰티성서점,2026-02-26 00:00:00,U,2026-02-28 02:40:00,,334952.632692183,262752.29910068,후원방문판매업,0,8038702688.0,,주식회사럭셔리뷰티성서점_대구광역시달서구신당동****번지**호
14,후원방문판매업체,08_26_05_P,6410000,20226410000301101112,2022-10-20,,3,폐업,4,폐업,2026-02-05,,,,,,17065,경기도 용인시 기흥구 구갈동  ***번지 *호 기흥역롯데캐슬레이시티/주상복합 ***호,"경기도 용인시 기흥구 기흥역로 *, ***호(구갈동, 기흥역 롯데캐슬 레이시티/주상복합)",,뷰티 인셀덤,2026-02-06 00:00:00,U,2026-02-08 02:40:00,,210145.912268783,419178.708347552,후원방문판매업,0,6883501102.0,,뷰티인셀덤_경기도용인시기흥구구갈동***번지*호기흥역롯데캐슬레이시티/주상복합***호
18,후원방문판매업체,08_26_05_P,6410000,20226410000301100796,2022-08-10,,3,폐업,4,폐업,2026-02-06,,,,,,14643,경기도 부천시 심곡동  ***번지 *호 에이스타워 ****호,"경기도 부천시 부일로***번길 **, 에이스타워 ****호(심곡동)",,리얼뷰티(Real Beauty) 인셀덤,2026-02-11 00:00:00,U,2026-02-13 02:40:00,,,,후원방문판매업,0,3580202712.0,,리얼뷰티(RealBeauty)인셀덤_경기도부천시심곡동***번지*호에이스타워****호
22,후원방문판매업체,08_26_05_P,6410000,20226410000301100613,2022-05-31,,3,폐업,4,폐업,2026-02-07,,,,,,14233,경기도 광명시 철산동  ***번지 *호 상가A동 ***호,"경기도 광명시 시청로 **, 상가A동 ***호(철산동)",,원인셀덤,2026-02-13 00:00:00,U,2026-02-16 02:40:00,,188145.916679287,441940.56958837,후원방문판매업,0,7361201945.0,,원인셀덤_경기도광명시철산동***번지*호상가A동***호
9,후원방문판매업체,08_26_05_P,6410000,20216410000301101165,2021-12-21,,3,폐업,4,폐업,2026-02-03,,,,,,14763,경기도 부천시 소사본동  ***번지 **호,경기도 부천시 은성로**번길 **(소사본동),,인셀덤코리아,2026-02-05 00:00:00,U,2026-02-07 02:40:00,,,,후원방문판매업,0,3020653502.0,,인셀덤코리아_경기도부천시소사본동***번지**호
28,후원방문판매업체,08_26_05_P,6410000,20216410000301100984,2021-10-20,,3,폐업,4,폐업,2026-02-13,,,,,,14753,경기도 부천시 심곡본동  ***번지 **호 황토에이스타운 가동 B**호,"경기도 부천시 성무로**번길 **, 가동 B**호(심곡본동, 황토에이스타운)",,인셀덤 부천 안개꽃,2026-02-23 00:00:00,U,2026-02-25 02:40:00,,,,후원방문판매업,0,2171984594.0,,인셀덤부천안개꽃_경기도부천시심곡본동***번지**호황토에이스타운가동B**호
12,후원방문판매업체,08_26_05_P,6410000,20216410000301100632,2021-09-30,,3,폐업,4,폐업,2026-02-05,,,,,,14547,경기도 부천시 중동  ****번지 *호 센트럴파크푸르지오 상가동 ***호,"경기도 부천시 소향로 ***, 상가동 ***호(중동, 센트럴파크 푸르지오)",,인셀덤 소망,2026-02-06 00:00:00,U,2026-02-08 02:40:00,,,,후원방문판매업,0,5626200355.0,,인셀덤소망_경기도부천시중동****번지*호센트럴파크푸르지오상가동***호
117,후원방문판매업체,08_26_05_P,6540000,20216450000301000030,2021-04-16,,4,취소/말소/만료/정지/중지,6,직권말소,,,,,,,54605,전북특별자치도 익산시 주현동  ***번지 *호,전북특별자치도 익산시 서동로 ** (주현동),,럭셔리뷰티 익산점,2026-02-26 00:00:00,U,2026-02-28 02:40:00,,196095.682891669,270181.079889236,후원방문판매업,0,3553200987.0,,럭셔리뷰티익산점_전북특별자치도익산시주현동***번지*호
10,후원방문판매업체,08_26_05_P,6410000,20216410000301100179,2021-03-17,,3,폐업,4,폐업,2025-12-31,,,,,,10083,경기도 김포시 장기동  ****번지 *호 운창빌딩 가동 ***호,"경기도 김포시 김포한강*로**번길 **, 운창빌딩 가동 ***호 (장기동)",,인셀덤 김포장기점,2026-02-05 00:00:00,U,2026-02-07 02:40:00,,170587.580947315,460208.177095913,후원방문판매업,0,3656500454.0,,인셀덤김포장기점_경기도김포시장기동****번지*호운창빌딩가동***호
16,후원방문판매업체,08_26_05_P,6410000,20206410000301100192,2020-04-02,,3,폐업,4,폐업,2026-02-03,,,,,,16936,경기도 용인시 수지구 상현동  ***번지 *호 상현마을현대성우*차아파트 ***동 ***호,"경기도 용인시 수지구 상현로 **, ***동 ***호 (상현동, 상현마을 현대성우*차아파트)",,인셀덤 샬롬대리점,2026-02-11 00:00:00,U,2026-02-13 02:40:00,,207323.85037001,422435.426106921,후원방문판매업,0,2130426899.0,,인셀덤샬롬대리점_경기도용인시수지구상현동***번지*호상현마을현대성우*차아파트***동***호
24,후원방문판매업체,08_26_05_P,6280000,20206280000301000020,2020-03-04,,3,폐업,4,폐업,2026-02-06,,,,,,22201,인천광역시 미추홀구 학익동  ***번지 **호 예수소망하나교회,"인천광역시 미추홀구 매소홀로 ***, 예수소망하나교회 *층(학익동)",,인셀덤 송도점,2026-02-19 00:00:00,U,2026-02-21 02:40:00,,169038.463888304,438259.043707905,후원방문판매업,0,7270801191.0,,인셀덤송도점_인천광역시미추홀구학익동***번지**호예수소망하나교회
6,후원방문판매업체,08_26_05_P,6110000,20186110000301000029,2018-10-04,,1,영업/정상,2,영업,,,,,024828277,,05116,서울특별시 광진구 구의동  ***번지 *호 테크노-마트**,"서울특별시 광진구 광나루로**길 **, 테크노-마트** **층 **,**호 (구의동)",,(주)유토피아퓨처,2026-01-30 00:00:00,U,2026-02-04 11:04:37,,208394.416382167,448165.279999905,후원방문판매업,0,,,(주)유토피아퓨처_서울특별시광진구구의동***번지*호테크노-마트**
98,후원방문판매업체,08_26_05_P,6110000,20176110000301000007,2017-03-13,,3,폐업,4,폐업,2026-02-25,,,,029711345,,01306,서울특별시 도봉구 도봉동  ***번지 **호,"서울특별시 도봉구 도봉로***나길 **, *층 (도봉동)",,해오름알즈너(월계수대리점),2026-02-25 00:00:00,U,2026-02-27 02:40:00,,203765.835623962,464055.633691599,후원방문판매업,0,2100734940.0,,해오름알즈너(월계수대리점)_서울특별시도봉구도봉동***번지**호
79,후원방문판매업체,08_26_05_P,6110000,20176110000301000057,2017-01-23,,3,폐업,4,폐업,2026-02-25,,,,0269251400,,07223,서울특별시 영등포구 당산동*가  ***번지 *호 유상빌딩,"서울특별시 영등포구 당산로 ***, 유상빌딩 *층 ***호 (당산동*가)",,럭셔리뷰티당산역점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,191363.815996814,448055.203656803,후원방문판매업,0,3830401367.0,,럭셔리뷰티당산역점_서울특별시영등포구당산동*가***번지*호유상빌딩
97,후원방문판매업체,08_26_05_P,6110000,20166110000301000046,2016-12-26,,3,폐업,4,폐업,2026-02-25,,,,025649588,,,,"서울특별시 강남구 선릉로**길 **, ***호 (대치동,롯데골드로즈*)",,(주)포근해,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,204536.822020513,444660.784269339,후원방문판매업,0,5578600397.0,,(주)포근해_
108,후원방문판매업체,08_26_05_P,6110000,20166110000301000049,2016-11-09,,1,영업/정상,2,영업,,,,,029893330,,01132,서울특별시 강북구 미아동  ***번지 **호 청암빌딩,"서울특별시 강북구 도봉로 ***, 청암빌딩 ***호(미아동)",,유니베라강북대리점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,202099.830367084,458756.889791888,후원방문판매업,0,,,유니베라강북대리점_서울특별시강북구미아동***번지**호청암빌딩
96,후원방문판매업체,08_26_05_P,6110000,20166110000301000022,2016-06-28,,3,폐업,4,폐업,2026-02-25,,,,023055249,,03478,서울특별시 은평구 응암동  ***번지 **호 세영빌딩,"서울특별시 은평구 가좌로 ***, 세영빌딩 *층 (응암동)",,응암건강생활,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,192680.746837163,454110.082534622,후원방문판매업,0,5323600146.0,,응암건강생활_서울특별시은평구응암동***번지**호세영빌딩
7,후원방문판매업체,08_26_05_P,6270000,20166270000301000010,2016-05-17,,1,영업/정상,2,영업,,,,,0537815597,,41940,대구광역시 중구 삼덕동*가  ***번지 *호 진석타워 ****호,"대구광역시 중구 동덕로 ***, 진석타워 ****호 (삼덕동*가)",,오휘 지산점,2026-02-03 00:00:00,U,2026-02-06 02:40:00,,348171.64234738,259231.942661586,후원방문판매업,0,6273500146.0,,오휘지산점_대구광역시중구삼덕동*가***번지*호진석타워****호
95,후원방문판매업체,08_26_05_P,6110000,20166110000301000011,2016-04-25,,3,폐업,4,폐업,2026-02-25,,,,027908801,,01125,서울특별시 강북구 미아동  ***번지 **호 하당빌딩,"서울특별시 강북구 도봉로 ***, 하당빌딩 ***호(미아동)",,럭셔리뷰티 북서울점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,202153.631928307,458358.414878053,후원방문판매업,0,4830700301.0,,럭셔리뷰티북서울점_서울특별시강북구미아동***번지**호하당빌딩
94,후원방문판매업체,08_26_05_P,6110000,20166110000301000007,2016-03-15,,3,폐업,4,폐업,2026-02-25,,,,0226907380,,07251,서울특별시 영등포구 영등포동*가  **번지 *호,"서울특별시 영등포구 영등포로 ***, *층 *호 (영등포동*가)",,코리아나 구로점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,191425.440355618,446464.633815042,후원방문판매업,0,1160967406.0,,코리아나구로점_서울특별시영등포구영등포동*가**번지*호
93,후원방문판매업체,08_26_05_P,6110000,20166110000301000004,2016-02-25,,3,폐업,4,폐업,2026-02-25,,,,027035250,,04321,서울특별시 용산구 갈월동  **번지 *호 남영빌딩 ***호,"서울특별시 용산구 한강대로 ***, ***호 (갈월동,남영빌딩)",,오휘 용산지사,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,197431.710875586,449143.721978763,후원방문판매업,0,4750900186.0,,오휘용산지사_서울특별시용산구갈월동**번지*호남영빌딩***호
92,후원방문판매업체,08_26_05_P,6110000,20156110000301000038,2015-12-31,,3,폐업,4,폐업,2026-02-25,,,,028538502,,08767,서울특별시 관악구 신림동  ***번지 **호 정원빌딩 *층,"서울특별시 관악구 남부순환로 ****, *층 (신림동)",,아모레신림행복특약점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,192225.364496901,442185.794626387,후원방문판매업,0,7202600119.0,,아모레신림행복특약점_서울특별시관악구신림동***번지**호정원빌딩*층
90,후원방문판매업체,08_26_05_P,6110000,20156110000301000021,2015-09-03,,3,폐업,4,폐업,2026-02-25,,,,027025898,,,서울특별시 마포구 대흥동  ***번지 *호 지하*층,"서울특별시 마포구 대흥로 **, 지하*층 (대흥동)",,피누스 코스메틱스,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,194644.210151257,449259.731549877,후원방문판매업,0,3051571006.0,,피누스코스메틱스_서울특별시마포구대흥동***번지*호지하*층
89,후원방문판매업체,08_26_05_P,6110000,20156110000301000008,2015-03-19,,3,폐업,4,폐업,2026-02-25,,,,025993311,,06502,서울특별시 서초구 반포동  ***번지 *호 대윤빌딩,"서울특별시 서초구 신반포로 **-**, 대윤빌딩 에이동 *층 (반포동)",,반포건강생활,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,198818.908913857,444491.101656081,후원방문판매업,0,6963300018.0,,반포건강생활_서울특별시서초구반포동***번지*호대윤빌딩
75,후원방문판매업체,08_26_05_P,6110000,20156110000301000005,2015-01-27,,3,폐업,4,폐업,2026-02-25,,,,0226068440,,157-010,서울특별시 강서구 화곡동  **번지 *호,서울특별시 강서구 화곡로 *** (화곡동),,강서중앙지사,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,186366.248064622,449521.851065071,후원방문판매업,0,1130619369.0,,강서중앙지사_서울특별시강서구화곡동**번지*호
88,후원방문판매업체,08_26_05_P,6110000,20146110000301000033,2014-10-23,,3,폐업,4,폐업,2026-02-25,,,,029008331,,132-928,서울특별시 도봉구 창동  ***번지,서울특별시 도봉구 도봉로 *** (창동),,패밀리상사,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,203685.136477782,462139.079047222,후원방문판매업,0,2171255751.0,,패밀리상사_서울특별시도봉구창동***번지
99,후원방문판매업체,08_26_05_P,6110000,20146110000301000012,2014-02-20,,3,폐업,4,폐업,2026-02-25,,,,025984790,,135-839,서울특별시 강남구 대치동  ***번지 **호 일신빌딩 *층,"서울특별시 강남구 테헤란로**길 **-**, *층 (대치동)",,영농조합법인 지앤케이시,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,204600.348016279,444671.097584802,후원방문판매업,0,1088178005.0,,영농조합법인지앤케이시_서울특별시강남구대치동***번지**호일신빌딩*층
105,후원방문판매업체,08_26_05_P,6110000,20136110000301000466,2013-12-03,,3,폐업,4,폐업,2026-02-25,,,,0216004279,,135-841,서울특별시 강남구 대치동  ***번지 *호 진영빌딩,"서울특별시 강남구 테헤란로**길 **, *층 (역삼동,충암빌딩)",,(주)엔엠씨화장품,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,204655.969757741,444319.499137072,후원방문판매업,0,2128184674.0,,(주)엔엠씨화장품_서울특별시강남구대치동***번지*호진영빌딩
104,후원방문판매업체,08_26_05_P,6110000,20136110000301000453,2013-10-18,,3,폐업,4,폐업,2026-02-25,,,,0222093413,,131-876,서울특별시 중랑구 중화동  ***번지 **호,"서울특별시 중랑구 봉화산로 **, *층 (중화동)",,마임,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,207016.110685595,455496.857357335,후원방문판매업,0,1420261528.0,,마임_서울특별시중랑구중화동***번지**호
91,후원방문판매업체,08_26_05_P,6110000,20136110000301000411,2013-08-22,,3,폐업,4,폐업,2026-02-25,,,,0215444174,,135-821,서울특별시 강남구 논현동  ***번지 **호,"서울특별시 강남구 선릉로***길 **, *층 (논현동)",,(주)미래119,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,203442.895594514,446252.481509048,후원방문판매업,0,1078681458.0,,(주)미래119_서울특별시강남구논현동***번지**호
84,후원방문판매업체,08_26_05_P,6110000,20136110000301000302,2013-08-20,,3,폐업,4,폐업,2026-02-25,,,,029798488,,131-853,서울특별시 중랑구 묵동  ***번지 *호,서울특별시 중랑구 동일로 *** (묵동),,태릉지사,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,206821.108967706,456096.359567266,후원방문판매업,0,3110645345.0,,태릉지사_서울특별시중랑구묵동***번지*호
80,후원방문판매업체,08_26_05_P,6110000,20136110000301000321,2013-08-19,,3,폐업,4,폐업,2026-02-25,,,,0215994409,,137-818,서울특별시 서초구 방배동  ***번지 *호 대일빌딩,"서울특별시 서초구 동작대로 **, *층 (방배동,대일빌딩)",,아름다운라이프(주),2026-02-25 00:00:00,U,2026-02-27 02:40:00,,198359.105676344,442093.193368011,후원방문판매업,0,4018131480.0,,아름다운라이프(주)_서울특별시서초구방배동***번지*호대일빌딩
87,후원방문판매업체,08_26_05_P,6110000,20136110000301000316,2013-08-19,,3,폐업,4,폐업,2026-02-25,,,,023531071,,122-858,서울특별시 은평구 불광동  ***번지 **호,"서울특별시 은평구 불광로 **, *층 (불광동)",,마임불광동부,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,193818.672759638,456556.770342591,후원방문판매업,0,1101939385.0,,마임불광동부_서울특별시은평구불광동***번지**호
86,후원방문판매업체,08_26_05_P,6110000,20136110000301000314,2013-08-19,,3,폐업,4,폐업,2026-02-25,,,,0234378583,,143-890,서울특별시 광진구 중곡동  ***번지 **호,"서울특별시 광진구 용마산로*길 **, *층 (중곡동)",,마임 중곡지사,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,207681.534340107,450295.403612513,후원방문판매업,0,1292535157.0,,마임중곡지사_서울특별시광진구중곡동***번지**호
85,후원방문판매업체,08_26_05_P,6110000,20136110000301000307,2013-08-19,,3,폐업,4,폐업,2026-02-25,,,,025759229,,135-859,서울특별시 강남구 도곡동  ***번지 *호 꿈이룸명진타워,"서울특별시 서초구 방배천로**길 *, *층 (방배동,초석빌딩)",,(주)용인공원라이프,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,202874.323964523,443067.219117137,후원방문판매업,0,2208804156.0,,(주)용인공원라이프_서울특별시강남구도곡동***번지*호꿈이룸명진타워
81,후원방문판매업체,08_26_05_P,6110000,20136110000301000332,2013-08-16,,3,폐업,4,폐업,2026-02-25,,,,0216612229,,140-821,서울특별시 용산구 동자동  **번지 **호 부양빌딩,"서울특별시 용산구 한강대로 ***, *층 (동자동,부양빌딩)",,(주)웰리빙라이프,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,197486.931456007,450171.953371765,후원방문판매업,0,1068693970.0,,(주)웰리빙라이프_서울특별시용산구동자동**번지**호부양빌딩
82,후원방문판매업체,08_26_05_P,6110000,20136110000301000333,2013-08-16,,3,폐업,4,폐업,2026-02-25,,,,0215880393,,121-737,서울특별시 마포구 마포동  **번지 *호 현대빌딩 ****호,"서울특별시 마포구 마포대로 **, ****호 (마포동,현대빌딩)",,태양상조(주),2026-02-25 00:00:00,U,2026-02-27 02:40:00,,194978.350112608,448487.374314355,후원방문판매업,0,6138137622.0,,태양상조(주)_서울특별시마포구마포동**번지*호현대빌딩****호
78,후원방문판매업체,08_26_05_P,6110000,20136110000301000233,2013-08-16,,3,폐업,4,폐업,2026-02-25,,,,0236615249,,,서울특별시 영등포구 대림동  ***번지 일승빌딩,"서울특별시 영등포구 대림로 ***, *층 (대림동,일승빌딩)",,오휘 대림점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,190938.080289017,443591.339482046,후원방문판매업,0,1091243745.0,,오휘대림점_서울특별시영등포구대림동***번지일승빌딩
83,후원방문판매업체,08_26_05_P,6110000,20136110000301000330,2013-08-16,,3,폐업,4,폐업,2026-02-25,,,,0215884509,,135-951,서울특별시 강남구 청담동  **번지 *호 *호,"서울특별시 강남구 선릉로 ***, *층 *호 (청담동)",,(주)미래상조119,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,203550.462274818,446303.645112911,후원방문판매업,0,2128175364.0,,(주)미래상조119_서울특별시강남구청담동**번지*호*호
100,후원방문판매업체,08_26_05_P,6110000,20136110000301000215,2013-08-14,,3,폐업,4,폐업,2026-02-25,,,,023835222,,122-859,서울특별시 은평구 불광동  ***번지 **호,"서울특별시 은평구 통일로**길 *, *층 (불광동)",,오휘연신내점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,193165.007044095,457222.551313422,후원방문판매업,0,1270985535.0,,오휘연신내점_서울특별시은평구불광동***번지**호
102,후원방문판매업체,08_26_05_P,6110000,20136110000301000194,2013-08-14,,3,폐업,4,폐업,2026-02-25,,,,,,02197,서울특별시 중랑구 면목동  ****번지 *호,"서울특별시 중랑구 면목로**길 *, ***호 (면목동)",,은총상사,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,207739.410619835,453827.725842437,후원방문판매업,0,2042474885.0,,은총상사_서울특별시중랑구면목동****번지*호
101,후원방문판매업체,08_26_05_P,6110000,20136110000301000192,2013-08-14,,3,폐업,4,폐업,2026-02-25,,,,,,137-872,서울특별시 서초구 서초동  ****번지 *호 B*호,"서울특별시 서초구 반포대로**길 **-*, B*호 (서초동)",,알즈너 방주대리점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,200860.300816499,442958.690802988,후원방문판매업,0,2141309634.0,,알즈너방주대리점_서울특별시서초구서초동****번지*호B*호
