"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","수리대상 의료기기의 유형","다른 겸업 여부","총규모","영업규모",
"11","의료기기판매(임대)업","01_02_03_P","5050000","PHMG120265050041047000007","2026-03-31","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 외동읍 활성리 ***-*","경상북도 경주시 외동읍 활성길 ***-***","38211","힐스템 건강 경주외동지점","2026-04-01 09:22:02","I","2026-04-03 00:20:02","","411159.560421466","252970.082328961","","","25.45","",
"12","의료기기판매(임대)업","01_02_03_P","3230000","PHMG120263230034047000075","2026-04-01","","01","영업/정상","13","영업중","","","","","02-2172-1445","","","서울특별시 송파구 잠실동 **-* 롯데월드","서울특별시 송파구 올림픽로 ***, *층 일부호 (잠실동)","05554","코웨이갤러리 롯데 잠실 직영점","2026-04-01 11:04:20","I","2026-04-03 00:20:02","","208589.363343145","445455.90405262","","","","",
"13","의료기기판매(임대)업","01_02_03_P","3990000","PHMG120263990309047000023","2026-03-31","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 다산동 ****","경기도 남양주시 다산지금로 ***, 알**-****호 (다산동)","12284","왕원글로벌","2026-04-01 09:49:46","I","2026-04-03 00:20:02","","215139.954217956","454827.048367444","","","","",
"14","의료기기판매(임대)업","01_02_03_P","3270000","PHMG120263270022047000013","2019-01-02","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 범일동 ***-*** ST빌딩","부산광역시 동구 조방로**번길 *, ST빌딩 *층 (범일동)","48739","웰발란스메디칼","2026-04-01 15:43:32","I","2026-04-03 00:20:02","","387814.268194495","184253.257798864","","","199.23","",
"15","의료기기판매(임대)업","01_02_03_P","4681000","PHMG120264681049047000012","2026-03-30","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 익산시 어양동 ***-*","전북특별자치도 익산시 무왕로 ****, *층 (어양동)","54553","에이치앤비","2026-04-01 15:34:33","I","2026-04-03 00:20:02","","198373.956647125","273196.215637892","","","217","",
"16","의료기기판매(임대)업","01_02_03_P","3560000","PHMG120263560021047000041","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 마전동 ***-*","인천광역시 서구 검단로***번길 **, *층 ***호 (마전동)","22635","GOAT고우트","2026-04-01 13:27:44","I","2026-04-03 00:20:02","","169967.857189381","455572.045080474","","","","",
"17","의료기기판매(임대)업","01_02_03_P","3560000","PHMG120263560021047000042","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 원당동 ****-* 메트로시티","인천광역시 서구 이음대로 ***, 메트로시티 *층 ***호 (원당동)","22866","오르제이브로우 스튜디오","2026-04-01 13:28:38","I","2026-04-03 00:20:02","","","","","","","",
"18","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120263220033047000092","2025-09-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 ***-**","서울특별시 강남구 압구정로*길 **, ***호 (신사동)","06035","리부트 주식회사","2026-04-01 10:56:32","I","2026-04-03 00:20:02","","201825.745","446174.04","","","157.4","",
"19","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120263220033047000094","2026-03-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 ***-** 올림피아센타","서울특별시 강남구 논현로**길 **, 올림피아센타 ***호 (역삼동)","06239","뉴로메드","2026-04-01 10:42:47","I","2026-04-03 00:20:02","","202849.232289268","443764.881624428","","","56.73","",
"20","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120263220033047000095","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 개포동 ****-*","서울특별시 강남구 논현로*길 **, 비*층 일부호 (개포동)","06314","주식회사 액티브스","2026-04-01 17:18:30","I","2026-04-03 00:20:02","","204597.791653765","441243.178665564","","","33","",
"21","의료기기판매(임대)업","01_02_03_P","3830000","PHMG120263830263047000034","2026-03-30","","01","영업/정상","13","영업중","","","","","","","","경기도 안양시 동안구 비산동 ****-* 안양건설타워","경기도 안양시 동안구 시민대로 ***, 안양건설타워 *층 ***호 (비산동)","14047","온에스테틱 범계점","2026-04-01 09:11:46","I","2026-04-03 00:20:02","","195651.673909625","432187.915104016","","","","",
"22","의료기기판매(임대)업","01_02_03_P","3550000","PHMG120263550020047000012","2023-05-12","","01","영업/정상","13","영업중","","","","","","","","인천광역시 계양구 효성동 *** 제일풍경채계양위너스카이*단지","인천광역시 계양구 안남로***번길 **, A동 A-***호 (효성동, 제일풍경채계양위너스카이*단지)","21105","주식회사 성우이노베이션","2026-04-01 13:21:32","I","2026-04-03 00:20:02","","","","","","38.06","",
"23","의료기기판매(임대)업","01_02_03_P","4490000","PHMG120264490261047000024","2026-04-01","","01","영업/정상","13","영업중","","","","","070-7633-8831","","","충청남도 천안시 서북구 백석동 *** 거성캐슬B빌딩","충청남도 천안시 서북구 백석*길 **, 거성캐슬B빌딩 **층 ****호 (백석동)","31158","오름교육","2026-04-01 11:44:12","I","2026-04-03 00:20:02","","210997.379710932","369096.756762823","","","","",
"24","의료기기판매(임대)업","01_02_03_P","3130000","PHMG120263130033047000039","2026-03-30","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 성산동 ***-* 대명비첸시티오피스텔","서울특별시 마포구 월드컵로 ***, 대명비첸시티오피스텔 B***동 D***호 (성산동)","03938","조이풀라이프","2026-04-01 11:23:57","I","2026-04-03 00:20:02","","191337.868996616","451395.153092798","","","","",
"25","의료기기판매(임대)업","01_02_03_P","3670000","PHMG120263670022047000017","2025-04-01","","01","영업/정상","13","영업중","","","","","","","","대전광역시 유성구 장대동 ***-*","대전광역시 유성구 장대로 ***, 지상 *층 ***A호 (장대동)","34165","DL CARE(디엘 케어)","2026-04-01 14:52:05","I","2026-04-03 00:20:02","","229896.479706557","318191.122487872","","","","",
"26","의료기기판매(임대)업","01_02_03_P","3670000","PHMG120263670022047000018","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","대전광역시 유성구 구암동 ***-*","대전광역시 유성구 박산로 **, 지상 *층 (구암동)","34156","린 메딕스","2026-04-01 15:27:08","I","2026-04-03 00:20:02","","228444.701845291","317159.88237781","","","","",
"27","의료기기판매(임대)업","01_02_03_P","3300000","PHMG120263300024047000017","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 온천동 ***-**","부산광역시 동래구 온천장로 **, *층 (온천동)","47713","누브(Nouve)","2026-04-01 14:43:43","I","2026-04-03 00:20:02","","389283.714254249","192722.593747917","","","","",
"28","의료기기판매(임대)업","01_02_03_P","3050000","PHMG120263050034047000026","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 장안동 ***-** 진성빌딩","서울특별시 동대문구 한천로**길 **-*, 진성빌딩 *,*층 (장안동)","02625","에스에이치SH프라자","2026-04-01 16:27:08","I","2026-04-03 00:20:02","","206007.127922129","451838.889985179","","","220","",
"29","의료기기판매(임대)업","01_02_03_P","6510000","PHMG120266510096047000020","2026-03-30","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 도남동 ***","제주특별자치도 제주시 도남서길 **, ***호 (도남동)","63202","다이클로제주도남점","2026-04-01 17:05:47","I","2026-04-03 00:20:02","","155666.087130063","-295.346506828674","","","66","",
"30","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120263860384047000027","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 상동 ***-**","경기도 부천시 원미구 석천로**번길 **, ***호 (상동)","14621","영이밀","2026-04-01 09:29:28","I","2026-04-03 00:20:02","","179114.601993784","443090.653890366","","","","",
"31","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120263860384047000028","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 상동 ***-* 대맥프라자","경기도 부천시 원미구 소향로**번길 **-**, 대맥프라자 ***호 일부호 (상동)","14544","아이에스메디칼","2026-04-01 09:32:03","I","2026-04-03 00:20:02","","177820.724608891","444676.998031042","","","","",
"32","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120263860384047000029","2024-03-28","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 상동 ***-* 부천상동수석프라자","경기도 부천시 원미구 상동로 **, 부천상동수석프라자 ***호 일부호 (상동)","14544","조은메디","2026-04-01 18:06:27","I","2026-04-03 00:20:02","","178033.5996476","444701.027130441","","","34.78","",
"33","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120263860384047000030","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 원미동 **-*","경기도 부천시 원미구 조마루로 ***, *층 일부호 (원미동)","14559","(주)효경재가복지센터 복지용구","2026-04-01 16:08:55","I","2026-04-03 00:20:02","","181440.222851447","443929.876577161","","","","",
"34","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120263860384047000031","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 중동 **** 위브더스테이트","경기도 부천시 원미구 신흥로 ***, 위브더스테이트 상가*동 ***호 일부호 (중동)","14574","이뮨팩토리 체인지점","2026-04-01 17:13:02","I","2026-04-03 00:20:02","","180344.096685935","443844.719069914","","","","",
"35","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120263860577047000010","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 소사구 심곡본동 ***","경기도 부천시 소사구 심곡로**번길 *, *층 (심곡본동)","14712","에스케이메디칼","2026-04-01 11:20:01","I","2026-04-03 00:20:02","","180183.700633716","442266.005597084","","","115.89","",
"36","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120263860577047000011","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 소사구 소사본동 **-* 힐스테이트 소사역","경기도 부천시 소사구 경인옛로 **, *층 ***호 (소사본동, 힐스테이트 소사역)","14693","탑보청기","2026-04-01 17:12:18","I","2026-04-03 00:20:02","","181921.648599663","442191.356843332","","","36.06","",
"37","의료기기판매(임대)업","01_02_03_P","3450000","PHMG120263450022047000021","2026-03-27","","01","영업/정상","13","영업중","","","","","","","","대구광역시 북구 산격동 **** 전자상가","대구광역시 북구 유통단지로 **, 전자상가 *동 ***호 (산격동)","41505","백덴탈","2026-04-01 09:31:20","I","2026-04-03 00:20:02","","344879.421493561","268476.874902975","","","","",
"38","의료기기판매(임대)업","01_02_03_P","3630000","PHMG120263630020047000018","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","광주광역시 광산구 쌍암동 ***-** 미르채프라자","광주광역시 광산구 월계로 ***-*, 미르채프라자 ***호 (쌍암동)","62279","아카모모","2026-04-01 18:23:10","I","2026-04-03 00:20:02","","186236.466004141","190554.702006517","","","","",
"39","의료기기판매(임대)업","01_02_03_P","3210000","PHMG120263210034047000065","2026-03-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 ****-** 문화빌딩","서울특별시 서초구 서초중앙로**길 **, 문화빌딩 지*층 ****-***호 (서초동)","06633","(주)아이비트레이더스","2026-04-01 09:51:57","I","2026-04-03 00:20:02","","201404.260994552","443491.013576325","","","3.3","",
"40","의료기기판매(임대)업","01_02_03_P","3210000","PHMG120263210034047000066","2017-09-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 ****-**","서울특별시 서초구 서초중앙로*길 **-*, 지하*층 *호 (서초동)","06641","월드메드","2026-04-01 15:57:25","I","2026-04-03 00:20:02","","201740.227920024","442772.182400712","","","6.6","",
"41","의료기기판매(임대)업","01_02_03_P","4170000","PHMG120264170019047000009","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 양서면 용담리 ***-*","경기도 양평군 양서면 용담*길 *, *층","12584","양평해독건강센터","2026-04-01 16:58:11","I","2026-04-03 00:20:02","","228661.379636662","449036.097932049","","","162.38","",
"42","의료기기판매(임대)업","01_02_03_P","3410000","PHMG120263410023047000026","2026-03-31","","01","영업/정상","13","영업중","","","","","","","","대구광역시 중구 대봉동 *** 대봉태왕아너스","대구광역시 중구 동덕로 **, ***동 ***호 (대봉동, 대봉태왕아너스)","41954","이뮨팩토리 리본점","2026-04-01 09:19:37","I","2026-04-03 00:20:02","","344716.15441687","263356.833665963","","","","",
"43","의료기기판매(임대)업","01_02_03_P","3360000","PHMG120263360024047000024","2026-04-01","","01","영업/정상","13","영업중","","","","","051-931-8805","","","부산광역시 강서구 강동동 ****-* *층 ***호","부산광역시 강서구 제도로 ***-*, *층 ***호 (강동동)","46706","제이유통","2026-04-01 16:37:37","I","2026-04-03 00:20:02","","375315.832791851","190501.86422051","","","70.61","",
"44","의료기기판매(임대)업","01_02_03_P","5350000","PHMG120265350351047000016","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경상남도 김해시 삼계동 ****-* 분성마을*단지부영아파트","경상남도 김해시 삼계로 ***, ***동 ***호 (삼계동, 분성마을*단지부영아파트)","50897","더에이치컴퍼니","2026-04-01 13:04:17","I","2026-04-03 00:20:02","","369775.252193295","198042.910988246","","","","",
"45","의료기기판매(임대)업","01_02_03_P","5350000","PHMG120265350356047000011","2026-03-30","","01","영업/정상","13","영업중","","","","","","","","경상남도 김해시 장유동 ***-*","경상남도 김해시 율하*로 **, ***호 (장유동)","51020","세라젬 율하거점","2026-04-01 13:03:15","I","2026-04-03 00:20:02","","366241.932380759","187581.43502799","","","92.7","",
"46","의료기기판매(임대)업","01_02_03_P","5060000","PHMG120265060023047000003","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경상북도 김천시 평화동 ***-* 서부빌라 ***호","경상북도 김천시 평화순환길 **, 서부빌라 ***호 (평화동, 서부빌라)","39624","하이리빙","2026-04-01 09:43:52","I","2026-04-03 00:20:02","","299680.379511276","292170.378695108","","","","",
"47","의료기기판매(임대)업","01_02_03_P","3740000","PHMG120263740031047000009","2026-03-31","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 장안구 정자동 ***-**","경기도 수원시 장안구 파장로 **-*, ***호 (정자동)","16337","웰니스메디케어","2026-04-01 17:56:12","I","2026-04-03 00:20:02","","199295.180154318","422644.052222045","","","","",
"48","의료기기판매(임대)업","01_02_03_P","3740000","PHMG120263740032047000019","2026-03-31","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 금곡동 **** e-SPACE CITY-*","경기도 수원시 권선구 금곡로 ***, e-SPACE CITY-* *층 ***호 (금곡동)","16397","수원눈썹&속눈썹 뉴브코티지","2026-04-01 10:36:06","I","2026-04-03 00:20:02","","195731.179235059","419060.674593702","","","","",
"49","의료기기판매(임대)업","01_02_03_P","3740000","PHMG120263740032047000020","2026-03-31","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 세류동 ****-**","경기도 수원시 권선구 경수대로***번길 *, *층 *호 (세류동)","16658","에이스쇼핑","2026-04-01 10:37:04","I","2026-04-03 00:20:02","","201459.74834401","416174.375526059","","","","",
"50","의료기기판매(임대)업","01_02_03_P","5420000","PHMG120265420013047000001","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경상남도 고성군 회화면 배둔리 *** 뜰에공원 뷰","경상남도 고성군 회화면 배둔로**번길 **, ***동 ***호 (뜰에공원 뷰)","52914","이립","2026-04-01 15:10:06","I","2026-04-03 00:20:02","","325086.767486341","174356.137680729","","","84","",
"51","의료기기판매(임대)업","01_02_03_P","3310000","PHMG120263310024047000015","2023-02-28","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 문현동 ***-*","부산광역시 남구 장고개로 **-*, *층 (문현동)","48476","디에이치 메디칼","2026-04-01 17:49:02","I","2026-04-03 00:20:02","","388550.183340413","183603.255104016","","","33","",
"52","의료기기판매(임대)업","01_02_03_P","3510500","PHMG120263510513047000027","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 주안동 ***-**","인천광역시 미추홀구 주안로 ***, *층 ***호 (주안동)","22133","하나히어링 인천주안센터","2026-04-01 15:49:38","I","2026-04-03 00:20:02","","171767.705055654","440281.282885713","","","47.84","",
"53","의료기기판매(임대)업","01_02_03_P","5370000","PHMG120265370025047000005","2026-03-31","","01","영업/정상","13","영업중","","","","","","","","","경상남도 거제시 제산로*길 *, *층 (양정동)","53241","이뮨팩토리 제로핏","2026-04-01 15:31:57","I","2026-04-03 00:20:02","","350099.366298459","155626.021824816","","","86.59","",
"54","의료기기판매(임대)업","01_02_03_P","3010000","PHMG119973010033047000001","1997-02-26","","01","영업/정상","13","영업중","","","","","02-772-3875","","","서울특별시 중구 소공동 *","서울특별시 중구 남대문로 **(소공동)","04533","롯데쇼핑(주)","2026-04-01 17:32:25","U","2026-04-03 02:40:00","","198259.65357739","451392.198218657","","","","",
"55","의료기기판매(임대)업","01_02_03_P","3370000","PHMG120233370022047000038","2023-08-08","","03","폐업","03","폐업","2026-04-01","","","","","","","부산광역시 연제구 연산동 ****-**","부산광역시 연제구 월드컵대로***번길 **, *층 (연산동)","47541","세븐일레븐 부산연제연산점","2026-04-01 11:29:09","U","2026-04-03 02:40:00","","389267.939917125","189123.305759406","","","","",
"56","의료기기판매(임대)업","01_02_03_P","3740000","PHMG120233740031047000043","2023-07-11","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 장안구 정자동 **-*","경기도 수원시 장안구 송정로**번길 **, *층 (정자동)","16311","원메드","2026-04-01 17:52:23","U","2026-04-03 02:40:00","","200583.845010789","421431.170381123","","","","",
"57","의료기기판매(임대)업","01_02_03_P","3420000","PHMG120233420023047000120","2023-09-01","","03","폐업","03","폐업","2026-03-30","","","","","","","대구광역시 동구 율암동 ****","대구광역시 동구 안심뉴타운*로 ** (율암동)","41128","영성카모터스","2026-04-01 11:49:19","U","2026-04-03 02:40:00","","353672.594765753","265295.804128474","","","","",
"58","의료기기판매(임대)업","01_02_03_P","4530000","PHMG120094530030047000003","2022-04-04","","01","영업/정상","13","영업중","","","","","041-669-8211","","","충청남도 서산시 예천동 ****","충청남도 서산시 예천*로 **, *층 (예천동)","32005","(주)에스원서산","2026-04-01 15:01:53","U","2026-04-03 02:40:00","","150943.930534389","362758.527610157","","","230.13","",
"59","의료기기판매(임대)업","01_02_03_P","3830000","PHMG120093830077047000036","2009-06-03","","01","영업/정상","13","영업중","","","","","1588-3112","","431-825","경기도 안양시 동안구 비산동 ****번지","경기도 안양시 동안구 관악대로 ***, *층 F**-*호 (비산동)","13944","주)에스원","2026-04-01 09:09:29","U","2026-04-03 02:40:00","","195768.441345668","433306.804031828","","","","",
"60","의료기기판매(임대)업","01_02_03_P","3480000","PHMG120153480012047000018","2018-09-13","","01","영업/정상","13","영업중","","","","","053-592-5290","","","대구광역시 달성군 다사읍 매곡리 ****-**","대구광역시 달성군 다사읍 달구벌대로 ***, ***~***, ***~***호","42914","씨제이올리브영(주) 대구죽곡점","2026-04-01 17:31:50","U","2026-04-03 02:40:00","","332360.822856553","262966.070681217","","","3.3","",
"61","의료기기판매(임대)업","01_02_03_P","5100000","PHMG120145100028047000014","2014-11-03","","03","폐업","03","폐업","2026-03-30","","","","054-338-1532","","","경상북도 영천시 채신동 ***","경상북도 영천시 영천산단로 *** (채신동)","38899","CU영천경제자유구역점","2026-04-01 18:14:54","U","2026-04-03 02:40:00","","375794.276167502","270056.258551401","","","156","",
"62","의료기기판매(임대)업","01_02_03_P","3560000","PHMG120133560021047000024","2013-12-03","","01","영업/정상","13","영업중","","","","","","","404-820","인천광역시 서구 마전동 ****번지 *호","인천광역시 서구 완정로 ** (마전동)","22639","월화수보청기센터","2026-04-01 16:13:38","U","2026-04-03 02:40:00","","170724.990191463","454895.33612382","","","","",
"63","의료기기판매(임대)업","01_02_03_P","5080000","PHMG120195080035047000029","2019-06-18","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 산동읍 신당리 **** 루샘","경상북도 구미시 산동읍 첨단기업*로 **-***, 루샘","39166","(주)루샘","2026-04-01 15:41:06","U","2026-04-03 02:40:00","","328827.882466135","294894.309046173","","","","",
"64","의료기기판매(임대)업","01_02_03_P","4191000","PHMG120124190023047000045","2012-10-18","","01","영업/정상","13","영업중","","","","","033-730-0014","","","강원특별자치도 원주시 지정면 가곡리 ****","강원특별자치도 원주시 지정면 지래울로 ***","26355","주식회사 누가의료기","2026-04-01 16:02:23","U","2026-04-03 02:40:00","","277405.83163653","430116.93013179","","","","",
"65","의료기기판매(임대)업","01_02_03_P","4241000","PHMG120224240025047000051","2022-07-19","","03","폐업","03","폐업","2026-03-31","","","","033-575-7575","","","강원특별자치도 삼척시 당저동 **-*","강원특별자치도 삼척시 중앙로 ***(당저동)","25921","씨유삼척사랑점","2026-04-01 09:26:02","U","2026-04-03 02:40:00","","391735.357646291","440424.36890915","","","","",
"66","의료기기판매(임대)업","01_02_03_P","4090000","PHMG120244090023047000153","2024-10-04","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 풍무동 ****","경기도 김포시 김포대로 ***, **층 ****호 (풍무동)","10113","주식회사 누리케어(NURI CARE)","2026-04-01 16:27:24","U","2026-04-03 02:40:00","","176280.77235261","456676.274741796","","","","",
"67","의료기기판매(임대)업","01_02_03_P","3150000","PHMG120243150037047000153","2024-09-30","","03","폐업","03","폐업","2026-04-01","","","","","","","서울특별시 강서구 내발산동 ***-** 신원메디칼프라자","서울특별시 강서구 강서로**길 ***, 신원메디칼프라자 *층 ***-***호 (내발산동)","07635","한미메디칼상사","2026-04-01 15:40:40","U","2026-04-03 02:40:00","","184636.53344075","450143.872075084","","","","",
"68","의료기기판매(임대)업","01_02_03_P","5080000","PHMG120115080035047000018","2011-07-05","","03","폐업","03","폐업","2026-04-01","","","","054-452-1153","","730-020","경상북도 구미시 도량동 ***번지 *호","경상북도 구미시 야은로 *** (도량동)","39202","쇼콜라구미점","2026-04-01 15:40:54","U","2026-04-03 02:40:00","","318350.551051712","293983.985683698","","","","",
"69","의료기기판매(임대)업","01_02_03_P","4641000","PHMG120214640131047000176","2021-09-06","","03","폐업","03","폐업","2026-04-01","","","","063-906-5131","","","전북특별자치도 전주시 덕진구 송천동*가 ****-* 전주 에코시티 이마트","전북특별자치도 전주시 덕진구 세병서로 *, 전주 에코시티 이마트 (송천동*가)","55149","(주)이마트 에코시티점","2026-04-01 16:57:14","U","2026-04-03 02:40:00","","211105.947625828","263591.430026264","","","99.1","",
"70","의료기기판매(임대)업","01_02_03_P","4641000","PHMG120224640131047000575","2022-11-02","","03","폐업","03","폐업","2026-04-08","","","","","","","전북특별자치도 전주시 덕진구 송천동*가 ****","전북특별자치도 전주시 덕진구 세병로 ***, *층 ***호 (송천동*가)","55150","씨유 에코데시앙네스트점","2026-04-01 13:57:18","U","2026-04-03 02:40:00","","212316.279957192","263871.163228277","","","","",
"71","의료기기판매(임대)업","01_02_03_P","6510000","PHMG120066510096047000014","2006-05-04","","03","폐업","03","폐업","2026-03-30","","","","712-1542","","690-032","제주특별자치도 제주시 삼도*동 ****번지 *호","제주특별자치도 제주시 탑동로**길 ** (삼도이동)","63166","(주)제주반석메디칼","2026-04-01 17:06:30","U","2026-04-03 02:40:00","","155284.266461314","2291.79853851339","","","26.93","",
