"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"11","건물위생관리업","09_30_04_P","5020000","5040000-206-2004-00005","2004-07-07","","01","영업/정상","01","영업","","","","","054 272 8006","36.00","791-948","경상북도 포항시 북구 흥해읍 초곡리 1322 1층","경상북도 포항시 북구 흥해읍 초곡지구로57번길 10-4, 1층","37560","(주)광포산업","2026-04-01 16:07:12","I","2026-04-03 00:20:02","건물위생관리업","410748.276448142","290942.654783915","건물위생관리업","4","0","1","1","0","0","","","","임대","0","0","N",
"12","건물위생관리업","09_30_04_P","3550000","3550000-206-2022-00006","2022-01-10","","01","영업/정상","01","영업","","","","","032 549 6095","137.60","407-813","인천광역시 계양구 계산동 1080-7 미래사랑빌딩","인천광역시 계양구 오조산로57번길 7-1, 미래사랑빌딩 8층 802호 (계산동)","21069","(주)엠에스시스템아이엔씨","2026-04-01 16:03:26","I","2026-04-03 00:20:02","건물위생관리업","176759.9","448182.77","건물위생관리업","0","0","0","0","0","0","","","","","0","4","N",
"13","건물위생관리업","09_30_04_P","4490000","5650000-206-2011-00003","2011-03-07","","01","영업/정상","01","영업","","","","","0415655287","26.60","330-954","충청남도 천안시 동남구 원성동 579-10 4층 404호","충청남도 천안시 동남구 충무로 505, 4층 404호 (원성동)","31187","주식회사알오케이플러스","2026-04-01 14:52:03","U","2026-04-03 02:40:00","건물위생관리업","214348.096925862","366415.725484053","건물위생관리업","0","0","4","0","0","0","","","","","0","0","N",
"14","건물위생관리업","09_30_04_P","3740000","3770000-206-2007-00015","2007-06-28","","03","폐업","02","폐업","2026-04-01","","","","031  2371010","72.66","442-816","경기도 수원시 팔달구 우만동 47-2","경기도 수원시 팔달구 중부대로223번길 71-3, 3층 (우만동)","16496","(주)스카우트이엠에스","2026-04-01 13:09:37","U","2026-04-03 02:40:00","건물위생관리업","203554.539086521","419687.751277601","건물위생관리업","3","1","3","3","0","0","","","","임대","0","23","N",
"15","건물위생관리업","09_30_04_P","3630000","3630000-206-2018-00005","2018-02-20","","01","영업/정상","01","영업","","","","","062 959 5552","15.00","506-838","광주광역시 광산구 신창동 943-1 1층","광주광역시 광산구 신가매결길 91-63, 1층 (신창동)","62293","베스트은모닝청소","2026-04-01 14:39:15","U","2026-04-03 02:40:00","건물위생관리업","185301.093049965","187730.147287365","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"16","건물위생관리업","09_30_04_P","5050000","5050000-206-2006-00004","2006-05-23","","01","영업/정상","01","영업","","","","","","38.48","780-933","경상북도 경주시 동천동 928-9","경상북도 경주시 초당길23번길 23 (동천동)","38112","대신환경","2026-04-01 15:54:44","U","2026-04-03 02:40:00","건물위생관리업","401676.038425798","263053.148084459","건물위생관리업","4","0","1","0","0","0","","","","자가","0","0","N",
"17","건물위생관리업","09_30_04_P","4641000","4661000-206-2026-00003","2026-03-25","","01","영업/정상","01","영업","","","","","","18.92","","전북특별자치도 전주시 덕진구 고랑동 819-40","전북특별자치도 전주시 덕진구 쪽구름5길 17, 1층 일부호 (고랑동)","54847","더퓨어","2026-04-01 13:16:17","U","2026-04-03 02:40:00","건물위생관리업","207014.34200445","263990.910856913","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"18","건물위생관리업","09_30_04_P","5710000","5730000-206-2024-00012","2024-08-20","","01","영업/정상","01","영업","","","","","","48.00","361-800","충청북도 청주시 흥덕구 가경동 833 1층","충청북도 청주시 흥덕구 가경로189번길 19-6, 1층 (가경동)","28390","반짝반짝 청소방역","2026-04-01 16:19:58","U","2026-04-03 02:40:00","건물위생관리업","238833.242365201","347864.060822705","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"19","건물위생관리업","09_30_04_P","3150000","3150000-206-2022-00001","2022-01-10","","03","폐업","02","폐업","2026-04-01","","","","0269496096","42.12","157-210","서울특별시 강서구 마곡동 774-4 마곡센트럴타워Ⅰ","서울특별시 강서구 공항대로 227, 마곡센트럴타워Ⅰ 708호 (마곡동)","07802","(주)엠에스시스템아이엔씨","2026-04-01 16:00:31","U","2026-04-03 02:40:00","건물위생관리업","185150.32136415","450822.870557532","건물위생관리업","0","0","0","0","0","0","","","","","0","4","N",
"20","건물위생관리업","09_30_04_P","3540000","3540000-206-2026-00003","2026-03-10","","01","영업/정상","01","영업","","","","","","7.20","403-911","인천광역시 부평구 청천동 425 부평우림라이온스밸리 A-B115-14호 일부호(A2호실)","인천광역시 부평구 부평대로 283, 부평우림라이온스밸리 A-B115-14호 일부호 (청천동)","21315","갈산도시관리 주식회사","2026-04-01 17:46:36","U","2026-04-03 02:40:00","건물위생관리업","175126.717022995","446169.201205367","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"21","건물위생관리업","09_30_04_P","5020000","5030000-206-2004-00003","2004-07-07","","03","폐업","02","폐업","2026-04-01","","","","054 272 8006","26.25","790-908","경상북도 포항시 남구 오천읍 용덕리 277-1","경상북도 포항시 남구 오천읍 해병로269번길 22-7, 1층","37909","(주)광포산업","2026-04-01 15:55:42","U","2026-04-03 02:40:00","건물위생관리업","417670.694350755","277157.337747525","건물위생관리업","4","0","1","1","0","0","","","","임대","0","0","N",
"22","건물위생관리업","09_30_04_P","3000000","3000000-206-2015-00004","2015-06-30","","03","폐업","02","폐업","2026-04-01","","","","02  22633042","66.67","110-836","서울특별시 종로구 종로5가 138-19","서울특별시 종로구 동호로 403, 401호 (종로5가, 동서빌딩)","03195","동서종합관리","2026-04-01 15:19:23","U","2026-04-03 02:40:00","건물위생관리업","200077.144414946","452023.159595412","건물위생관리업","0","0","4","4","0","0","","","","임대","0","0","N",
"23","건물위생관리업","09_30_04_P","3780000","3790000-206-2018-00008","2018-01-09","","01","영업/정상","01","영업","","","","","031 7560449","61.88","461-210","경기도 성남시 수정구 창곡동 507 위례 보미리즌빌 상가동 B110호","경기도 성남시 수정구 위례광장로 82, 상가동 지하1층 B110호 (창곡동, 위례 보미리즌빌)","13640","(주)에이치와이피","2026-04-01 10:55:47","U","2026-04-03 02:40:00","건물위생관리업","212435.111912506","441050.367718282","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"24","건물위생관리업","09_30_04_P","3320000","3320000-206-2013-00008","2013-06-10","","01","영업/정상","01","영업","","","","","055 546 9833","49.68","616-808","부산광역시 북구 구포동 1241-14","부산광역시 북구 시랑로171번길 12, 지하1층 (구포동)","46626","(주)한국클린산업","2026-04-01 16:13:43","U","2026-04-03 02:40:00","건물위생관리업","383367.530133237","190436.161830811","건물위생관리업","4","0","1","0","0","0","","","","","0","0","N",
"25","건물위생관리업","09_30_04_P","5070000","5070000-206-2024-00005","2024-03-15","","01","영업/정상","01","영업","","","","","","24.50","760-903","경상북도 안동시 용상동 1543-94","경상북도 안동시 용상시장4길 52, 1층 (용상동)","36716","한국철거","2026-04-01 11:38:46","U","2026-04-03 02:40:00","건물위생관리업","356539.520551906","341032.753855884","건물위생관리업","3","0","1","1","0","0","","","","","0","1","N",
"26","건물위생관리업","09_30_04_P","3910000","3910000-206-2024-00004","2024-02-16","","01","영업/정상","01","영업","","","","","","99.84","450-819","경기도 평택시 신대동 76-3","경기도 평택시 삽다리길 10, 1층 (신대동)","17831","오늘청소 평택본점","2026-04-01 13:22:00","U","2026-04-03 02:40:00","건물위생관리업","205130.705954607","388949.924756643","건물위생관리업","0","0","1","1","0","0","","","","임대","0","0","N",
"27","건물위생관리업","09_30_04_P","4520000","4520000-206-2025-00007","2025-06-18","","01","영업/정상","01","영업","","","","","070 47098541","18.00","336-030","충청남도 아산시 권곡동 547-41 2층 일부","충청남도 아산시 번영로 177, 2층 (권곡동)","31519","크렉스충남","2026-04-01 11:24:17","U","2026-04-03 02:40:00","건물위생관리업","200850.748358264","364885.866771323","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"28","건물위생관리업","09_30_04_P","4741000","4741000-206-2015-00002","2015-11-10","","01","영업/정상","01","영업","","","","","063 2466914","33.00","","전북특별자치도 무주군 무주읍 읍내리 299","전북특별자치도 무주군 무주읍 단천로 99, 3층 301호","55518","주식회사 동해","2026-04-01 11:26:54","U","2026-04-03 02:40:00","건물위생관리업","259609.764046854","278842.178899231","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"29","건물위생관리업","09_30_04_P","4641000","4651000-206-2024-00004","2024-12-05","","03","폐업","02","폐업","2026-04-01","","","","063 2227915","78.75","","전북특별자치도 전주시 완산구 삼천동2가 401-3","전북특별자치도 전주시 완산구 우림로 973-22, 1층 (삼천동2가)","55077","(유)신성시스템","2026-04-01 10:04:19","U","2026-04-03 02:40:00","건물위생관리업","209035.341960804","252992.490396052","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"30","건물위생관리업","09_30_04_P","5710000","5730000-206-2025-00002","2025-02-03","","03","폐업","02","폐업","2026-04-01","","","","","6.50","361-825","충청북도 청주시 흥덕구 비하동 37-11 208호","충청북도 청주시 흥덕구 비하로 11, 2층 208호 (비하동)","28366","그린루트","2026-04-01 15:28:41","U","2026-04-03 02:40:00","건물위생관리업","237950.597666965","347527.663778181","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"31","건물위생관리업","09_30_04_P","3530000","3530000-206-2026-00006","2026-04-02","","01","영업/정상","01","영업","","","","","","30.00","405-865","인천광역시 남동구 만수동 948-18","인천광역시 남동구 하촌서로 54, 지층 일부호 (만수동)","21539","원클린 종합환경","2026-04-02 13:20:48","I","2026-04-04 00:20:02","건물위생관리업","176054.290795686","439074.878939961","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"32","건물위생관리업","09_30_04_P","5680000","5680000-206-2026-00002","2026-04-02","","01","영업/정상","01","영업","","","","","","65.00","343-090","충청남도 당진시 원당동 322-7","충청남도 당진시 원당골길 30, 1층 104호 (원당동)","31763","당찬클린케어","2026-04-02 11:28:54","I","2026-04-04 00:20:02","건물위생관리업","169315.040190801","378485.860841358","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"33","건물위생관리업","09_30_04_P","4060000","4060000-206-2026-00007","2026-04-02","","01","영업/정상","01","영업","","","","","","3.00","413-120","경기도 파주시 문발동 531-2 점프존상가","경기도 파주시 문발로 140, 점프존상가 3층 201-T94호 (문발동)","10881","시티클린","2026-04-02 11:51:37","I","2026-04-04 00:20:02","건물위생관리업","172287.070736993","467217.624973932","건물위생관리업","5","1","3","0","0","0","","","","","0","0","N",
"34","건물위생관리업","09_30_04_P","4191000","4191000-206-2026-00016","2026-04-02","","01","영업/정상","01","영업","","","","","","0.00","","강원특별자치도 원주시 단구동 520-1","강원특별자치도 원주시 치악로1735번길 60, 1층 일부호 (단구동)","26446","고클린","2026-04-02 13:27:54","I","2026-04-04 00:20:02","건물위생관리업","284496.05309005","426184.299184774","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"35","건물위생관리업","09_30_04_P","3910000","3910000-206-2000-00004","2000-06-23","","03","폐업","02","폐업","2026-04-02","","","","031 6538411","0.00","450-805","경기도 평택시 비전동 621-11","경기도 평택시 성동로11번길 24 (비전동)","17896","(주)청송안전시스템","2026-04-02 13:58:07","U","2026-04-04 02:40:00","건물위생관리업","208052.848293584","388180.877172658","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"36","건물위생관리업","09_30_04_P","3430000","3430000-206-2011-00005","2011-11-17","","01","영업/정상","01","영업","","","","","053 2551389","0.00","703-831","대구광역시 서구 중리동 111-14","대구광역시 서구 국채보상로38길 60, 1층 (중리동)","41839","(주)비앤에스산업","2026-04-02 16:09:03","U","2026-04-04 02:40:00","건물위생관리업","340206.041987117","263806.763411705","건물위생관리업","3","1","1","1","0","0","","","","임대","0","0","N",
"37","건물위생관리업","09_30_04_P","3060000","3060000-206-2005-00009","2005-06-23","","01","영업/정상","01","영업","","","","","16005967","35.11","131-865","서울특별시 중랑구 신내동 262-1","서울특별시 중랑구 신내역로3길 40-36, A동 909호 (신내동)","02055","(주)람보씨엠개발","2026-04-02 21:38:07","U","2026-04-04 02:40:00","건물위생관리업","209085.926142332","457283.215342184","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"38","건물위생관리업","09_30_04_P","5050000","5050000-206-2026-00006","2026-03-27","","01","영업/정상","01","영업","","","","","","0.00","780-882","경상북도 경주시 산내면 의곡리 164-6","경상북도 경주시 산내면 의곡중앙길 22","38186","화이트클린 경주","2026-04-02 15:39:45","U","2026-04-04 02:40:00","건물위생관리업","","","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"39","건물위생관리업","09_30_04_P","4050000","5630000-206-2024-00018","2024-08-16","","01","영업/정상","01","영업","","","","","","3.30","446-573","경기도 용인시 기흥구 구갈동 579 아카데미프라자 703-4호","경기도 용인시 기흥구 강남서로 9, 아카데미프라자 7층 703-4A호 (구갈동)","16977","주식회사 오즈의마법사","2026-04-02 10:29:51","U","2026-04-04 02:40:00","건물위생관리업","211164.144003227","418913.211852561","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"40","건물위생관리업","09_30_04_P","5710000","5725000-206-2024-00005","2024-06-17","","03","폐업","02","폐업","2026-04-02","","","","","10.08","361-807","충청북도 청주시 서원구 모충동 251-1 형석아파트","충청북도 청주시 서원구 남들로35번길 61, 상가 가동 103 일부호 (모충동, 형석아파트)","28670","제로청소","2026-04-02 09:05:31","U","2026-04-04 02:40:00","건물위생관리업","242940.216310743","346796.389495112","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"41","건물위생관리업","09_30_04_P","3010000","3010000-206-1998-01760","1998-09-28","","01","영업/정상","01","영업","","","","","0220223704","959.74","100-865","서울특별시 중구 태평로2가 250","서울특별시 중구 세종대로 67 (태평로2가)","04514","주식회사 에스원","2026-04-02 16:03:56","U","2026-04-04 02:40:00","건물위생관리업","197761.440311167","451123.194550747","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"42","건물위생관리업","09_30_04_P","4050000","5630000-206-2024-00011","2024-05-02","","01","영업/정상","01","영업","","","","","031 5482196","72.15","446-915","경기도 용인시 기흥구 청덕동 556 용인테크노밸리 D205호","경기도 용인시 기흥구 구성로 357, 용인테크노밸리 D205호 (청덕동)","16914","주식회사 두영이앤씨","2026-04-02 10:53:00","U","2026-04-04 02:40:00","건물위생관리업","213057.927567229","421057.235457141","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"43","건물위생관리업","09_30_04_P","3290000","3290000-206-2005-00015","2005-01-10","","01","영업/정상","01","영업","","","","","051 5145307","29.37","614-876","부산광역시 부산진구 부전동 474-80 유원 골든타워 오피스텔","부산광역시 부산진구 서면문화로 27, 유원 골든타워 오피스텔 10층 1010호 (부전동)","47257","(주)태원이엔지","2026-04-02 14:44:53","U","2026-04-04 02:40:00","건물위생관리업","387225.613588405","186408.726533861","건물위생관리업","20","5","10","0","0","0","","","","","0","0","N",
"44","건물위생관리업","09_30_04_P","3160000","3160000-206-2026-00004","2026-03-03","","01","영업/정상","01","영업","","","","","","45.00","152-810","서울특별시 구로구 개봉동 262-20","서울특별시 구로구 개봉로16길 27, 402호 (개봉동)","08332","영닥터환경","2026-04-02 14:49:53","U","2026-04-04 02:40:00","건물위생관리업","187342.588102484","443122.27382834","건물위생관리업","0","0","4","4","0","0","","","","","0","1","N",
"45","건물위생관리업","09_30_04_P","3900000","3900000-206-2020-00005","2020-07-17","","01","영업/정상","01","영업","","","","","","11.20","423-837","경기도 광명시 철산동 440 중앙시장","경기도 광명시 철산로30번길 19, 중앙시장 1층 64호 (철산동)","14239","푸르름","2026-04-02 14:09:30","U","2026-04-04 02:40:00","건물위생관리업","188464.627805727","441403.83267633","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"46","건물위생관리업","09_30_04_P","5670000","5670184-206-2025-00004","2025-08-25","","01","영업/정상","01","영업","","","","","","32.70","630-802","경상남도 창원시 마산회원구 구암동 1331-8 1층","경상남도 창원시 마산회원구 금강로 335-1, 1층 (구암동)","51203","주식회사 청정드론","2026-04-02 17:44:57","U","2026-04-04 02:40:00","건물위생관리업","345485.274392542","196314.417388671","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"47","건물위생관리업","09_30_04_P","4641000","4661000-206-2023-00009","2023-10-31","","01","영업/정상","01","영업","","","","","","99.68","","전북특별자치도 전주시 덕진구 송천동1가 332-7","전북특별자치도 전주시 덕진구 송천로 35-15, 304호 (송천동1가)","54839","유한회사영원씨엔에스","2026-04-02 13:30:21","U","2026-04-04 02:40:00","건물위생관리업","210562.822360355","261811.987279274","건물위생관리업","2","1","1","1","0","0","","","","","0","0","N",
"48","건물위생관리업","09_30_04_P","3660000","3660000-206-2001-00010","2001-07-23","","01","영업/정상","01","영업","","","","","042 4834887","25.44","302-814","대전광역시 서구 괴정동 47-7 1층","대전광역시 서구 계룡로584번길 81 (괴정동,1층)","35269","미래주택관리","2026-04-02 13:48:32","U","2026-04-04 02:40:00","건물위생관리업","234513.862066472","315440.634683218","건물위생관리업","4","0","1","1","0","0","","","","","0","0","N",
"49","건물위생관리업","09_30_04_P","5690000","5690000-206-2021-00003","2021-01-19","","03","폐업","02","폐업","2026-04-02","","","","","18.40","339-861","세종특별자치시 연동면 내판리 13-6","세종특별자치시 연동면 내송길 10, 1층 101(우측)호","30068","청명","2026-04-02 09:33:46","U","2026-04-04 02:40:00","건물위생관리업","229114.888632924","339726.749540231","건물위생관리업","0","0","0","0","0","0","","","","임대","0","0","N",
"50","건물위생관리업","09_30_04_P","3220000","3220000-206-2020-00034","2020-02-14","","01","영업/정상","01","영업","","","","","","6.60","135-918","서울특별시 강남구 역삼동 707-34 한신인터밸리24빌딩","서울특별시 강남구 테헤란로 322, 한신인터밸리24빌딩 동관 1202호 (역삼동)","06211","(주)시크밸류","2026-04-02 11:06:42","U","2026-04-04 02:40:00","건물위생관리업","204044.789948927","444529.84042741","건물위생관리업","0","0","4","4","0","0","","","","","21","7","N",
"51","건물위생관리업","09_30_04_P","4040000","4040000-206-2023-00023","2023-10-31","","01","영업/정상","01","영업","","","","","","61.27","465-819","경기도 하남시 감북동 413-73","경기도 하남시 서하남로23번길 8-13, 1층 102호 (감북동)","12991","예소클린","2026-04-02 11:20:30","U","2026-04-04 02:40:00","건물위생관리업","212983.641080019","446148.952887349","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"52","건물위생관리업","09_30_04_P","3430000","3430000-206-2023-00003","2023-12-01","","01","영업/정상","01","영업","","","","","","0.00","703-831","대구광역시 서구 중리동 111-14","대구광역시 서구 국채보상로38길 60, 1층 (중리동)","41839","(주)인터링크","2026-04-02 16:11:58","U","2026-04-04 02:40:00","건물위생관리업","340206.041987117","263806.763411705","건물위생관리업","3","1","0","0","1","1","","","","임대","0","0","N",
"53","건물위생관리업","09_30_04_P","5090000","5090000-206-2026-00002","2026-04-03","","01","영업/정상","01","영업","","","","","","27.23","750-802","경상북도 영주시 풍기읍 동부리 356-1","경상북도 영주시 풍기읍 동성로2번길 76-1","36038","행복공간","2026-04-03 11:37:00","I","2026-04-05 00:20:22","건물위생관리업","336731.788226807","375514.545740181","건물위생관리업","1","0","1","0","0","0","","","","자가","0","0","N",
"54","건물위생관리업","09_30_04_P","3290000","3290000-206-2026-00002","2026-04-03","","01","영업/정상","01","영업","","","","","","37.44","614-865","부산광역시 부산진구 전포동 631-15 서면동원오피스텔","부산광역시 부산진구 동성로 137, 서면동원오피스텔 7층 706호 (전포동)","47243","주식회사 효성코리아","2026-04-03 16:43:57","I","2026-04-05 00:20:22","건물위생관리업","387986.435139283","186565.130567942","건물위생관리업","12","2","7","7","0","0","","","","","0","0","N",
"55","건물위생관리업","09_30_04_P","3860000","3881000-206-2026-00001","2026-04-03","","01","영업/정상","01","영업","","","","","","0.00","","경기도 부천시 소사구 송내동 319-3","경기도 부천시 소사구 송내대로30번길 56, 1층 일부호 (송내동)","14731","제일크린환경개발","2026-04-03 14:40:03","I","2026-04-05 00:20:22","건물위생관리업","178379.138529475","442664.268269706","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"56","건물위생관리업","09_30_04_P","3860000","3871000-206-2026-00003","2026-04-03","","01","영업/정상","01","영업","","","","","","0.00","","경기도 부천시 원미구 중동 1061-2 함천빌딩 6층 일부","경기도 부천시 원미구 신흥로 250, 함천빌딩 6층 일부 (중동)","14534","보듬종합환경","2026-04-03 16:11:48","I","2026-04-05 00:20:22","건물위생관리업","180110.191503539","444885.378139777","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"57","건물위생관리업","09_30_04_P","4060000","4060000-206-2026-00008","2026-04-03","","01","영업/정상","01","영업","","","","","","20.00","413-861","경기도 파주시 파주읍 봉암리 358-3","경기도 파주시 파주읍 새봉암길 61, 1층 일부","10838","에이케이공조시스템(주)","2026-04-03 10:40:16","I","2026-04-05 00:20:22","건물위생관리업","181875.029617467","481036.284197269","건물위생관리업","1","0","1","1","0","0","","","","","0","0","N",
"58","건물위생관리업","09_30_04_P","5310000","5310000-206-2026-00003","2026-04-03","","01","영업/정상","01","영업","","","","","","159.36","660-988","경상남도 진주시 칠암동 513-24","경상남도 진주시 진주대로920번길 9, 3층 (칠암동)","52724","에이치엔씨(H&C)종합관리","2026-04-03 15:57:03","I","2026-04-05 00:20:22","건물위생관리업","299235.082496466","187600.993993552","건물위생관리업","4","0","3","0","0","0","","","","","0","0","N",
"59","건물위생관리업","09_30_04_P","3980000","3980000-206-2026-00002","2026-04-03","","01","영업/정상","01","영업","","","","","","28.71","471-816","경기도 구리시 수택동 442-9 해법수학","경기도 구리시 원수택로12번길 21-4, 1층 101호 (수택동)","11941","태광이엔지","2026-04-03 13:48:45","I","2026-04-05 00:20:22","건물위생관리업","212350.369391122","454598.987820046","건물위생관리업","0","0","0","0","0","0","","","","","1","0","N",
