번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),판매점영업면적,Unnamed: 29,record_key
299,안전상비의약품 판매업소,01_01_05_P,5530000,PHMH320265530661087500001,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 동탄구 영천동 847-3,"경기도 화성시 동탄구 동탄대로23안길 31, 105호 (영천동)",18468,이마트24 동탄더큐브온에어점,2026-02-13 09:02:35,I,2026-02-15 00:20:02,,,,85.0,,이마트24동탄더큐브온에어점_경기도화성시동탄구영천동847-3
239,안전상비의약품 판매업소,01_01_05_P,3220000,PHMH320263220033087500003,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 청담동 83-9,"서울특별시 강남구 선릉로158길 9, 지하1층 (청담동)",6014,지에스25 청담센터점,2026-02-12 16:11:02,I,2026-02-14 00:20:02,,203547.971660109,447052.910308403,0.0,,지에스25청담센터점_서울특별시강남구청담동83-9
238,안전상비의약품 판매업소,01_01_05_P,4040000,PHMH320264040023087500003,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,경기도 하남시 망월동 1125 미사역 파라곤 스퀘어,"경기도 하남시 미사강변동로 100-1, 미사역 파라곤 스퀘어 1023호 (망월동)",12912,GS25 미사파라곤점,2026-02-12 13:13:53,I,2026-02-14 00:20:02,,217057.174856799,451355.879802577,49.0,,GS25미사파라곤점_경기도하남시망월동1125미사역파라곤스퀘어
219,안전상비의약품 판매업소,01_01_05_P,5050000,PHMH320265050041087500003,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,경상북도 경주시 북군동 11-1 켄싱턴리조트,"경상북도 경주시 보문로 182-29, 켄싱턴리조트 서관 지하 1층 (북군동)",38116,씨유 R켄싱턴리조트경주점,2026-02-11 13:24:42,I,2026-02-13 00:20:38,,404841.798099653,264595.723082789,142.45,,씨유R켄싱턴리조트경주점_경상북도경주시북군동11-1켄싱턴리조트
221,안전상비의약품 판매업소,01_01_05_P,3460000,PHMH320263460023087500004,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,대구광역시 수성구 중동 645 수성데시앙리버뷰,"대구광역시 수성구 희망로20길 10, 301동 106호 (중동, 수성데시앙리버뷰)",42150,(주)코리아세븐 수성리버뷰점,2026-02-11 14:01:31,I,2026-02-13 00:20:38,,345247.62919209,261914.932634479,60.0,,(주)코리아세븐수성리버뷰점_대구광역시수성구중동645수성데시앙리버뷰
224,안전상비의약품 판매업소,01_01_05_P,3230000,PHMH320263230034087500007,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,서울특별시 송파구 신천동 20-4,"서울특별시 송파구 올림픽로35길 45, 상가동 1층 116호, 117호 (신천동)",5508,지에스25 잠실래미안아이파크점,2026-02-11 15:50:56,I,2026-02-13 00:20:38,,209720.290631496,446244.350393389,73.5,,지에스25잠실래미안아이파크점_서울특별시송파구신천동20-4
225,안전상비의약품 판매업소,01_01_05_P,3020000,PHMH320263020033087500002,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,서울특별시 용산구 서빙고동 174,"서울특별시 용산구 녹사평대로11길 44, 1층 (서빙고동)",4384,씨유 서빙고점,2026-02-11 16:34:20,I,2026-02-13 00:20:38,,199349.238473295,446572.536414717,50.0,,씨유서빙고점_서울특별시용산구서빙고동174
226,안전상비의약품 판매업소,01_01_05_P,3820000,PHMH320263820050087500003,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,경기도 의정부시 녹양동 355 녹양힐스테이트,"경기도 의정부시 녹양로62번길 12, 상가동 101,102호 (녹양동, 녹양힐스테이트)",11615,씨유녹양힐스테이트점,2026-02-11 16:50:00,I,2026-02-13 00:20:38,,202978.492639538,472604.872479804,0.0,,씨유녹양힐스테이트점_경기도의정부시녹양동355녹양힐스테이트
236,안전상비의약품 판매업소,01_01_05_P,4390000,PHMH320264390029087500003,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,충청북도 충주시 주덕읍 화곡리 1251 서충주신도시 삼일파라뷰2차 그랜드시티,"충청북도 충주시 주덕읍 화개4길 29, 322동 102,103호 (서충주신도시 삼일파라뷰2차 그랜드시티)",27465,지에스25서충주파라뷰2차점,2026-02-12 10:07:45,I,2026-02-14 00:20:02,,273011.215955711,389472.258593072,1.0,,지에스25서충주파라뷰2차점_충청북도충주시주덕읍화곡리1251서충주신도시삼일파라뷰2차그랜드시티
218,안전상비의약품 판매업소,01_01_05_P,3290000,PHMH320263290024087500003,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,부산광역시 부산진구 당감동 491-16,"부산광역시 부산진구 백양대로136번길 41, 1층 104호 (당감동)",47176,씨유 부산당감점,2026-02-11 10:29:33,I,2026-02-13 00:20:38,,385237.647998474,186634.428032715,0.0,,씨유부산당감점_부산광역시부산진구당감동491-16
237,안전상비의약품 판매업소,01_01_05_P,4390000,PHMH320264390029087500004,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,충청북도 충주시 대소원면 만정리 105-14,"충청북도 충주시 대소원면 산정독정길 183-1, 1층",27471,지에스25 대소원빌리지점,2026-02-12 10:10:35,I,2026-02-14 00:20:02,,277468.396393063,384415.381752753,1.0,,지에스25대소원빌리지점_충청북도충주시대소원면만정리105-14
300,안전상비의약품 판매업소,01_01_05_P,3350000,PHMH320263350024087500002,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,부산광역시 금정구 서동 209-1 포산빌딩,"부산광역시 금정구 서동로 188, 포산빌딩 (서동)",46328,씨유서동역점,2026-02-13 10:49:20,I,2026-02-15 00:20:02,,391781.118721669,192580.290035008,0.0,,씨유서동역점_부산광역시금정구서동209-1포산빌딩
242,안전상비의약품 판매업소,01_01_05_P,3470000,PHMH320263470022087500003,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,대구광역시 달서구 본리동 369-4,"대구광역시 달서구 와룡로16길 37, 1층 (본리동)",42684,씨유 달서푸르지오점,2026-02-12 09:16:39,I,2026-02-14 00:20:02,,338996.771610528,261002.981146384,0.0,,씨유달서푸르지오점_대구광역시달서구본리동369-4
243,안전상비의약품 판매업소,01_01_05_P,3630000,PHMH320263630020087500004,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,광주광역시 광산구 신가동 1068,"광주광역시 광산구 수완로11번길 45, 1층 (신가동)",62308,지에스25 신가아름점,2026-02-11 18:10:54,I,2026-02-14 00:20:02,,184077.272522127,187452.515322149,0.0,,지에스25신가아름점_광주광역시광산구신가동1068
244,안전상비의약품 판매업소,01_01_05_P,3620000,PHMH320263620020087500007,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,광주광역시 북구 매곡동 42-5,"광주광역시 북구 매곡로 45, 1층 (매곡동)",61061,씨유 광주매곡점,2026-02-12 07:47:13,I,2026-02-14 00:20:02,,190283.135517837,187754.972571594,0.0,,씨유광주매곡점_광주광역시북구매곡동42-5
246,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320264840022087500002,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 중동 1881-13,"전라남도 광양시 항만9로 118, 1층 (중동)",57793,세븐일레븐 광양중마길호점,2026-02-12 17:44:50,I,2026-02-14 00:20:02,,263668.724796397,158782.172025181,120.99,,세븐일레븐광양중마길호점_전라남도광양시중동1881-13
248,안전상비의약품 판매업소,01_01_05_P,3490000,PHMH320263490019087500003,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 운서동 2796-1 골드프라자,"인천광역시 중구 신도시남로141번길 9, 골드프라자 106호 (운서동)",22371,세븐일레븐 영종골드점,2026-02-11 16:27:39,I,2026-02-14 00:20:02,,154744.372157184,443623.499254587,0.0,,세븐일레븐영종골드점_인천광역시중구운서동2796-1골드프라자
249,안전상비의약품 판매업소,01_01_05_P,3430000,PHMH320263430019087500001,2026-02-11,,1,영업/정상,13,영업중,,,,,,,41843,,대구광역시 서구 평리로35길 28-14 (중리동),41843,씨유 퀸스로드점,2026-02-11 17:32:02,I,2026-02-14 00:20:02,,339399.082720534,263557.856736833,47.0,,씨유퀸스로드점_
203,안전상비의약품 판매업소,01_01_05_P,4610000,PHMH320264610020087500001,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,충청남도 예산군 예산읍 산성리 813,충청남도 예산군 예산읍 역전로140번길 2,32429,씨유 예산산성서오점,2026-02-10 14:48:54,I,2026-02-12 00:20:02,,184764.404867831,354480.168468012,107.0,,씨유예산산성서오점_충청남도예산군예산읍산성리813
194,안전상비의약품 판매업소,01_01_05_P,4490000,PHMH320264490261087500005,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,충청남도 천안시 서북구 성성동 699,"충청남도 천안시 서북구 성성10길 57, 1층 101호 (성성동)",31079,씨유 천안성성초점,2026-02-10 08:51:52,I,2026-02-12 00:20:02,,212015.098862145,370953.242771621,0.0,,씨유천안성성초점_충청남도천안시서북구성성동699
196,안전상비의약품 판매업소,01_01_05_P,5050000,PHMH320265050041087500002,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,경상북도 경주시 현곡면 금장리 439,"경상북도 경주시 현곡면 안현로 43-3, 세정스위츠리버 2동 101,102호",38051,씨유 경주금장스위츠점,2026-02-10 13:28:05,I,2026-02-12 00:20:02,,398842.059378415,265613.091916339,40.16,,씨유경주금장스위츠점_경상북도경주시현곡면금장리439
197,안전상비의약품 판매업소,01_01_05_P,3560000,PHMH320263560021087500007,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,인천광역시 서구 불로동 1002-6 신검단중앙역 우미 린 클래스원,"인천광역시 서구 금정로 11, 상가동 121호 (불로동, 신검단중앙역 우미 린 클래스원)",22888,씨유 검단클래스원점,2026-02-10 11:07:24,I,2026-02-12 00:20:02,,,,0.0,,씨유검단클래스원점_인천광역시서구불로동1002-6신검단중앙역우미린클래스원
199,안전상비의약품 판매업소,01_01_05_P,3420000,PHMH320263420023087500004,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,대구광역시 동구 신암동 276-25 동대구빌딩,"대구광역시 동구 신암남로 115, 동대구빌딩 1층 (신암동)",41223,(주)코리아세븐 대구신암남로점,2026-02-10 17:59:44,I,2026-02-12 00:20:02,,346971.046144383,265744.422597882,1.0,,(주)코리아세븐대구신암남로점_대구광역시동구신암동276-25동대구빌딩
241,안전상비의약품 판매업소,01_01_05_P,3630000,PHMH320263630020087500003,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,광주광역시 광산구 월곡동 681-1 영천마을 주공아파트,"광주광역시 광산구 풍영로 63, 1층 104,105호 (월곡동, 영천마을 주공아파트)",62328,지에스(GS)25 운남9단지점,2026-02-11 09:18:45,I,2026-02-14 00:20:02,,182585.621410721,186522.751620082,70.82,,지에스(GS)25운남9단지점_광주광역시광산구월곡동681-1영천마을주공아파트
201,안전상비의약품 판매업소,01_01_05_P,3670000,PHMH320263670022087500003,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,대전광역시 유성구 봉산동 226-1,"대전광역시 유성구 봉산로16번길 27, 지상1층 (봉산동)",34007,(주)코리아세븐 대전봉산원룸점,2026-02-10 15:50:45,I,2026-02-12 00:20:02,,234787.177223923,326185.929830264,0.0,,(주)코리아세븐대전봉산원룸점_대전광역시유성구봉산동226-1
220,안전상비의약품 판매업소,01_01_05_P,3480000,PHMH320263480012087500003,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,,"대구광역시 달성군 다사읍 세천북로 37, 1층",42922,씨유 다사세천점,2026-02-11 09:16:24,I,2026-02-13 00:20:38,,,,73.32,,씨유다사세천점_
222,안전상비의약품 판매업소,01_01_05_P,4191000,PHMH320264191050087500005,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 원주시 단구동 1686-9,"강원특별자치도 원주시 오성마을길 2, 1층 (단구동)",26400,씨유 원주단구본점,2026-02-11 10:06:23,I,2026-02-13 00:20:38,,284473.347928924,424467.331851955,66.0,,씨유원주단구본점_강원특별자치도원주시단구동1686-9
223,안전상비의약품 판매업소,01_01_05_P,3230000,PHMH320263230034087500006,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,서울특별시 송파구 가락동 129-19,"서울특별시 송파구 동남로13길 42, 1층 (가락동)",5828,지에스25가락새말점,2026-02-11 10:40:11,I,2026-02-13 00:20:38,,211026.366235968,443587.843023384,93.39,,지에스25가락새말점_서울특별시송파구가락동129-19
200,안전상비의약품 판매업소,01_01_05_P,3360000,PHMH320263360024087500001,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,부산광역시 강서구 명지동 3357-5,"부산광역시 강서구 명지국제8로 241, 1층 102호 (명지동)",46773,지에스(GS)25 명지국제센터점,2026-02-10 20:20:04,I,2026-02-12 00:20:02,,374929.582964577,179394.801851889,50.0,,지에스(GS)25명지국제센터점_부산광역시강서구명지동3357-5
198,안전상비의약품 판매업소,01_01_05_P,4641000,PHMH320264641050087500001,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 효자동2가 310,"전북특별자치도 전주시 완산구 효천서로 19, 1층 101~105호 (효자동2가)",55079,지에스25전주효천프레시점,2026-02-10 08:46:09,I,2026-02-12 00:20:02,,,,0.0,,지에스25전주효천프레시점_전북특별자치도전주시완산구효자동2가310
227,안전상비의약품 판매업소,01_01_05_P,3460000,PHMH320263460023087500003,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,대구광역시 수성구 시지동 508-8,대구광역시 수성구 노변공원로 15 (시지동),42256,(주)코리아세븐 대구노변공원점,2026-02-11 11:27:43,U,2026-02-13 02:40:00,,353437.626451452,261445.304014812,76.0,,(주)코리아세븐대구노변공원점_대구광역시수성구시지동508-8
173,안전상비의약품 판매업소,01_01_05_P,3380000,PHMH320263380023087500002,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,부산광역시 수영구 광안동 185-25,"부산광역시 수영구 광남로83번길 22, 1층 (광안동)",48302,지에스25 광안보라점,2026-02-09 13:46:59,I,2026-02-11 00:20:41,,392493.748071867,185497.431565658,0.0,,지에스25광안보라점_부산광역시수영구광안동185-25
172,안전상비의약품 판매업소,01_01_05_P,3450000,PHMH320263450022087500002,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,대구광역시 북구 산격동 434-19,대구광역시 북구 동북로37길 54-1 (산격동),41517,씨유 산격대우점,2026-02-09 14:16:00,I,2026-02-11 00:20:41,,345374.345244653,268052.149207547,0.0,,씨유산격대우점_대구광역시북구산격동434-19
153,안전상비의약품 판매업소,01_01_05_P,3150000,PHMH320263150037087500006,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 등촌동 639-23,"서울특별시 강서구 공항대로45길 63, 108호 (등촌동)",7567,지에스25 나눔등촌CGV점,2026-02-06 13:58:56,I,2026-02-08 00:20:01,,187210.917773717,450631.435497518,0.0,,지에스25나눔등촌CGV점_서울특별시강서구등촌동639-23
150,안전상비의약품 판매업소,01_01_05_P,3150000,PHMH320263150037087500005,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 염창동 241-31,"서울특별시 강서구 양천로 607, 1층 (염창동)",7546,씨유 염창대로점,2026-02-06 10:28:36,I,2026-02-08 00:20:01,,188068.860819531,450350.323929261,0.0,,씨유염창대로점_서울특별시강서구염창동241-31
152,안전상비의약품 판매업소,01_01_05_P,3150000,PHMH320263150037087500008,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 화곡동 1006-7,"서울특별시 강서구 강서로45가길 11, 1층 코너호 (화곡동)",7705,지에스25 화곡송화점,2026-02-06 17:29:48,I,2026-02-08 00:20:01,,185407.263377808,449473.127942,0.0,,지에스25화곡송화점_서울특별시강서구화곡동1006-7
151,안전상비의약품 판매업소,01_01_05_P,3150000,PHMH320263150037087500007,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 화곡동 398-4,"서울특별시 강서구 강서로18라길 23, 1층 (화곡동)",7752,지에스25 화곡타운점,2026-02-06 17:25:36,I,2026-02-08 00:20:01,,186487.623007178,448142.571375362,0.0,,지에스25화곡타운점_서울특별시강서구화곡동398-4
157,안전상비의약품 판매업소,01_01_05_P,3230000,PHMH320263230034087500005,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,서울특별시 송파구 석촌동 246-28,"서울특별시 송파구 백제고분로 332, 1층 (석촌동)",5683,지에스25석촌플러스점,2026-02-06 15:19:12,I,2026-02-08 00:20:01,,209066.717884339,444593.402260506,131.0,,지에스25석촌플러스점_서울특별시송파구석촌동246-28
149,안전상비의약품 판매업소,01_01_05_P,3070000,PHMH320263070034087500004,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성북구 하월곡동 222 월곡두산위브아파트,"서울특별시 성북구 오패산로 46, 부상가동 1층 101호, 102호 (하월곡동, 월곡두산위브아파트)",2750,씨유 월곡본점,2026-02-06 13:43:14,I,2026-02-08 00:20:01,,203318.127254872,456078.982123486,0.0,,씨유월곡본점_서울특별시성북구하월곡동222월곡두산위브아파트
148,안전상비의약품 판매업소,01_01_05_P,4490000,PHMH320264490260087500003,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,충청남도 천안시 동남구 신방동 980,"충청남도 천안시 동남구 통정2길 6-26, 1층 (신방동)",31204,씨유 천안신방그랜드점,2026-02-06 13:19:09,I,2026-02-08 00:20:01,,211742.613081923,364101.416481248,147.0,,씨유천안신방그랜드점_충청남도천안시동남구신방동980
147,안전상비의약품 판매업소,01_01_05_P,4030000,PHMH320264030022087500001,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,경기도 의왕시 포일동 519-2 대일빌딩,"경기도 의왕시 흥안대로456번길 122, 대일빌딩 A-101호 (포일동)",16018,세븐일레븐 의왕포일점,2026-02-06 16:39:27,I,2026-02-08 00:20:01,,198306.106219219,432221.821814122,2.0,,세븐일레븐의왕포일점_경기도의왕시포일동519-2대일빌딩
