번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),지정일자,민원종류명,Unnamed: 30,record_key
290,담배소매업,11_43_02_P,4691000,2026469107605600005,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,전북특별자치도 정읍시 상동 310-8,"전북특별자치도 정읍시 중앙로 286, 1층 (상동)",56190,세븐일레븐 정읍미소중앙점,2026-03-05 17:18:56,I,2026-03-07 00:20:02,,187922.33485316,228876.178842675,20260305,제7조의3제2항에따른경우,,세븐일레븐정읍미소중앙점_전북특별자치도정읍시상동310-8
280,담배소매업,11_43_02_P,4070000,2026407026505600010,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,경기도 이천시 중리동 498 이천중리 우미린 트리쉐이드 1동 B114호(중리동),"경기도 이천시 신중리로 61, 1동 B1층 114호 (중리동, 이천중리 우미린 트리쉐이드)",17380,쉐이드행복마트,2026-03-05 15:11:50,I,2026-03-07 00:20:02,,,,20260305,제7조의3제2항에따른경우,,쉐이드행복마트_경기도이천시중리동498이천중리우미린트리쉐이드1동B114호(중리동)
291,담배소매업,11_43_02_P,5050000,2026505038005600011,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,경상북도 경주시 천북면 동산리 777-3,경상북도 경주시 천북면 천북로 324,38035,탑식자재마트,2026-03-05 15:51:29,I,2026-03-07 00:20:02,,404450.193867868,268692.605246475,20260305,제7조의3제2항에따른경우,,탑식자재마트_경상북도경주시천북면동산리777-3
292,담배소매업,11_43_02_P,4010000,2026401031705600009,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,경기도 시흥시 정왕동 2186-6,"경기도 시흥시 경기과기대로 27, 1층 (정왕동)",15116,이마트24 명전시화점(구내매점연합),2026-03-05 20:59:48,I,2026-03-07 00:20:02,,175075.603666866,424343.296603828,20260305,제7조의3제3항에따른경우,,이마트24명전시화점(구내매점연합)_경기도시흥시정왕동2186-6
293,담배소매업,11_43_02_P,3900000,2026390037305600006,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,경기도 광명시 광명동 88-14 광명센트럴아이파크,"경기도 광명시 광이로 49, 상가동 107호 (광명동, 광명센트럴아이파크)",14211,107마트,2026-03-05 18:01:13,I,2026-03-07 00:20:02,,187375.3366065,442329.36711297,20260305,제7조의3제2항에따른경우,,107마트_경기도광명시광명동88-14광명센트럴아이파크
295,담배소매업,11_43_02_P,3640000,2026364018105600008,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,대전광역시 동구 인동 18-1 동구인동 참좋은 아파트,"대전광역시 동구 대전로 706 (인동, 동구인동 참좋은 아파트)",34632,이마트24 대전인동참좋은점,2026-03-05 14:47:34,I,2026-03-07 00:20:02,,239203.985260804,313709.705642227,20260305,제7조의3제2항에따른경우,,이마트24대전인동참좋은점_대전광역시동구인동18-1동구인동참좋은아파트
296,담배소매업,11_43_02_P,3640000,2026364018105600009,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,대전광역시 동구 낭월동 602,대전광역시 동구 산내로1287번길 6 (낭월동),34705,씨유(CU) 대전낭월석천들점,2026-03-05 15:01:08,I,2026-03-07 00:20:02,,242025.159280473,308754.385842402,20260305,제7조의3제3항에따른경우,,씨유(CU)대전낭월석천들점_대전광역시동구낭월동602
281,담배소매업,11_43_02_P,4090000,2026409051605600009,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,경기도 김포시 풍무동 561-2,"경기도 김포시 유현로33번길 36-14, 1층 (풍무동)",10120,세븐일레븐 김포유현마을점,2026-03-05 17:44:12,I,2026-03-07 00:20:02,,175768.234633471,455127.121910223,20260305,제7조의3제2항에따른경우,,세븐일레븐김포유현마을점_경기도김포시풍무동561-2
279,담배소매업,11_43_02_P,4490000,2026566002905600023,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,충청남도 천안시 서북구 두정동 550 1층 101호 (하늘땅바다빌딩),"충청남도 천안시 서북구 오성9길 10, 하늘땅바다빌딩 1층 101호 (두정동)",31090,씨유 천안두정굿모닝점,2026-03-05 17:43:57,I,2026-03-07 00:20:02,,211373.956013087,370213.724225327,20260305,제7조의3제2항에따른경우,,씨유천안두정굿모닝점_충청남도천안시서북구두정동5501층101호(하늘땅바다빌딩)
299,담배소매업,11_43_02_P,3130000,2026313027805600008,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,서울특별시 마포구 서교동 331-8,"서울특별시 마포구 와우산로29바길 18, 지하1층 (서교동)",04053,지에스25 홍대서교,2026-03-05 13:16:25,I,2026-03-07 00:20:02,,193375.878919963,450384.226844795,20260305,제7조의3제2항에따른경우,,지에스25홍대서교_서울특별시마포구서교동331-8
278,담배소매업,11_43_02_P,4490000,2026566002905600022,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,"충청남도 천안시 서북구 직산읍 삼은리 584 1층 102호,103호(직산 한양수자인 아이림아파트)","충청남도 천안시 서북구 직산읍 천안밸리로 22-11, 1층 102호,103호 (직산 한양수자인 아이림아파트)",31037,지에스25(GS25)직산수자인점,2026-03-05 15:18:43,I,2026-03-07 00:20:02,,213133.843517587,375641.774857437,20260305,제7조의3제2항에따른경우,,"지에스25(GS25)직산수자인점_충청남도천안시서북구직산읍삼은리5841층102호,103호(직산한양수자인아이림아파트)"
277,담배소매업,11_43_02_P,3600000,2026360023705600012,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,광주광역시 서구 쌍촌동 548-15,"광주광역시 서구 운천로154번길 32, 1층 (쌍촌동)",61991,씨유 쌍촌명지점,2026-03-05 10:09:38,I,2026-03-07 00:20:02,,187214.188888469,183040.924611167,20260305,제7조의3제2항에따른경우,,씨유쌍촌명지점_광주광역시서구쌍촌동548-15
276,담배소매업,11_43_02_P,4090000,2026409051605600010,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,경기도 김포시 운양동 1301-1 한강신도시 롯데캐슬,"경기도 김포시 김포한강11로 275, 1층 101,102호 (운양동, 한강신도시 롯데캐슬)",10073,지에스25 운양하나캐슬점,2026-03-05 17:48:51,I,2026-03-07 00:20:02,,171602.21315515,461550.814919359,20260305,제7조의3제2항에따른경우,,지에스25운양하나캐슬점_경기도김포시운양동1301-1한강신도시롯데캐슬
273,담배소매업,11_43_02_P,3740000,2026377004105600007,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,경기도 수원시 팔달구 매산로1가 37-14,"경기도 수원시 팔달구 향교로 17, 1층 (매산로1가)",16455,전담스팟수원점,2026-03-05 14:55:29,I,2026-03-07 00:20:02,,200191.145909994,418472.642242132,20260305,제7조의3제2항에따른경우,,전담스팟수원점_경기도수원시팔달구매산로1가37-14
272,담배소매업,11_43_02_P,4550000,2026455012805600002,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,충청남도 금산군 남일면 신천리 76-5,"충청남도 금산군 남일면 십이폭포로 491, 1층",32758,씨유금산용수목점,2026-03-05 13:41:18,I,2026-03-07 00:20:02,,245066.842010804,281243.319525495,20260305,제7조의3제2항에따른경우,,씨유금산용수목점_충청남도금산군남일면신천리76-5
271,담배소매업,11_43_02_P,3390000,2026339010905600010,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,부산광역시 사상구 괘법동 산 1-23 신라대학교,"부산광역시 사상구 백양대로700번길 140, 신라대학교 종합강의동 1층 111호 및 112호 (괘법동)",46958,씨유 부산신라대점,2026-03-05 17:40:07,I,2026-03-07 00:20:02,,381685.73935161,187417.647949249,20260305,제7조의3제2항에따른경우,,씨유부산신라대점_부산광역시사상구괘법동산1-23신라대학교
270,담배소매업,11_43_02_P,3730000,2026373016205600004,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,울산광역시 울주군 온산읍 덕신리 440-10,"울산광역시 울주군 온산읍 신온9길 44, 1층",45006,씨유 울산덕신블루점,2026-03-05 11:22:46,I,2026-03-07 00:20:02,,409867.221009714,216714.50997988,20260305,제7조의3제2항에따른경우,,씨유울산덕신블루점_울산광역시울주군온산읍덕신리440-10
269,담배소매업,11_43_02_P,5530000,2026574000705600006,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,경기도 화성시 만세구 우정읍 주곡리 산 152-3,"경기도 화성시 만세구 우정읍 버들로 741, 1호",18559,화수상회,2026-03-05 15:27:38,I,2026-03-07 00:20:02,,182332.945092095,400937.763650852,20260305,제7조의3제2항에따른경우,,화수상회_경기도화성시만세구우정읍주곡리산152-3
268,담배소매업,11_43_02_P,3510500,2026351057905600011,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,인천광역시 미추홀구 용현동 665-8 인하대역 헤리움 메트로 타워,"인천광역시 미추홀구 용정공원로83번길 49, 143호 (용현동)",22188,스모커스 전자담배24 인하대역점,2026-03-05 17:50:25,I,2026-03-07 00:20:02,,168827.925405046,438441.946560006,20260305,제7조의3제2항에따른경우,,스모커스전자담배24인하대역점_인천광역시미추홀구용현동665-8인하대역헤리움메트로타워
267,담배소매업,11_43_02_P,3900000,2026390037305600007,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,경기도 광명시 광명동 88-14 광명센트럴아이파크,"경기도 광명시 광이로 49, 상가동 148호 (광명동, 광명센트럴아이파크)",14211,148마트,2026-03-05 18:02:52,I,2026-03-07 00:20:02,,187375.3366065,442329.36711297,20260305,제7조의3제2항에따른경우,,148마트_경기도광명시광명동88-14광명센트럴아이파크
265,담배소매업,11_43_02_P,3780000,2026379003405600005,2026-03-05,,1,영업/정상,0,정상영업,,,,,031-756-1997,,,경기도 성남시 수정구 태평동 3307-73 광성맨션 102호,"경기도 성남시 수정구 남문로 96-1, 102호 (태평동, 광성맨션)",13289,효성할인마트,2026-03-05 09:59:01,I,2026-03-07 00:20:02,,212089.805101109,438312.862684483,20260305,제7조의3제2항에따른경우,,효성할인마트_경기도성남시수정구태평동3307-73광성맨션102호
263,담배소매업,11_43_02_P,4460000,2026446013805600004,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,충청북도 괴산군 칠성면 율원리 산 2-30 상가동,"충청북도 괴산군 칠성면 자연드림길 229, 상가동 A동 1층 101호",28019,주식회사 자연드림,2026-03-05 17:57:48,I,2026-03-07 00:20:02,,276916.409488664,363067.362903906,20260305,제7조의3제2항에따른경우,,주식회사자연드림_충청북도괴산군칠성면율원리산2-30상가동
262,담배소매업,11_43_02_P,4880000,2026488017305600002,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,전라남도 고흥군 도양읍 봉암리 2783-3,전라남도 고흥군 도양읍 비봉로 154,59557,세븐일레븐 고흥녹동항점,2026-03-05 17:10:34,I,2026-03-07 00:20:02,,212308.689238431,114390.951967708,20260305,제7조의3제2항에따른경우,,세븐일레븐고흥녹동항점_전라남도고흥군도양읍봉암리2783-3
297,담배소매업,11_43_02_P,3160000,2026316015905600004,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,서울특별시 구로구 구로동 187-10 코오롱싸이언스밸리1차,"서울특별시 구로구 디지털로34길 43, 코오롱싸이언스밸리1차 102호 (구로동)",08378,(주)유니고,2026-03-05 10:19:32,I,2026-03-07 00:20:02,,190980.657371441,442547.689997913,20260305,제7조의3제3항에따른경우,,(주)유니고_서울특별시구로구구로동187-10코오롱싸이언스밸리1차
294,담배소매업,11_43_02_P,5540000,2026554035805600007,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,경기도 광주시 문형동 476-12,"경기도 광주시 오포로 458, 1층 일부호 (문형동)",12774,씨유(CU) 광주오포문형점,2026-03-05 13:18:44,I,2026-03-07 00:20:02,,,,20260305,제7조의3제2항에따른경우,,씨유(CU)광주오포문형점_경기도광주시문형동476-12
300,담배소매업,11_43_02_P,3430000,2026343012705600005,2026-03-05,,1,영업/정상,0,정상영업,,,,,,,,대구광역시 서구 평리동 595-31,"대구광역시 서구 북비산로 129, 1층 101,102호 (평리동)",41748,헐타라이프마켓,2026-03-05 15:54:28,I,2026-03-07 00:20:02,,339663.095492622,265418.903167336,20260305,제7조의3제2항에따른경우,,헐타라이프마켓_대구광역시서구평리동595-31
170,담배소매업,11_43_02_P,5530000,2026577000705600003,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,경기도 화성시 동탄구 신동 822,"경기도 화성시 동탄구 동탄신리천로8길 46, 2동 B115호 (신동)",18494,금강마트,2026-03-04 14:19:22,I,2026-03-06 00:20:02,,,,20260304,제7조의3제2항에따른경우,,금강마트_경기도화성시동탄구신동822
175,담배소매업,11_43_02_P,4510000,2026451023105600006,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,충청남도 보령시 주포면 관산리 290-1 아주자동차대학교,"충청남도 보령시 주포면 대학길 106, 아주자동차대학교 1층",33415,씨유 아주자동차대학교점,2026-03-04 17:14:11,I,2026-03-06 00:20:02,,162115.203708126,322558.191060895,20260304,제7조의3제2항에따른경우,,씨유아주자동차대학교점_충청남도보령시주포면관산리290-1아주자동차대학교
149,담배소매업,11_43_02_P,5050000,2026505038005600010,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,경상북도 경주시 북군동 5-4,경상북도 경주시 보문로 182-14 (북군동),38116,보문스포츠,2026-03-04 17:44:51,I,2026-03-06 00:20:02,,405290.52706112,264702.326138957,20260304,제7조의3제2항에따른경우,,보문스포츠_경상북도경주시북군동5-4
148,담배소매업,11_43_02_P,5050000,2026505038005600009,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,경상북도 경주시 감포읍 감포리 48-5,경상북도 경주시 감포읍 감포항구길 35-1,38125,씨유 감포항구길점,2026-03-04 17:43:10,I,2026-03-06 00:20:02,,426171.051360327,259262.857521582,20260304,제7조의3제2항에따른경우,,씨유감포항구길점_경상북도경주시감포읍감포리48-5
146,담배소매업,11_43_02_P,3740000,2026376003405600013,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,경기도 수원시 권선구 서둔동 103-25,"경기도 수원시 권선구 서둔로 166, 1층 103호 (서둔동)",16614,GS25경기상상캠퍼스,2026-03-04 17:22:43,I,2026-03-06 00:20:02,,198433.382808236,418290.602367977,20260304,제7조의3제2항에따른경우,,GS25경기상상캠퍼스_경기도수원시권선구서둔동103-25
145,담배소매업,11_43_02_P,3740000,2026376003405600012,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,경기도 수원시 권선구 오목천동 498-5,"경기도 수원시 권선구 삼천병마로 1592-3, 1층 일부호 (오목천동)",16635,지에스(GS)25 권선오목천점,2026-03-04 17:21:07,I,2026-03-06 00:20:02,,196723.483624864,415848.737637925,20260304,제7조의3제2항에따른경우,,지에스(GS)25권선오목천점_경기도수원시권선구오목천동498-5
144,담배소매업,11_43_02_P,4191000,2026419110105600004,2026-03-04,,1,영업/정상,0,정상영업,,,,,1577-0711,,,강원특별자치도 원주시 관설동 1713-2 청솔8차아파트,"강원특별자치도 원주시 나비허리길 190, 청솔8차아파트 상가동 104호 (관설동)",26473,코리아세븐 원주청솔8차점,2026-03-04 16:50:07,I,2026-03-06 00:20:02,,285585.793888962,424297.389932818,20260304,제7조의3제2항에따른경우,,코리아세븐원주청솔8차점_강원특별자치도원주시관설동1713-2청솔8차아파트
143,담배소매업,11_43_02_P,4400000,2026440029705600005,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,충청북도 제천시 왕암동 851,충청북도 제천시 소새로 16 (왕암동),27159,공단식자재,2026-03-04 13:37:48,I,2026-03-06 00:20:02,,303845.741586709,406376.441012424,20260304,제7조의3제2항에따른경우,,공단식자재_충청북도제천시왕암동851
142,담배소매업,11_43_02_P,5670000,2026567057205600003,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,경상남도 창원시 마산회원구 합성동 265-1,"경상남도 창원시 마산회원구 합성남3길 38, 1층 (합성동)",51357,지에스(GS)25 합성로점,2026-03-04 16:52:30,I,2026-03-06 00:20:02,,344248.136046937,194418.13331747,20260304,제7조의3제2항에따른경우,,지에스(GS)25합성로점_경상남도창원시마산회원구합성동265-1
176,담배소매업,11_43_02_P,5130000,2026513018005600012,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,경상북도 경산시 조영동 577-24 쉼터원룸,"경상북도 경산시 대학로59길 30-1, 쉼터원룸 (조영동)",38530,지에스(GS)25 영대빌리지점,2026-03-04 16:14:28,I,2026-03-06 00:20:02,,358234.840503775,261339.671565046,20260304,제7조의3제2항에따른경우,,지에스(GS)25영대빌리지점_경상북도경산시조영동577-24쉼터원룸
140,담배소매업,11_43_02_P,3510500,2026351057905600010,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,인천광역시 미추홀구 도화동 458-11,"인천광역시 미추홀구 제일로 30, 1층 (도화동)",22153,베이프원(VAPEONE),2026-03-04 11:01:37,I,2026-03-06 00:20:02,,171041.292829706,439663.029030073,20260304,제7조의3제2항에따른경우,,베이프원(VAPEONE)_인천광역시미추홀구도화동458-11
177,담배소매업,11_43_02_P,3820000,2026382031405600003,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,경기도 의정부시 고산동 903 고산리슈빌포레,"경기도 의정부시 훈민로 13, 상가2동 1~4호 (고산동, 고산리슈빌포레)",11817,씨유 의정고산점,2026-03-04 13:56:54,I,2026-03-06 00:20:02,,210144.124769044,470904.54074559,20260304,제7조의3제2항에따른경우,,씨유의정고산점_경기도의정부시고산동903고산리슈빌포레
139,담배소매업,11_43_02_P,3510500,2026351057905600009,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,인천광역시 미추홀구 용현동 577-60,"인천광역시 미추홀구 낙섬중로 72, 102호 (용현동)",22187,피우다,2026-03-04 10:48:25,I,2026-03-06 00:20:02,,168038.509602941,439161.516130884,20260304,제7조의3제2항에따른경우,,피우다_인천광역시미추홀구용현동577-60
138,담배소매업,11_43_02_P,3010000,2026301024405600011,2026-03-04,,1,영업/정상,0,정상영업,,,,,02-2174-2669,,,서울특별시 용산구 서계동 53,서울특별시 용산구 청파로 363 (서계동),04303,푸디스트 주식회사,2026-03-04 18:15:08,I,2026-03-06 00:20:02,,197195.627802108,449965.42368773,20260304,제7조의3제3항에따른경우,,푸디스트주식회사_서울특별시용산구서계동53
137,담배소매업,11_43_02_P,4691000,2026469107605600004,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,전북특별자치도 정읍시 수성동 918-2,"전북특별자치도 정읍시 수성3로 8, 103,104호 (수성동)",56175,정읍슈퍼,2026-03-04 15:34:43,I,2026-03-06 00:20:02,,186763.522040778,231664.604012931,20260304,제7조의3제2항에따른경우,,정읍슈퍼_전북특별자치도정읍시수성동918-2
178,담배소매업,11_43_02_P,3820000,2026382031405600004,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,경기도 의정부시 신곡동 772-1 명경지수,"경기도 의정부시 부용로 185, 명경지수 1층 105호 (신곡동)",11771,세븐일레븐 의정부신곡효자점,2026-03-04 14:00:08,I,2026-03-06 00:20:02,,206791.184673029,472121.081986783,20260304,제7조의3제2항에따른경우,,세븐일레븐의정부신곡효자점_경기도의정부시신곡동772-1명경지수
179,담배소매업,11_43_02_P,5230000,2026523012805600003,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,경상북도 예천군 예천읍 동본리 537-1,"경상북도 예천군 예천읍 시장로 106, 1층",36820,씨유 예천중앙점,2026-03-04 14:16:54,I,2026-03-06 00:20:02,,330084.588775556,351553.316773768,20260304,제7조의3제2항에따른경우,,씨유예천중앙점_경상북도예천군예천읍동본리537-1
181,담배소매업,11_43_02_P,4681000,2026468110505600008,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,전북특별자치도 익산시 남중동 363-3,전북특별자치도 익산시 익산대로52길 37 (남중동),54619,세븐일레븐 익산남중점,2026-03-04 10:39:44,I,2026-03-06 00:20:02,,195954.219691823,272316.749995854,20260304,제7조의3제2항에따른경우,,세븐일레븐익산남중점_전북특별자치도익산시남중동363-3
182,담배소매업,11_43_02_P,3910000,2026391003505600010,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,경기도 평택시 이충동 665-3 대영프라자 102호,"경기도 평택시 이충로35번길 28, 대영프라자 1층 102호 (이충동)",17735,세븐일레븐 평택이충폭포점,2026-03-04 13:27:46,I,2026-03-06 00:20:02,,205796.737101914,395284.904266633,20260304,제7조의3제2항에따른경우,,세븐일레븐평택이충폭포점_경기도평택시이충동665-3대영프라자102호
183,담배소매업,11_43_02_P,3910000,2026391003505600011,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,"경기도 평택시 고덕동 2724-1 평택 고덕국제신도시 디에트르 리비에르 상가동 103, 104호","경기도 평택시 고덕국제6로 16, 상가동 103,104호 (고덕동, 평택 고덕국제신도시 디에트르 리비에르)",18024,이마트24 R고덕디에트르점,2026-03-04 13:28:28,I,2026-03-06 00:20:02,,,,20260304,제7조의3제2항에따른경우,,"이마트24R고덕디에트르점_경기도평택시고덕동2724-1평택고덕국제신도시디에트르리비에르상가동103,104호"
174,담배소매업,11_43_02_P,4641000,2026466100605600008,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,"전북특별자치도 전주시 덕진구 장동 1088-3 , 1층 전체","전북특별자치도 전주시 덕진구 기지로 93-6, 1층 전체 (장동)",54866,유한회사 에이치에스더블유(혁신효마켓),2026-03-04 13:24:21,I,2026-03-06 00:20:02,,205564.041001825,259876.942154566,20260304,제7조의3제2항에따른경우,,"유한회사에이치에스더블유(혁신효마켓)_전북특별자치도전주시덕진구장동1088-3,1층전체"
150,담배소매업,11_43_02_P,4070000,2026407026505600009,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,경기도 이천시 부발읍 무촌리 131-2 1층,"경기도 이천시 부발읍 부발중앙로 39, 1층",17324,지에스25 이천효양점,2026-03-04 17:17:49,I,2026-03-06 00:20:02,,243205.870420997,419864.584757832,20260304,제7조의3제2항에따른경우,,지에스25이천효양점_경기도이천시부발읍무촌리131-21층
151,담배소매업,11_43_02_P,3680000,2026368022205600010,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,대전광역시 대덕구 오정동 223-80 102호,"대전광역시 대덕구 한남로17번길 20, 102호 (오정동)",34431,쏭팩토리,2026-03-04 16:51:39,I,2026-03-06 00:20:02,,238137.392493623,316701.818576084,20260304,제7조의3제2항에따른경우,,쏭팩토리_대전광역시대덕구오정동223-80102호
161,담배소매업,11_43_02_P,4540000,2026454031005600002,2026-03-04,,1,영업/정상,0,정상영업,,,,,,,,충청남도 논산시 내동 848,"충청남도 논산시 시민로194번길 12-1, 1층 (내동)",32989,씨유 논산내동점,2026-03-04 18:01:24,I,2026-03-06 00:20:02,,208896.450067358,298267.066489017,20260304,제7조의3제2항에따른경우,,씨유논산내동점_충청남도논산시내동848
