번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),수리대상 의료기기의 유형,다른 겸업 여부,총규모,영업규모,Unnamed: 32,record_key
1142,의료기기판매(임대)업,01_02_03_P,3110000,PHMG120263110032047000007,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,서울특별시 은평구 갈현동 *** 우남아파트,"서울특별시 은평구 서오릉로 ***, ***동 ***호 (갈현동, 우남아파트)",03327,한영상사,2026-02-13 17:00:03,I,2026-02-15 00:20:02,,191699.027924905,457293.815695899,,,,,,한영상사_서울특별시은평구갈현동***우남아파트
1184,의료기기판매(임대)업,01_02_03_P,4050000,PHMG120214050149047000112,2026-02-13,,3,폐업,3,폐업,2026-02-13,,,,,,,경기도 용인시 수지구 성복동 *** 성복역 롯데캐슬 클라시엘,"경기도 용인시 수지구 성복*로 **, ***동 ***호 (성복동, 성복역 롯데캐슬 클라시엘)",16856,은유,2026-02-13 17:27:14,U,2026-02-15 02:40:00,,206347.347768854,423406.348498867,,,,,,은유_경기도용인시수지구성복동***성복역롯데캐슬클라시엘
1147,의료기기판매(임대)업,01_02_03_P,3560000,PHMG120263560021047000022,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,인천광역시 서구 청라동 ***-* 반안프라자,"인천광역시 서구 중봉대로***번길 **-*, 반안프라자 *** 일부호 (청라동)",22736,핏인뷰티 눈썹&속눈썹,2026-02-13 13:32:12,I,2026-02-15 00:20:02,,169061.59,447961.405,,,,,,핏인뷰티눈썹&속눈썹_인천광역시서구청라동***-*반안프라자
1114,의료기기판매(임대)업,01_02_03_P,4050000,PHMG120264050148047000011,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 기흥구 상하동 *** 수원동마을 쌍용아파트,"경기도 용인시 기흥구 중부대로***번길 **, ***동 ***호 (상하동, 수원동마을 쌍용아파트)",17077,디구스토어,2026-02-13 13:40:14,I,2026-02-15 00:20:02,,212249.461298354,417253.470041653,,,,,,디구스토어_경기도용인시기흥구상하동***수원동마을쌍용아파트
1010,의료기기판매(임대)업,01_02_03_P,5530000,PHMG120265530661047000009,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 동탄구 능동 ****-* 에이치오엔빌딩,"경기도 화성시 동탄구 동탄하나*길 **-*, 에이치오엔빌딩 ***호 (능동)",18423,블루혼,2026-02-12 11:53:38,I,2026-02-14 00:20:02,,205229.493557775,412916.048469238,,,15.39,,,블루혼_경기도화성시동탄구능동****-*에이치오엔빌딩
1017,의료기기판매(임대)업,01_02_03_P,5350000,PHMG120265350351047000009,2026-02-12,,1,영업/정상,13,영업중,,,,,055-338-5797,,,경상남도 김해시 서상동 ***-*,"경상남도 김해시 분성로 ***, *층 일부호 (서상동)",50916,제이에이치바이오테크놀러지(주),2026-02-12 14:02:01,I,2026-02-14 00:20:02,,370863.142536726,194273.238423149,,,15.0,,,제이에이치바이오테크놀러지(주)_경상남도김해시서상동***-*
1009,의료기기판매(임대)업,01_02_03_P,5530000,PHMG120265530661047000008,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 동탄구 영천동 ***-*,"경기도 화성시 동탄구 동탄기흥로 ***, ***호 (영천동)",18469,코스모물산,2026-02-12 11:42:46,I,2026-02-14 00:20:02,,208126.886571062,412132.07816691,,,53.55,,,코스모물산_경기도화성시동탄구영천동***-*
1024,의료기기판매(임대)업,01_02_03_P,4711000,PHMG120264711034047000003,2026-02-12,,1,영업/정상,13,영업중,,,,,1566-0853,,54325,,전북특별자치도 김제시 백산면 지평선산단*길 ***-**,54325,(주)사티스코리아,2026-02-12 17:37:32,I,2026-02-14 00:20:02,,189504.148546316,261198.212108877,,,110.0,,,(주)사티스코리아_
1016,의료기기판매(임대)업,01_02_03_P,3350000,PHMG120263350024047000009,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,부산광역시 금정구 부곡동 ***-*,"부산광역시 금정구 동현로 **, *층 (부곡동)",46305,썬메디케어,2026-02-12 16:36:16,I,2026-02-14 00:20:02,,390648.197909111,193483.094473593,,,35.63,,,썬메디케어_부산광역시금정구부곡동***-*
1032,의료기기판매(임대)업,01_02_03_P,3170000,PHMG120263170035047000013,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,서울특별시 금천구 가산동 ***-** 가산 SK V* center,"서울특별시 금천구 가산디지털*로 ***, 가산 SK V* center ***-***호 (가산동)",08503,주식회사 태봉코리아,2026-02-12 16:21:22,I,2026-02-14 00:20:02,,189378.332493727,442066.99866487,,,,,,주식회사태봉코리아_서울특별시금천구가산동***-**가산SKV*center
1011,의료기기판매(임대)업,01_02_03_P,3510500,PHMG120263510513047000014,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,인천광역시 미추홀구 용현동 **-**,"인천광역시 미추홀구 인하로 ***-*, *층 (용현동)",22210,세인트헬스케어,2026-02-12 13:03:27,I,2026-02-14 00:20:02,,170255.024922546,438583.938723319,,,19.11,,,세인트헬스케어_인천광역시미추홀구용현동**-**
1035,의료기기판매(임대)업,01_02_03_P,3860000,PHMG120263860577047000004,2026-02-12,,1,영업/정상,13,영업중,,,,,02-2051-8833,,,경기도 부천시 소사구 심곡본동 ***,"경기도 부천시 소사구 경인로 ***, *층 ***호 (심곡본동)",14752,토탈스위스코리아,2026-02-12 11:33:10,I,2026-02-14 00:20:02,,180899.51667422,442290.531964887,,,556.93,,,토탈스위스코리아_경기도부천시소사구심곡본동***
1015,의료기기판매(임대)업,01_02_03_P,3650000,PHMG120263650023047000007,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,대전광역시 중구 은행동 *-*,"대전광역시 중구 대전천서로 ***-*, *층 **호 (은행동)",34832,헬씨스마일,2026-02-12 15:43:54,I,2026-02-14 00:20:02,,238099.97811062,314689.137443212,,,3.3,,,헬씨스마일_대전광역시중구은행동*-*
1008,의료기기판매(임대)업,01_02_03_P,4490000,PHMG120264490261047000011,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,충청남도 천안시 서북구 불당동 **** 퍼스트프라자,"충청남도 천안시 서북구 불당**로 **-**, 퍼스트프라자 *층 ***호 (불당동)",31156,루다온,2026-02-12 10:55:31,I,2026-02-14 00:20:02,,209601.30630097,368028.718481455,,,,,,루다온_충청남도천안시서북구불당동****퍼스트프라자
1044,의료기기판매(임대)업,01_02_03_P,3930000,PHMG120233930154047000103,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,경기도 안산시 단원구 선부동 **** 안산제*종합시장,"경기도 안산시 단원구 선이로 **, 안산제*종합시장 *층 ****호의 *호 (선부동)",15220,주식회사 마야만,2026-02-12 17:59:41,U,2026-02-14 02:40:00,,182528.570604292,426722.925669933,,,,,,주식회사마야만_경기도안산시단원구선부동****안산제*종합시장
1007,의료기기판매(임대)업,01_02_03_P,4490000,PHMG120264490261047000010,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,충청남도 천안시 서북구 쌍용동 **** 쌍용역푸르지오,"충청남도 천안시 서북구 충무로 **, ***-*호 (쌍용동, 쌍용역푸르지오)",31174,르베,2026-02-12 10:15:36,I,2026-02-14 00:20:02,,210524.395723859,365517.330603395,,,,,,르베_충청남도천안시서북구쌍용동****쌍용역푸르지오
993,의료기기판매(임대)업,01_02_03_P,3720000,PHMG120263720017047000003,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,울산광역시 북구 진장동 ***,"울산광역시 북구 명촌*길 **, *층 (진장동)",44254,YS Den,2026-02-12 13:54:34,I,2026-02-14 00:20:02,,413885.32877785,231535.438555287,,,8.75,,,YSDen_울산광역시북구진장동***
1012,의료기기판매(임대)업,01_02_03_P,4050000,PHMG120264050148047000010,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 기흥구 중동 ***-*,"경기도 용인시 기흥구 동백죽전대로 ***, 메디슨타워 ***호 (중동)",16995,마이메디칼,2026-02-12 17:08:34,I,2026-02-14 00:20:02,,213277.592719494,418736.25577799,,,,,,마이메디칼_경기도용인시기흥구중동***-*
996,의료기기판매(임대)업,01_02_03_P,3470000,PHMG120263470022047000009,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,대구광역시 달서구 용산동 *** 용산현대우방아파트,"대구광역시 달서구 용산로 ***, ***동 *층 ***호 (용산동, 용산현대우방아파트)",42625,다나라이프,2026-02-12 13:35:45,I,2026-02-14 00:20:02,,338099.803813803,263230.31143822,,,,,,다나라이프_대구광역시달서구용산동***용산현대우방아파트
1145,의료기기판매(임대)업,01_02_03_P,3990000,PHMG120263990309047000009,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,,"경기도 남양주시 도농로 **, 부영프라자 *층 ***-***호 (다산동)",12255,와이제이팜,2026-02-13 09:41:29,I,2026-02-15 00:20:02,,213775.777055552,456245.143529288,,,,,,와이제이팜_
1138,의료기기판매(임대)업,01_02_03_P,5020000,PHMG120265020055047000007,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,경상북도 포항시 남구 지곡동 *** 포항테크노파크,"경상북도 포항시 남구 지곡로 ***, 제*벤쳐동 ***호 (지곡동, 포항테크노파크)",37668,새온들 인터내셔널,2026-02-13 11:14:40,I,2026-02-15 00:20:02,,408758.713087487,284255.288661696,,,,,,새온들인터내셔널_경상북도포항시남구지곡동***포항테크노파크
1143,의료기기판매(임대)업,01_02_03_P,4241000,PHMG120264241036047000002,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 삼척시 남양동 ***-**,"강원특별자치도 삼척시 중앙로 ***, *층 (남양동)",25920,로하스,2026-02-13 15:53:00,I,2026-02-15 00:20:02,,391760.651081086,440112.229061168,,,4.0,,,로하스_강원특별자치도삼척시남양동***-**
1126,의료기기판매(임대)업,01_02_03_P,3900000,PHMG120263900028047000016,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,경기도 광명시 소하동 **** 광명G타워,"경기도 광명시 소하로 ***, 광명G타워 (소하동)",14322,송현 메디칼,2026-02-13 09:19:00,I,2026-02-15 00:20:02,,190562.261122576,438191.360659881,,,,,,송현메디칼_경기도광명시소하동****광명G타워
1205,의료기기판매(임대)업,01_02_03_P,3130000,PHMG120263130033047000017,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 공덕동 *** 롯데캐슬 프레지던트,"서울특별시 마포구 마포대로 ***, ***동 ****층 (공덕동, 롯데캐슬 프레지던트)",04146,주식회사 메디힘,2026-02-13 11:04:50,I,2026-02-16 00:20:01,,195564.375757848,449186.933273231,,,,,,주식회사메디힘_서울특별시마포구공덕동***롯데캐슬프레지던트
1135,의료기기판매(임대)업,01_02_03_P,5460000,PHMG120265460011047000001,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,,경상남도 함양군 함양읍 고운로 **-*,50039,타파웨어 함양점,2026-02-13 15:45:14,I,2026-02-15 00:20:02,,266104.672599696,224809.475425577,,,36.96,,,타파웨어함양점_
1123,의료기기판매(임대)업,01_02_03_P,3600000,PHMG120263600020047000007,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,광주광역시 서구 치평동 ****-* 스타타워,"광주광역시 서구 운천로 ***, ***호 (치평동)",61948,주식회사 넥시스메디컬,2026-02-13 14:34:50,I,2026-02-15 00:20:02,,186660.306500019,183963.065226547,,,9.9,,,주식회사넥시스메디컬_광주광역시서구치평동****-*스타타워
1120,의료기기판매(임대)업,01_02_03_P,3150000,PHMG120263150037047000033,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 마곡동 ***-* 롯데캐슬 르웨스트,"서울특별시 강서구 마곡중앙로 ***, ***동 ***호 (마곡동, 롯데캐슬 르웨스트)",07797,진성랩테크 주식회사,2026-02-13 13:02:49,I,2026-02-15 00:20:02,,184504.783680584,451283.535222297,,,,,,진성랩테크주식회사_서울특별시강서구마곡동***-*롯데캐슬르웨스트
1186,의료기기판매(임대)업,01_02_03_P,5710000,PHMG120235710107047000001,2026-02-12,,3,폐업,3,폐업,2026-02-12,,,,,,,충청북도 청주시 서원구 사창동 ***-*,충청북도 청주시 서원구 내수동로 ***(사창동),28647,씨유청주창신점,2026-02-13 11:18:21,U,2026-02-15 02:40:00,,241366.60929048,348228.648888,,,55.0,,,씨유청주창신점_충청북도청주시서원구사창동***-*
1118,의료기기판매(임대)업,01_02_03_P,4060000,PHMG120264060482047000014,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,경기도 파주시 목동동 **** 힐스테이트 운정,"경기도 파주시 교하로 ***, 상가*(***)동 ***호 (목동동, 힐스테이트 운정)",10891,다이클로 운정힐스테이트점,2026-02-13 10:27:36,I,2026-02-15 00:20:02,,176466.766632528,469093.368737977,,,40.0,,,다이클로운정힐스테이트점_경기도파주시목동동****힐스테이트운정
1004,의료기기판매(임대)업,01_02_03_P,3230000,PHMG120263230034047000040,2026-02-11,,1,영업/정상,13,영업중,,,,,02-413-2520,,,서울특별시 송파구 문정동 *** 가든파이브라이프,"서울특별시 송파구 충민로 **, 가든파이브라이프 제*층 제티-****호 (문정동)",05838,제이2엠,2026-02-11 13:52:08,I,2026-02-14 00:20:02,,210986.460698452,441725.293491662,,,,,,제이2엠_서울특별시송파구문정동***가든파이브라이프
1001,의료기기판매(임대)업,01_02_03_P,3620000,PHMG120263620020047000011,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,광주광역시 북구 문흥동 ***-*,"광주광역시 북구 대천로***번길 ***, *층 (문흥동)",61125,윤산의료기,2026-02-11 13:35:29,I,2026-02-14 00:20:02,,192940.092588698,187921.638242375,,,30.88,,,윤산의료기_광주광역시북구문흥동***-*
942,의료기기판매(임대)업,01_02_03_P,4050000,PHMG120264050147047000005,2026-02-11,,1,영업/정상,13,영업중,,,,,031-8028-8570,,,경기도 용인시 처인구 모현읍 갈담리 ***,경기도 용인시 처인구 모현읍 파담로***번길 **-*,17036,시벅스 주식회사,2026-02-11 15:41:28,I,2026-02-13 00:20:38,,221365.912084495,424790.690544886,,,,,,시벅스주식회사_경기도용인시처인구모현읍갈담리***
995,의료기기판매(임대)업,01_02_03_P,3820000,PHMG120263820050047000012,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,경기도 의정부시 의정부동 *** 센트럴타워,"경기도 의정부시 시민로 **, 센트럴타워 *층 ***호 (의정부동)",11651,뉴아트미,2026-02-11 13:11:33,I,2026-02-14 00:20:02,,203772.831832169,470619.109108938,,,68.26,,,뉴아트미_경기도의정부시의정부동***센트럴타워
994,의료기기판매(임대)업,01_02_03_P,3030000,PHMG120263030033047000009,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성동구 사근동 *** 한양대학교,"서울특별시 성동구 왕십리로 ***, 한양대학교 학생복지관동 *층 (사근동)",04763,세븐일레븐 New Wave 한양대프라자점,2026-02-12 06:32:44,I,2026-02-14 00:20:02,,204117.965772206,450608.519334481,,,,,,세븐일레븐NewWave한양대프라자점_서울특별시성동구사근동***한양대학교
1005,의료기기판매(임대)업,01_02_03_P,3230000,PHMG120263230034047000041,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,서울특별시 송파구 거여동 ***,"서울특별시 송파구 위례서로 ***, 유원플러스송파 *층 ***호 (거여동)",05790,더메디온,2026-02-11 15:25:43,I,2026-02-14 00:20:02,,212534.852103373,442770.117369308,,,,,,더메디온_서울특별시송파구거여동***
992,의료기기판매(임대)업,01_02_03_P,3230000,PHMG120263230034047000043,2026-02-11,,1,영업/정상,13,영업중,,,,,070-4102-7160,,,서울특별시 송파구 문정동 *** 가든파이브라이프,"서울특별시 송파구 충민로 **, 가든파이브라이프 제*층 제와이-****호 (문정동)",05838,주식회사 케이메디프라임,2026-02-12 16:57:36,I,2026-02-14 00:20:02,,210986.460698452,441725.293491662,,,,,,주식회사케이메디프라임_서울특별시송파구문정동***가든파이브라이프
988,의료기기판매(임대)업,01_02_03_P,4610000,PHMG120234610020047000018,2026-02-11,,3,폐업,3,폐업,2026-02-11,,,,,,,충청남도 예산군 덕산면 읍내리 ***-*,충청남도 예산군 덕산면 봉운로 **,32406,덕산의료기,2026-02-11 16:21:57,U,2026-02-13 02:40:00,,170544.120326069,356062.153419363,,,125.0,,,덕산의료기_충청남도예산군덕산면읍내리***-*
959,의료기기판매(임대)업,01_02_03_P,3650000,PHMG120223650023047000040,2026-02-11,,1,영업/정상,13,영업중,,,,,042-526-5937,,,대전광역시 중구 태평동 ***-** 삼부스포렉스,"대전광역시 중구 태평로 **, 삼부스포렉스 *층 (태평동)",34885,지에스25대전태평삼부,2026-02-11 11:31:58,U,2026-02-13 02:40:00,,235289.359840187,313785.632822544,,,3.3,,,지에스25대전태평삼부_대전광역시중구태평동***-**삼부스포렉스
945,의료기기판매(임대)업,01_02_03_P,3670000,PHMG120263670022047000007,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,대전광역시 유성구 죽동 ***-*,"대전광역시 유성구 죽동로***번길 **, 지상 *층 일부호 (죽동)",34127,주식회사 메타오믹스,2026-02-11 17:27:28,I,2026-02-13 00:20:38,,230269.003992649,318714.87797476,,,,,,주식회사메타오믹스_대전광역시유성구죽동***-*
938,의료기기판매(임대)업,01_02_03_P,4390000,PHMG120264390029047000005,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,충청북도 충주시 대소원면 만정리 ***-**,충청북도 충주시 대소원면 산정독정길 ***-*,27471,지에스25 대소원빌리지점,2026-02-11 15:34:43,I,2026-02-13 00:20:38,,277468.396393063,384415.381752753,,,132.0,,,지에스25대소원빌리지점_충청북도충주시대소원면만정리***-**
941,의료기기판매(임대)업,01_02_03_P,3780000,PHMG120263780063047000009,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 중원구 성남동 **** 성남 아리스타,"경기도 성남시 중원구 둔촌대로**번길 *-**, 성남 아리스타 ***호 (성남동)",13383,스마일보조기구센터,2026-02-11 12:14:39,I,2026-02-13 00:20:38,,211295.288709461,436367.591449225,,,25.31,,,스마일보조기구센터_경기도성남시중원구성남동****성남아리스타
940,의료기기판매(임대)업,01_02_03_P,3780000,PHMG120263780062047000010,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 수정구 수진동 **** 써미트빌딩,"경기도 성남시 수정구 산성대로 **, 써미트빌딩 *층 **호 (수진동)",13326,365매일보청기 성남점,2026-02-11 13:01:53,I,2026-02-13 00:20:38,,211397.775782995,436910.315190825,,,3.3,,,365매일보청기성남점_경기도성남시수정구수진동****써미트빌딩
1117,의료기기판매(임대)업,01_02_03_P,5110000,PHMG120265110034047000005,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,경상북도 상주시 서성동 ***-**,경상북도 상주시 중앙로 *** (서성동),37188,슈올즈상주점,2026-02-13 09:04:24,I,2026-02-15 00:20:02,,304051.197604063,324507.739817333,,,,,,슈올즈상주점_경상북도상주시서성동***-**
901,의료기기판매(임대)업,01_02_03_P,5530000,PHMG120265530661047000006,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 동탄구 송동 ***-* 더샵 동탄센텀폴리스 *단지,"경기도 화성시 동탄구 동탄대로*길 *, 더샵 동탄센텀폴리스 *단지 ***동 ***호 (송동)",18497,루킹굿(LOOKINGOOD),2026-02-11 18:20:18,I,2026-02-13 00:20:38,,209361.779396358,407341.074013984,,,45.7,,,루킹굿(LOOKINGOOD)_경기도화성시동탄구송동***-*더샵동탄센텀폴리스*단지
902,의료기기판매(임대)업,01_02_03_P,5530000,PHMG120265530661047000007,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 동탄구 오산동 ****-*,"경기도 화성시 동탄구 동탄신리천로 ***, *층 ***-u***호 (오산동)",18486,오다,2026-02-11 18:25:41,I,2026-02-13 00:20:38,,209525.068363402,409082.698261073,,,2.0,,,오다_경기도화성시동탄구오산동****-*
903,의료기기판매(임대)업,01_02_03_P,3000000,PHMG120263000034047000007,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 숭인동 ***,"서울특별시 종로구 종로 ***-**, *층 *호 (숭인동)",03114,명품보청기동묘,2026-02-11 16:18:00,I,2026-02-13 00:20:38,,201453.202813289,452290.843693495,,,33.06,,,명품보청기동묘_서울특별시종로구숭인동***
932,의료기기판매(임대)업,01_02_03_P,3180000,PHMG120263180034047000015,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 여의도동 **-** 경도빌딩,"서울특별시 영등포구 여의대방로 ***, 경도빌딩 *층 ***호 (여의도동)",07333,로뎀메디,2026-02-11 16:31:02,I,2026-02-13 00:20:38,,193870.812916718,446351.97420108,,,,,,로뎀메디_서울특별시영등포구여의도동**-**경도빌딩
