"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"16","동물약국","02_03_02_P","3540000","354000001120180007","2018-05-23","","03","폐업","0002","폐업","2026-03-31","","","","","","","인천광역시 부평구 부평동 185-24 1층","인천광역시 부평구 경원대로 1400-1, 1층 (부평동)","21404","노벨약국","2026-04-02 16:16:26","U","2026-04-04 02:40:00","","175577.515135668","443246.797122903","동물약국","","000","0",
"17","동물약국","02_03_02_P","3940000","394000001120240033","2024-08-27","","03","폐업","0002","폐업","2026-03-26","","","","02-371-0885","","","경기도 고양시 덕양구 지축동 1007-1 지축 JS스퀘어 108호","경기도 고양시 덕양구 지축1로 73, 지축 JS스퀘어 108호 (지축동)","10585","지축열린약국","2026-04-02 16:39:22","U","2026-04-04 02:40:00","","","","동물약국","","000","0",
"18","동물약국","02_03_02_P","3460000","346000001120240015","2024-07-03","","03","폐업","0002","폐업","2026-03-31","","","","","","","대구광역시 수성구 중동 269-3","대구광역시 수성구 수성로 215 (중동)","42152","대구종합약국","2026-04-02 09:13:13","U","2026-04-04 02:40:00","","345603.136792776","261727.984290516","동물약국","","000","0",
"19","동물약국","02_03_02_P","3160000","316000001120240011","2024-08-06","","03","폐업","0002","폐업","2026-04-01","","","","","","","서울특별시 구로구 신도림동 433-24 힐스테이트 신도림역 센트럴","서울특별시 구로구 경인로 625, 힐스테이트 신도림역 센트럴 1층 111호 (신도림동)","08210","이웃사랑힐스","2026-04-02 16:31:39","U","2026-04-04 02:40:00","","189727.2146132","444999.461907513","동물약국","","000","0",
"20","동물약국","02_03_02_P","3090000","309000001120170001","2017-03-06","","01","영업/정상","0000","정상","","","","","903-7511","0","","서울특별시 도봉구 창동 296-1 104호","서울특별시 도봉구 해등로16길 26, 104호 (창동, 타임프라자)","01402","희망약국","2026-04-01 13:51:21","U","2026-04-04 02:40:00","","203589.20561861","461471.47227102","동물약국","","000","0",
"21","동물약국","02_03_02_P","4010000","401000001120180008","2018-09-18","","03","폐업","0002","폐업","2026-04-01","","","","031-404-9311","60","","경기도 시흥시 신천동 712-9 신천프라자","경기도 시흥시 수인로 3372, 신천프라자 (신천동)","14910","신천프라자약국","2026-04-02 14:34:04","U","2026-04-04 02:40:00","","180846.323596369","437687.850239716","동물약국","","000","0",
"22","동물약국","02_03_02_P","3860000","386000001120200002","2020-01-10","","03","폐업","0002","폐업","2026-04-02","","","","0326527582","","","경기도 부천시 원미구 심곡동 168-1","경기도 부천시 원미구 부천로 30, 1층 (심곡동)","14641","가나안약국","2026-04-02 17:06:07","U","2026-04-04 02:40:00","","180788.358060772","442756.394937736","동물약국","","000","0",
"23","동물약국","02_03_02_P","3160000","316000001120230015","2023-11-03","","03","폐업","0002","폐업","2026-04-01","","","","02-2211-0227","","","서울특별시 구로구 신도림동 692 디큐브시티 지하1층","서울특별시 구로구 경인로 662, 지하1층 (신도림동, 디큐브시티)","08209","현대약국","2026-04-02 16:32:40","U","2026-04-04 02:40:00","","190107.045415333","445157.626366229","동물약국","","000","0",
"24","동물약국","02_03_02_P","3940000","394000001120260004","2026-04-03","","01","영업/정상","0000","정상","","","","","031-938-5363","","","경기도 고양시 덕양구 행신동 765-1 110호","경기도 고양시 덕양구 용현로 7, 110호 (행신동)","10526","작은약국","2026-04-03 14:40:31","I","2026-04-05 00:20:22","","185409.061736196","456801.802658942","동물약국","","000","0",
"25","동물약국","02_03_02_P","3030000","303000001120260005","2026-04-03","","01","영업/정상","0000","정상","","","","","","","","서울특별시 성동구 하왕십리동 1070 센트라스","서울특별시 성동구 왕십리로 410, L동 229호 (하왕십리동, 센트라스)","04701","코끼리약국","2026-04-03 15:42:56","I","2026-04-05 00:20:22","","202372.912023599","451536.680876573","동물약국","","000","0",
"26","동물약국","02_03_02_P","4010000","401000001120260008","2026-04-03","","01","영업/정상","0000","정상","","","","","031-404-9311","","","경기도 시흥시 신천동 712-9 신천프라자","경기도 시흥시 수인로 3372, 신천프라자 102호 (신천동)","14910","신천프라자약국","2026-04-03 13:58:47","I","2026-04-05 00:20:22","","180846.323596369","437687.850239716","동물약국","","000","0",
"27","동물약국","02_03_02_P","4010000","401000001120260009","2026-04-03","","01","영업/정상","0000","정상","","","","","","","","경기도 시흥시 신천동 712-10 주신빌딩","경기도 시흥시 수인로 3370, 주신빌딩 1층 (신천동)","14910","신천햇빛약국","2026-04-03 15:08:31","I","2026-04-05 00:20:22","","180871.719597185","437674.121162492","동물약국","","000","0",
"28","동물약국","02_03_02_P","4681000","468100001120260002","2026-04-03","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 익산시 영등동 767-3","전북특별자치도 익산시 고봉로30길 22 (영등동)","54643","하늘온누리약국","2026-04-03 14:13:55","I","2026-04-05 00:20:22","","197445.192135845","272831.99875987","동물약국","","000","0",
"29","동물약국","02_03_02_P","3200000","320000001120260003","2026-04-03","","01","영업/정상","0000","정상","","","","","","","","서울특별시 관악구 봉천동 1572-17","서울특별시 관악구 쑥고개로 126-1 (봉천동)","08832","태창온누리약국","2026-04-03 13:18:35","I","2026-04-05 00:20:22","","195549.883554546","441838.808704445","동물약국","","000","0",
"30","동물약국","02_03_02_P","4000000","400000001120260002","2026-04-03","","01","영업/정상","0000","정상","","","","","","","","경기도 오산시 원동 513-3 은혜빌딩, 1층 105호","경기도 오산시 남부대로 342, 은혜빌딩 1층 105호 (원동)","18145","나은약국","2026-04-03 13:43:00","I","2026-04-05 00:20:22","","206453.953745003","403748.709139467","동물약국","","000","0",
"31","동물약국","02_03_02_P","5710000","571000001120260007","2026-04-03","","01","영업/정상","0000","정상","","","","","","","","충청북도 청주시 흥덕구 가경동 639-1","충청북도 청주시 흥덕구 서현남로 16, 서현플라자 1층 118호 (가경동)","28382","루미약국","2026-04-03 09:12:47","I","2026-04-05 00:20:22","","","","동물약국","","000","0",
"32","동물약국","02_03_02_P","3590000","359000001120260002","2026-04-03","","01","영업/정상","0000","정상","","","","","","","","광주광역시 동구 서석동 125-6","광주광역시 동구 백서로 157 (서석동)","61468","365 대기없는 약국","2026-04-03 17:20:29","I","2026-04-05 00:20:22","","192842.473856637","182685.710321697","동물약국","","000","0",
"33","동물약국","02_03_02_P","3080000","308000001120260003","2026-04-03","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강북구 수유동 230-10 용신빌딩 102호","서울특별시 강북구 도봉로 323, 용신빌딩 1층 102호 (수유동)","01073","봄봄약국","2026-04-03 17:11:30","I","2026-04-05 00:20:22","","202064.950020931","459421.354969102","동물약국","","000","0",
"34","동물약국","02_03_02_P","3010000","301000001120260010","2026-04-03","","01","영업/정상","0000","정상","","","","","02-2273-1390","","","서울특별시 중구 신당동 292-127","서울특별시 중구 다산로 215, 1층 (신당동)","04611","신성약국","2026-04-03 09:35:23","I","2026-04-05 00:20:22","","201242.681366903","451132.983070542","동물약국","","000","0",
"35","동물약국","02_03_02_P","3830000","383000001120260009","2026-04-03","","01","영업/정상","0000","정상","","","","","","","","경기도 안양시 만안구 안양동 952-47","경기도 안양시 만안구 양화로 36, 1층 (안양동)","14007","서약국","2026-04-03 13:49:21","I","2026-04-05 00:20:22","","192331.513494681","432760.759394635","동물약국","","000","0",
"36","동물약국","02_03_02_P","4641000","464100001120260009","2026-04-03","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 전주시 완산구 효자동2가 231-8","전북특별자치도 전주시 완산구 쑥고개로 390, 1~3층 (효자동2가)","55079","메디플러스약국","2026-04-03 09:45:59","I","2026-04-05 00:20:22","","209660.605537291","256001.598736271","동물약국","","000","0",
"37","동물약국","02_03_02_P","3530000","353000001120260007","2026-04-03","","01","영업/정상","0000","정상","","","","","","","","인천광역시 남동구 서창동 687-3 아페리온","인천광역시 남동구 서창남순환로 223, 아페리온 A동 130, 131호 (서창동)","21614","플러스약국","2026-04-03 10:06:49","I","2026-04-05 00:20:22","","177692.445011698","435885.502080795","동물약국","","000","0",
"38","동물약국","02_03_02_P","3660000","366000001120260001","2026-04-03","","01","영업/정상","0000","정상","","","","","","0","","대전광역시 서구 탄방동 1157","대전광역시 서구 문정로 158-1, 1층 일부호 (탄방동)","35252","둔산매일약국","2026-04-03 14:44:38","I","2026-04-05 00:20:22","","235429.99","316459.08","동물약국","","000","0",
"39","동물약국","02_03_02_P","4160000","416000001120260001","2026-04-03","","01","영업/정상","0000","정상","","","","","031-584-3524","","","경기도 가평군 조종면 현리 409-3","경기도 가평군 조종면 현창로 41-1","12437","현대약국","2026-04-03 14:12:24","I","2026-04-05 00:20:22","","230580.414174401","479609.528181531","동물약국","","000","0",
"40","동물약국","02_03_02_P","3450000","345000001120150001","2015-02-16","","01","영업/정상","0000","정상","","","","","053-321-7275","0","","대구광역시 북구 사수동 955","대구광역시 북구 한강로6길 14-1, 103호 (사수동)","41492","힐링약국","2026-04-03 13:05:16","U","2026-04-05 02:40:00","","336707.760167851","267263.725814238","동물약국","","000","0",
"41","동물약국","02_03_02_P","4090000","409000001120230008","2023-07-10","","03","폐업","0002","폐업","2026-04-01","","","","","0","","경기도 김포시 구래동 6879-5 지오프라자","경기도 김포시 김포한강4로 543, 지오프라자 1층 (구래동)","10071","김포현대약국","2026-04-03 13:58:20","U","2026-04-05 02:40:00","","166708.693536204","460397.294027501","동물약국","","000","0",
"42","동물약국","02_03_02_P","3450000","345000001120190006","2019-09-24","","01","영업/정상","0000","정상","","","","","053-951-4565","249.75","","대구광역시 북구 복현동 200-4","대구광역시 북구 공항로 10, 1층 (복현동)","41526","늘사랑 약국","2026-04-03 13:01:54","U","2026-04-05 02:40:00","","345874.145500541","267560.298560217","동물약국","","000","0",
"43","동물약국","02_03_02_P","5680000","568000001120240003","2024-09-11","","03","폐업","0002","폐업","2026-04-03","","","","","","","충청남도 당진시 읍내동 489-19","충청남도 당진시 당진중앙1로 111 (읍내동)","31770","하나프라자약국","2026-04-03 14:35:02","U","2026-04-05 02:40:00","","166964.799638803","377124.460446378","동물약국","","000","0",
"44","동물약국","02_03_02_P","4641000","464100001120230026","2023-08-04","","03","폐업","0002","폐업","2026-03-31","","","","","","","전북특별자치도 전주시 덕진구 송천동1가 480","전북특별자치도 전주시 덕진구 송천중앙로 147 (송천동1가)","54834","회생약국","2026-04-03 16:00:15","U","2026-04-05 02:40:00","","210844.325261958","262216.866163775","동물약국","","000","0",
"45","동물약국","02_03_02_P","3650000","365000001120220001","2022-02-08","","03","폐업","0002","폐업","2022-11-09","","","","042-581-4777","0","","대전광역시 중구 산성동 110-49","대전광역시 중구 당디로 52(산성동)","34993","이화약국","2026-04-03 11:00:02","U","2026-04-05 02:40:00","","235253.96802983","312167.787534562","동물약국","","000","0",
"46","동물약국","02_03_02_P","3550000","355000001120230002","2023-04-12","","03","폐업","0002","폐업","2026-04-03","","","","","","","인천광역시 계양구 박촌동 319 계양한양수자인 상가동 107호","인천광역시 계양구 장제로 1004, 상가동동 107호 (박촌동, 계양한양수자인)","21022","행복약국","2026-04-03 14:36:27","U","2026-04-05 02:40:00","","177527.433837837","450295.973253787","동물약국","","000","0",
"47","동물약국","02_03_02_P","3080000","308000001120230004","2023-03-30","","03","폐업","0002","폐업","2026-03-30","","","","02-998-8283","","","서울특별시 강북구 수유동 230-10 용신빌딩 102호","서울특별시 강북구 도봉로 323, 용신빌딩 1층 102호 (수유동)","01073","봄봄약국","2026-04-03 08:45:53","U","2026-04-05 02:40:00","","202064.950020931","459421.354969102","동물약국","","000","0",
"48","동물약국","02_03_02_P","4050000","564000001120250005","2025-04-02","","01","영업/정상","0000","정상","","","","","","","","경기도 용인시 수지구 풍덕천동 1080-19 119호","경기도 용인시 수지구 문정로 15, 1층 19호 (풍덕천동)","16841","단비약국","2026-04-03 15:38:03","U","2026-04-05 02:40:00","","208426.958515358","424466.641177736","동물약국","","000","0",
