번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),환경업무구분명,업종구분명,종별명,주생산품명,배출시설조업시간,배출시설연간가동일수,방지시설조업시간,방지시설연간가동일수,Unnamed: 36,record_key
23,분뇨수집운반업,09_30_10_P,3940000,394000053199900009,1999-01-23,,1,영업/정상,11,영업,,,,,0319624800,,,경기도 고양시 일산동구 사리현동 498-2,경기도 고양시 일산동구 사리현로 201 (사리현동),10259,(유)고양환경,2026-02-19 15:34:16,U,2026-02-21 02:40:00,분뇨 처리업,185820.353653716,465720.628872496,분뇨등관련영업관리,분뇨 처리업,,,,0,,0,,(유)고양환경_경기도고양시일산동구사리현동498-2
7,분뇨수집운반업,09_30_10_P,4490000,449000053199900011,1999-01-11,,1,영업/정상,11,영업,,,,,041-577-0248,,,충청남도 천안시 동남구 병천면 용두리 559,충청남도 천안시 동남구 병천면 매봉로 220-7,31257,능수환경,2026-02-13 10:58:24,U,2026-02-15 02:40:00,,227641.858054719,360731.165384559,분뇨등관련영업관리,,,,,0,,0,,능수환경_충청남도천안시동남구병천면용두리559
29,분뇨수집운반업,09_30_10_P,4181000,418100053199800014,1998-10-16,,1,영업/정상,3,재개업,,,,2014-10-01,033-244-3337,,,강원특별자치도 춘천시 신동면 팔미리 548-4,강원특별자치도 춘천시 신동면 한치로 877,24411,우리환경,2026-02-12 08:58:45,U,2026-02-14 02:40:00,,261323.076300915,479114.859938069,분뇨등관련영업관리,,,,,0,,0,,우리환경_강원특별자치도춘천시신동면팔미리548-4
24,분뇨수집운반업,09_30_10_P,5330000,533000053199800004,1998-01-09,,1,영업/정상,11,영업,,,,,055-645-6992,,,경상남도 통영시 무전동 684,경상남도 통영시 무전7길 48 (무전동),53034,한려정화조,2026-02-26 13:07:02,U,2026-02-28 02:40:00,,330463.762737293,152408.603872154,분뇨등관련영업관리,,,,,0,,0,,한려정화조_경상남도통영시무전동684
16,분뇨수집운반업,09_30_10_P,4480000,448000053199700003,1997-12-13,,1,영업/정상,11,영업,,,,,043-423-8208,,,충청북도 단양군 매포읍 평동리 203,충청북도 단양군 매포읍 단양로 1989-20,27001,단양위생사,2026-02-05 08:53:50,U,2026-02-07 02:40:00,분뇨 처리업,315667.420569686,393956.693530014,분뇨등관련영업관리,분뇨 처리업,,,,0,,0,,단양위생사_충청북도단양군매포읍평동리203
17,분뇨수집운반업,09_30_10_P,4480000,448000053199700004,1997-12-13,,1,영업/정상,11,영업,,,,,043-423-1192,,,충청북도 단양군 매포읍 평동리 203,충청북도 단양군 매포읍 단양로 1989-20,27001,도담환경 주식회사,2026-02-05 08:53:49,U,2026-02-07 02:40:00,분뇨 처리업,315667.420569686,393956.693530014,분뇨등관련영업관리,분뇨 처리업,,,,0,,0,,도담환경주식회사_충청북도단양군매포읍평동리203
4,분뇨수집운반업,09_30_10_P,3820000,382000053100000005,1995-12-26,,1,영업/정상,11,영업,,,,,031-873-4245,,,경기도 의정부시 장암동 20 장암동아아파트 상가동 204호,"경기도 의정부시 장곡로 248, 장암동아아파트 상가동 204호 (장암동)",11718,(주)의정부환경,2026-02-02 09:26:01,U,2026-02-04 02:40:00,,204682.120477216,469188.296076335,분뇨등관련영업관리,,,,,0,,0,,(주)의정부환경_경기도의정부시장암동20장암동아아파트상가동204호
12,분뇨수집운반업,09_30_10_P,3550000,355000053199500005,1995-12-15,,1,영업/정상,11,영업,,,,,032 552 3700,,407-800,인천광역시 계양구 계산동 31-4 203호,"인천광역시 계양구 장제로809번길 9, 203호 (계산동)",,영일환경주식회사,2026-02-03 10:17:58,U,2026-02-06 02:40:00,,176397.36390085,448730.428896668,분뇨등관련영업관리,,,,,0,,0,,영일환경주식회사_인천광역시계양구계산동31-4203호
18,분뇨수집운반업,09_30_10_P,5370000,537000053199400003,1995-01-01,,1,영업/정상,11,영업,,,,,055-635-2030,,,경상남도 거제시 사등면 사곡리 598-2,경상남도 거제시 사등면 거제대로 5129,53278,거제위생,2026-02-02 11:34:08,U,2026-02-04 02:40:00,,344211.832749179,156400.504720252,분뇨등관련영업관리,,,,,0,,0,,거제위생_경상남도거제시사등면사곡리598-2
11,분뇨수집운반업,09_30_10_P,4930000,493000053199300001,1993-04-26,,1,영업/정상,11,영업,,,,,061-536-5966,,536-806,전라남도 해남군 해남읍 용정리 91-6,전라남도 해남군 해남읍 용머리길 21-20,536-806,대흥정화사,2026-02-13 11:36:03,U,2026-02-15 02:40:00,,162013.837093879,118172.573034898,분뇨등관련영업관리,,,,,0,,0,,대흥정화사_전라남도해남군해남읍용정리91-6
3,분뇨수집운반업,09_30_10_P,3820000,382000053100000004,1992-03-20,,1,영업/정상,11,영업,,,,,031-874-7171,,,경기도 의정부시 장암동 20 장암동아아파트 상가동 204호,"경기도 의정부시 장곡로 248, 장암동아아파트 상가동 204호 (장암동)",11718,(주)의민정화,2026-02-19 14:27:58,U,2026-02-21 02:40:00,,204682.120477216,469188.296076335,분뇨등관련영업관리,,,,,0,,0,,(주)의민정화_경기도의정부시장암동20장암동아아파트상가동204호
9,분뇨수집운반업,09_30_10_P,5150000,515000053200000003,1991-06-10,,1,영업/정상,11,영업,,,,,054 834 2616,,,경상북도 의성군 의성읍 후죽리 728-2,"경상북도 의성군 의성읍 동서2길 14, 3층",37338,극동사 청년정화조,2026-02-05 21:20:54,U,2026-02-07 02:40:00,,352140.711629125,317952.717991574,분뇨등관련영업관리,,,,,0,,0,,극동사청년정화조_경상북도의성군의성읍후죽리728-2
8,분뇨수집운반업,09_30_10_P,5150000,515000053200000002,1987-10-20,,1,영업/정상,11,영업,,,,,054 861 0545,,,경상북도 의성군 의성읍 철파리 546-4,경상북도 의성군 의성읍 경북대로 5763,37334,합동위생사,2026-01-30 09:18:29,U,2026-02-04 11:04:37,,351024.832834983,318505.515933565,분뇨등관련영업관리,,,,,0,,0,,합동위생사_경상북도의성군의성읍철파리546-4
35,분뇨수집운반업,09_30_10_P,4050000,405000053198600001,1986-06-23,,1,영업/정상,3,재개업,,,,2023-10-04,0313393880,,,경기도 용인시 처인구 마평동 301-4,경기도 용인시 처인구 신송로 46 (마평동),17143,(주)동서,2026-02-19 10:47:30,U,2026-02-21 02:40:00,"하수, 분뇨 및 축산폐기물 처리업",220968.563410978,414512.698363865,분뇨등관련영업관리,"하수, 분뇨 및 축산폐기물 처리업",,,,0,,0,,(주)동서_경기도용인시처인구마평동301-4
2,분뇨수집운반업,09_30_10_P,3390000,339000053199500002,1978-07-04,,1,영업/정상,11,영업,,,,,051-301-7778,,,부산광역시 사상구 엄궁동 643-8 철강판매단지 202호,"부산광역시 사상구 강변대로532번길 41, 철강판매단지 202호 (엄궁동)",47031,(주)새부산환경,2026-02-03 09:13:07,U,2026-02-06 02:40:00,,379225.358306865,183207.467245556,분뇨등관련영업관리,,,,,0,,0,,(주)새부산환경_부산광역시사상구엄궁동643-8철강판매단지202호
