"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자산규모","부채총액","자본금","판매방식명",
"13","방문판매업","08_26_02_P","3910000","2026391041823200001","2026-02-27","","01","영업/정상","01","정상영업","","","","","","","","경기도 평택시 평택동 **-* M - 프라자","경기도 평택시 중앙로 **, M - 프라자 *층 ****,****호 (평택동)","17910","퀸즈쇼핑","2026-03-03 13:23:14","I","2026-03-05 00:20:02","","207757.770973839","388080.83595037","0","0","0","",
"14","방문판매업","08_26_02_P","3920000","2026392011823200001","2026-03-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 동두천시 생연동 ***-* 부영아파트","경기도 동두천시 동두천로 ***, ***동 ***호 (생연동, 부영아파트)","11345","엔오바이오","2026-03-03 11:37:49","I","2026-03-05 00:20:02","","204697.450180807","488390.026262605","0","0","0","",
"15","방문판매업","08_26_02_P","3290000","2026329018623200002","2026-03-03","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 중앙대로 ***, *층 (양정동)","47216","코웨이해피니스대리점","2026-03-03 11:06:40","I","2026-03-05 00:20:02","","388755.855160509","188099.840225673","0","0","0","",
"16","방문판매업","08_26_02_P","4641000","2026465100623200002","2026-02-26","","01","영업/정상","01","정상영업","","","","","063-231-0333","","","전북특별자치도 전주시 완산구 중노송동 ***-**","전북특별자치도 전주시 완산구 기린대로 ***, *층 (중노송동)","55000","제이지물산 주식회사","2026-03-03 09:05:03","I","2026-03-05 00:20:02","","213516.493026928","258042.102559911","853074180","365000000","500000000","",
"17","방문판매업","08_26_02_P","4641000","2026466100623200003","2023-03-27","","01","영업/정상","01","정상영업","","","","","","","","전북특별자치도 전주시 덕진구 송천동*가 ***-**","전북특별자치도 전주시 덕진구 송천중앙로 **, ***호, ***호, ***호 (송천동*가)","54838","나드리","2026-03-03 15:35:32","I","2026-03-05 00:20:02","","210742.724096022","261730.419659976","0","0","0","",
"18","방문판매업","08_26_02_P","5310000","2005531001323200002","2005-01-18","","03","폐업","03","폐업처리","2013-09-16","","","","055 758 8989","","","경상남도 진주시 상대동 ***번지 **호","경상남도 진주시 솔밭로 *** (상대동)","","오휘 새진주지사","2026-03-03 14:33:47","U","2026-03-05 02:40:00","","300735.520173506","187363.389857235","0","0","0","",
"19","방문판매업","08_26_02_P","5350000","2024535033023200002","2024-05-27","","01","영업/정상","01","정상영업","","","","","","","","경상남도 김해시 진영읍 진영리 ****-*","경상남도 김해시 진영읍 장등로 *, *층","50862","해피요","2026-03-03 10:50:55","U","2026-03-05 02:40:00","","357706.086110301","202234.370169516","10000000","20000000","30000000","",
"20","방문판매업","08_26_02_P","4641000","2025465100623200012","2025-08-19","","01","영업/정상","01","정상영업","","","","","","","","전북특별자치도 전주시 완산구 중화산동*가 ***-* *층 ***호","전북특별자치도 전주시 완산구 백제대로 ***, *층 ***호 (중화산동*가)","54985","건강행복교육원","2026-03-03 14:59:18","U","2026-03-05 02:40:00","","211102.905165154","257105.524966024","0","0","0","",
"21","방문판매업","08_26_02_P","5200000","2022520012423200003","2022-11-14","","03","폐업","03","폐업처리","2026-03-01","","","","","","","경상북도 고령군 다산면 평리리 ***-*","경상북도 고령군 다산면 평리*길 *, *층","40103","행복녹즙","2026-03-03 17:04:21","U","2026-03-05 02:40:00","","331218.754206493","259453.175115834","0","0","0","",
"22","방문판매업","08_26_02_P","4671000","2021467026623200012","2021-08-12","","01","영업/정상","01","정상영업","","","","","","","","전북특별자치도 군산시 삼학동 ***-* 재원부동산컨설팅 ***호","전북특별자치도 군산시 삼학*길 **, 재원부동산컨설팅 *층 ***호 (삼학동)","54120","더빠른유통","2026-03-03 15:27:38","U","2026-03-05 02:40:00","","174082.20743903","275092.392625367","0","0","0","",
"23","방문판매업","08_26_02_P","3130000","2025313027823200013","2025-05-12","","03","폐업","03","폐업처리","2025-12-31","","","","02-831-8773","","","서울특별시 마포구 합정동 ***-* 럭키빌딩","서울특별시 마포구 토정로 **, 럭키빌딩 *층 ***호 (합정동)","04085","에이치에이치에이치(HHH)","2026-03-03 21:05:46","U","2026-03-05 02:40:00","","192170.779183014","449262.45187846","0","0","0","",
"24","방문판매업","08_26_02_P","3220000","2023322024923200064","2023-12-26","","03","폐업","03","폐업처리","2026-03-03","","","","","","","서울특별시 강남구 역삼동 ***-* 일환빌딩","서울특별시 강남구 선릉로**길 **, 일환빌딩 *층 ****호 (역삼동)","06151","하이다오 주식회사","2026-03-03 16:38:52","U","2026-03-05 02:40:00","","203852.055002405","444671.368760749","440000","0","1000000","",
"25","방문판매업","08_26_02_P","3150000","2022315020023200012","2022-06-16","","01","영업/정상","01","정상영업","","","","","02-6949-0451","","","서울특별시 강서구 마곡동 ***-* 마곡센트럴타워Ⅰ","서울특별시 강서구 공항대로 ***, 마곡센트럴타워Ⅰ ***호 (마곡동)","07802","주식회사 레드텔레콤","2026-03-03 09:13:48","U","2026-03-05 02:40:00","","185150.32136415","450822.870557532","690498430","621993410","1000000","",
"26","방문판매업","08_26_02_P","4010000","2026401031723200006","2026-03-04","","01","영업/정상","01","정상영업","","","","","","","","경기도 시흥시 하중동 ***-* 윤영빌딩","경기도 시흥시 하중로 ***, 윤영빌딩 *층 (하중동)","14976","케이제이그라만코리아","2026-03-04 16:43:39","I","2026-03-06 00:20:02","","182716.887911945","432347.230913199","0","0","0","",
"27","방문판매업","08_26_02_P","3420000","2026342020723200003","2026-03-04","","01","영업/정상","01","정상영업","","","","","","","","대구광역시 동구 신암동 ***-*","대구광역시 동구 아양로 **, *층 ***호 (신암동)","41207","에스케이(SK)굿셀바이오","2026-03-04 09:25:25","I","2026-03-06 00:20:02","","345984.336004264","265792.049067762","0","0","0","",
"28","방문판매업","08_26_02_P","3640000","2026364018123200005","2026-03-04","","01","영업/정상","01","정상영업","","","","","","","","대전광역시 동구 삼성동 ***-*","대전광역시 동구 태전로***번길 **, *층 (삼성동)","34565","연세대전동부대리점","2026-03-04 16:45:35","I","2026-03-06 00:20:02","","237507.30801685","315482.115168493","0","0","0","",
"29","방문판매업","08_26_02_P","3310000","2026331011923200002","2026-03-04","","01","영업/정상","01","정상영업","","","","","051-637-8522","","","부산광역시 남구 문현동 ***-** 대우주택","부산광역시 남구 수영로**번나길 ** (문현동, 대우주택)","48418","황령대리점","2026-03-04 11:30:48","I","2026-03-06 00:20:02","","388854.176547637","184443.978799941","0","0","0","",
"30","방문판매업","08_26_02_P","5310000","2026531026823200002","2026-03-04","","01","영업/정상","01","정상영업","","","","","0557461726","","","경상남도 진주시 상봉동 ***-*","경상남도 진주시 진주성로***번길 ** (상봉동)","52729","연세우유진주대리점","2026-03-04 15:14:47","I","2026-03-06 00:20:02","","297834.021804675","190206.545294406","0","0","0","",
"31","방문판매업","08_26_02_P","4641000","2026465100623200003","2026-03-04","","01","영업/정상","01","정상영업","","","","","","","","전북특별자치도 전주시 완산구 평화동*가 ***-* 하나빌딩","전북특별자치도 전주시 완산구 평화**길 **, 하나빌딩 ***호 (평화동*가)","55122","마켓 더홀","2026-03-04 15:15:00","I","2026-03-06 00:20:02","","211982.480116798","254971.938941989","0","0","0","",
"32","방문판매업","08_26_02_P","3120000","2026312021923200001","2026-03-04","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 서대문구 홍은동 ***-**","서울특별시 서대문구 모래내로 ***-*, 지층 (홍은동)","03658","그라만&베르마스타","2026-03-04 17:20:27","I","2026-03-06 00:20:02","","194257.693128485","453215.522072057","0","0","0","",
"33","방문판매업","08_26_02_P","3650000","2026365014723200002","2026-03-04","","01","영업/정상","01","정상영업","","","","","042 - 581 - 5226","","","대전광역시 중구 태평동 ***-**","대전광역시 중구 수침로**번길 **, *층 (태평동)","34893","라파의료기","2026-03-04 16:47:08","I","2026-03-06 00:20:02","","235641.799458448","313937.594912074","0","0","0","",
"34","방문판매업","08_26_02_P","3680000","2026368022223200003","2024-11-03","","01","영업/정상","01","정상영업","","","","2025-05-20","","","","대전광역시 대덕구 비래동 ***-* 비래프라자","대전광역시 대덕구 비래서로 **, 비래프라자 *층 (비래동)","34418","욜로베스트샵","2026-03-04 14:43:53","I","2026-03-06 00:20:02","","240289.982608979","317155.375842864","0","0","0","",
"35","방문판매업","08_26_02_P","3370000","2026337015023200004","2026-03-04","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 연제구 연산동 ***-**","부산광역시 연제구 고분로***번길 * (연산동)","47570","프리미엄우유","2026-03-04 11:08:09","I","2026-03-06 00:20:02","","392065.333833573","189232.506780008","0","0","0","",
"36","방문판매업","08_26_02_P","3740000","2026375003223200004","2026-03-04","","01","영업/정상","01","정상영업","","","","","031-241-8088","","","경기도 수원시 장안구 영화동 ***-* 동성영화타운","경기도 수원시 장안구 정조로 ***, ***호 (영화동)","16271","주식회사 만만","2026-03-04 14:09:21","I","2026-03-06 00:20:02","","200985.759458979","421034.427622307","10000000","0","10000000","",
"37","방문판매업","08_26_02_P","3740000","2026376003423200002","2023-06-13","","01","영업/정상","01","정상영업","","","","","","","","경기도 수원시 권선구 오목천동 ***-*","경기도 수원시 권선구 삼천병마로****번길 **-*, *층 (오목천동)","16634","가온&리빙라이프","2026-03-04 14:51:21","I","2026-03-06 00:20:02","","196665.252682584","415852.539899677","0","0","0","",
"38","방문판매업","08_26_02_P","4140000","2026414015223200001","2024-10-15","","01","영업/정상","01","정상영업","","","","","070-7798-1263","","","경기도 연천군 전곡읍 전곡리 ***-*","경기도 연천군 전곡읍 전곡로 ***, *층","11038","멀티샵","2026-03-04 10:10:15","I","2026-03-06 00:20:02","","206026.390214527","502304.105859825","0","0","0","",
"39","방문판매업","08_26_02_P","3350000","2015335010023200001","2008-02-05","","01","영업/정상","01","정상영업","","","","","051-501-1111","","","","부산광역시 금정구 금강로***번길 **-*, *층 (장전동, 가온누리빌)","46287","주식회사 유케이","2026-03-04 10:11:57","U","2026-03-06 02:40:00","","389705.889935956","194737.231927162","200000000","0","200000000","",
"40","방문판매업","08_26_02_P","5310000","2015531020523200003","2015-02-09","","01","영업/정상","01","정상영업","","","","","055-747-0540","","","경상남도 진주시 평거동 ****","경상남도 진주시 새들말로**번길 *-**, *층 서편 (평거동)","52703","윤선생영어교실진주평거대리점","2026-03-04 15:02:40","U","2026-03-06 02:40:00","","296686.832875327","185993.137073707","0","0","0","",
"41","방문판매업","08_26_02_P","4010000","2026401031723200005","2026-02-12","","01","영업/정상","01","정상영업","","","","","","","","경기도 시흥시 정왕동 ****-* 정일빌딩","경기도 시흥시 마유로 ***, 정일빌딩 *층 (정왕동)","15066","하이리(SJ)","2026-03-04 16:36:00","U","2026-03-06 02:40:00","","176505.067909969","427110.087035623","0","0","0","",
"42","방문판매업","08_26_02_P","6510000","2000651001923200003","2000-02-29","","03","폐업","03","폐업처리","2026-03-04","","","","064-723-6080","","","제주특별자치도 제주시 이도이동 ****번지 **호","제주특별자치도 제주시 동광로 ** (이도이동)","63213","기아자동차삼다대리점","2026-03-04 14:38:43","U","2026-03-06 02:40:00","","156612.434782461","785.861159161249","0","0","0","",
"43","방문판매업","08_26_02_P","5020000","2023502045923200017","2023-04-27","","03","폐업","03","폐업처리","2026-03-03","","","","","","","경상북도 포항시 북구 상원동 ***-**","경상북도 포항시 북구 중앙로 *** (상원동)","37736","뉴랜드알로에 포항중앙지사","2026-03-04 13:25:06","U","2026-03-06 02:40:00","","413194.398588212","284668.859977184","0","0","0","",
"44","방문판매업","08_26_02_P","4020000","2025402025623200003","2025-05-22","","03","폐업","03","폐업처리","2026-03-04","","","","","","","경기도 군포시 산본동 ****-** 군포상가","경기도 군포시 산본로***번길 **, 군포상가 *층 (산본동)","15865","탑셀바이오헬스","2026-03-04 11:07:03","U","2026-03-06 02:40:00","","193967.702489414","428537.854722997","0","0","0","",
"45","방문판매업","08_26_02_P","3130000","2025313027823200006","2025-02-21","","03","폐업","03","폐업처리","2026-02-24","","","","","","","서울특별시 마포구 공덕동 *** 한국사회복지회관 르네상스타워","서울특별시 마포구 만리재로 **, 한국사회복지회관 르네상스타워 ****호 (공덕동)","04195","주식회사 풀리오서비스케어","2026-03-04 12:55:31","U","2026-03-06 02:40:00","","195766.588069694","449083.306922623","0","0","0","",
"46","방문판매업","08_26_02_P","5600000","2017560013423200008","2017-07-06","","01","영업/정상","01","정상영업","","","","","031-543-0548","","","경기도 포천시 소흘읍 무봉리 **-*","경기도 포천시 소흘읍 소흘로 ***, *호","11183","남양유업송우가정대리점","2026-03-04 14:47:46","U","2026-03-06 02:40:00","","212590.021214456","478928.653694835","0","0","0","",
"47","방문판매업","08_26_02_P","3130000","2026313027823200003","2026-03-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 성산동 ***-*","서울특별시 마포구 월드컵북로 **, *층 (성산동)","03978","현대성산판매대리점","2026-03-05 14:23:42","I","2026-03-07 00:20:02","","192540.770307134","450928.711646683","0","0","0","",
"48","방문판매업","08_26_02_P","5130000","2026513018023200005","2020-05-14","","01","영업/정상","01","정상영업","","","","","080-752-6023","","","경상북도 경산시 중산동 *** 중산 하늘채 더퍼스트","경상북도 경산시 경산로 ***, ***동 **호 (중산동, 중산 하늘채 더퍼스트)","38658","주식회사 비채라이프","2026-03-05 17:22:42","I","2026-03-07 00:20:02","","355715.901012788","260669.819457523","328882144","331102720","200000000","",
"49","방문판매업","08_26_02_P","3630000","2026363034423200003","2026-03-05","","01","영업/정상","01","정상영업","","","","","","","","광주광역시 광산구 하남동 ***-*","광주광역시 광산구 하남산단*번로 **, ***호 (하남동)","62230","엠에스비즈솔루션","2026-03-05 11:42:37","I","2026-03-07 00:20:02","","181668.870646738","187618.117585484","0","0","0","",
"50","방문판매업","08_26_02_P","3560000","2026356028523200005","2025-02-13","","01","영업/정상","01","정상영업","","","","","","","","인천광역시 서구 검암동 ***-*","인천광역시 서구 승학로 ***, *층 ***호 (검암동)","22695","스타멀티샵","2026-03-05 13:57:22","I","2026-03-07 00:20:02","","171049.198468289","451406.455512144","0","0","0","",
"51","방문판매업","08_26_02_P","4390000","2026439025923200002","2026-03-05","","01","영업/정상","01","정상영업","","","","","","","","충청북도 충주시 봉방동 *-**","충청북도 충주시 무학*길 ** (봉방동)","27405","주식회사 하이퍼텔레콤","2026-03-05 17:54:03","I","2026-03-07 00:20:02","","282457.495989774","386303.663336338","300000000","0","300000000","",
"52","방문판매업","08_26_02_P","4490000","2026565003223200001","2013-03-13","","01","영업/정상","01","정상영업","","","","2023-09-04","041-840-4848","","","충청남도 천안시 동남구 병천면 송정리 ***-* 위즈덤센터","충청남도 천안시 동남구 병천면 매봉로 ***-**, 위즈덤센터","31257","(주) 유니베라","2026-03-05 15:52:36","I","2026-03-07 00:20:02","","228757.175610382","359259.901179429","101734924000","66254901000","1550000000","",
"53","방문판매업","08_26_02_P","5670000","2026567056623200003","2026-03-05","","01","영업/정상","01","정상영업","","","","","","","","경상남도 창원시 의창구 중동 ***-*","경상남도 창원시 의창구 원이대로**번길 ** (중동)","51380","바리깡","2026-03-05 16:09:27","I","2026-03-07 00:20:02","","348258.635209662","196809.602069884","0","0","0","",
"54","방문판매업","08_26_02_P","5670000","2026567057023200003","2021-12-14","","01","영업/정상","01","정상영업","","","","","","","","경상남도 창원시 마산합포구 신포동*가 **","경상남도 창원시 마산합포구 동서동*길 **, *, *층 (신포동*가)","51720","아마란스","2026-03-05 09:12:59","I","2026-03-07 00:20:02","","343231.608940761","190372.088519218","0","0","0","",
"55","방문판매업","08_26_02_P","3660000","2026366021523200003","2026-03-05","","01","영업/정상","01","정상영업","","","","","","","","대전광역시 서구 괴정동 *-*","대전광역시 서구 계룡로 ***, ***호 (괴정동)","35268","주식회사 리액트바이오","2026-03-05 17:36:08","I","2026-03-07 00:20:02","","234427.306177525","315813.975949593","100000000","0","100000000","",
"56","방문판매업","08_26_02_P","3990000","2026399051223200005","2026-02-26","","01","영업/정상","01","정상영업","","","","","0315573053","","","경기도 남양주시 평내동 *** 리치플러스","경기도 남양주시 경춘로****번길 **, 리치플러스 *층 ***호 (평내동)","12219","행복헬스케어","2026-03-05 11:04:57","I","2026-03-07 00:20:02","","221393.884080245","460915.917819003","0","0","0","",
"57","방문판매업","08_26_02_P","4000000","2026400025123200002","2026-03-05","","01","영업/정상","01","정상영업","","","","","","","","경기도 오산시 원동 ***-** 원동G MATE","경기도 오산시 오산로***번길 *, 원동G MATE *층 ***호 (원동)","18143","리빙&가빈 홀쇼핑","2026-03-05 16:22:56","I","2026-03-07 00:20:02","","206113.512645404","404407.978330291","0","0","0","",
"58","방문판매업","08_26_02_P","4840000","2026484025823200001","2025-12-08","","01","영업/정상","01","정상영업","","","","","","","","전라남도 여수시 충무동 *** 한국투자증권","전라남도 여수시 중앙로 **, 한국투자증권 *층 (충무동)","59732","웰빙플러스","2026-03-05 09:15:24","I","2026-03-07 00:20:02","","266927.923513148","138237.383285567","0","0","0","",
"59","방문판매업","08_26_02_P","3350000","2023335013523200008","2022-11-07","","03","폐업","03","폐업처리","2026-03-05","","","",".051-852-6358","","","부산광역시 금정구 부곡동 **-* 플러스하이빌","부산광역시 금정구 부곡온천천로 ***, 플러스하이빌 *층 ***호 (부곡동)","46274","맑고푸름","2026-03-05 18:30:29","U","2026-03-07 02:40:00","","390253.670587968","195727.035504105","0","0","0","",
"60","방문판매업","08_26_02_P","6510000","2017651014623200020","2017-10-26","","01","영업/정상","01","정상영업","","","","","064-752-0166","","","제주특별자치도 제주시 도련일동 ****","제주특별자치도 제주시 연삼로 ***, ***호 (도련일동)","63325","주식회사 이레오토모빌","2026-03-05 09:18:07","U","2026-03-07 02:40:00","","","","3000000","0","3000000","",
"61","방문판매업","08_26_02_P","3440000","2024344012423200003","2024-06-10","","03","폐업","03","폐업처리","2026-03-06","","","","","","","대구광역시 남구 대명동 ***-*","대구광역시 남구 두류공원로 *, *층 (대명동)","42474","국민생활건강","2026-03-05 13:59:12","U","2026-03-07 02:40:00","","342264.678454327","261083.862283409","0","0","0","",
"62","방문판매업","08_26_02_P","3640000","2026364018123200001","2026-01-26","","01","영업/정상","01","정상영업","","","","","042-622-3990","","","대전광역시 동구 성남동 **-*","대전광역시 동구 계족로 ***, *층 (성남동)","34589","나누리&주민상사","2026-03-05 15:26:45","U","2026-03-07 02:40:00","","239030.463562681","315786.519741288","0","0","0","",
"63","방문판매업","08_26_02_P","5060000","2024506030723200002","2024-03-11","","03","폐업","03","폐업처리","2026-03-05","","","","","","","경상북도 김천시 율곡동 **","경상북도 김천시 해오름*로*길 ** (율곡동)","39660","리뉴패밀리","2026-03-05 13:48:09","U","2026-03-07 02:40:00","","305851.018721111","291810.40396536","0","0","0","",
"64","방문판매업","08_26_02_P","4820000","2024482033723200003","2024-02-29","","01","영업/정상","01","정상영업","","","","","061-721-3386","","","전라남도 순천시 풍덕동 ****-* 홈마트","전라남도 순천시 장평로 **, 홈마트 (풍덕동)","57961","위너스","2026-03-05 13:41:55","U","2026-03-07 02:40:00","","245083.112062556","160689.894523361","0","0","0","",
"65","방문판매업","08_26_02_P","4900000","2025490010223200003","2023-04-12","","03","폐업","03","폐업처리","2026-03-05","2026-02-25","2026-04-25","","","","","전라남도 화순군 화순읍 만연리 ***-*","전라남도 화순군 화순읍 중앙로 **-*, *층층","58117","숲에서","2026-03-05 13:28:23","U","2026-03-07 02:40:00","","199188.193504908","173535.520448439","0","0","0","",
"66","방문판매업","08_26_02_P","3350000","2022335013523200014","2020-12-24","","03","폐업","03","폐업처리","2026-03-05","","","","","","","부산광역시 금정구 회동동 ***-**","부산광역시 금정구 개좌로 ***, *층 (회동동)","46259","홈쇼핑사업부","2026-03-05 18:42:12","U","2026-03-07 02:40:00","","392998.269258691","194143.110142569","0","0","0","",
"67","방문판매업","08_26_02_P","3170000","2025317025723200013","2025-04-22","","01","영업/정상","01","정상영업","","","","","02-867-7223","","","서울특별시 금천구 가산동 ***-* 케이씨씨 웰츠밸리","서울특별시 금천구 가산디지털*로 ***, 케이씨씨 웰츠밸리 ***호 (가산동)","08501","주식회사 엠엔네트웍스","2026-03-05 09:51:13","U","2026-03-07 02:40:00","","189282.557380259","442417.955057116","95772648","8021440","50000000","",
"68","방문판매업","08_26_02_P","4510000","2018451016423200002","2011-01-06","","03","폐업","03","폐업처리","2026-03-05","","","","041-935-2556","","","충청남도 보령시 대천동 ***번지 *호","충청남도 보령시 구시*길 **-** (대천동)","33449","에치와이 보령점","2026-03-05 13:39:36","U","2026-03-07 02:40:00","","163092.599473729","316596.647251841","0","0","0","",
"69","방문판매업","08_26_02_P","3150000","2018315018623200014","2018-11-26","","01","영업/정상","01","정상영업","","","","","02-3663-5130","","","서울특별시 강서구 화곡동 ****-*","서울특별시 강서구 강서로 ***, ***호 (화곡동)","07705","마임등촌동부대리점","2026-03-05 10:17:12","U","2026-03-07 02:40:00","","185438.341330245","449492.230136079","0","0","0","",
"70","방문판매업","08_26_02_P","4490000","2022565003223200008","2022-05-31","","03","폐업","03","폐업처리","2026-02-20","","","","","","","충청남도 천안시 동남구 신방동 ****","충청남도 천안시 동남구 통정*로 *-**, ***호 (신방동)","31205","힐스템 건강 천안신방점","2026-03-05 15:04:21","U","2026-03-07 02:40:00","","211975.56658509","363582.155333792","0","0","0","",
