사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,총면적,의료인수,입원실수,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,진료과목내용,진료과목내용명,의료기관종별명,관리주체,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,병상수,휴업시작일자,휴업종료일자,소재지전화번호
연세대학교 원주세브란스기독병원,종합병원,,283684.602363569,427758.377832632,2026-04-10 03:03:03,U,1,정상,80044.14,1877,221,2026-04-09 17:41:42,,1977-05-01,80044.14,,,,,,시도,197764200002000001,6530000,"강원특별자치도 원주시 일산로 20-0,  (일산동)층 (일산동)",,01,영업/정상,910,,,033-741-0114
강원대학교병원,종합병원,,265438.256393839,486072.554860519,2026-04-10 03:03:03,U,1,정상,75746.3,1040,193,2026-04-09 17:49:08,,1982-07-08,75746.3,,,,,의사,시도,198264200002000001,6530000,"강원특별자치도 춘천시 백령로 156, (효자동)층 (효자동)",,01,영업/정상,693,,,033-258-2000
강원특별자치도영월의료원,종합병원,,330027.341653817,410409.983715698,2026-04-10 03:03:03,U,1,정상,14267,150,65,2026-04-09 17:45:57,,1983-07-01,14267,,강원특별자치도 영월군 영월읍 영흥리 1072번지 0호 영월의료원 0호,,,,시도,198364200002000002,6530000,"강원특별자치도 영월군 영월읍 중앙1로 59-0, 영월의료원층 (영월의료원)",,01,영업/정상,209,,,033-370-9101
의료법인 동해동인병원,종합병원,,386215.362120528,449619.01724887,2026-04-10 03:03:03,U,1,정상,11981.9,98,87,2026-04-09 17:37:01,,1983-07-25,11981.9,,,,,,시도,198364200002000003,6530000,"강원특별자치도 동해시 하평로 26,  (평릉동)층 (평릉동)",,01,영업/정상,337,,,033-530-0114
강원특별자치도삼척의료원,종합병원,,,,2026-04-10 03:03:03,U,1,정상,27548.12,172,81,2026-04-09 17:36:51,,1983-07-01,27548.12,,강원특별자치도 삼척시 정상동  367번지 14호 강원특별자치도삼척의료원 14호,,,의사,시도,198364200002000005,6530000,"강원특별자치도 삼척시 오십천로 473-0, 강원특별자치도삼척의료원층 (정상동,강원특별자치도삼척의료원)",,01,영업/정상,237,,,033-572-1141
근로복지공단 동해병원,종합병원,,386254.528257327,449765.816314041,2026-04-10 03:03:03,U,1,정상,17470.16,201,74,2026-04-09 17:41:35,,1983-01-25,17470.16,,,,,,시도,198364200002000008,6530000,"강원특별자치도 동해시 하평로 11,  (평릉동)층 (평릉동)",,01,영업/정상,261,,,033-530-3100
한림대학교춘천성심병원,종합병원,,264995.790705309,487048.050495199,2026-04-10 03:03:03,U,1,정상,28462.8,740,90,2026-04-09 17:46:02,,1984-12-10,28462.8,,,,,,시도,198464200002000001,6530000,"강원특별자치도 춘천시 삭주로 77, 77층 (교동)",,01,영업/정상,439,,,033-240-5000
근로복지공단 정선병원,병원,,346855.588954997,432530.667942067,2026-04-10 03:03:03,U,1,정상,11177.66,72,51,2026-04-09 17:49:01,,1988-11-21,11177.66,,,,,,시도,198864200002000004,6530000,강원특별자치도 정선군 정선읍 봉양1길 145-0,,01,영업/정상,157,,,033-560-7110
상지대학교부속 한방병원,한방병원,,282684.722957517,430234.756275329,2026-04-10 03:03:03,U,1,정상,7121.38,40,26,2026-04-09 17:41:31,,1992-06-11,7121.38,,,,,,시도,199264200002000003,6530000,"강원특별자치도 원주시 상지대길 80-0,  (우산동)층 (우산동)",,01,영업/정상,100,,,033-732-2111
국군홍천병원,병원,,287765.119715851,478468.569046208,2026-04-10 03:03:03,U,1,정상,12523.1,76,30,2026-04-09 17:36:36,,1994-05-17,12523.1,,,,,,시도,199464200002000008,6530000,"강원특별자치도 홍천군 두촌면 아홉사리로 53, 53층",,01,영업/정상,104,,,033-460-3023
강릉아산병원,종합병원,,363580.205089049,481138.750877628,2026-04-10 03:03:03,U,1,정상,99390,1397,250,2026-04-09 17:41:26,,1996-07-30,99390,,,,,,시도,199664200002000001,6530000,"강원특별자치도 강릉시 사천면 방동길 38-0, 강릉아산병원층",,01,영업/정상,768,,,033-610-3114
의료법인 성지의료재단 성지병원,병원,,284484.959261583,427479.800413061,2026-04-10 03:03:03,U,1,정상,12131.44,152,103,2026-04-09 17:37:21,,2001-08-21,12131.44,,,,,,시도,200164200002000001,6530000,"강원특별자치도 원주시 원일로 22, 22층 (인동)",,01,영업/정상,306,,,033-760-3103
강원특별자치도재활병원,병원,,265108.905671972,489243.60633558,2026-04-10 03:03:03,U,1,정상,13423.37,70,47,2026-04-09 17:49:17,,2005-05-30,13423.37,,,,,,시도,200564200002000002,6530000,"강원특별자치도 춘천시 충열로142번길 24-16,  (우두동)층 (우두동)",,01,영업/정상,170,,,033-248-7700
(의)아나의료재단 강릉아나병원,정신병원,,367629.928350308,474812.329131094,2026-04-10 03:03:03,U,1,정상,3754.45,30,37,2026-04-09 17:36:46,,2005-07-04,3754.45,,,,,,시도,200564200002000003,6530000,"강원특별자치도 강릉시 용지로 129-0,  (옥천동)층 (옥천동)",,01,영업/정상,202,,,033-610-1100
춘천예현병원,정신병원,,254245.483818577,483370.766177782,2026-04-10 03:03:03,U,1,정상,4181.83,25,75,2026-04-09 17:36:40,,2007-02-21,4181.83,,,,,의사,시도,200764200002000001,6530000,"강원특별자치도 춘천시 서면 샛말길 122-11, 122층",,01,영업/정상,294,,,033-264-9885
서울 대효 요양병원,요양병원(일반요양병원),,206803.982133972,476795.590799812,2026-04-10 03:03:03,U,13,영업중,3553.52,29,36,2026-04-09 16:38:28,,2018-05-21,3553.52,,,102 104 106 110 120 301,"신경과, 외과, 신경외과, 산부인과, 재활의학과, 한방내과",요양병원(일반요양병원),시군구,PHMA220185590021021200001,5590000,"경기도 양주시 고읍남로 36, 골든스퀘어 3~6층 (광사동)",11492,01,영업/정상,199,,,031-894-1000
