영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,,그린헬스,2006-12-27,209300.779401502,455188.900131862,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2005-01-06 00:00:00,2005-01-06,,131-802,서울특별시 중랑구 망우동 ***-**,N,,3060000-134-2005-00011,,3060000,,,03,폐업,전자상거래(통신판매업),02-496-1350,,,
,,비와이유통,2024-09-26,204409.705567487,443065.549521654,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2024-09-26 10:17:46,2022-10-04,,135-505,서울특별시 강남구 도곡동 **-* 삼성래미안아파트,N,,3220000-134-2022-00756,,3220000,"서울특별시 강남구 남부순환로 ****, ***동 ****호 (도곡동, 삼성래미안아파트)",,03,폐업,전자상거래(통신판매업),,,,
,,유니베라여의도대리점,2025-03-04,,,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2025-03-04 10:56:48,2016-03-28,,150-895,서울특별시 영등포구 여의도동 ** 우정빌딩 ***-*호,N,,3180000-134-2016-00046,,3180000,"서울특별시 영등포구 여의대방로 ***, ***-*호 (여의도동, 우정빌딩)",07343,03,폐업,방문판매,,,,
,자가,초록마을 포일점,2021-07-20,,,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2021-07-20 09:07:57,2017-02-21,38.85,437-120,경기도 의왕시 포일동 ***-*** 스마일타워,N,,4030000-134-2017-00004,,4030000,"경기도 의왕시 안양판교로 **, ***호 (포일동, 스마일타워)",16001,03,폐업,영업장판매,,,,
,,에치와이 신교하,,174257.19743793,468576.297111999,2025-12-15 16:15:28,I,01,영업,0,,,,,,,,,2023-12-08 14:28:35,2023-07-31,,413-120,경기도 파주시 문발동 ***-* *층,N,,4060000-134-2023-00323,,4060000,"경기도 파주시 꽃창포길 **, *층 (문발동)",10884,01,영업/정상,방문판매,1577-3651,,,
,자가,또봄새봄,2025-12-16,202175.011113176,440963.759050916,2025-12-18 02:40:00,I,02,폐업,3,,,,,,,,,2025-12-16 09:10:51,2023-12-11,3.00,137-900,서울특별시 서초구 우면동 **-* 우면종합상가 ***호,N,,3210000-134-2023-00428,,3210000,"서울특별시 서초구 바우뫼로*길 *, 우면종합상가 ***호 (우면동)",06762,03,폐업,전자상거래(통신판매업),,,,
,,주식회사 디자인앤라이프스토리,2025-10-27,179310.262058675,446776.72323855,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2025-10-27 15:24:57,2021-05-13,,,경기도 부천시 오정구 삼정동 **-* 부천테크노파크쌍용*차 ***동 ***호 일부,N,,3860000-134-2021-00214,,3860000,"경기도 부천시 오정구 석천로 ***, 부천테크노파크쌍용*차 ***동 ***호 일부호 (삼정동)",14449,03,폐업,전자상거래(통신판매업),070-8616-0442,,,
,자가,지에스25운정휴아림점,,,,2025-12-15 16:15:28,I,01,영업,0,,,,,,,,,2025-05-30 09:07:55,2025-05-30,3.30,413-080,"경기도 파주시 다율동 **** 해오름마을 **단지 휴아림 ***,***,*** 일부호",N,,4060000-134-2025-00136,,4060000,"경기도 파주시 해올로 **, ***,***,*** 일부호 (다율동, 해오름마을 **단지 휴아림)",10865,01,영업/정상,영업장판매,,,,
,자가,리치몰,2023-10-19,206209.785491814,453542.109578958,2025-12-15 16:15:28,I,02,폐업,3.3,,,,,,,,,2023-10-19 09:03:08,2021-12-14,3.30,130-783,서울특별시 동대문구 휘경동 **-* 서울가든아파트,N,,3050000-134-2021-00238,,3050000,"서울특별시 동대문구 겸재로 **, ***호 (휘경동, 서울가든아파트)",02512,03,폐업,전자상거래(통신판매업),,,,
,자가,지에스25 뉴고덕자이점,,203979.376327265,394338.287003835,2025-12-15 16:15:28,I,01,영업,0,,,,,,,,,2025-05-27 10:55:58,2025-05-27,3.30,,경기도 평택시 고덕동 ****-* 고덕신도시자연앤자이,N,,3910029-134-2025-00052,,3910000,"경기도 평택시 고덕국제대로 ***, 상가동 *층 ***,***,***호 (고덕동, 고덕신도시자연앤자이)",18014,01,영업/정상,영업장판매,,,,
,,큐사랑헤어,2024-09-04,,,2025-12-15 16:15:28,I,02,폐업,0,0,0,0,,,,0,,2024-09-05 10:19:19,2023-10-20,,462-832,경기도 성남시 중원구 은행동 **** *층 일부,N,,3800000-134-2023-00106,,3780000,"경기도 성남시 중원구 은이로**번길 *, *층 일부호 (은행동)",13156,03,폐업,영업장판매,,,,
,,삼성SS바이오팜,2024-02-05,,,2025-12-15 16:15:28,I,02,폐업,0,0,0,0,,,,0,,2024-02-05 16:12:54,2021-09-13,.00,,경기도 광주시 능평동 ***-*,N,,5540000-134-2021-00226,,5540000,"경기도 광주시 능평로 ***, *층 (능평동)",12773,03,폐업,도매업(유통),,,,
,,잉글랜드,2023-10-27,,,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2023-10-27 10:28:10,2020-08-11,,139-873,"서울특별시 노원구 하계동 *** 현대아파트,우성아파트",N,,3100000-134-2020-00144,,3100000,"서울특별시 노원구 섬밭로 ***, ***동 ****호 (하계동, 현대아파트,우성아파트)",01780,03,폐업,전자상거래(통신판매업),,,,
,자가,라이프커머츠,2026-01-27,,,2026-01-28 21:43:40,I,02,폐업,0,,,,,,,,,2026-01-27 15:16:56,2025-04-03,3.30,413-200,경기도 파주시 야당동 **** ***-A***호 ***호,N,,4060000-134-2025-00078,,4060000,"경기도 파주시 경의로 ****, ***-A***호 (야당동)",10908,03,폐업,전자상거래(통신판매업),,,,
,자가,이글스,2021-11-24,,,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2021-11-24 17:49:20,2020-01-13,.00,131-873,서울특별시 중랑구 신내동 *** 신내*단지신내아파트,N,,3060000-134-2020-00009,,3060000,"서울특별시 중랑구 신내로 ***, ***동 **층 ****호 (신내동, 신내*단지신내아파트)",02026,03,폐업,방문판매,,,,
,,뉴랜드 올네이처 동해본부,,386905.025487716,448242.475062139,2025-12-15 16:15:28,I,01,영업,0,,,,,,,,,2018-09-17 13:52:59,2014-05-14,,,강원특별자치도 동해시 천곡동 ****-*,N,,4211000-134-2014-00014,,4211000,"강원특별자치도 동해시 동굴로 **, *층 (천곡동)",25775,01,영업/정상,방문판매,033-535-8850,,,
,,미건의료기 안암점,2005-03-10,202499.204851934,453314.387726581,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2004-10-07 00:00:00,2004-07-05,,130-824,서울특별시 동대문구 용두동 ***-* (*층),N,,3050000-134-2004-00196,,3050000,,,03,폐업,영업장판매,02-922-4750,,,
,,민약원,2010-03-15,265637.476202748,491672.783981891,2025-12-15 16:15:28,I,02,폐업,0,0,0,0,,,,0,,2009-09-11 10:58:55,2009-09-11,,,강원특별자치도 춘천시 신북읍 율문리 ***-*,N,,4181000-134-2009-00053,,4181000,,,03,폐업,영업장판매,033-255-9748,,,
,,이모론(imorgon),,208245.832354389,431944.448250146,2025-12-15 16:15:28,I,01,영업,0,,,,,,,,,2020-12-03 16:46:29,2020-12-03,,463-410,경기도 성남시 분당구 판교동 ***-*,N,,3810000-134-2020-00290,,3780000,"경기도 성남시 분당구 운중로***번길 *, *층 (판교동)",,01,영업/정상,전자상거래(통신판매업),070-7868-5359,,,
,,큐어,,211068.667734495,438115.072563583,2025-12-15 16:15:28,I,01,영업,0,0,0,0,,,,0,,2022-08-09 15:34:36,2022-08-09,,461-855,경기도 성남시 수정구 태평동 ****-** 한성홈타운 *층 일부(***-*),N,,3790000-134-2022-00135,,3780000,"경기도 성남시 수정구 모란로***번길 *, *(일부)층 (태평동, 한성홈타운)",13109,01,영업/정상,전자상거래(통신판매업),,,,
,,엔크레니,2024-11-14,175492.265605435,455055.396863467,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2024-11-14 10:04:47,2022-03-08,,415-755,경기도 김포시 풍무동 ***-* 유현마을신동아아파트 ***동 ***호,N,,4090000-134-2022-00117,,4090000,"경기도 김포시 유현로 **, ***동 ***호 (풍무동, 유현마을신동아아파트)",10120,03,폐업,전자상거래(통신판매업),,,,
,임대,올댓통상,2019-09-20,190858.649482406,440808.541334678,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2019-09-20 13:23:40,2018-05-01,16.00,153-813,서울특별시 금천구 독산동 ***-* 시티렉스,N,,3170000-134-2018-00052,,3170000,"서울특별시 금천구 시흥대로 ***, 시티렉스 *층 F***호 (독산동)",08584,03,폐업,전자상거래(통신판매업),070-7931-7529,,,
,임대,로아글로벌,2024-02-07,203125.055,446027.47,2025-12-15 16:15:28,I,02,폐업,3.3,,,,,,,,,2024-02-07 14:22:40,2023-01-17,3.30,135-821,서울특별시 강남구 논현동 ***-**,N,,3220000-134-2023-00036,,3220000,"서울특별시 강남구 언주로***길 *, 지상*층 ***호-A***호 (논현동)",06061,03,폐업,전자상거래(통신판매업),,,,
,,다음달도건강하게,2025-02-28,,,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2025-02-28 17:10:03,2023-01-04,,110-070,서울특별시 종로구 내수동 ** 광화문시대,N,,3000000-134-2023-00003,,3000000,"서울특별시 종로구 사직로*길 **, *층 ***호 (내수동, 광화문시대)",03173,03,폐업,전자상거래(통신판매업),,,,
,,다나아,2017-12-19,283221.754269091,425218.255922879,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2017-12-19 13:27:15,2014-10-21,,,강원특별자치도 원주시 명륜동 ***-* b**호,N,,4191000-134-2014-00072,,4191000,"강원특별자치도 원주시 남원로 ***-* (명륜동, 청구*차아파트상가 B**호)",26482,03,폐업,방문판매,,,,
,,김현희,2022-12-22,,,2025-12-15 16:15:28,I,02,폐업,0,0,0,0,,,,0,,2022-12-22 13:48:47,2020-02-07,,441-824,경기도 수원시 권선구 권선동 **** 권선종합상가 **호,N,,3740000-134-2020-00057,,3740000,"경기도 수원시 권선구 세권로***번길 **, *층 **호 (권선동, 권선종합상가)",16566,03,폐업,영업장판매,,,,
,,유사나헬스사이언스,,202324.523612319,418059.531977551,2025-12-15 16:15:28,I,01,영업,0,,,,,,,,,2024-12-18 10:25:01,2017-11-03,,442-834,경기도 수원시 팔달구 인계동 ****-**,N,,3740000-134-2017-00195,,3740000,"경기도 수원시 팔달구 권광로***번길 **, B동 ***호 (인계동)",16490,01,영업/정상,전자상거래(통신판매업),,,,
,자가,석천씨엔씨,,,,2025-12-15 16:15:28,I,01,영업,0,,,,,,,,,2022-09-05 09:57:12,2022-09-05,.00,448-130,경기도 용인시 수지구 상현동 *** 상현마을수지센트럴아이파크,N,,5640000-134-2022-00236,,4050000,"경기도 용인시 수지구 상현로 ***, ***동 ****호 (상현동, 상현마을수지센트럴아이파크)",16937,01,영업/정상,전자상거래(통신판매업),,,,상수도전용
,,필플러스,2009-11-27,264099.311169448,486536.709866083,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2005-04-21 00:00:00,2005-04-21,,,강원특별자치도 춘천시 조양동 **-*,N,,4181000-134-2005-00030,,4181000,,,03,폐업,영업장판매,033-255-3283,,,
,임대,월드종합라이쎈스,2011-03-03,193726.625721734,456288.484931977,2025-12-15 16:15:28,I,02,폐업,0,0,0,0,,,,0,,2010-12-28 14:50:54,2009-07-06,151.80,122-837,서울특별시 은평구 대조동 **-** (*층),N,,3110000-134-2009-00070,,3110000,,,03,폐업,다단계판매,,,,
,,(주)에이치에스티,2020-12-15,,,2026-03-10 23:03:05,I,02,폐업,0,,,,,,,,,2020-12-15 10:24:32,2020-06-17,,465-240,경기도 하남시 학암동 *** 스타필드시티 위례점,N,,4040000-134-2020-00104,,4040000,"경기도 하남시 위례대로 ***, 스타필드시티 위례점 이마트 트레이더스 (학암동)",13012,03,폐업,영업장판매,,,,
,,사랑맘 컴퍼니,2024-12-31,210568.019127574,448444.098057904,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2024-12-31 17:08:40,2019-04-08,,138-872,서울특별시 송파구 풍납동 **-**,N,,3230000-134-2019-00075,,3230000,"서울특별시 송파구 바람드리**길 **, *층 ***호 (풍납동)",05512,03,폐업,전자상거래(통신판매업),,,,
,,gs25장안수원천로점,,201936.874675584,421047.379154889,2025-12-15 16:15:28,I,01,영업,0,,,,,,,,,2025-05-30 09:53:56,2025-05-30,,440-814,경기도 수원시 장안구 연무동 ***-**,N,,3740000-134-2025-00202,,3740000,"경기도 수원시 장안구 수원천로***번길 **, *층 (연무동)",16221,01,영업/정상,영업장판매,,,,
,,(주)티에스마켓,2020-11-13,,,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2020-11-13 17:59:04,2019-06-25,,463-400,경기도 성남시 분당구 삼평동 ***,N,,3810000-134-2019-00076,,3780000,"경기도 성남시 분당구 판교역로 ***, *층 일부(***-*)호 (삼평동)",13494,03,폐업,전자상거래(통신판매업),070-7124-2327,,,
,자가,해심협동조합,,386232.313618028,450552.239421604,2025-12-15 16:15:28,I,01,영업,0,,,,,,,,,2021-11-05 15:39:31,2021-11-05,.75,,강원특별자치도 동해시 부곡동 ***-** 무릉체육관,N,,4211000-134-2021-00030,,4211000,"강원특별자치도 동해시 임항로 **, 지*층 (부곡동)",25735,01,영업/정상,기타(복합 등),033-534-0121,,,
,임대,주식회사 아이엠무역,,,,2025-12-15 16:15:28,I,01,영업,0,,,,,,,,,2025-09-04 15:09:51,2023-12-26,.00,411-838,경기도 고양시 일산서구 주엽동 *** 문촌마을**단지아파트,N,,3940000-134-2023-00843,,3940000,"경기도 고양시 일산서구 중앙로 ****, 상가동 ****(일부)호 (주엽동, 문촌마을**단지아파트)",10379,01,영업/정상,전자상거래(통신판매업),,,,
,,워터밀(Water Mill),2024-03-25,,,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2024-03-25 14:56:42,2022-07-15,,134-090,서울특별시 강동구 상일동 *** 고덕자이,N,,3240000-134-2022-00278,,3240000,"서울특별시 강동구 상일로 **, ***동 ****호 (상일동, 고덕자이)",05275,03,폐업,전자상거래(통신판매업),,,,
,,캐롯씨엠,2022-12-29,179920.835610085,444530.865512297,2025-12-15 16:15:28,I,02,폐업,0,0,0,0,,,,0,,2022-12-29 15:06:16,2020-08-25,,,경기도 부천시 원미구 중동 ****-* 신중동역 헤리움 메트로 ***호 내 B***호,N,,3860000-134-2020-00339,,3860000,"경기도 부천시 원미구 길주로 ***, 신중동역 헤리움 메트로 ***호 내 B***호 (중동)",14548,03,폐업,전자상거래(통신판매업),,,,
,자가,김효태(크림슨트리),2024-12-06,,,2025-12-15 16:15:28,I,02,폐업,9.9,,,,,,,,,2024-12-06 15:37:25,2019-06-27,9.90,135-539,서울특별시 강남구 수서동 *** 수서현대벤쳐빌,N,,3220000-134-2019-00256,,3220000,"서울특별시 강남구 밤고개로*길 **, 수서현대벤쳐빌 지상**층 ****호 (수서동)",06349,03,폐업,방문판매,02-3412-1701,,,
,자가,올굿즈컴퍼니,2021-04-09,205677.544997551,461643.551032918,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2021-04-09 16:11:39,2020-04-01,.00,139-816,서울특별시 노원구 상계동 ***-*,N,,3100000-134-2020-00050,,3100000,"서울특별시 노원구 상계로*길 *, 지하*층 Q-***호 (상계동)",01692,03,폐업,전자상거래(통신판매업),,,,
,,점핑힐링다이어트,,,,2025-12-15 16:15:28,I,01,영업,0,,,,,,,,,2020-07-01 15:08:02,2018-10-18,,442-150,경기도 수원시 팔달구 화서동 *** 화서위브하늘채 ***동 ***호,N,,3740000-134-2018-00249,,3740000,"경기도 수원시 팔달구 수성로***번길 **, ***동 지하*층 ***호 (화서동, 화서위브하늘채)",16433,01,영업/정상,영업장판매,,,,
,자가,CU수지진산점,,,,2025-12-15 16:15:28,I,01,영업,0,0,0,0,,,,0,,2025-07-10 14:08:29,2025-07-09,3.30,448-130,경기도 용인시 수지구 상현동 ** 성원상떼빌아파트 상가*동,N,,5640000-134-2025-00120,,4050000,"경기도 용인시 수지구 진산로 **, 성원상떼빌아파트 상가*동 지하*층 B**호, B**호 일부호 (상현동)",16925,01,영업/정상,영업장판매,,,,
,,율리하우스,2025-07-18,192356.67975701,455709.122287834,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2025-07-18 11:16:50,2024-11-25,,122-901,서울특별시 은평구 역촌동 **-**,N,,3110000-134-2024-00158,,3110000,"서울특별시 은평구 연서로*가길 **-*, B동 **호 (역촌동)",03418,03,폐업,전자상거래(통신판매업),,,,
,자가,미래유통,2017-06-27,209275.785,444251.725,2025-12-15 16:15:28,I,02,폐업,0,0,0,0,,,0,0,,2017-06-30 15:11:15,2004-06-29,165.00,138-846,서울특별시 송파구 석촌동 ***-* 서원빌딩 *층,N,,3230000-134-2004-00356,0,3230000,"서울특별시 송파구 가락로 ** (석촌동,서원빌딩 *층)",05696,03,폐업,방문판매,02-417-6255,,,
,자가,(주)오즈코스메틱,2005-12-29,201459.531458531,445819.625887328,2025-12-15 16:15:28,I,02,폐업,0,0,0,0,,,0,0,,2005-03-28 00:00:00,2005-03-28,520.52,137-903,"서울특별시 서초구 잠원동 **-* 자무빌딩 *,*층",N,,3210000-134-2005-00085,0,3210000,,,03,폐업,방문판매,02-522-1771,,,
,,망고플레이,2023-03-14,192961.57153451,449715.774393245,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2023-03-14 09:13:19,2021-10-29,,121-895,서울특별시 마포구 서교동 ***-** *층,N,,3130000-134-2021-00315,,3130000,"서울특별시 마포구 어울마당로 **-*, *층 (서교동)",04049,03,폐업,전자상거래(통신판매업),,,,
,임대,마임 구리수택지사,2016-04-29,212000.924829431,455180.452834374,2025-12-15 16:15:28,I,02,폐업,112,,,,,,,,,2010-06-29 14:21:06,2010-06-29,112.00,471-815,경기도 구리시 수택동 ***-** *층,N,,3980000-134-2010-00036,,3980000,"경기도 구리시 체육관로 ***-** (수택동,*층)",11927,03,폐업,방문판매,031-555-0084,,,
,임대,홍선희산부인과,2018-12-13,203961.372145997,479628.39769461,2025-12-15 16:15:28,I,02,폐업,0,0,0,1,,,,0,,2018-12-13 11:43:35,2004-06-17,129.00,482-050,경기도 양주시 덕계동 ***-* 외*필지,N,,5590000-134-2004-00014,,5590000,"경기도 양주시 평화로****번길 *-* (덕계동,외*필지)",11443,03,폐업,영업장판매,031-861-7582,,,
,임대,에스,2010-01-27,195885.48299881,447527.947894781,2025-12-15 16:15:28,I,02,폐업,0,2,1,1,,,5000000,0,,2006-10-30 00:00:00,2006-10-30,76.50,140-909,서울특별시 용산구 이촌동 ***-* 지층,N,,3020000-134-2006-00062,0,3020000,,,03,폐업,방문판매,02-711-4392,,,
,자가,셀라케어,2018-10-15,205845.640820199,448878.432163797,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2018-10-15 15:30:47,2011-08-16,.00,143-917,서울특별시 광진구 화양동 **-**,N,,3040000-134-2011-00093,,3040000,서울특별시 광진구 아차산로**길 ** (화양동),05019,03,폐업,통신판매,,,,
,,고래는 배부르다,2025-06-10,172182.734363653,461502.231964669,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2025-06-10 09:10:16,2022-09-06,,415-050,경기도 김포시 운양동 ****-* ***호,N,,4090000-134-2022-00426,,4090000,"경기도 김포시 김포한강**로 ***, ***호 (운양동)",10073,03,폐업,전자상거래(통신판매업),,,,
,자가,에이치쓰리스타일,2017-12-01,190776.468544178,442370.143700207,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2017-12-01 15:19:16,2012-08-27,.00,152-848,서울특별시 구로구 구로동 ***-* 코오롱디지털타워빌란트 ***호,N,,3160000-134-2012-00127,,3160000,"서울특별시 구로구 디지털로**길 **, *층 ***호 (구로동, 코오롱디지털타워빌란트)",08390,03,폐업,통신판매,070-8146-7516,,,
,자가,허브영양클럽,2013-10-24,,,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2011-11-04 17:44:20,2010-06-17,13.00,411-848,경기도 고양시 일산서구 주엽동 ** 강선마을 *단지 동신A상가동 ***호,N,,3940000-134-2010-00156,,3940000,"경기도 고양시 일산서구 대산로 **, 강선마을 *단지 동신A상가동 ***호 (주엽동)",10361,03,폐업,영업장판매,031-917-4049,,,
,,기성유통,2022-12-02,,,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2022-12-02 13:51:35,2020-05-25,,412-816,경기도 고양시 덕양구 토당동 *** 내안애양우아파트,N,,3940000-134-2020-00274,,3940000,"경기도 고양시 덕양구 토당로 ***-**, ***동 ****호 (토당동, 내안애양우아파트)",10506,03,폐업,전자상거래(통신판매업),,,,
,,주식회사 클럽다우앤트래블,,194046.732973033,456082.750373699,2025-12-15 16:15:28,I,01,영업,0,,,,,,,,,2024-12-05 11:33:35,2024-12-05,,122-824,서울특별시 은평구 녹번동 **-* 대일빌딩,N,,3110000-134-2024-00163,,3110000,"서울특별시 은평구 통일로 ***, 대일빌딩 *층 (녹번동)",03370,01,영업/정상,전자상거래(통신판매업),02-356-7178,,,
,자가,이니스프리 후곡점,2015-12-30,,,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2014-04-08 16:15:14,2014-04-08,3.30,411-827,경기도 고양시 일산서구 일산동 **** 눈높이일산센터 *층일부호,N,,3940000-134-2014-00111,,3940000,"경기도 고양시 일산서구 일산로 ***, *층 일부호 (일산동, 눈높이일산센터)",,03,폐업,영업장판매,031-919-0424,,,
,자가,신토불이,2009-07-03,204921.290258331,397839.052888548,2025-12-15 16:15:28,I,02,폐업,0,0,0,0,,,,0,,2004-12-06 00:00:00,2004-12-06,98.90,459-821,경기도 평택시 신장동 ***-*,N,,3910029-134-2004-00222,,3910000,,,03,폐업,영업장판매,031-663-9600,,,상수도전용
,임대,세븐일레븐고덕유진점,2017-09-08,203486.398050055,396908.862456131,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2017-09-08 14:12:38,2013-04-01,.00,451-842,경기도 평택시 고덕면 당현리 ***-*,N,,3910029-134-2013-00014,,3910000,경기도 평택시 고덕면 안재홍로 ***,17789,03,폐업,영업장판매,031-666-3202,,,상수도전용
,,씽킹빅,2006-12-22,206878.851530805,451690.578259804,2025-12-15 16:15:28,I,02,폐업,0,,,,,,,,,2004-09-07 00:00:00,2004-09-07,,143-901,서울특별시 광진구 중곡동 ***-* 현지오피스텔***호,N,,3040000-134-2004-00265,,3040000,,,03,폐업,다단계판매,,,,
