자동환기여부,건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,편의시설여부,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상구여부,비상계단여부,기존게임업외업종명,제작취급품목내용,시설면적,소방시설여부,지상층수,청소년실수,청소년실여부,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,조명시설유무,조명시설조도,관리번호,개방자치단체코드,통로너비,제공게임물명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,방음시설여부,음향시설여부,특수조명여부,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총게임기수,총층수,지하층수,비디오재생기명
,,(주)에스디엔,2000-04-24,197279.328436862,451765.426505347,유통관련업,비디오물시청제공업,,2026-05-01 22:38:40,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1996-01-20,100-120,서울특별시 중구 정동 22-0,,,CDFF1242031996000001,3010000,,,,서울특별시 중구 정동길 3  (정동),,03,폐업,,,,,,,,,0,0,
,,동이,1999-10-19,200841.727108932,451055.566373203,유통관련업,비디오물시청제공업,,2026-05-01 22:38:40,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1996-08-07,100-833,서울특별시 중구 신당동 397-1,,,CDFF1242031996000005,3010000,,,,서울특별시 중구 청구로 111  (신당동),,03,폐업,,,,,,,,,,,
,,영화마을명동점,2000-11-02,,,유통관련업,비디오물시청제공업,,2026-05-01 22:38:41,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1996-10-21,100-011,서울특별시 중구 충무로1가 50-10 회현상가 라열동 8호호,,,CDFF1242031996000008,3010000,,,,,,03,폐업,,,,,,,,,,,
,,경제비디오총판,1999-10-13,,,유통관련업,비디오물시청제공업,,2026-05-01 22:38:41,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1997-04-12,100-868,서울특별시 중구 황학동 162 삼일아파트 13동 108호,,,CDFF1242031997000003,3010000,,,,,,03,폐업,,,,,,,,,,,
,,비디오뱅크,2000-01-31,201847.162247969,451125.064952663,유통관련업,비디오물시청제공업,,2026-05-01 22:38:41,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1997-09-20,100-450,서울특별시 중구 신당동 80-35,,,CDFF1242031997000008,3010000,,,,서울특별시 중구 퇴계로90길 66  (신당동),,03,폐업,,,,,,,,,,,
,,(주)넥스토아,2001-02-14,197620.676444642,450361.506112161,유통관련업,비디오물시청제공업,,2026-05-01 22:38:41,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1997-10-08,100-802,서울특별시 중구 남대문로5가 541-0 대우빌딩 3층 301호,,,CDFF1242031997000009,3010000,,,,"서울특별시 중구 한강대로 416  (남대문로5가,대우빌딩 3층 301호)",,03,폐업,,,,,,,,,0,0,
,,동양마트(주)충무로점,2000-11-29,199352.432492448,451134.701403015,유통관련업,비디오물시청제공업,,2026-05-01 22:38:42,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1997-12-10,100-013,서울특별시 중구 충무로3가 35-3,,,CDFF1242031997000012,3010000,,,,서울특별시 중구 충무로2길 6  (충무로3가),,03,폐업,,,,,,,,,,,
,,한국비디오유통,1999-11-24,,,유통관련업,비디오물시청제공업,,2026-05-01 22:38:42,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1998-11-20,100-871,서울특별시 중구 황학동 2277,,,CDFF1242031998000007,3010000,,,,,,03,폐업,,,,,,,,,,,
,,시네마천국,1999-10-06,201689.674640486,450844.022879929,유통관련업,비디오물시청제공업,,2026-05-01 22:38:42,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1998-12-11,100-815,서울특별시 중구 신당동 41-56,,,CDFF1242031998000009,3010000,,,,서울특별시 중구 다산로36길 105  (신당동),,03,폐업,,,,,,,,,,,
,,(주)두산동아,2001-04-24,200703.625559248,451836.458256618,유통관련업,비디오물시청제공업,,2026-05-01 22:38:42,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1999-02-10,100-851,서울특별시 중구 을지로6가 18-12,,,CDFF1242031999000002,3010000,,,,서울특별시 중구 장충단로 275  (을지로6가),,03,폐업,,,,,,,,,0,0,
,,엠마트,2001-01-27,200096.300426302,451282.16532931,유통관련업,비디오물시청제공업,,2026-05-01 22:38:43,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1999-02-23,100-310,서울특별시 중구 오장동 206-5,,,CDFF1242031999000004,3010000,,,,서울특별시 중구 퇴계로51길 16  (오장동),,03,폐업,,,,,,,,,,,
,,트윈비디오,1999-11-03,201143.417111499,450593.662627536,유통관련업,비디오물시청제공업,,2026-05-01 22:38:43,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1999-03-16,100-826,서울특별시 중구 신당동 333-60,,,CDFF1242031999000006,3010000,,,,서울특별시 중구 다산로24길 22  (신당동),,03,폐업,,,,,,,,,0,0,
,,영화볼까그래,2001-04-02,,,유통관련업,비디오물시청제공업,,2026-05-01 22:38:43,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1999-04-01,100-372,서울특별시 중구 만리동2가 117-14,,,CDFF1242031999000008,3010000,,,,서울특별시 중구 손기정로 102  (만리동2가),,03,폐업,,,,,,,,,0,0,
,,보고또보고,2000-03-31,201249.742950595,450404.317089218,유통관련업,비디오물시청제공업,,2026-05-01 22:38:43,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1999-07-22,100-826,서울특별시 중구 신당동 333-213,,,CDFF1242031999000010,3010000,,,,서울특별시 중구 청구로1길 88  (신당동),,03,폐업,,,,,,,,,0,0,
,,(주)매지넷,2003-11-17,200559.197986528,451090.184250529,유통관련업,비디오물시청제공업,N,2026-05-01 22:38:43,I,03,폐업,,,,,,N,,,,,2003-12-17 11:17:08,,1999-08-23,100-391,서울특별시 중구 장충동1가 33-12,,,CDFF1242031999000013,3010000,,,,서울특별시 중구 장충단로8길 11  (장충동1가),,03,폐업,,,,,,,,,,,
,,(주)LG25시 소공점,2000-11-03,198248.358043017,451273.786693107,유통관련업,비디오물시청제공업,,2026-05-01 22:38:43,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1999-08-27,100-070,서울특별시 중구 소공동 24-0 삼진빌딩1층,,,CDFF1242031999000015,3010000,,,,"서울특별시 중구 남대문로7길 11-4  (소공동,삼진빌딩1층)",,03,폐업,,,,,,,,,0,0,
,,한국비디오유통,2000-12-13,,,유통관련업,비디오물시청제공업,,2026-05-01 22:38:43,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1999-12-07,100-871,서울특별시 중구 황학동 2277-0 삼일아파트21동 108-115,,,CDFF1242031999000019,3010000,,,,,,03,폐업,,,,,,,,,0,0,
,,씨네마천국,2003-01-21,196864.942838297,450649.69804319,유통관련업,비디오물시청제공업,,2026-05-01 22:38:43,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,2000-01-18,100-859,서울특별시 중구 중림동 200-0 삼성아파트상가2동104호,,,CDFF1242032000000002,3010000,,,,"서울특별시 중구 중림로 10  (중림동,삼성아파트상가2동104호)",,03,폐업,,,,,,,,,0,0,
,,경우통신사무기,2001-06-05,,,유통관련업,비디오물시청제공업,,2026-05-01 22:38:44,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,2000-03-25,100-196,서울특별시 중구 을지로6가 473-1 지하상가,,,CDFF1242032000000009,3010000,,,,,,03,폐업,,,,,,,,,0,0,
,,비디오,2001-03-19,201835.01977447,451205.536111604,유통관련업,비디오물시청제공업,,2026-05-01 22:38:44,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,2000-04-04,100-819,서울특별시 중구 신당동 156-12,,,CDFF1242032000000011,3010000,,,,서울특별시 중구 퇴계로90길 50  (신당동),,03,폐업,,,,,,,,,0,0,
,,조이포토,2001-01-11,,,유통관련업,비디오물시청제공업,,2026-05-01 22:38:44,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,2000-10-18,100-845,서울특별시 중구 을지로2가 148-1,,,CDFF1242032000000023,3010000,,,,,,03,폐업,,,,,,,,,0,0,
,,(주)인피니스,2021-12-16,,,유통관련업,비디오물시청제공업,,2026-05-01 22:38:45,I,03,폐업,,,,,0,,0,,,,2021-12-16 17:22:17,,2000-10-26,100-844,서울특별시 중구 을지로2가 12-2,,,CDFF1242032000000026,3010000,,,,,,03,폐업,,,,,,,,,0,0,
,,매지넷인터랙티브,2003-11-17,200559.197986528,451090.184250529,유통관련업,비디오물시청제공업,N,2026-05-01 22:38:45,I,03,폐업,,,,,,N,,,,,2003-12-17 11:17:52,,2001-06-04,100-391,서울특별시 중구 장충동1가 33-12 지상4층,,,CDFF1242032001000007,3010000,,,,"서울특별시 중구 장충단로8길 11  (장충동1가,지상4층)",,03,폐업,,,,,,,,,,,
