건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,회수건조기수,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,세탁기수
0,,0,경희세탁,일반세탁업,,,,,204507.409771246,454145.156618096,2026-05-01 22:30:14,I,01,영업,0,2015-07-20 10:43:50,2015-07-20,20.00,130-872,서울특별시 동대문구 회기동 65,N,0,3050000-205-2015-00004,3050000,"서울특별시 동대문구 이문로1길 21, 106호 (회기동)",02461,1,01,영업/정상,일반세탁업,,1,,1,,2
0,,0,경희사,일반세탁업,,,,,205080.731264762,453989.822744461,2026-05-01 22:30:14,I,01,영업,0,2016-12-15 14:42:48,2016-03-03,33.00,130-878,서울특별시 동대문구 휘경동 281-26,N,0,3050000-205-2016-00001,3050000,"서울특별시 동대문구 망우로12길 29, 1층 (휘경동)",02496,0,01,영업/정상,일반세탁업,,,,,,0
2,임대,0,백설사,일반세탁업,,,,,205677.330653385,451533.153865534,2026-05-01 22:30:13,I,01,영업,,2019-01-04 10:44:22,1987-06-26,15.00,130-843,서울특별시 동대문구 장안동 400-6,N,,3050000-205-1987-02387,3050000,서울특별시 동대문구 천호대로79길 89 (장안동),02630,0,01,영업/정상,일반세탁업,02-212-1638,1,0,1,0,0
1,임대,,에이원,일반세탁업,,,,,202206.095110985,452860.673343398,2026-05-01 22:30:13,I,01,영업,,2017-10-26 10:28:59,1987-06-30,28.50,130-810,서울특별시 동대문구 신설동 42-1,N,,3050000-205-1987-02406,3050000,서울특별시 동대문구 한빛로 27 (신설동),02581,,01,영업/정상,일반세탁업,02-928-2776,1,,1,,
2,자가,,친절사,일반세탁업,,,,,203832.199096787,452776.105156793,2026-05-01 22:30:13,I,01,영업,,2022-05-24 09:29:54,1987-06-30,26.27,130-817,서울특별시 동대문구 용두동 39-168,N,,3050000-205-1987-02411,3050000,서울특별시 동대문구 답십리로8길 2-1 (용두동),02561,,01,영업/정상,일반세탁업,02-962-0529,2,,2,,
3,임대,1,경희사,일반세탁업,,,,,205326.014467519,454077.422005409,2026-05-01 22:30:13,I,01,영업,,2022-05-24 09:30:52,1987-07-13,27.72,130-878,서울특별시 동대문구 휘경동 286-334,N,,3050000-205-1987-02419,3050000,서울특별시 동대문구 망우로16길 26 (휘경동),02496,,01,영업/정상,일반세탁업,02-2246-7774,1,,1,,
2,임대,,백양사,일반세탁업,,,,,205351.451022284,454062.104700766,2026-05-01 22:30:13,I,01,영업,,2017-04-13 11:16:06,1987-07-13,28.05,130-878,서울특별시 동대문구 휘경동 286-73,N,,3050000-205-1987-02420,3050000,서울특별시 동대문구 망우로18가길 25 (휘경동),02499,,01,영업/정상,일반세탁업,02-2249-7466,1,,1,,
6,임대,1,미키사세탁빨래방,일반세탁업,,,,,206002.851232131,452043.878969487,2026-05-01 22:30:13,I,01,영업,,2022-05-24 09:31:45,1987-07-13,19.80,130-842,서울특별시 동대문구 장안동 391-38,N,,3050000-205-1987-02428,3050000,"서울특별시 동대문구 답십리로68길 42, 1층 (장안동)",02624,0,01,영업/정상,일반세탁업,02-2248-4656,1,,1,,
1,자가,,백미사,일반세탁업,,,,,206358.434416469,451988.220435128,2026-05-01 22:30:13,I,01,영업,,2022-12-01 13:01:26,1987-07-13,29.00,130-840,서울특별시 동대문구 장안동 341-4,N,,3050000-205-1987-02432,3050000,"서울특별시 동대문구 장한로26다길 36, 1층 (장안동)",02639,,01,영업/정상,일반세탁업,,1,,1,,
3,,1,태양사,일반세탁업,,,,,206483.555525111,453265.197034985,2026-05-01 22:30:13,I,01,영업,,2020-12-18 10:59:31,1987-07-13,17.00,130-874,서울특별시 동대문구 휘경동 52,N,,3050000-205-1987-02437,3050000,서울특별시 동대문구 장안벚꽃로5길 19 (휘경동),02513,1,01,영업/정상,일반세탁업,02-2212-8011,1,,1,,
1,임대,,대광컴퓨터,일반세탁업,,,,,206485.471340735,452941.212470026,2026-05-01 22:30:13,I,01,영업,,2022-05-24 09:32:54,1987-07-13,26.25,130-839,서울특별시 동대문구 장안동 317-1,N,,3050000-205-1987-02447,3050000,서울특별시 동대문구 답십리로69길 144 (장안동),02519,,01,영업/정상,일반세탁업,02-2245-7963,,,1,,
3,임대,,탐나사,일반세탁업,,,,,206070.36302304,451697.618992626,2026-05-01 22:30:13,I,01,영업,,2017-10-26 10:31:48,1987-07-13,20.06,130-841,서울특별시 동대문구 장안동 363-10,N,,3050000-205-1987-02456,3050000,서울특별시 동대문구 장한로18길 12 (장안동),02640,1,01,영업/정상,일반세탁업,02-2247-6853,1,,1,,
3,임대,1,금옥사,일반세탁업,,,,,206032.195348346,452337.334800907,2026-05-01 22:30:14,I,01,영업,,2022-05-24 09:33:29,1987-07-13,31.94,130-838,서울특별시 동대문구 장안동 293-20,N,,3050000-205-1987-02464,3050000,서울특별시 동대문구 장한로27길 46 (장안동),02528,0,01,영업/정상,일반세탁업,02-2212-3994,1,,1,,
2,자가,,성신사,일반세탁업,,,,,205056.256755474,454514.879849619,2026-05-01 22:30:14,I,01,영업,,2022-05-24 09:34:03,1987-07-16,13.30,130-831,서울특별시 동대문구 이문동 338-10,N,,3050000-205-1987-02487,3050000,서울특별시 동대문구 이문로 64-1 (이문동),02443,,01,영업/정상,일반세탁업,02-967-8591,1,,1,,
3,자가,,영남사,일반세탁업,,,,,205724.198232682,455645.787564326,2026-05-01 22:30:14,I,01,영업,,2022-05-24 09:34:35,1987-07-16,9.00,130-828,서울특별시 동대문구 이문동 237-113,N,,3050000-205-1987-02493,3050000,서울특별시 동대문구 신이문로 31 (이문동),02409,1,01,영업/정상,일반세탁업,02-964-1602,1,,2,,
2,임대,,선일사,일반세탁업,,,,,205458.147829315,454297.70947046,2026-05-01 22:30:14,I,01,영업,,2026-03-31 16:14:38,1987-07-16,12.25,130-876,서울특별시 동대문구 휘경동 211,N,,3050000-205-1987-02496,3050000,서울특별시 동대문구 망우로21가길 14 (휘경동),02436,,01,영업/정상,일반세탁업,02-2246-4724,1,,1,,
4,임대,,현대사,일반세탁업,,,,,205949.789492363,453150.967202437,2026-05-01 22:30:14,I,01,영업,,2022-05-24 09:37:46,1987-07-18,13.30,130-848,서울특별시 동대문구 전농동 1-174,N,,3050000-205-1987-02510,3050000,서울특별시 동대문구 한천로 221 (전농동),02509,0,01,영업/정상,일반세탁업,02-2212-7224,1,,1,,
2,자가,,성일사,일반세탁업,,,,,204817.578333333,452840.361,2026-05-01 22:30:14,I,01,영업,,2023-06-07 13:18:51,1987-07-31,26.88,130-854,서울특별시 동대문구 전농동 271-35,N,,3050000-205-1987-02530,3050000,서울특별시 동대문구 사가정로9길 32 (전농동),02546,0,01,영업/정상,일반세탁업,02-2243-5858,1,,1,,1
1,임대,,백성사,일반세탁업,,,,,205089.580335192,452922.538050576,2026-05-01 22:30:14,I,01,영업,,2018-03-12 09:10:18,1987-08-20,10.50,130-850,서울특별시 동대문구 전농동 46-39,N,,3050000-205-1987-02536,3050000,서울특별시 동대문구 사가정로13길 16-1 (전농동),02507,0,01,영업/정상,일반세탁업,02-2213-6784,1,,1,,
2,임대,,광명사,일반세탁업,,,,,205825.960547494,452708.308001284,2026-05-01 22:30:14,I,01,영업,,2017-06-30 12:23:36,1987-07-18,26.00,130-848,서울특별시 동대문구 전농동 1-76,N,,3050000-205-1987-02858,3050000,서울특별시 동대문구 사가정로20길 49 (전농동),02534,0,01,영업/정상,일반세탁업,02-2246-0395,1,,1,,2
2,임대,,신광세탁소,일반세탁업,,,,,206079.043825546,453077.655477679,2026-05-01 22:30:13,I,01,영업,,2022-12-03 16:38:55,1987-12-04,24.00,130-835,서울특별시 동대문구 장안동 96-1,N,,3050000-205-1987-02867,3050000,서울특별시 동대문구 사가정로23길 23-2 (장안동),02518,0,01,영업/정상,일반세탁업,02-2247-3187,1,,1,,
3,임대,1,은하사,일반세탁업,,,,,205966.290113219,452348.862989629,2026-05-01 22:30:14,I,01,영업,,2015-03-30 10:32:29,1988-05-06,28.13,130-836,서울특별시 동대문구 장안동 137-18,N,,3050000-205-1988-02572,3050000,"서울특별시 동대문구 답십리로63길 18, 1층 (장안동)",02529,0,01,영업/정상,일반세탁업,02-2248-7543,1,,1,,2
3,임대,1,두산위브,일반세탁업,,,,,203129.791436447,452349.208588547,2026-05-01 22:30:14,I,01,영업,,2022-05-24 09:38:26,1988-07-07,11.80,130-070,서울특별시 동대문구 용두동 791 두산위브아파트상가 2층 204호,N,,3050000-205-1988-02576,3050000,"서울특별시 동대문구 정릉천동로 16 (용두동,두산위브아파트상가 2층 204호)",02590,,01,영업/정상,일반세탁업,02-962-3293,1,,1,,
,,,백영사,일반세탁업,,,,,202848.513237581,453341.626495452,2026-05-01 22:30:14,I,01,영업,,2022-10-27 09:25:34,1988-09-06,23.00,130-861,서울특별시 동대문구 제기동 174-5,N,,3050000-205-1988-02604,3050000,서울특별시 동대문구 약령시로2길 54 (제기동),02574,,01,영업/정상,일반세탁업,02-928-6306,,,,,
2,,,태양세탁소,일반세탁업,,,,,203556.511477194,453839.956993897,2026-05-01 22:30:14,I,01,영업,,2022-05-24 09:39:11,1988-10-22,22.68,130-869,서울특별시 동대문구 청량리동 520-57,N,,3050000-205-1988-02621,3050000,서울특별시 동대문구 제기로 71-1 (청량리동),02471,,01,영업/정상,일반세탁업,02-962-8204,1,,1,,
2,임대,1,백미사,일반세탁업,,,,,204865.562644103,452963.154440992,2026-05-01 22:30:14,I,01,영업,,2022-05-24 09:39:49,1988-11-03,24.99,130-854,서울특별시 동대문구 전농동 204-136,N,,3050000-205-1988-02625,3050000,서울특별시 동대문구 전농로17길 24 (전농동),02545,0,01,영업/정상,일반세탁업,02-2247-1765,1,,1,,
2,임대,,현대사,일반세탁업,,,,,205052.646378105,454379.046708686,2026-05-01 22:30:14,I,01,영업,,2013-09-03 11:06:37,1988-11-03,32.00,130-876,서울특별시 동대문구 휘경동 183-378 1층,N,,3050000-205-1988-02626,3050000,"서울특별시 동대문구 회기로29길 35, 1층 (휘경동)",02445,,01,영업/정상,일반세탁업,02-964-5013,1,,1,,
1,임대,,원진사,일반세탁업,,,,,205856.131781714,454934.972878986,2026-05-01 22:30:14,I,01,영업,,2022-12-03 16:39:55,1989-01-07,20.80,130-825,서울특별시 동대문구 이문동 88-33,N,,3050000-205-1989-02640,3050000,서울특별시 동대문구 한천로55길 14 (이문동),02425,,01,영업/정상,일반세탁업,02-967-3456,1,,1,,
1,임대,,백양세탁소,일반세탁업,,,,,203135.518625579,453073.72224235,2026-05-01 22:30:14,I,01,영업,,2022-09-19 11:43:12,1989-01-26,25.50,130-864,서울특별시 동대문구 제기동 892-48,N,,3050000-205-1989-02650,3050000,"서울특별시 동대문구 약령서길 36, 2층 (제기동)",02569,,01,영업/정상,일반세탁업,02-962-9463,1,,1,,
2,임대,,제일사,일반세탁업,,,,,204463.970129326,453311.179354009,2026-05-01 22:30:14,I,01,영업,,2020-12-18 10:19:49,1989-02-14,29.40,130-851,서울특별시 동대문구 전농동 127-216,N,,3050000-205-1989-02654,3050000,서울특별시 동대문구 서울시립대로21길 17 (전농동),02557,1,01,영업/정상,일반세탁업,,1,,1,,
2,임대,,백운세탁소,일반세탁업,,,,,204370.111855155,453669.699005694,2026-05-01 22:30:14,I,01,영업,,2017-04-13 15:26:29,1989-02-22,21.56,130-866,서울특별시 동대문구 청량리동 32-1,N,,3050000-205-1989-02656,3050000,서울특별시 동대문구 왕산로49길 11 (청량리동),02488,1,01,영업/정상,일반세탁업,02-960-5061,1,,1,,
,,,명품세탁소,일반세탁업,,,,,205249.265435832,455308.651763587,2026-05-01 22:30:15,I,01,영업,,2025-09-29 16:46:19,2003-04-15,59.40,130-829,서울특별시 동대문구 이문동 257-42 래미안라그란데아파트 F동 105호,N,,3050000-205-1989-02667,3050000,"서울특별시 동대문구 이문로35길 12, F동 105호 (이문동, 래미안라그란데아파트)",02404,,01,영업/정상,일반세탁업,02-2666-3560,,,,,
3,임대,,백합사,일반세탁업,,,,,204317.252990486,452842.69431721,2026-05-01 22:30:14,I,01,영업,,2022-05-24 09:40:51,1992-09-01,21.00,130-857,서울특별시 동대문구 전농동 530-65,N,,3050000-205-1992-02691,3050000,서울특별시 동대문구 답십리로23길 53 (전농동),02551,0,01,영업/정상,일반세탁업,02-2248-5668,1,,1,,
2,,0,신흥세탁사,일반세탁업,,,,,206196.121,451750.1465,2026-05-01 22:30:14,I,01,영업,,2022-05-24 09:41:27,1993-12-17,31.08,130-840,서울특별시 동대문구 장안동 347-7,N,,3050000-205-1993-02757,3050000,서울특별시 동대문구 장한로20길 30 (장안동),02639,0,01,영업/정상,일반세탁업,02-2247-2560,1,0,1,0,0
3,,,경원사,일반세탁업,,,,,204481.057919463,453515.151352566,2026-05-01 22:30:13,I,01,영업,,2011-12-16 16:25:10,1994-02-22,25.68,130-851,서울특별시 동대문구 전농동 103-209,N,,3050000-205-1994-02762,3050000,서울특별시 동대문구 전농로37길 31 (전농동),02556,0,01,영업/정상,일반세탁업,02-2246-1764,1,,1,,
1,,,하나크린,일반세탁업,,,,,205458.80568924,452059.747091201,2026-05-01 22:30:14,I,01,영업,,2022-10-20 13:38:30,1994-06-23,40.00,130-030,서울특별시 동대문구 답십리동 42,N,,3050000-205-1994-02775,3050000,서울특별시 동대문구 답십리로 210-30 (답십리동),02609,,01,영업/정상,일반세탁업,02-2245-4627,1,,1,,
3,자가,,우성그린세탁소,일반세탁업,,,,,205762.994263246,452510.004742539,2026-05-01 22:30:14,I,01,영업,,2020-12-18 11:02:14,1994-06-27,33.00,130-030,서울특별시 동대문구 답십리동 989-1,N,,3050000-205-1994-02777,3050000,서울특별시 동대문구 답십리로59길 33 (답십리동),02535,0,01,영업/정상,일반세탁업,02-2215-4636,2,,2,,2
,임대,,백양세탁소,일반세탁업,,,,,202905.522760223,453370.268720445,2026-05-01 22:30:13,I,01,영업,,2017-04-14 15:30:22,1994-07-15,63.74,130-861,서울특별시 동대문구 제기동 182-24,N,,3050000-205-1994-02780,3050000,서울특별시 동대문구 약령시로 34-1 (제기동),02574,1,01,영업/정상,일반세탁업,02-923-7740,,,,,
4,임대,1,새로나 세탁소,일반세탁업,,,,,202322.997422803,453161.425049892,2026-05-01 22:30:14,I,01,영업,,2024-01-05 14:15:38,1994-07-28,13.20,130-824,서울특별시 동대문구 용두동 730-13,N,,3050000-205-1994-02783,3050000,"서울특별시 동대문구 안암로 44, 1층 (용두동)",02578,,01,영업/정상,일반세탁업,02-922-2322,,,,,
2,임대,,뉴쌍용,일반세탁업,,,,,205591.83155926,451635.52322795,2026-05-01 22:30:13,I,01,영업,,2022-05-24 09:42:33,1996-05-17,25.00,130-837,서울특별시 동대문구 장안동 195-11,N,,3050000-205-1996-02796,3050000,서울특별시 동대문구 한천로14길 26 (장안동),02630,0,01,영업/정상,일반세탁업,02-2247-2025,1,,1,,
5,임대,,모아그린방,일반세탁업,,,,,204945.300929113,451597.889972005,2026-05-01 22:30:13,I,01,영업,,2017-04-14 17:00:23,1997-03-07,28.98,130-805,서울특별시 동대문구 답십리동 488-17,N,,3050000-205-1997-02812,3050000,서울특별시 동대문구 전농로 22 (답십리동),02621,1,01,영업/정상,일반세탁업,02-2249-6521,1,,1,,
1,,,동교사,일반세탁업,,,,,203073.635194079,453953.913393211,2026-05-01 22:30:13,I,01,영업,,2022-12-02 09:00:02,1997-06-04,11.10,130-860,서울특별시 동대문구 제기동 137-249,N,,3050000-205-1997-02815,3050000,서울특별시 동대문구 안암로20가길 17 (제기동),02473,1,01,영업/정상,일반세탁업,02-924-9295,1,,1,,2
3,임대,1,수정빨래방세탁,일반세탁업,,,,,205709.945356907,451713.767882199,2026-05-01 22:30:12,I,01,영업,,2014-01-28 13:58:44,2003-02-26,26.40,130-842,서울특별시 동대문구 장안동 396-1 1층,N,,3050000-205-2003-00002,3050000,"서울특별시 동대문구 답십리로66길 119, 1층 (장안동)",02628,0,01,영업/정상,일반세탁업,02-2244-0043,1,,1,,
2,,,백조사,일반세탁업,,,,,202695.191978969,452226.718358593,2026-05-01 22:30:12,I,01,영업,,2021-01-12 16:03:43,2003-03-17,24.96,130-821,서울특별시 동대문구 용두동 129-86,N,,3050000-205-2003-00007,3050000,서울특별시 동대문구 천호대로16길 32 (용두동),02589,,01,영업/정상,일반세탁업,02-925-2611,1,,1,,
2,,,형제사,일반세탁업,,,,,203185.186662871,452741.423698045,2026-05-01 22:30:12,I,01,영업,,2013-12-26 17:31:44,2003-03-14,39.60,130-818,서울특별시 동대문구 용두동 53-6,N,,3050000-205-2003-00008,3050000,서울특별시 동대문구 왕산로26길 27 (용두동),02566,,01,영업/정상,일반세탁업,02-967-6727,1,,1,,
4,,1,백조세탁,일반세탁업,,,,,206590.046202018,452410.619464697,2026-05-01 22:30:13,I,01,영업,,2016-02-17 12:04:40,2003-03-17,23.44,130-839,서울특별시 동대문구 장안동 329-3 래미안장안2차@제주상가1층110호,N,,3050000-205-2003-00011,3050000,"서울특별시 동대문구 장안벚꽃로 167, 1층 110호 (장안동)",02524,,01,영업/정상,일반세탁업,02-2215-1196,1,,1,,1
1,,,백성사,일반세탁업,,,,,205112.870145509,452226.695661591,2026-05-01 22:30:12,I,01,영업,,2022-10-27 09:23:57,2003-03-17,20.00,130-883,서울특별시 동대문구 답십리동 58-36,N,,3050000-205-2003-00012,3050000,서울특별시 동대문구 답십리로52길 9 (답십리동),02607,0,01,영업/정상,일반세탁업,02-2245-3212,1,,1,,
3,,,원풀빨래방,빨래방업,,,,,204729.05831016,454496.209369145,2026-05-01 22:30:12,I,01,영업,,2017-04-14 17:22:05,2003-03-28,33.00,130-872,서울특별시 동대문구 회기동 3-235,N,,3050000-205-2003-00017,3050000,서울특별시 동대문구 회기로23가길 34 (회기동),02453,,01,영업/정상,빨래방업,02-967-4392,1,,1,,
2,임대,,벽산미래세탁소,일반세탁업,,,,,202748.961554668,453461.616077721,2026-05-01 22:30:13,I,01,영업,,2022-12-07 10:41:00,2003-04-14,37.06,130-861,서울특별시 동대문구 제기동 153,N,,3050000-205-2003-00026,3050000,"서울특별시 동대문구 약령시로 25, 상가2동 (제기동, 안암골 벽산아파트)",02477,1,01,영업/정상,일반세탁업,02-953-0002,2,,2,,
3,임대,1,현대세탁소,일반세탁업,,,,,205809.545783882,451987.090407656,2026-05-01 22:30:13,I,01,영업,,2022-12-03 16:38:00,2003-02-25,13.20,130-837,서울특별시 동대문구 장안동 167-29,N,,3050000-205-2003-00028,3050000,"서울특별시 동대문구 한천로24길 28, 1층 (장안동)",02626,0,01,영업/정상,일반세탁업,02-2214-3554,1,,1,,
3,임대,1,대원사,일반세탁업,,,,,203628.967154585,452697.136072182,2026-05-01 22:30:13,I,01,영업,,2020-12-02 15:17:33,2003-05-23,20.25,130-817,서울특별시 동대문구 용두동 39-73,N,,3050000-205-2003-00030,3050000,서울특별시 동대문구 천호대로31길 74 (용두동),02562,,01,영업/정상,일반세탁업,02-964-4066,1,,1,,
