년간생산량,사업장명,자본금,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,취급목재제품,최종수정시점,인허가일자,지번주소,관리번호,인력보유현황,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,상태구분명,소재지전화번호,목재생산업종류명,목재생산업구분코드명
205,주식회사 해일이엔씨(1종),402,170659.479417224,458344.702595285,2026-05-01 22:49:25,I,1,정상,"미송, 하드우드",2016-02-23 16:16:28,2013-09-17,,356000090201300017,이영완(교육이수),3560000,인천광역시 서구 대곡로 *** (대곡동),,01,영업/정상,영업,032-623-7537,1종,제재업
18000,동방목재공업주식회사(1종),250,169424.278958766,444535.386435494,2026-05-01 22:49:25,I,1,정상,각재류,2015-01-21 18:02:42,2013-09-24,,356000090201300019,우근영,3560000,인천광역시 서구 건지로***번길 ** (석남동),,01,영업/정상,영업,,1종,제재업
7500,목일목재(주)(1종),200,169045.866003904,443582.449114035,2026-05-01 22:49:25,I,1,정상,목재마루재,2021-07-27 17:19:56,2013-10-08,인천광역시 서구 가좌동 ***-***,356000090201300021,황기옥(제재업1종-교육수료),3560000,인천광역시 서구 보도진로**번길 * (가좌동),,01,영업/정상,영업,032-575-5461,1종,제재업
2400,청구목재(1종),765,170713.697343908,443257.921539525,2026-05-01 22:49:25,I,1,정상,"각재, 판재",2022-03-04 17:21:28,2013-10-14,,356000090201300024,윤애경(교육수료),3560000,인천광역시 서구 가정로**번길 ** (가좌동),,01,영업/정상,영업,032-577-2854,1종,제재업
14013,창대목재(주)(1종),390,170437.471817878,443616.979495459,2026-05-01 22:49:25,I,1,정상,제재목(각재 등),2014-03-20 20:58:06,2014-03-19,,356000090201300025,,3560000,인천광역시 서구 염곡로 *** (연희동),,01,영업/정상,영업,,1종,제재업
5000,상아목재(주)(1종),400,164916.787842174,454594.530828563,2026-05-01 22:49:25,I,1,정상,"제재목, 단판",2014-08-12 13:14:54,2013-10-23,,356000090201300027,유재형(교육수료),3560000,인천광역시 서구 마중로 ** (오류동),,01,영업/정상,영업,,1종,제재업
6000,상아목재(주)(3종),400,164916.787842174,454594.530828563,2026-05-01 22:49:25,I,1,정상,"화학처리 목재, 집성목",2014-08-12 13:22:01,2013-10-23,,356000090201300028,,3560000,인천광역시 서구 마중로 ** (오류동),,01,영업/정상,영업,,3종,제재업
69597,서인통상주식회사(1종),200,170368.051302381,443646.926992744,2026-05-01 22:49:32,I,1,정상,제재목,2014-05-16 17:08:47,2014-05-16,,356000090201300030,박천(제재업1종- 교육수료),3560000,인천광역시 서구 염곡로 *** (연희동),,01,영업/정상,영업,,1종,제재업
8233,합동목재(주)(4종),100,169856.86010462,446406.217391811,2026-05-01 22:49:33,I,1,정상,톱밥,2024-03-08 17:29:46,2013-10-24,인천광역시 서구 원창동 **-**,356000090201300033,,3560000,인천광역시 서구 원창로**번길 **-* (원창동),,01,영업/정상,영업,032-582-6381,4종,제재업
8233,합동목재(주)(1종),100,169879.390614515,446405.726239121,2026-05-01 22:49:33,I,1,정상,각제,2024-03-08 17:29:23,2013-10-24,,356000090201300034,,3560000,인천광역시 서구 원창로**번길 **-* (원창동),,01,영업/정상,영업,032-582-6381,1종,제재업
2600,주식회사 태화목재(1종),100,165434.662926696,444731.635682258,2026-05-01 22:49:26,I,1,정상,"엠보합판(낙엽송, 더그라스, 레드파인)",2024-03-08 17:41:20,2014-10-08,인천광역시 서구 석남동,356000090201400039,이운선(교육이수완료),3560000,인천광역시 서구 북항로 *** (석남동),,01,영업/정상,영업,032-576-4455,1종,제재업
,(주)금진팀버이앤씨(1종),331,170238.492600792,443234.327485345,2026-05-01 22:49:31,I,1,정상,조경재,2024-11-14 13:13:25,2015-02-16,인천광역시 서구 가좌동 ***-**,356000090201500002,임유순,3560000,인천광역시 서구 염곡로 ** (가좌동),22840,01,영업/정상,영업,032-584-8851,1종,제재업
809,(주)우드뱅크(1종),700,165610.791805346,444664.84402631,2026-05-01 22:49:31,I,1,정상,목재판재,2015-03-11 13:16:53,2015-03-11,,356000090201500005,교육수료(이은수),3560000,인천광역시 서구 북항로***번길 ** (원창동),,01,영업/정상,영업,,1종,제재업
809,(주)우드뱅크(3종),700,165610.791805346,444664.84402631,2026-05-01 22:49:31,I,1,정상,화학처리 목재,2015-03-11 13:23:47,2015-03-11,,356000090201500006,교육수료 이은수,3560000,인천광역시 서구 북항로***번길 ** (원창동),,01,영업/정상,영업,,3종,제재업
48000,영도목재(주)(1종),400,165183.617117513,444663.155866206,2026-05-01 22:49:32,I,1,정상,"제재목(토류판,건축재,내장재,산업재,조경재,각재,판재)",2022-09-22 09:52:48,2015-03-18,,356000090201500009,교육과정이수 등,3560000,인천광역시 서구 북항로***번길 ** (원창동),,01,영업/정상,영업,032-814-6457,1종,제재업
4000109,(주)다정하이테크(1종),260,165114.688526412,444663.55546731,2026-05-01 22:49:32,I,1,정상,"미송, 부켈라",2015-07-17 13:21:51,2015-07-17,,356000090201500012,송미선,3560000,인천광역시 서구 북항로***번길 **-** (원창동),,01,영업/정상,영업,,1종,제재업
4000,(주)다정하이테크(3종),260,165114.688526412,444663.55546731,2026-05-01 22:49:32,I,1,정상,"미송, 부켈라",2015-08-06 11:23:17,2015-08-05,,356000090201500014,송미선 등,3560000,인천광역시 서구 북항로***번길 **-** (원창동),,01,영업/정상,영업,,3종,제재업
13,나무목(1종),50,167271.328974286,453728.644019737,2026-05-01 22:49:32,I,1,정상,"단면가공(삼목, 미송, 더글라스)",2015-08-28 15:47:59,2015-08-28,,356000090201500015,이충희,3560000,인천광역시 서구 두루물로**번길 * (오류동),,01,영업/정상,영업,032-569-5621,1종,제재업
8800,도림목재(주)(1종),200,164857.12300096,454570.595429023,2026-05-01 22:49:32,I,1,정상,목재제품 스프러스 햄록,2023-07-31 14:34:46,2015-10-08,인천광역시 서구 오류동 ****-*,356000090201500017,이은아,3560000,인천광역시 서구 누리로 * (오류동),22666,01,영업/정상,영업,032-813-4411,1종,제재업
200,(주)수피아건축(3종),300,168458.536032941,445050.305454267,2026-05-01 22:49:32,I,1,정상,구조용집성목,2015-10-08 16:15:42,2015-10-08,,356000090201500018,이주석,3560000,인천광역시 서구 북항로 ** (원창동),,01,영업/정상,영업,032-504-1025,3종,제재업
7000,영풍목재(주)(1종),150,168406.585979426,445063.571497663,2026-05-01 22:49:27,I,1,정상,"방부목,(목재제업)데크재, 조경재 외",2015-10-08 16:53:28,2015-10-08,,356000090201500019,박세환,3560000,인천광역시 서구 북항로 ** (원창동),,01,영업/정상,영업,032-773-2833,1종,제재업
7000,영풍목재(주)(3종),,168406.585979426,445063.571497663,2026-05-01 22:49:27,I,1,정상,목재(방부목),2015-10-12 10:09:12,2015-10-08,,356000090201500020,박세환,3560000,인천광역시 서구 북항로 ** (원창동),,01,영업/정상,영업,032-773-2833,3종,제재업
0,(주)인터우드(1종),,167856.653820464,445241.071672564,2026-05-01 22:49:30,I,1,정상,"데크재, 후로링",2015-11-10 14:10:47,2015-11-10,,356000090201500023,이남희,3560000,인천광역시 서구 북항로 **-** (원창동),,01,영업/정상,영업,,1종,제재업
300,주식회사 성신특수목재(1종),50,168332.111555298,444688.216749035,2026-05-01 22:49:32,I,1,정상,"목재문틀, 문짝 외",2016-02-24 15:40:36,2016-02-24,인천광역시 서구 석남동 ***-**,356000090201600001,교육이수,3560000,인천광역시 서구 원석로**번길 * (석남동),,01,영업/정상,영업,,1종,제재업
,명신목재(1종),,165109.288344917,454777.648250893,2026-05-01 22:49:32,I,1,정상,남양재,2020-08-11 15:18:19,2016-03-07,인천광역시 서구 오류동 ****-**,356000090201600003,박명환 외,3560000,인천광역시 서구 마중로 ** (오류동),22666,01,영업/정상,영업,,1종,제재업
10000,주식회사 한그린(1종),20,166731.271135937,453861.105090107,2026-05-01 22:49:32,I,1,정상,"재제목, 파렛트재, 포장재, 조경재",2024-03-08 17:37:17,2016-04-04,인천광역시 서구 오류동 ***-***,356000090201600004,박상묵(교육이수),3560000,인천광역시 서구 원당대로***번길 ** (오류동),,01,영업/정상,영업,,1종,제재업
,현대임업(1종),30,172267.11687643,442800.16502862,2026-05-01 22:49:32,I,1,정상,"소나무, 밤나무 등",2016-06-28 16:15:52,2016-06-28,인천광역시 서구 가좌동 ***,356000090201600010,교육이수,3560000,인천광역시 서구 여우재로 ** (가좌동),,01,영업/정상,영업,,1종,제재업
,현대임업(4종),30,172267.11687643,442800.16502862,2026-05-01 22:49:28,I,1,정상,"톱밥, 목재칩 등",2016-06-28 16:19:55,2016-06-28,인천광역시 서구 가좌동 ***,356000090201600011,교육이수,3560000,인천광역시 서구 여우재로 ** (가좌동),,01,영업/정상,영업,,4종,제재업
16500,우덱스샵 유한회사(3종),200,168432.717923431,444870.727659011,2026-05-01 22:49:34,I,1,정상,화학처리 목제품,2019-11-06 09:56:25,2016-07-28,인천광역시 서구 석남동 ***-** 우덱스샵 유한회사,356000090201600012,교육이수,3560000,"인천광역시 서구 북항로**번길 **, 우덱스샵 유한회사 (석남동)",22769,01,영업/정상,영업,1600-1250,3종,제재업
11520,(주)삼광목재(1종),300,165718.682860438,444539.862252318,2026-05-01 22:49:28,I,1,정상,"제재목, 각재",2018-06-15 17:37:24,2016-07-28,인천광역시 서구 원창동 ***-**,356000090201600013,교육이수,3560000,인천광역시 서구 북항로***번길 **-* (원창동),,01,영업/정상,영업,,1종,제재업
,삼산인터내셔널 주식회사(3종),400,,,2026-05-01 22:49:34,I,1,정상,방부목,2021-01-22 10:20:23,2016-07-28,인천광역시 서구 석남동 ***-***,356000090201600014,교육이수,3560000,"인천광역시 서구 봉수대로 ***, *층 (석남동)",22774,01,영업/정상,영업,032-583-6264,3종,제재업
800,주식회사 서영팀버(1종),30,167271.328974286,453728.644019737,2026-05-01 22:49:28,I,1,정상,"각재, 판재",2020-12-17 09:24:34,2016-08-26,인천광역시 서구 오류동 ***-***,356000090201600016,교육이수,3560000,인천광역시 서구 두루물로**번길 * (오류동),22669,01,영업/정상,영업,,1종,제재업
30000,주식회사 에이치에스우드(1종),300,167240.253022471,445747.649187556,2026-05-01 22:49:28,I,1,정상,"목재, 합판",2024-12-23 09:16:26,2016-09-20,인천광역시 서구 원창동 ***-**,356000090201600019,교육이수,3560000,인천광역시 서구 북항로***번길 **-** (원창동),,01,영업/정상,영업,032-573-7274,1종,제재업
150,주식회사 신영목재(1종),,166822.086639758,454079.03985482,2026-05-01 22:49:34,I,1,정상,각재,2017-07-13 14:37:16,2017-07-13,인천광역시 서구 오류동 ***-**,356000090201700008,교육이수,3560000,인천광역시 서구 원당대로***번길 **-* (오류동),,01,영업/정상,영업,,1종,제재업
1700,예일종합목재(주)(1종),120,168427.967447778,444292.611008229,2026-05-01 22:49:34,I,1,정상,"특수목, 방부처리목재, 한옥주택용 목재",2025-04-29 09:46:16,2017-07-21,인천광역시 서구 석남동 ***-**,356000090201700012,교육이수 1명,3560000,인천광역시 서구 북항로**번길 ** (석남동),22769,01,영업/정상,영업,032-589-2813,1종,제재업
14000,주식회사 유원(1종),300,168366.843969116,445513.017049055,2026-05-01 22:49:34,I,1,정상,"건축, 산업용 목재",2024-10-11 17:03:16,2017-07-21,인천광역시 서구 원창동 ***-**,356000090201700014,교육이수1명,3560000,인천광역시 서구 북항로**번길 **-** (원창동),,01,영업/정상,영업,032-583-2262,1종,제재업
600000,(주)아도니스글로벌(1종),600,166407.255,454061.045,2026-05-01 22:49:34,I,1,정상,후로링 등,2017-08-31 13:52:56,2017-08-31,인천광역시 서구 오류동 ****-*,356000090201700018,교육이수,3560000,인천광역시 서구 도담로 *** (오류동),,01,영업/정상,영업,,1종,제재업
7150,가가담목재(주)(3종),,168310.011376175,444949.976560729,2026-05-01 22:49:34,I,1,정상,원목 등,2019-02-28 13:59:53,2017-09-15,인천광역시 서구 석남동 *** 가가담목재(주),356000090201700020,보유,3560000,"인천광역시 서구 북항로 **, 가가담목재(주) (석남동)",22769,01,영업/정상,영업,,3종,제재업
7150,가가담목재(주)(1종),,168310.011376175,444949.976560729,2026-05-01 22:49:34,I,1,정상,원목 등,2017-09-17 17:54:24,2017-09-15,인천광역시 서구 석남동 ***,356000090201700021,보유,3560000,인천광역시 서구 북항로 ** (석남동),,01,영업/정상,영업,,1종,제재업
800,동진인터내셔날(주)(1종),50,169551.84431815,454101.181396539,2026-05-01 22:49:34,I,1,정상,제재목(파렛트),2025-03-17 15:03:35,2017-10-27,인천광역시 서구 왕길동 ***-**,356000090201700023,교육이수,3560000,인천광역시 서구 사월로 **-* (왕길동),22671,01,영업/정상,영업,032-424-5095,1종,제재업
648,힐링우드(주)(3종),50,164274.317918192,453518.315100071,2026-05-01 22:49:34,I,1,정상,CLT 구조용집성판/구조용집성재,2018-12-10 09:13:57,2017-11-16,인천광역시 서구 오류동 ****-*,356000090201700027,,3560000,인천광역시 서구 검단천로 ***-** (오류동),22665,01,영업/정상,영업,032-566-1335,3종,제재업
30000,주식회사 라움(3종),300,170208.160046145,444122.905430144,2026-05-01 22:49:34,I,1,정상,방부목,2025-11-13 10:39:44,2017-11-21,인천광역시 서구 가좌동 ***-***,356000090201700028,,3560000,인천광역시 서구 건지로 *** (가좌동),22831,01,영업/정상,영업,032-572-2608,3종,제재업
8000,(주)디에이치팀버(1종),200,169517.205810597,446581.70055837,2026-05-01 22:49:34,I,1,정상,"레드파인, 데크재",2018-01-04 12:24:15,2018-01-04,,356000090201800001,,3560000,인천광역시 서구 봉수대로***번길 ** (신현동),,01,영업/정상,영업,,1종,제재업
1000,동인(4종),305,171286.199538363,458204.228579305,2026-05-01 22:49:34,I,1,정상,숯가루 성형탄(착화탄),2018-04-26 13:32:55,2018-04-25,인천광역시 서구 대곡동 ***-*,356000090201800006,,3560000,인천광역시 서구 설원로 ** (대곡동),22600,01,영업/정상,영업,,4종,제재업
2000,에스와이우드(주)(3종),600,165685.136868897,450493.76755138,2026-05-01 22:49:34,I,1,정상,"화학처리목재품, 구조용집성재",2025-01-07 10:39:36,2018-11-29,인천광역시 서구 오류동 ****-*,356000090201800018,,3560000,"인천광역시 서구 경인항대로 **, 에스와이우드(주) (오류동)",22850,01,영업/정상,영업,032-578-1500,3종,제재업
18000,(주)디에이치목재(3종),50,168427.967447778,444292.611008229,2026-05-01 22:49:34,I,1,정상,수출입 열처리목재,2020-02-18 09:43:30,2019-04-03,인천광역시 서구 석남동 ***-**,356000090201900008,,3560000,인천광역시 서구 북항로**번길 ** (석남동),22769,01,영업/정상,영업,032-819-8482,3종,제재업
6690,(주)디에이치목재(1종),50,168427.967447778,444292.611008229,2026-05-01 22:49:34,I,1,정상,"스프러스 햄록, 내장재",2020-02-18 09:41:03,2019-04-03,인천광역시 서구 석남동 ***-**,356000090201900009,,3560000,인천광역시 서구 북항로**번길 ** (석남동),22769,01,영업/정상,영업,032-819-8482,1종,제재업
1500,동오목재(주)(1종),50,168034.585681875,445240.819941914,2026-05-01 22:49:34,I,1,정상,"미송, 뉴송 등 가공",2024-02-27 09:22:30,2019-05-10,인천광역시 서구 원창동 ***-**,356000090201900015,박동수,3560000,인천광역시 서구 북항로 **-** (원창동),22853,01,영업/정상,영업,032-577-3720,1종,제재업
4000,주식회사 서원비에스티(1종),860,167615.971110038,445187.2945085,2026-05-01 22:49:33,I,1,정상,"제재목, 집성목, 목질바닥재",2024-12-02 20:54:09,2019-05-31,인천광역시 서구 원창동 ***-**,356000090201900018,,3560000,인천광역시 서구 북항로***번길 **-* (원창동),22853,01,영업/정상,영업,032-773-8601,1종,제재업
7000,(주)에이치케이우드(1종),80,168335.140777706,445255.789567562,2026-05-01 22:49:34,I,1,정상,"각재, 원주목, 데크재",2021-02-26 10:49:21,2019-09-10,인천광역시 서구 원창동 ***-***,356000090201900024,1명,3560000,인천광역시 서구 북항로**번길 **-** (원창동),22769,01,영업/정상,영업,032-576-4562,1종,제재업
100,(주)에이원우드(1종),100,166958.234374598,444823.017772325,2026-05-01 22:49:33,I,1,정상,플로어링보드,2019-10-01 11:22:33,2019-10-01,인천광역시 서구 원창동 ***-**,356000090201900027,교육이수 1명,3560000,인천광역시 서구 북항로***번길 ** (원창동),22856,01,영업/정상,영업,032-572-0008,1종,제재업
500,(주)필에스엔에스(1종),400,170841.965134728,449117.210436039,2026-05-01 22:49:33,I,1,정상,목재데크재,2019-10-30 17:31:07,2019-10-30,인천광역시 서구 심곡동 ***-* 상원빌딩 ***호,356000090201900031,한국임업진흥원 교육 1명,3560000,"인천광역시 서구 탁옥로 **, 상원빌딩 *층 ***호 (심곡동)",22728,01,영업/정상,영업,032-562-2177,1종,제재업
1500,주식회사 유한팀버(1종),350,167915.887397846,445240.984434177,2026-05-01 22:49:33,I,1,정상,각재,2020-03-31 09:26:31,2020-03-31,인천광역시 서구 원창동 ***-*,356000090202000002,이중현(기술교육이수),3560000,"인천광역시 서구 북항로 **-**, (주)유한팀버 (원창동)",22853,01,영업/정상,영업,032-584-6639,1종,제재업
1500,세원임산(4종),35,166697.798443097,453910.423773478,2026-05-01 22:49:33,I,1,정상,"목재칩, 톱밥",2021-01-22 10:35:07,2021-01-22,인천광역시 서구 오류동 ***-***,356000090202100005,,3560000,인천광역시 서구 원당대로***번길 ** (오류동),22669,01,영업/정상,영업,032-568-3575,4종,제재업
8400,진흥포장(주)(1종),731,167203.02707375,445250.758935765,2026-05-01 22:49:33,I,1,정상,토류판,2024-03-26 19:29:42,2021-03-03,인천광역시 서구 원창동 ***-** 세화목재(주),356000090202100007,13,3560000,"인천광역시 서구 북항로 **-**, 세화목재(주) (원창동)",22853,01,영업/정상,영업,032-814-3171,1종,제재업
3600,(주)대영기업(4종),30,169506.660018155,444550.128250021,2026-05-01 22:49:33,I,1,정상,목재칩 등,2021-04-14 17:58:58,2021-04-14,인천광역시 서구 석남동 ***-***,356000090202100010,1인,3560000,인천광역시 서구 건지로***번길 ** (석남동),22774,01,영업/정상,영업,032-574-2121,4종,제재업
10000,산들마루 주식회사(1종),200,165296.252279807,445804.814761989,2026-05-01 22:49:34,I,1,정상,제재목,2023-03-20 09:44:32,2021-05-17,인천광역시 서구 원창동 ***-*,356000090202100013,제재업1종,3560000,"인천광역시 서구 북항배후로 **, *층 (원창동)",22767,01,영업/정상,영업,032-572-3626,1종,제재업
11729,(주)와이엘씨(3종),504,165120.882597259,444388.930426208,2026-05-01 22:49:33,I,1,정상,"원목, 파렛트, 철강, 받침목, 데크재",2025-04-29 13:37:28,2021-08-11,인천광역시 서구 원창동 ***-*,356000090202100023,,3560000,인천광역시 서구 북항로***번길 **(원창동),22857,01,영업/정상,영업,032-766-4858,3종,제재업
200,(주)우딘(3종),700,168326.529333046,445090.03140143,2026-05-01 22:49:33,I,1,정상,"열처리목재, 집성목재",2025-03-19 10:21:13,2021-08-18,인천광역시 서구 원창동 ***-***,356000090202100024,"4명 (제재업3종 교육수료자1명, 생산부3명)",3560000,인천광역시 서구 북항로 ** (원창동),22769,01,영업/정상,영업,032-583-0160,3종,제재업
11729,(주)와이엘씨(1종),504,165120.882597259,444388.930426208,2026-05-01 22:49:34,I,1,정상,"원목, 파렛트, 철강받침목, 데크목재 등",2025-04-29 13:34:34,2021-08-17,인천광역시 서구 원창동 ***-*,356000090202100025,,3560000,인천광역시 서구 북항로***번길 **(원창동),22857,01,영업/정상,영업,032-766-4858,1종,제재업
2000,(주)오니커스(4종),450,166347.903111908,444421.479422892,2026-05-01 22:49:34,I,1,정상,목탄,2021-10-14 13:38:02,2021-10-14,인천광역시 서구 원창동 ***-**,356000090202100027,권현준(임산가공기능사),3560000,인천광역시 서구 북항단지로 *** (원창동),22856,01,영업/정상,영업,032-889-1042,4종,제재업
4000,우드링크(1종),1619,167811.197691308,445086.029686313,2026-05-01 22:49:33,I,1,정상,"제재목 또는 단판 (미송, 부켈라 등)",2023-12-27 10:29:21,2021-12-15,인천광역시 서구 원창동 ***-*,356000090202100029,양그레이스,3560000,인천광역시 서구 북항로 *** (원창동),22853,01,영업/정상,영업,032-575-4970,1종,제재업
4000,우드링크(3종),1619,167811.197691308,445086.029686313,2026-05-01 22:49:34,I,1,정상,"제재목 또는 단판 (미송, 부켈라, 뉴송 등)",2023-12-27 10:18:48,2021-12-15,인천광역시 서구 원창동 ***-*,356000090202100030,양그레이스,3560000,인천광역시 서구 북항로 *** (원창동),22853,01,영업/정상,영업,032-575-4970,3종,제재업
,주식회사 제이엠에스씨(1종),200,165978.369377752,444817.620682888,2026-05-01 22:49:33,I,1,정상,"제재목, 데크",2022-03-11 17:45:11,2022-03-11,인천광역시 서구 원창동 ***-**,356000090202200004,35시간 이상 임산가공 교육 이수,3560000,인천광역시 서구 북항단지로***번길 **(원창동),22856,01,영업/정상,영업,032-716-9705,1종,제재업
30000,(주)덕명목재(1종),400,166141.688411955,444350.135798129,2026-05-01 22:49:33,I,1,정상,"뉴송,토류판",2022-05-01 10:16:05,2022-05-03,인천광역시 서구 원창동 ***-**,356000090202200006,,3560000,인천광역시 서구 북항단지로 ***-*(원창동),22856,01,영업/정상,영업,032-764-6061,1종,제재업
,주식회사 석정팀버랜드(1종),50,169367.357984009,444569.167013168,2026-05-01 22:49:33,I,1,정상,라왕,2022-05-01 10:27:37,2022-05-03,인천광역시 서구 석남동 ***-***,356000090202200007,,3560000,인천광역시 서구 건지로***번길 **(석남동),22773,01,영업/정상,영업,032-569-6627,1종,제재업
1500,주식회사 헤이블(3종),100,165978.369377752,444817.620682888,2026-05-01 22:49:34,I,1,정상,"원목,판재,데크,제재목",2023-04-20 13:52:37,2022-05-10,인천광역시 서구 원창동 ***-**,356000090202200008,,3560000,"인천광역시 서구 북항단지로***번길 **, *동 *층 (원창동)",22856,01,영업/정상,영업,032-577-4900,3종,제재업
