침대수,건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,의자수,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
1,0,,0,앙네일,네일아트업,7,2025-12-04,,,,212224.253058781,444349.042748425,2026-05-01 22:35:35,I,02,폐업,0,2025-12-04 17:18:35,2018-03-12,52.80,138-859,서울특별시 송파구 오금동 138-6 몬테소리오렌지유치원,N,0,3230000-213-2018-00004,3230000,"서울특별시 송파구 성내천로 85, 몬테소리오렌지유치원 3층 301호 (오금동)",05738,03,폐업,종합미용업,,1,,1,
1,0,,0,스타네일,네일아트업,2,2020-05-21,,,,209673.418120792,444831.878876776,2026-05-01 22:35:53,I,02,폐업,0,2020-05-21 10:37:16,2016-10-05,31.00,138-851,서울특별시 송파구 송파동 111-28,N,0,3230000-215-2016-00039,3230000,"서울특별시 송파구 송파대로42길 22, 1층 (송파동)",05666,03,폐업,네일미용업,02-421-1909,1,,1,
,0,,0,국제미용실,일반미용업,0,2001-06-20,,,,,,2026-05-01 22:30:48,I,02,폐업,,2001-07-24 00:00:00,1990-08-08,.00,156-877,서울특별시 동작구 흑석동 10-204,N,,3190000-204-1990-00877,3190000,,,03,폐업,미용업,02-0821-3587,0,0,0,0
0,0,,0,라이룸헤어,일반미용업,1,,,,,197475.257521056,442393.504759141,2026-05-01 22:32:08,I,01,영업,0,2023-11-14 15:12:20,2023-02-17,61.66,156-821,서울특별시 동작구 사당동 267-28,N,0,3190000-211-2023-00037,3190000,"서울특별시 동작구 사당로14길 3, 2층 (사당동)",07010,01,영업/정상,일반미용업,02-536-5337,,,,
0,0,,0,더벨스헤어,일반미용업,3,2013-02-05,,,,211852.955831773,442744.786973048,2026-05-01 22:33:55,I,02,폐업,,2011-09-20 15:30:19,2011-09-20,24.31,138-888,서울특별시 송파구 장지동 833 1단지상가 102호,N,,3230000-211-2011-00017,3230000,,,03,폐업,일반미용업,,1,,1,
,,,,박순애미용실,일반미용업,4,2008-05-01,,,,206726.499021996,445188.639267934,2026-05-01 22:32:10,I,02,폐업,,2005-06-09 00:00:00,2003-02-27,19.53,138-892,서울특별시 송파구 잠실동 85-0 아시아선수촌A중심상가 C동 258호,N,,3230000-204-1988-01765,3230000,,,03,폐업,미용업,02-418-6425,,,,
,3,,,아우토반,일반미용업,3,2005-04-04,,,,213424.921043844,443458.121068917,2026-05-01 22:33:03,I,02,폐업,,2005-04-07 00:00:00,2004-12-21,33.00,138-821,서울특별시 송파구 마천동 308-4,N,,3230000-204-2004-00152,3230000,,,03,폐업,미용업,02-431-4038,1,,1,
,,,,이섭헤어,일반미용업,7,2005-04-03,,,,210662.318857116,448311.722554126,2026-05-01 22:32:44,I,02,폐업,,2003-06-11 00:00:00,2003-02-27,63.63,138-873,서울특별시 송파구 풍납동 152-28 (3층),N,,3230000-204-1999-02131,3230000,,,03,폐업,미용업,02-475-2696,,,,
,2,,0,라파헤어,일반미용업,2,2022-12-29,,,,193118.11718234,444662.939353103,2026-05-01 22:31:54,I,02,폐업,,2022-12-29 15:26:06,2009-05-07,16.50,156-810,서울특별시 동작구 대방동 386-27,N,,3190000-211-2009-00045,3190000,서울특별시 동작구 대방동23길 44 (대방동),06945,03,폐업,일반미용업,02-815-2632,1,,,
,10,,3,올림픽 헤어뉴스,일반미용업,2,2015-07-21,,,,210068.709244252,445895.515259907,2026-05-01 22:33:23,I,02,폐업,,2014-09-30 14:09:27,2003-07-24,12.00,138-828,서울특별시 송파구 방이동 51-2,N,,3230000-211-2003-00082,3230000,서울특별시 송파구 백제고분로 501 (방이동),05545,03,폐업,일반미용업,,,2,,2
,1,,,김인숙머리바다,일반미용업,3,2005-08-15,,,,207134.007440747,445148.49513527,2026-05-01 22:33:02,I,02,폐업,,2004-12-16 00:00:00,2004-09-06,33.00,138-862,서울특별시 송파구 잠실동 200-3,N,,3230000-204-2004-00106,3230000,,,03,폐업,미용업,,1,,1,
,,,,몰리미용실,일반미용업,,2006-05-17,,,,213038.947850628,444107.669839255,2026-05-01 22:32:55,I,02,폐업,,2005-06-10 00:00:00,2003-02-27,.00,138-818,서울특별시 송파구 마천동 95-22,N,,3230000-204-2003-00060,3230000,,,03,폐업,미용업,02-443-8103,,,,
,,,,클로,일반미용업,,2003-02-26,,,,207183.09660682,445752.864433122,2026-05-01 22:32:54,I,02,폐업,,2003-03-17 00:00:00,2002-09-23,.00,138-908,서울특별시 송파구 잠실동 19-3 종합상가 20-15호,N,,3230000-204-2002-02455,3230000,,,03,폐업,미용업,,,,,
2,0,,0,아유담,피부미용업,0,2012-06-27,,,,211453.050926808,443165.755655708,2026-05-01 22:34:43,I,02,폐업,,2010-08-13 11:33:14,2010-08-13,20.00,138-823,서울특별시 송파구 문정동 1 삼성래미안상가204호,N,,3230000-212-2010-00063,3230000,,,03,폐업,피부미용업,02-400-3028,,,,
1,0,,0,The 예뻐지기,피부미용업,1,2017-07-06,,,,212762.16464554,443493.874754739,2026-05-01 22:35:12,I,02,폐업,0,2017-07-06 11:06:37,2017-07-05,12.00,138-814,서울특별시 송파구 거여동 42-9,N,0,3230000-212-2017-00020,3230000,"서울특별시 송파구 거마로2길 3, 1층 (거여동)",05768,03,폐업,피부미용업,,1,,1,
,4,임대,0,(시나브로) 뷰티&헬스,피부미용업,0,,,,,191691.678396263,442818.113681285,2026-05-01 22:32:11,I,01,영업,,2021-12-21 17:25:57,2009-12-02,86.10,156-010,서울특별시 동작구 신대방동 719 동작상떼빌아파트,N,,3190000-212-2009-00032,3190000,"서울특별시 동작구 신대방1가길 38, 106동 305호 (신대방동, 동작상떼빌아파트)",07072,01,영업/정상,피부미용업,,2,,2,
,,,,헤어리제,일반미용업,4,,,,,197540.250838087,441569.058208929,2026-05-01 22:31:48,I,01,영업,,2020-11-13 08:28:58,1996-12-27,49.75,156-827,서울특별시 동작구 사당동 1049-4,N,,3190000-211-1996-00006,3190000,"서울특별시 동작구 남부순환로 2019, 1층 102호 (사당동)",07023,01,영업/정상,일반미용업,02-521-9439,,,,
0,0,,0,레드켄,일반미용업,3,2013-11-11,,,,193674.90454598,444067.242999477,2026-05-01 22:32:24,I,02,폐업,,2012-03-23 13:39:00,2011-10-31,232.00,156-030,서울특별시 동작구 상도동 323-17,N,,3190000-213-2011-00046,3190000,서울특별시 동작구 국사봉1길 12 (상도동),07042,03,폐업,종합미용업,,0,0,0,0
,0,,0,벨라헤어라인,일반미용업,0,2001-01-20,,,,210629.304702902,444957.58458775,2026-05-01 22:32:50,I,02,폐업,,2003-01-27 00:00:00,2000-05-13,.00,138-836,서울특별시 송파구 방이동 223-6,N,,3230000-204-2000-02277,3230000,,,03,폐업,미용업,02-2203-2137,0,0,,
,,,,제니미용실,일반미용업,7,2004-07-02,,,,211670.331589456,445863.643636261,2026-05-01 22:32:13,I,02,폐업,,2003-06-13 00:00:00,2003-02-27,44.61,138-829,서울특별시 송파구 방이동 89-14 기자촌아파트상가A상가 201동 5호,N,,3230000-204-1990-01015,3230000,,,03,폐업,미용업,02-409-9376,,,,
6,0,,0,쉼타이,피부미용업,0,2017-03-21,,,,210580.683290918,443657.71204579,2026-05-01 22:34:55,I,02,폐업,,2017-03-21 14:34:52,2014-03-31,90.43,138-803,서울특별시 송파구 가락동 80 성원상데빌 101동 225호,N,,3230000-212-2014-00009,3230000,"서울특별시 송파구 송파대로28길 27, 101동 225호 (가락동, 성원상데빌)",05718,03,폐업,피부미용업,,2,,2,
0,0,,0,숲칼프 장승배기점,피부미용업,0,,,,,194379.87591249,444728.897111438,2026-05-01 22:32:14,I,01,영업,0,2022-06-30 14:02:37,2015-01-05,74.96,156-832,서울특별시 동작구 상도동 364-9,N,0,3190000-212-2015-00001,3190000,"서울특별시 동작구 등용로 7, 2층 (상도동)",06949,01,영업/정상,피부미용업,,,,,
0,0,,0,헤어물들이다,일반미용업,3,,,,,212617.339496289,444250.096512094,2026-05-01 22:34:33,I,01,영업,0,2022-01-11 09:20:27,2022-01-11,20.00,138-817,서울특별시 송파구 마천동 25-6 삼정주택,N,0,3230000-211-2022-00002,3230000,"서울특별시 송파구 마천로 229, 1층 101호 (마천동, 삼정주택)",05733,01,영업/정상,일반미용업,,1,,1,
0,0,,0,노블레스 헤어,일반미용업,2,,,,,213141.812795644,444077.272685671,2026-05-01 22:34:34,I,01,영업,0,2023-11-30 14:14:21,2023-11-30,43.89,138-818,서울특별시 송파구 마천동 124-16,N,0,3230000-211-2023-00038,3230000,"서울특별시 송파구 마천로43길 23-1, 1층 2호 (마천동)",05753,01,영업/정상,일반미용업,,,,,
,4,,,스킨케어5000,피부미용업,,2011-07-08,,,,194722.170191629,444750.397555085,2026-05-01 22:32:11,I,02,폐업,,2009-06-18 16:42:40,2009-06-08,.00,156-831,서울특별시 동작구 상도동 170-2 3층,N,,3190000-212-2009-00009,3190000,,,03,폐업,피부미용업,02-824-0844,3,,,
,,,,네일미우,네일아트업,,,,,,209773.41179469,445995.411613587,2026-05-01 22:35:58,I,01,영업,,2023-08-04 16:47:51,2023-08-04,31.26,138-827,서울특별시 송파구 방이동 42,N,,3230000-215-2023-00017,3230000,"서울특별시 송파구 올림픽로34길 5-14, 잠실역 웰리지 더테라스 207호 (방이동)",05544,01,영업/정상,네일미용업,,,,,
,5,임대,1,헤어2030,일반미용업,5,2010-07-12,,,,195326.189841968,444465.209652975,2026-05-01 22:31:37,I,02,폐업,,2008-12-26 13:16:21,2006-03-03,63.14,156-871,서울특별시 동작구 상도1동 742-1 2층,N,,3190000-204-2006-00009,3190000,,,03,폐업,미용업,,2,,2,
0,0,,0,지&지 헤어샵,일반미용업,11,2014-11-28,,,,211173.34842584,445135.155630318,2026-05-01 22:33:58,I,02,폐업,,2014-07-29 17:27:12,2012-04-16,150.41,138-130,"서울특별시 송파구 오금동 18-9 ,10 203호",N,,3230000-211-2012-00020,3230000,"서울특별시 송파구 마천로 57, 203호 (오금동)",05657,03,폐업,일반미용업,02-430-3308,2,,2,
,0,,0,스칼렛,일반미용업,7,1998-04-20,,,,,,2026-05-01 22:32:17,I,02,폐업,,2002-09-04 00:00:00,1992-07-31,41.59,138-210,서울특별시 송파구 장지동 산 190-4,N,,3230000-204-1992-00725,3230000,,,03,폐업,미용업,02-448-4725,0,0,,
0,0,임대,0,hair salon헤윰,일반미용업,4,2018-05-10,,,,210210.999724915,444475.750361612,2026-05-01 22:33:51,I,02,폐업,,2018-05-10 17:17:51,2010-03-05,30.00,138-854,서울특별시 송파구 송파동 174-15 1층,N,,3230000-211-2010-00028,3230000,"서울특별시 송파구 송이로10길 4, 1층 (송파동)",05674,03,폐업,일반미용업,02-423-1189,1,,1,
0,0,임대,0,NIWNIW(니우니우),일반미용업,6,,,,,209429.250400612,444272.158471121,2026-05-01 22:34:32,I,01,영업,0,2021-06-17 13:27:01,2021-06-17,63.00,138-846,서울특별시 송파구 석촌동 275-15,N,0,3230000-211-2021-00030,3230000,"서울특별시 송파구 가락로16길 2-21, 3층 (석촌동)",05696,01,영업/정상,일반미용업,,3,,3,
,3,,,머리하기 좋은날,일반미용업,3,2005-09-27,,,,,,2026-05-01 22:33:02,I,02,폐업,,2004-11-18 00:00:00,2004-06-25,26.40,138-120,서울특별시 송파구 마천동 128-120,N,,3230000-204-2004-00084,3230000,,,03,폐업,미용업,,1,,1,
0,1,,0,수왕미용실,일반미용업,3,,,,,207908.639060569,444430.196356344,2026-05-01 22:34:27,I,01,영업,0,2026-04-03 10:32:12,2018-12-05,27.46,138-838,서울특별시 송파구 삼전동 50-17,N,0,3230000-211-2018-00093,3230000,"서울특별시 송파구 백제고분로24길 17, 지하층 02호 (삼전동)",05583,01,영업/정상,일반미용업,,,,,
,,,,옥성미용실,일반미용업,3,2007-12-24,,,,197176.251560219,444834.480294715,2026-05-01 22:30:48,I,02,폐업,,2005-06-09 00:00:00,1990-08-08,17.50,156-863,서울특별시 동작구 흑석동 268-2,N,,3190000-204-1990-00841,3190000,,,03,폐업,미용업,02-0822-1416,,,,
0,3,,0,미랑컬헤어 대림점,일반미용업,9,2013-03-20,,,,191963.162407762,443343.723576129,2026-05-01 22:32:25,I,02,폐업,,2012-12-18 15:25:29,2012-12-18,99.00,156-852,서울특별시 동작구 신대방동 565-22 205호,N,,3190000-213-2012-00057,3190000,서울특별시 동작구 여의대방로 2 (신대방동),07065,03,폐업,종합미용업,,,,,
1,0,,0,클럽밸런스5 송파점,메이크업업,1,2017-12-13,,,,209929.741480444,444542.920562106,2026-05-01 22:36:15,I,02,폐업,0,2017-12-13 16:58:41,2017-06-15,3.30,138-854,서울특별시 송파구 송파동 103-31,N,0,3230000-221-2017-00002,3230000,"서울특별시 송파구 가락로 156, 2층 202호 (송파동, 예빌딩)",05675,03,폐업,"피부미용업, 화장ㆍ분장 미용업",,2,,2,
0,,임대,1,명작W헤어,일반미용업,3,2020-08-24,,,,207373.50021477,445545.656024061,2026-05-01 22:34:01,I,02,폐업,,2020-08-24 10:13:07,2012-11-16,56.10,138-908,서울특별시 송파구 잠실동 19-9 잠실파인애플상가,N,,3230000-211-2012-00090,3230000,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 지하1층 B16호 (잠실동)",05501,03,폐업,일반미용업,,,,,
,2,임대,1,윤비헤어,일반미용업,3,,,,,193220.484846335,443923.762534848,2026-05-01 22:31:51,I,01,영업,,2012-08-31 14:16:11,2004-10-19,18.10,156-848,서울특별시 동작구 신대방동 360-29,N,,3190000-211-2004-00001,3190000,서울특별시 동작구 여의대방로22아길 2 (신대방동),07058,01,영업/정상,일반미용업,02-824-2033,1,,1,
,3,,,헤어더 현,일반미용업,8,2013-02-15,,,,195923.350160086,443698.626011971,2026-05-01 22:31:52,I,02,폐업,,2008-10-27 11:41:46,2008-10-09,36.00,156-030,서울특별시 동작구 상도동 501-12,N,,3190000-211-2008-00001,3190000,서울특별시 동작구 사당로 2 (상도동),07027,03,폐업,일반미용업,02-823-3377,1,,,
4,0,,0,휴(休)자세교정,피부미용업,2,,,,,207373.50021477,445545.656024061,2026-05-01 22:35:25,I,01,영업,0,2022-04-25 16:13:09,2022-04-25,42.00,138-908,서울특별시 송파구 잠실동 19-9 잠실파인애플상가,N,0,3230000-212-2022-00020,3230000,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 2층 2A01호 (잠실동)",05501,01,영업/정상,피부미용업,,,,,
,,,,서희정헤어보그,일반미용업,,2004-01-28,,,,210437.623747652,443074.735764188,2026-05-01 22:32:58,I,02,폐업,,2003-06-19 00:00:00,2003-06-19,.00,138-885,서울특별시 송파구 문정동 150-1 훼미리상가 130호,N,,3230000-204-2003-00250,3230000,,,03,폐업,미용업,02-459-3064,,,,
,3,임대,1,크라크라헤어,일반미용업,4,2007-10-24,,,,209149.961196695,444392.194498593,2026-05-01 22:33:06,I,02,폐업,,2007-10-31 16:18:36,2005-11-29,30.00,138-846,서울특별시 송파구 석촌동 260-8 (1층),N,,3230000-204-2005-00142,3230000,,,03,폐업,미용업,02-415-5626,1,,1,
2,0,,0,와이키키 헤드스파,피부미용업,2,,,,,,,2026-05-01 22:35:28,I,01,영업,0,2024-05-27 13:31:06,2024-05-27,23.10,138-888,서울특별시 송파구 문정동 642-3 문정역SKV1,N,0,3230000-212-2024-00018,3230000,"서울특별시 송파구 법원로 128, 문정역SKV1 B동 1층 120호 (문정동)",05854,01,영업/정상,피부미용업,,,,,
,0,임대,0,몸사랑 에스테틱,피부미용업,3,,,,,192170.155815215,443599.41901313,2026-05-01 22:32:12,I,01,영업,,2025-05-30 11:37:31,2010-11-22,28.68,156-855,서울특별시 동작구 신대방동 707 현대상가,N,,3190000-212-2010-00026,3190000,"서울특별시 동작구 여의대방로 30, 현대상가 112동 b201호 (신대방동)",07064,01,영업/정상,피부미용업,02-832-9969,2,,2,
0,0,,0,러블리,네일아트업,4,2013-11-29,,,,195235.166582615,445127.560344294,2026-05-01 22:31:42,I,02,폐업,,2012-01-02 14:28:35,2012-01-02,23.25,156-802,서울특별시 동작구 노량진동 217-29,N,,3190000-204-2012-00001,3190000,"서울특별시 동작구 만양로 47-1, 1층 (노량진동)",06926,03,폐업,미용업,02-824-9001,,,,
0,0,,0,모인뷰티왁싱,피부미용업,0,,,,,187822.906666898,447060.377699409,2026-05-01 03:03:03,U,01,영업,0,2026-04-30 10:18:10,2025-10-14,66.51,158-860,서울특별시 양천구 신정동 992-1 보성팰리스,N,0,3140000-212-2025-00016,3140000,"서울특별시 양천구 오목로 232, 308호 (신정동, 보성팰리스)",08022,01,영업/정상,피부미용업,,3,,3,
,0,,0,미가람,일반미용업,2,2003-02-26,,,,195480.472177679,444629.919168775,2026-05-01 22:30:44,I,02,폐업,,2003-02-26 00:00:00,1985-11-22,"1,023.00",156-830,서울특별시 동작구 상도1동 629-0,N,,3190000-204-1985-00949,3190000,,,03,폐업,미용업,02-0812-7351,0,0,0,0
0,0,,0,리안헤어,일반미용업,4,2019-08-08,,,,193056.569289539,444674.870776798,2026-05-01 22:31:56,I,02,폐업,,2019-08-08 13:22:51,2013-06-26,68.00,156-810,서울특별시 동작구 대방동 385-24 2층,N,,3190000-211-2013-00022,3190000,"서울특별시 동작구 여의대방로 194, 2층 (대방동)",06945,03,폐업,일반미용업,,2,,,
5,0,,0,루베아 에스테틱,피부미용업,5,,,,,211158.144644977,445184.778371712,2026-05-01 22:35:47,I,01,영업,0,2025-07-31 13:36:55,2025-07-31,131.10,138-855,서울특별시 송파구 오금동 17-11 명현빌딩,N,0,3230000-213-2025-00040,3230000,"서울특별시 송파구 위례성대로20길 32, 명현빌딩 2층 (오금동)",05657,01,영업/정상,종합미용업,,,,,
0,0,,0,이시스헤어,일반미용업,10,2018-05-17,,,,194657.391323495,445150.743087466,2026-05-01 22:32:01,I,02,폐업,0,2018-05-17 10:48:40,2017-10-10,129.15,156-803,서울특별시 동작구 노량진동 231-111 1층,N,0,3190000-211-2017-00051,3190000,"서울특별시 동작구 장승배기로 124, 1층 (노량진동)",06924,03,폐업,일반미용업,,1,,,
,0,,0,종로미용실,일반미용업,3,2001-06-20,,,,194477.925665468,444726.157074208,2026-05-01 22:30:59,I,02,폐업,,2001-07-24 00:00:00,1999-04-14,21.58,156-030,"서울특별시 동작구 상도동 365-1 ,10",N,,3190000-204-1999-01411,3190000,,,03,폐업,미용업,02-825-9511,0,0,0,0
,0,,0,준,일반미용업,4,1997-09-01,,,,,,2026-05-01 22:32:09,I,02,폐업,,2002-09-04 00:00:00,1988-04-01,38.90,138-210,서울특별시 송파구 장지동 산 206-19,N,,3230000-204-1988-01408,3230000,,,03,폐업,미용업,02-415-6223,0,0,,
,0,,0,세종미용실,일반미용업,5,1997-08-16,,,,,,2026-05-01 22:32:38,I,02,폐업,,2002-09-04 00:00:00,1997-05-22,29.00,138-210,서울특별시 송파구 장지동 산 149-10,N,,3230000-204-1997-01866,3230000,,,03,폐업,미용업,02-443-3026,0,0,,
,5,임대,1,경은헤어,일반미용업,4,2006-01-06,,,,210282.789610054,447913.317955034,2026-05-01 22:33:04,I,02,폐업,,2005-07-14 00:00:00,2005-04-07,33.00,138-874,서울특별시 송파구 풍납동 230-25 동명빌딩 1층,N,,3230000-204-2005-00033,3230000,,,03,폐업,미용업,,1,,1,
0,2,,0,머리하는 고양이,일반미용업,2,2024-04-18,,,,195463.528823655,444363.244818812,2026-05-01 22:32:02,I,02,폐업,0,2024-04-18 08:38:21,2018-03-21,43.00,156-836,서울특별시 동작구 상도1동 390,N,0,3190000-211-2018-00009,3190000,"서울특별시 동작구 상도로 295, 2층 202호 (상도1동)",06970,03,폐업,일반미용업,,0,0,0,0
,0,,0,오픈헤어팀,일반미용업,3,1998-09-03,,,,,,2026-05-01 22:32:34,I,02,폐업,,2002-09-04 00:00:00,1997-08-13,27.28,138-210,서울특별시 송파구 장지동 산 112-3,N,,3230000-204-1997-00793,3230000,,,03,폐업,미용업,02-416-6215,0,0,,
0,0,,0,이레헤어염색방,일반미용업,3,2015-02-24,,,,,,2026-05-01 22:34:05,I,02,폐업,0,2014-10-14 12:47:27,2014-10-14,16.50,138-814,서울특별시 송파구 거여동 181-180 지상1층,N,0,3230000-211-2014-00070,3230000,"서울특별시 송파구 마천로44길 24, 지상1층 (거여동)",,03,폐업,일반미용업,,1,,1,
0,0,,0,골드로이뷰티,메이크업업,0,,,,,207373.50021477,445545.656024061,2026-05-01 22:35:47,I,01,영업,0,2025-08-27 13:45:57,2025-08-27,16.87,138-908,서울특별시 송파구 잠실동 19-9 잠실파인애플상가,N,0,3230000-213-2025-00053,3230000,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 지하1층 A169호 (잠실동)",05501,01,영업/정상,종합미용업,,,,,
0,0,,0,커트클럽,일반미용업,3,2021-10-18,,,,211341.747854916,444947.572159861,2026-05-01 22:34:02,I,02,폐업,,2021-10-18 09:42:34,2013-07-25,30.59,138-856,서울특별시 송파구 오금동 40-10 지상1층,N,,3230000-211-2013-00048,3230000,"서울특별시 송파구 오금로35길 43-4, 지상1층 (오금동)",05659,03,폐업,일반미용업,,1,,1,
0,0,,0,스튜디오 반하다,일반미용업,4,2015-12-31,,,,211248.327401876,443048.799923289,2026-05-01 22:33:54,I,02,폐업,,2014-03-10 17:29:35,2011-05-09,25.00,138-824,서울특별시 송파구 문정동 11-14 지상1층,N,,3230000-211-2011-00005,3230000,"서울특별시 송파구 송이로32길 6, 지상1층 (문정동)",05796,03,폐업,일반미용업,,,,,
2,0,,0,더 이쁨 속눈썹,기타,0,,,,,197024.680847894,442655.772158248,2026-05-01 22:32:17,I,01,영업,0,2019-10-16 11:14:10,2018-01-04,10.00,156-879,서울특별시 동작구 사당동 215-10 1층 102호,N,0,3190000-212-2018-00001,3190000,"서울특별시 동작구 사당로2차길 64, 1층 102호 (사당동)",07030,01,영업/정상,피부미용업,,1,,,
,0,,0,헤어디자이너클럽,일반미용업,10,2000-02-01,,,,198303.527071078,442742.422887932,2026-05-01 22:30:56,I,02,폐업,,2001-08-31 00:00:00,1997-12-30,74.95,156-816,서울특별시 동작구 사당동 136-1 태평백화점 6층호,N,,3190000-204-1997-00310,3190000,,,03,폐업,미용업,02-3478-0124,0,0,0,0
0,3,임대,1,미 헤어클럽,일반미용업,2,2023-05-01,,,,192434.845419468,443710.445366967,2026-05-01 22:31:55,I,02,폐업,,2023-05-01 12:44:28,2012-08-16,19.44,156-850,서울특별시 동작구 신대방동 470-8 한성아파트 상가동 201호,N,,3190000-211-2012-00016,3190000,"서울특별시 동작구 여의대방로10길 13, 상가동 201호 (신대방동, 한성아파트)",07063,03,폐업,일반미용업,02-832-3015,,,,
,3,임대,1,비즈헤어,일반미용업,3,2008-09-24,,,,194625.122879028,445440.650664966,2026-05-01 22:31:35,I,02,폐업,,2007-06-19 00:00:00,2005-07-18,19.14,156-803,서울특별시 동작구 노량진동 240-27,N,,3190000-204-2005-00030,3190000,,,03,폐업,미용업,,1,,1,
