건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,최초등록시점,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,주식회사 영화사 돔,2013-07-17,197091.389988673,450506.228057671,,영화수입업,2026-05-01 23:07:22,I,03,폐업,,,2012-05-30,,2013-07-17 15:21:40,,2012-05-30,,서울특별시 중구 만리동*가 **-**,CDFF5211022012000009,3010000,,서울특별시 중구 만리재로**길 **-** (만리동*가),,03,폐업,,,,,,
,영화사 숲,2015-11-30,199530.789114489,451084.660834553,,영화수입업,2026-05-01 23:07:22,I,03,폐업,,,2012-06-11,,2015-11-30 15:55:15,,2012-06-11,,서울특별시 중구 충무로*가 ***-*,CDFF5211022012000010,3010000,,"서울특별시 중구 퇴계로 ***, *층 ***호 (충무로*가, 일흥빌딩)",,03,폐업,,,,02-2267-1712,,
,영화사 마농(주),2019-05-07,199298.907451279,450999.189428486,,영화수입업,2026-05-01 23:07:22,I,03,폐업,,,2012-11-27,,2019-05-07 18:03:56,,2012-11-27,,서울특별시 중구 필동*가 **-*,CDFF5211022012000015,3010000,,"서울특별시 중구 퇴계로 ***, ***호 (필동*가, 동화빌딩)",,03,폐업,,,,,,
,㈜이가영화사,2017-01-10,197034.02843741,450305.644873169,,영화수입업,2026-05-01 23:07:22,I,03,폐업,,,2007-03-21,,2017-01-10 14:08:17,,2007-03-21,,서울특별시 중구 만리동*가,CDFF5211022013000002,3010000,,"서울특별시 중구 만리재로 *** (만리동*가, 대우디오빌 ***호)",,03,폐업,,,,,,
,(주)영화사숲,2015-11-30,199088.322667,451230.610149193,,영화수입업,2026-05-01 23:07:23,I,03,폐업,,,2014-01-21,,2015-11-30 15:55:44,,2014-01-21,,서울특별시 중구 저동*가 **-** 금풍빌딩 ***호,CDFF5211022014000001,3010000,,서울특별시 중구 수표로 ** (저동*가),,03,폐업,,,,02-2267-1712,,
,한엔크레프트(Han & Craft),2018-07-05,199707.794599443,451649.523377737,,영화수입업,2026-05-01 23:07:23,I,03,폐업,,,2014-12-17,,2018-07-05 16:30:54,,2014-12-17,,서울특별시 중구 을지로*가 **,CDFF5211022014000005,3010000,,서울특별시 중구 창경궁로*길 * (을지로*가),,03,폐업,,,,070-8732-7666,,
,문화나눔협동조합 목선재,2022-12-21,199602.487744743,450946.263412407,,영화수입업,2026-05-01 23:07:23,I,03,폐업,,,2014-12-29,,2022-12-21 11:07:38,,2014-12-29,,서울특별시 중구 필동*가 **-*,CDFF5211022014000006,3010000,,"서울특별시 중구 퇴계로**길 **, ***호 (필동*가, 중앙빌딩)",,03,폐업,,,,02-2266-2296,,
,(주)프로덕션목선재,2022-12-16,199602.487744743,450946.263412407,,영화수입업,2026-05-01 23:07:23,I,03,폐업,,,2015-03-09,,2022-12-19 09:13:31,,2015-03-09,,서울특별시 중구 필동*가 **-*,CDFF5211022015000002,3010000,,"서울특별시 중구 퇴계로**길 **, ***호 (필동*가, 중앙빌딩)",,03,폐업,,,,02-2266-2296,,
,(주)영화사조제,2017-01-13,197799.544196134,451775.169253151,,영화수입업,2026-05-01 23:07:23,I,03,폐업,,,2011-10-13,,2017-01-13 11:01:42,,2011-10-13,,서울특별시 중구 태평로*가 **-**,CDFF5211022015000004,3010000,,"서울특별시 중구 세종대로**길 **, *층 (태평로*가, 씨스퀘어빌딩)",04519,03,폐업,,,,070-8670-4486,,
,에이투지 미디어,2017-05-01,198531.065381763,450627.636829233,,영화수입업,2026-05-01 23:07:24,I,03,폐업,,,2016-07-18,,2018-01-18 19:32:27,,2016-07-18,,서울특별시 중구 남산동*가 **-*,CDFF5211022016000004,3010000,,"서울특별시 중구 소공로*가길 **, *층 (남산동*가)",04630,03,폐업,,,,02-3445-1213,,
,(주)모션피아,2023-05-15,200727.25125512,450675.266315752,,영화수입업,2026-05-01 23:07:24,I,03,폐업,,,2007-06-20,,2023-05-15 17:03:45,,2007-06-20,,서울특별시 중구 신당동 ***-*,CDFF5211022016000005,3010000,,"서울특별시 중구 동호로**길 *, *층 ***호 (신당동, 지산타운)",04607,03,폐업,,,,,,
,주식회사 이윤,2024-12-31,197566.862311117,451100.772883934,,영화수입업,2026-05-01 23:07:24,I,03,폐업,,,2017-12-27,,2025-01-16 13:48:44,,2017-12-27,,서울특별시 중구 서소문동 ***-** 동화주차빌딩,CDFF5211022017000004,3010000,,"서울특별시 중구 세종대로*길 **, 동화주차빌딩 **층 ****호 (서소문동)",04513,03,폐업,,,,,,
,모비딕엔터테인먼트(주),2021-11-10,199298.907451279,450999.189428486,,영화수입업,2026-05-01 23:07:24,I,03,폐업,,,2013-05-02,,2021-11-10 10:54:12,,2013-05-02,,서울특별시 중구 필동*가 **-* 동화빌딩,CDFF5211022018000001,3010000,,"서울특별시 중구 퇴계로 ***, 동화빌딩 ***호 (필동*가)",04554,03,폐업,,,,,,
,율진흥업 주식회사,2021-12-09,199298.907451279,450999.189428486,,영화수입업,2026-05-01 23:07:24,I,03,폐업,,,2018-01-29,,2021-12-09 16:16:07,,2018-01-29,,서울특별시 중구 필동*가 **-* 동화빌딩,CDFF5211022018000002,3010000,,"서울특별시 중구 퇴계로 ***, 동화빌딩 *층 ***호 (필동*가)",04554,03,폐업,,,,070-7858-3333,,
,주식회사 킹라이언네트웍스,2019-12-03,199358.790432391,451400.776084123,,영화수입업,2026-05-01 23:07:24,I,03,폐업,,,2019-03-04,,2019-12-04 09:42:59,,2019-03-04,,서울특별시 중구 인현동*가 **-**,CDFF5211022019000002,3010000,,"서울특별시 중구 을지로**길 **, 조광빌딩 ***호 (인현동*가)",04549,03,폐업,,,,,,
,(주)트레이,2022-12-07,197446.325172007,451215.406399929,,영화수입업,2026-05-01 23:07:26,I,03,폐업,,,2017-08-11,,2022-12-07 11:01:26,,2017-08-11,,서울특별시 중구 정동 ** 삼정 아트테라스 정동,CDFF5211022021000006,3010000,,"서울특별시 중구 서소문로 **-**, 삼정 아트테라스 정동 B*층 L***호 (정동)",04516,03,폐업,,,,,,
,파라마운트글로벌코리아 유한회사,2025-05-09,198516.189192966,451641.738076021,,영화수입업,2026-05-01 23:07:26,I,03,폐업,,,2022-09-23,,2025-05-09 17:30:32,,2022-09-23,,서울특별시 중구 수하동 ** FERRUM TOWER,CDFF5211022022000003,3010000,,"서울특별시 중구 을지로*길 **, FERRUM TOWER **층 (수하동)",04539,03,폐업,,,,,,
