아세틸렌수,사업장명,폐업일자,원심주조기수,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,치과용프레스수,상세영업상태코드,상세영업상태명,기공용컴프레서수,기공용레스수,기공용모터수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,핀덱스수,포셀린로수,전기로수,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,샌드기수,서베이어수,휴업시작일자,휴업종료일자,소재지전화번호,트리머수,초음파청소기수,진공매몰기수,진동기수
1,삼우치과기공소,2010-05-26,1,,,2026-05-01 22:32:04,I,1,03,폐업,,1,2,2010-05-27 09:46:25,,1997-07-29,100-803,서울특별시 중구 남대문로5가 575 건우빌딩4층,PHMB319973010033062300001,3010000,,1,1,,,03,폐업,,1,,,,1,1,,1
1,알파치과기공소,2012-04-26,1,200115.066620683,451477.289419261,2026-05-01 22:32:04,I,1,03,폐업,1,1,2,2012-04-26 11:11:13,,2000-10-28,100-195,서울특별시 중구 을지로5가 274번지 10호,PHMB320003010033062300001,3010000,1,1,1,서울특별시 중구 동호로 349 (을지로5가),,03,폐업,1,1,,,22678995,1,1,1,1
1,민치과기공소,2011-10-31,1,200917.870359131,450434.24450108,2026-05-01 22:32:04,I,1,03,폐업,,1,2,2011-10-31 10:37:01,,2001-10-27,100-834,서울특별시 중구 신당2동 374-14 4층,PHMB320013010033062300001,3010000,,1,1,서울특별시 중구 다산로 137-1 (신당동),,03,폐업,,1,,,,1,1,,1
1,늘푸른치과기공소,2012-10-11,1,199992.579396897,451139.304001968,2026-05-01 22:32:04,I,1,03,폐업,1,1,2,2012-10-11 14:48:05,,2002-11-19,100-380,서울특별시 중구 묵정동  27-10 301호,PHMB320023010033062300001,3010000,1,1,1,"서울특별시 중구 퇴계로 260 (묵정동, 301호)",,03,폐업,1,1,,,22682809,1,1,1,1
1,덴아트 치과기공소,2010-11-08,1,,,2026-05-01 22:32:04,I,1,03,폐업,,1,2,2010-11-08 13:41:39,,2003-01-13,100-070,서울특별시 중구 소공동 240 삼진빌딩 503호,PHMB320033010033062300001,3010000,,1,1,,,03,폐업,,1,,,,1,1,,1
1,맨하탄치과기공소,2009-11-27,1,202131.747052459,451330.482879118,2026-05-01 22:32:04,I,1,03,폐업,,1,2,2009-11-27 17:10:55,,2004-06-04,100-789,서울특별시 중구 신당5동 171번지 도로교통공단 4층,PHMB320043010033062300001,3010000,,1,1,"서울특별시 중구 왕십리로 407 (신당동,도로교통공단 4층)",,03,폐업,,1,,,,1,1,,1
1,서원치과기공소,2012-02-14,1,201566.851816484,451111.306977671,2026-05-01 22:32:04,I,1,03,폐업,1,1,2,2012-02-14 17:49:17,,2004-11-11,100-831,서울특별시 중구 신당5동 52번지 46호 3층,PHMB320043010033062300004,3010000,1,1,1,"서울특별시 중구 다산로38길 54 (신당동, 3층)",,03,폐업,1,1,,,22372245,1,1,1,1
1,제라믹치과기공소,2015-10-07,1,200617.480667322,449727.294673334,2026-05-01 22:32:04,I,1,03,폐업,1,1,2,2015-10-07 16:35:05,,2005-01-12,100-830,서울특별시 중구 신당3동 366번지 116호 2층,PHMB320053010033062300002,3010000,1,1,1,"서울특별시 중구 다산로 60 (신당동, 2층)",04597,03,폐업,1,1,,,22566600,1,1,1,1
1,퍼스트치과기공소,2011-03-21,1,,,2026-05-01 22:32:04,I,1,03,폐업,,1,2,2011-03-21 17:53:33,,2006-08-21,100-210,서울특별시 중구 수하동 63 미관빌딩5층,PHMB320063010033062300001,3010000,,1,1,,,03,폐업,,1,,,,1,1,,1
1,박치민치과기공소,2014-01-17,1,196864.942838297,450649.69804319,2026-05-01 22:32:04,I,1,03,폐업,1,1,2,2014-01-17 13:32:30,,2006-04-17,100-727,서울특별시 중구 중림동 200번지 삼성사이버상가 2-211호,PHMB320063010033062300002,3010000,1,1,1,"서울특별시 중구 중림로 10 (중림동, 삼성사이버상가2동211호)",,03,폐업,1,1,,,,1,1,1,1
1,디오치과기공소,2016-03-23,1,200903.601984114,450184.726543595,2026-05-01 22:32:04,I,1,03,폐업,0,1,2,2016-03-23 10:07:06,,2006-11-07,100-841,서울특별시 중구 신당3동 369번지 79호 3층,PHMB320063010033062300005,3010000,0,1,1,"서울특별시 중구 동호로 177 (신당동, 3층)",04597,03,폐업,0,1,,,22382808,1,1,0,1
1,스마트치과기공소,2018-09-05,1,200674.605517155,451196.090014456,2026-05-01 22:32:04,I,1,03,폐업,1,1,2,2018-09-05 10:15:51,,2006-12-29,,,PHMB320063010033062300006,3010000,1,1,1,"서울특별시 중구 장충단로8나길 11-5, 레오파드 4층 (광희동2가)",04614,03,폐업,1,1,,,02-2272-4512,1,1,1,1
1,이즈텍치과기공소,2015-09-16,1,201001.634510186,450727.589101509,2026-05-01 22:32:04,I,1,03,폐업,1,1,2,2015-09-16 15:22:39,,2007-07-19,100-829,서울특별시 중구 신당2동 338번지 7호 5층,PHMB320073010033062300001,3010000,1,1,1,"서울특별시 중구 동호로12길 84 (신당동, 5층)",04608,03,폐업,1,1,,,22752805,1,1,1,1
1,비스마일치과기공소,2012-04-27,1,200732.187356297,450038.888747528,2026-05-01 22:32:04,I,1,03,폐업,1,1,2,2012-04-27 13:20:22,,2008-07-09,100-453,서울특별시 중구 신당동 366번지 14호 4층,PHMB320083010033062300002,3010000,1,1,1,"서울특별시 중구 다산로 94 (신당동, 4층층)",,03,폐업,1,1,,,22532872,1,1,1,1
1,참덴치과기공소,2015-11-13,1,201086.643957694,450686.476066139,2026-05-01 22:32:04,I,1,03,폐업,1,1,2,2015-11-13 14:52:49,,2008-07-09,100-826,서울특별시 중구 신당동 333번지 79호 333-79 6층,PHMB320083010033062300003,3010000,1,1,1,"서울특별시 중구 다산로 168, 6층 (신당동)",04589,03,폐업,1,1,,,22532879,1,1,1,1
1,신구지랩치과기공소,2009-12-28,1,197778.959991783,450618.79824626,2026-05-01 22:32:04,I,1,03,폐업,,1,2,2009-12-28 17:46:34,,2008-04-17,100-802,서울특별시 중구 남대문로5가 158번지 1층,PHMB320083010033062300004,3010000,,1,1,"서울특별시 중구 소월로 20-6 (남대문로5가,1층)",,03,폐업,,1,,,,1,1,,1
1,성우치과기공소,2018-01-29,1,200975.963872755,450941.6499198,2026-05-01 22:32:04,I,1,03,폐업,1,1,2,2018-06-18 10:21:30,,2008-03-26,100-833,서울특별시 중구 신당2동 403번지 26호 3층,PHMB320083010033062300006,3010000,1,1,1,"서울특별시 중구 청구로 93-3 (신당동, 3층)",04609,03,폐업,1,1,,,64089166,1,1,1,1
1,오티앤치과기공소,2011-12-02,1,201550.757404112,450981.120080258,2026-05-01 22:32:04,I,1,03,폐업,1,1,2,2011-12-02 17:49:03,,2008-01-17,100-816,서울특별시 중구 신당6동 47번지 12호 2층,PHMB320083010033062300007,3010000,1,1,1,"서울특별시 중구 다산로36길 65 (신당동, 2층)",,03,폐업,1,1,,,,1,1,1,1
1,바이오치과기공소,2021-11-22,1,201088.044245842,450810.809597259,2026-05-01 22:32:04,I,1,03,폐업,1,1,2,2021-11-26 15:06:02,,2008-10-10,100-884,서울특별시 중구 신당2동 308번지 56호 3층,PHMB320083010033062300009,3010000,1,1,1,"서울특별시 중구 다산로 179 (신당동, 3층)",04608,03,폐업,1,1,,,,1,1,1,1
1,예랑치과기공소,2017-09-12,1,198427.80416659,450983.789878438,2026-05-01 22:32:04,I,1,03,폐업,1,1,5,2017-09-12 16:24:32,,2009-01-15,100-011,서울특별시 중구 충무로1가 25번지 33호 명문빌딩 4층,PHMB320093010033062300001,3010000,1,3,2,"서울특별시 중구 명동8나길 35 (충무로1가, 명문빌딩4층)",04535,03,폐업,1,1,,,,1,1,1,1
1,장치과기공소,2012-09-21,1,201001.634510186,450727.589101509,2026-05-01 22:32:04,I,1,03,폐업,1,1,4,2012-11-27 17:37:32,,2009-11-09,100-829,서울특별시 중구 신당2동 338-7 대우빌딩4층,PHMB320093010033062300007,3010000,1,2,2,"서울특별시 중구 동호로12길 84 (신당동, 대우빌딩4층)",,03,폐업,1,1,,,22371923,1,2,1,1
1,예스치과기공소,2011-10-10,1,,,2026-05-01 22:32:04,I,1,03,폐업,,1,5,2011-12-01 16:18:16,,2009-11-20,100-826,서울특별시 중구 신당4동 333-206 성원빌딩 다동 301,PHMB320093010033062300008,3010000,,2,1,,,03,폐업,,1,,,,1,2,,1
1,더스타일코리아치과기공소,2011-03-16,1,,,2026-05-01 22:32:04,I,1,03,폐업,,1,5,2011-03-16 17:57:47,,2010-03-02,100-800,서울특별시 중구 남대문로5가 18-1 남전빌딩5층,PHMB320103010033062300001,3010000,,2,2,,,03,폐업,,1,,,070-4106-4440,1,1,,1
1,웰(well)치과기공소,2015-09-24,1,200067.55769401,451391.93131654,2026-05-01 22:32:05,I,1,03,폐업,1,1,5,2015-09-24 17:12:56,,2010-03-19,100-310,서울특별시 중구 오장동 148번지 19호 정광빌딩 402호,PHMB320103010033062300002,3010000,1,1,2,"서울특별시 중구 을지로36길 42 (오장동,정광빌딩 402호)",,03,폐업,1,1,,,22732807,1,1,1,1
1,수치과기공소,2015-03-03,1,201139.353873081,450411.222894365,2026-05-01 22:32:05,I,1,03,폐업,1,1,2,2015-05-01 13:51:16,,2011-06-27,100-827,서울특별시 중구 신당3동 346-402 1층,PHMB320113010033062300002,3010000,1,1,1,"서울특별시 중구 다산로16길 38 (신당동, 1층)",,03,폐업,1,1,,,22325689,1,1,1,1
1,덴탑코리아치과기공소,2024-05-31,1,201015.154574162,450551.715938028,2026-05-01 22:32:05,I,1,03,폐업,1,1,4,2024-05-31 09:28:31,,2011-08-19,100-826,서울특별시 중구 신당4동 340-160 2층,PHMB320113010033062300003,3010000,1,2,3,"서울특별시 중구 다산로 152-1 (신당동, 2층)",04590,03,폐업,1,1,,,,1,2,1,1
1,예스플러스치과기공소,2015-10-05,1,201086.643957694,450686.476066139,2026-05-01 22:32:05,I,1,03,폐업,1,1,4,2015-10-05 14:24:54,,2011-12-27,100-826,서울특별시 중구 신당4동 333번지 79호 성원빌딩301호,PHMB320113010033062300004,3010000,1,2,1,"서울특별시 중구 다산로 168 (신당동, 성원빌딩 301호)",04589,03,폐업,1,1,,,22562805,1,1,1,2
1,광화문연치과기공소,2014-06-03,1,197837.843324294,451838.436157683,2026-05-01 22:32:05,I,1,03,폐업,1,1,3,2014-06-03 16:59:42,,2012-01-06,100-101,서울특별시 중구 태평로1가 62번지 3호 5층,PHMB320123010033062300001,3010000,1,1,1,"서울특별시 중구 세종대로 135-9 (태평로1가, 5층)",,03,폐업,1,1,,,,1,1,1,1
1,삼흥치과기공소,2018-07-30,1,200373.759946097,451402.013432692,2026-05-01 22:32:05,I,1,03,폐업,1,1,4,2018-07-30 13:49:46,,2012-08-27,,,PHMB320123010033062300002,3010000,1,2,2,"서울특별시 중구 마른내로 153, 4층 (광희동1가)",04561,03,폐업,1,1,,,02-2265-7838,1,1,1,2
1,선치과기공소,2013-10-24,1,201131.886624112,450483.248425659,2026-05-01 22:32:05,I,1,03,폐업,1,1,3,2013-10-24 16:22:03,,2012-09-26,100-450,서울특별시 중구 신당동 355번지 9호,PHMB320123010033062300003,3010000,1,1,1,"서울특별시 중구 다산로18길 29, 1층 (신당동, 중앙빌딩)",,03,폐업,1,1,,,,1,1,1,1
1,늘푸른치과기공소,2015-07-03,1,199992.579396897,451139.304001968,2026-05-01 22:32:05,I,1,03,폐업,1,1,3,2015-07-03 13:21:20,,2013-04-04,,,PHMB320133010033062300001,3010000,1,1,1,"서울특별시 중구 퇴계로 260, 3층 301호 (묵정동)",,03,폐업,1,1,,,02-2268-2809,1,1,1,1
1,하늘미소치과기공소,2017-12-29,1,200671.238941572,451172.270483093,2026-05-01 22:32:05,I,1,03,폐업,1,1,3,2017-12-29 14:06:56,,2013-06-04,,,PHMB320133010033062300002,3010000,1,1,1,"서울특별시 중구 장충단로8나길 9, 4층 (장충동1가, 삼미빌딩 )",04614,03,폐업,1,1,,,02-922-8275,1,1,1,1
1,오엔이치과기공소,2014-11-03,1,199105.218675802,451530.932160097,2026-05-01 22:32:05,I,1,03,폐업,1,1,5,2014-11-03 16:20:18,,2013-08-22,,,PHMB320133010033062300003,3010000,1,1,1,"서울특별시 중구 을지로 114-3, 2층 (을지로3가)",,03,폐업,1,1,,,02-6497-4691,1,1,1,1
1,미래엔치과기공소,2015-04-02,2,201369.714689844,451045.335646565,2026-05-01 22:32:05,I,1,03,폐업,2,1,6,2015-04-02 18:24:09,,2014-02-25,100-816,서울특별시 중구 신당동,PHMB320143010033062300001,3010000,1,3,3,"서울특별시 중구 다산로34길 25, 3층 (신당동)",,03,폐업,2,2,,,,1,2,2,2
1,치예랑치과기공소,2015-01-15,1,200727.040300124,449972.557876854,2026-05-01 22:32:05,I,1,03,폐업,1,1,3,2015-01-15 14:07:14,,2014-05-23,,,PHMB320143010033062300002,3010000,1,1,1,"서울특별시 중구 다산로6길 23, 지하1층 2호 (신당동)",,03,폐업,1,1,,,02-2236-7520,1,1,1,1
1,삼정치과기공소,2016-12-09,1,197588.589989441,450556.561989956,2026-05-01 22:32:05,I,1,03,폐업,1,1,3,2016-12-09 17:11:12,,2015-02-10,100-800,서울특별시 중구 남대문로5가 12번지 38호 덕우빌딩 601호,PHMB320153010033062300001,3010000,1,1,1,"서울특별시 중구 세종대로 20 (남대문로5가, 덕우빌딩 601호)",04527,03,폐업,1,1,,,,1,1,1,1
1,미르치과기공소,2024-02-29,1,197195.560435667,450632.326910182,2026-05-01 22:32:05,I,1,03,폐업,1,1,6,2024-03-12 18:11:23,,2017-01-09,,서울특별시 중구 중림동 128번지 18호 3층,PHMB320173010033062300001,3010000,1,2,2,"서울특별시 중구 청파로 429, 3층 (중림동)",04507,03,폐업,1,1,,,02-393-8114,1,1,1,1
1,더꼼꼼한치과기공소,2018-01-23,1,201088.044245842,450810.809597259,2026-05-01 22:32:05,I,1,03,폐업,1,1,3,2018-06-18 10:16:51,,2017-02-10,,"서울특별시 중구 신당동 308번지 56호 3층, 2호",PHMB320173010033062300002,3010000,1,1,1,"서울특별시 중구 다산로 179, 3층 2호 (신당동)",04608,03,폐업,1,1,,,,1,1,1,1
1,다온치과기공소,2019-07-31,1,198505.140766586,451381.113105659,2026-05-01 22:32:05,I,1,03,폐업,1,1,3,2020-07-28 15:57:35,,2017-09-28,,서울특별시 중구 을지로2가 199번지 40호 3층 311호,PHMB320173010033062300003,3010000,1,1,1,"서울특별시 중구 명동7길 21, 3층 311호 (을지로2가, 명동아르누보센텀)",04534,03,폐업,2,1,,,,1,1,1,1
1,4RD 치과기공소,2020-10-28,1,197511.217969557,450658.200814849,2026-05-01 22:32:05,I,1,03,폐업,1,1,1,2020-10-28 09:44:53,,2019-09-03,,서울특별시 중구 봉래동1가 132번지 1호,PHMB320193010033062300002,3010000,0,1,1,"서울특별시 중구 세종대로1길 9, 4층 (봉래동1가)",04512,03,폐업,1,1,,,,1,1,1,1
1,올소3D랩,2021-06-14,1,197184.032580986,450720.280868041,2026-05-01 22:32:05,I,1,03,폐업,1,1,2,2021-06-14 11:24:49,,2019-11-11,,서울특별시 중구 중림동 75번지,PHMB320193010033062300004,3010000,1,1,1,"서울특별시 중구 청파로 439, 지하1층 (중림동)",04507,03,폐업,1,1,,,02-365-2809,1,1,1,1
1,아크치과기공소,2024-08-01,1,198505.140766586,451381.113105659,2026-05-01 22:32:05,I,1,03,폐업,1,1,3,2024-08-01 14:59:46,,2019-12-06,,,PHMB320193010033062300005,3010000,1,1,1,"서울특별시 중구 명동7길 21, 명동아르누보센텀 3층 311호 (을지로2가)",04534,03,폐업,1,1,,,,1,1,1,1
1,폴드(4RD) 치과기공소,2022-03-09,1,197511.217969557,450658.200814849,2026-05-01 22:32:05,I,1,03,폐업,1,1,2,2022-03-04 17:34:20,,2020-11-06,,,PHMB320203010033062300002,3010000,1,1,1,"서울특별시 중구 세종대로1길 9, 4층 (봉래동1가)",04512,03,폐업,1,1,,,02-3784-4321,1,1,1,1
1,명동디지털치과기공소,2022-07-14,1,198737.553769773,451081.894647871,2026-05-01 22:32:05,I,1,03,폐업,1,1,2,2022-07-14 16:06:33,,2021-07-30,,서울특별시 중구 충무로2가 11-1,PHMB320213010033062300001,3010000,1,1,1,"서울특별시 중구 명동8가길 27, 4층 405호 (충무로2가)",04537,03,폐업,1,1,,,02-6949-2856,1,1,1,1
1,Guardians LAB,2024-08-27,1,198737.553769773,451081.894647871,2026-05-01 22:32:05,I,1,03,폐업,1,1,2,2024-08-27 13:20:45,,2022-09-16,,서울특별시 중구 충무로2가 11-1,PHMB320223010033062300001,3010000,1,1,1,"서울특별시 중구 명동8가길 27, 4층 405호 (충무로2가)",04537,03,폐업,1,1,,,,1,1,1,1
1,사랑치과기공소,2024-08-01,1,198505.140766586,451381.113105659,2026-05-01 22:32:05,I,1,03,폐업,1,1,2,2024-08-01 14:59:59,,2022-10-25,,서울특별시 중구 을지로2가 199-40 명동아르누보센텀,PHMB320223010033062300002,3010000,1,1,1,"서울특별시 중구 명동7길 21, 명동아르누보센텀 3층 310호 (을지로2가)",04534,03,폐업,1,1,,,,1,1,1,1
1,플란치과기공소,2025-01-15,2,200743.604803356,450138.549769796,2026-05-01 22:32:05,I,1,03,폐업,1,1,1,2025-01-15 16:01:51,,2022-11-17,,서울특별시 중구 신당동 363-6 전진빌딩,PHMB320223010033062300004,3010000,1,1,1,"서울특별시 중구 동호로11길 39, 전진빌딩 3층 (신당동)",04598,03,폐업,1,1,,,1522-2875,1,1,1,1
1,예성치과기공소,2017-06-13,1,204421.112454178,456252.32930745,2026-05-01 22:37:05,I,1,03,폐업,2,1,4,2017-06-13 18:29:57,,2013-11-28,136-120,서울특별시 성북구 상월곡동 7번지 355호 지상2층,PHMB320133070034062300004,3070000,1,2,1,"서울특별시 성북구 화랑로23길 15, 지상2층 (상월곡동)",02773,03,폐업,1,1,,,02-552-8678,1,1,1,1
1,토대치과기공소,2019-05-31,1,202491.92993406,453650.862601693,2026-05-01 22:37:05,I,1,03,폐업,2,1,3,2019-05-31 14:36:26,,2014-09-05,136-075,서울특별시 성북구 안암동5가 102번지 94호 4층,PHMB320143070034062300001,3070000,1,1,1,"서울특별시 성북구 인촌로22길 23, 4층 (안암동5가)",02855,03,폐업,1,1,,,,1,1,1,1
1,선태치과기공소,2016-05-31,1,205510.999811435,456415.941878391,2026-05-01 22:37:05,I,1,03,폐업,1,1,5,2016-05-31 09:53:59,,2015-05-22,,서울특별시 성북구 석관동 71번지 8호,PHMB320153070034062300002,3070000,1,1,1,"서울특별시 성북구 한천로 563, 3층 301호 (석관동)",02784,03,폐업,2,2,,,,1,2,1,1
1,찬치과기공소,2025-05-01,1,203161.090696754,455815.233775386,2026-05-01 22:37:05,I,1,03,폐업,3,1,3,2025-05-01 15:48:55,,2015-06-03,,서울특별시 성북구 하월곡동 71번지 51호 2층 일부,PHMB320153070034062300003,3070000,1,1,1,"서울특별시 성북구 오패산로5길 11, 2층 (하월곡동)",02738,03,폐업,1,1,,,02-582-2814,1,1,1,1
1,이노덴트치과기공소,2016-03-29,1,203649.811269449,455662.299341418,2026-05-01 22:37:05,I,1,03,폐업,1,1,3,2016-03-29 14:26:46,,2015-06-22,136-130,서울특별시 성북구 하월곡동 227번지 월곡갑을명가 B124호,PHMB320153070034062300005,3070000,1,1,1,"서울특별시 성북구 화랑로11길 26, B124호 (하월곡동, 월곡갑을명가)",02751,03,폐업,1,1,,,02-3292-2540,1,1,1,1
1,인성치과기공소,2024-11-14,1,204795.426481907,457031.748801765,2026-05-01 22:37:05,I,2,03,폐업,1,2,5,2024-11-14 17:30:31,,2015-06-30,,서울특별시 성북구 장위동 89-3,PHMB320153070034062300006,3070000,0,3,2,"서울특별시 성북구 장위로 173, 2층 (장위동)",02765,03,폐업,2,2,,,02-308-6708,2,2,1,2
1,하늘 덴탈 랩,2025-05-07,1,203202.069273393,455801.458482281,2026-05-01 22:37:05,I,1,03,폐업,1,1,8,2025-05-07 13:29:27,,2015-12-24,,서울특별시 성북구 하월곡동 70번지 123호 2층,PHMB320153070034062300007,3070000,1,1,2,"서울특별시 성북구 오패산로 25, 2층 (하월곡동)",02738,03,폐업,2,1,,,02-482-2625,1,1,1,1
1,파인치과기공소,2019-08-05,1,204421.112454178,456252.32930745,2026-05-01 22:37:05,I,2,03,폐업,1,1,3,2019-08-05 14:17:31,,2017-06-15,,서울특별시 성북구 상월곡동 7번지 355호,PHMB320173070034062300002,3070000,1,3,2,"서울특별시 성북구 화랑로23길 15, 2층 (상월곡동)",02773,03,폐업,2,1,,,,1,1,1,1
1,다온치과기공소,2019-11-01,1,204061.357521617,456114.697447095,2026-05-01 22:37:05,I,1,03,폐업,1,1,3,2019-11-01 09:14:08,,2018-11-09,,서울특별시 성북구 상월곡동 46번지 3호 3층,PHMB320183070034062300002,3070000,1,1,1,"서울특별시 성북구 장월로1길 11, 3층 (상월곡동)",02752,03,폐업,1,1,,,,1,1,1,1
1,인촌치과기공소,2024-06-27,1,201575.668186888,455506.471833836,2026-05-01 22:37:06,I,1,03,폐업,1,1,2,2024-06-27 17:09:51,,2019-12-11,,서울특별시 성북구 정릉동 16번지 202호 2층,PHMB320193070034062300008,3070000,1,1,1,"서울특별시 성북구 정릉로38길 8, 2층 (정릉동)",02816,03,폐업,1,1,,,,1,1,1,1
1,참치과기공소,2022-08-22,1,203161.090696754,455815.233775386,2026-05-01 22:37:06,I,1,03,폐업,1,1,6,2022-08-23 10:26:33,,2010-08-06,,서울특별시 성북구 하월곡동 71-51,PHMB320213070034062300002,3070000,1,2,3,"서울특별시 성북구 오패산로5길 11, 2층 (하월곡동)",02738,03,폐업,1,2,,,02-583-1225,1,2,1,2
1,보령치과기공소,2010-07-30,1,201183.443527373,454250.361329971,2026-05-01 22:37:01,I,1,03,폐업,,1,2,2010-07-30 14:08:03,,1992-03-03,136-044,서울특별시 성북구 삼선동4가 343번지,PHMB319923070034062300001,3070000,,1,1,,,03,폐업,,1,,,,1,1,,1
1,바이탈치과기공소,2015-01-15,1,200809.759409524,454322.84307932,2026-05-01 22:37:01,I,1,03,폐업,1,1,2,2015-01-15 10:49:18,,1997-01-27,136-034,서울특별시 성북구 동소문동4가 103번지 20호 삼보힐하우스 101호(1층),PHMB319973070034062300001,3070000,1,1,1,"서울특별시 성북구 동소문로13가길 52-9, 101호 (동소문동4가, 삼보힐하우스)",,03,폐업,1,1,,,,1,1,1,1
1,우리치과기공소,2009-01-28,1,202414.959127132,456014.648978588,2026-05-01 22:37:01,I,1,03,폐업,1,1,2,2012-11-22 17:27:13,,1998-05-25,136-130,서울특별시 성북구 하월곡동 88번지 77호,PHMB319983070034062300001,3070000,1,1,1,서울특별시 성북구 동소문로 296 (하월곡동),,03,폐업,1,1,,,,1,1,1,1
1,보화치과기공소,2009-06-16,1,201861.396105562,453114.709951076,2026-05-01 22:37:01,I,1,03,폐업,1,1,2,2014-02-21 11:18:30,,2000-05-12,136-087,서울특별시 성북구 보문동7가 30번지,PHMB320003070034062300001,3070000,1,1,1,서울특별시 성북구 보문로 55 (보문동7가),,03,폐업,1,1,,,02-563-2833,1,1,1,1
