건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,최초등록시점,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,남북사랑의빵나누기운동본부 영화제작부,2014-03-05,199249.497248083,452172.752346469,,영화제작업,2026-05-01 22:41:30,I,03,폐업,,,2007-05-23,,2014-03-05 17:11:58,,2007-05-23,,서울특별시 종로구 묘동 ** 황횽귀금속상가 ***,CDFF5211012007000003,3000000,,"서울특별시 종로구 돈화문로*가길 ** (묘동,황횽귀금속상가 ***)",,03,폐업,,,,,,
,(주)아트서비스,2014-04-08,197612.137033978,452831.555366395,,영화제작업,2026-05-01 22:41:30,I,03,폐업,,,2007-05-28,,2014-11-25 18:46:18,,2007-05-28,,서울특별시 종로구 통의동 **-**,CDFF5211012007000004,3000000,,서울특별시 종로구 효자로 ** (통의동),,03,폐업,,,,20018850,,
,(주)공감영화사,2010-04-14,197734.954921397,456411.118211104,,영화제작업,2026-05-01 22:41:30,I,03,폐업,,,2007-08-14,,2010-04-29 09:23:42,,2007-08-14,,서울특별시 종로구 평창동 **-** 서호빌딩 ***호,CDFF5211012007000005,3000000,,"서울특별시 종로구 평창문화로 ***  (평창동,서호빌딩 ***호)",,03,폐업,,,,60831808,,
,(주)현대에이치알엔터테인먼트,2014-10-23,198817.289034611,452901.786745273,,영화제작업,2026-05-01 22:41:30,I,03,폐업,,,2007-09-14,,2014-10-27 09:14:39,,2007-09-14,,서울특별시 종로구 계동 ***-* 현대본사 빌딩 신라픽쳐스,CDFF5211012007000006,3000000,,"서울특별시 종로구 율곡로 ** (계동,현대본사 빌딩 신라픽쳐스)",,03,폐업,,,,,,
,(주)엠케이픽처스,2013-01-28,197196.866507381,452814.968803256,,영화제작업,2026-05-01 22:41:30,I,03,폐업,,,2008-01-22,,2014-04-03 19:04:28,,2008-01-22,,서울특별시 종로구 필운동 **,CDFF5211012008000002,3000000,,,,03,폐업,,,,21932024,,
,(주)브랜드스토리,2015-06-15,198624.006469032,452310.752960617,,영화제작업,2026-05-01 22:41:30,I,03,폐업,,,2008-03-21,,2015-06-15 13:35:21,,2008-03-21,,서울특별시 종로구 관훈동 ***-** 백상빌딩 본관 **층 ****호,CDFF5211012008000004,3000000,,"서울특별시 종로구 인사동*길 ** (관훈동,백상빌딩 본관 **층 ****호)",,03,폐업,,,,,,
,동영글로벌,2014-04-21,198351.818737482,451921.60302604,,영화제작업,2026-05-01 22:41:30,I,03,폐업,,,2008-10-24,,2014-04-21 18:07:01,,2008-10-24,,서울특별시 종로구 서린동 ** 영풍빌딩 *층,CDFF5211012008000011,3000000,,"서울특별시 종로구 청계천로 ** (서린동,영풍빌딩 *층)",,03,폐업,,,,,,
,(주)컴퍼니엘,2021-06-16,198324.653631679,452252.812389497,,영화제작업,2026-05-01 22:41:31,I,03,폐업,,,2010-01-06,,2021-06-17 09:48:00,,2010-01-06,,서울특별시 종로구 수송동 ** 두산위브파빌리온 ****호,CDFF5211012010000001,3000000,,"서울특별시 종로구 삼봉로 **, ****호 (수송동, 두산위브파빌리온)",,03,폐업,,,,,,
,아이시네마,2010-05-31,196817.517924251,454541.172326235,,영화제작업,2026-05-01 22:41:31,I,03,폐업,,,2010-03-25,,2010-05-31 13:19:28,,2010-03-25,,서울특별시 종로구 부암동 ***-* ***호,CDFF5211012010000003,3000000,,"서울특별시 종로구 창의문로**길 **  (부암동,***호)",,03,폐업,,,,,,
,영화사 돼지꿈,2010-12-17,196828.928666125,455080.0109352,,영화제작업,2026-05-01 22:41:31,I,03,폐업,,,2010-03-25,,2010-12-27 11:41:00,,2010-03-25,,서울특별시 종로구 부암동 ***-** 부암빌라 다-***,CDFF5211012010000004,3000000,,"서울특별시 종로구 백석동길 ***-**  (부암동,부암빌라 다-***)",,03,폐업,,,,,,
,산지,2020-05-08,197383.41956245,453240.857215287,,영화제작업,2026-05-01 22:41:31,I,03,폐업,,,2010-04-12,,2020-05-11 10:09:30,,2010-04-12,,서울특별시 종로구 창성동 ***,CDFF5211012010000006,3000000,,서울특별시 종로구 자하문로 ** (창성동),,03,폐업,,,,,,
,코르코르디움,2013-04-02,199869.958399202,453497.646561018,,영화제작업,2026-05-01 22:41:31,I,03,폐업,,,2010-04-30,,2013-04-03 17:45:12,,2010-04-30,,서울특별시 종로구 명륜*가 ***-* *층,CDFF5211012010000011,3000000,,"서울특별시 종로구 창경궁로 ***-*  (명륜*가,*층)",,03,폐업,,,,,,
,영화사 재인,2013-01-08,198434.645520457,453607.953897459,,영화제작업,2026-05-01 22:41:31,I,03,폐업,,,2011-02-16,,2013-01-09 15:52:40,,2011-02-16,,서울특별시 종로구 삼청동 **-*** *층,CDFF5211012011000001,3000000,,"서울특별시 종로구 북촌로**길 **-*  (삼청동,*층)",,03,폐업,,,,,,
,(주)비엠필름,2014-04-15,,,,영화제작업,2026-05-01 22:41:31,I,03,폐업,,,2011-03-25,,2014-04-15 19:57:29,,2011-03-25,,서울특별시 종로구 관수동 **,CDFF5211012011000002,3000000,,,,03,폐업,,,,,,
,마술램프,2013-08-09,199666.948921028,453452.586227938,,영화제작업,2026-05-01 22:41:31,I,03,폐업,,,2011-06-08,,2013-08-09 16:55:00,,2011-06-08,,서울특별시 종로구 명륜*가 ***-* 지하*층,CDFF5211012011000004,3000000,,"서울특별시 종로구 성균관로*길 **-*  (명륜*가,지하*층)",,03,폐업,,,,,,
,핑크로봇필름,2012-06-28,197349.648177062,453044.536805663,,영화제작업,2026-05-01 22:41:32,I,03,폐업,,,2010-07-05,,2012-07-02 16:44:04,,2010-07-05,,서울특별시 종로구 통인동 ***,CDFF5211012011000010,3000000,,서울특별시 종로구 자하문로**길 * (통인동),,03,폐업,,,,,,
,셀빈라이스,2015-01-12,197233.75101683,453435.224317413,,영화제작업,2026-05-01 22:41:32,I,03,폐업,,,2012-01-10,,2015-01-12 16:57:49,,2012-01-10,,서울특별시 종로구 신교동 **-** ***호,CDFF5211012012000001,3000000,,"서울특별시 종로구 자하문로**길 **, *층 ***호 (신교동)",,03,폐업,,,,,,
,다트앤,2013-02-28,198938.628193769,452464.092338006,,영화제작업,2026-05-01 22:41:32,I,03,폐업,,,2012-03-26,,2013-03-05 13:03:42,,2012-03-26,,서울특별시 종로구 익선동 ** 비즈웰오피스텔 ***호,CDFF5211012012000007,3000000,,"서울특별시 종로구 삼일대로**길 **, ***호 (익선동, 비즈웰오피스텔)",,03,폐업,,,,,,
,정동필름 주식회사,2014-03-31,200198.347200405,452605.032953208,,영화제작업,2026-05-01 22:41:32,I,03,폐업,,,2012-07-09,,2014-03-31 11:34:08,,2012-07-09,,서울특별시 종로구 이화동 *** 신영빌딩 *층,CDFF5211012012000015,3000000,,"서울특별시 종로구 율곡로**길 *, *층 (이화동, 신영빌딩)",,03,폐업,,,,02-541-9930,,
,거기서 기다려줘요,2013-04-10,197165.654249255,456180.749959012,,영화제작업,2026-05-01 22:41:32,I,03,폐업,,,2012-07-30,,2013-12-10 11:16:14,,2012-07-30,,서울특별시 종로구 평창동 *** 금강파크빌리지 *동 ***호,CDFF5211012012000017,3000000,,"서울특별시 종로구 평창**길 *-**, *동 ***호 (평창동, 금강파크빌리지)",,03,폐업,,,,02-391-0492,,
,(주) 미디어 바오밥,2018-03-28,198150.300374121,452019.212642931,,영화제작업,2026-05-01 22:41:32,I,03,폐업,,,2012-09-13,,2018-03-28 17:33:06,,2012-09-13,,서울특별시 종로구 종로*가 ** 르메이에르 종로 B동 ****호,CDFF5211012012000018,3000000,,"서울특별시 종로구 종로 **, B동 ****호 (종로*가, 르메이에르 종로)",,03,폐업,,,,,,
,(주)영화사 재인,2013-07-01,198904.850792561,453370.177274816,,영화제작업,2026-05-01 22:41:32,I,03,폐업,,,2013-01-10,,2013-07-02 17:32:55,,2013-01-10,,서울특별시 종로구 원서동 **-**,CDFF5211012013000001,3000000,,서울특별시 종로구 창덕궁*길 **-* (원서동),,03,폐업,,,,,,
,비욘뒤에스(beyond S.),2015-06-09,199635.069254984,453396.280071147,,영화제작업,2026-05-01 22:41:33,I,03,폐업,,,2013-06-27,,2015-06-09 18:11:12,,2013-06-27,,서울특별시 종로구 명륜*가 *-*** ***호,CDFF5211012014000006,3000000,,"서울특별시 종로구 창경궁로**길 **-*, ***(좌측)호 (명륜*가)",,03,폐업,,,,,,
,자코(ZAKO),2020-01-23,196791.519736462,453219.565470647,,영화제작업,2026-05-01 22:41:33,I,03,폐업,,,2014-05-16,,2020-01-28 13:50:43,,2014-05-16,,서울특별시 종로구 누상동 ***-*** 우경하이츠 B**호,CDFF5211012014000007,3000000,,"서울특별시 종로구 옥인*길 **, B**호 (누상동, 우경하이츠)",,03,폐업,,,,02-722-9838,,
,몬스터필름,2015-06-30,199821.627625442,453360.147414481,,영화제작업,2026-05-01 22:41:33,I,03,폐업,,,2014-06-25,,2015-08-17 17:53:08,,2014-06-25,,서울특별시 종로구 명륜*가 *** 이화빌딩 ***호,CDFF5211012014000011,3000000,,"서울특별시 종로구 창경궁로 ***, *층 ***호 (명륜*가, 이화빌딩)",,03,폐업,,,,,,
,주식회사 지원아이엔티,2024-01-24,197567.747824202,452347.973860449,,영화제작업,2026-05-01 22:41:34,I,03,폐업,,,2015-01-30,,2024-01-24 17:51:38,,2015-01-30,,서울특별시 종로구 내수동 ** 용비어천가 ***호,CDFF5211012015000003,3000000,,"서울특별시 종로구 새문안로*길 **, ***호 (내수동, 용비어천가)",,03,폐업,,,,,,
,(주)수현재엔터테인먼트,2018-11-30,200219.241557773,453384.373630273,,영화제작업,2026-05-01 22:41:34,I,03,폐업,,,2015-04-30,,2018-12-05 14:50:45,,2015-04-30,,서울특별시 종로구 동숭동 *-** *층,CDFF5211012015000009,3000000,,"서울특별시 종로구 대학로**길 **, *층 (동숭동)",,03,폐업,,,,02-3672-0900,,
,민치앤필름,2016-12-30,197129.035717985,453800.281644629,,영화제작업,2026-05-01 22:41:34,I,03,폐업,,,2015-05-15,,2017-01-04 13:26:45,,2015-05-15,,서울특별시 종로구 청운동 **-** ***호,CDFF5211012015000010,3000000,,"서울특별시 종로구 자하문로**가길 *, ***호 (청운동)",,03,폐업,,,,02-730-0747,,
,(주)나래홀딩스,2024-05-23,200347.130977066,453203.269596973,,영화제작업,2026-05-01 22:41:34,I,03,폐업,,,2015-06-24,,2024-05-23 20:03:53,,2015-06-24,,서울특별시 종로구 동숭동 ***-**,CDFF5211012015000012,3000000,,"서울특별시 종로구 동숭*길 *-*, *층 (동숭동)",,03,폐업,,,,070-4616-2855,,
,사인엔터테인먼트,2023-12-13,197221.234667347,452995.502118213,,영화제작업,2026-05-01 22:41:34,I,03,폐업,,,2014-02-21,,2023-12-13 14:44:25,,2014-02-21,,서울특별시 종로구 누하동 ***,CDFF5211012015000014,3000000,,서울특별시 종로구 자하문로*길 **-* (누하동),,03,폐업,,,,02-532-4875,,
,볼미디어,2016-07-30,197345.183070063,452769.217228138,,영화제작업,2026-05-01 22:41:35,I,03,폐업,,,2016-04-14,,2017-07-14 15:31:12,,2016-04-14,,서울특별시 종로구 체부동 ***-*,CDFF5211012016000005,3000000,,서울특별시 종로구 자하문로*라길 ** (체부동),03041,03,폐업,,,,,,
,민치앤필름(MINCH&FILMS),2022-12-21,197332.868538775,453178.921125128,,영화제작업,2026-05-01 22:41:35,I,03,폐업,,,2016-04-18,,2022-12-22 09:05:54,,2016-04-18,,서울특별시 종로구 통인동 *-*,CDFF5211012016000006,3000000,,"서울특별시 종로구 자하문로 **, *층 ***호 (통인동, 효자아파트)",03036,03,폐업,,,,02-730-0747,,
,(주)해오름이앤티,2025-03-24,199978.479677324,453567.542008225,,영화제작업,2026-05-01 22:41:35,I,03,폐업,,,2017-12-07,,2025-03-26 17:23:35,,2017-12-07,,서울특별시 종로구 명륜*가 **-* 명륜프라자 지하*층,CDFF5211012017000013,3000000,,"서울특별시 종로구 창경궁로 ***, 지하*층 (명륜*가, 명륜프라자)",03077,03,폐업,,,,02-984-7567,,
,주식회사 이타카컴퍼니,2024-03-18,197607.398336321,452120.026024435,,영화제작업,2026-05-01 22:41:36,I,03,폐업,,,2020-02-26,,2024-03-25 15:18:22,,2020-02-26,,서울특별시 종로구 당주동 ***,CDFF5211012020000004,3000000,,"서울특별시 종로구 세종대로**길 **, ***-***호 (당주동)",03182,03,폐업,,,,070-8950-0323,,
,수피아 주식회사,2025-03-17,196964.362241093,453795.84799653,,영화제작업,2026-05-01 22:41:36,I,03,폐업,,,2002-01-23,,2025-03-17 17:10:30,,2002-01-23,,서울특별시 종로구 청운동 **-** 에벤에셀,CDFF5211012020000007,3000000,,"서울특별시 종로구 자하문로**길 **, *층 (청운동, 에벤에셀)",03031,03,폐업,,,,,,
,(주)청년비스튜디오,2024-12-31,199509.962000656,451888.555001545,,영화제작업,2026-05-01 22:41:36,I,03,폐업,,,2021-01-28,,2025-01-14 13:35:16,,2021-01-28,,서울특별시 종로구 장사동 ***-* 세운상가,CDFF5211012021000005,3000000,,"서울특별시 종로구 청계천로 ***, 세운상가 ***호 (장사동)",03194,03,폐업,,,,,,
,부엉이필름,2025-01-24,201168.350187013,453134.920223381,,영화제작업,2026-05-01 22:41:36,I,03,폐업,,,2021-06-10,,2025-01-24 15:21:57,,2021-06-10,,서울특별시 종로구 창신동 *** 창신쌍용아파트 *지구,CDFF5211012021000012,3000000,,"서울특별시 종로구 동망산길 **, ***동 ***호 (창신동, 창신쌍용아파트 *지구)",03093,03,폐업,,,,,,
,띵스토리,2025-01-31,197657.298110478,452243.596729853,,영화제작업,2026-05-01 22:41:37,I,03,폐업,,,2023-03-10,,2025-02-25 16:30:50,,2023-03-10,,서울특별시 종로구 당주동 *-*,CDFF5211012023000005,3000000,,"서울특별시 종로구 새문안로*가길 *-*, ***A호 (당주동)",03173,03,폐업,,,,,,
,오스카 프로덕션,2024-05-13,199587.540174946,453459.387132887,,영화제작업,2026-05-01 22:41:37,I,03,폐업,,,2024-04-24,,2024-05-17 08:57:01,,2024-04-24,,서울특별시 종로구 명륜*가 *-***,CDFF5211012024000005,3000000,,"서울특별시 종로구 창경궁로**길 **, ***호 (명륜*가)",03073,03,폐업,,,,,,
,쓰리폭스나이트,2010-08-05,193843.18335662,456040.446092867,,영화제작업,2026-05-01 22:41:23,I,03,폐업,,,2009-03-09,,2010-08-09 11:47:37,,2009-03-09,,서울특별시 은평구 녹번동 ***-* ***호,CDFF5211012010000003,3110000,,"서울특별시 은평구 녹번로 **-**,  ***호 (녹번동)",,03,폐업,,,,,,
,예씨네,2015-01-15,191574.65515912,453670.444959582,,영화제작업,2026-05-01 22:41:23,I,03,폐업,,,2010-04-07,,2015-01-15 10:44:27,,2010-04-07,,서울특별시 은평구 증산동 **-** *층,CDFF5211012010000004,3110000,,"서울특별시 은평구 증산로*길 **-** (증산동,*층)",,03,폐업,,,,,,
,스페이스끌림,2013-04-08,193108.076496971,455148.051069654,,영화제작업,2026-05-01 22:41:23,I,03,폐업,,,2010-04-12,,2013-04-08 16:31:58,,2010-04-12,,서울특별시 은평구 응암동 ***-** ***호,CDFF5211012010000005,3110000,,"서울특별시 은평구 응암로**가길 *-*, ***호 (응암동)",,03,폐업,,,,,,
,고교강호프로젝트(주),2011-12-30,191574.65515912,453670.444959582,,영화제작업,2026-05-01 22:41:23,I,03,폐업,,,2010-08-30,,2012-01-05 18:10:26,,2010-08-30,,서울특별시 은평구 증산동 **-** *층,CDFF5211012010000006,3110000,,"서울특별시 은평구 증산로*길 **-**  (증산동,*층)",,03,폐업,,,,,,
,즐거운생활,2014-12-31,,,,영화제작업,2026-05-01 22:41:23,I,03,폐업,,,2010-09-08,,2014-12-31 15:43:08,,2010-09-08,,서울특별시 은평구 녹번동 **-* 송학그린빌라 ***호,CDFF5211012010000007,3110000,,"서울특별시 은평구 통일로**길 **, ***호 (녹번동,송학그린빌라)",,03,폐업,,,,,,
,라임하우스,2015-02-05,191975.782081055,454043.637510088,,영화제작업,2026-05-01 22:41:23,I,03,폐업,,,2013-01-29,,2015-02-05 12:53:13,,2013-01-29,,서울특별시 은평구 증산동 ***-***,CDFF5211012013000001,3110000,,서울특별시 은평구 증산로**가길 * (증산동),,03,폐업,,,,,,
,휴먼N네이쳐,2014-01-08,191735.966015513,456966.900505185,,영화제작업,2026-05-01 22:41:23,I,03,폐업,,,2013-02-01,,2020-10-28 14:08:43,,2013-02-01,,서울특별시 은평구 구산동 ***-** 동익파크아파트 *동 ***호,CDFF5211012013000002,3110000,,"서울특별시 은평구 서오릉로**길 *-*, *동 ***호 (구산동, 동익파크아파트)",,03,폐업,,,,,,
,비온뒤스튜디오,2013-12-30,191782.404698898,453922.649337719,,영화제작업,2026-05-01 22:41:23,I,03,폐업,,,2005-06-23,,2014-01-03 09:23:50,,2005-06-23,,서울특별시 은평구 증산동 *** 문영마운틴아파트 ***동 ***호,CDFF5211012013000005,3110000,,"서울특별시 은평구 증산로**길 **-*, ***동 ***호 (증산동,문영마운틴아파트)",,03,폐업,,,,,,
,장현상,2014-08-06,192714.365476998,458246.189348245,,영화제작업,2026-05-01 22:41:23,I,03,폐업,,,2013-09-24,,2014-08-06 13:15:38,,2013-09-24,,서울특별시 은평구 갈현동 *-**,CDFF5211012013000006,3110000,,서울특별시 은평구 갈현로 ***-* (갈현동),,03,폐업,,,,,,
,필투(Feeltoo),2019-05-01,192164.27088026,457330.412123463,,영화제작업,2026-05-01 22:41:23,I,03,폐업,,,2015-05-01,,2019-05-01 16:34:42,,2015-05-01,,서울특별시 은평구 갈현동 ***-**,CDFF5211012015000004,3110000,,"서울특별시 은평구 갈현로**길 **, 지층 **호 (갈현동)",,03,폐업,,,,,,
,호암,2018-11-27,191675.110338781,455850.272918731,,영화제작업,2026-05-01 22:41:23,I,03,폐업,,,2015-12-28,,2018-11-27 09:18:00,,2015-12-28,,서울특별시 은평구 역촌동 *** 개성팰리스아파트 ***호,CDFF5211012015000008,3110000,,"서울특별시 은평구 갈현로**길 **, ***호 (역촌동, 개성팰리스아파트)",03433,03,폐업,,,,,,
,사이드 웨이 (Side way),2022-11-04,192568.595271644,458435.306172361,,영화제작업,2026-05-01 22:41:23,I,03,폐업,,,2016-01-18,,2022-11-04 17:11:35,,2016-01-18,,서울특별시 은평구 갈현동 **-***,CDFF5211012016000002,3110000,,서울특별시 은평구 갈현로**가길 * (갈현동),03313,03,폐업,,,,,,
,시원씨네마,2020-11-19,192566.160620713,457996.1471375,,영화제작업,2026-05-01 22:41:23,I,03,폐업,,,2016-11-23,,2020-11-19 10:15:00,,2016-11-23,,서울특별시 은평구 갈현동 ***-**,CDFF5211012016000010,3110000,,서울특별시 은평구 갈현로**길 * (갈현동),03315,03,폐업,,,,,,
,휴먼러브픽쳐스,2018-01-22,193584.800974259,456597.809344816,,영화제작업,2026-05-01 22:41:23,I,03,폐업,,,2017-12-26,,2018-01-22 17:48:31,,2017-12-26,,서울특별시 은평구 대조동 *-* 정익제이원 ***호,CDFF5211012017000007,3110000,,"서울특별시 은평구 통일로 ***-*, 정익제이원 ***호 (대조동)",03396,03,폐업,,,,070-4142-0689,,
,주식회사 미스터로맨스 시네마랩,2025-04-11,,,,영화제작업,2026-05-01 22:41:23,I,03,폐업,,,2018-05-28,,2025-04-11 14:27:23,,2018-05-28,,서울특별시 은평구 진관동 ***-* 아이파크포레스트게이트 ****호,CDFF5211012018000005,3110000,,"서울특별시 은평구 통일로 ****, 아이파크포레스트게이트 **층 ****호 (진관동)",03311,03,폐업,,,,02-3445-1036,,
,삼족오이엔티 주식회사,2020-10-27,194029.235749604,456185.615536089,,영화제작업,2026-05-01 22:41:24,I,03,폐업,,,2019-10-22,,2020-10-28 14:15:39,,2019-10-22,,서울특별시 은평구 녹번동 * 서울혁신파크 *동,CDFF5211012019000009,3110000,,"서울특별시 은평구 통일로 ***, 서울혁신파크 *동 *층 (녹번동)",03371,03,폐업,,,,,,
,주식회사 조르바필름,2023-12-29,190705.326283408,453357.692278244,,영화제작업,2026-05-01 22:41:24,I,03,폐업,,,2021-01-17,,2023-12-29 17:33:38,,2021-01-17,,서울특별시 은평구 수색동 ***-*,CDFF5211012021000002,3110000,,"서울특별시 은평구 수색로 ***, *층 (수색동)",03489,03,폐업,,,,,,
,스트로베리플렉스,2023-12-29,193683.560534155,456842.778840644,,영화제작업,2026-05-01 22:41:24,I,03,폐업,,,2023-05-10,,2024-01-02 13:40:31,,2023-05-10,,서울특별시 은평구 불광동 ***-* 다동 ***호,CDFF5211012023000004,3110000,,"서울특별시 은평구 통일로 ***-**, 다동 ***호 (불광동)",03355,03,폐업,,,,,,
,발타자르 필름,2024-05-30,193089.39687023,457781.629981046,,영화제작업,2026-05-01 22:41:24,I,03,폐업,,,2024-02-05,,2024-05-30 16:06:50,,2024-02-05,,서울특별시 은평구 불광동 ***-** 윈스하우스,CDFF5211012024000001,3110000,,"서울특별시 은평구 통일로**나길 **-**, 윈스하우스 (불광동)",03344,03,폐업,,,,,,
,동아흥행(주),,198852.959716775,452253.942584507,,영화제작업,2026-05-01 22:41:28,I,13,영업중,,,1987-08-11,,2010-04-28 14:07:04,,1987-08-11,110-320,서울특별시 종로구 낙원동 ***-*,CDFF5211011987000001,3000000,,서울특별시 종로구 삼일대로 ***  (낙원동),,01,영업/정상,,,,,,
,(주)부영엔터테인먼트,2012-11-09,189519.862506193,448282.256149224,,영화제작업,2026-05-01 22:30:36,I,03,폐업,,,2009-06-16,,2012-11-09 16:46:59,,2009-06-16,,"서울특별시 양천구 목동 ***-** 부영그린타운*차  *층  ***호, ***호",CDFF5211012009000004,3140000,,"서울특별시 양천구 목동동로 ***  (목동,부영그린타운*차  *층  ***호, ***호)",,03,폐업,,,,34452057,,
,(주)에스피엠,2013-05-13,188584.345447275,447255.070457495,,영화제작업,2026-05-01 22:30:36,I,03,폐업,,,2010-02-08,,2013-05-13 17:30:46,,2010-02-08,,서울특별시 양천구 목동 ***-** 현대드림타워 ****호,CDFF5211012010000001,3140000,,"서울특별시 양천구 목동동로 ***-*,  ****호 (목동,현대드림타워)",,03,폐업,,,,,,
,㈜소시오커뮤니케이션,2017-04-26,189151.208015925,448200.067716589,,영화제작업,2026-05-01 22:30:37,I,03,폐업,,,2009-05-11,,2017-04-26 11:02:13,,2009-05-11,,서울특별시 양천구 목동 *** 현대월드타워 ****호,CDFF5211012011000002,3140000,,서울특별시 양천구 목동서로 ** (목동),,03,폐업,,,,02-2645-0483,,
,(주)지니앤노박,2013-04-29,189151.208015925,448200.067716589,,영화제작업,2026-05-01 22:30:37,I,03,폐업,,,2011-05-03,,2013-04-30 17:18:10,,2011-05-03,,서울특별시 양천구 목동 *** 현대월드타워 ****호,CDFF5211012011000003,3140000,,"서울특별시 양천구 목동서로 **,  ****호 (목동,현대월드타워)",,03,폐업,,,,,,
,웃음을 주는 영화,2024-12-26,189403.250556919,449060.576185684,,영화제작업,2026-05-01 22:30:40,I,03,폐업,,,2012-01-19,,2024-12-26 20:18:28,,2012-01-19,,서울특별시 양천구 목동 ***-** 세종 ***호,CDFF5211012020000003,3140000,,"서울특별시 양천구 목동중앙로**다길 **-*, ***호 (목동, 세종)",07969,03,폐업,,,,,,
,영화사지랄 (G&R Film Company),2010-02-09,187142.911551462,447741.67940117,,영화제작업,2026-05-01 22:30:33,I,03,폐업,,,2009-04-16,,2010-04-29 17:17:35,,2009-04-16,,서울특별시 강서구 화곡동 ***-* **통*반,CDFF5211012009000004,3150000,,서울특별시 강서구 곰달래로**길 *  (화곡동),,03,폐업,,,,,,
