사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,조제용연마기수,상세영업상태코드,상세영업상태명,시력표수,총면적,안경세척기수,가열기수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,렌즈절단기수,지번주소,관리번호,측정의자수,개방자치단체코드,동공거리측정기수,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,표본렌즈수,휴업시작일자,휴업종료일자,소재지전화번호,정점굴절계기수
윤안경,2015-07-01,204837.130306491,463857.044652327,2026-05-01 22:36:25,I,0,03,폐업,0,,0,0,2015-07-01 14:48:38,,2002-07-30,139-838,0,서울특별시 노원구 상계동 1132번지 107호,PHMB220023100034082200004,0,3100000,0,서울특별시 노원구 동일로 1668 (상계동),,03,폐업,0,,,02-938-6157,0
르망안경(중계점),2019-07-04,206204.445134058,460466.440748874,2026-05-01 22:36:27,I,0,03,폐업,0,,0,0,2019-07-04 15:42:02,,2002-12-18,139-920,0,서울특별시 노원구 중계동 361번지 517 롯데마트 2층,PHMB220023100034082200007,0,3100000,0,서울특별시 노원구 노원로 330 (중계동),01746,03,폐업,0,,,02-952-2558,0
보스꼬안경원,2004-10-31,,,2026-05-01 22:36:28,I,0,03,폐업,0,,0,0,2010-04-27 09:26:01,,2003-07-29,139-221,0,서울특별시 노원구 중계1동 360-11 하라프라자3층,PHMB220033100034082200002,0,3100000,0,,,03,폐업,0,,,02-936-0036,0
르망안경,2003-08-04,,,2026-05-01 22:36:28,I,0,03,폐업,0,,0,0,2011-05-09 13:32:29,,2003-08-04,139-202,0,서울특별시 노원구 상계2동 713 롯데백화점 7층,PHMB220033100034082200003,0,3100000,0,,,03,폐업,0,,,02-950-1110,0
굿아이안경,2012-04-10,,,2026-05-01 22:36:28,I,0,03,폐업,0,,0,0,2012-04-10 17:21:15,,2004-04-20,139-205,0,"서울특별시 노원구 상계5동 173-1 벽산@복합상가 2층(20호,21호)",PHMB220043100034082200004,0,3100000,0,,,03,폐업,0,,,02-932-6374,0
예니아이안경,2012-01-17,,,2026-05-01 22:36:27,I,0,03,폐업,0,31.6,0,0,2012-01-17 12:19:51,,2004-05-21,139-206,0,서울특별시 노원구 상계6동 746-5 주공@2단지상가 115호,PHMB220043100034082200006,0,3100000,0,,,03,폐업,0,,,02-3391-1588,0
안경사랑콘텍트,2012-08-13,,,2026-05-01 22:36:27,I,0,03,폐업,0,,0,0,2012-08-13 11:43:58,,2004-11-15,139-242,0,서울특별시 노원구 공릉2동 754 삼익2차@201-101호,PHMB220043100034082200009,0,3100000,0,,,03,폐업,0,,,02-949-0770,0
K.S안경콘택트,2019-04-25,205953.043735981,459822.608944797,2026-05-01 22:36:27,I,1,03,폐업,1,39.6,1,1,2019-04-25 15:41:45,,2005-01-06,139-938,1,서울특별시 노원구 중계동 509번지 1호 씨앤미쇼핑몰 1층 4호,PHMB220053100034082200001,1,3100000,1,서울특별시 노원구 동일로204가길 34 (중계동),01783,03,폐업,1,,,02-949-2666,1
김안경원,2012-07-27,205316.908829197,461524.723572095,2026-05-01 22:36:27,I,0,03,폐업,0,,0,0,2012-07-27 14:21:33,,2005-07-29,139-825,0,서울특별시 노원구 상계10동 693-2 위성프라자 303호,PHMB220053100034082200007,0,3100000,0,"서울특별시 노원구 상계로 55, 303호 (상계동, 위성프라자)",,03,폐업,0,,,02-930-7468,0
안경타임,2012-12-24,,,2026-05-01 22:36:27,I,0,03,폐업,0,30.42,0,0,2012-12-24 10:41:52,,2005-08-09,139-844,0,서울특별시 노원구 월계4동 321-2 희성프라자108호,PHMB220053100034082200008,0,3100000,0,,,03,폐업,0,,,02-977-2046,0
아이-스토리안경원,2010-04-21,,,2026-05-01 22:36:27,I,0,03,폐업,0,,0,0,2010-06-08 12:48:08,,2005-10-25,139-242,0,서울특별시 노원구 공릉2동 238-25 1층,PHMB220053100034082200010,0,3100000,0,,,03,폐업,0,,,02-978-9740,0
하이눈안경원,2013-08-01,,,2026-05-01 22:36:27,I,0,03,폐업,0,,0,0,2013-08-01 17:58:06,,2005-11-30,139-222,0,서울특별시 노원구 중계2동 506 브라운스톤중계 135호,PHMB220053100034082200011,0,3100000,0,,,03,폐업,0,,,02-6229-1001,0
안경할人.com,2018-06-15,206459.152443663,461969.605901534,2026-05-01 22:36:27,I,0,03,폐업,0,,0,0,2018-06-21 15:25:50,,2006-10-16,,0,서울특별시 노원구 중계동 154번지 2호,PHMB220063100034082200007,0,3100000,0,서울특별시 노원구 덕릉로83길 25 (중계동),01662,03,폐업,0,,,,0
아이앤안경원,2022-07-18,204325.989587591,458245.314994,2026-05-01 22:36:27,I,0,03,폐업,0,,0,0,2022-10-19 16:00:06,,2007-02-15,139-912,0,"서울특별시 노원구 월계동 947번지 롯데캐슬아파트상가 102호,103호",PHMB220073100034082200001,0,3100000,0,서울특별시 노원구 월계로45길 21 (월계동),01883,03,폐업,0,,,02-905-3319,0
안경뱅크,2011-08-17,,,2026-05-01 22:36:27,I,0,03,폐업,0,,0,0,2011-08-17 16:19:32,,2007-03-09,139-221,0,서울특별시 노원구 중계1동 359-9 마들프라자 110호,PHMB220073100034082200003,0,3100000,0,,,03,폐업,0,,,02-930-2199,0
트랜디카안경원,2009-03-06,,,2026-05-01 22:36:27,I,0,03,폐업,0,,0,0,2010-03-22 18:12:29,,2007-03-30,139-207,0,서울특별시 노원구 상계2동 731-1 롯데백화점 1층,PHMB220073100034082200004,0,3100000,0,,,03,폐업,0,,,02-950-2147,0
안경과시선,2010-03-31,,,2026-05-01 22:36:27,I,0,03,폐업,0,24.5,0,0,2010-04-01 10:49:20,,2007-11-27,139-241,0,서울특별시 노원구 공릉1동 584-3 1층,PHMB220073100034082200007,0,3100000,0,,,03,폐업,0,,,02-977-7782,0
룩앤필안경원,2015-05-27,205439.320706497,461335.356566932,2026-05-01 22:36:27,I,1,03,폐업,1,,1,1,2015-05-27 11:29:52,,2008-02-04,139-832,1,서울특별시 노원구 상계동 724번지 1호 104호,PHMB220083100034082200001,1,3100000,1,서울특별시 노원구 노해로 490 (상계동),,03,폐업,1,,,,1
첫눈애안경원,2012-06-01,,,2026-05-01 22:36:27,I,0,03,폐업,0,,0,0,2012-06-01 16:52:40,,2008-02-22,139-202,0,서울특별시 노원구 상계2동 603-2 하이웰빙프라자 110호,PHMB220083100034082200002,0,3100000,0,,,03,폐업,0,,,02-933-4005,0
폴라리스안경원,2019-06-11,204986.231230318,462524.481661899,2026-05-01 22:36:27,I,0,03,폐업,0,,0,0,2019-06-11 16:52:08,,2008-04-14,139-823,0,서울특별시 노원구 상계동 651번지 7호 합동빌딩 2층,PHMB220083100034082200004,0,3100000,0,서울특별시 노원구 동일로 1529 (상계동),01620,03,폐업,0,,,02-932-3005,0
눈( NOON )안경원,2011-07-22,206726.35690997,460848.731777673,2026-05-01 22:36:21,I,1,03,폐업,1,42.9,1,1,2011-07-22 16:46:10,,2009-04-28,139-861,1,"서울특별시 노원구 중계본동 364번지 20호 118호, 119호",PHMB220093100034082200001,1,3100000,1,"서울특별시 노원구 한글비석로 250 (중계동,118호, 119호)",,03,폐업,1,,,,1
산소(O2)안경원,2019-12-10,205575.73673853,461696.659067377,2026-05-01 22:36:21,I,1,03,폐업,1,26.28,1,1,2019-12-10 13:58:05,,2009-09-02,139-838,1,서울특별시 노원구 상계1동 1305번지 동양메이져빌딩 1층 106호,PHMB220093100034082200003,1,3100000,1,"서울특별시 노원구 상계로5길 12 (상계동,동양메이져빌딩 1층 106호)",01692,03,폐업,1,,,,1
안경사랑.콘택트,2020-01-13,205804.743326311,462462.5783687,2026-05-01 22:36:21,I,1,03,폐업,1,63,2,2,2020-01-13 17:46:06,,2009-10-30,,1,서울특별시 노원구 상계동 456번지 136호 1층,PHMB220093100034082200004,1,3100000,1,"서울특별시 노원구 한글비석로 464 (상계동, 소망한의원)",01655,03,폐업,1,,,,1
안경스타(노원점),2013-11-28,205039.301732224,462143.751800606,2026-05-01 22:36:21,I,1,03,폐업,1,25.62,1,1,2013-11-28 17:48:45,,2009-12-14,139-823,1,서울특별시 노원구 상계8동 666번지 3호 주공10단지아파트상가 103호,PHMB220093100034082200005,1,3100000,1,"서울특별시 노원구 동일로 1493 (상계동,주공10단지아파트상가 103호)",,03,폐업,1,,,,1
수안경원,2014-07-07,205994.811815848,459502.645279682,2026-05-01 22:36:21,I,1,03,폐업,1,21.09,1,1,2014-07-30 09:29:35,,2010-02-01,139-712,1,서울특별시 노원구 하계동 284번지 세이브존 지하1층,PHMB220103100034082200001,1,3100000,1,서울특별시 노원구 한글비석로 57 (하계동),,03,폐업,1,,,,1
제이안경,2017-06-14,206485.277293255,461760.850186899,2026-05-01 22:36:21,I,1,03,폐업,1,47.85,1,1,2017-06-16 14:04:22,,2010-06-11,,1,서울특별시 노원구 중계동 157번지 5호 102호,PHMB220103100034082200003,1,3100000,1,"서울특별시 노원구 한글비석로 365 (중계동, 데미안 빌딩)",01699,03,폐업,1,,,,1
카이스트안경원상계점,2024-09-10,205707.281107587,462498.174061411,2026-05-01 22:36:28,I,1,03,폐업,1,33.72,1,1,2024-09-10 13:26:57,,2011-03-16,,1,서울특별시 노원구 상계동 639번지 1호 보람상가 147호,PHMB220113100034082200001,1,3100000,1,"서울특별시 노원구 한글비석로 474, 147호 (상계동, 보람아파트2단지)",01671,03,폐업,2,,,,1
우리들안경콘택트,2013-05-10,205455.618698896,457358.731978332,2026-05-01 22:36:28,I,1,03,폐업,1,19,1,1,2013-05-10 16:19:48,,2011-05-23,139-957,1,서울특별시 노원구 월계1동 929번지  현대아파트 상가동 110호,PHMB220113100034082200003,1,3100000,1,"서울특별시 노원구 석계로 49 (월계동,현대아파트 상가동 110호)",,03,폐업,1,,,,1
렌즈스토리,2016-06-27,205461.088399616,461568.430565386,2026-05-01 22:36:28,I,1,03,폐업,1,25.2,1,1,2016-06-27 09:33:11,,2011-07-06,,1,서울특별시 노원구 상계동 593번지 14호 A동 108호,PHMB220113100034082200004,1,3100000,1,"서울특별시 노원구 상계로 69 (상계동, 노원역 4호선)",01693,03,폐업,1,,,,1
멘토안경,2020-08-04,205489.761880316,461349.75973809,2026-05-01 22:36:28,I,1,03,폐업,1,28.51,1,1,2020-09-10 17:03:33,,2012-04-19,139-832,1,서울특별시 노원구 상계동 724번지 3호 고려빌딩 109호,PHMB220123100034082200003,1,3100000,1,서울특별시 노원구 노해로 494 (상계동),01751,03,폐업,1,,,,1
성심안경원,2013-01-08,205705.336876035,458028.977530331,2026-05-01 22:36:28,I,1,03,폐업,1,16,1,1,2013-01-08 11:40:43,,2012-05-04,139-840,1,서울특별시 노원구 월계3동 가동 122호,PHMB220123100034082200004,1,3100000,1,"서울특별시 노원구 마들로 111, 122호 (월계동, 미성상가)",,03,폐업,1,,,,1
안경스토리안경원,2015-11-23,206600.777,462213.649666667,2026-05-01 22:36:28,I,1,03,폐업,1,58.14,1,1,2016-05-13 17:04:48,,2012-08-16,,1,서울특별시 노원구 중계동 137번지 14호,PHMB220123100034082200005,1,3100000,1,"서울특별시 노원구 덕릉로 725 (중계동, 보경속셈학원)",01662,03,폐업,1,,,02-932-2514,1
아이패밀리안경원,2014-05-15,206707.609900045,461041.99905811,2026-05-01 22:36:28,I,1,03,폐업,1,149.7,2,2,2014-05-15 15:03:06,,2012-08-23,139-860,1,"서울특별시 노원구 중계동 359번지 9호 110호,113호",PHMB220123100034082200006,1,3100000,1,서울특별시 노원구 한글비석로 269 (중계동),,03,폐업,1,,,,3
룩옵티컬안경원,2014-11-04,205320.28476675,461419.881795004,2026-05-01 22:36:28,I,1,03,폐업,1,57.2,2,2,2014-11-04 14:53:11,,2012-09-10,139-708,1,서울특별시 노원구 상계2동 713번지 롯데백화점 7층,PHMB220123100034082200007,1,3100000,1,"서울특별시 노원구 동일로 1414 (상계동,롯데백화점 7층)",,03,폐업,1,,,,2
고운눈안경콘텍트,2013-10-24,205724.107695017,461637.438212638,2026-05-01 22:36:28,I,1,03,폐업,1,39.9,1,1,2013-10-24 15:32:52,,2012-11-14,139-816,1,서울특별시 노원구 상계2동 366번지 3호,PHMB220123100034082200008,1,3100000,1,"서울특별시 노원구 상계로 97 (상계동, 노원위너스빌딩 104호)",,03,폐업,1,,,,1
김안경원,2020-11-24,205316.908829197,461524.723572095,2026-05-01 22:36:28,I,2,03,폐업,1,19.8,1,1,2020-11-24 16:08:22,,2013-02-19,139-827,1,서울특별시 노원구 상계동 693번지 2호 3층,PHMB220133100034082200001,1,3100000,1,서울특별시 노원구 상계로 55 (상계동),01694,03,폐업,1,,,,1
눈편한안경원,2014-05-09,205337.11898304,460895.319692049,2026-05-01 22:36:28,I,1,03,폐업,1,30.8,2,2,2014-05-09 17:49:14,,2013-12-23,139-831,1,서울특별시 노원구 상계6.7동 746번지 4호,PHMB220133100034082200004,1,3100000,1,서울특별시 노원구 동일로 1363 (상계동),,03,폐업,1,,,070-8940-0971,1
아이뷰안경원,2021-12-17,205994.811815848,459502.645279682,2026-05-01 22:36:28,I,1,03,폐업,1,15.4,1,1,2021-12-17 17:49:38,,2014-07-30,139-712,1,서울특별시 노원구 하계동 284번지 지하 1층,PHMB220143100034082200004,1,3100000,1,"서울특별시 노원구 한글비석로 57 (하계동, 세이브존 지하 1층)",01784,03,폐업,1,,,,1
렌즈미안경원,2019-05-18,206726.35690997,460848.731777673,2026-05-01 22:36:28,I,1,03,폐업,1,29.7,1,1,2020-09-10 17:06:46,,2014-09-30,139-861,1,서울특별시 노원구 중계동 364번지 20호 1층 115호,PHMB220143100034082200005,1,3100000,1,서울특별시 노원구 한글비석로 250 (중계동),01734,03,폐업,1,,,,1
렌즈스토리(서울과학기술대학교점),2017-12-01,206703.639655913,458531.713874035,2026-05-01 22:36:28,I,1,03,폐업,1,33.5,1,1,2018-01-26 13:59:17,,2014-11-10,139-804,1,서울특별시 노원구 공릉동 440번지 16호,PHMB220143100034082200006,1,3100000,1,서울특별시 노원구 공릉로 223 (공릉동),01833,03,폐업,1,,,,1
렌즈미(LENS-ME)안경콘택트,2020-01-31,204909.464271165,463186.271687248,2026-05-01 22:36:28,I,1,03,폐업,1,68,1,1,2020-03-04 16:17:06,,2014-12-05,139-836,1,서울특별시 노원구 상계동 964번지 5호,PHMB220143100034082200007,1,3100000,1,서울특별시 노원구 동일로 1598 (상계동),01631,03,폐업,1,,,02-936-1002,1
이룸안경원,2019-11-15,205270.719919314,461175.377243531,2026-05-01 22:36:22,I,1,03,폐업,1,28.94,1,1,2019-11-15 16:18:28,,2016-04-11,,1,서울특별시 노원구 상계동 730번지 5호,PHMB220163100034082200002,1,3100000,1,"서울특별시 노원구 동일로 1393, 107호 (상계동, 일신프라자)",01762,03,폐업,1,,,02-938-1993,1
안경스타,2018-10-31,205273.302426861,461515.158002149,2026-05-01 22:36:22,I,1,03,폐업,1,36.27,1,1,2018-10-31 13:16:04,,2017-01-05,,1,서울특별시 노원구 상계동 693번지,PHMB220173100034082200001,2,3100000,1,"서울특별시 노원구 동일로 1426, 103호 (상계동, 미도빌딩)",01694,03,폐업,1,,,02-938-9232,1
99마켓안경콘택트,2019-08-10,205431.054046093,461648.715054062,2026-05-01 22:36:22,I,1,03,폐업,1,122.6,1,1,2022-01-21 14:14:48,,2017-03-14,,1,서울특별시 노원구 상계동 593번지 1호,PHMB220173100034082200003,1,3100000,1,"서울특별시 노원구 상계로3길 21, 301호 (상계동, 화일빌딩)",01693,03,폐업,1,,,02-931-6999,1
로니에트(lorgnette) 안경,2024-07-19,205039.301732224,462143.751800606,2026-05-01 22:36:21,I,1,03,폐업,1,37.5,1,1,2024-07-24 10:25:47,,2017-11-23,,1,서울특별시 노원구 상계동 666번지 3호 상계주공아파트(10단지) 종합상가동 121호,PHMB220173100034082200009,1,3100000,1,"서울특별시 노원구 동일로 1493, 10단지 종합상가동 121호 (상계동)",01675,03,폐업,1,,,02-930-0090,1
아현안경,2020-08-27,205455.436908126,461592.348795203,2026-05-01 22:36:21,I,1,03,폐업,1,136,1,1,2020-09-10 17:02:55,,2018-09-03,,1,서울특별시 노원구 상계동 593번지 3호 한일빌딩,PHMB220183100034082200001,1,3100000,1,"서울특별시 노원구 상계로3길 10, 한일빌딩 302, 303호 (상계동)",01693,03,폐업,1,,,,1
착한안경,2023-06-30,204783.303254625,463669.641040722,2026-05-01 22:36:28,I,1,03,폐업,1,89.1,1,1,2023-10-31 16:03:27,,2019-04-12,,1,서울특별시 노원구 상계동 1118번지 56호 바이크종합매장,PHMB220193100034082200002,1,3100000,1,"서울특별시 노원구 동일로 1645, 바이크종합매장 2층 (상계동)",01608,03,폐업,1,,,,1
으뜸50안경상계백병원 사거리점,2024-06-11,205421.148836089,460856.264207739,2026-05-01 22:36:28,I,1,03,폐업,1,48.91,1,1,2024-06-11 17:32:28,,2020-02-24,,1,서울특별시 노원구 상계동 749번지 5호 상계주공4단지아파트,PHMB220203100034082200001,1,3100000,1,"서울특별시 노원구 동일로 1356, 212호 (상계동, 상계주공4단지아파트)",01756,03,폐업,1,,,,1
관악안경원,2002-12-02,193754.427350029,442407.201247108,2026-05-01 22:34:17,I,0,03,폐업,0,,0,0,2019-07-25 17:08:20,,1990-08-24,,0,신림본동 1641-2,PHMB219903200033082200001,0,3200000,0,서울특별시 관악구 신림로 330 (신림동),08777,03,폐업,0,,,,0
가나안경,2015-06-10,193697.865806079,442403.229189605,2026-05-01 22:34:17,I,0,03,폐업,0,,0,0,2015-06-10 11:34:52,,1990-10-04,,0,신림본동 1640-12호,PHMB219903200033082200003,0,3200000,0,서울특별시 관악구 신림로 331 (신림동),,03,폐업,0,,,,0
아이스쿨안경원,2009-10-31,195208.974060903,442769.239488044,2026-05-01 22:34:17,I,0,03,폐업,0,,0,0,2019-07-25 17:05:41,,1991-04-19,,0,봉천9동 501-3,PHMB219913200033082200002,0,3200000,0,서울특별시 관악구 은천로 101 (봉천동),08715,03,폐업,0,,,,0
서울대구내안경,2002-12-31,196139.864969792,439023.167125842,2026-05-01 22:34:18,I,0,03,폐업,0,,0,0,2015-01-02 11:24:39,,1991-06-21,,0,신림9동 산56-1,PHMB219913200033082200007,0,3200000,0,"서울특별시 관악구 관악로 1 (신림동, 서울대학교 구내)",,03,폐업,0,,,,0
안경나라,2019-05-15,193587.369095083,441929.245607777,2026-05-01 22:34:18,I,0,03,폐업,0,,0,0,2019-05-15 17:56:56,,2008-03-27,151-900,0,서울특별시 관악구 신림동 1635번지 82호,PHMB219913200033082200009,0,3200000,0,서울특별시 관악구 문성로 219 (신림동),08775,03,폐업,0,,,,0
