자산규모,사업장명,폐업일자,자본금,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,부채총액,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,백경정보산업,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-09-02,,서울특별시 용산구 신계동**-**,2002302009523200045,3020000,,,,03,폐업,,,02-701-9840
,온누리아카데미,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-01-22,,서울특별시 용산구 한강로*가*** 세대빌딩***호,2002302009523200085,3020000,,,,03,폐업,,,02-749-6786
,평생건강원,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-12-31,,서울특별시 용산구 한강로*가**-***,2002302009523200088,3020000,,,,03,폐업,,,02-790-8666
,이찬진컴퓨터용산,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-05-27,,서울특별시 용산구 한강로*가*** 세대빌딩***,2002302009523200094,3020000,,,,03,폐업,,,02-790-5303
,하나실업,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-03-27,,서울특별시 용산구 한강로*가**-***,2002302009523200104,3020000,,,,03,폐업,,,02-794-6336
,(주)인코르,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-09-04,,서울특별시 용산구 한강로*가***-* 신원빌딩**층,2002302009523200114,3020000,,,,03,폐업,,,02-790-3113
,메디케어,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-12-31,,서울특별시 용산구 한강로*가***-*,2002302009523200117,3020000,,,,03,폐업,,,02-798-7820
,선경물산,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-03-14,,서울특별시 용산구 용문동**-** 지층,2002302009523200127,3020000,,,,03,폐업,,,02-2601-7309
,규수방,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-01-26,,서울특별시 용산구 원효로*가***-*,2002302009523200131,3020000,,,,03,폐업,,,02-3272-1349
,건강과 사람들,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-01-04,,서울특별시 용산구 한강로*가***-* ***호,2002302009523200133,3020000,,,,03,폐업,,,02-3785-3633
,광동메디칼,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-01-15,,서울특별시 용산구 이태원동***-**,2002302009523200143,3020000,,,,03,폐업,,,02-792-5147
,명문유통,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-04-11,,서울특별시 용산구 청파동*가**,2002302009523200148,3020000,,,,03,폐업,,,02-719-0959
,월드비젼,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-05-28,,서울특별시 용산구 한강로*가*-* *층,2002302009523200149,3020000,,,,03,폐업,,,02-3785-0282
,나산통상,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-03-07,,서울특별시 용산구 한강로*가**-** 한강그랜드오피스텔 ***,2002302009523200152,3020000,,,,03,폐업,,,02-3272-1691
,도화실업,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-07-03,,서울특별시 용산구 이촌동***-*** 지층,2002302009523200154,3020000,,,,03,폐업,,,02-797-1547
,(주)일렉쯔,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-08-30,,서울특별시 용산구 갈월동** 용산빌딩 *층,2002302009523200155,3020000,,,,03,폐업,,,02-6395-3311
,한일이벤트,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-07-17,,서울특별시 용산구 효창동*-*** 지하 *층,2002302009523200157,3020000,,,,03,폐업,,,02-718-6489
,(주)모이네,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-06-12,,서울특별시 용산구 신계동**-* 세양빌딩 ***호,2002302009523200159,3020000,,,,03,폐업,,,02-702-0166
,광동상사,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2002-06-17,,서울특별시 용산구 한강로*가**-*,2002302009523200161,3020000,,,,03,폐업,,,02-798-4720
,코리아나(원),,,,,2026-05-01 22:48:33,I,03,폐업처리,2008-02-21 00:00:00,,,2002-09-17,,서울특별시 용산구 서계동***-**,2002302009523200167,3020000,,,,03,폐업,,,02-701-5209
,참랜드,,,,,2026-05-01 22:48:33,I,03,폐업처리,2008-02-21 00:00:00,,,2003-01-16,,서울특별시 용산구 한강로*가**-* 국제연수원별관 ***호,2003302009523200081,3020000,,,,03,폐업,,,02-797-5677
,나비다스,,,,,2026-05-01 22:48:33,I,03,폐업처리,2008-02-21 00:00:00,,,2003-01-24,,서울특별시 용산구 한강로*가***-*,2003302009523200106,3020000,,,,03,폐업,,,02-3785-3341
,산들양행,,,,,2026-05-01 22:48:33,I,03,폐업처리,2008-02-21 00:00:00,,,2003-05-30,,서울특별시 용산구 한강로*가**-* *층,2003302009523200124,3020000,,,,03,폐업,,,02-798-4438
,더죤의료기,,,,,2026-05-01 22:48:33,I,03,폐업처리,2008-02-21 00:00:00,,,2003-05-17,,서울특별시 용산구 보광동***-* 농협빌딩 *층,2003302009523200139,3020000,,,,03,폐업,,,02-749-7581
,이롬라이프 용산이촌,,,,,2026-05-01 22:48:33,I,03,폐업처리,2008-02-21 00:00:00,,,2003-01-16,,서울특별시 용산구 이태원동***-*,2003302009523200146,3020000,,,,03,폐업,,,02-6392-7665
,우성유통,,,,,2026-05-01 22:48:34,I,03,폐업처리,2008-02-21 00:00:00,,,2003-01-30,,서울특별시 용산구 한강로*가**-*** *층,2003302009523200147,3020000,,,,03,폐업,,,02-749-2385
,(주)젠라이프,,,,,2026-05-01 22:48:34,I,03,폐업처리,2008-02-21 00:00:00,,,2003-10-24,,서울특별시 용산구 갈월동** 용산빌딩 *층,2003302009523200164,3020000,,,,03,폐업,,,02-2107-3688
,대우자동차 효창영업소,,,,,2026-05-01 22:48:34,I,03,폐업처리,2008-02-21 00:00:00,,,2003-12-31,,서울특별시 용산구 청파동*가***-**,2003302009523200172,3020000,,,,03,폐업,,,02-703-5335
,종근당건강,,,,,2026-05-01 22:48:34,I,03,폐업처리,2008-02-21 00:00:00,,,2003-06-02,,서울특별시 용산구 이태원동***-**,2003302009523200178,3020000,,,,03,폐업,,,02-792-9571
,성지산업,,,,,2026-05-01 22:48:34,I,03,폐업처리,2008-02-21 00:00:00,,,2003-04-24,,서울특별시 용산구 효창동*-***,2003302009523200179,3020000,,,,03,폐업,,,02-702-4903
,한미메디칼,,,,,2026-05-01 22:48:34,I,03,폐업처리,2008-02-21 00:00:00,,,2003-02-26,,서울특별시 용산구 이태원동***-**,2003302009523200181,3020000,,,,03,폐업,,,02-794-6904
,(주)젤존항공여행사,,,,,2026-05-01 22:48:35,I,03,폐업처리,2008-02-21 00:00:00,,,2003-02-06,,서울특별시 용산구 한남동***-** 현대안성타워*층,2003302009523200183,3020000,,,,03,폐업,,,02-720-2500
,스마일4080,,,,,2026-05-01 22:48:35,I,03,폐업처리,2008-02-21 00:00:00,,,2003-05-28,,서울특별시 용산구 한남동***-** *층,2003302009523200186,3020000,,,,03,폐업,,,02-749-5312
,거산,,,,,2026-05-01 22:48:35,I,03,폐업처리,2008-02-21 00:00:00,,,2003-07-02,,서울특별시 용산구 이태원동***-* 혜천빌딩 지하,2003302009523200190,3020000,,,,03,폐업,,,02-796-6244
,거산,,,,,2026-05-01 22:48:35,I,03,폐업처리,2008-02-21 00:00:00,,,2003-09-22,,서울특별시 용산구 이촌동***-**,2003302009523200191,3020000,,,,03,폐업,,,02-792-4852
,파이씨스,,,,,2026-05-01 22:48:35,I,03,폐업처리,2008-02-21 00:00:00,,,2003-11-25,,서울특별시 용산구 후암동***-** 금호빌라 ***,2003302009523200193,3020000,,,,03,폐업,,,02-754-7515
,케이리퍼블릭(주),,,,,2026-05-01 22:48:35,I,03,폐업처리,2008-02-21 00:00:00,,,2003-07-18,,서울특별시 용산구 한강로*가***-*,2003302009523200196,3020000,,,,03,폐업,,,02-501-9182
,우진이벤트,,,,,2026-05-01 22:48:35,I,03,폐업처리,2008-02-21 00:00:00,,,2003-07-18,,서울특별시 용산구 용문동**-**,2003302009523200198,3020000,,,,03,폐업,,,02-714-0163
,중앙유통,,,,,2026-05-01 22:48:35,I,03,폐업처리,2008-02-21 00:00:00,,,2003-12-28,,서울특별시 용산구 한남동*** 현대리버티하우스 ***호,2003302009523200200,3020000,,,,03,폐업,,,02-795-4302
,(주)21세기화장품,,,,,2026-05-01 22:48:35,I,03,폐업처리,2008-02-21 00:00:00,,,2003-11-13,,서울특별시 용산구 갈월동**,2003302009523200201,3020000,,,,03,폐업,,,02-3450-8833
,상림물산,,,,,2026-05-01 22:48:35,I,03,폐업처리,2008-02-21 00:00:00,,,2003-10-18,,서울특별시 용산구 원효로*가***-* 지층,2003302009523200203,3020000,,,,03,폐업,,,02-702-7197
,한양고시평가원,,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-07-30,,서울특별시 용산구 한강로*가***,2004302009523200107,3020000,,,,03,폐업,,,02-756-5816
,컷코코리아(유),,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-12-20,,서울특별시 용산구 한남동***-*,2004302009523200116,3020000,,,,03,폐업,,,02-595-8220
,아이넷스쿨,,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-12-23,,서울특별시 용산구 남영동***-* *층,2004302009523200125,3020000,,,,03,폐업,,,02-797-6400
,더블유지비코리아(주),,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-02-23,,서울특별시 용산구 이태원동***-**,2004302009523200150,3020000,,,,03,폐업,,,02-3785-2666
,(주)영창바이오텍,,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-08-06,,서울특별시 용산구 한강로*가**-*,2004302009523200160,3020000,,,,03,폐업,,,02-798-4438
,사람과사람들,,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-04-27,,서울특별시 용산구 한남동***-**,2004302009523200166,3020000,,,,03,폐업,,,02-716-2730
,미래경제교육,,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-11-29,,서울특별시 용산구 갈월동*-***,2004302009523200169,3020000,,,,03,폐업,,,02-777-2486
,Bows Korea,,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-09-01,,서울특별시 용산구 한강로*가***-* 용성비즈텔***,2004302009523200175,3020000,,,,03,폐업,,,02-795-1078
,(주)환경일보,,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-06-16,,서울특별시 용산구 원효로*가*-**,2004302009523200176,3020000,,,,03,폐업,,,02-715-7114
,영창상사,,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-07-03,,서울특별시 용산구 한강로*가**-* *층,2004302009523200185,3020000,,,,03,폐업,,,02-797-4612
,세기ENG,,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-03-19,,서울특별시 용산구 청파동*가*-** 우방***호,2004302009523200207,3020000,,,,03,폐업,,,02-6328-1380
,해구명가 강북지사,,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-05-10,,서울특별시 용산구 주성동*-** ***호,2004302009523200208,3020000,,,,03,폐업,,,02-793-5574
,용천메디칼,,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-01-14,,서울특별시 용산구 서계동**-* 대한통운빌딩 ***,2004302009523200209,3020000,,,,03,폐업,,,02-719-5390
,(주)코리코홀딩스,,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-03-28,,서울특별시 용산구 한남동*** 리버티하우스 ***호,2004302009523200210,3020000,,,,03,폐업,,,02-796-7666
,보령,,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-02-25,,서울특별시 용산구 한남동***-**,2004302009523200212,3020000,,,,03,폐업,,,02-795-7058
,한일테크,,,,,2026-05-01 22:48:36,I,03,폐업처리,2008-02-21 00:00:00,,,2004-05-01,,서울특별시 용산구 서계동***-** 지층,2004302009523200218,3020000,,,,03,폐업,,,02-3272-8101
,이지이지포유,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2004-07-26,,서울특별시 용산구 효창동*-**,2004302009523200219,3020000,,,,03,폐업,,,02-712-8601
,(사)서울기능장애인협회 용산지부,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2004-07-19,,서울특별시 용산구 후암동*** (구) 수도여고운동장,2004302009523200220,3020000,,,,03,폐업,,,02-792-5042
,아이노래,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2004-11-24,,서울특별시 용산구 효창동*-**,2004302009523200221,3020000,,,,03,폐업,,,02-3272-7990
,삼립훼미리,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2004-06-24,,서울특별시 용산구 한강로*가**-* 지층,2004302009523200224,3020000,,,,03,폐업,,,02-749-2450
,헬스머니,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2004-10-27,,서울특별시 용산구 한강로*가***-*,2004302009523200225,3020000,,,,03,폐업,,,02-797-2959
,헬쓰온,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2004-10-29,,서울특별시 용산구 용산동*가*-*,2004302009523200233,3020000,,,,03,폐업,,,02-2066-9103
,성지 인터내셔날,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2004-12-09,,서울특별시 용산구 한남동***-**,2004302009523200237,3020000,,,,03,폐업,,,02-790-0113
,한일 의료기,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2004-12-15,,서울특별시 용산구 서계동***-** 힐타워빌딩 *층,2004302009523200238,3020000,,,,03,폐업,,,02-713-8399
,(주)그린플러스,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-01-07,,서울특별시 용산구 갈월동**-**,2005302009523200043,3020000,,,,03,폐업,,,02-749-5360
,로드마을,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-12-13,,서울특별시 용산구 후암동***-** 대도빌딩 *층 일부,2005302009523200075,3020000,,,,03,폐업,,,02-318-0375
,내외물산,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-01-07,,서울특별시 용산구 갈월동**-* 세종건업빌딩 ***호,2005302009523200087,3020000,,,,03,폐업,,,02-703-3472
,파스칼에드컴,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-01-07,,서울특별시 용산구 갈월동**-* 남영빌딩***,2005302009523200089,3020000,,,,03,폐업,,,02-718-6506
,픽코리아,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-01-07,,서울특별시 용산구 갈월동**-* 남영빌딩*층***호,2005302009523200098,3020000,,,,03,폐업,,,02-701-3686
,(주)케이엔비그로벌,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-01-07,,서울특별시 용산구 용문동**-*,2005302009523200129,3020000,,,,03,폐업,,,02-704-1714
,보성컴퓨터,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-01-07,,서울특별시 용산구 한강로*가*** 전자타운 B동 ***호,2005302009523200144,3020000,,,,03,폐업,,,02-3272-0554
,하나실업,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-01-18,,서울특별시 용산구 한강로*가**-*** 지하,2005302009523200153,3020000,,,,03,폐업,,,02-794-6336
,(주)지오항공여행사,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-07-21,,서울특별시 용산구 한남동***-** 현대안성타워*층,2005302009523200182,3020000,,,,03,폐업,,,02-720-5000
,(주)허브교역,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-01-07,,서울특별시 용산구 한강로*가***-* 한강로빌딩 ***,2005302009523200192,3020000,,,,03,폐업,,,02-797-5260
,드림상사,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-04-16,,서울특별시 용산구 용문동*-***,2005302009523200199,3020000,,,,03,폐업,,,02-715-6171
,(주)중앙생활건강,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-03-22,,서울특별시 용산구 한남동***-** 안성타워*층,2005302009523200204,3020000,,,,03,폐업,,,02-798-3080
,(주)드림아이엔젤,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-03-02,,서울특별시 용산구 원효로*가**-* 청진빌딩 지하*층*호,2005302009523200214,3020000,,,,03,폐업,,,02-3271-7111
,인터장개발(주),,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-01-06,,서울특별시 용산구 이촌동***-*,2005302009523200216,3020000,,,,03,폐업,,,02-714-1844
,(주)케이에이비에스,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-03-21,,서울특별시 용산구 한남동*** 현대리버티하우스 ***호,2005302009523200229,3020000,,,,03,폐업,,,02-797-0677
,(주)애드포스,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-01-29,,서울특별시 용산구 한남동***-** 안성타워***,2005302009523200230,3020000,,,,03,폐업,,,02-790-2122
,아침뜨락,,,,,2026-05-01 22:48:37,I,03,폐업처리,2008-02-21 00:00:00,,,2005-03-04,,서울특별시 용산구 용문동**-* 용문하이빌오피스텔지층 ***호,2005302009523200239,3020000,,,,03,폐업,,,02-712-0384
,한림홍보사업부,,,,,2026-05-01 22:48:38,I,03,폐업처리,2008-02-21 00:00:00,,,2005-03-04,,서울특별시 용산구 서계동***-*,2005302009523200245,3020000,,,,03,폐업,,,02-713-7705
,에스와이코리아,,,,,2026-05-01 22:48:38,I,03,폐업처리,2008-02-21 00:00:00,,,2005-11-01,,서울특별시 용산구 한남동***-** 현대안성타워 ***호,2005302009523200249,3020000,,,,03,폐업,,,02-6205-7205
,사람과사람들,,,,,2026-05-01 22:48:38,I,03,폐업처리,2008-02-21 00:00:00,,,2005-05-18,,서울특별시 용산구 한남동***-** 행우빌딩 지하,2005302009523200250,3020000,,,,03,폐업,,,
,Choi 유통,,,,,2026-05-01 22:48:38,I,03,폐업처리,2008-02-21 00:00:00,,,2005-10-06,,서울특별시 용산구 이태원동***-* 지하,2005302009523200252,3020000,,,,03,폐업,,,02-319-0590
,종근당웰라이프,,,,,2026-05-01 22:48:38,I,03,폐업처리,2008-02-21 00:00:00,,,2005-09-01,,서울특별시 용산구 서계동***-** 서울역 풍림 아이원플러스 ***호,2005302009523200255,3020000,,,,03,폐업,,,02-711-3245
,녹원 코리아,,,,,2026-05-01 22:48:38,I,03,폐업처리,2008-02-21 00:00:00,,,2005-04-11,,서울특별시 용산구 이태원동***-*,2005302009523200262,3020000,,,,03,폐업,,,02-795-6051
