사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업내용,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
현종합광고,,212409.077739221,447593.773077897,2026-05-01 22:32:59,I,20,정상,2021-09-03 15:03:34,1994-03-07,서울특별시 강동구 둔촌동 **-*,2009324012108500006,3240000,"서울특별시 강동구 양재대로***길 **, 영변빌딩 (성내동)",05375,,옥외광고업,01,영업/정상,,,
디자인ADC,,215073.592252889,449400.300661963,2026-05-01 22:32:59,I,20,정상,2025-02-07 09:52:53,2025-02-05,서울특별시 강동구 상일동 ***-*,2009324012108500013,3240000,"서울특별시 강동구 천호대로 ****-*, ***호 (상일동)",05283,,간판제작,01,영업/정상,,,02-428-8118
(유)일오삼광고기획,,211471.535614048,447978.255274094,2026-05-01 22:33:00,I,20,정상,2025-03-11 14:29:57,2025-02-10,서울특별시 강동구 성내동 ***-**,2010324012108500007,3240000,서울특별시 강동구 천호대로***가길 **-* (성내동),05380,,간판제작,01,영업/정상,,,02-465-0153
스퀘어,,212953.761646697,448759.761176687,2026-05-01 22:33:00,I,20,정상,2024-04-03 16:32:21,2011-03-18,서울특별시 강동구 길동 ** 반석빌딩 ***호,2011324012108500003,3240000,"서울특별시 강동구 명일로 ***, 반석빌딩 ***호 (길동)",05300,,"옥외광고물 디자인 및 광고대행, 실사출력",01,영업/정상,,,
고산기획,,212860.982126977,448990.045525377,2026-05-01 22:33:00,I,20,정상,2016-03-09 17:52:59,2016-03-09,서울특별시 강동구 길동 ***-*,2011324012108500004,3240000,"서울특별시 강동구 양재대로***길 **, ***호 (길동)",05301,,"옥외광고물 제작,설치",01,영업/정상,,,
신광씨앤티(주),,210770.734120487,447456.742623087,2026-05-01 22:33:00,I,20,정상,2013-04-19 14:01:29,2011-05-18,서울특별시 강동구 성내동 ***-*,2011324012108500006,3240000,서울특별시 강동구 성내로*길 ** (성내동),,,"광고대행, 광고물시공 및 설치",01,영업/정상,,,02-501-7573
(주)성림씨앤에스,,212016.915921852,447600.544562582,2026-05-01 22:33:00,I,20,정상,2023-03-30 09:36:04,2022-01-11,서울특별시 강동구 성내동 ***-* 삼진빌딩 ***호,2013324012108500006,3240000,"서울특별시 강동구 양재대로 ****, 삼진빌딩 ***호 (성내동)",05376,,옥외광고물 제작 설치,01,영업/정상,,,02-435-4588
원기획광고종합공사,,211864.387505252,449651.627100483,2026-05-01 22:33:00,I,20,정상,2020-12-08 11:20:35,2014-07-18,서울특별시 강동구 암사동 ***-**,2014324012108500004,3240000,서울특별시 강동구 구천면로**길 ** (암사동),,,"옥외광고 기획, 제작, 시공",01,영업/정상,,,02-441-6610
스마트간판,,213112.27348866,448196.105511772,2026-05-01 22:33:00,I,20,정상,2022-05-24 16:59:03,2017-08-17,서울특별시 강동구 둔촌동 ***-* 한덕빌딩,2015324012108500003,3240000,"서울특별시 강동구 천호대로***길 **-*, 한덕빌딩 *층 (둔촌동)",05359,,옥외광고 제작.설치,01,영업/정상,,,02-6080-0022
(사)서울시옥외광고협회 강동구지부,,210906.41746225,448269.703859755,2026-05-01 22:33:00,I,20,정상,2024-05-01 09:14:44,2015-08-13,서울특별시 강동구 성내동 **-**,2015324012108500004,3240000,서울특별시 강동구 올림픽로**길 ** (성내동),05378,,"옥외광고물제작,설치",01,영업/정상,,,02-471-3185
드림광고,,210804.715644314,447924.748227523,2026-05-01 22:33:00,I,20,정상,2020-12-08 10:52:23,2016-07-08,서울특별시 강동구 성내동 ***-**,2016324012108500003,3240000,서울특별시 강동구 천호옛길 ** (성내동),05385,,옥외광고업,01,영업/정상,,,02-471-4275
탑싸인,,211343.471461799,448630.873450648,2026-05-01 22:33:00,I,20,정상,2016-07-25 17:40:28,2016-07-25,서울특별시 강동구 천호동 ***-*,2016324012108500004,3240000,서울특별시 강동구 진황도로 ** (천호동),05334,,옥외광고업,01,영업/정상,,,
(주)에버파인,,213584.864293281,450222.008091583,2026-05-01 22:33:00,I,30,휴업,2021-11-03 14:43:04,2016-12-15,서울특별시 강동구 명일동 **-* 세종빌딩,2016324012108500007,3240000,"서울특별시 강동구 동남로**길 **, 세종빌딩 ***호 (명일동)",05269,,광고대행,02,휴업,2021-11-02,2024-11-01,02-739-8341
농협파트너스,,210613.801723814,447486.690482767,2026-05-01 22:33:01,I,20,정상,2026-04-27 15:23:08,2026-04-27,서울특별시 강동구 성내동 ***,2017324012108500004,3240000,"서울특별시 강동구 올림픽로**길 * (성내동, 축협)",05398,,옥외광고사업,01,영업/정상,,,02-560-9143
(주)솔루션플러스코리아,,212910.082832312,448153.815505362,2026-05-01 22:33:01,I,20,정상,2017-11-21 10:26:10,2017-06-14,서울특별시 강동구 둔촌동 ***,2017324012108500005,3240000,서울특별시 강동구 천호대로 **** (둔촌동),05360,,"광고물 제작 및 설치, 광고기획, 광고대행, 기타광고대행",01,영업/정상,,,
툴기획,,210906.41746225,448269.703859755,2026-05-01 22:33:01,I,20,정상,2021-11-12 09:22:15,2018-05-15,서울특별시 강동구 성내동 **-**,2017324012108500007,3240000,"서울특별시 강동구 올림픽로**길 **, ***호 (성내동)",05378,,옥외광고물 제작,01,영업/정상,,,070-8222-7586
대림인테리어,,210733.801352578,447480.0116909,2026-05-01 22:33:01,I,30,휴업,2019-10-07 10:14:56,2017-11-06,서울특별시 강동구 성내동 ***-*,2017324012108500008,3240000,서울특별시 강동구 성내로*길 **-** (성내동),05398,,옥외광고물,02,휴업,2019-09-24,2024-09-23,
이고디자인,,212178.5604021,447753.999209834,2026-05-01 22:33:01,I,20,정상,2018-05-09 10:41:40,2018-02-28,서울특별시 강동구 둔촌동 ***-*,2018324012108500003,3240000,"서울특별시 강동구 양재대로***길 *, *층 (둔촌동)",05363,,실사출력 및 옥외광고업,01,영업/정상,,,02-2088-6786
(주)유진애드,,211850.176024381,447644.317889554,2026-05-01 22:33:01,I,20,정상,2025-12-22 11:01:55,2025-10-29,서울특별시 강동구 성내동 ***-**,2018324012108500005,3240000,"서울특별시 강동구 풍성로**길 **, *층 (성내동)",05376,,옥외광고물 제작 및 설치,01,영업/정상,,,02-475-9448
주식회사 서인에스앤제이,,213715.472483182,451009.294614343,2026-05-01 22:33:01,I,20,정상,2024-06-11 12:47:47,2024-03-26,서울특별시 강동구 고덕동 ***-*,2019324024008500004,3240000,"서울특별시 강동구 동남로**길 **, ***호 (고덕동)",05226,,광고물 제작,01,영업/정상,,,02-6956-2009
매직하우스주식회사,,212705.290750268,447749.149568053,2026-05-01 22:33:01,I,20,정상,2025-08-21 16:19:37,2025-08-11,서울특별시 강동구 둔촌동 **,2020324024008500001,3240000,"서울특별시 강동구 명일로**길 *, 지하*층 (둔촌동)",05366,,옥외광고업,01,영업/정상,,,
대한기획 (구)재보,,210839.080517381,447350.87722911,2026-05-01 22:33:01,I,20,정상,2022-01-20 13:37:31,2020-01-21,서울특별시 강동구 성내동 ***-*,2020324024008500002,3240000,서울특별시 강동구 성안로*길 *** (성내동),05399,,"현수막, 간판",01,영업/정상,,,
디자인 제이,,210542.171203439,448804.558021861,2026-05-01 22:33:01,I,20,정상,2020-04-02 18:36:21,2020-04-02,서울특별시 강동구 천호동 ***-**,2020324024008500003,3240000,"서울특별시 강동구 올림픽로**길 **-**, *층 (천호동)",05247,,간판 제작,01,영업/정상,,,
엠엘애드,,210801.2830182,449191.988090968,2026-05-01 22:33:01,I,20,정상,2021-03-17 09:20:55,2021-03-09,서울특별시 강동구 천호동 ***-** ***호,2021324024008500002,3240000,"서울특별시 강동구 올림픽로**길 **, ***호 (천호동)",05245,,옥외광고물 제작 및 설치,01,영업/정상,,,
나누미문화예술 주식회사,,212544.27335202,449987.455486034,2026-05-01 22:33:01,I,20,정상,2023-08-28 16:10:54,2023-06-29,서울특별시 강동구 명일동 ***-** 제일빌딩,2021324024008500003,3240000,"서울특별시 강동구 양재대로***길 **, 장락빌딩 *층 (명일동)",05257,,옥외광고물 제작 및 설치,01,영업/정상,,,
유이,,212679.584548505,447888.07890526,2026-05-01 22:33:01,I,20,정상,2023-02-13 16:04:45,2014-08-14,서울특별시 강동구 둔촌동 **,2021324024008500004,3240000,서울특별시 강동구 명일로 *** (둔촌동),05361,,옥외광고물 제작,01,영업/정상,,,
진디자인,2025-01-31,212150.594146685,448192.115025498,2026-05-01 22:33:01,I,40,폐업,2026-04-17 17:07:42,2021-06-17,서울특별시 강동구 길동 ***-** 기화빌딩 ***호,2021324024008500005,3240000,"서울특별시 강동구 천호대로***길 **-**, ***호 (길동, 기화빌딩)",05353,,옥외광고물 제작 및 설치,03,폐업,,,
가온웍스,,212561.339299964,449532.015998094,2026-05-01 22:33:01,I,20,정상,2021-09-17 11:28:01,2021-06-17,서울특별시 강동구 천호동 **-**,2021324024008500006,3240000,"서울특별시 강동구 양재대로***길 *, *층 (천호동)",05306,,옥외광고물 제작 및 설치,01,영업/정상,,,
달광선주식회사,,212734.222835058,448945.894410822,2026-05-01 22:33:01,I,20,정상,2023-08-30 08:54:28,2023-08-28,서울특별시 강동구 길동 ***-*,2021324024008500007,3240000,"서울특별시 강동구 양재대로***길 **, ***호 (길동)",05301,,옥외광고물 제작 및 시공,01,영업/정상,,,
우리디자인,,212143.778930005,448048.253831401,2026-05-01 22:33:01,I,20,정상,2021-12-06 10:30:31,2021-12-06,서울특별시 강동구 길동 ***-* 강동그린타워,2021324024008500008,3240000,"서울특별시 강동구 천호대로 ****, 강동그린타워 **층 R****-**호 (길동)",05355,,간판시공,01,영업/정상,,,
준기획,,211856.113892422,449737.652499963,2026-05-01 22:33:01,I,20,정상,2025-07-28 15:03:19,2025-07-03,서울특별시 강동구 암사동 ***-**,2022324024008500001,3240000,"서울특별시 강동구 구천면로**길 **, *층 (암사동)",05259,,"옥외 및 전시 광고업/도배, 실내 장식 및 내장 목공사업",01,영업/정상,,,
(주)선전산업,,213594.798907272,450984.376735084,2026-05-01 22:33:01,I,20,정상,2023-01-09 17:00:17,2019-03-13,서울특별시 강동구 고덕동 ***-* ***호,2022324024008500002,3240000,"서울특별시 강동구 동남로**길 **, ***호 (고덕동)",05226,,"간판, 현판, 광고물 제작 설치",01,영업/정상,,,
(주)허브건축,,213100.407278603,448190.783511009,2026-05-01 22:33:01,I,30,휴업,2026-03-13 15:05:59,2023-09-11,서울특별시 강동구 둔촌동 ***,2023324024008500001,3240000,"서울특별시 강동구 천호대로 ****-**, *층 (둔촌동)",05359,,옥외광고업,02,휴업,2026-03-11,2029-12-31,
에스지유나이티드,,211878.097723811,448049.826281484,2026-05-01 22:33:02,I,20,정상,2023-07-06 10:41:41,2023-07-06,서울특별시 강동구 성내동 *** 라이저강동빌딩 ***호,2023324024008500002,3240000,"서울특별시 강동구 천호대로 ****, ***호 (성내동, 라이저강동빌딩)",05373,,"광고업, 광고대행업",01,영업/정상,,,
아이홈카,,212294.429521113,447517.588225835,2026-05-01 22:33:02,I,20,정상,2023-08-28 16:09:01,2023-07-24,서울특별시 강동구 둔촌동 **-** ***호,2023324024008500003,3240000,"서울특별시 강동구 풍성로**길 **-*, ***호 (둔촌동)",05364,,옥외광고물 설치,01,영업/정상,,,
명성디자인,,212687.654875332,449337.321389708,2026-05-01 22:33:02,I,20,정상,2023-11-02 15:36:49,2023-11-02,서울특별시 강동구 명일동 ***-* ***호,2023324024008500004,3240000,"서울특별시 강동구 상암로 ***, *층 ***호 (명일동)",05296,,옥외광고물 제작,01,영업/정상,,,
파란고릴라,,214425.656359382,451107.221316459,2026-05-01 22:33:02,I,20,정상,2025-05-16 11:05:10,2013-05-14,서울특별시 강동구 고덕동 ***,2024324024008500001,3240000,서울특별시 강동구 아리수로**길 ** (고덕동),05220,,옥외광고업,01,영업/정상,,,02-412-9236
사회복지법인 미래재단,,212172.828537488,448321.330153611,2026-05-01 22:33:02,I,20,정상,2024-06-05 17:42:31,2023-05-01,서울특별시 강동구 길동 ***-* 탑스위트,2024324024008500002,3240000,"서울특별시 강동구 양재대로***길 **, 탑스위트 ***호 (길동)",05353,,"옥외광고업 제작, 설치, 표시대행",01,영업/정상,,,
제이피디자인,,210902.854224931,447775.278861212,2026-05-01 22:33:02,I,20,정상,2024-06-07 17:52:18,2024-06-07,서울특별시 강동구 성내동 ***-**,2024324024008500003,3240000,"서울특별시 강동구 풍성로 ***, *층 (성내동)",05393,,광고 디자인,01,영업/정상,,,
스마트디자인,,213112.27348866,448196.105511772,2026-05-01 22:33:02,I,20,정상,2024-10-24 09:28:59,2024-10-23,서울특별시 강동구 둔촌동 ***-* 한덕빌딩,2024324024008500004,3240000,"서울특별시 강동구 천호대로***길 **-*, 한덕빌딩 ***동 *층 (둔촌동)",05359,,"광고물 제작, 설치",01,영업/정상,,,
주식회사 현대아이티,,215314.746342111,449845.751989409,2026-05-01 22:33:02,I,20,정상,2025-05-16 11:03:06,2024-12-26,서울특별시 강동구 상일동 *** 세종텔레콤 지식산업센터,2024324024008500006,3240000,"서울특별시 강동구 상일로**길 **, 세종텔레콤 지식산업센터 *층 (상일동)",05288,,"광고물, 게시시설을 제작/ 표시/ 설치/ 영업",01,영업/정상,,,
다양산업,,215111.246226477,449501.115520065,2026-05-01 22:33:02,I,20,정상,2025-07-31 10:29:10,2025-07-30,서울특별시 강동구 상일동 ***-*,2025324024008500001,3240000,서울특별시 강동구 천호대로***가길 ** (상일동),05283,,옥외광고물 제작 설치,01,영업/정상,,,
스타광고,,211548.715206409,447627.245726069,2026-05-01 22:33:02,I,20,정상,2026-03-04 09:56:42,2026-03-03,서울특별시 강동구 성내동 ***-*,2025324024008500002,3240000,"서울특별시 강동구 천호대로***길 ***, *층 (성내동)",05390,,광고물 제작 설치,01,영업/정상,,,
마이봄,,211458.648093395,450316.255472825,2026-05-01 22:33:02,I,20,정상,2025-10-01 16:50:55,2025-10-01,서울특별시 강동구 암사동 ***-** 정산아파트,2025324024008500003,3240000,"서울특별시 강동구 고덕로 **, *층 ***-**호 (암사동, 정산아파트)",05238,,옥외광고업,01,영업/정상,,,
디자인플러스,,212236.962703361,448785.247292596,2026-05-01 22:33:02,I,20,정상,2025-11-27 10:24:44,2025-11-26,서울특별시 강동구 천호동 **-** 보현빌딩,2025324024008500004,3240000,"서울특별시 강동구 천중로 ***, 보현빌딩 (천호동)",05316,,옥외광고물 설치 제작,01,영업/정상,,,
미림광고,,210917.247977902,448945.825260704,2026-05-01 22:32:51,I,20,정상,2022-02-24 10:08:55,1988-07-14,서울특별시 강동구 천호동 ***-**,1988324008708200005,3240000,서울특별시 강동구 올림픽로**길 * (천호동),05246,,옥외광고물제작설치,01,영업/정상,,,02-478-3771
경미광고,,212618.645848182,448983.948439782,2026-05-01 22:32:51,I,20,정상,2022-06-21 12:04:28,2008-05-19,서울특별시 강동구 길동 ***-*,1988324008708200013,3240000,"서울특별시 강동구 양재대로***길 **, *층 ***호 (길동)",05302,,옥외광고물제작설치,01,영업/정상,,,02-475-7878
개척광고,,212969.427807121,448696.116700721,2026-05-01 22:32:51,I,20,정상,2020-12-08 10:26:40,1988-07-14,서울특별시 강동구 길동 **-***,1988324008708200021,3240000,"서울특별시 강동구 천중로 ***, ***호 (길동)",,,옥외광고물 제작 설치,01,영업/정상,,,02-487-8200
예성광고,,211308.197105174,449662.922955367,2026-05-01 22:32:52,I,20,정상,2020-12-08 11:18:17,1988-07-14,서울특별시 강동구 천호동 ***-*,1988324008708200035,3240000,서울특별시 강동구 상암로**길 *-* (천호동),,,옥외광고물제작설치,01,영업/정상,,,02-473-7350
제일광고,,210996.564656812,448229.915629707,2026-05-01 22:32:52,I,20,정상,2022-09-03 10:17:47,1988-07-14,서울특별시 강동구 성내동 **-* 태양빌딩,1988324008708200052,3240000,"서울특별시 강동구 천호옛길 **, 태양빌딩 (성내동)",05385,,옥외광고물제작설치,01,영업/정상,,,02-473-9912
에덴간판,,211760.550669879,450263.793749582,2026-05-01 22:32:52,I,20,정상,2024-08-13 17:28:06,1988-09-20,서울특별시 강동구 암사동 ***-** A타운,1988324008708200061,3240000,"서울특별시 강동구 고덕로 **, *층 *호 (암사동)",05237,,옥외광고물제작설치,01,영업/정상,,,02-429-7231
창조기획,,215031.497171478,449769.072840988,2026-05-01 22:32:52,I,20,정상,2012-08-22 09:26:15,1989-08-29,서울특별시 강동구 상일동 ***,1989324008708200071,3240000,서울특별시 강동구 천호대로***길 ** (상일동),,,옥외광고물제작설치,01,영업/정상,,,02-484-1296
전원광고,,211506.578817887,449586.370109754,2026-05-01 22:32:52,I,20,정상,2023-01-10 09:37:40,2023-01-10,서울특별시 강동구 천호동 ***-*,1991324008708200070,3240000,서울특별시 강동구 상암로 ** (천호동),05319,,옥외광고물제작설치 및 대행,01,영업/정상,,,02-486-8058
신성광고,,212491.9029655,447730.819794194,2026-05-01 22:32:52,I,20,정상,2020-12-08 11:06:04,2008-11-05,서울특별시 강동구 둔촌동 ***,1991324008708200088,3240000,서울특별시 강동구 진황도로 *** (둔촌동),,,옥외광고물 제작 및 설치,01,영업/정상,,,02-483-7131
하나광고,,212684.692269274,448825.005706562,2026-05-01 22:32:52,I,20,정상,2018-02-28 15:53:31,2018-02-27,서울특별시 강동구 길동 ***-**,1991324008708200090,3240000,서울특별시 강동구 천중로**길 ** (길동),,,옥외광고제작설치,01,영업/정상,,,02-474-4781
다성디자인,,211605.596353104,447567.25461198,2026-05-01 22:32:52,I,20,정상,2020-12-08 10:47:30,1991-03-26,서울특별시 강동구 성내동 ***-*,1991324008708200093,3240000,서울특별시 강동구 성안로 ** (성내동),,,옥외광고물제작설치,01,영업/정상,,,02-427-4289
에이스광고,,212905.568025316,448976.630851921,2026-05-01 22:32:52,I,20,정상,2020-12-16 15:06:46,2008-06-09,서울특별시 강동구 길동 ***-**,1991324008708200096,3240000,서울특별시 강동구 양재대로***길 ** (길동),,,옥외광고물제작설치,01,영업/정상,,,02-484-8850
대성광고,,212788.310393194,448256.090550017,2026-05-01 22:32:52,I,20,정상,2020-12-14 15:19:56,1992-10-15,서울특별시 강동구 길동 ***-***,1992324008708200132,3240000,서울특별시 강동구 명일로 *** (길동),,,옥외광고물제작설치,01,영업/정상,,,02-488-4447
삼삼광고,,211109.706625382,449540.501584884,2026-05-01 22:32:52,I,20,정상,2020-12-14 15:22:27,1992-03-31,서울특별시 강동구 암사동 ***-**,1992324008708200143,3240000,서울특별시 강동구 올림픽로 *** (암사동),,,옥외광고물제작설치,01,영업/정상,,,02-474-5586
(주)서원기획,,212273.472970782,447819.359144989,2026-05-01 22:32:52,I,20,정상,2024-02-15 16:46:05,1993-05-27,서울특별시 강동구 둔촌동 ***-*,1993324008708200149,3240000,서울특별시 강동구 양재대로***길 ** (둔촌동),,,옥외광고물제작설치,01,영업/정상,,,02-477-7426
영풍기획,,211942.990913314,448878.55800806,2026-05-01 22:32:52,I,20,정상,2023-03-03 14:52:29,1993-06-18,서울특별시 강동구 천호동 ***-**,1993324008708200151,3240000,"서울특별시 강동구 진황도로**길 **-**, *층 ***호 (둔촌동)",05367,,옥외광고물제작설치,01,영업/정상,,,02-426-6972
문화종합광고기획,,211324.636247911,447705.337180495,2026-05-01 22:32:53,I,20,정상,2020-12-08 11:00:21,2015-08-13,서울특별시 강동구 성내동 ***-* ***호,1993324008708200155,3240000,"서울특별시 강동구 풍성로 ***-**, ***호 (성내동)",,,옥외광고물제작설치,01,영업/정상,,,02-473-6685
솔 기획,,210902.824729995,447232.385450602,2026-05-01 22:32:53,I,20,정상,2025-10-21 14:45:34,2025-10-14,서울특별시 강동구 성내동 ***,1995324008708200200,3240000,서울특별시 강동구 성내로*가길 ** (성내동),05400,,옥외광고물제작설치,01,영업/정상,,,02-486-3736
아성광고,,211613.997668904,447409.62803322,2026-05-01 22:32:53,I,20,정상,2020-12-08 11:09:55,1995-11-16,서울특별시 강동구 성내동 ***-**,1995324008708200204,3240000,서울특별시 강동구 양재대로**길 ** (성내동),05403,,옥외광고물제작설치,01,영업/정상,,,02-478-7954
신원광고,,211710.453693778,447832.258433853,2026-05-01 22:32:53,I,20,정상,2020-12-08 11:07:18,2015-04-21,서울특별시 강동구 성내동 ***-*,1996324008708200216,3240000,서울특별시 강동구 성안로 *** (성내동),,,옥외광고물제작설치,01,영업/정상,,,02-486-8385
모두기획,2026-04-14,213073.502823723,448243.299138198,2026-05-01 22:32:53,I,40,폐업,2026-04-14 10:22:09,2018-05-17,서울특별시 강동구 둔촌동 ***-* 정산빌딩,1997324008708200235,3240000,"서울특별시 강동구 천호대로 ****, 정산빌딩 ***호 (둔촌동)",05359,,옥외광고물제작설치,03,폐업,,,02-473-5523
신화기획,,213700.622792654,451133.354525153,2026-05-01 22:32:54,I,20,정상,2012-08-22 10:07:55,1998-10-16,서울특별시 강동구 고덕동 ***,1998324008708200256,3240000,서울특별시 강동구 동남로**길 ** (고덕동),,,옥외광고물 제작 및 설치,01,영업/정상,,,02-427-0093
미성광고,,212184.372224008,449792.050825239,2026-05-01 22:32:54,I,20,정상,2020-12-14 15:24:32,2007-10-11,서울특별시 강동구 천호동 ***-***,1999324008708200279,3240000,서울특별시 강동구 구천면로 *** (천호동),,,옥외광고물제작설치,01,영업/정상,,,02-472-7350
코아린,,212772.936460124,448854.477664099,2026-05-01 22:32:54,I,20,정상,2020-12-08 13:51:47,2000-03-04,서울특별시 강동구 길동 ***-**,2000324008708200291,3240000,서울특별시 강동구 천중로**길 ** (길동),,,옥외광고물제작설치,01,영업/정상,,,02-473-8823
에이엠디자인,,210702.347047613,447745.615884929,2026-05-01 22:32:54,I,20,정상,2020-12-08 11:17:10,2000-04-04,서울특별시 강동구 성내동 ***-** 신주상가주택 ***호,2000324008708200294,3240000,"서울특별시 강동구 천호옛길 **, ***호 (성내동, 신주상가주택)",05391,,옥외광고물제작설치,01,영업/정상,,,02-483-3381
고려광고,,210866.114241488,447961.779627937,2026-05-01 22:32:55,I,20,정상,2024-10-22 14:25:38,2017-11-21,서울특별시 강동구 성내동 ***-*,2001324008708200004,3240000,"서울특별시 강동구 천호옛길 **, *층 (성내동)",05386,,옥외광고물제작설치,01,영업/정상,,,02-488-7334
DESIGNDA(디자인다),,212350.907121399,448661.220882498,2026-05-01 22:32:55,I,20,정상,2019-12-19 16:50:47,2001-01-17,서울특별시 강동구 길동 ***-** 성환빌딩 지하*층,2001324008708200310,3240000,"서울특별시 강동구 양재대로 ****, 지층 (길동, 성환빌딩)",,,옥외광고물제작설치,01,영업/정상,,,02-478-0435
국제광고,,211466.10518838,447743.191816769,2026-05-01 22:32:55,I,20,정상,2020-12-08 10:43:37,2001-02-03,서울특별시 강동구 성내동 ***-*,2001324008708200313,3240000,서울특별시 강동구 풍성로**길 ** (성내동),,,광고물 제작,01,영업/정상,,,02-484-6281
현디자인,,211546.694320021,447688.24507799,2026-05-01 22:32:55,I,20,정상,2023-03-30 09:36:56,2001-04-02,서울특별시 강동구 성내동 ***-*,2001324008708200318,3240000,서울특별시 강동구 천호대로***길 ** (성내동),,,옥외광고물제작설치,01,영업/정상,,,02-470-7057
모든광고,,213735.689683907,451036.449236248,2026-05-01 22:32:55,I,20,정상,2024-01-12 10:21:26,2023-04-03,서울특별시 강동구 고덕동 *** ***호,2001324008708200334,3240000,"서울특별시 강동구 동남로**길 *, ***호 (고덕동)",05226,,"간판,인테리어",01,영업/정상,,,02-487-7121
신태인광고,,212577.517933793,448939.125832367,2026-05-01 22:32:56,I,20,정상,2013-10-28 13:27:46,2002-03-05,서울특별시 강동구 길동 ***-** ***호,2002324008708200013,3240000,서울특별시 강동구 천중로**길 ** (길동),,2013-10-14,옥외광고물제작설치,01,영업/정상,2012-05-11,2013-12-31,02-482-3802
디자인포인트,,212828.817394704,448705.967267828,2026-05-01 22:32:56,I,20,정상,2020-12-08 14:00:01,2016-10-17,서울특별시 강동구 길동 ***-*,2002324008708200025,3240000,서울특별시 강동구 천중로 *** (길동),,,옥외광고물제작설치,01,영업/정상,,,02-471-2550
주식회사 제일애드플러스,,213488.352846193,451093.564843304,2026-05-01 22:32:56,I,20,정상,2024-12-12 16:23:40,2024-11-13,서울특별시 강동구 고덕동 ***,2002324008708200030,3240000,"서울특별시 강동구 아리수로 ***-*, *층 (고덕동)",05227,,옥외광고물제작설치,01,영업/정상,,,02-429-8005
