건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,최초등록시점,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,퍼레이드 픽쳐스,2018-12-17,191221.404965588,450594.120257822,,영화배급업,2026-05-01 22:32:42,I,03,폐업,,,2015-08-18,,2018-12-17 16:39:09,,2015-08-18,,서울특별시 마포구 망원동 ***-**,CDFF5211032015000013,3130000,,"서울특별시 마포구 월드컵로**길 ***-**, *층 (망원동)",03959,03,폐업,,,,,,
,주식회사 케이엠스타,2018-12-14,194426.871005472,449986.055913029,,영화배급업,2026-05-01 22:32:42,I,03,폐업,,,2012-03-19,,2018-12-14 09:46:34,,2012-03-19,,서울특별시 마포구 신수동 **-*,CDFF5211032015000016,3130000,,"서울특별시 마포구 백범로 **, *층 (신수동, 미지빌딩)",04108,03,폐업,,,,02-780-3008,,
,엠앤미디어,2021-05-20,192495.361933109,449907.728312578,,영화배급업,2026-05-01 22:32:42,I,03,폐업,,,2017-01-10,,2021-05-27 10:54:12,,2017-01-10,,서울특별시 마포구 서교동 ***-**,CDFF5211032017000001,3130000,,"서울특별시 마포구 양화로 **, *층 ***호 (서교동)",04037,03,폐업,,,,,,
,(주)이모콘,2017-10-30,190335.496775957,452758.642764785,,영화배급업,2026-05-01 22:32:43,I,03,폐업,,,2009-06-04,,2017-10-30 17:45:53,,2009-06-04,,서울특별시 마포구 상암동 ****,CDFF5211032017000003,3130000,,"서울특별시 마포구 월드컵북로 ***, ****호 (상암동, DMC이안오피스텔)",03908,03,폐업,,,,,,
,미카사미디어,2020-12-29,195228.918161534,449634.74859808,,영화배급업,2026-05-01 22:32:43,I,03,폐업,,,2014-04-01,,2020-12-29 08:52:07,,2014-04-01,,서울특별시 마포구 염리동 ***,CDFF5211032017000004,3130000,,"서울특별시 마포구 백범로**길 **, ***동 ****호 (염리동, 염리삼성래미안)",04139,03,폐업,,,,,,
,주식회사 오예스,2018-09-12,192075.107714912,450504.262362709,,영화배급업,2026-05-01 22:32:43,I,03,폐업,,,2017-04-27,,2018-09-12 17:12:44,,2017-04-27,,서울특별시 마포구 서교동 ***-** ***호,CDFF5211032017000014,3130000,,"서울특별시 마포구 성미산로*길 **-**, ***호 (서교동)",03996,03,폐업,,,,,,
,주식회사 뉴트리텔,2020-11-27,193166.430144679,450425.852790862,,영화배급업,2026-05-01 22:32:44,I,03,폐업,,,2018-04-05,,2020-11-27 17:56:58,,2018-04-05,,서울특별시 마포구 동교동 ***-* LG팰리스빌딩,CDFF5211032018000003,3130000,,"서울특별시 마포구 양화로 ***, LG팰리스빌딩 ****호 (동교동)",04050,03,폐업,,,,070-7791-1629,,
,주식회사 원더스컴퍼니,2021-04-27,192182.365,450150.59,,영화배급업,2026-05-01 22:32:44,I,03,폐업,,,2018-07-27,,2021-05-27 11:01:38,,2018-07-27,,서울특별시 마포구 서교동 ***-**,CDFF5211032018000010,3130000,,"서울특별시 마포구 동교로**길 **, *층 (서교동)",04029,03,폐업,,,,02-6227-6204,,
,주식회사 영화사오오,2019-12-31,193027.389877929,450645.529519639,,영화배급업,2026-05-01 22:32:44,I,03,폐업,,,2018-10-19,,2019-12-31 16:28:13,,2018-10-19,,서울특별시 마포구 동교동 ***-*,CDFF5211032018000014,3130000,,"서울특별시 마포구 월드컵북로*길 **, ***호 (동교동)",03993,03,폐업,,,,,,
,주식회사 미딕스코리아,2019-02-19,191703.326272311,450998.35761522,,영화배급업,2026-05-01 22:32:44,I,03,폐업,,,2018-10-25,,2019-02-19 10:17:18,,2018-10-25,,서울특별시 마포구 성산동 ***-**,CDFF5211032018000016,3130000,,"서울특별시 마포구 성미산로*길 **-**, *층 (성산동)",03970,03,폐업,,,,,,
,주식회사 블루라이노픽처스,2024-10-16,193114.290755083,449945.84360325,,영화배급업,2026-05-01 22:32:46,I,03,폐업,,,2019-07-25,,2024-10-16 13:46:38,,2019-07-25,,서울특별시 마포구 서교동 ***-**,CDFF5211032019000014,3130000,,"서울특별시 마포구 와우산로**길 *-**, *층 (서교동)",04041,03,폐업,,,,,,
,주식회사 원스크린,2021-01-19,190125.564768858,453090.149821248,,영화배급업,2026-05-01 22:32:47,I,03,폐업,,,2020-02-21,,2021-01-19 22:11:02,,2020-02-21,,서울특별시 마포구 상암동 **** 케이지아이티센터,CDFF5211032020000003,3130000,,"서울특별시 마포구 월드컵북로 ***, 케이지아이티센터 **층 이-**호 (상암동)",03925,03,폐업,,,,,,
,㈜디씨지플러스,2010-05-31,201805.975977729,445568.204859916,,영화배급업,2026-05-01 22:37:05,I,03,폐업,,,2007-12-12,,2010-06-24 14:38:50,,2007-12-12,,서울특별시 강남구 논현동 **-** 원빌딩 *층,CDFF5211032007000027,3220000,,"서울특별시 강남구 강남대로 ***  (논현동,원빌딩 *층)",,03,폐업,,,,,,
,㈜꿈길제작소,2010-08-02,202389.712632803,445732.063126867,,영화배급업,2026-05-01 22:37:05,I,03,폐업,,,2007-12-28,,2010-08-02 14:40:12,,2007-12-28,,서울특별시 강남구 논현동 **-* 예원빌딩 ***호,CDFF5211032007000028,3220000,,"서울특별시 강남구 논현로***길 **  (논현동,예원빌딩 ***호)",,03,폐업,,,,,,
,나인엔식스미디어,2013-11-04,204571.342012235,441388.150210753,,영화배급업,2026-05-01 22:37:06,I,03,폐업,,,2007-06-22,,2013-11-04 20:14:17,,2007-06-22,,서울특별시 강남구 개포동 ****-**,CDFF5211032007000034,3220000,,서울특별시 강남구 논현로*길 ** (개포동),,03,폐업,,,,,,
,㈜타임스토리필름앤북스,2010-01-26,202502.049620387,446363.124847246,,영화배급업,2026-05-01 22:37:06,I,03,폐업,,,2008-01-15,,2010-04-28 17:00:56,,2008-01-15,,서울특별시 강남구 논현동 **-* 진수빌딩 *층,CDFF5211032008000001,3220000,,"서울특별시 강남구 도산대로**길 *  (논현동,진수빌딩 *층)",,03,폐업,,,,,,
,㈜키노아이디엠씨,2010-07-15,202502.049620387,446363.124847246,,영화배급업,2026-05-01 22:37:06,I,03,폐업,,,2008-01-22,,2010-07-15 14:45:50,,2008-01-22,,서울특별시 강남구 논현동 **-* 진수빌딩 *층,CDFF5211032008000002,3220000,,"서울특별시 강남구 도산대로**길 *  (논현동,진수빌딩 *층)",,03,폐업,,,,,,
,㈜에스에이치엔터테인먼트,2011-01-26,202881.248128664,446462.094030907,,영화배급업,2026-05-01 22:37:06,I,03,폐업,,,2008-03-26,,2011-01-26 16:47:22,,2008-03-26,,서울특별시 강남구 논현동 **-* 솔빛빌딩 *층,CDFF5211032008000006,3220000,,"서울특별시 강남구 언주로***길 *  (논현동,솔빛빌딩 *층)",,03,폐업,,,,,,
,(유)마스엔터테인먼트코리아,2012-01-04,202403.719536892,446217.623081957,,영화배급업,2026-05-01 22:37:06,I,03,폐업,,,2008-07-08,,2012-01-04 15:36:52,,2008-07-08,,서울특별시 강남구 논현동 *-* 벽은빌딩 *층,CDFF5211032008000017,3220000,,"서울특별시 강남구 도산대로**길 **  (논현동,벽은빌딩 *층)",,03,폐업,,,,,,
,우성엔터테인먼트,2024-10-14,202483.67695541,446109.931611452,,영화배급업,2026-05-01 22:37:07,I,03,폐업,,0,2008-09-01,0,2024-10-14 13:24:07,,2008-09-01,,서울특별시 강남구 논현동 **-** 키드코빌딩*층,CDFF5211032008000018,3220000,,"서울특별시 강남구 논현로 ***, *층 (논현동, 키드코빌딩)",,03,폐업,,,,,0,0
,삼흥기획,2012-01-26,207950.137458581,442526.253635088,,영화배급업,2026-05-01 22:37:08,I,03,폐업,,,2008-07-04,,2012-01-26 17:02:39,,2008-07-04,,서울특별시 강남구 수서동 ***,CDFF5211032008000030,3220000,,서울특별시 강남구 광평로 **-** (수서동),,03,폐업,,,,,,
,(주)이노디스,2015-12-28,205710.170088377,444934.283205797,,영화배급업,2026-05-01 22:37:09,I,03,폐업,,,2008-05-15,,2015-12-28 13:18:05,,2008-05-15,,서울특별시 강남구 대치동 ****,CDFF5211032008000035,3220000,,"서울특별시 강남구 영동대로 *** (대치동, 케이티앤지 타워)",06176,03,폐업,,,,,,
,㈜코리아스크린,2023-05-19,204949.429614801,444550.199260236,,영화배급업,2026-05-01 22:37:10,I,03,폐업,,0,2009-04-01,0,2023-05-19 11:28:16,,2009-04-01,,서울특별시 강남구 대치동 ***-* 효동빌딩 *층,CDFF5211032009000015,3220000,,"서울특별시 강남구 삼성로**길 **  (대치동,효동빌딩 *층)",,03,폐업,,,,,0,0
,㈜씨앤마케팅서비스,2010-06-07,205446.736406275,445116.280153369,,영화배급업,2026-05-01 22:37:10,I,03,폐업,,,2009-04-15,,2010-06-24 14:38:13,,2009-04-15,,서울특별시 강남구 대치동 ***-* 글라스타워*층,CDFF5211032009000017,3220000,,"서울특별시 강남구 테헤란로 ***  (대치동,글라스타워*층)",,03,폐업,,,,,,
,㈜모티스,2014-05-14,205713.28,444593.55,,영화배급업,2026-05-01 22:37:10,I,03,폐업,,,2009-04-23,,2014-05-14 15:07:51,,2009-04-23,,서울특별시 강남구 대치동 ***-* 해암빌딩 **층,CDFF5211032009000018,3220000,,"서울특별시 강남구 영동대로 *** (대치동,해암빌딩 **층)",,03,폐업,,,,,,
,㈜이사칠픽쳐스,2010-05-03,204491.418698731,445334.261311713,,영화배급업,2026-05-01 22:37:11,I,03,폐업,,,2009-08-17,,2010-06-24 14:40:54,,2009-08-17,,서울특별시 강남구 삼성동 ***-**,CDFF5211032009000028,3220000,,서울특별시 강남구 봉은사로**길 **-*  (삼성동),,03,폐업,,,,,,
,(주)고유에프앤,2017-01-16,203865.902405376,442581.277662886,,영화배급업,2026-05-01 22:37:12,I,03,폐업,,,2009-12-08,,2017-01-16 14:21:04,,2009-12-08,,서울특별시 강남구 도곡동 ***-** 경향빌딩 *층,CDFF5211032009000034,3220000,,"서울특별시 강남구 논현로**길 ** (도곡동,경향빌딩 *층)",,03,폐업,,,,,,
,(주)씨에라픽쳐스코리아,2021-12-31,203350.033982493,446990.369957264,,영화배급업,2026-05-01 22:37:12,I,03,폐업,,,2009-12-17,,2022-01-20 10:56:25,,2009-12-17,,서울특별시 강남구 신사동 ***-* 월드빌딩 *층 *호,CDFF5211032009000036,3220000,,"서울특별시 강남구 도산대로**길 ** (신사동,월드빌딩 *층 *호)",,03,폐업,,,,,,
,(주)넥스트비쥬얼스튜디오,2017-04-14,201770.3097588,446175.1167903,,영화배급업,2026-05-01 22:37:12,I,03,폐업,,,2009-02-11,,2017-04-18 10:06:31,,2009-02-11,,"서울특별시 강남구 신사동 ***-* 지하*층지상*,*,*층",CDFF5211032009000041,3220000,,서울특별시 강남구 강남대로***길 ** (신사동),,03,폐업,,,,02-6925-6100,,
,도키엔터테인먼트,2012-06-01,203919.495860998,446817.141574693,,영화배급업,2026-05-01 22:37:12,I,03,폐업,,,2009-04-01,,2012-06-01 16:44:58,,2009-04-01,,서울특별시 강남구 청담동 * 경원하이츠텔****호,CDFF5211032009000042,3220000,,"서울특별시 강남구 도산대로 ***  (청담동,경원하이츠텔****호)",,03,폐업,,,,,,
,(주)치즈팩토리,2017-04-14,201770.3097588,446175.1167903,,영화배급업,2026-05-01 22:37:13,I,03,폐업,,,2009-02-16,,2017-04-18 10:07:42,,2009-02-16,,서울특별시 강남구 신사동 ***-* 넥스트빌딩 지하*층,CDFF5211032009000044,3220000,,서울특별시 강남구 강남대로***길 ** (신사동),,03,폐업,,,,02-6925-6101,,
,마이미디어,2013-03-26,204159.502401009,446356.848294314,,영화배급업,2026-05-01 22:37:13,I,03,폐업,,,2009-08-27,,2013-03-26 16:47:19,,2009-08-27,,서울특별시 강남구 청담동 **,CDFF5211032009000045,3220000,,서울특별시 강남구 삼성로***길 ** (청담동),,03,폐업,,,,,,
,볼트엔터테인먼트㈜,2015-02-05,204763.797977915,446745.210792003,,영화배급업,2026-05-01 22:37:13,I,03,폐업,,,2009-05-11,,2015-02-06 09:04:26,,2009-05-11,,서울특별시 강남구 청담동 **-* 신영빌딩,CDFF5211032009000046,3220000,,"서울특별시 강남구 영동대로 *** (청담동, 신영빌딩)",,03,폐업,,,,070-8249-2169,,
,춘추풀아트(주),2011-12-30,201846.584667165,445645.509104117,,영화배급업,2026-05-01 22:37:13,I,03,폐업,,,2010-04-27,,2011-12-30 10:33:04,,2010-04-27,,서울특별시 강남구 논현동 **-** 제일빌딩 *층,CDFF5211032010000015,3220000,,"서울특별시 강남구 강남대로***길 **  (논현동,제일빌딩 *층)",,03,폐업,,,,,,
,(주)코카반,2014-07-04,203091.467308866,444090.668440808,,영화배급업,2026-05-01 22:37:13,I,03,폐업,,,2010-05-04,,2014-07-04 19:18:22,,2010-05-04,,서울특별시 강남구 역삼동 ***-** 동경빌딩 *층,CDFF5211032010000016,3220000,,"서울특별시 강남구 논현로**길 ** (역삼동,동경빌딩 *층)",,03,폐업,,,,,,
,(주)이사칠픽쳐스,2015-12-31,204490.541642539,446902.958337358,,영화배급업,2026-05-01 22:37:13,I,03,폐업,,,2010-05-06,,2015-12-31 14:58:40,,2010-05-06,,서울특별시 강남구 청담동 **-*,CDFF5211032010000017,3220000,,서울특별시 강남구 도산대로 *** (청담동),,03,폐업,,,,30146606,,
,실버스푼,2015-09-14,202057.834995132,446536.454401739,,영화배급업,2026-05-01 22:37:13,I,03,폐업,,,2009-04-28,,2015-09-14 16:28:00,,2009-04-28,,서울특별시 강남구 신사동 ***-** *층,CDFF5211032010000026,3220000,,"서울특별시 강남구 도산대로**길 ** (신사동,*층)",,03,폐업,,,,02-3789-8829,,
,(주)조이앤컨텐츠그룹,2016-07-29,201959.142693841,446847.564070897,,영화배급업,2026-05-01 22:37:13,I,03,폐업,,,2010-07-27,,2016-08-01 13:29:37,,2010-07-27,,서울특별시 강남구 신사동 ***-*,CDFF5211032010000028,3220000,,"서울특별시 강남구 압구정로**길 *, 신사동 *층 (신사동)",06029,03,폐업,,,,,,
,(주)테라맥스엔터테인먼트,2011-08-22,203518.763332969,446051.579831786,,영화배급업,2026-05-01 22:37:14,I,03,폐업,,,2010-08-03,,2011-08-22 10:37:12,,2010-08-03,,서울특별시 강남구 논현동 ***-* 에스케이허브블루 ***호,CDFF5211032010000029,3220000,,"서울특별시 강남구 학동로 ***,  ***호 (논현동,에스케이허브블루)",,03,폐업,,,,34453812,,
,(주)지팍스,2016-03-18,203777.027006863,445298.590349338,,영화배급업,2026-05-01 22:37:14,I,03,폐업,,,2011-01-04,,2016-03-18 15:28:10,,2011-01-04,,"서울특별시 강남구 역삼동 ***-** *층,****호(역삼동,포스타워)",CDFF5211032011000001,3220000,,서울특별시 강남구 선릉로 *** (역삼동),,03,폐업,,,,,,
,(주)롤링픽쳐스,2012-01-04,202403.719536892,446217.623081957,,영화배급업,2026-05-01 22:37:14,I,03,폐업,,,2011-01-14,,2012-01-04 15:12:21,,2011-01-14,,서울특별시 강남구 논현동 *-* 벽은빌딩 *층,CDFF5211032011000002,3220000,,"서울특별시 강남구 도산대로**길 **  (논현동,벽은빌딩 *층)",,03,폐업,,,,69337894,,
,(주)모가에이트리,2012-02-02,202369.761783387,446542.037468678,,영화배급업,2026-05-01 22:37:14,I,03,폐업,,,2011-02-24,,2012-02-02 14:04:37,,2011-02-24,,서울특별시 강남구 신사동 ***-** 서정빌딩 *층,CDFF5211032011000007,3220000,,"서울특별시 강남구 도산대로**길 **  (신사동,서정빌딩 *층)",,03,폐업,,,,34438173,,
,(주)엘앤에스미디어네트웍스,2012-12-28,201881.508088433,446671.05503131,,영화배급업,2026-05-01 22:37:14,I,03,폐업,,,2011-03-02,,2012-12-28 13:49:02,,2011-03-02,,서울특별시 강남구 신사동 ***-* *층,CDFF5211032011000008,3220000,,"서울특별시 강남구 압구정로**길 **  (신사동,*층)",,03,폐업,,,,02-533-3075,,
,(주)룬엔터테인먼트,2018-12-21,203694.670485106,445379.405018293,,영화배급업,2026-05-01 22:37:15,I,03,폐업,,,2011-01-04,,2018-12-21 16:05:21,,2011-01-04,,서울특별시 강남구 논현동 ***-* 나이스빌*층,CDFF5211032011000020,3220000,,서울특별시 강남구 선릉로***길 ** (논현동),,03,폐업,,,,,,
,(주)에스에이치필름,2012-05-02,203842.339918851,444416.798166886,,영화배급업,2026-05-01 22:37:15,I,03,폐업,,,2011-06-29,,2012-05-02 16:09:19,,2011-06-29,,서울특별시 강남구 역삼동 ***-** 한화진넥스빌***호,CDFF5211032011000025,3220000,,"서울특별시 강남구 언주로**길 **  (역삼동,한화진넥스빌***호)",,03,폐업,,,,,,
,(주)테라맥스엔터테인먼트,2014-10-22,203195.636127646,446005.807817654,,영화배급업,2026-05-01 22:37:15,I,03,폐업,,,2011-08-23,,2014-10-22 20:05:06,,2011-08-23,,서울특별시 강남구 논현동 ***-* 미성빌딩***호,CDFF5211032011000036,3220000,,서울특별시 강남구 학동로 *** (논현동),,03,폐업,,,,02-545-6378,,
,(주)무비포지,2017-12-26,203827.124177082,444439.070588534,,영화배급업,2026-05-01 22:37:15,I,03,폐업,,,2012-01-20,,2017-12-28 14:03:36,,2012-01-20,,서울특별시 강남구 역삼동 ***-** ***호,CDFF5211032012000003,3220000,,"서울특별시 강남구 언주로 ***-**, ***호 (역삼동)",,03,폐업,,,,,,
,(주)영화사바다,2012-11-20,203431.348958145,445923.508256073,,영화배급업,2026-05-01 22:37:15,I,03,폐업,,,2012-03-07,,2012-11-20 17:04:28,,2012-03-07,,서울특별시 강남구 논현동 ***-** ***호,CDFF5211032012000006,3220000,,서울특별시 강남구 학동로**길 ** (논현동),,03,폐업,,,,,,
,(주)영화사폴,2015-03-25,204662.747132837,444764.093388357,,영화배급업,2026-05-01 22:37:15,I,03,폐업,,,2012-03-22,,2015-03-25 14:55:22,,2012-03-22,,서울특별시 강남구 대치동 ***-** 대우아이빌명문가***호,CDFF5211032012000009,3220000,,서울특별시 강남구 선릉로**길 ** (대치동),,03,폐업,,,,,,
,(주)비엠이지,2014-12-15,203121.029199979,444413.27468267,,영화배급업,2026-05-01 22:37:16,I,03,폐업,,,2012-07-30,,2014-12-15 14:39:12,,2012-07-30,,서울특별시 강남구 역삼동 ***-**,CDFF5211032012000023,3220000,,"서울특별시 강남구 논현로 ***, ***호 (역삼동)",,03,폐업,,,,,,
,(주)피플레이,2022-04-18,202580.783115163,446125.405636027,,영화배급업,2026-05-01 22:37:16,I,03,폐업,,,2012-10-17,,2022-04-19 09:43:44,,2012-10-17,,서울특별시 강남구 논현동 **-** ***호,CDFF5211032012000032,3220000,,서울특별시 강남구 논현로***길 * (논현동),,03,폐업,,,,070-8225-9369,,
,(주)디아이이엔티,2016-12-31,202940.913419566,446374.987406876,,영화배급업,2026-05-01 22:37:16,I,03,폐업,,,2012-11-22,,2017-01-04 18:26:35,,2012-11-22,,서울특별시 강남구 논현동 **-* 트리스빌딩 **층,CDFF5211032012000035,3220000,,서울특별시 강남구 언주로 *** (논현동),,03,폐업,,,,070-7162-7015,,
,더컨텐츠콤(주),2016-12-31,203272.51,443811.54,,영화배급업,2026-05-01 22:37:17,I,03,폐업,,,2013-04-26,,2017-02-15 17:15:05,,2013-04-26,,서울특별시 강남구 역삼동 ***-** 영창빌딩 *층,CDFF5211032013000011,3220000,,서울특별시 강남구 논현로**길 ** (역삼동),,03,폐업,,,,02-6271-7080,,
,(주)유니세스미디어,2015-07-30,201918.704826472,446631.350199688,,영화배급업,2026-05-01 22:37:17,I,03,폐업,,,2013-05-02,,2015-07-30 13:46:12,,2013-05-02,,서울특별시 강남구 신사동 ***-** 신사빌딩 *층,CDFF5211032013000013,3220000,,서울특별시 강남구 압구정로**길 ** (신사동),,03,폐업,,,,02-3447-0690,,
,(주)네모엠앤애드,2016-01-27,205449.166450464,444641.729737111,,영화배급업,2026-05-01 22:37:17,I,03,폐업,,,2013-05-09,,2016-01-27 15:51:36,,2013-05-09,,서울특별시 강남구 대치동 ***-* 신사제*빌딩*층,CDFF5211032013000015,3220000,,서울특별시 강남구 역삼로 *** (대치동),,03,폐업,,,,02-2175-7200,,
,(주)이스트웨스트엔터테인먼트앤미디어,2013-06-25,203143.583584843,446642.96217824,,영화배급업,2026-05-01 22:37:17,I,03,폐업,,,2013-05-14,,2013-06-25 17:36:10,,2013-05-14,,서울특별시 강남구 논현동 ** 에스비타워 ***호,CDFF5211032013000017,3220000,,서울특별시 강남구 도산대로 *** (논현동),,03,폐업,,,,,,
,(주)콘텐츠케이,2019-08-27,202089.406753056,445779.483270835,,영화배급업,2026-05-01 22:37:17,I,03,폐업,,,2013-06-28,,2019-08-27 21:02:14,,2013-06-28,,서울특별시 강남구 논현동 **-**,CDFF5211032013000024,3220000,,서울특별시 강남구 학동로**길 ** (논현동),06042,03,폐업,,,,02-2038-8300,,
,(주)씨네샵,2020-02-05,202223.625363591,446378.338089845,,영화배급업,2026-05-01 22:37:17,I,03,폐업,,,2013-06-28,,2020-02-05 20:58:44,,2013-06-28,,서울특별시 강남구 신사동 ***-** 인근빌딩 ***호,CDFF5211032013000025,3220000,,서울특별시 강남구 도산대로**길 * (신사동),,03,폐업,,,,070-4204-4201,,
,에스엔아이네트웍스,2014-12-31,204659.507813949,444648.368809362,,영화배급업,2026-05-01 22:37:17,I,03,폐업,,,2013-07-22,,2014-12-31 13:30:51,,2013-07-22,,서울특별시 강남구 대치동 ***-** *층,CDFF5211032013000026,3220000,,서울특별시 강남구 선릉로**길 ** (대치동),,03,폐업,,,,02-3453-6201,,
,주식회사 콘텐츠그로브,2015-12-14,202699.402764531,446345.541987629,,영화배급업,2026-05-01 22:37:18,I,03,폐업,,,2010-01-12,,2015-12-14 17:09:53,,2010-01-12,,서울특별시 강남구 논현동 **-* 설봉빌딩 ***호,CDFF5211032013000033,3220000,,"서울특별시 강남구 언주로***길 **, ***호 (논현동, 설봉빌딩)",,03,폐업,,,,,,
,(주)메가피닉스,2017-12-27,203560.410926146,444802.301566298,,영화배급업,2026-05-01 22:37:18,I,03,폐업,,,2013-09-24,,2017-12-28 13:53:09,,2013-09-24,,서울특별시 강남구 역삼동 ***-**,CDFF5211032013000034,3220000,,"서울특별시 강남구 언주로 ***, *층 *호 (역삼동, 강남텔레피아빌딩)",06138,03,폐업,,,,,,
,(주)오렌지포스트,2014-02-24,204241.361903542,444871.655733795,,영화배급업,2026-05-01 22:37:18,I,03,폐업,,,2013-10-23,,2014-02-24 11:28:58,,2013-10-23,,서울특별시 강남구 삼성동 ***-**,CDFF5211032013000039,3220000,,"서울특별시 강남구 선릉로**길 *, *층 (삼성동, 청명빌딩)",,03,폐업,,,,,,
,(주)휘엔터테인먼트,2015-03-31,202057.834995132,446536.454401739,,영화배급업,2026-05-01 22:37:18,I,03,폐업,,,2013-10-25,,2016-04-21 16:16:46,,2013-10-25,,서울특별시 강남구 신사동 ***-** *층,CDFF5211032013000040,3220000,,서울특별시 강남구 도산대로**길 ** (신사동),,03,폐업,,,,,,
,(주)올라잇 픽쳐스,2021-12-31,201609.62721933,446508.952046359,,영화배급업,2026-05-01 22:37:18,I,03,폐업,,,2013-06-17,,2022-04-19 09:49:12,,2013-06-17,,서울특별시 강남구 신사동 ***-* 뉴리버사이트오피스텔 ***호,CDFF5211032013000041,3220000,,"서울특별시 강남구 도산대로*길 **, ***호 (신사동)",,03,폐업,,,,,,
