사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,판매방식명,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
지엠티(GMT)헬스케어,건강/식품,2026-04-30,195198.003381666,453983.433737397,2026-05-01 03:03:03,U,05,타시군구이관,2026-04-30 13:56:23,,2022-10-11,,서울특별시 서대문구 홍제동 ***-*,2022312019230201791,인터넷,3120000,"서울특별시 서대문구 통일로**가길 **, *층 ***호 (홍제동)",03630,,05,제외/삭제/전출,,,
주식회사 펀골프,종합몰 기타,,213276.280175015,433720.086610377,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 15:16:06,,2017-04-27,,경기도 성남시 분당구 야탑동 *** 분당테크노파크,2023378021930203153,인터넷,3780000,"경기도 성남시 분당구 판교로 ***, 분당테크노파크 A동 *층 ***호 (야탑동)",13511,,01,영업/정상,,,031-702-6668
베스트바이(B.B),종합몰 의류/패션/잡화/뷰티,2026-04-30,202401.066045195,451809.190992068,2026-05-01 03:03:03,U,05,타시군구이관,2026-04-30 10:26:58,,2025-04-23,,서울특별시 성동구 하왕십리동 **** 텐즈힐,2025303010330200669,인터넷,3030000,"서울특별시 성동구 무학로 **, ***동 ***호 (하왕십리동, 텐즈힐)",04702,,05,제외/삭제/전출,,,
주식회사 지바힐즈,의류/패션/잡화/뷰티 건강/식품,,203170.885811127,445262.502359988,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 16:19:46,,2016-06-13,,서울특별시 강남구 논현동 ***-*,2016322016230202157,"TV홈쇼핑, 인터넷, 카다로그",3220000,"서울특별시 강남구 언주로***길 *, *층 (논현동)",06108,,01,영업/정상,,,02-6338-1189
요모조모,의류/패션/잡화/뷰티,2026-04-30,210569.471859529,458957.440634015,2026-05-01 03:03:03,U,03,폐업처리,2026-04-30 15:44:11,,2023-04-25,,경기도 구리시 갈매동 *** 갈매*단지,2023398012930200500,인터넷,3980000,"경기도 구리시 갈매순환로 ***, ***동 ***호 (갈매동, 갈매*단지)",11901,,03,폐업,,,
빅오샵,의류/패션/잡화/뷰티,2026-04-30,203175.137236886,413069.483933165,2026-05-01 03:03:03,U,05,타시군구이관,2026-04-30 14:45:46,,2020-01-29,,경기도 화성시 병점구 진안동 ***번지 *호,2020553039830200027,인터넷,5530000,"경기도 화성시 병점구 병점중앙로***번길 **-**, ***호 (진안동)",18389,,05,제외/삭제/전출,,,
인터스토어,종합몰,2026-04-30,187801.875,446995.2,2026-05-01 03:03:03,U,05,타시군구이관,2026-04-30 17:02:41,,2016-09-27,,서울특별시 양천구 신정동 ***-** 제일에비앙아파트,2024314016730201119,인터넷,3140000,"서울특별시 양천구 목동로**길 *, ***호 (신정동, 제일에비앙아파트)",08022,,05,제외/삭제/전출,,,0506-922-6196
헬스프롬,건강/식품,,211137.698966032,443424.464313247,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 13:09:58,,2025-06-11,,서울특별시 송파구 가락동 ***-** 다온파크,2025323029130201894,인터넷,3230000,"서울특별시 송파구 동남로*길 *, ***호 (가락동, 다온파크)",05827,,01,영업/정상,,,
(moon)&도자기,기타,,180269.853731252,445193.897613268,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 16:07:43,,2020-10-27,,경기도 부천시 원미구 도당동 ***-** 연합조명상가,2020386055530204068,인터넷,3860000,"경기도 부천시 원미구 정주로 **, *층 (도당동)",14532,,01,영업/정상,,,
3355스튜디오 마곡,의류/패션/잡화/뷰티,2026-04-30,185063.306904038,450732.147865116,2026-05-01 03:03:03,U,03,폐업처리,2026-04-30 15:06:29,,2025-10-14,,서울특별시 강서구 마곡동 ***-* 우성에스비타워Ⅱ,2025315020030202667,인터넷,3150000,"서울특별시 강서구 공항대로 ***, 우성에스비타워Ⅱ ***호 (마곡동)",07806,,03,폐업,,,
영진유통,종합몰,2026-04-30,206179.384647281,453411.742856906,2026-05-01 03:03:03,U,05,타시군구이관,2026-04-30 13:15:42,,2023-04-10,,서울특별시 동대문구 휘경동 ** 주공아파트,2023305021030200715,인터넷,3050000,"서울특별시 동대문구 한천로 ***, ***동 ****호 (휘경동, 주공아파트)",02512,,05,제외/삭제/전출,,,
리베르소,종합몰,,179524.236259916,455842.921728569,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 18:01:24,,2021-04-21,,경기도 김포시 고촌읍 신곡리 ***-**,2024409046530208626,인터넷,4090000,"경기도 김포시 고촌읍 고송로 **, *층 ***호",10126,,01,영업/정상,,,
좋은친구들,기타 성인/성인용품,2025-03-03,367107.591591166,473870.333309244,2026-05-01 03:03:03,U,03,폐업처리,2026-04-30 09:30:55,,2012-08-01,,,2012420011530200088,인터넷,4201000,강원특별자치도 강릉시 곶감전길 ** (성남동),,,03,폐업,,,
주식회사 다이에나롤랑,의류/패션/잡화/뷰티,,170679.396234433,443665.467974909,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 17:09:27,,2018-05-28,,인천광역시 서구 가좌동 ***-**,2018356013730200653,인터넷,3560000,"인천광역시 서구 건지로***번길 **, ***호 (가좌동)",22835,,01,영업/정상,,,
유럽셀러춘봉,종합몰,2026-04-30,185499.635,423575.89,2026-05-01 03:03:03,U,05,타시군구이관,2026-04-30 14:27:36,,2023-08-24,,경기도 안산시 단원구 고잔동 ***-*,2023393048230203803,인터넷,3930000,"경기도 안산시 단원구 이삭로 *, *층 ****호 (고잔동)",15466,,05,제외/삭제/전출,,,
주식회사 스튜디오발키리,기타,2026-04-30,203492.955276405,444368.145533817,2026-05-01 03:03:03,U,03,폐업처리,2026-04-30 17:26:52,,2018-04-19,,서울특별시 강남구 역삼동 ***-* AP Tower(에이피타워),2021322024930204661,기타,3220000,"서울특별시 강남구 테헤란로 ***, AP Tower(에이피타워) *층 (역삼동)",06221,,03,폐업,,,02-1661-4184
와데버 주식회사,기타,2026-04-30,204425.280131006,445448.662949527,2026-05-01 03:03:03,U,05,타시군구이관,2026-04-30 09:42:43,,2016-10-21,,서울특별시 강남구 삼성동 ***-**,2016322016230203694,인터넷,3220000,"서울특별시 강남구 봉은사로**길 **-*, *층 ***호 (삼성동)",06154,,05,제외/삭제/전출,,,02-539-7009
전지컴퍼니,종합몰 교육/도서/완구/오락 가구/수납용품 의류/패션/잡화/뷰티 자동차/자동차용품,2026-04-30,213843.473205899,438656.390731505,2026-05-01 03:03:03,U,05,타시군구이관,2026-04-30 16:00:06,,2024-09-02,,경기도 성남시 수정구 단대동 *** 푸르지오,2024378021930203360,인터넷,3780000,"경기도 성남시 수정구 산성대로***번길 *, ***동 ***호 (단대동, 푸르지오)",13144,,05,제외/삭제/전출,,,
펌킨,기타,,181675.071999773,444711.579147997,2026-05-01 03:03:03,U,02,휴업처리,2026-04-30 10:21:02,,2020-11-19,,경기도 부천시 원미구 춘의동 ***-* 센트럴뷰,2022386055530201913,인터넷,3860000,"경기도 부천시 원미구 길주로 ***, 센트럴뷰 ***호 (춘의동)",14556,,02,휴업,2026-04-30,2028-04-30,
주식회사 이아피,가전 가구/수납용품 의류/패션/잡화/뷰티 건강/식품,2026-05-01,219638.424704774,419959.519559845,2026-05-01 03:03:03,U,03,폐업처리,2026-04-30 13:39:08,,2019-06-04,,경기도 용인시 처인구 포곡읍 전대리 ***번지 *호 YESCOM,2019562002730200392,"TV홈쇼핑, 인터넷, 카다로그, 신문잡지",4050000,"경기도 용인시 처인구 포곡읍 전대로 **-*, *층 일부호(YESCOM)",17023,,03,폐업,,,031-338-5756
이제이몰,종합몰 교육/도서/완구/오락 가전 컴퓨터/사무용품 가구/수납용품 건강/식품 의류/패션/잡화/뷰티 자동차/자동차용품,2026-04-30,179021.920706342,442156.302201572,2026-05-01 03:03:03,U,03,폐업처리,2026-04-30 09:39:19,,2023-03-08,,경기도 부천시 소사구 송내동 *** 래미안부천어반비스타 ***동 ***호,2023386055530201231,인터넷,3860000,"경기도 부천시 소사구 중동로 **, ***동 ***호 (송내동, 래미안부천어반비스타)",14732,,03,폐업,,,
"굿볼아카데미 주식회사(Good Ball Academy Co.,Ltd.)",건강/식품,,201733.983979845,442628.171335092,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 16:36:22,,2017-07-26,,서울특별시 서초구 서초동 ****-** 천심빌딩,2018321015330201688,인터넷,3210000,"서울특별시 서초구 효령로 ***-*, 천심빌딩 *층 (서초동)",06721,,01,영업/정상,,,02-858-0066
주식회사 티앤씨 (T&C),종합몰,,180165.351524546,447324.945656596,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 15:02:54,,2025-06-20,,경기도 부천시 오정구 오정동 ***-* 신한테크노밸리 제*층 제***호 일부,2025389100630200237,"인터넷, 기타",3860000,"경기도 부천시 오정구 신흥로***번길 **-**, 신한테크노밸리 제*층 제***호 (오정동)",14446,,01,영업/정상,,,032-675-2461
주식회사 케이지파이낸셜,기타 종합몰 자동차/자동차용품,,197214.205778633,451259.671938774,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 13:39:44,,2004-01-02,,서울특별시 중구 순화동 *번지 ***호 케이지타워,2019301016530200773,인터넷,3010000,"서울특별시 중구 통일로 **, 케이지타워 **층 (순화동)",04517,,01,영업/정상,,,02-1800-0678
하란,의류/패션/잡화/뷰티,2026-05-01,212455.677367786,447442.158527828,2026-05-01 03:03:03,U,03,폐업처리,2026-04-30 13:14:14,,2016-03-23,,서울특별시 강동구 둔촌동 *** 둔촌신동아아파트,2016324018930200229,인터넷,3240000,"서울특별시 강동구 양재대로**길 **, *층 ***호 (둔촌동, 둔촌신동아아파트)",05371,,03,폐업,,,02-6083-8878
코드 CORD,의류/패션/잡화/뷰티,,201833.693283735,451444.461211304,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 13:37:25,,2024-02-23,,서울특별시 중구 신당동 ***-* 신영빌딩,2024301020530200393,인터넷,3010000,"서울특별시 중구 퇴계로 ***, *층 *호 *번(신영빌딩) (신당동)",04578,,01,영업/정상,,,
히마와리 투어,레져/여행/공연,,206610.107204606,449361.893107443,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 15:54:36,,2024-10-14,,서울특별시 광진구 화양동 ***-* 건회빌딩,2024304019030201700,인터넷,3040000,"서울특별시 광진구 광나루로 ***, 건회빌딩 지층 (화양동)",05021,,01,영업/정상,,,
마누카랩,교육/도서/완구/오락 의류/패션/잡화/뷰티,2026-04-30,211474.778324746,387319.891781564,2026-05-01 03:03:03,U,05,타시군구이관,2026-04-30 17:06:06,,2022-08-05,,경기도 평택시 소사동 *** 평택 효성해링턴 플레이스 *단지,2025391041830200504,인터넷,3910000,"경기도 평택시 소사*로 **, ***동 ****호 (소사동, 평택 효성해링턴 플레이스 *단지)",18034,,05,제외/삭제/전출,,,
주식회사 더스크랙,종합몰,,186145.920272981,451614.48261277,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 13:56:44,,2022-03-29,,서울특별시 강서구 등촌동 *** 델타빌딩,2022315020030201055,인터넷,3150000,"서울특별시 강서구 양천로 ***, 델타빌딩 *층 (등촌동)",07573,,01,영업/정상,,,02-1644-8178
빅세일클럽,종합몰,2026-05-01,206890.410314674,453341.697286218,2026-05-01 03:03:03,U,03,폐업처리,2026-04-30 14:36:07,,2021-03-30,,서울특별시 중랑구 면목동 **** 라온프라이빗 ***동 ****호,2021306017630200649,인터넷,3060000,"서울특별시 중랑구 동일로**길 **, ***동 ****호 (면목동, 라온프라이빗)",02234,,03,폐업,,,
케이엠제약(주),종합몰 의류/패션/잡화/뷰티 교육/도서/완구/오락 건강/식품 기타,,186623.877893831,387241.681912646,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 15:23:49,,2018-06-12,,경기도 평택시 포승읍 도곡리 ****번지,2018391025130200086,"TV홈쇼핑, 인터넷, 카다로그, 기타",3910000,경기도 평택시 포승읍 평택항로***번길 ***,17953,,01,영업/정상,,,070-8680-0996
세상의모든것9,종합몰,2026-04-30,186980.260245168,420310.238167003,2026-05-01 03:03:03,U,05,타시군구이관,2026-04-30 13:32:32,,2024-10-18,,경기도 안산시 상록구 사동 ****-*,2025393048230201503,인터넷,3930000,"경기도 안산시 상록구 초당로 **, *층 A**호 (사동)",15630,,05,제외/삭제/전출,,,
성우메디칼,종합몰,,213364.733770795,443914.785149266,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 16:06:22,,2025-07-09,,서울특별시 송파구 마천동 *** 한보아파트,2025323029130202175,인터넷,3230000,"서울특별시 송파구 마천로**길 **, ***호, ***호 (마천동, 한보아파트)",05751,,01,영업/정상,,,
주)농어촌세상,건강/식품,,220723.919457027,429510.687361339,2026-05-01 22:00:40,I,01,정상영업,2010-11-22 15:33:30,,2010-11-22,464-909,경기도 광주시 오포읍 추자리 ***번지 *호,2010526005330200009,,5260000,경기도 광주시 오포읍 포은대로 ***-**,,,01,영업/정상,,,031-765-7637
심플리앤코,종합몰,2026-05-01,174014.837508448,439163.467530452,2026-05-01 03:03:03,U,03,폐업처리,2026-04-30 14:21:01,,2025-05-14,,인천광역시 남동구 구월동 **** 신영구월지웰시티푸르지오,2025353017930201028,인터넷,3530000,"인천광역시 남동구 남동대로***번길 *, 신영구월지웰시티푸르지오 ***동 ****호 (구월동)",21555,,03,폐업,,,
레인보우플라자,종합몰,2026-05-01,243274.929406819,443226.923588779,2026-05-01 03:03:03,U,03,폐업처리,2026-04-30 17:11:07,,2025-11-25,,경기도 양평군 양평읍 양근리 ***-*,2025417023230204088,인터넷,4170000,"경기도 양평군 양평읍 양평시장길**번길 *, *층 ***호 G***",12556,,03,폐업,,,
판타포레,기타,,175290.560384174,465441.156548809,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 09:35:52,,2020-07-13,,경기도 고양시 일산서구 가좌동 **** 가좌마을*단지아파트,2024395005230201594,인터넷,3940000,"경기도 고양시 일산서구 가좌*로 **, ***동 ****호 (가좌동, 가좌마을*단지아파트)",10211,,01,영업/정상,,,
에니어그램심리연구소,교육/도서/완구/오락,,184729.670153955,450716.326229816,2026-05-01 03:03:03,U,01,정상영업,2026-04-30 14:34:14,,2013-06-18,,서울특별시 강서구 마곡동 ***-*,2013315014530200554,인터넷,3150000,"서울특별시 강서구 마곡중앙*로 **, A동 *층 ***호 (마곡동)",07631,,01,영업/정상,,,02-2601-9877
럭셔리하이진,기타,2020-05-04,185228.545696554,436503.706244548,2026-05-01 03:03:03,U,03,폐업처리,2026-04-30 16:11:50,,2019-04-25,,경기도 시흥시 과림동 ***번지 *호,2019401031730200543,인터넷,4010000,경기도 시흥시 금오로***번길 **-* (과림동),14932,,03,폐업,,,
프랜즈 인터내셔날,종합몰,2026-04-30,203539.676607641,443898.899570257,2026-05-01 03:03:03,U,05,타시군구이관,2026-04-30 10:51:49,,2025-12-05,,서울특별시 강남구 역삼동 ***-** BPT빌딩,2025322024930206659,인터넷,3220000,"서울특별시 강남구 논현로**길 **, ***호 BPT빌딩 (역삼동)",06224,,05,제외/삭제/전출,,,
