사업장명,업태보관및창고업,업태제조업,업태판매업,업태운송및택배업,폐업일자,법인여부명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,직원수,시설/장비현황,냉동냉장창고면적,냉동냉장창고동수,일반창고면적,일반창고동수,보관장소면적,보관요율,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
롯데로지스틱스(주),1,,,,,법인,205787.798224382,401787.338893574,2026-05-01 22:00:39,I,03,폐업,1,"자동화창고(하이렉), 소터, 봉파렛트 등",2288,1,7950,1,0,7713,2017-12-12 19:26:32,2013-06-14,451-861,경기도 평택시 진위면 가곡리 538번지 3호,2013391022832500003,3910000,경기도 평택시 진위면 경기대로 1952,,,03,폐업,,,031-611-9630
주식회사 로지스퀘어,,,,,2026-01-31,법인,191422.4142417,393845.170085662,2026-05-01 22:00:46,I,03,폐업,,,21788.40,1,0,0,0,,2026-01-22 17:53:00,2025-01-03,,경기도 평택시 청북읍 삼계리 487-3 에스제이물류센터,2025391042332500001,3910000,"경기도 평택시 청북읍 청북양감로 136, 에스제이물류센터",17800,,03,폐업,,,02-2666-0084
(주)대일트레이딩,1,,,,,법인,190396.975388321,388598.883839141,2026-05-01 22:00:39,I,03,폐업,7,"지게차1대,페이로더1대",0,0,560,2,0,5000,2018-02-22 14:31:04,2014-06-09,,경기도 평택시 포승읍 석정리 349번지 4호,2014391027332500002,3910000,경기도 평택시 포승읍 원석정용소길 121,17814,,03,폐업,,,031-647-0008
롯데로지스틱스(주),1,,,,,법인,205787.798224382,401787.338893574,2026-05-01 22:00:40,I,03,폐업,1,"자동화창고,소터,파레트렛",2288,1,7950,1,0,,2019-04-26 09:38:52,2017-07-06,,,2017391029932500005,3910000,경기도 평택시 진위면 경기대로 1952 (롯데제과(주)평택공장),17713,,03,폐업,,,031-611-9630
주식회사명세,,,,,,법인,207952.680833479,398453.973690799,2026-05-01 22:00:40,I,03,폐업,,,3406.96,1,4108.99,1,0,,2025-12-30 16:16:22,2017-12-05,,경기도 평택시 진위면 마산리 455번지 4호,2017391031632500005,3910000,경기도 평택시 진위면 삼남로 745-24,17718,,03,폐업,,,031-615-1511
원진물류 주식회사,1,,,,,법인,209494.372908909,386193.795130637,2026-05-01 22:00:43,I,03,폐업,8,-,32514.90,1,0,0,0,,2022-08-18 09:29:49,2022-08-17,,경기도 평택시 합정동 173-11 한라홀딩스 평택냉장,2022391041232500006,3910000,"경기도 평택시 유천로 49, 한라홀딩스 평택냉장 (합정동)",17878,,03,폐업,,,031-654-5848
우정물류창고 주식회사,1,,,,,법인,187277.744442064,385176.86546788,2026-05-01 22:00:43,I,03,폐업,9,지게차 5대,0,0,0,0,9714.82,,2022-11-21 17:01:17,2022-11-21,,경기도 평택시 포승읍 만호리 685-1,2022391041232500011,3910000,경기도 평택시 포승읍 포승산단로40번길 10,17961,,03,폐업,,,031-681-8660
씨제이대한통운 주식회사,,,,,,법인,209494.372908909,386193.795130637,2026-05-01 22:00:44,I,03,폐업,,,2554.2,1,0,0,0,,2024-08-01 13:09:50,2023-02-24,,경기도 평택시 합정동 173-11 한라홀딩스 평택냉장,2023391042332500002,3910000,"경기도 평택시 유천로 49, 한라홀딩스 평택냉장 (합정동)",17878,,03,폐업,,,031-654-5848
주식회사 이브이로지스,,,,,,법인,209494.372908909,386193.795130637,2026-05-01 22:00:45,I,03,폐업,,,32514.90,1,0,0,0,,2024-06-05 10:38:49,2024-04-19,,경기도 평택시 합정동 173-11 한라홀딩스 평택냉장,2024391042332500001,3910000,"경기도 평택시 유천로 49, 한라홀딩스 평택냉장 (합정동)",17878,,03,폐업,,,031-654-5848
(주)신한로지스,1,,,,,법인,207137.990105914,400716.734558912,2026-05-01 22:00:33,I,01,영업중,1,지게차,0,0,3338.34,1,0,20000,2025-06-27 13:22:17,2013-02-28,451-863,경기도 평택시  견산리 20번지 5호,2012391022832500001,3910000,경기도 평택시 진위면 동부대로 50,,,01,영업/정상,,,031-662-8372
(주)대림물류,1,,,,,법인,183402.005051996,389684.026373509,2026-05-01 22:00:34,I,01,영업중,24,지게차,0,0,3550,3,0,,2022-04-11 10:41:55,2013-02-28,451-822,경기도 평택시 포승읍 원정리 1018번지 3호,2012391022832500007,3910000,경기도 평택시 포승읍 남양만로 48,,,01,영업/정상,,,031-682-4311
(주)가이아물류,,,,,,법인,188354.392560361,391501.34087402,2026-05-01 22:00:34,I,01,영업중,10,,0,0,11600,1,0,66000,2021-04-02 16:37:29,2013-02-28,451-824,경기도 평택시 포승읍 홍원리 194번지 37호,2012391022832500008,3910000,경기도 평택시 포승읍 홍원농깨길 89,,,01,영업/정상,,,031-683-3995
(주)한진,1,,,1,,법인,206506.326022083,392155.510675508,2026-05-01 22:00:35,I,01,영업중,6,"동력S/V, 경사S/V",0,0,3044,1,0,60000,2022-03-28 09:50:54,2013-02-28,459-040,경기도 평택시 모곡동 451번지 5호,2012391022832500011,3910000,경기도 평택시 산단로64번길 82 (모곡동),,,01,영업/정상,,,031-616-0913
(주)경기연합물류,1,,,,,법인,,,2026-05-01 22:00:36,I,01,영업중,5,컨테이너 도크,0,0,0,0,7938,9000,2021-11-30 13:53:44,2013-02-28,451-821,경기도 평택시 포승읍 만호리 283번지,2012391022832500012,3910000,경기도 평택시 포승읍 평택항만길 86-31,,,01,영업/정상,,,031-681-6107
(주)농협물류,1,,,,,법인,209437.568097058,393287.333752303,2026-05-01 22:00:36,I,01,영업중,11,지게차,0,0,41913,2,14573,,2026-02-09 18:01:25,2013-02-28,459-090,경기도 평택시 도일동 1175번지 2호,2012391022832500017,3910000,경기도 평택시 도일유통길 98 (도일동),,,01,영업/정상,,,02-2131-2151
주식회사 엘엑스판토스,1,,,,,법인,206196.880587826,402311.917960936,2026-05-01 22:00:37,I,01,영업중,20,"항온,항습 설비, 지게차",0,0,10410,1,0,400,2024-04-19 09:53:29,2013-02-28,,경기도 평택시 진위면 갈곶리 729-1 서브원중앙 HUB 2층,2012391022832500019,3910000,"경기도 평택시 진위면 진위2산단로 45, 서브원중앙HUB",17708,,01,영업/정상,,,031-664-2048
한국농수산식품유통공사,1,,,,,법인,209167.699746,393129.065989656,2026-05-01 22:00:37,I,01,영업중,3,"지게차,목재파렛트",9980,2,3306,1,0,,2024-09-26 09:02:03,2013-03-04,459-090,경기도 평택시 도일동 1170번지 1호,2012391022832500021,3910000,경기도 평택시 도일유통길 87 (도일동),,,01,영업/정상,,,031-667-6310
한국쓰리엠(주),1,1,1,,,법인,202576.098603527,401421.597113631,2026-05-01 22:00:37,I,01,영업중,38,지게차,0,0,16388.27,4,0,,2023-08-10 11:11:13,2013-03-04,451-852,경기도 평택시 서탄면 수월암리 472번지,2012391022832500022,3910000,경기도 평택시 서탄면 서탄로 363,,,01,영업/정상,,,031-616-5501
(주)고려포장,1,,,,,법인,207243.851547081,400761.950621973,2026-05-01 22:00:37,I,01,영업중,4,"지게차,호이스트",0,0,4950,1,0,,2021-04-02 16:34:29,2013-03-04,451-861,경기도 평택시 진위면 가곡리 126번지 1호,2012391022832500027,3910000,경기도 평택시 진위면 동부대로 56,,,01,영업/정상,,,031-663-1503
무림통운(주),1,,,,,법인,209137.503072299,392974.666403194,2026-05-01 22:00:37,I,01,영업중,9,"중량보관고,버티칼포장기",0,0,5990.5,4,0,,2021-04-02 16:34:14,2013-03-04,459-090,경기도 평택시 도일동 1170번지 2호,2012391022832500029,3910000,경기도 평택시 도일유통길 69 (도일동),,,01,영업/정상,,,031-665-7890
