자동환기여부,건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,편의시설여부,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상구여부,비상계단여부,기타내역2,기존게임업외업종명,제작취급품목내용,시설면적,소방시설여부,지상층수,청소년실수,청소년실여부,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,조명시설유무,조명시설조도,관리번호,개방자치단체코드,통로너비,제공게임물명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,방음시설여부,음향시설여부,특수조명여부,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총게임기수,총층수,지하층수,비디오재생기명
,,블루넷,2000-10-02,199658.544216624,450987.284001647,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:18:48,I,03,폐업,,,,,,0,,0,,,,2003-02-11 18:21:03,,2000-01-15,100-272,서울특별시 중구 필동2가 61-2,,,CDFF2241022000000009,3010000,,,,서울특별시 중구 퇴계로44길 20  (필동2가),,03,폐업,,,,,,,,,0,0,
,,싸이버PC인터넷세상,2001-03-27,201693.294849784,451441.900267136,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:01,I,03,폐업,,,,,,0,,0,,,,2003-02-11 18:21:03,,2000-01-25,100-819,서울특별시 중구 신당동 140-34 삼원복합상가202호,,,CDFF2241022000000012,3010000,,,,"서울특별시 중구 다산로44길 53  (신당동,삼원복합상가202호)",,03,폐업,,,,,,,,,0,0,
,,인터넷나라,2001-01-26,201687.895590812,451317.170046999,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:21,I,03,폐업,,,,,,0,,0,,,,2003-02-11 18:21:03,,2000-01-25,100-819,서울특별시 중구 신당동 144-12,,,CDFF2241022000000013,3010000,,,,서울특별시 중구 다산로42길 67  (신당동),,03,폐업,,,,,,,,,0,0,
,,훼미리PC방,2004-04-13,201784.82330928,451551.264749976,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:33,I,03,폐업,,,,,,,,,,,,2004-04-29 09:49:12,,2000-01-25,100-869,서울특별시 중구 황학동 625-0,,,CDFF2241022000000014,3010000,,,,서울특별시 중구 퇴계로87길 15-2  (황학동),,03,폐업,,,,,,,,,,,
,,짱이야,2001-11-16,201594.72158283,451075.992623353,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:43,I,03,폐업,,,,,,0,,0,,,,2003-02-11 18:21:03,,2000-02-11,100-450,서울특별시 중구 신당동 52-338,,,CDFF2241022000000019,3010000,,,,서울특별시 중구 다산로38길 66-8  (신당동),,03,폐업,,,,,,,,,0,0,
,,명동PC,2002-05-29,198629.867156407,451052.713011565,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:46,I,03,폐업,,,,,,0,,0,,,,2003-02-11 18:21:03,,2000-04-24,100-861,서울특별시 중구 충무로2가 66-10 3층,,,CDFF2241022000000033,3010000,,,,"서울특별시 중구 명동8가길 5  (충무로2가,3층)",,03,폐업,,,,,,,,,0,0,
,,스피드웨이브PC방,2001-11-20,197953.063112643,450943.141144665,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:47,I,03,폐업,,,,,,0,,0,,,,2003-02-11 18:21:03,,2000-05-19,100-094,서울특별시 중구 남대문로4가 3-1,,,CDFF2241022000000040,3010000,,,,서울특별시 중구 남대문로 16-1  (남대문로4가),,03,폐업,,,,,,,,,0,0,
,,원 인터넷 PC방,2019-03-08,199645.407374975,450978.195585088,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:47,I,03,폐업,,,,,,0,,0,,,,2019-03-09 14:14:17,,2000-06-29,,서울특별시 중구 필동2가 64-2,,,CDFF2241022000000041,3010000,,,,서울특별시 중구 퇴계로44길 24 (필동2가),,03,폐업,,,,,,,22751694,,0,0,
,,싸이버존,2001-04-04,199768.512299332,451071.022960139,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:48,I,03,폐업,,,,,,0,,0,,,,2003-02-11 18:21:03,,2000-07-06,100-015,서울특별시 중구 충무로5가 76-2,,,CDFF2241022000000044,3010000,,,,서울특별시 중구 퇴계로 238  (충무로5가),,03,폐업,,,,,,,,,0,0,
,,이네트,2002-05-28,,,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:49,I,03,폐업,,,,,,0,,0,,,,2003-02-11 18:21:03,,2000-08-10,100-824,서울특별시 중구 신당동 282-28,,,CDFF2241022000000051,3010000,,,,,,03,폐업,,,,,,,,,0,0,
,,메니아피시방,2007-04-18,200653.453828451,451718.128484063,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:51,I,03,폐업,,,,,,,,,,,,2007-04-18 15:13:45,,2001-01-05,100-851,서울특별시 중구 을지로6가 18-95 3층,,,CDFF2241022001000001,3010000,,,,"서울특별시 중구 장충단로13길 7  (을지로6가,3층)",,03,폐업,,,,,,,,,,,
,,리믹스 PC방,2007-11-19,200904.814952059,450297.447516002,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:55,I,03,폐업,,,,,,,,,,,,2007-11-19 15:58:35,,2007-05-29,100-841,서울특별시 중구 신당동 369-59 지상 1층,,,CDFF2241022007000002,3010000,,,상업지역,"서울특별시 중구 다산로 126  (신당동,지상 1층)",,03,폐업,,,,,,,,,,,
,,신당 PC,2010-07-06,201460.116177085,451448.546036846,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:55,I,03,폐업,,,,,,102.64,,,,,,2010-07-06 14:49:12,,2007-06-14,,서울특별시 중구 신당동 110-4 지상 2층,,,CDFF2241022007000003,3010000,,,상업지역,"서울특별시 중구 퇴계로 410-1  (신당동,지상 2층)",,03,폐업,,,,,,,,,,,
,,비 피시방,2012-09-20,200692.152560018,450062.747596577,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:55,I,03,폐업,,,,,,,,,,,,2012-09-20 16:18:05,,2007-06-27,100-828,서울특별시 중구 신당동 353-1,,,CDFF2241022007000005,3010000,,,상업지역,서울특별시 중구 다산로 93  (신당동),,03,폐업,,,,,,,,,,,
,,짱 PC,2008-08-06,199345.537896557,451328.888559506,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:55,I,03,폐업,,,,,,40,,,,,,2008-08-06 17:01:11,,2007-07-19,100-281,서울특별시 중구 인현동1가 102-5 지상 1층,,,CDFF2241022007000006,3010000,,,상업지역,"서울특별시 중구 마른내로 50-1  (인현동1가,지상 1층)",,03,폐업,,,,,,,,,,,
,,이기GO 가자GO,2008-08-06,201691.903143786,451465.657346612,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:55,I,03,폐업,,,,,,114.6,,,,,,2008-08-06 14:02:48,,2007-08-06,100-819,서울특별시 중구 신당동 140-4 지하 1층,,,CDFF2241022007000007,3010000,,,상업지역,"서울특별시 중구 퇴계로 436  (신당동,지하 1층)",,03,폐업,,,,,,,,,,,
,,네버다이 PC,2013-02-05,201009.880148149,450540.559161681,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:56,I,03,폐업,,,,,,124.1,,,,,,2013-02-05 16:15:40,,2007-09-19,,서울특별시 중구 신당동 340-80 지하 1층,,,CDFF2241022007000009,3010000,,,상업지역,"서울특별시 중구 다산로 152  (신당동,지하 1층)",,03,폐업,,,,,,,,,,,
,,탑 PC,2007-12-31,201447.982427347,451441.619697856,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:56,I,03,폐업,,,,,,,,,,,,2007-12-31 13:38:49,,2007-09-28,100-819,서울특별시 중구 신당동 110-2 1층,,,CDFF2241022007000012,3010000,,,상업지역,"서울특별시 중구 퇴계로 410  (신당동,1층)",,03,폐업,,,,기타,,,,,,,
,,천재 PC방,2010-06-30,197554.226318773,450658.285576201,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:56,I,03,폐업,,,,,,54.55,,,,,,2010-06-30 14:23:09,,2007-09-28,,서울특별시 중구 남대문로5가 6-23 지상3층,,,CDFF2241022007000013,3010000,,,일반상업지역,"서울특별시 중구 세종대로 11  (남대문로5가,지상3층)",,03,폐업,,,,,,,,,,,
,,e-fun(이-펀) PC방 약수점,2011-11-28,201019.018198504,450559.544441353,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:56,I,03,폐업,,,,,,171.57,,,,,,2011-11-29 09:10:18,,2007-10-04,,서울특별시 중구 신당동 340-8 지상 2층,,,CDFF2241022007000014,3010000,,,상업지역,"서울특별시 중구 다산로 154  (신당동,지상 2층)",,03,폐업,,,,,,,,,,,
,,파워 PC방,2012-07-16,200368.692430431,450885.761019804,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:56,I,03,폐업,,,,,,144.87,,,,,,2012-07-18 08:47:20,,2007-10-04,,서울특별시 중구 장충동2가 187-26 2층,,,CDFF2241022007000015,3010000,,,상업지역,"서울특별시 중구 동호로24길 19-6  (장충동2가,2층)",,03,폐업,,,,,,,,,,,
,,IQ PC방,2011-08-18,201577.569243676,451133.100245886,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:56,I,03,폐업,,,,,,147.72,,,,,,2011-08-18 17:04:30,,2007-10-09,,서울특별시 중구 신당동 52-231 지하 1층,,,CDFF2241022007000016,3010000,,,,"서울특별시 중구 퇴계로86길 74  (신당동,지하 1층)",,03,폐업,,,,,,,22324775,,,,
,,로하스 PC방(중림점),2018-09-21,196632.663625144,450741.993879861,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:57,I,03,폐업,,,,,,245.06,,,,,,2018-09-21 15:08:00,,2007-10-17,,"서울특별시 중구 중림동 400-15 1,2,3층",,,CDFF2241022007000017,3010000,,,상업지역,서울특별시 중구 손기정로1길 50 (중림동),04503,03,폐업,,,,,,,,,,,
,,몽키타운 PC방,2015-03-31,196873.878042516,450756.352089323,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:57,I,03,폐업,,,,,,146,,,,,,2015-03-31 11:16:01,,2007-10-23,,서울특별시 중구 중림동 156-74 지하 1층,,,CDFF2241022007000019,3010000,,,일반상업지역,"서울특별시 중구 중림로 17 (중림동,지하 1층)",,03,폐업,,,,,,,,,,,
,,실로암 피씨방,2012-10-08,197156.145532304,450606.976833455,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:57,I,03,폐업,,,,,,28.05,,,,,,2012-10-08 16:33:32,,2007-11-05,,서울특별시 중구 중림동 128-104 3층,,,CDFF2241022007000021,3010000,,,일반상업지역,"서울특별시 중구 중림로 49  (중림동,3층)",,03,폐업,,,,,,,,,,,
,,마운틴 PC,2008-02-01,197973.111877142,450690.741841049,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:57,I,03,폐업,,,,,,69.22,,,,,,2008-02-01 17:22:48,,2007-11-07,100-804,서울특별시 중구 남창동 47-6 2층,,,CDFF2241022007000024,3010000,,,일반상업지역,"서울특별시 중구 퇴계로 49-1  (남창동,2층)",,03,폐업,,,,,,,,,,,
,,렛츠고 PC방,2010-07-01,198464.519251341,450991.104302427,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:57,I,03,폐업,,,,,,80.56,,,,,,2010-07-01 15:38:06,,2007-11-09,,서울특별시 중구 충무로1가 24-14 지상 4층,,,CDFF2241022007000025,3010000,,,중심상업지역,"서울특별시 중구 명동8나길 29  (충무로1가,지상 4층)",,03,폐업,,,,,,,,,,,
,,모비랑 PC방,2011-03-11,200390.645123623,450940.785651183,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:58,I,03,폐업,,,,,,108.61,,,,,,2011-03-11 10:26:36,,2007-11-14,,서울특별시 중구 장충동2가 25-3 지상 3층,,,CDFF2241022007000028,3010000,,,일반상업지역,"서울특별시 중구 동호로24길 33  (장충동2가,지상 3층)",,03,폐업,,,,,,,22795610,,,,
,,A.D PC방,2012-10-31,198109.617344821,451640.773996802,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:58,I,03,폐업,,,,,,121.55,,,,,,2012-11-19 15:41:42,,2007-11-16,,서울특별시 중구 무교동 21-3 지상 4층,,,CDFF2241022007000030,3010000,,,일반상업지역,"서울특별시 중구 무교로 12  (무교동,지상 4층)",,03,폐업,,,,,,,,,,,
,,고스트PC방,2014-04-23,197034.02843741,450305.644873169,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:58,I,03,폐업,,,,,,187.92,,,,,,2014-04-25 09:27:00,,2007-11-16,,서울특별시 중구 만리동1가 62-7 지하 1층,,,CDFF2241022007000031,3010000,,,일반상업지역,"서울특별시 중구 만리재로 193  (만리동1가,지하 1층)",,03,폐업,,,,,,,,,,,
,,하늘을 나는 PC방,2011-03-25,198465.269966836,451360.688811295,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:58,I,03,폐업,,,,,,115.7,,,,,,2011-03-25 14:12:02,,2007-11-16,,서울특별시 중구 을지로2가 199-46 지상 3층,,,CDFF2241022007000032,3010000,,,일반상업지역,"서울특별시 중구 명동3길 17  (을지로2가,지상 3층)",,03,폐업,,,,,,,,,,,
,,사이버랜드,2013-07-25,,,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:58,I,03,폐업,,,,,,174.6,,,,,,2013-07-25 16:41:09,,2007-11-20,100-420,서울특별시 중구 무학동 2 지상 4층,,,CDFF2241022007000033,3010000,,,일반상업지역,"서울특별시 중구 다산로 243-1  (무학동,지상 4층)",,03,폐업,,,,,,,22312982,,,,
,,씽크스타 PC틀럽,2011-06-22,199263.803751308,451326.721167275,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:58,I,03,폐업,,,,,,147,,,,,,2011-06-22 16:37:52,,2007-11-20,100-300,"서울특별시 중구 초동 70-4 2,3층",,,CDFF2241022007000034,3010000,,,,"서울특별시 중구 마른내로 42  (초동,2,3층)",,03,폐업,,,,,,,,,,,
,,리믹스 PC,2009-01-16,200904.814952059,450297.447516002,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:59,I,03,폐업,,,,,,42,,,,,,2009-01-16 16:39:39,,2007-11-23,100-841,서울특별시 중구 신당동 369-59 지상 1층,,,CDFF2241022007000035,3010000,,,,"서울특별시 중구 다산로 126  (신당동,지상 1층)",,03,폐업,,,,,,,,,,,
,,Lime PC방,2020-12-10,201608.498024513,451243.423888547,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:59,I,03,폐업,,,,,,194.28,,,,,,2020-12-10 16:15:36,,2007-12-04,,서울특별시 중구 신당동 133-34,,,CDFF2241022007000038,3010000,,,,"서울특별시 중구 다산로40길 51, 지층 (신당동)",04585,03,폐업,,,,,,,,,,,
,,겜노리,2008-07-22,199288.715587516,451316.205045317,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:20:59,I,03,폐업,,,,,,52.8,,,,,,2008-07-22 14:35:53,,2007-12-12,100-300,서울특별시 중구 초동 32-4 2층,,,CDFF2241022007000039,3010000,,,,"서울특별시 중구 충무로 33  (초동,2층)",,03,폐업,,,,,,,,,,,
,,블루젠 PC방,2009-06-29,200858.339091968,450049.376670602,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:21:00,I,03,폐업,,,,,,168.01,,,,,,2009-06-29 13:06:15,,2008-02-27,,서울특별시 중구 신당동 366-2 2층,,,CDFF2241022008000004,3010000,,,,,,03,폐업,,,,,,,,,,,
,,골드,2008-05-06,201447.982427347,451441.619697856,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:21:00,I,03,폐업,,,,,,93.45,,,,,,2008-05-06 16:16:20,,2008-04-10,100-819,서울특별시 중구 신당동 110-2 지상 1층,,,CDFF2241022008000009,3010000,,,,"서울특별시 중구 퇴계로 410  (신당동,지상 1층)",,03,폐업,,,,,,,,,,,
,,명동 PC방,2021-01-26,198525.453231686,451232.969690082,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:21:00,I,03,폐업,,,,,,223.16,,,,,,2021-01-26 16:14:04,,2008-04-24,,서울특별시 중구 명동2가 50-11 4층,,,CDFF2241022008000011,3010000,,,,"서울특별시 중구 명동8길 8-10, 4층 (명동2가)",04536,03,폐업,,,,,,,02-753-0688,,,,
,,SPACE PC,2025-04-08,200016.505491858,450828.025334356,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:21:00,I,03,폐업,,,,,,142.26,,,,,,2025-04-08 08:57:05,,2008-04-24,,서울특별시 중구 장충동2가 193-80 1층,,,CDFF2241022008000012,3010000,,,,"서울특별시 중구 퇴계로50길 67 (장충동2가,1층)",,03,폐업,,,,,,,,62,,,
,,나이트메니아 PC방,2013-05-30,200973.545957796,451031.724150124,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:21:01,I,03,폐업,,,,,,132,,,,,,2013-05-30 09:49:15,,2008-04-30,,서울특별시 중구 신당동 305-24 3층,,,CDFF2241022008000013,3010000,,,,"서울특별시 중구 다산로29길 39  (신당동,3층)",,03,폐업,,,,,,,,,,,
,,컴뱅크 PC방,2012-08-13,,,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:21:01,I,03,폐업,,,,,,99.48,,,,,,2012-08-14 10:48:46,,2008-04-30,100-372,서울특별시 중구 만리동2가 21 3층,,,CDFF2241022008000014,3010000,,,,"서울특별시 중구 만리재로31길 5  (만리동2가,3층)",,03,폐업,,,,,,,,,,,
,,K2 PC방,2008-09-01,200548.395251136,449562.218888591,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:21:01,I,03,폐업,,,,,,148.5,,,,,,2008-09-01 16:25:13,,2008-04-30,100-830,서울특별시 중구 신당동 366-440 지하 1층,,,CDFF2241022008000015,3010000,,,,,,03,폐업,,,,,,,,,,,
,,MAX PC방,2014-05-31,,,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-11 01:21:01,I,03,폐업,,,,,,115.76,,,,,,2014-06-02 15:28:18,,2008-05-07,,서울특별시 중구 중림동 200 삼성사이버 1사이버상가 1-202,,,CDFF2241022008000016,3010000,,,,"서울특별시 중구 중림로 10  (중림동,삼성사이버 1사이버상가 1-202)",,03,폐업,,,,,,,,,,,
